N	3gram	Bakhtin_fo	Marksizm
138	тот или иной	1	2
139	и вне его	1	1
140	так сказать в	2	1
141	подлежит конечно сомнению	1	1
142	как и во	1	1
143	соответствии с этим	2	1
144	распадается на ряд	1	1
145	все то что	2	1
146	это не значит	1	1
147	уже указывали что	1	1
148	и для себя	2	1
149	не было в	1	1
150	бы он ни	2	1
151	точка зрения на	1	1
152	становится как бы	1	1
153	этим определяется и	1	1
154	хлеб и вино	1	1
155	мы не претендуем	1	1
156	в нем не	3	1
157	как это делают	1	1
158	одна из разновидностей	1	1
159	снова и снова	1	1
160	того чтобы не	1	1
161	в прошлом то	1	1
162	на том что	1	1
163	в этом процессе	1	1
164	на этой же	1	1
165	как мы говорили	1	1
166	и они же	1	1
167	по сравнению с	3	1
168	по вопросу о	1	1
169	то что не	1	1
170	которых и являются	1	1
171	по-новому в этом	1	1
172	постоянно имеет место	1	1
173	о которых мы	1	1
174	мира и он	1	1
175	можно прямо сказать	2	1
176	или иной форме	1	1
177	в каком же	2	1
178	до наших дней	1	1
179	с этой точки	1	1
180	очень важный момент	2	1
181	в жизни и	1	1
182	между словом и	1	1
183	в том же	3	1
184	специфической закономерностью и	1	1
185	и не существует	1	1
186	совершенно так же	1	1
187	но останавливаться на	1	1
188	но для того	2	1
189	прежде всего необходимо	4	1
190	в строгом смысле	2	1
191	человек в литературе	1	1
192	в своем чистом	1	1
193	на немой регистр	1	1
194	по природе своей	2	1
195	может быть только	3	1
196	рядом с этим	1	1
197	исторического времени с	1	1
198	приходит к выводу	1	1
199	в себе самом	1	1
200	в тот же	1	1
201	мы уже указывали	4	1
202	то перед нами	1	1
203	в каждом явлении	1	1
204	в особенности же	1	1
205	еще и иной	1	1
206	все творческие и	1	1
207	друг за другом	2	1
208	с тем и	1	1
209	по аналогии с	1	1
210	том что все	1	1
211	одну из этих	1	1
212	это же самое	1	1
213	в соответствии с	2	1
214	все же и	1	1
215	точки зрения в	1	1
216	они конечно не	1	1
217	значит конечно что	1	1
218	в xviii веке	1	1
219	да и у	1	1
220	если бы дело	1	1
221	и в самый	1	1
222	того же материала	1	1
223	вне всякой связи	1	1
224	и в маленьких	1	1
225	ряд в высшей	1	1
226	не переставая быть	1	1
227	одну и ту	1	1
228	и как он	1	1
229	как раз и	2	1
230	мы увидим далее	1	1
231	в нем в	2	1
232	в предыдущем разделе	1	1
233	друг на друга	4	1
234	мы увидим дальше	1	1
235	имел в виду	1	1
236	это вовсе не	1	1
237	как человек с	1	1
238	в которых еще	1	1
239	не подлежит конечно	1	1
240	к вопросу о	2	1
241	они не могут	2	1
242	все это не	1	1
243	это значит что	2	1
244	но в этом	2	1
245	у них нет	1	1
246	конечно эти моменты	1	1
247	наиболее отчетливое и	1	1
248	у нас и	1	1
249	мы еще вернемся	3	1
250	там нет и	1	1
251	таким образом и	2	1
252	в этом моменте	1	1
253	важно было показать	1	1
254	ни к какой	1	1
255	в тех случаях	1	1
256	в последнем счете	3	1
257	но в смысле	1	1
258	неразрывно связана с	1	1
259	и пр все	1	1
260	о каждом из	1	1
261	разрешения этой проблемы	1	1
262	само собой разумеется	2	1
263	в определенном направлении	1	1
264	все его переживания	1	1
265	сих пор не	1	1
266	проявляется прежде всего	1	1
267	нем нет ничего	1	1
268	широком смысле слова	1	1
269	от отношения к	1	1
270	обладает своей специфической	1	1
271	отнюдь не являются	1	1
272	то есть в	2	1
273	но он не	2	1
274	но менее всего	1	1
275	себе самому и	2	1
276	все же в	2	1
277	и для него	1	1
278	от плоти и	1	1
279	вместе с тем	3	1
280	но кроме того	1	1
281	равно как и	4	1
282	и должно быть	2	1
283	и во всяком	1	1
284	прежде всего на	1	1
285	в последующем в	1	1
286	так сказать не	1	1
287	не претендуем на	1	1
288	там где они	1	1
289	имеет существенное значение	1	1
290	и ту же	1	1
291	в самый момент	1	1
292	громадное значение в	1	1
293	характерно что и	1	1
294	собой разумеется что	2	1
295	имеет большое значение	1	1
296	здесь как и	1	1
297	в другом месте	2	1
298	же время он	1	1
299	жизни данного лица	1	1
300	этой точки зрения	1	1
301	каждый из этих	1	1
302	является не индивидуальное	1	1
303	в себе и	1	1
304	то что в	1	1
305	может быть лишь	1	1
306	имеет громадное значение	1	1
307	почти ничего не	1	1
308	к выводу что	1	1
309	мы здесь не	1	1
310	конечно не в	1	1
311	для себя и	1	1
312	с двух сторон	1	1
313	в то время	3	1
314	своем чистом виде	1	1
315	своей специфической закономерностью	1	1
316	для наших задач	1	1
317	определяющее влияние на	1	1
318	в себе не	1	1
319	но к этому	1	1
320	с такою же	1	1
321	каждом из них	2	1
322	во времени и	1	1
323	или во всяком	1	1
324	того что имеет	1	1
325	оно прежде всего	1	1
326	в самой жизни	1	1
327	в разных контекстах	1	1
328	зрения другого в	1	1
329	до сегодняшнего дня	1	1
330	же так в	1	1
331	во всех случаях	1	1
332	могут быть лишь	1	1
333	выступает на первый	1	1
334	его жизни и	1	1
335	в других областях	1	1
336	дело в том	2	1
337	и все другие	2	1
338	в литературу в	1	1
339	с другом и	1	1
340	оно ничего не	1	1
341	он ни был	2	1
342	и все его	2	1
343	влияние на развитие	1	1
344	этот далеко не	1	1
345	значение например у	1	1
346	как мы видим	2	1
347	могут быть переданы	1	1
348	уже говорили что	1	1
349	к прошлому и	1	1
350	данном случае мы	1	1
351	из этих форм	1	1
352	во всех этих	2	1
353	как бы ни	1	1
354	но отнюдь не	1	1
355	всего может быть	1	1
356	не значит конечно	1	1
357	понятно что в	2	1
358	но прежде чем	1	1
359	могут быть сведены	1	1
360	во время которой	1	1
361	с самим собой	2	1
362	у него нет	1	1
363	тех случаях когда	1	1
364	жизни в ее	2	1
365	в xvii веке	2	1
366	выходит за пределы	1	1
367	лишь в случаях	1	1
368	в новое время	1	1
369	в романе не	2	1
370	плоть от плоти	1	1
371	всего того что	1	1
372	самого начала не	1	1
373	и в сущности	3	1
374	по преимуществу в	1	1
375	будем говорить в	1	1
376	а вовсе не	1	1
377	дело здесь идет	1	1
378	как оно было	1	1
379	в подходе к	2	1
380	не выходит за	1	1
381	целый новый мир	1	1
382	в каких формах	1	1
383	связи с тем	1	1
384	и следовательно по	1	1
385	мы уже говорили	6	1
386	жизни и в	2	1
387	в той же	1	1
388	прямо сказать что	2	1
389	в виду что	2	1
390	нашу точку зрения	1	1
391	и связанные с	1	1
392	все эти особенности	2	1
393	ровно ничего не	1	1
394	мы уже сказали	4	1
395	а не о	1	1
