N	3gram	Vinokur_Ku	Narrotol
177	только то что	1	1
178	в стороне от	1	1
179	с другой стороны	12	1
180	нет никаких оснований	1	1
181	бы то ни	1	1
182	во втором случае	1	1
183	не то что	1	1
184	было бы ошибочно	1	1
185	в качестве нового	1	1
186	сих пор еще	1	1
187	что можно сказать	2	1
188	внимание на некоторые	1	1
189	который в своем	1	1
190	может быть только	2	1
191	и т д	21	1
192	есть не что	1	1
193	в этих случаях	1	1
194	ни тот ни	1	1
195	и тем не	4	1
196	т п все	2	1
197	обращается к нему	1	1
198	в каждой из	1	1
199	в противном случае	2	1
200	дело не с	1	1
201	в живой речи	1	1
202	по крайней мере	11	1
203	в данный момент	2	1
204	всего тем что	1	1
205	в последние десятилетия	1	1
206	не до конца	1	1
207	этой точки зрения	4	1
208	том или ином	1	1
209	и в самом	4	1
210	что же касается	4	1
211	которые могли бы	1	1
212	право говорить и	1	1
213	как и в	1	1
214	том что если	1	1
215	что вся эта	1	1
216	в соответствии со	1	1
217	у нас есть	2	1
218	одна из наиболее	1	1
219	отношению к которому	1	1
220	это действительно так	1	1
221	тем более что	1	1
222	не должен быть	1	1
223	на этот вопрос	3	1
224	и не должен	1	1
225	в большей или	2	1
226	не для того	1	1
227	что к этому	1	1
228	данном случае в	1	1
229	вовсе еще не	1	1
230	и не только	1	1
231	не что иное	2	1
232	и с точки	1	1
233	и здесь мы	1	1
234	в другом отношении	1	1
235	слова должны были	1	1
236	значения и смысла	1	1
237	ответ на этот	1	1
238	рассказать о событии	1	1
239	как мы видели	1	1
240	и все его	1	1
241	том что и	1	1
242	мы не знаем	1	1
243	зависит не только	1	1
244	это уже не	1	1
245	не столько к	1	1
246	в этой фразе	1	1
247	том что он	4	1
248	том случае если	3	1
249	по его мнению	1	1
250	том смысле как	1	1
251	совсем не в	1	1
252	вместо того чтобы	1	1
253	точки зрения как	1	1
254	в том виде	1	1
255	по мере того	3	1
256	должен был бы	1	1
257	то же слово	1	1
258	что и в	1	1
259	с этой точки	3	1
260	но с другой	1	1
261	для обозначения различного	1	1
262	в сущности говоря	1	1
263	может быть и	1	1
