N	2gram	Ircho_Kome	VLabPisa
144	что они	4	3
145	замысла в	1	3
146	и он	1	3
147	что у	6	3
148	этой области	2	3
149	мы знаем	5	3
150	мы имеем	1	3
151	естественно что	1	3
152	того что	1	3
153	видеть в	2	3
154	него в	1	3
155	утверждает что	1	3
156	со своим	6	3
157	что и	10	3
158	у нас	3	3
159	сводится к	1	3
160	подобно тому	1	3
161	его в	6	3
162	в форме	2	3
163	если бы	4	3
164	или в	5	3
165	сил и	1	3
166	именно в	5	3
167	в конце	7	3
168	например в	1	3
169	видно из	4	3
170	и как	3	3
171	в которых	1	3
172	не столь	2	3
173	большей или	1	3
174	что например	1	3
175	и художественного	1	3
176	мира и	1	3
177	а всего	1	3
178	вовсе не	3	3
179	бы в	3	3
180	с этим	5	3
181	и мир	2	3
182	а в	9	3
183	что не	1	3
184	в котором	6	3
185	даже и	1	3
186	в противоположность	2	3
187	говорить не	1	3
188	в значительной	1	3
189	его не	1	3
190	того чтобы	4	3
191	всего лишь	1	3
192	для того	3	3
193	тому как	1	3
194	идей и	1	3
195	п в	1	3
196	и трудно	1	3
197	и их	3	3
198	всех других	1	3
199	как он	2	3
200	вслед за	4	3
201	далеко не	1	3
202	так же	4	3
203	при всем	3	3
204	или меньшей	1	3
205	как на	2	3
206	нет и	2	3
207	та или	1	3
208	образом в	2	3
209	деятельности человека	1	3
210	и от	2	3
211	точки зрения	7	3
212	жизни и	4	3
213	и по	6	3
214	а н	1	3
215	мы видели	2	3
216	в особенности	1	2
217	к сожалению	2	2
218	отметить что	1	2
219	представить себе	3	2
220	им как	1	2
221	льва толстого	1	2
222	все его	1	2
223	и этот	1	2
224	установить в	1	2
225	из которых	5	2
226	они и	1	2
227	нет ни	1	2
228	от его	1	2
229	они не	1	2
230	на вопрос	1	2
231	если в	3	2
232	также что	2	2
233	того как	3	2
234	ее как	1	2
235	с одной	5	2
236	том числе	4	2
237	это особенно	1	2
238	внимание на	1	2
239	реакции на	2	2
240	своих героев	1	2
241	с нею	1	2
242	говорить о	3	2
243	да и	5	2
244	следует что	1	2
245	хотя и	6	2
246	в пользу	3	2
247	связанное с	1	2
248	многие из	3	2
249	о чем	2	2
250	не приходится	1	2
251	с половиной	1	2
252	после этого	3	2
253	в науке	1	2
254	а затем	4	2
255	как у	1	2
256	из своих	1	2
257	для них	2	2
258	не столько	1	2
259	его от	1	2
260	от до	2	2
261	из многочисленных	1	2
262	по себе	2	2
263	частности в	2	2
264	только очень	1	2
265	в своих	2	2
266	составная часть	1	2
267	что нет	1	2
268	и даже	5	2
269	что ни	1	2
270	этой точки	1	2
271	этого рода	2	2
272	и слова	1	2
273	в которой	9	2
274	не о	1	2
275	ни одна	2	2
276	что его	1	2
277	как об	1	2
278	что она	3	2
279	но не	3	2
280	в ней	2	2
281	в жизни	1	2
282	понимать как	1	2
283	стороны в	1	2
284	в последнем	1	2
285	свидетельствуют о	1	2
286	к его	3	2
287	по одному	2	2
288	же как	3	2
289	на эти	1	2
290	между прочим	2	2
291	художника как	1	2
292	на этом	3	2
293	не вполне	2	2
294	не менее	6	2
295	ли не	8	2
296	только для	1	2
297	бы не	1	2
298	образом по	1	2
299	отличается от	1	2
300	после того	3	2
301	на то	3	2
302	в чем	3	2
303	числе и	1	2
304	так например	1	2
305	могло бы	1	2
306	сих пор	3	2
307	и отдельные	1	2
308	огромную роль	1	2
309	по его	2	2
310	года и	1	2
311	от них	3	2
312	еще не	7	2
313	иметь в	1	2
314	необходимость в	1	2
315	в каждом	2	2
316	во всяком	4	2
317	и потому	1	2
318	еще и	2	2
319	того или	1	2
320	до сих	3	2
321	человека в	2	2
322	а к	2	2
323	было в	1	2
324	а как	1	2
325	ли это	2	2
326	до нас	9	2
327	то это	3	2
328	в самых	1	2
329	лица и	1	2
330	в течение	5	2
331	всяком случае	4	2
332	приходится говорить	1	2
333	когда писал	1	2
334	одной стороны	5	2
335	относится к	2	2
336	также и	1	2
337	ту же	2	2
338	в другом	5	2
339	не по	5	2
340	не всегда	2	2
341	явления в	1	2
342	из себя	1	2
343	формы и	1	2
344	е в	2	2
345	не с	1	2
346	в различных	1	2
347	можно было	5	2
348	не пишет	1	2
349	даже не	4	2
350	идеи в	1	2
351	и сам	5	2
352	от того	3	2
353	действительности на	1	2
354	никаких оснований	1	2
355	гете и	1	2
356	как известно	4	2
357	искусстве и	1	2
358	сюжетов и	1	2
359	на это	3	2
360	и формы	2	2
361	всего не	1	2
362	ни одного	2	2
363	же самое	2	2
364	в книге	1	2
365	он в	1	2
366	будто бы	2	2
367	которые в	3	2
368	и у	3	2
369	они должны	1	2
370	о его	5	2
371	это видно	2	2
372	одной из	6	2
373	дня и	1	2
374	в образе	4	2
375	на него	4	2
376	трудностей и	1	2
377	как от	1	2
378	он не	5	2
379	во всей	1	2
380	или иной	1	2
381	в общем	2	2
382	он может	1	2
383	эту же	1	2
384	который в	2	2
385	если они	3	2
386	пародия на	1	2
387	в области	3	2
388	что даже	1	2
389	э по	1	2
390	у них	1	2
391	нет никаких	1	2
392	к этим	3	2
393	конце концов	4	2
394	уже по	1	2
395	чтобы не	1	2
396	три года	2	2
397	этом же	2	2
398	и для	4	2
399	то о	1	2
400	войны и	7	2
401	искусства на	1	2
402	ни с	1	2
403	целого ряда	1	2
404	ознакомиться с	1	2
405	но в	6	2
406	чуть ли	2	2
407	вплоть до	1	2
408	в той	2	1
409	в большом	2	1
410	ответа на	1	1
411	были бы	1	1
412	подчеркивают в	1	1
413	что автор	1	1
414	об их	1	1
415	то в	1	1
416	не определяющие	1	1
417	эту возможность	1	1
418	от него	1	1
419	именно к	1	1
420	степень его	1	1
421	однако и	1	1
422	к действительности	1	1
423	включая сюда	3	1
424	и другие	3	1
425	романа с	1	1
426	что поэты	2	1
427	является в	1	1
428	понятий и	1	1
429	следует видеть	1	1
430	которой я	1	1
431	ответ на	2	1
432	им было	1	1
433	в достаточно	1	1
434	не нашел	1	1
435	человеческой личности	1	1
436	ни в	9	1
437	эти высказывания	1	1
438	следует отметить	1	1
439	в более	4	1
440	того обстоятельства	1	1
441	эти годы	2	1
442	можно говорить	1	1
443	не противоречит	1	1
444	и общими	1	1
445	мы и	1	1
446	говоря уже	4	1
447	ее основных	1	1
448	на протяжении	14	1
449	опирается на	1	1
450	а наоборот	1	1
451	отражение в	1	1
452	хоть и	7	1
453	любой из	1	1
454	толстого и	1	1
455	данном случае	1	1
456	традиционных масок	1	1
457	первого из	1	1
458	то есть	1	1
459	не слишком	1	1
460	не раскрывается	1	1
461	по замыслу	1	1
462	в действии	2	1
463	к этой	1	1
464	в отражении	2	1
465	время и	3	1
466	почти не	2	1
467	стихи из	1	1
468	заимствован из	1	1
469	представлений в	1	1
470	мы не	4	1
471	совершенно очевидно	1	1
472	с отдельными	1	1
473	до последних	1	1
474	как один	1	1
475	в состоянии	3	1
476	с этой	3	1
477	в наследство	1	1
478	в гг	3	1
479	еще больше	1	1
480	или по	3	1
481	к сфере	1	1
482	дело с	3	1
483	еще более	2	1
484	в применении	1	1
485	нам приходится	1	1
486	своей социальной	1	1
487	многочисленных свидетельств	1	1
488	несмотря на	5	1
489	из того	2	1
490	мысль в	1	1
491	и дает	2	1
492	быть отнесены	1	1
493	хотя у	1	1
494	освободиться от	1	1
495	для характеристики	3	1
496	не для	1	1
497	проявляется в	1	1
498	а и	1	1
499	мы получаем	1	1
500	реальной жизни	1	1
501	состоял в	1	1
502	более поздних	1	1
503	обычно не	1	1
504	с ним	1	1
505	с отцовской	1	1
506	не являются	2	1
507	в основании	1	1
508	как художественное	1	1
509	это обстоятельство	1	1
510	на многие	1	1
511	сам по	1	1
512	можно на	1	1
513	привести к	1	1
514	о нем	1	1
515	с достаточной	4	1
516	аналогии с	2	1
517	и опирается	1	1
518	наконец ряд	1	1
519	богатство и	1	1
520	творчества с	1	1
521	и никакой	1	1
522	реального и	1	1
523	и создает	1	1
524	в этих	5	1
525	если верить	1	1
526	свой образ	1	1
527	о другой	1	1
528	и эти	1	1
529	в рамки	1	1
530	в виде	3	1
531	популярных в	1	1
532	к достижению	1	1
533	как было	1	1
534	говорит он	1	1
535	так или	4	1
536	если не	1	1
537	в общественной	1	1
538	материал для	2	1
539	в духе	3	1
540	но он	2	1
541	но все	4	1
542	еще раз	1	1
543	как видно	4	1
544	этого не	1	1
545	в свои	4	1
546	или иначе	4	1
547	а также	5	1
548	жизнь в	1	1
549	если теперь	1	1
550	сказал что	1	1
551	самые разнообразные	1	1
552	свое творческое	1	1
553	приходит в	1	1
554	пишет для	1	1
555	обходится без	1	1
556	даже на	1	1
557	этим и	2	1
558	и все	4	1
559	соединяются и	1	1
560	по аналогии	1	1
561	прямо противоположные	1	1
562	они могут	1	1
563	целый ряд	2	1
564	на себя	5	1
565	достаточно ясно	1	1
566	зрения на	2	1
567	эстетики и	1	1
568	всем что	1	1
569	тем что	5	1
570	чем отличается	1	1
571	если это	2	1
572	к более	1	1
573	быть даже	2	1
574	е из	1	1
575	то время	8	1
576	в таком	1	1
577	только два	2	1
578	очень много	1	1
579	в сферу	1	1
580	в последних	3	1
581	к их	2	1
582	места и	1	1
583	в стороне	1	1
584	евгения онегина	1	1
585	бы быть	1	1
586	из тех	1	1
587	друг другу	2	1
588	и без	3	1
589	в какой	2	1
590	работы в	1	1
591	кстати сказать	1	1
592	в памяти	1	1
593	их автора	1	1
594	в устах	1	1
595	богатстве и	1	1
596	оставалось только	1	1
597	в в	8	1
598	в соответствии	2	1
599	время как	6	1
600	ему же	1	1
601	что по	3	1
602	меньшей мере	2	1
603	по ее	1	1
604	трудно дать	1	1
605	после обеда	1	1
606	это время	5	1
607	от начала	1	1
608	ясно из	1	1
609	однако чтобы	1	1
610	общественных отношений	1	1
611	на эту	1	1
612	сил в	1	1
613	при таком	1	1
614	как в	8	1
615	и большого	1	1
616	по своему	5	1
617	счел возможным	1	1
618	еще к	1	1
619	не имеет	1	1
620	значительную роль	1	1
621	правило в	1	1
622	но у	1	1
623	в традиционной	2	1
624	у платона	1	1
625	служит для	1	1
626	почти все	1	1
627	о котором	1	1
628	сравнению с	1	1
629	это было	5	1
630	мало чем	2	1
631	речь идет	6	1
632	в известном	2	1
633	от всей	1	1
634	и традиционных	1	1
635	для их	3	1
636	и это	3	1
637	в каждой	1	1
638	а только	1	1
639	в каком	1	1
640	это противопоставление	1	1
641	к числу	2	1
642	спустя три	1	1
643	этих элементов	1	1
644	и из	2	1
645	поэтической деятельности	1	1
646	на себе	1	1
647	похожи на	2	1
648	что их	1	1
649	нашли отражение	1	1
650	жизни к	1	1
651	героя и	1	1
652	распространение в	1	1
653	между участниками	1	1
654	и популярных	1	1
655	обращение к	1	1
656	не все	2	1
657	казалось бы	3	1
658	социальной направленности	2	1
659	той или	1	1
660	а вместе	1	1
661	чтобы понять	1	1
662	эти же	1	1
663	в дальнейшем	1	1
664	самой общей	1	1
665	жизнь и	2	1
666	что эти	1	1
667	же направлении	1	1
668	из действующих	3	1
669	под именем	3	1
670	бросается в	1	1
671	и тех	1	1
672	платона в	2	1
673	отношении но	1	1
674	совершенно не	1	1
675	том случае	1	1
676	исходя из	1	1
677	ответить на	1	1
678	более чем	4	1
679	что представлял	1	1
680	на этой	1	1
681	а с	1	1
682	в данном	1	1
683	его обычно	1	1
684	всю его	1	1
685	мой взгляд	1	1
686	от других	1	1
687	в основе	1	1
688	не видеть	1	1
689	положение как	1	1
690	тут и	1	1
691	вытекает из	1	1
692	и мира	1	1
693	духовной и	1	1
694	тем более	1	1
695	наконец последний	1	1
696	была найдена	1	1
697	бы с	1	1
698	оно в	1	1
699	как целое	1	1
700	вопрос о	5	1
701	были у	1	1
702	не означает	2	1
703	из огня	1	1
704	как составная	1	1
705	тех же	4	1
706	себе все	1	1
707	в братьях	1	1
708	применении к	1	1
709	которой он	2	1
710	около двух	1	1
711	с наибольшей	1	1
712	к типу	1	1
713	случае если	1	1
714	со всех	1	1
715	он был	4	1
716	это как	1	1
717	собой в	2	1
718	действительности как	1	1
719	конечно не	1	1
720	и толстой	1	1
721	в роли	1	1
722	так называемой	3	1
723	при отсутствии	1	1
724	десять лет	1	1
725	не говоря	4	1
726	всего этого	2	1
727	наконец в	3	1
728	в нескольких	2	1
729	уже в	9	1
730	не дает	1	1
731	по сравнению	1	1
732	однако если	1	1
733	нельзя не	2	1
734	отрыве от	1	1
735	не один	2	1
736	его творчества	4	1
737	свидетельства о	1	1
738	в понятие	1	1
739	обстоятельства что	1	1
740	его т	1	1
741	указывает что	2	1
742	друг друга	2	1
743	ими в	1	1
744	пока в	2	1
745	потому что	8	1
746	в свою	2	1
747	о совершенно	1	1
748	и тем	2	1
749	слова и	1	1
750	от всех	1	1
751	первого акта	1	1
752	обойтись без	1	1
753	идет в	1	1
754	и поэтому	2	1
755	свойств и	1	1
756	только один	2	1
757	по другому	1	1
758	в характере	1	1
759	путь для	1	1
760	а по	1	1
761	эта мысль	1	1
762	них по	1	1
763	из мира	1	1
764	значение для	1	1
765	со стороны	3	1
766	только на	2	1
767	и детей	1	1
768	дошедших до	5	1
769	приводит в	1	1
770	содержания и	2	1
771	что эта	1	1
772	для этого	2	1
773	может служить	2	1
774	на его	5	1
775	и если	2	1
776	и та	1	1
777	хотя в	1	1
778	пор не	1	1
779	и что	2	1
780	в действие	1	1
781	на четыре	1	1
782	один раз	1	1
783	приходит к	1	1
784	предисловии к	1	1
785	за пределы	2	1
786	а между	1	1
787	говорит что	1	1
788	было еще	1	1
789	в начале	7	1
790	говоря о	1	1
791	еще в	9	1
792	слова с	1	1
793	из вариантов	1	1
794	представление как	1	1
795	доходит до	1	1
796	той социальной	1	1
797	говорит ли	1	1
798	в истории	10	1
799	этом смысле	2	1
800	что из	3	1
801	имеет свои	1	1
802	самого начала	2	1
803	каждый из	3	1
804	в новое	2	1
805	себе в	1	1
806	без труда	1	1
807	стоящих перед	1	1
808	какой мере	1	1
809	связанных с	2	1
810	в глаза	1	1
811	мере не	1	1
812	не случайно	1	1
813	вот этот	1	1
814	связанной с	1	1
815	не составлял	1	1
816	почти каждый	1	1
817	значение и	1	1
818	в передней	1	1
819	был прав	1	1
820	и первой	1	1
821	служит не	1	1
822	его герои	2	1
823	у поэтов	2	1
824	ни одной	3	1
825	его себе	1	1
826	превратилась в	1	1
827	но ни	1	1
828	борьба за	1	1
829	на море	4	1
830	и еще	5	1
831	из наиболее	2	1
832	его поведение	1	1
833	отношение к	3	1
834	определена как	1	1
835	и очевидно	1	1
836	утверждал что	1	1
837	как мы	5	1
838	со своими	1	1
839	соответствии с	2	1
840	и противоречиво	1	1
841	же не	2	1
842	к ней	2	1
843	которые его	1	1
844	мертвых душ	1	1
845	наконец что	1	1
846	же так	1	1
847	в данной	1	1
848	это вовсе	1	1
849	основное содержание	1	1
850	что во	1	1
851	автор не	1	1
852	по которой	1	1
853	затем в	2	1
854	бы его	1	1
855	заметить что	1	1
856	и служит	1	1
857	и явно	1	1
858	к ее	2	1
859	в ходе	1	1
860	и во	4	1
861	от которой	2	1
862	их к	3	1
863	в театре	1	1
864	мы бы	1	1
865	бы он	1	1
866	поэты и	1	1
867	тенденции к	1	1
868	всех сторон	1	1
869	новое время	3	1
870	больше того	4	1
871	быть в	1	1
872	основной материал	1	1
873	сущности и	1	1
874	в ход	1	1
875	находится в	2	1
876	за его	1	1
877	имеем дело	1	1
878	индивидуального начала	1	1
879	во-вторых поскольку	1	1
880	не заметить	1	1
881	стоит только	1	1
882	получить в	1	1
883	роль играет	1	1
884	уже о	4	1
885	или иного	1	1
886	материал в	1	1
887	на этот	5	1
888	отношении представляет	1	1
889	это что	1	1
890	не имели	1	1
891	говорит фр	1	1
892	и других	7	1
893	чаще всего	3	1
894	во-вторых не	1	1
895	как будто	3	1
896	о роли	1	1
897	по меньшей	2	1
898	известно о	1	1
899	ли эта	1	1
900	часть в	1	1
901	у первого	1	1
902	платон в	3	1
903	это в	1	1
904	творчества это	1	1
905	и насколько	1	1
906	месте в	1	1
907	даже для	2	1
908	речи о	1	1
909	но это	2	1
910	к каким	1	1
911	в ораторском	1	1
912	с ее	2	1
913	из него	1	1
914	было сделано	2	1
915	из сказанного	1	1
916	это подтверждается	1	1
917	во времени	1	1
918	вмешивается в	1	1
919	красоты и	1	1
920	к полному	1	1
921	в самой	2	1
922	не был	1	1
923	его стихи	1	1
924	ходов и	2	1
925	соответствует ли	1	1
926	в какой-то	3	1
927	становится в	3	1
928	каждого из	2	1
929	стороны он	1	1
930	и ни	1	1
931	и особенно	7	1
932	года в	1	1
933	в м	1	1
934	войну и	1	1
935	таких же	1	1
936	тому же	14	1
937	взят из	1	1
938	что на	4	1
939	нее не	1	1
940	без нее	1	1
941	судя по	6	1
942	от искусства	1	1
943	образом на	1	1
944	мира в	5	1
945	не к	2	1
946	и самый	1	1
947	с целью	2	1
948	персонажей в	1	1
949	относят к	1	1
950	этому же	1	1
