N	2gram	Bakhtin_Fr	Komedia
163	такого рода	1	8
164	не было	4	8
165	не знает	4	8
166	бы в	3	8
167	во всех	13	8
168	можно было	4	8
169	что для	1	8
170	в iv	3	8
171	в которых	3	8
172	да и	1	8
173	в течение	2	8
174	связи с	5	8
175	возможно что	3	8
176	в v	1	8
177	по содержанию	1	8
178	по своему	3	8
179	и других	3	8
180	с самого	2	8
181	дошедших до	1	8
182	как он	4	8
183	при всем	1	8
184	идет о	1	8
185	и ее	2	8
186	место в	4	8
187	и к	6	7
188	мы найдем	4	7
189	дело с	1	7
190	в результате	7	7
191	в этих	6	7
192	себе в	3	7
193	во всяком	2	7
194	в другом	4	7
195	в руках	4	7
196	самого начала	1	7
197	что они	2	7
198	ни было	2	7
199	в связи	3	7
200	и это	6	7
201	в других	2	7
202	и хотя	1	7
203	в себе	16	7
204	и у	7	7
205	к его	2	7
206	это время	1	7
207	не имеет	4	7
208	не является	1	7
209	из этих	1	7
210	целый ряд	4	7
211	и во	4	7
212	до конца	5	7
213	но если	1	7
214	в народном	1	7
215	всяком случае	1	7
216	и вот	3	7
217	для нас	2	7
218	со своим	1	7
219	должен был	1	7
220	само собой	1	7
221	тех же	2	7
222	и о	2	7
223	конце концов	5	7
224	по всему	2	6
225	еще более	4	6
226	даже в	4	6
227	его от	1	6
228	в виду	4	6
229	то ли	2	6
230	с собой	2	6
231	около г	1	6
232	в своих	1	6
233	в наиболее	1	6
234	там же	1	6
235	в дальнейшем	3	6
236	до того	3	6
237	коль скоро	1	6
238	не мог	2	6
239	и он	4	6
240	после того	6	6
241	не слишком	1	6
242	с точки	4	6
243	за то	4	6
244	на этом	6	6
245	и тем	3	6
246	не приходится	1	6
247	в силу	1	6
248	всего в	5	6
249	мы встречаем	3	6
250	в сущности	8	6
251	в другой	2	6
252	тому назад	1	6
253	никто не	11	6
254	а не	2	6
255	в области	3	6
256	том числе	4	6
257	так в	1	6
258	здесь в	9	6
259	когда же	1	6
260	или в	5	6
261	что к	1	6
262	и как	5	6
263	к концу	1	6
264	это было	4	6
265	в уже	1	6
266	на которые	1	6
267	человека в	3	6
268	во второй	3	6
269	на это	1	6
270	как будто	1	6
271	не удалось	1	6
272	больше того	1	6
273	для всех	3	5
274	из всех	2	5
275	в изображении	4	5
276	на сцену	2	5
277	в первом	1	5
278	именно в	4	5
279	его на	1	5
280	что по	2	5
281	роль в	4	5
282	в это	3	5
283	со своей	1	5
284	восходит к	1	5
285	с помощью	11	5
286	а на	4	5
287	к ним	1	5
288	сказать что	4	5
289	под названием	1	5
290	все время	4	5
291	который в	1	5
292	от них	2	5
293	тем же	1	5
294	себя в	3	5
295	никогда не	6	5
296	в ее	6	5
297	после этого	1	5
298	отрывок из	2	5
299	чем в	1	5
300	но он	8	5
301	одним из	3	5
302	можно судить	1	5
303	также в	1	5
304	в мире	3	5
305	одном из	5	5
306	между собой	2	5
307	что их	2	5
308	в каждом	1	5
309	действия в	1	5
310	все остальные	1	5
311	в развитии	2	5
312	не могла	2	5
313	в первой	4	5
314	и от	10	5
315	не так	1	5
316	представление о	3	5
317	известно что	1	5
318	что это	9	5
319	здесь нет	3	5
320	из того	1	5
321	за пределы	1	5
322	обращается к	1	5
323	ему и	1	5
324	том как	3	5
325	аристофана в	1	5
326	признать что	1	5
327	конечно не	2	5
328	да еще	3	5
329	и если	1	5
330	у меня	2	5
331	у других	1	5
332	вслед за	1	5
333	же самое	1	5
334	той же	9	5
335	что я	1	5
336	в сознании	1	5
337	здесь и	5	5
338	этом отношении	3	5
339	и после	1	5
340	это не	7	5
341	мы имеем	2	5
342	он и	2	5
343	по существу	8	5
344	и без	1	5
345	в следующем	3	5
346	и я	1	5
347	участие в	1	5
348	раз в	2	5
349	ему не	2	5
350	что из	1	5
351	жизни и	6	5
352	в период	1	5
353	для этого	2	5
354	его современников	1	5
355	что на	1	5
356	мира в	6	5
357	в той	8	4
358	нас в	3	4
359	него в	2	4
360	чтобы в	1	4
361	в духе	4	4
362	новое время	1	4
363	из самых	4	4
364	в построении	2	4
365	например в	8	4
366	правда в	1	4
367	их в	5	4
368	отца и	2	4
369	всякого рода	1	4
370	в iii	1	4
371	нам по	1	4
372	времени в	2	4
373	не всегда	1	4
374	из себя	1	4
375	должна была	1	4
376	в плен	1	4
377	в глаза	2	4
378	его не	1	4
379	одна из	7	4
380	к этим	3	4
381	он так	1	4
382	от ее	1	4
383	ближе к	1	4
384	все его	3	4
385	том чтобы	1	4
386	к их	1	4
387	к человеку	2	4
388	в обеих	1	4
389	в состоянии	2	4
390	этой же	3	4
391	к которому	2	4
392	аналогии с	1	4
393	и этим	2	4
394	одно из	2	4
395	это слово	1	4
396	там и	3	4
397	как его	2	4
398	не остается	1	4
399	я не	3	4
400	между ними	2	4
401	в себя	3	4
402	выражение в	3	4
403	именно потому	1	4
404	один раз	2	4
405	по своей	1	4
406	как известно	1	4
407	в достаточной	1	4
408	образом в	2	4
409	из этого	2	4
410	к сожалению	1	4
411	остаться в	1	4
412	был бы	1	4
413	когда в	1	4
414	не на	5	4
415	стороны и	1	4
416	бы не	1	4
417	нет ничего	1	4
418	что мы	2	4
419	наконец в	1	4
420	в поисках	1	4
421	каждый из	2	4
422	что же	1	4
423	и там	1	4
424	по мнению	1	4
425	в более	4	4
426	ничем не	3	4
427	второй половине	1	4
428	и другие	3	4
429	в средней	2	4
430	у нас	4	4
431	чем же	2	4
432	а то	1	4
433	с их	1	4
434	времени и	2	4
435	по его	1	4
436	достаточной степени	1	4
437	или менее	3	4
438	молодыми людьми	1	4
439	такой же	3	4
440	изображен в	2	4
441	и их	5	4
442	в пределах	1	4
443	далеко не	2	4
444	чтобы не	1	4
445	у нее	1	4
446	в число	1	4
447	найдем в	2	4
448	которые в	2	4
449	он знает	2	4
450	того времени	2	4
451	в остальном	1	4
452	из которой	1	4
453	в основе	3	4
454	меньше чем	1	4
455	во всем	5	3
456	от него	3	3
457	всего это	2	3
458	к этой	1	3
459	за исключением	1	3
460	или по	1	3
461	по свидетельству	1	3
462	в году	12	3
463	по себе	2	3
464	более или	3	3
465	если он	1	3
466	только для	1	3
467	за ней	1	3
468	для их	1	3
469	все к	1	3
470	чувствует себя	1	3
471	представления о	1	3
472	этой сцены	1	3
473	между двумя	1	3
474	только на	2	3
475	и когда	3	3
476	людей и	3	3
477	от своего	1	3
478	на новую	1	3
479	всего этого	3	3
480	другой раз	1	3
481	ни одного	1	3
482	как на	1	3
483	в нашем	2	3
484	находится в	2	3
485	при виде	5	3
486	для понимания	1	3
487	что именно	2	3
488	человеку и	1	3
489	нет никаких	1	3
490	но там	2	3
491	этом же	1	3
492	раз на	1	3
493	время и	1	3
494	собой в	1	3
495	теперь же	1	3
496	для своего	1	3
497	для них	1	3
498	в храме	1	3
499	пародией на	2	3
500	в ожидании	1	3
501	отношения к	1	3
502	в таком	1	3
503	обстоятельство что	1	3
504	по ее	2	3
505	от этого	3	3
506	этой целью	1	3
507	в эту	2	3
508	не был	2	3
509	а с	1	3
510	того в	1	3
511	для развития	1	3
512	не он	1	3
513	для этой	3	3
514	своего времени	3	3
515	ни одно	1	3
516	одну из	2	3
517	в новое	1	3
518	не раз	1	3
519	он в	2	3
520	что ты	1	3
521	и есть	3	3
522	роль играет	3	3
523	его за	2	3
524	однако по	2	3
525	платон в	1	3
526	еще одно	1	3
527	является конечно	1	3
528	мы видели	7	3
529	также что	3	3
530	почти не	1	3
531	и из	2	3
532	о которой	1	3
533	мы в	2	3
534	интерес к	2	3
535	не могут	3	3
536	и одновременно	1	3
537	времени не	1	3
538	как о	5	3
539	с ними	4	3
540	связанные с	4	3
541	своего отца	1	3
542	друг от	1	3
543	его и	1	3
544	и более	1	3
545	чем на	1	3
546	и уже	1	3
547	чем они	1	3
548	переходит к	1	3
549	на землю	2	3
550	к людям	1	3
551	действия и	1	3
552	было и	2	3
553	не совсем	2	3
554	у женщин	2	3
555	если мы	2	3
556	принадлежит к	2	3
557	том же	1	3
558	его для	1	3
559	они были	5	3
560	как к	1	3
561	которым он	4	3
562	ему в	2	3
563	нет ни	3	3
564	ее на	1	3
565	сам он	3	3
566	не без	1	3
567	на что	1	3
568	не являются	1	3
569	такое же	2	3
570	мы находим	3	3
571	в виде	2	3
572	однако не	1	3
573	от друга	1	3
574	и эта	4	3
575	указывает на	1	3
576	является не	1	3
577	на все	2	3
578	в каждой	2	3
579	должен быть	4	3
580	и таким	1	3
581	в одной	5	3
582	на них	3	3
583	жизнь и	3	3
584	ко всему	1	3
585	и потому	6	3
586	а к	1	3
587	а как	1	3
588	он говорит	2	3
589	она не	1	3
590	в отношениях	1	3
591	то обстоятельство	1	3
592	не с	1	3
593	других авторов	1	3
594	таким же	4	3
595	конечно в	2	3
596	стало быть	1	3
597	на всю	2	3
598	в большинстве	9	3
599	числе и	2	3
600	они не	2	3
601	и самого	2	3
602	по этому	4	3
603	в античной	2	3
604	только после	1	3
605	в эти	2	3
606	это в	4	3
607	в эпоху	13	3
608	в лице	2	3
609	в известной	1	3
610	он готов	1	2
611	с которыми	1	2
612	находим в	2	2
613	в центре	2	2
614	в настоящем	1	2
615	еще раз	1	2
616	и очень	2	2
617	на эти	1	2
618	да что	1	2
619	более что	1	2
620	площади и	1	2
621	жалобы и	1	2
622	нечто подобное	1	2
623	на стену	1	2
624	говорит о	2	2
625	те же	3	2
626	не как	2	2
627	входил в	1	2
628	намека на	1	2
629	сходство между	1	2
630	между небом	1	2
631	связь с	2	2
632	а напротив	1	2
633	встречается в	1	2
634	во ii	1	2
635	как об	1	2
636	на земле	5	2
637	к которой	1	2
638	превращается в	2	2
639	к самому	2	2
640	и те	5	2
641	в речах	1	2
642	друга и	1	2
643	почти все	2	2
644	связанного с	1	2
645	как только	1	2
646	на первый	2	2
647	не могли	1	2
648	источником для	1	2
649	по тем	1	2
650	которой он	2	2
651	сожаление что	1	2
652	отсюда и	2	2
653	начиная от	1	2
654	в противоположность	1	2
655	не должен	1	2
656	почти за	1	2
657	в этот	1	2
658	но они	3	2
659	не вполне	1	2
660	рассказывает о	1	2
661	за другом	2	2
662	второй половины	1	2
663	сцены в	3	2
664	и формы	1	2
665	и новая	2	2
666	среди них	1	2
667	чтобы они	1	2
668	для всей	1	2
669	в основу	2	2
670	под влиянием	1	2
671	в реальном	2	2
672	как от	1	2
673	что все	3	2
674	встречаем у	1	2
675	были в	1	2
676	к ее	1	2
677	они могут	1	2
678	чем это	1	2
679	образом на	1	2
680	выступает с	1	2
681	можно предполагать	1	2
682	мы видим	13	2
683	собой и	1	2
684	фигурой в	1	2
685	наиболее ярких	1	2
686	первом случае	1	2
687	знали что	1	2
688	ним в	1	2
689	на войну	1	2
690	и сама	2	2
691	в тот	1	2
692	они будут	1	2
693	к жизни	4	2
694	отклик на	1	2
695	и рассказ	1	2
696	не была	1	2
697	из людей	1	2
698	с двумя	1	2
699	этим и	1	2
700	вещей и	2	2
701	судить о	1	2
702	указывает что	1	2
703	и она	1	2
704	по одному	1	2
705	на волю	2	2
706	большинстве случаев	9	2
707	и занятия	1	2
708	между прочим	2	2
709	рядом с	9	2
710	из четырех	2	2
711	и жизнь	1	2
712	его жизни	1	2
713	представляется нам	1	2
714	же касается	1	2
715	нашей эры	5	2
716	человека а	1	2
717	а для	2	2
718	времени а	1	2
719	выступает в	2	2
720	в уста	1	2
721	это были	1	2
722	он дал	1	2
723	однако и	1	2
724	земле и	1	2
725	в лучшем	1	2
726	мы уже	25	2
727	игры слов	1	2
728	своего героя	4	2
729	яств и	1	2
730	три раза	2	2
731	ту же	3	2
732	совсем не	3	2
733	к новым	1	2
734	рассказывает как	1	2
735	на свой	1	2
736	на чем	1	2
737	на нем	1	2
738	если же	1	2
739	за ними	1	2
740	за плату	1	2
741	себе на	1	2
742	и та	1	2
743	чем больше	1	2
744	для человека	1	2
745	начинается с	2	2
746	где в	1	2
747	доходит до	1	2
748	этот вопрос	1	2
749	домашней утвари	1	2
750	того кто	1	2
751	под руку	1	2
752	к первому	1	2
753	с людьми	1	2
754	общего с	1	2
755	бы его	2	2
756	найти в	1	2
757	что только	1	2
758	теми же	1	2
759	за нее	1	2
760	бы ни	1	2
761	которые были	2	2
762	античного мира	1	2
763	вскоре после	1	2
764	с ее	3	2
765	из этой	1	2
766	доказывает что	1	2
767	при жизни	1	2
768	всех вещей	1	2
769	не будет	1	2
770	образом и	2	2
771	заботится о	1	2
772	с тремя	1	2
773	них в	1	2
774	в основном	2	2
775	но едва	1	2
776	должна быть	3	2
777	которых мы	2	2
778	в жизни	1	2
779	с такой	1	2
780	и при	1	2
781	есть для	1	2
782	это уже	3	2
783	на несколько	1	2
784	никак не	1	2
785	не обходится	1	2
786	них является	1	2
787	из города	1	2
788	из античных	1	2
789	его образ	1	2
790	со всеми	4	2
791	от их	2	2
792	однако что	1	2
793	с целью	1	2
794	предполагать что	2	2
795	этом смысле	1	2
796	и так	2	2
797	себя и	1	2
798	ли он	1	2
799	о котором	5	2
800	именно поэтому	1	2
801	пока он	2	2
802	несколько раз	1	2
803	к другому	1	2
804	перед нами	5	2
805	из области	1	2
806	бросается в	1	2
807	художественный образ	1	2
808	земли и	7	2
809	котором он	1	2
810	слова и	2	2
811	именно на	2	2
812	в которую	1	2
813	v веке	1	2
814	и наиболее	1	2
815	ближе всего	1	2
816	и до	14	2
817	в каком	1	2
818	еще один	2	2
819	связанных с	5	2
820	имеем в	2	2
821	таким путем	2	2
822	известной степени	1	2
823	между людьми	2	2
824	этого времени	1	2
825	ее не	1	2
826	от которой	1	2
827	сына и	1	2
828	не знаем	2	2
829	а уж	1	2
830	во втором	1	2
831	здесь не	2	2
832	в свой	1	2
833	для обозначения	1	2
834	небом и	1	2
835	только с	2	2
836	у них	3	2
837	но это	3	2
838	во времени	2	2
839	известных нам	1	2
840	в ту	3	2
841	своего соседа	1	2
842	именно к	1	2
843	в свое	2	2
844	и всякий	2	2
845	эти годы	1	2
846	всегда можно	1	2
847	от руки	1	2
848	представленная в	1	2
849	основе своей	1	2
850	это был	1	2
851	нас не	5	2
852	уверен что	1	2
853	этих слов	1	2
854	еще и	2	2
855	для него	7	2
856	образа жизни	1	2
857	того что	5	2
858	в литературе	5	2
859	о нем	3	2
860	ее в	1	2
861	где он	1	2
862	то мы	1	2
863	формы и	1	2
864	от всех	3	2
865	этого не	1	2
866	из рук	1	2
867	места в	2	2
868	и сыном	1	2
869	как она	2	2
870	все эти	24	2
871	главным источником	2	2
872	на фоне	1	2
873	что между	2	2
874	и со	2	2
875	хуже чем	1	2
876	что тот	1	2
877	особенно в	2	2
878	с какими	1	2
879	в форме	6	2
880	достаточно вспомнить	1	2
881	его к	3	2
882	без конца	1	2
883	что эти	1	2
884	сказать и	2	2
885	но его	1	2
886	городов и	1	2
887	друг за	2	2
888	и снова	2	2
889	которого и	1	2
890	первый план	2	2
891	же от	1	2
892	она должна	1	2
893	успехом у	1	2
894	что вы	1	2
895	это как	1	2
896	характера в	1	2
897	с половиной	1	2
898	на поле	1	2
899	мы узнаем	1	2
900	дело не	2	2
901	и может	2	2
902	имеет в	1	2
903	с уже	1	2
904	то ее	1	2
905	свою жизнь	2	2
906	же что	2	2
907	это была	4	2
908	у кого	3	2
909	с ней	1	2
910	тем самым	3	2
911	не дали	1	2
912	человека с	2	2
913	человека и	3	2
914	со своими	2	2
915	и просит	1	2
916	в античном	1	2
917	во времена	2	2
918	память о	1	2
919	здесь же	2	2
920	и новые	2	2
921	в новой	7	2
922	они так	3	2
923	сам а	1	2
924	которой мы	1	2
925	этому вопросу	2	2
926	в сложном	1	1
927	человек может	2	1
928	же для	1	1
929	был и	3	1
930	было показано	1	1
931	идти на	1	1
932	в александрии	1	1
933	его участников	1	1
934	которая была	2	1
935	морем и	1	1
936	в малейшей	1	1
937	и мира	2	1
938	образов в	4	1
939	законном браке	1	1
940	в момент	1	1
941	рассказ о	3	1
942	мне то	1	1
943	что был	1	1
944	авторов в	1	1
945	приводит в	1	1
946	по плану	1	1
947	в применении	1	1
948	царство и	1	1
949	эта идея	1	1
950	они уже	1	1
951	в разных	2	1
952	был сборник	1	1
953	кроме того	6	1
954	к защите	1	1
955	в некоторых	1	1
956	границу между	2	1
957	с более	2	1
958	что человек	1	1
959	вообще одна	1	1
960	большое количество	2	1
961	с жизнью	1	1
962	и постоянных	1	1
963	как единственного	1	1
964	в различных	2	1
965	ли ему	2	1
966	из ее	1	1
967	своего сына	1	1
968	над ними	1	1
969	и действиях	1	1
970	иначе чем	1	1
971	на смену	1	1
972	им от	1	1
973	является время	1	1
974	нет никакой	2	1
975	целом так	1	1
976	до одного	1	1
977	на судебное	1	1
978	и всяким	1	1
979	от одного	1	1
980	только когда	1	1
981	или от	1	1
982	и ничем	1	1
983	на такой	1	1
984	мысль о	1	1
985	года в	1	1
986	весь этот	2	1
987	что весь	1	1
988	часто эти	1	1
989	герои и	1	1
990	было очень	1	1
991	другом без	1	1
992	народа это	1	1
993	из лучших	1	1
994	в числе	1	1
995	места и	1	1
996	стороны в	1	1
997	я могу	1	1
998	решается судьба	1	1
999	в последнем	1	1
1000	же точно	2	1
1001	есть тот	1	1
1002	а именно	2	1
1003	о судьбе	1	1
1004	образы эти	2	1
1005	в одно	1	1
1006	монолог в	1	1
1007	на эту	1	1
1008	смотреть в	1	1
1009	был первым	1	1
1010	их за	1	1
1011	кого не	1	1
1012	лица в	1	1
1013	большей или	3	1
1014	образы в	1	1
1015	по своим	2	1
1016	к земле	1	1
1017	можешь найти	1	1
1018	самого слова	1	1
1019	три с	1	1
1020	игра может	1	1
1021	и стал	2	1
1022	так например	2	1
1023	мира сего	1	1
1024	примеров этого	1	1
1025	и нет	2	1
1026	эпизод с	12	1
1027	нищим и	1	1
1028	представляла собой	1	1
1029	где и	1	1
1030	он искал	1	1
1031	действительности в	1	1
1032	я вижу	1	1
1033	война с	1	1
1034	влияние оказали	1	1
1035	и отчасти	1	1
1036	на этой	4	1
1037	в данном	3	1
1038	и такие	1	1
1039	не говорит	1	1
1040	вместе они	1	1
1041	на голове	1	1
1042	себе все	3	1
1043	применении к	1	1
1044	ii веке	1	1
1045	он только	2	1
1046	два момента	1	1
1047	своей природе	1	1
1048	мы увидим	4	1
1049	в новом	1	1
1050	даже и	1	1
1051	вот теперь	1	1
1052	говорить не	1	1
1053	до него	2	1
1054	был тот	1	1
1055	но даже	1	1
1056	но этот	4	1
1057	формы его	1	1
1058	отрыве от	2	1
1059	и другой	1	1
1060	героя в	2	1
1061	положительных или	1	1
1062	для нее	1	1
1063	он дает	5	1
1064	положений и	1	1
1065	он считает	1	1
1066	источник этой	1	1
1067	увидим что	1	1
1068	которым в	1	1
1069	о них	1	1
1070	ну а	1	1
1071	правда и	2	1
1072	забудем что	1	1
1073	предисловии к	1	1
1074	приходит на	1	1
1075	говорит что	2	1
1076	чем его	1	1
1077	определяется его	1	1
1078	i или	1	1
1079	значительной степени	3	1
1080	и другую	1	1
1081	могла не	2	1
1082	не что	1	1
1083	рассуждение о	1	1
1084	отметить что	2	1
1085	без труда	2	1
1086	чтобы показать	1	1
1087	жизни он	1	1
1088	было сказано	1	1
1089	и себя	1	1
1090	ты должен	1	1
1091	у своего	1	1
1092	некоторое время	1	1
1093	слов о	1	1
1094	в описании	3	1
1095	бога и	1	1
1096	казалось что	1	1
1097	настоящее время	1	1
1098	же так	1	1
1099	с именем	1	1
1100	и какой-то	1	1
1101	говорит с	1	1
1102	заметить что	1	1
1103	я потерял	1	1
1104	вино и	2	1
1105	сын и	2	1
1106	ее как	2	1
1107	в контексте	1	1
1108	следующим образом	1	1
1109	захватывает и	3	1
1110	на которого	1	1
1111	изобилия и	2	1
1112	глубины и	1	1
1113	те и	2	1
1114	и отдельные	1	1
1115	не устраивает	1	1
1116	к целому	1	1
1117	у лукиана	4	1
1118	этот момент	2	1
1119	этой роли	2	1
1120	узнает что	1	1
1121	для продажи	1	1
1122	на котором	1	1
1123	связанное с	2	1
1124	в системе	2	1
1125	не просто	3	1
1126	его образа	1	1
1127	есть также	1	1
1128	прошлого к	1	1
1129	никакому сомнению	2	1
1130	до нашей	1	1
1131	с лишним	3	1
1132	еще во	2	1
1133	его персонажей	1	1
1134	несколько слов	3	1
1135	на осла	2	1
1136	оснований предполагать	1	1
1137	там не	1	1
1138	на глазах	2	1
1139	действует в	1	1
1140	еще одну	1	1
1141	какое влияние	1	1
1142	он умер	1	1
1143	содержится в	2	1
1144	сейчас в	1	1
1145	знает никто	1	1
1146	что иное	1	1
1147	на узкой	1	1
1148	с молодыми	1	1
1149	вокруг этого	1	1
1150	от счастья	1	1
1151	смех и	1	1
1152	отдельные его	1	1
1153	и одну	1	1
1154	и больше	1	1
1155	свойственно и	1	1
1156	и заставляет	3	1
1157	на том	2	1
1158	вполне понятно	2	1
1159	он к	1	1
1160	пира в	1	1
1161	внимание на	2	1
1162	время в	3	1
1163	быть в	1	1
1164	начала и	4	1
1165	это я	1	1
1166	его себе	1	1
1167	сущности и	1	1
1168	всем и	2	1
1169	и указывает	1	1
1170	еды и	1	1
1171	которого он	1	1
1172	только во	2	1
1173	в названных	1	1
1174	из названных	1	1
1175	виде того	1	1
1176	не больше	1	1
1177	в страну	3	1
1178	ярко выраженный	1	1
1179	видит в	1	1
1180	мировоззрения и	1	1
1181	говорит он	1	1
1182	первая часть	1	1
1183	во всей	2	1
1184	затем по	1	1
1185	на конях	1	1
1186	и некоторые	1	1
1187	связывается с	1	1
1188	именно здесь	2	1
1189	всех его	3	1
1190	что под	1	1
1191	всем что	1	1
1192	женщины на	1	1
1193	его помощью	1	1
1194	ведут в	1	1
1195	так много	4	1
1196	происходит и	1	1
1197	отношениях между	1	1
1198	эти три	1	1
1199	том и	2	1
1200	с изображением	1	1
1201	центром вокруг	1	1
1202	человеке и	1	1
1203	во главе	1	1
1204	следовательно и	2	1
1205	заимствованные из	1	1
1206	и оказывается	2	1
1207	заодно и	1	1
1208	века были	1	1
1209	вот на	1	1
1210	возможности для	1	1
1211	нас от	1	1
1212	если ему	1	1
1213	а только	2	1
1214	из одного	4	1
1215	пародии на	1	1
1216	был назван	1	1
1217	ли что	1	1
1218	и дал	1	1
1219	он сам	4	1
1220	было устроено	1	1
1221	проявляется и	1	1
1222	из другого	1	1
1223	той или	1	1
1224	люди и	1	1
1225	имеет ничего	1	1
1226	понятий и	1	1
1227	вошли в	1	1
1228	об античной	1	1
1229	остановимся здесь	1	1
1230	на которую	1	1
1231	всей их	1	1
1232	он выглядит	1	1
1233	о себе	1	1
1234	присуще и	1	1
1235	о происхождении	2	1
1236	для его	2	1
1237	лица и	3	1
1238	следующем году	1	1
1239	начало в	1	1
1240	домашнего очага	1	1
1241	о прошлом	1	1
1242	и фигура	1	1
1243	мысль и	1	1
1244	героя и	1	1
1245	не дошло	2	1
1246	сына в	1	1
1247	картины мира	5	1
1248	два с	1	1
1249	выдержаны в	2	1
1250	которые и	1	1
1251	двери в	1	1
1252	в область	3	1
1253	и судьба	2	1
1254	и весьма	2	1
1255	явления в	1	1
1256	интересующих нас	1	1
1257	и различных	1	1
1258	здесь на	3	1
1259	одним словом	1	1
1260	устроено пиршество	1	1
1261	не были	5	1
1262	и силами	1	1
1263	них носили	1	1
1264	домашним очагом	1	1
1265	имеет для	1	1
1266	в огонь	1	1
1267	где все	4	1
1268	к рассказу	1	1
1269	над ним	1	1
1270	говорили что	4	1
1271	из общего	1	1
1272	как один	2	1
1273	самому существу	1	1
1274	мы здесь	3	1
1275	его так	2	1
1276	значение и	1	1
1277	несколько лет	1	1
1278	и ребенка	1	1
1279	нем и	1	1
1280	и фантастические	1	1
1281	вещей не	1	1
1282	или меньшей	2	1
1283	от человека	1	1
1284	писал в	1	1
1285	для той	1	1
1286	чем она	1	1
1287	так называемый	3	1
1288	знаем что	1	1
1289	но чем	1	1
1290	культуры и	1	1
1291	он то	1	1
1292	что во	1	1
1293	оба они	1	1
1294	совершенно особый	1	1
1295	его как	3	1
1296	и др	12	1
1297	условия для	1	1
1298	едой и	1	1
1299	для изображения	1	1
1300	и вызывали	1	1
1301	появиться на	1	1
1302	венки а	1	1
1303	установления истины	1	1
1304	мы будем	1	1
1305	этих словах	2	1
1306	века он	1	1
1307	на весь	3	1
1308	сущности к	1	1
1309	до наших	2	1
1310	ибо в	1	1
1311	время он	1	1
1312	у плутарха	1	1
1313	том почему	1	1
1314	умер от	2	1
1315	там где	1	1
1316	шесть раз	1	1
1317	поздней античности	1	1
1318	в самих	1	1
1319	ею в	1	1
1320	в него	4	1
1321	уходит в	1	1
1322	случаев не	1	1
