N	3gram	Propp_Isto	Komedia
132	к заключению что	1	1
133	в стороне в	1	1
134	по своей социальной	1	1
135	того или иного	1	1
136	до конца и	1	1
137	только тем что	1	1
138	друг на друга	1	1
139	что речь идет	1	1
140	что он был	1	1
141	может быть только	1	1
142	тот сказал что	1	1
143	сам по себе	1	1
144	этом можно судить	1	1
145	в которой мы	1	1
146	но он не	1	1
147	другой пример у	1	1
148	в том случае	1	1
149	и в конце	1	1
150	из них в	1	1
151	он нисколько не	1	1
152	мы можем сказать	1	1
153	смысле этого слова	1	1
154	даже в тех	1	1
155	вместо того чтобы	2	1
156	большей или меньшей	2	1
157	никто об этом	1	1
158	за это время	1	1
159	само по себе	2	1
160	из своей среды	1	1
161	и прежде всего	1	1
162	впал в безумие	1	1
163	можно говорить о	1	1
164	по себе не	1	1
165	так и более	1	1
166	прямой путь к	1	1
167	отсюда видно что	1	1
168	мы уже знаем	3	1
169	он отправляется в	1	1
170	об этом не	1	1
171	и в пределах	1	1
172	все еще остается	1	1
173	в других случаях	2	1
174	о том чем	1	1
175	и не хочет	1	1
176	а с наступлением	1	1
177	том что они	3	1
178	по этому поводу	2	1
179	с тем как	1	1
180	в стороне от	1	1
181	оно все же	1	1
182	только в связи	1	1
183	в одном случае	1	1
184	и подобных ей	1	1
185	вместе с детьми	1	1
186	в третий раз	2	1
187	в значительной степени	1	1
188	однако о том	1	1
189	здесь нет необходимости	2	1
190	и в этом	1	1
191	мы имеем дело	1	1
192	и здесь не	1	1
193	мотивов которые он	1	1
194	должен был быть	1	1
195	при этом они	1	1
196	самом деле мы	1	1
197	между ними происходит	1	1
198	т д все	3	1
199	что происходит с	1	1
200	сводится к тому	1	1
201	происходит и в	1	1
202	по существу своему	1	1
203	будут развиваться события	1	1
204	к нему в	1	1
205	должен был бы	1	1
206	сих пор были	1	1
207	и почему он	1	1
208	в том чтобы	1	1
209	только после того	1	1
210	в ней и	1	1
211	с того что	3	1
212	делает вид что	1	1
213	потому что он	2	1
214	это не так	1	1
215	его в том	1	1
216	ясно что это	1	1
217	здесь мы не	1	1
218	знаем их в	1	1
219	мы увидим что	8	1
220	же самое что	2	1
221	то что в	2	1
222	но уже в	1	1
223	в некоторых случаях	2	1
224	как один из	2	1
225	и обнаруживает что	1	1
226	и более поздние	1	1
227	и в каком	1	1
228	но не всегда	2	1
229	образом и здесь	1	1
230	ответ на это	1	1
231	точку зрения что	1	1
232	в подземное царство	1	1
233	не вяжется с	1	1
234	от начала до	1	1
235	к числу таких	1	1
236	на этот вопрос	2	1
237	и не должен	1	1
238	так как будто	1	1
239	и для нас	2	1
240	ни один из	1	1
241	и здесь мы	1	1
242	и здесь нет	2	1
243	со всех сторон	4	1
244	и один из	1	1
245	то ясно что	2	1
246	так как его	1	1
247	начинается с того	2	1
248	еще один вопрос	1	1
249	в противном случае	1	1
250	во всех случаях	2	1
251	другой стороны в	1	1
252	своих детей и	1	1
253	то мы не	2	1
254	не что иное	3	1
255	что мы имеем	3	1
256	об этом можно	2	1
257	и ничего не	1	1
258	мы будем называть	2	1
259	что и здесь	1	1
260	у своего отца	1	1
261	и между ними	1	1
262	только в начале	1	1
263	так мы получаем	1	1
264	хотя бы в	1	1
265	же как и	1	1
266	главным образом в	1	1
267	не менее и	1	1
268	могло бы привести	1	1
269	высказывает ему свое	1	1
270	что иное как	3	1
271	со стороны его	1	1
272	в нем и	1	1
273	он действует в	1	1
274	литературу и в	1	1
275	вопрос о том	2	1
276	и не только	1	1
277	что он отправляется	1	1
278	из тех случаев	1	1
279	в виду что	1	1
280	главным источником для	1	1
281	мы не можем	3	1
282	он умер и	3	1
283	потому что они	1	1
284	если бы не	1	1
