N	2gram	Tiupa_Anal	Tragedij
107	его в	2	2
108	не в	17	2
109	в первом	3	2
110	но все	1	2
111	было в	1	2
112	еще в	4	2
113	в таком	5	2
114	как говорит	3	2
115	одном из	1	2
116	вопрос о	2	2
117	имеет в	1	2
118	но особенно	1	2
119	теперь и	1	2
120	уже не	6	2
121	к тому	12	2
122	о том	11	2
123	перед нами	1	2
124	не был	2	2
125	не имеет	1	2
126	на всем	1	2
127	что же?	1	2
128	в данном	6	2
129	только к	1	2
130	что этот	1	2
131	отличие от	8	2
132	она должна	1	2
133	раз и	2	2
134	он был	3	2
135	то и	2	2
136	потому что	3	2
137	я к	1	2
138	личности и	3	2
139	так что	3	2
140	времени в	4	2
141	в рассказе	2	2
142	он не	4	2
143	по поводу	4	2
144	в частности	32	2
145	в одном	3	2
146	и до	3	2
147	в отличие	8	2
148	его за	1	2
149	отношение к	2	2
150	в ходе	5	2
151	о его	5	2
152	в глазах	1	2
153	он вообще	1	2
154	столь же	7	2
155	что она	1	2
156	который в	3	2
157	одна из	1	2
158	что говорит	1	2
159	с его	3	2
160	а как	4	2
161	тут же	2	2
162	не мог	3	2
163	тем что	2	2
164	не просто	2	2
165	не случайно	11	2
166	и ее	1	2
167	никогда не	4	2
168	ничего не	10	2
169	жизнью и	2	2
170	друг друга	1	2
171	в той	8	1
172	в особенности	1	1
173	сердца в	1	1
174	во всем	1	1
175	то в	2	1
176	от нее	1	1
177	от него	2	1
178	этом случае	4	1
179	утверждать что	1	1
180	могут быть	12	1
181	только не	6	1
182	в последующих	1	1
183	взгляд на	2	1
184	мы видим	1	1
185	в центре	3	1
186	в прошлое	1	1
187	что оно	1	1
188	быть по	1	1
189	по природе	4	1
190	и мира	1	1
191	мы встречаем	1	1
192	жизни столь	1	1
193	таким образом	5	1
194	мог быть	1	1
195	не понимал	1	1
196	этого персонажа	2	1
197	только что	1	1
198	на вопрос	5	1
199	как лицо	1	1
200	свидетельствует о	4	1
201	вступил в	2	1
202	к этой	1	1
203	если он	1	1
204	встречи со	1	1
205	с одной	7	1
206	столкновение с	1	1
207	его с	1	1
208	что даже	2	1
209	должна быть	1	1
210	к себе	1	1
211	с этой	2	1
212	и при	1	1
213	другие и	1	1
214	ко всему	1	1
215	и должно	1	1
216	дело с	5	1
217	в применении	1	1
218	и далее	1	1
219	другой мир	1	1
220	нагнетает напряжение	1	1
221	к числу	1	1
222	но от	1	1
223	содержит в	3	1
224	так ли	1	1
225	к истории	1	1
226	позиция в	1	1
227	романа в	4	1
228	и ждет	1	1
229	эффект как	1	1
230	с этими	1	1
231	того что	5	1
232	сам по	1	1
233	тем не	3	1
234	по слову	1	1
235	не вызывает	1	1
236	о нем	4	1
237	сам автор	1	1
238	не как	2	1
239	а затем	3	1
240	для нас	1	1
241	где он	1	1
242	по-видимому не	1	1
243	одному из	2	1
244	части романа	1	1
245	не способен	1	1
246	одно из	2	1
247	как он	4	1
248	дается в	1	1
249	же не	3	1
250	х годов	2	1
251	в результате	3	1
252	в обиход	1	1
253	в виду	2	1
254	иными словами	1	1
255	смысле этого	1	1
256	быть может	2	1
257	совершает в	1	1
258	с собой	1	1
259	только в	8	1
260	не столько	5	1
261	по себе	6	1
262	третий раз	1	1
263	есть высшая	1	1
264	в самой	1	1
265	вопрос об	3	1
266	борьбу с	2	1
267	не было	1	1
268	ко всем	2	1
269	глаза а	1	1
270	в борьбе	2	1
271	мне казалось	1	1
272	но он	1	1
273	здесь мы	1	1
274	значение только	1	1
275	свободы воли	1	1
276	до этого	1	1
277	вопросу об	1	1
278	этого не	1	1
279	и отношения	1	1
280	а также	8	1
281	выглядит в	2	1
282	на улицу	1	1
283	только сам	1	1
284	она молча	1	1
285	заключается в	2	1
286	черные волосы	2	1
287	одним из	3	1
288	мысль о	2	1
289	и демонстративное	1	1
290	на себя	5	1
291	что не	3	1
292	как его	1	1
293	развития в	1	1
294	эпизоде гибели	1	1
295	не есть	8	1
296	этой позицией	1	1
297	именно в	6	1
298	всем протяжении	1	1
299	обратно в	1	1
300	ведет к	3	1
301	в третий	1	1
302	быть понят	1	1
303	ужас и	1	1
304	обоих случаях	2	1
305	указывает на	1	1
306	вообще не	2	1
307	я и	8	1
308	событий с	1	1
309	тому что	2	1
310	из тех	1	1
311	в связи	2	1
312	с жизнью	1	1
313	является по	2	1
314	лишь на	1	1
315	сюжета но	1	1
316	этой борьбе	1	1
317	встречается в	1	1
318	с ними	2	1
319	виде в	1	1
320	есть в	4	1
321	в своей	7	1
322	вместе с	6	1
323	что ж	1	1
324	и вместе	1	1
325	на этом	4	1
326	при таком	2	1
327	жизни в	1	1
328	контрастирует с	1	1
329	роль в	3	1
330	не менее	5	1
331	и т	3	1
332	это происходит	1	1
333	перед собой	2	1
334	так сказать	1	1
335	второй части	1	1
336	на все	2	1
337	в xx	1	1
338	бы не	3	1
339	в такой	2	1
340	полноте и	1	1
341	со своей	2	1
342	и жизнь	1	1
343	и холодного	1	1
344	между собой	2	1
345	к личности	1	1
346	именно эта	1	1
347	в двух	4	1
348	это было	1	1
349	играть в	1	1
350	в чем	2	1
351	но мы	2	1
352	и стал	2	1
353	смысл этого	1	1
354	тогда как	30	1
355	могло бы	1	1
356	творца и	1	1
357	именно таков	1	1
358	бы в	3	1
359	в них	1	1
360	во всех	5	1
361	оставаться за	1	1
362	говорится о	1	1
363	во всяком	1	1
364	и потому	2	1
365	и дело	1	1
366	я его	2	1
367	о себе	2	1
368	совершенно не	2	1
369	но как	1	1
370	более чем	4	1
371	он же	1	1
372	не является	3	1
373	в противовес	3	1
374	своих прежних	1	1
375	начинается словами	1	1
376	это как	2	1
377	в диалог	2	1
378	развернута в	1	1
379	в котором	5	1
380	же я	1	1
381	которой сам	1	1
382	виду не	1	1
383	ему в	3	1
384	не сводится	2	1
385	творческий процесс	1	1
386	как нечто	1	1
387	это мне	1	1
388	это понятие	1	1
389	восходит к	2	1
390	применении к	1	1
391	которой он	1	1
392	связи с	2	1
393	ответом на	1	1
394	для сюжета	1	1
395	от природы	1	1
396	в становлении	1	1
397	хотя бы	4	1
398	о счастье	1	1
399	эти слова	1	1
400	чтобы он	1	1
401	этом мы	1	1
402	того чтобы	3	1
403	и если	2	1
404	одну из	2	1
405	но не	13	1
406	в другом	4	1
407	природе своей	3	1
408	дистанции между	1	1
409	между тем	7	1
410	представляет собой	23	1
411	быть не	3	1
412	в ней	1	1
413	его речь	1	1
414	миф о	1	1
415	мы узнаем	2	1
416	характерны для	1	1
417	самом деле	3	1
418	самого автора	1	1
419	уже было	1	1
420	из себя	1	1
421	этой связи	2	1
422	это по	1	1
423	своеволия в	1	1
424	в которой	3	1
425	лишь в	12	1
426	только один	1	1
427	об отношении	1	1
428	а не	25	1
429	но затем	1	1
430	только на	3	1
431	и их	2	1
432	его речи	1	1
433	связь между	1	1
434	это была	2	1
435	можно было	1	1
436	за пределы	6	1
437	а между	1	1
438	себя на	1	1
439	даже не	2	1
440	это сюжетное	1	1
441	не вполне	2	1
442	что ее	1	1
443	по своей	6	1
444	вступления в	1	1
445	которую я	1	1
446	человека с	1	1
447	стало быть	2	1
448	стал смотреть	2	1
449	словами следует	1	1
450	в обоих	3	1
451	над ним	1	1
452	человека и	1	1
453	не я	1	1
454	литературы и	1	1
455	на смерть	1	1
456	в карты	2	1
457	волосы и	1	1
458	и т.д	4	1
459	полагал что	1	1
460	в какой-то	1	1
461	с другим	5	1
462	знает и	1	1
463	известной степени	1	1
464	я в	5	1
465	за этим	1	1
466	к ним	1	1
467	в эпизоде	5	1
468	т п	3	1
469	может ли	2	1
470	сердце мое	1	1
471	он в	5	1
472	что ты	1	1
473	как мы	3	1
474	такая трактовка	1	1
475	со своими	1	1
476	самой своей	1	1
477	и особенно	4	1
478	на две	1	1
479	и о	3	1
480	интересу к	1	1
481	я вам	1	1
482	речи в	3	1
483	его как	3	1
484	на уровне	10	1
485	и служит	1	1
486	той же	4	1
487	люди но	1	1
488	и др	1	1
489	ответа на	1	1
490	искусства но	1	1
491	еще ничего	1	1
492	романа как	1	1
493	быть в	1	1
494	из первых	1	1
495	не значит	1	1
496	xx веке	1	1
497	облекается в	1	1
498	на улице	1	1
499	слова в	1	1
500	слова он	1	1
501	и от	1	1
502	и есть	3	1
503	же слова	1	1
504	входят в	1	1
505	он показывает	1	1
506	все время	1	1
507	в общем	1	1
508	на этот	2	1
509	никому не	1	1
510	xx века	1	1
511	из трех	2	1
512	перед смертью	1	1
513	но я	1	1
514	этого слова	10	1
515	например в	1	1
516	его сюжетной	1	1
517	к женщине	1	1
518	что именно	2	1
519	последняя фраза	1	1
520	но если	1	1
521	время он	1	1
522	как система	6	1
523	в литературе	4	1
524	в области	4	1
525	и по	2	1
526	и эта	1	1
527	нуждается в	9	1
528	для достижения	1	1
529	это в	1	1
530	является ли	1	1
531	всяком случае	1	1
532	на котором	3	1
533	эту сцену	1	1
534	теперь уже	1	1
535	для чего	2	1
536	событий и	2	1
537	один по	1	1
538	к ее	1	1
539	сюжетные линии	1	1
540	опирающаяся на	1	1
541	пристально и	1	1
542	носит в	1	1
543	он с	1	1
544	сюжета является	1	1
545	и наконец	2	1
546	что на	3	1
547	вплоть до	2	1
548	говорит не	1	1
549	не к	3	1
550	людей в	1	1
551	обратиться к	4	1
552	намек на	1	1
553	личности героя	1	1
