N	2gram	Vinokur_Ku	Istorich
275	только после	1	12
276	интересно что	2	11
277	к которому	3	11
278	точки зрения	25	11
279	ясно что	7	11
280	я не	5	11
281	от этого	4	11
282	должны быть	4	11
283	главным образом	3	11
284	стоит на	1	11
285	связанные с	3	11
286	иное как	3	11
287	в очень	1	11
288	только с	1	11
289	уже в	5	11
290	же в	5	11
291	по мере	3	11
292	имеется в	1	11
293	но уже	6	11
294	не что	2	11
295	тех случаях	2	11
296	хотя и	7	11
297	должно было	1	11
298	относится к	3	11
299	но оно	2	11
300	дает нам	1	11
301	и вот	4	11
302	и более	3	11
303	этого не	5	11
304	такой же	1	11
305	е в	3	11
306	далеко не	2	11
307	и к	1	10
308	не как	2	10
309	к ним	2	10
310	от них	1	10
311	но так	2	10
312	указать что	1	10
313	не было	6	10
314	в которой	7	10
315	за собой	2	10
316	а с	3	10
317	почти всегда	3	10
318	его к	5	10
319	на основе	2	10
320	вслед за	1	10
321	еще один	3	10
322	связанных с	2	10
323	что же	11	10
324	таких случаев	1	10
325	но если	2	10
326	он и	1	10
327	однако это	1	10
328	и других	1	10
329	о чем	2	10
330	говорит о	1	10
331	то не	2	10
332	их не	1	10
333	в это	3	10
334	на этой	4	10
335	не должен	1	10
336	в различных	1	10
337	приходит к	1	10
338	как правило	2	10
339	не мог	2	10
340	себя в	1	10
341	в состоянии	2	10
342	в ее	2	10
343	но как	2	10
344	известно что	1	10
345	ни в	3	10
346	если не	4	10
347	можно установить	1	10
348	а если	5	10
349	в точности	2	10
350	только одна	1	10
351	не знаем	1	10
352	он может	1	10
353	а на	3	10
354	указывает на	2	10
355	есть только	1	10
356	что эти	4	10
357	что эта	1	10
358	более или	3	9
359	и вместе	1	9
360	на первый	1	9
361	не представляет	1	9
362	но эти	1	9
363	только на	1	9
364	себе в	3	9
365	том чтобы	9	9
366	но для	4	9
367	в чем	2	9
368	сюда же	3	9
369	не будет	1	9
370	также не	1	9
371	социальной жизни	3	9
372	тогда когда	7	9
373	и так	1	9
374	зависимости от	9	9
375	это и	6	9
376	в свою	4	9
377	целый ряд	8	9
378	на этот	4	9
379	тот же	7	9
380	он должен	2	9
381	зависит от	1	9
382	а по	1	9
383	в индии	1	9
384	в первую	5	9
385	вот почему	1	9
386	когда она	1	9
387	представлением о	1	9
388	следующим образом	1	9
389	за него	1	9
390	что за	3	9
391	не могут	5	9
392	в себя	2	9
393	или же	3	9
394	а как	1	9
395	если это	1	9
396	не видно	1	9
397	здесь нет	1	9
398	в истории	3	9
399	с его	4	9
400	из него	1	9
401	же не	1	9
402	так часто	1	9
403	или менее	3	9
404	это так	2	9
405	но здесь	2	9
406	таких случаях	3	9
407	стоит в	5	9
408	приводит к	3	9
409	говорилось выше	1	9
410	что на	2	9
411	жизни и	1	9
412	только что	2	8
413	это значит	1	8
414	и сам	1	8
415	в некотором	1	8
416	именно в	7	8
417	во всяком	8	8
418	он был	1	8
419	это делается	1	8
420	из своего	1	8
421	конечно не	3	8
422	еще одну	1	8
423	мере того	3	8
424	большинстве случаев	3	8
425	приводят к	1	8
426	мы будем	1	8
427	доказывает что	2	8
428	не так	2	8
429	та же	1	8
430	на нем	1	8
431	также что	2	8
432	из его	1	8
433	только тогда	4	8
434	именно на	1	8
435	видели выше	1	8
436	у них	1	8
437	независимо от	1	8
438	смысле этого	5	8
439	ту же	6	8
440	или даже	2	8
441	что им	1	8
442	и потому	6	8
443	значит что	1	8
444	не с	4	8
445	оказывается что	1	8
446	тем самым	5	8
447	могло быть	1	8
448	частный случай	1	8
449	которые в	2	8
450	для этого	6	8
451	можно наблюдать	1	8
452	одно из	3	8
453	роль в	6	8
454	можно сказать	6	8
455	в зависимости	7	8
456	она и	1	8
457	что его	2	8
458	с представлением	1	8
459	в целях	2	8
460	не дает	1	8
461	в современной	3	8
462	это положение	2	8
463	можно проследить	1	8
464	на своем	1	8
465	большей частью	1	8
466	кажется что	1	8
467	что такое	8	8
468	здесь в	1	8
469	но с	2	8
470	вообще не	2	8
471	не имеют	3	8
472	должен быть	8	8
473	он говорит	1	8
474	в жизни	1	8
475	от того	5	8
476	на это	3	8
477	иногда даже	1	8
478	же относится	2	7
479	не столько	2	7
480	только через	1	7
481	и когда	2	7
482	уже и	3	7
483	а сам	1	7
484	русской сказки	1	7
485	и некоторые	1	7
486	будто бы	3	7
487	тому что	3	7
488	не есть	4	7
489	о которых	2	7
490	под влиянием	3	7
491	случаев в	1	7
492	между тем	11	7
493	если в	2	7
494	и при	3	7
495	большую роль	2	7
496	вспомним что	1	7
497	самом деле	17	7
498	обращается к	1	7
499	превращаются в	1	7
500	к которым	1	7
501	нет в	2	7
502	состоит в	4	7
503	что оно	6	7
504	где он	1	7
505	на самом	3	7
506	образом в	3	7
507	на них	1	7
508	здесь совершенно	2	7
509	в начале	1	7
510	в области	15	7
511	случае мы	1	7
512	те же	1	7
513	поставить вопрос	2	7
514	всякого рода	2	7
515	в каких	2	7
516	во многих	3	7
517	связь между	1	7
518	как на	4	7
519	в европе	2	7
520	указать на	5	7
521	это мы	1	7
522	в конце	5	7
523	также в	1	7
524	себе и	3	7
525	а только	10	7
526	ли это	4	7
527	того же	6	7
528	когда мы	3	7
529	однако в	2	7
530	не то	1	7
531	можно только	1	7
532	был бы	4	7
533	однако что	1	7
534	совершенно не	4	7
535	то он	1	7
536	тех же	2	7
537	того чтобы	25	7
538	если мы	5	7
539	что я	4	7
540	этого слова	8	7
541	всяком случае	8	7
542	для него	2	7
543	как у	2	7
544	а то	2	7
545	как она	1	7
546	по его	1	7
547	в какой	7	7
548	составные части	1	7
549	только у	1	7
550	думать что	1	7
551	в большинстве	3	7
552	и часто	1	7
553	одного из	1	7
554	и о	3	7
555	есть не	2	7
556	же и	4	6
557	его от	1	6
558	между ними	2	6
559	но что	3	6
560	не потому	6	6
561	на эту	2	6
562	дело с	2	6
563	можно ли	6	6
564	именно так	2	6
565	той же	5	6
566	все его	1	6
567	как можно	2	6
568	с одним	1	6
569	как говорит	1	6
570	что как	1	6
571	он стал	1	6
572	не могла	1	6
573	только о	3	6
574	его как	1	6
575	на место	1	6
576	еще одно	3	6
577	меня и	3	6
578	уже на	3	6
579	к сожалению	2	6
580	каким-то образом	1	6
581	нет ничего	1	6
582	сам он	1	6
583	где нет	2	6
584	в роли	1	6
585	а через	1	6
586	от которого	1	6
587	в русском	14	6
588	это еще	1	6
589	этого вопроса	3	6
590	это конечно	2	6
591	отличие от	3	6
592	также и	7	6
593	же что	1	6
594	но дело	2	6
595	не случайно	7	6
596	для того	23	6
597	сводится к	3	6
598	быть поставлен	1	6
599	но тем	1	6
600	он является	1	6
601	такие случаи	2	6
602	он иногда	2	6
603	говорит что	1	6
604	что ее	1	6
605	до того	2	6
606	народов не	1	6
607	от себя	3	6
608	и становится	3	6
609	с большим	4	6
610	отец и	1	6
611	не соответствует	1	6
612	можно привести	1	6
613	здесь уже	1	6
614	к жизни	2	6
615	что все	6	6
616	тому же	2	6
617	к чему	1	6
618	себе не	1	6
619	даже не	1	6
620	превратилась в	1	6
621	быть и	1	6
622	были бы	2	6
623	они и	1	6
624	отношения к	2	6
625	д все	1	6
626	борьбы с	2	6
627	не на	4	6
628	этой точки	4	6
629	и тогда	4	6
630	в середине	1	6
631	заметить что	1	6
632	мог бы	1	6
633	не знают	2	6
634	ничем не	1	6
635	с той	2	6
636	говорят о	1	6
637	на той	1	6
638	обстоит дело	1	6
639	на ту	3	6
640	и уже	2	6
641	не хочет	2	5
642	в виду	7	5
643	в своих	2	5
644	спросить себя	1	5
645	лет в	1	5
646	мы и	1	5
647	бы в	8	5
648	во все	2	5
649	только как	3	5
650	к своей	1	5
651	и мы	2	5
652	здесь интересно	1	5
653	или не	1	5
654	нами в	1	5
655	в сторону	2	5
656	несколько случаев	1	5
657	эти слова	1	5
658	или иное	2	5
659	могла бы	2	5
660	это же	1	5
661	по другим	1	5
662	них не	1	5
663	до наших	1	5
664	для чего	1	5
665	с неба	1	5
666	из таких	1	5
667	для них	2	5
668	оттого что	1	5
669	оно не	5	5
670	о природе	1	5
671	это время	1	5
672	да и	5	5
673	о котором	4	5
674	в каком	6	5
675	это только	5	5
676	что если	4	5
677	в которую	1	5
678	в совершенно	2	5
679	в отличие	3	5
680	она может	1	5
681	примеров можно	1	5
682	его пути	1	5
683	и раньше	1	5
684	д и	3	5
685	подобного рода	4	5
686	в свое	4	5
687	основана на	1	5
688	далее мы	1	5
689	по своему	1	5
690	на все	3	5
691	однако не	9	5
692	в самых	1	5
693	и может	3	5
694	или другого	1	5
695	это можно	1	5
696	видели в	1	5
697	а когда	1	5
698	которые не	1	5
699	еще более	1	5
700	не годится	1	5
701	в одно	2	5
702	только для	3	5
703	со своей	1	5
704	к другой	1	5
705	но даже	3	5
706	самый факт	2	5
707	всего что	2	5
708	связи со	1	5
709	в связь	1	5
710	мы в	3	5
711	не видел	1	5
712	такого рода	1	5
713	несмотря на	6	5
714	его но	1	5
715	xix века	5	5
716	и один	1	5
717	что между	2	5
718	что от	1	5
719	говорит он	1	5
720	в таком	3	5
721	на тот	1	5
722	он также	1	5
723	друг другу	1	5
724	бы быть	1	5
725	если они	1	5
726	как таковой	2	5
727	переходит в	2	5
728	лежит в	1	5
729	это уже	1	5
730	никак не	5	5
731	в область	2	5
732	за что	1	5
733	показать что	2	5
734	в нашей	4	5
735	как о	2	5
736	дальше и	1	5
737	не могло	1	5
738	мы получим	1	5
739	знает что	1	5
740	без всякого	2	5
741	соответствии с	5	5
742	ее не	1	5
743	отличается от	2	5
744	или иначе	4	5
745	наших дней	1	5
746	что представление	1	5
747	чтобы быть	2	5
748	это было	2	5
749	может иметь	3	5
750	это в	1	5
751	и социальной	2	5
752	это для	1	5
753	эта сторона	1	5
754	имеем здесь	1	5
755	можно утверждать	1	5
756	не сам	1	5
757	в лице	1	5
758	в самом	20	4
759	они имеют	1	4
760	только из	1	4
761	е с	1	4
762	в разных	2	4
763	в результате	8	4
764	некоторые другие	1	4
765	в числе	2	4
766	здесь дело	2	4
767	почему это	1	4
768	по своим	2	4
769	но связь	1	4
770	нельзя провести	1	4
771	а что	1	4
772	каждый из	1	4
773	книге о	1	4
774	в действительности	2	4
775	следовало бы	2	4
776	собственно не	1	4
777	и те	1	4
778	могло бы	1	4
779	формы в	2	4
780	что именно	2	4
781	и во	1	4
782	нет никаких	1	4
783	для этой	2	4
784	случае в	1	4
785	к их	1	4
786	о происхождении	1	4
787	бы что	1	4
788	не хватает	1	4
789	чем в	3	4
790	это один	1	4
791	есть явление	1	4
792	очевидно что	4	4
793	ссылки на	1	4
794	из одного	3	4
795	в наше	3	4
796	но вот	3	4
797	иметь в	1	4
798	не раз	3	4
799	того кто	1	4
800	всегда или	1	4
801	что есть	1	4
802	отнюдь не	5	4
803	в ответ	1	4
804	встречается и	1	4
805	от нее	1	4
806	он уже	1	4
807	и сейчас	3	4
808	один раз	1	4
809	под этим	2	4
810	так или	3	4
811	сами по	2	4
812	с этого	1	4
813	так называемая	2	4
814	идти дальше	1	4
815	в греческой	2	4
816	по сравнению	3	4
817	быть не	2	4
818	и больше	1	4
819	матери и	1	4
820	мне не	2	4
821	новые и	1	4
822	вместе со	2	4
823	влечет за	1	4
824	находятся в	1	4
825	но на	1	4
826	что собственно	1	4
827	а это	5	4
828	в литературе	1	4
829	не содержит	1	4
830	в род	1	4
831	в стороне	2	4
832	есть в	6	4
833	говорит об	1	4
834	а так	1	4
835	тем более	2	4
836	а его	1	4
837	сделать следующее	1	4
838	здесь только	2	4
839	явление в	1	4
840	в большой	1	4
841	другой и	1	4
842	что было	2	4
843	или нет	1	4
844	привести к	1	4
845	нас в	1	4
846	здесь необходимо	1	4
847	вопрос этот	3	4
848	ведет к	1	4
849	правда в	1	4
850	когда в	4	4
851	так чтобы	1	4
852	ответить на	1	4
853	нельзя было	2	4
854	перед ним	1	4
855	все время	1	4
856	и вообще	1	4
857	исходит из	2	4
858	который в	1	4
859	на почве	2	4
860	действительно ли	2	4
861	время в	2	4
862	с точки	16	4
863	если ты	1	4
864	как раз	10	4
865	по содержанию	1	4
866	указывает что	3	4
867	несколько ближе	1	4
868	что их	2	4
869	здесь как	3	4
870	есть случаи	1	4
871	если же	1	4
872	б в	1	4
873	в наших	1	4
874	с большой	2	4
875	о его	1	4
876	с особой	1	4
877	столь же	2	4
878	особое внимание	1	4
879	происходит при	1	4
880	на месте	2	4
881	и этот	1	4
882	что касается	4	4
883	только те	1	4
884	и должно	2	4
885	он за	1	4
886	себя и	1	4
887	все они	1	4
888	еще и	7	4
889	действия и	2	4
890	она все	1	4
891	или вообще	1	4
892	и под	3	4
893	среди этих	1	4
894	их с	1	4
895	многих других	1	4
896	в й	1	4
897	чтобы получить	2	4
898	что например	1	4
899	дело в	2	4
900	нисколько не	6	4
901	но конечно	1	4
902	часто бывает	1	4
903	за то	1	4
904	во второй	1	4
905	к тем	1	4
906	или его	1	4
907	только то	2	4
908	как не	4	4
909	слова в	7	4
910	быть только	3	4
911	и новые	1	4
912	предпосылки что	1	3
913	со всем	1	3
914	мы находим	2	3
915	тем как	1	3
916	раз он	1	3
917	нет еще	1	3
918	человек в	1	3
919	все дело	3	3
920	не хотят	1	3
921	я могу	1	3
922	в соответствии	6	3
923	смысл этого	2	3
924	казалось бы	5	3
925	раз и	1	3
926	где не	2	3
927	и той	1	3
928	отметить что	1	3
929	так называемых	3	3
930	переход от	4	3
931	из всех	1	3
932	нам право	1	3
933	именно с	3	3
934	что даже	2	3
935	это известно	1	3
936	это своего	1	3
937	образом на	1	3
938	с перенесением	1	3
939	бы то	1	3
940	она имеет	1	3
941	поможет нам	1	3
942	не при	1	3
943	хотелось бы	2	3
944	ниже мы	1	3
945	внимание на	5	3
946	с тех	1	3
947	предполагалось что	1	3
948	не дают	1	3
949	всякий раз	1	3
950	так сказать	5	3
951	могли бы	4	3
952	но можно	2	3
953	случаях как	1	3
954	становится и	1	3
955	оно и	1	3
956	что некоторые	1	3
957	и другая	1	3
958	но тут	1	3
959	в иных	3	3
960	совсем не	1	3
961	который был	1	3
962	чтобы не	1	3
963	роль играют	1	3
964	за этими	1	3
965	была бы	5	3
966	говорит и	1	3
967	бы привести	3	3
968	поэтому в	1	3
969	и делает	1	3
970	нам в	1	3
971	к его	1	3
972	вряд ли	5	3
973	том смысле	2	3
974	бы не	1	3
975	сейчас же	1	3
976	что явление	1	3
977	также то	1	3
978	есть какая-то	1	3
979	но их	1	3
980	только мы	1	3
981	это все	2	3
982	тех пор	2	3
983	это ее	1	3
984	народов и	1	3
985	которые можно	3	3
986	у других	1	3
987	необходимо указать	1	3
988	что когда	3	3
989	например на	1	3
990	тем же	2	3
991	каждый день	1	3
992	чтобы все	1	3
993	и после	1	3
994	особенно ясно	1	3
995	как к	2	3
996	именно к	1	3
997	то они	1	3
998	мы могли	2	3
999	когда они	1	3
1000	который уже	2	3
1001	как таковая	1	3
1002	в последней	1	3
1003	эта черта	1	3
1004	и дело	2	3
1005	нам еще	1	3
1006	а все	2	3
1007	есть акт	1	3
1008	все равно	4	3
1009	и смысл	1	3
1010	это всегда	1	3
1011	всегда есть	1	3
1012	или чтобы	2	3
1013	долгое время	1	3
1014	к нашей	1	3
1015	в такой	2	3
1016	это как	2	3
1017	из ряда	1	3
1018	здесь однако	1	3
1019	земле в	1	3
1020	этот факт	1	3
1021	рассматривать как	1	3
1022	что можно	4	3
1023	и вне	1	3
1024	наоборот в	2	3
1025	вопросом о	1	3
1026	мы также	2	3
1027	несомненно что	1	3
1028	сторона дела	1	3
1029	которая была	1	3
1030	чтобы дать	2	3
1031	с изменением	1	3
1032	которая в	1	3
1033	она уже	1	3
1034	гораздо чаще	1	3
1035	как они	2	3
1036	в борьбе	1	3
1037	несколько примеров	1	3
1038	они помогают	1	3
1039	и должен	1	3
1040	совершенно одинаково	1	3
1041	речь идет	4	3
1042	из других	1	3
1043	можно считать	2	3
1044	и такие	1	3
1045	имеет право	1	3
1046	даже и	5	3
1047	доказать что	3	3
1048	что еще	1	3
1049	так то	1	3
1050	момент в	1	3
1051	в системе	3	3
1052	этом же	1	3
1053	едва ли	1	3
1054	ему все	1	3
1055	где как	1	3
1056	собой и	1	3
1057	и эту	1	3
1058	должно быть	6	3
1059	но еще	4	3
1060	опять мы	1	3
1061	ни было	1	3
1062	два раза	1	3
1063	как же	1	3
1064	связь эта	1	3
1065	как его	1	3
1066	и именно	3	3
1067	связанным с	1	3
1068	чтобы понять	1	3
1069	именно как	1	3
1070	в наши	2	3
1071	явление это	1	3
1072	при себе	1	3
1073	то ни	2	3
1074	но зато	2	3
1075	сюда относятся	1	3
1076	все те	3	3
1077	как эта	1	3
1078	почему же	1	3
1079	сам в	1	3
1080	с которым	1	3
1081	которые были	1	3
1082	вот он	1	3
1083	точно таким	1	3
1084	это неверно	1	3
1085	но никогда	1	3
1086	всего в	2	3
1087	его мнению	1	3
1088	представить себе	1	3
1089	имеют целью	1	3
1090	такова же	1	3
1091	в языке	16	3
1092	только не	1	3
1093	из того	1	3
1094	здесь были	1	3
1095	первых порах	1	3
1096	все то	1	3
1097	чтобы установить	1	3
1098	имеет отношение	1	3
1099	пройти мимо	1	3
1100	своей жизни	1	3
1101	в которые	2	3
1102	не играет	1	3
1103	сравнению с	1	3
1104	всего есть	1	3
1105	иных случаях	3	3
1106	на первых	1	3
1107	подошел к	1	3
1108	непременное условие	1	3
1109	при котором	1	3
1110	нам и	1	3
1111	е к	1	3
1112	просто на	1	3
1113	точку зрения	2	3
1114	подойти к	3	3
1115	из этой	1	3
1116	и было	3	3
1117	бы на	4	3
1118	что так	3	3
1119	на новые	1	3
1120	в эпоху	1	3
1121	понимать как	2	3
1122	кто в	5	3
1123	строится на	2	3
1124	язык и	1	3
1125	является не	1	3
1126	гл iv	1	3
1127	в уже	1	3
1128	другом случае	1	3
1129	без всякой	1	3
1130	обычно в	1	3
1131	которую мы	1	3
1132	действительно как	1	3
1133	здесь идет	1	3
1134	что нужно	2	3
1135	вопрос как	1	3
1136	в науке	4	3
1137	еще до	1	3
1138	были найдены	1	3
1139	идет речь	3	3
1140	которых они	1	3
1141	бы он	1	3
1142	в эти	1	3
1143	само по	6	3
1144	он пользуется	1	2
1145	они являются	1	2
1146	он приходит	1	2
1147	за время	4	2
1148	если его	2	2
1149	с которыми	1	2
1150	когда ему	1	2
1151	америке в	1	2
1152	можно встретить	2	2
1153	вопросу о	4	2
1154	в большей	2	2
1155	не меняется	1	2
1156	же эти	1	2
1157	к другу	1	2
1158	по пути	2	2
1159	жизнь в	2	2
1160	это те	1	2
1161	которое и	1	2
1162	к другим	1	2
1163	мы получаем	2	2
1164	сказывается и	1	2
1165	можно еще	1	2
1166	отца а	1	2
1167	его все	1	2
1168	этом можно	1	2
1169	большей или	2	2
1170	свой смысл	1	2
1171	понять эту	1	2
1172	если с	1	2
1173	этим мы	1	2
1174	отсюда и	1	2
1175	что этому	1	2
1176	однако нет	1	2
1177	одной и	1	2
1178	при некоторых	1	2
1179	забудем что	1	2
1180	только нет	1	2
1181	сохранила нам	1	2
1182	где и	1	2
1183	свою очередь	4	2
1184	и еще	4	2
1185	нас на	1	2
1186	он так	1	2
1187	него не	1	2
1188	просто в	1	2
1189	да с	1	2
1190	это почти	1	2
1191	тем это	1	2
1192	к ее	1	2
1193	важно что	1	2
1194	перед нею	1	2
1195	вход и	1	2
1196	уже без	1	2
1197	похожи на	1	2
1198	где это	1	2
1199	за пределами	1	2
1200	это легко	1	2
1201	и вышел	1	2
1202	же сохраняют	1	2
1203	в конечном	3	2
1204	словом в	1	2
1205	ли и	1	2
1206	ее от	1	2
1207	сторону дела	1	2
1208	из моих	1	2
1209	том-то и	1	2
1210	характер и	2	2
1211	обстоятельство что	15	2
1212	следует понимать	1	2
1213	и учит	1	2
1214	особенности в	1	2
1215	он знал	1	2
1216	и следовательно	2	2
1217	к вопросу	4	2
1218	не нужно	1	2
1219	полагает что	1	2
1220	конечном итоге	2	2
1221	по имени	1	2
1222	вопрос об	1	2
1223	в каждом	3	2
1224	спросим себя	1	2
1225	есть признак	1	2
1226	он дал	1	2
1227	свое место	2	2
1228	т п	39	2
1229	в третью	1	2
1230	значение и	2	2
1231	в том-то	2	2
1232	доказывать что	1	2
1233	не тот	1	2
1234	с какой	1	2
1235	в развитии	1	2
1236	от которых	1	2
1237	одно и	1	2
1238	это или	1	2
1239	соединении с	1	2
1240	ту пору	1	2
1241	тем и	1	2
1242	то или	3	2
1243	она была	1	2
1244	его так	2	2
1245	многих случаях	1	2
1246	на некоторых	1	2
1247	что для	3	2
1248	или о	2	2
1249	был в	2	2
1250	из самых	1	2
1251	д по	1	2
1252	сказать о	1	2
1253	не мешает	1	2
1254	с полной	1	2
1255	явно не	1	2
1256	мы встречаем	1	2
1257	в последнем	2	2
1258	и должны	1	2
1259	например что	2	2
1260	себе представить	2	2
1261	так человек	1	2
1262	с такой	1	2
1263	прямой связи	2	2
1264	посмотрим теперь	1	2
1265	получают свое	1	2
1266	и далее	3	2
1267	и получают	1	2
1268	сам по	1	2
1269	это ему	1	2
1270	сюжета и	1	2
1271	вместо того	1	2
1272	с некоторыми	1	2
1273	однако мы	1	2
1274	которым он	1	2
1275	предполагать что	1	2
1276	вот и	1	2
1277	совершенно правильно	1	2
1278	не считать	1	2
1279	повлечет за	1	2
1280	с такими	2	2
1281	тому назад	1	2
1282	до посвящения	1	2
1283	мы имели	1	2
1284	которого не	2	2
1285	что вообще	1	2
1286	не трудно	8	2
1287	к той	1	2
1288	в известных	3	2
1289	в круг	1	2
1290	один только	1	2
1291	со всей	1	2
1292	и вся	1	2
1293	на примере	3	2
1294	которые ему	1	2
1295	не заметил	1	2
1296	как например	3	2
1297	не забудем	1	2
1298	нет и	1	2
1299	в данной	1	2
1300	относиться к	1	2
1301	начнем с	1	2
1302	не имел	1	2
1303	только потому	13	2
1304	оно имеет	1	2
1305	не из	1	2
1306	у вас	1	2
1307	с каким	1	2
1308	части в	1	2
1309	ли эти	1	2
1310	отделено от	1	2
1311	пример уже	1	2
1312	тогда в	2	2
1313	на лбу	1	2
1314	к формам	3	2
1315	перестает быть	1	2
1316	для всего	1	2
1317	что с	2	2
1318	мало того	2	2
1319	содержат в	1	2
1320	под тем	1	2
1321	борьбу с	1	2
1322	материал для	1	2
