N	2gram	Savitsky_E	Poddanst
192	есть в	2	2
193	что из	1	2
194	не к	2	2
195	бы ни	3	2
196	пределах российского	1	1
197	русской истории	1	1
198	естественных условиях	1	1
199	простор для	1	1
200	поскольку не	1	1
201	европу как	1	1
202	к сожалению	1	1
203	представить себе	1	1
204	нет ничего	1	1
205	поскольку она	2	1
206	от нее	1	1
207	во всяком	3	1
208	тем в	3	1
209	могли бы	1	1
210	значительная часть	3	1
211	лондона то	1	1
212	не есть	2	1
213	количеству осадков	1	1
214	и теперь	2	1
215	находятся в	1	1
216	и то	2	1
217	государство и	1	1
218	знание в	1	1
219	эту эпоху	1	1
220	но как	2	1
221	понимать что	1	1
222	выступает в	1	1
223	бы и	3	1
224	мы можем	3	1
225	перед тем	1	1
226	о положении	2	1
227	мы видим	2	1
228	в данном	3	1
229	определенный момент	1	1
230	только к	2	1
231	с его	1	1
232	области и	1	1
233	что оно	1	1
234	не явятся	1	1
235	определенном смысле	2	1
236	и азии	8	1
237	имеют в	1	1
238	и более	2	1
239	те же	1	1
240	вместе с	2	1
241	скажем прямо	1	1
242	по природе	1	1
243	в определенный	1	1
244	земель и	1	1
245	россии не	2	1
246	к востоку	4	1
247	российская в	1	1
248	будут и	1	1
249	и на	6	1
250	на долго	1	1
251	отличие от	1	1
252	в самом	4	1
253	мир в	1	1
254	вопрос о	4	1
255	не означает	2	1
256	европа с	1	1
257	может не	1	1
258	в исторической	1	1
259	вопрос ставится	1	1
260	экономическое знание	1	1
261	на территории	1	1
262	это в	1	1
263	поскольку они	2	1
264	западная европа	2	1
265	вероятно что	1	1
266	веков по	1	1
267	они являются	1	1
268	также что	1	1
269	евразии не	2	1
270	в психологии	3	1
271	бы она	1	1
272	россия есть	2	1
273	в случаях	1	1
274	к этой	1	1
275	переходит в	1	1
276	мира к	1	1
277	с и	10	1
278	она не	2	1
279	уже в	1	1
280	должна быть	2	1
281	чем то	1	1
282	человеческого бытия	1	1
283	более или	1	1
284	применении к	3	1
285	в –	2	1
286	характеру к	3	1
287	степени чем	1	1
288	можно думать	3	1
289	связана с	1	1
290	не одной	1	1
291	насколько можно	1	1
292	того чтобы	6	1
293	хозяйственной жизни	4	1
294	мы знаем	1	1
295	океанического хозяйства	1	1
296	к сфере	1	1
297	и значительная	2	1
298	как осуществление	1	1
299	европа в	1	1
300	в применении	3	1
301	и иных	1	1
302	на основе	2	1
303	культуры нужно	1	1
304	на коротко	1	1
305	русской культуры	1	1
306	многих случаях	1	1
307	этом мире	1	1
308	ее место	1	1
309	представляет собой	3	1
310	но возможно	1	1
311	как известно	1	1
312	рассматривать с	1	1
313	и должна	1	1
314	из всех	3	1
315	восточной россии	1	1
316	мира но	2	1
317	есть область	2	1
318	во многих	4	1
319	в определенном	3	1
320	обездоленная в	1	1
321	что это	2	1
322	не более	3	1
323	в отношениях	1	1
324	русской стихии	1	1
325	ни на	3	1
326	культуры можно	1	1
327	в русских	1	1
328	остается открытым	1	1
329	европейских стран	2	1
330	что при	1	1
331	и центральной	1	1
332	европы в	2	1
333	в формах	1	1
334	бы неправильно	1	1
335	какой бы	2	1
336	для европы	2	1
337	как область	1	1
338	что если	2	1
339	что с	1	1
340	наша концепция	1	1
341	преимущественно к	1	1
342	азии как	1	1
343	не как	1	1
344	и другие	1	1
345	а затем	1	1
346	и приближаются	1	1
347	мы все	1	1
348	страна как	1	1
349	глаза на	1	1
350	не исключает	1	1
351	в идеологическом	2	1
352	северная часть	1	1
353	что эта	1	1
354	последние годы	3	1
355	например с	2	1
356	в других	2	1
357	des abendlandes	1	1
358	мы именуем	1	1
359	и что	2	1
360	некотором смысле	3	1
361	связь между	1	1
362	экономической природе	1	1
363	ибо то	1	1
364	частности в	2	1
365	ли их	1	1
366	то историческое	1	1
367	на основании	2	1
368	что и	3	1
369	и стран	2	1
370	из европы	1	1
371	признавать что	1	1
372	сельского хозяйства	4	1
373	ценности и	1	1
374	долго на	1	1
375	связывается с	1	1
376	каждая страна	3	1
377	отказом от	1	1
378	мы хотим	1	1
379	другой стороны	2	1
380	есть некоторая	1	1
381	иными словами	4	1
382	еще в	1	1
383	из числа	4	1
384	разных точек	1	1
385	этом смысле	3	1
386	к жизни	1	1
387	и земледельческий	1	1
388	весь мир	1	1
389	далеко не	2	1
390	в этих	2	1
391	реалистической и	1	1
392	что все	2	1
393	в истории	2	1
394	как оно	2	1
395	которая помогла	1	1
396	можно рассматривать	1	1
397	различия между	1	1
398	как по	1	1
399	в ином	1	1
400	так же	9	1
401	в предыдущем	4	1
402	в рамки	1	1
403	она находится	1	1
404	также и	7	1
405	явятся ли	1	1
406	коротко ли	1	1
407	европеизации в	1	1
408	литературы и	1	1
409	в большинстве	2	1
410	и наоборот	1	1
411	который не	1	1
412	чуть ли	1	1
413	все же	1	1
414	противоположение это	1	1
415	untergang des	1	1
416	и притом	4	1
417	чтобы в	1	1
418	значительной части	1	1
419	но на	3	1
420	рассматривать как	1	1
421	что его	1	1
422	в результате	3	1
423	в рамках	1	1
424	открытым для	1	1
425	в прошлом	3	1
426	и россия	3	1
427	в этой	2	1
428	его строить	1	1
429	числе и	1	1
430	последние тысячелетия	1	1
431	к ним	3	1
432	и еще	2	1
433	областей в	2	1
434	последние века	2	1
435	к первому	1	1
436	что по	1	1
437	в отличие	1	1
438	должна освободить	1	1
439	окружающей среды	1	1
440	и где	1	1
441	по преимуществу	2	1
442	древнего востока	5	1
443	эмпирической науки	1	1
444	само по	4	1
445	известном смысле	3	1
446	же как	5	1
447	бы как	1	1
448	являются областями	1	1
449	можно судить	1	1
450	на себя	3	1
451	она может	1	1
452	культуры и	2	1
453	что не	1	1
454	если мы	1	1
455	та или	1	1
456	именно о	1	1
457	в каком	4	1
458	и утверждается	1	1
459	могут стать	2	1
460	или хотя	2	1
461	или иная	1	1
462	можно быть	1	1
463	закрывать глаза	1	1
464	в сферу	2	1
465	каком смысле	1	1
466	часть русского	1	1
467	тогда когда	2	1
468	и пред	1	1
469	азии россия	1	1
470	поскольку дело	1	1
471	районы эти	2	1
472	культуры западноевропейской	1	1
473	в какой	2	1
474	с собой	1	1
475	место в	3	1
476	как и	7	1
477	определяется как	1	1
478	с которым	1	1
479	на будущее	1	1
480	также в	2	1
481	в некотором	4	1
482	следует понимать	1	1
483	мы отнюдь	1	1
484	или иной	4	1
485	многих других	1	1
486	оказаться в	1	1
487	случаях когда	2	1
488	о выходе	2	1
489	для каждого	1	1
490	притом в	2	1
491	мире в	1	1
492	народы мира	2	1
493	большинстве случаев	3	1
494	может по	1	1
495	в страны	1	1
496	помогла бы	1	1
497	все еще	1	1
498	именно потому	2	1
499	дело идет	2	1
500	на то	6	1
501	своего существования	1	1
502	европы и	22	1
503	но нужно	2	1
504	по количеству	1	1
505	мира который	1	1
506	расчете на	2	1
507	ли не	1	1
508	в грехе	1	1
509	и по	5	1
510	это значение	1	1
511	грехе и	1	1
512	к россии	4	1
513	там где	3	1
514	т д	1	1
515	всецело к	1	1
516	что во	1	1
517	и только	3	1
518	друг с	3	1
519	количеством осадков	1	1
520	поэзии и	1	1
521	о соотношении	1	1
522	казалось бы	1	1
523	всяком случае	3	1
524	и теми	1	1
525	в явлении	1	1
526	о котором	1	1
527	в существе	2	1
528	не будут	1	1
529	она получила	1	1
530	сравнению с	2	1
531	эти последние	2	1
532	когда в	1	1
533	от наиболее	1	1
534	современности и	1	1
535	законченной в	1	1
536	прочим на	1	1
537	многие из	1	1
538	россии есть	1	1
539	для этого	1	1
540	с ее	1	1
541	качестве общего	1	1
542	и восточной	1	1
543	в известном	3	1
544	в расчете	2	1
545	более как	1	1
546	не утверждает	1	1
547	с другом	3	1
548	и чем	2	1
549	гораздо более	1	1
550	культурной традиции	2	1
551	всех стран	1	1
552	не имеет	4	1
553	xviii и	2	1
554	за тем	2	1
555	однако же	1	1
556	одно из	1	1
557	или менее	1	1
558	и россию	1	1
559	и ее	1	1
560	будущее в	1	1
561	с разных	1	1
562	относиться к	1	1
563	востоку от	1	1
564	области техники	1	1
565	наименее поддающимся	1	1
566	в развитии	2	1
567	россия и	2	1
568	и среди	1	1
569	востока и	2	1
570	континента но	1	1
571	обратиться к	1	1
572	значение также	1	1
573	последние в	1	1
574	бы нас	1	1
575	как европейская	1	1
576	никогда не	3	1
577	незначительная часть	1	1
578	если будет	1	1
