N	2gram	Tiupa_Hudo	Psycholo
745	для объективной	1	4
746	здесь не	2	4
747	мы с	3	4
748	это одно	1	4
749	только потому	2	4
750	может не	1	4
751	приложении к	1	4
752	на кладбище	1	4
753	в первой	6	4
754	бы для	1	4
755	тех двух	1	4
756	который как	1	4
757	это еще	1	4
758	в стороне	1	4
759	эти две	1	4
760	по самой	1	4
761	также и	1	4
762	не по	2	4
763	не с	2	4
764	самое что	2	4
765	или как	1	4
766	все еще	3	4
767	больше не	3	4
768	может и	3	4
769	вплоть до	1	4
770	себе а	1	4
771	и содержания	1	4
772	а когда	1	4
773	к числу	3	4
774	в первом	2	4
775	по отношению	15	4
776	в это	4	4
777	и того	1	4
778	тем в	2	4
779	остановимся на	3	4
780	в воображении	1	4
781	всю жизнь	1	4
782	перед ним	2	4
783	на наших	1	4
784	настоящее время	1	4
785	ней и	1	4
786	с именем	1	4
787	который в	2	4
788	ее и	2	4
789	мы читаем	2	4
790	т е	6	4
791	не кажется	1	4
792	ли мы	1	4
793	сказал что	1	4
794	в мире	10	4
795	без которого	1	4
796	его жизни	6	4
797	возбуждает в	1	4
798	в уста	1	4
799	для его	1	4
800	взглянуть на	1	4
801	такое что	1	4
802	литературы и	1	4
803	однако в	4	4
804	и никогда	1	4
805	и каждый	2	4
806	что без	1	4
807	означает что	1	4
808	никогда еще	1	4
809	не на	1	4
810	содержание рассказа	1	4
811	прибегать к	1	4
812	может стать	1	4
813	в настоящее	1	4
814	с ними	3	4
815	в слове	1	4
816	ли он	1	4
817	не до	1	4
818	ничего общего	1	4
819	который видит	1	4
820	автора и	4	4
821	этой жизни	2	4
822	более и	1	4
823	же время	11	4
824	во сне	3	4
825	мог бы	1	4
826	произведения и	2	4
827	не знаем	2	4
828	как во	1	4
829	рассказ и	2	4
830	высшей степени	2	4
831	дает нам	1	4
832	на тех	3	4
833	обе эти	1	4
834	не для	1	4
835	бы на	2	4
836	как у	2	4
837	и точно	1	4
838	несет в	4	4
839	когда оно	1	4
840	к концу	2	4
841	к своему	2	4
842	ли не	1	4
843	это так	3	4
844	что от	1	4
845	за то	1	4
846	страх и	1	4
847	не могу	3	4
848	плана в	1	4
849	к области	2	4
850	говоря о	2	4
851	в пределах	4	4
852	стало быть	1	4
853	рассказа в	9	4
854	в центре	4	3
855	зрения на	2	3
856	же и	3	3
857	что художественное	2	3
858	а у	1	3
859	него в	2	3
860	но смысл	1	3
861	не столько	4	3
862	а напротив	1	3
863	и личного	1	3
864	жизнь в	3	3
865	людей а	2	3
866	как сказал	1	3
867	с не	1	3
868	опять как	1	3
869	первой половине	3	3
870	по своим	2	3
871	мы считаем	1	3
872	на первый	1	3
873	в сердце	1	3
874	связано с	1	3
875	мы вместе	1	3
876	творчества в	1	3
877	из их	1	3
878	в этот	1	3
879	к своей	1	3
880	чего не	1	3
881	о них	4	3
882	нечто такое	1	3
883	романа как	1	3
884	во времена	1	3
885	в разных	1	3
886	повести в	1	3
887	он сам	3	3
888	и чувства	2	3
889	все в	2	3
890	ближе к	2	3
891	мышления и	3	3
892	как нам	3	3
893	рассказа мы	2	3
894	души в	2	3
895	что сама	1	3
896	форма является	1	3
897	трудно не	3	3
898	из характера	1	3
899	к изображению	1	3
900	с другими	2	3
901	лучше всего	1	3
902	как можно	1	3
903	по аналогии	1	3
904	была в	1	3
905	другое не	1	3
906	на земле	2	3
907	но когда	2	3
908	человеке и	1	3
909	по необходимости	1	3
910	на другом	1	3
911	в ответ	3	3
912	другом и	1	3
913	потребность в	2	3
914	разрешается в	1	3
915	и другая	1	3
916	это действительно	1	3
917	теми же	1	3
918	своего героя	1	3
919	этом не	1	3
920	героя в	2	3
921	оно было	2	3
922	которым она	1	3
923	уже знаем	2	3
924	от нас	1	3
925	целого ряда	1	3
926	один человек	2	3
927	в форме	2	3
928	что нет	1	3
929	о самом	2	3
930	обращается к	1	3
931	с такими	2	3
932	это время	2	3
933	явлений и	1	3
934	мыслей и	1	3
935	нимало не	1	3
936	словами и	1	3
937	к той	3	3
938	нет ничего	4	3
939	то он	1	3
940	в прозе	1	3
941	нужно и	1	3
942	и состоит	4	3
943	и воображения	1	3
944	на основе	2	3
945	с а	1	3
946	тот и	2	3
947	в которую	1	3
948	вступает в	2	3
949	этого как	1	3
950	литературном произведении	1	3
951	и об	3	3
952	я хотел	1	3
953	элемента в	1	3
954	одном полюсе	1	3
955	каждый день	1	3
956	общего с	1	3
957	еще в	4	3
958	не из	1	3
959	мы еще	1	3
960	этом случае	1	3
961	ему что	1	3
962	в последней	2	3
963	наших глазах	1	3
964	он и	2	3
965	участие в	3	3
966	сказал бы	1	3
967	этого произведения	2	3
968	которое было	1	3
969	и я	1	3
970	со своей	3	3
971	но уже	1	3
972	в сцене	1	3
973	тем более	1	3
974	на них	2	3
975	чистом виде	1	3
976	ни один	1	3
977	нам о	2	3
978	могло быть	1	3
979	что можно	2	3
980	чтобы создать	1	3
981	может показаться	1	3
982	рассказа это	3	3
983	в море	2	3
984	что человек	1	3
985	быть может	7	3
986	не бывает	3	3
987	дело здесь	2	3
988	его на	1	3
989	там же	2	3
990	поскольку он	1	3
991	перед собой	2	3
992	и такие	1	3
993	которой он	2	3
994	которое никак	1	3
995	сам не	2	3
996	действительно так	1	3
997	превращается в	6	3
998	стал бы	1	3
999	и остается	2	3
1000	из виду	1	3
1001	пока еще	3	3
1002	рассказа он	1	3
1003	следующим образом	3	3
1004	имеем дело	1	3
1005	что говорит	2	3
1006	имели дело	1	3
1007	музыки и	1	3
1008	и понять	1	3
1009	и столь	1	3
1010	в восприятии	1	3
1011	здесь нет	1	3
1012	на язык	1	3
1013	превращает их	1	3
1014	случайное и	1	3
1015	ним в	1	3
1016	то для	1	3
1017	чем у	1	3
1018	противоречие между	3	3
1019	переживания и	1	3
1020	не была	3	3
1021	как же	1	3
1022	не о	3	3
1023	характеры действующих	2	3
1024	быть только	2	3
1025	но ведь	2	3
1026	и характер	1	3
1027	зрения и	1	3
1028	и жизнь	1	3
1029	этом как	1	3
1030	что их	1	3
1031	она на	1	3
1032	говорил о	1	3
1033	то ни	2	3
1034	личности и	3	3
1035	не более	3	3
1036	художника и	1	3
1037	хотя в	1	3
1038	даже не	1	3
1039	на стороне	2	3
1040	к рассказу	2	3
1041	их и	1	3
1042	как известно	1	3
1043	нельзя не	1	3
1044	на который	1	3
1045	найти в	1	3
1046	и др	1	3
1047	мы помним	1	3
1048	бы быть	1	3
1049	слова как	2	3
1050	всякое произведение	1	3
1051	которого она	2	3
1052	однако и	5	3
1053	как таковой	1	3
1054	характера а	2	3
1055	и который	1	3
1056	на ее	3	3
1057	для себя	9	3
1058	романа в	3	3
1059	о которой	3	3
1060	что сам	1	3
1061	что сюжет	1	3
1062	не понимаю	2	3
1063	во что	1	3
1064	ни о	3	3
1065	толстым в	1	3
1066	речь в	2	3
1067	именно поэтому	1	3
1068	друг от	2	3
1069	которая не	3	3
1070	но напротив	1	3
1071	ни к	2	3
1072	интеллигенции х	1	3
1073	мы имели	1	3
1074	связана с	1	3
1075	такого рода	4	3
1076	к себе	8	3
1077	героя а	1	3
1078	не могло	2	3
1079	котором она	1	3
1080	решительно все	1	3
1081	весь в	1	3
1082	их с	1	3
1083	яснее и	1	3
1084	в искусство	1	3
1085	которой скрывается	1	3
1086	они были	2	3
1087	все так	1	3
1088	отношению к	15	3
1089	же мере	2	3
1090	для искусства	1	3
1091	узнаем что	2	3
1092	же не	3	3
1093	по словам	1	3
1094	но с	3	3
1095	от друга	2	3
1096	или иначе	3	3
1097	не любит	2	3
1098	а также	4	3
1099	места в	1	3
1100	самое замечательное	1	3
1101	отношения между	2	3
1102	поскольку она	1	3
1103	оно в	1	3
1104	переходе от	1	3
1105	отклонения от	1	3
1106	у нее	10	3
1107	в эстетической	2	3
1108	даже для	1	3
1109	в высшей	1	3
1110	означало бы	1	3
1111	в узком	1	3
1112	в новой	1	3
1113	характер у	1	2
1114	время не	1	2
1115	на свою	1	2
1116	есть именно	1	2
1117	и заключает	1	2
1118	именно они	1	2
1119	уже на	1	2
1120	искусства он	1	2
1121	и чувство	1	2
1122	такие моменты	1	2
1123	мысли о	3	2
1124	почему это	1	2
1125	является для	1	2
1126	говорится о	2	2
1127	можно не	1	2
1128	следовало бы	1	2
1129	не согласиться	2	2
1130	своей природе	2	2
1131	она могла	1	2
1132	ничто не	1	2
1133	это его	1	2
1134	из жизни	2	2
1135	и своим	1	2
1136	по традиции	1	2
1137	не всегда	1	2
1138	каждое слово	1	2
1139	на пути	1	2
1140	есть продукт	1	2
1141	всякого сомнения	1	2
1142	хотел сказать	1	2
1143	с другим	2	2
1144	к нулю	1	2
1145	казалось что	6	2
1146	во всякой	1	2
1147	проблемы мы	1	2
1148	когда тот	2	2
1149	конструктивный принцип	1	2
1150	именно с	1	2
1151	узнает что	1	2
1152	имели бы	1	2
1153	к ее	1	2
1154	комического и	1	2
1155	всего в	1	2
1156	случай из	1	2
1157	герой и	1	2
1158	на глазах	1	2
1159	человека именно	1	2
1160	к герою	1	2
1161	все его	3	2
1162	при сохранении	1	2
1163	хотелось бы	1	2
1164	о двух	4	2
1165	и читатель	2	2
1166	но из	1	2
1167	не останется	1	2
1168	он к	1	2
1169	что уже	1	2
1170	происходит это	1	2
1171	второй смысл	1	2
1172	элементов и	1	2
1173	он бы	1	2
1174	несоответствие между	1	2
1175	к одним	1	2
1176	и психологическое	1	2
1177	себе так	1	2
1178	было на	2	2
1179	в поэтике	1	2
1180	вокруг себя	1	2
1181	поэзии не	1	2
1182	из басни	1	2
1183	произведения не	4	2
1184	как по	2	2
1185	этим и	1	2
1186	это сравнение	1	2
1187	с детства	1	2
1188	был не	1	2
1189	а для	1	2
1190	той или	1	2
1191	а потом	1	2
1192	точкой зрения	2	2
1193	только от	1	2
1194	о себе	3	2
1195	под этой	1	2
1196	не составляет	1	2
1197	сюда же	1	2
1198	с какой	3	2
1199	не один	1	2
1200	самому себе	1	2
1201	между характером	1	2
1202	как автор	1	2
1203	по своей	5	2
1204	себя за	1	2
1205	не раз	2	2
1206	с без	1	2
1207	никакого отношения	1	2
1208	похожа на	1	2
1209	и мысль	1	2
1210	действующего лица	2	2
1211	она приобретает	1	2
1212	с толстым	3	2
1213	жизнь этого	1	2
1214	любовь в	1	2
1215	и толстой	1	2
1216	себе как	1	2
1217	чтобы не	3	2
1218	от нее	2	2
1219	связи и	1	2
1220	раз он	1	2
1221	и реальным	1	2
1222	в городе	7	2
1223	однако эта	1	2
1224	к художественному	2	2
1225	места и	1	2
1226	рассказа о	4	2
1227	романа и	1	2
1228	что нельзя	1	2
1229	интерес к	5	2
1230	для них	1	2
1231	литературного произведения	1	2
1232	то с	1	2
1233	вне всякого	1	2
1234	и казалось	1	2
1235	этого процесса	1	2
1236	и одновременно	1	2
1237	звук и	1	2
1238	и событий	1	2
1239	это состояние	1	2
1240	принято называть	1	2
1241	мы встречаемся	1	2
1242	и герой	2	2
1243	жизни в	12	2
1244	на минуту	1	2
1245	же мало	2	2
1246	на мать	1	2
1247	первой главе	3	2
1248	говорится что	1	2
1249	не умели	1	2
1250	это был	1	2
1251	же я	2	2
1252	гораздо большей	1	2
1253	в положении	1	2
1254	все лица	1	2
1255	более чем	2	2
1256	поэтому когда	1	2
1257	в значительной	3	2
1258	наконец в	2	2
1259	этой работы	1	2
1260	вопросе о	1	2
1261	человека от	1	2
1262	а через	1	2
1263	не замечали	1	2
1264	и ему	5	2
1265	с того	4	2
1266	так легко	1	2
1267	чем не	2	2
1268	к людям	2	2
1269	разговор с	2	2
1270	было и	1	2
1271	мне не	1	2
1272	и потом	2	2
1273	в письме	1	2
1274	и т.д	3	2
1275	в сфере	2	2
1276	по ходу	2	2
1277	деле в	2	2
1278	смерти он	1	2
1279	мать и	1	2
1280	отдельной личности	1	2
1281	это просто	1	2
1282	того факта	1	2
1283	во времени	2	2
1284	большей мере	1	2
1285	жизни не	2	2
1286	с каким	1	2
1287	к содержанию	1	2
1288	с языка	1	2
1289	не означает	2	2
1290	полагаем что	1	2
1291	именно к	1	2
1292	в свое	1	2
1293	в любви	2	2
1294	возвращает нас	1	2
1295	два разных	1	2
1296	которым он	1	2
1297	и ей	3	2
1298	мы вынуждены	1	2
1299	вот например	1	2
1300	она остается	1	2
1301	многие исследователи	1	2
1302	что одна	1	2
1303	или с	2	2
1304	этом он	2	2
1305	в литературе	3	2
1306	когда же	3	2
1307	различия между	3	2
1308	ведь это	1	2
1309	всегда есть	1	2
1310	читателя не	1	2
1311	иной раз	1	2
1312	на роман	1	2
1313	к нашей	1	2
1314	в условиях	1	2
1315	ему не	3	2
1316	читателя в	6	2
1317	лежит не	1	2
1318	героев как	2	2
