N	2gram	Tiupa_Anal	slovoVRo
101	с другими	4	10
102	в себе	17	10
103	далеко не	6	10
104	в него	1	10
105	всех этих	2	10
106	романа в	4	9
107	более или	2	9
108	в своей	7	9
109	сказать что	2	9
110	языка а	1	9
111	этом случае	4	9
112	так как	3	9
113	здесь в	2	9
114	его в	2	9
115	одна из	1	9
116	в их	8	9
117	или менее	2	9
118	он не	4	9
119	языком и	1	9
120	быть и	1	9
121	одним из	3	9
122	к чужому	1	9
123	и от	1	9
124	но не	13	9
125	с ее	2	9
126	к нему	4	9
127	более того	4	9
128	в самом	12	8
129	для нас	1	8
130	не могут	3	8
131	зависимости от	1	8
132	в значительной	1	8
133	все время	1	8
134	в зависимости	1	8
135	национального языка	2	8
136	языка но	1	8
137	человека в	1	8
138	чужого языка	1	8
139	всяком случае	1	8
140	входит в	1	8
141	человека и	1	8
142	они могут	1	8
143	в ней	1	8
144	во всем	1	7
145	от него	2	7
146	же и	1	7
147	еще более	1	7
148	язык как	1	7
149	но все	1	7
150	смысла и	3	7
151	о нем	4	7
152	например в	1	7
153	том что	21	7
154	перед нами	1	7
155	автора и	4	7
156	и иных	1	7
157	известной степени	1	7
158	значительной степени	1	7
159	здесь не	2	7
160	друг друга	1	7
161	того же	7	7
162	по преимуществу	4	7
163	у него	5	7
164	не было	1	7
165	связи с	2	7
166	в таком	5	7
167	мы уже	2	7
168	его не	1	7
169	также и	3	7
170	за пределы	6	7
171	жизни и	1	7
172	в целом	9	7
173	что в	7	6
174	и здесь	1	6
175	дело с	5	6
176	даже в	5	6
177	в одном	3	6
178	ни в	5	6
179	другой стороны	2	6
180	по себе	6	6
181	конечно и	1	6
182	именно в	6	6
183	единого и	1	6
184	подхода к	3	6
185	роль в	3	6
186	себя и	5	6
187	большей или	4	6
188	языка то	1	6
189	можно сказать	6	6
190	в свою	1	6
191	наконец в	1	6
192	говорить о	3	6
193	слов и	2	6
194	и там	1	6
195	в контексте	5	6
196	как к	2	6
197	связан с	1	6
198	в качестве	38	6
199	бы и	1	6
200	а также	8	6
201	человек в	3	6
202	мира и	1	6
203	на этом	4	6
204	хотя бы	4	6
205	между тем	7	6
206	или меньшей	4	6
207	он в	5	6
208	точку зрения	1	6
209	которые в	3	6
210	ничего не	10	6
211	должна быть	1	5
212	героя в	2	5
213	и при	1	5
214	различных форм	1	5
215	не как	2	5
216	а затем	3	5
217	в результате	3	5
218	в рамки	1	5
219	к его	3	5
220	они не	1	5
221	по отношению	10	5
222	вместе с	6	5
223	своего предмета	3	5
224	не менее	5	5
225	о том	11	5
226	его и	3	5
227	не является	3	5
228	в противовес	3	5
229	в данном	6	5
230	и более	5	5
231	мы не	1	5
232	для того	4	5
233	только на	3	5
234	речи в	3	5
235	той же	4	5
236	отношению к	9	5
237	почти вовсе	1	5
238	а вовсе	1	5
239	но он	1	5
240	остается в	2	5
241	в поэзии	2	5
242	уже в	1	5
243	на протяжении	2	5
244	хотя и	4	5
245	этом отношении	5	5
246	с их	2	5
247	в каждый	1	5
248	слова не	1	5
249	как его	1	5
250	или даже	3	5
251	должен быть	6	5
252	особенно в	9	5
253	а как	4	5
254	данный момент	2	5
255	дистанции между	1	5
256	не знает	4	5
257	и может	1	5
258	не с	8	5
259	борьба с	3	5
260	и сам	4	5
261	меньшей степени	1	5
262	оно может	3	5
263	и по	2	5
264	для этого	2	5
265	имеет дело	1	5
266	или напротив	3	5
267	до сих	1	4
268	по существу	1	4
269	оно и	1	4
270	в большей	1	4
271	те же	3	4
272	не столько	5	4
273	в виду	2	4
274	влияние на	1	4
275	для всех	1	4
276	среди других	1	4
277	если бы	6	4
278	отношения к	4	4
279	его на	1	4
280	что он	3	4
281	ли он	3	4
282	так же	1	4
283	на первый	1	4
284	к тому	12	4
285	зрения и	1	4
286	друг с	2	4
287	развернута в	1	4
288	дело не	5	4
289	установкой на	3	4
290	того чтобы	3	4
291	в другом	4	4
292	самого автора	1	4
293	тогда когда	3	4
294	и уже	1	4
295	и слово	2	4
296	с этой	2	4
297	в различных	1	4
298	от других	1	4
299	в эпосе	1	4
300	в чем	2	4
301	свою очередь	1	4
302	ибо он	1	4
303	и во	3	4
304	с этими	1	4
305	он может	2	4
306	и речи	1	4
307	однако в	4	4
308	к предмету	4	4
309	но это	1	4
310	как сказано	1	4
311	в системе	1	4
312	его как	3	4
313	из них	2	4
314	того что	5	4
315	и чужих	1	4
316	истории литературы	4	4
317	что оно	1	4
318	от автора	1	4
319	вокруг него	1	4
320	одной из	2	4
321	том же	2	4
322	быть только	1	4
323	романа но	1	4
324	момент его	1	4
325	о себе	2	4
326	как раз	5	4
327	в литературе	4	4
328	что и	5	4
329	в виде	1	4
330	в которой	3	4
331	здесь как	1	4
332	это слово	1	4
333	и как	6	4
334	только и	1	4
335	в себя	8	4
336	с другом	2	4
337	из одного	1	4
338	сих пор	1	4
339	остается вне	1	4
340	всех своих	1	4
341	может иметь	2	4
342	но как	1	4
343	разрыв между	1	4
344	как предмет	4	4
345	эти слова	1	4
346	с языком	1	4
347	в частности	32	4
348	одно и	2	4
349	говорящего и	1	4
350	из него	1	4
351	с установкой	1	4
352	при всем	1	4
353	литературы и	1	4
354	и о	3	4
355	в понимании	1	4
356	вообще не	2	4
357	всех сторон	1	4
358	речи и	2	4
359	образом в	1	4
360	не всегда	4	4
361	из этого	2	4
362	бы ни	2	4
363	и ее	1	4
364	однако и	1	3
365	связи и	1	3
366	собственном смысле	1	3
367	все что	3	3
368	в состав	3	3
369	из многих	1	3
370	еще раз	1	3
371	автором и	2	3
372	его с	1	3
373	ним и	2	3
374	смысле слова	1	3
375	социальных диалектов	1	3
376	говорит и	2	3
377	в разных	1	3
378	от нас	1	3
379	не требует	1	3
380	не приходится	2	3
381	и то	4	3
382	речи как	1	3
383	в связи	2	3
384	борьбы с	3	3
385	этого процесса	1	3
386	в первом	3	3
387	тем что	2	3
388	в составе	2	3
389	отношением к	2	3
390	вне произведения	1	3
391	в собственном	3	3
392	жизни в	1	3
393	языка на	1	3
394	предмета и	1	3
395	как более	1	3
396	и внутренней	1	3
397	не его	2	3
398	широком смысле	2	3
399	этот процесс	1	3
400	в диалоге	2	3
401	в авторскую	1	3
402	отличается от	3	3
403	лишь одним	1	3
404	со всех	1	3
405	было бы	4	3
406	почти все	1	3
407	высказывания и	3	3
408	как это	5	3
409	не должно	1	3
410	и второй	1	3
411	сознания в	4	3
412	из себя	1	3
413	или иных	3	3
414	в этой	12	3
415	и до	3	3
416	на границе	1	3
417	и те	2	3
418	композиционная форма	2	3
419	и исторически	1	3
420	и остается	1	3
421	в эту	3	3
422	романа как	1	3
423	такая же	1	3
424	на него	3	3
425	входят в	1	3
426	в сознании	6	3
427	этого слова	10	3
428	до известной	1	3
429	только с	2	3
430	внутренней речи	9	3
431	на котором	3	3
432	строится в	1	3
433	как если	1	3
434	они были	1	3
435	которого он	1	3
436	в чужой	1	3
437	именно к	1	3
438	в свое	3	3
439	за пределами	3	3
440	выходит за	1	3
441	произведения как	8	3
442	ни с	5	3
443	от поэтического	1	3
444	должно быть	2	3
445	время и	1	3
446	на том	1	3
447	такого рода	6	3
448	материала и	1	3
449	не предполагает	2	3
450	и художественно	1	3
451	в широком	4	3
452	его от	3	3
453	именно здесь	2	3
454	сама по	1	3
455	тому что	2	3
456	с одним	1	3
457	данного произведения	3	3
458	лишь на	1	3
459	не есть	8	3
460	и интерпретации	1	3
461	на все	2	3
462	того и	5	3
463	между собой	2	3
464	в новом	2	3
465	нисколько не	1	3
466	это было	1	3
467	не все	3	3
468	не был	2	3
469	без другого	2	3
470	смысл и	3	3
471	xx века	1	3
472	затем и	1	3
473	как язык	2	3
474	личности и	3	3
475	на всех	1	3
476	может и	2	3
477	в такой	2	3
478	потому что	3	3
479	и тем	4	3
480	во второй	3	3
481	из этих	2	3
482	на нем	1	3
483	в устах	2	3
484	к этому	2	3
485	данном случае	3	3
486	такой же	3	3
487	включает в	1	3
488	процессе его	1	3
489	тех или	3	3
490	нуждается в	9	3
491	рассказ в	1	3
492	или иного	3	3
493	ведь и	1	3
494	того или	3	3
495	с идеей	1	3
496	как для	1	3
497	таков например	1	3
498	мы наблюдаем	1	2
499	науки о	2	2
500	всего произведения	1	2
501	утверждать что	1	2
502	положения и	1	2
503	героя романа	1	2
504	к иной	1	2
505	та же	1	2
506	за ним	2	2
507	мы и	1	2
508	в самостоятельный	2	2
509	как с	1	2
510	которая в	3	2
511	эти три	1	2
512	и вся	1	2
513	некоторой степени	1	2
514	без исключения	2	2
515	к действительности	1	2
516	не исключают	2	2
517	до некоторой	1	2
518	и романа	2	2
519	тем как	2	2
520	нашего времени	3	2
521	в последние	1	2
522	одному из	2	2
523	требует от	1	2
524	как он	4	2
525	для них	1	2
526	не прямого	1	2
527	том и	2	2
528	и внешне	1	2
529	на которую	2	2
530	связь с	1	2
531	между автором	1	2
532	или во	1	2
533	особого рода	9	2
534	этой точки	2	2
535	высказывания в	4	2
536	и одновременно	4	2
537	ни о	3	2
538	не обязательно	1	2
539	произведения в	14	2
540	в особый	1	2
541	заключается в	2	2
542	но по	1	2
543	например и	1	2
544	включен в	1	2
545	в борьбу	1	2
546	в жизни	1	2
547	как о	2	2
548	и внутренне	1	2
549	внешней и	1	2
550	а именно	3	2
551	которые при	1	2
552	диалога в	1	2
553	на себе	3	2
554	приводит к	2	2
555	можно утверждать	1	2
556	есть на	1	2
557	да и	2	2
558	в известном	2	2
559	на каждом	2	2
560	но мы	2	2
561	слова о	2	2
562	по своему	1	2
563	в драме	2	2
564	для автора	1	2
565	героя или	1	2
566	то что	11	2
567	в котором	5	2
568	суде в	1	2
569	как предмета	1	2
570	он был	3	2
571	мы увидим	1	2
572	во все	1	2
573	то и	2	2
574	в течение	1	2
575	в двух	4	2
576	явления и	1	2
577	другом в	1	2
578	оно как	1	2
579	из его	2	2
580	существенное значение	1	2
581	и т.п	13	2
582	может лишь	1	2
583	вступает в	4	2
584	случае не	2	2
585	а между	1	2
586	в сочетании	7	2
587	совершенно не	2	2
588	различных моментов	1	2
589	не выходят	1	2
590	ведут к	1	2
591	при анализе	1	2
592	например во	1	2
593	это единство	1	2
594	несмотря на	5	2
595	языком а	1	2
596	принадлежащих к	1	2
597	к ним	1	2
598	его словесные	1	2
599	нет и	2	2
600	от которого	4	2
601	акт и	1	2
602	она может	3	2
603	темы в	1	2
604	в основу	1	2
605	в образе	1	2
606	в нашем	3	2
607	как от	2	2
608	судьбы и	1	2
609	для всего	1	2
610	основная особенность	1	2
611	что все	2	2
612	во всей	1	2
613	разговорного языка	1	2
614	свой смысл	1	2
615	однако этот	1	2
616	лишь при	4	2
617	не просто	2	2
618	то или	1	2
619	чем это	1	2
620	в ее	2	2
621	и становится	1	2
622	жизни но	3	2
623	известном смысле	2	2
624	глядя на	1	2
625	такой степени	1	2
626	одного из	4	2
627	и такой	1	2
628	только не	6	2
629	мы видим	1	2
630	не можем	1	2
631	но прежде	1	2
632	указать на	1	2
633	иметь дело	1	2
634	к себе	1	2
635	в художественной	1	2
636	на роль	2	2
637	этом фоне	1	2
638	ни было	4	2
639	будучи по	1	2
640	язык он	1	2
641	тем не	3	2
642	как у	1	2
643	и за	3	2
644	есть в	4	2
645	из своих	2	2
646	что для	1	2
647	на самом	2	2
648	х годов	2	2
649	у нас	1	2
650	слова а	1	2
651	иметь место	2	2
652	и есть	3	2
653	диалог в	2	2
654	и другими	2	2
655	в таких	1	2
656	материал для	1	2
657	этого рода	2	2
658	этого не	1	2
659	слова которые	1	2
660	или иначе	2	2
661	что она	1	2
662	и эта	1	2
663	что не	3	2
664	при изучении	2	2
665	это возможно	1	2
666	произведения так	1	2
667	контексте и	1	2
668	в равной	4	2
669	не остается	2	2
670	в какой	3	2
671	между ними	1	2
672	то в	2	2
673	себя как	1	2
674	социальной группы	1	2
675	почти до	1	2
676	в области	4	2
677	при таком	2	2
678	романа мы	1	2
679	понимание и	1	2
680	а его	1	2
681	именно эта	1	2
682	войти в	1	2
683	в сторону	6	2
684	как единый	1	2
685	об этом	1	2
686	дело и	1	2
687	что как	3	2
688	за его	1	2
689	граничит с	1	2
690	однако не	4	2
691	за словами	1	2
692	могли бы	2	2
693	образом с	1	2
694	исключают друг	1	2
695	и эти	2	2
696	а с	3	2
697	если оно	1	2
698	хотя он	1	2
699	в своих	1	2
700	к авторской	1	2
701	это как	2	2
702	в самых	1	2
703	мифологическое мышление	2	2
704	как уже	5	2
705	так что	3	2
706	из древнейших	1	2
707	понимать и	1	2
708	действующих лиц	1	2
709	ничего нового	1	2
710	и та	2	2
711	дает им	1	2
712	и что	2	2
713	нового времени	1	2
714	но такое	1	2
715	можно было	1	2
716	действительность но	1	2
717	в начале	3	2
718	и жизни	1	2
719	в историческом	1	2
720	по своей	6	2
721	этих случаях	2	2
722	к которой	1	2
723	смысл его	3	2
724	или иное	1	2
725	как известно	4	2
726	и той	1	2
727	первом случае	2	2
728	и особенно	4	2
729	и иной	1	2
730	культуры и	1	2
731	и воля	1	2
732	произведения не	1	2
733	человека как	1	2
734	наоборот в	1	2
735	не значит	1	2
736	них не	1	2
737	действительно не	1	2
738	место в	3	2
739	столь же	7	2
740	же в	1	2
741	бы быть	3	2
742	стилизации и	1	2
743	на то	2	2
744	время он	1	2
745	мира в	2	2
746	и только	1	2
747	просто не	1	2
748	борьбу с	2	2
749	своих слов	1	2
750	независимо от	2	2
751	в один	4	2
752	автора или	2	2
753	есть не	9	2
754	не к	3	2
755	ведет к	3	1
756	речи то	1	1
757	реальности на	1	1
758	не мешает	1	1
759	сомнения в	1	1
760	является в	1	1
761	было показано	1	1
762	во втором	1	1
763	слова еще	1	1
764	из возможных	2	1
765	было с	1	1
766	однако с	1	1
767	в душе	1	1
768	в тени	1	1
769	случае в	2	1
770	таких моментов	1	1
771	всего в	3	1
772	прозы с	1	1
773	этой специфической	1	1
774	с иными	2	1
775	на жизнь	1	1
776	и должны	1	1
777	представить себе	1	1
778	в конце	4	1
779	легко могут	1	1
780	сознании равно	1	1
781	произведения для	2	1
782	бы то	3	1
783	текст в	3	1
784	если в	3	1
785	можно и	1	1
786	рассказ о	3	1
787	исходя из	5	1
788	его из	1	1
789	творчества в	1	1
790	к этой	1	1
791	если он	1	1
792	к художественному	1	1
793	в специальном	2	1
794	и вследствие	1	1
795	своего собственного	2	1
796	из литературного	1	1
797	он как	1	1
798	как один	1	1
799	и имеет	1	1
800	для себя	3	1
801	есть без	1	1
802	и должно	1	1
803	с миром	1	1
804	двумя крайними	1	1
805	композиции в	1	1
806	помимо воли	1	1
807	его за	1	1
808	всего может	1	1
809	среда в	1	1
810	речи конкретных	1	1
811	вещи и	1	1
812	он видит	1	1
813	эту игру	1	1
814	стилей социальных	1	1
815	или нет	1	1
816	о чем	3	1
817	никак не	2	1
818	какой бы	2	1
819	говорит о	5	1
820	смерть и	2	1
821	из которых	4	1
822	в действии	1	1
823	миф в	1	1
824	все те	1	1
825	смыслу и	1	1
826	введенного в	1	1
827	от художественного	1	1
828	самом же	1	1
829	одно из	2	1
830	романа однако	1	1
831	себе во	1	1
832	быть диалогического	1	1
833	сводится к	6	1
834	с собой	1	1
835	однако при	3	1
836	определяется и	1	1
837	вопрос об	3	1
838	целого в	5	1
839	произведение и	1	1
840	всякое высказывание	1	1
841	и он	1	1
842	так или	1	1
843	а напротив	3	1
844	сами по	3	1
845	текста и	10	1
846	и значение	1	1
847	синтаксических конструкций	1	1
848	и формирующие	1	1
849	до этого	1	1
850	воля и	1	1
851	оказывается в	2	1
852	где произведение	1	1
853	оно ни	1	1
854	героя как	2	1
855	между которыми	1	1
856	в среднем	1	1
857	от своего	3	1
858	до полного	1	1
859	целого но	2	1
860	о мире	1	1
861	равно как	1	1
862	кто говорит	1	1
863	о самом	1	1
864	двух и	1	1
865	идет об	1	1
866	целом с	1	1
867	людей в	1	1
868	произведений искусства	2	1
869	характеризуется именно	1	1
870	этого в	1	1
871	где в	1	1
872	и рождается	1	1
873	зрения в	2	1
874	конечном счете	5	1
875	если они	2	1
876	для передачи	1	1
877	с высоты	1	1
878	исходить из	1	1
879	отнести также	1	1
880	анализ произведения	1	1
881	на известную	1	1
882	относятся к	1	1
883	евгения онегина	1	1
884	с целым	1	1
885	предмету познания	1	1
886	также не	1	1
887	своих и	1	1
888	в в	1	1
889	языка является	1	1
890	каждое высказывание	1	1
891	нам уже	1	1
892	и просто	2	1
893	не вносит	1	1
894	над самим	1	1
895	произведение в	2	1
896	возможно лишь	1	1
897	в творческом	3	1
898	целого из	1	1
899	в которых	1	1
900	и оценен	1	1
901	языка по	1	1
902	мире все	1	1
903	сосредоточенные на	1	1
904	только для	3	1
905	бы не	3	1
906	героев в	1	1
907	который не	2	1
908	здесь выступает	1	1
909	о котором	1	1
910	и диалог	1	1
911	не до	1	1
912	там и	1	1
913	вследствие этого	5	1
914	со стороны	5	1
915	к своим	1	1
916	речь идет	2	1
917	он по	2	1
918	всей своей	1	1
919	к другому	1	1
920	из чужого	1	1
921	себя один	1	1
922	сторону и	2	1
923	по крайней	4	1
924	обращение к	1	1
925	от авторской	1	1
926	науки в	1	1
927	свое время	3	1
928	их внутренней	1	1
929	входящее в	1	1
930	каждый из	3	1
931	максима максимыча	16	1
932	только одно	2	1
933	а язык	1	1
934	нет ничего	2	1
935	оговорен оспорен	1	1
936	одного и	2	1
937	характера например	1	1
938	с какой	1	1
939	сознания два	1	1
940	то он	3	1
941	при наличии	3	1
942	возможно в	1	1
943	на этой	2	1
944	не умел	1	1
945	ему принадлежит	1	1
946	при условии	1	1
947	в диалог	2	1
948	моменты и	1	1
949	к художественной	1	1
950	для жизни	1	1
951	которые обычно	1	1
952	в действительности	2	1
953	конечно далеко	1	1
954	среди всех	1	1
955	что мы	3	1
956	применении к	1	1
957	не имеют	1	1
958	раз и	2	1
959	говорить не	1	1
960	мало но	1	1
961	герой его	1	1
962	предмет художественного	1	1
963	значимости в	1	1
964	классический пример	1	1
965	сказать на	1	1
966	жанра например	1	1
967	объекта в	1	1
968	и если	2	1
969	можно лишь	1	1
970	как будет	1	1
971	только такие	1	1
972	особенности же	1	1
973	всех последующих	1	1
974	это только	2	1
975	быть не	3	1
976	до его	2	1
977	его собственной	1	1
978	целого как	2	1
979	с другим	5	1
980	а может	1	1
981	лишь одна	2	1
982	нашем случае	3	1
983	одной и	1	1
984	новом свете	1	1
985	прямой речи	1	1
986	ее смысла	1	1
987	своей внутренней	1	1
988	от процесса	1	1
989	для нее	2	1
990	между двумя	7	1
991	произведения от	1	1
992	конструктивных частей	1	1
993	только один	1	1
994	то все	1	1
995	героя а	1	1
996	целым рядом	1	1
997	письма и	1	1
998	не исключает	1	1
999	самого материала	1	1
1000	может служить	3	1
1001	неизбежно оказывается	1	1
1002	ощущается как	1	1
1003	художественный смысл	2	1
1004	и наиболее	1	1
1005	для данного	3	1
1006	смысл в	1	1
1007	с автором	1	1
1008	числе и	1	1
1009	тому или	2	1
1010	этой речи	1	1
1011	превращается в	3	1
1012	времени и	7	1
1013	нечего делать	1	1
1014	для своей	1	1
1015	его по	1	1
1016	не ощущается	2	1
1017	только стилистически	1	1
1018	а только	1	1
1019	напряженно и	1	1
1020	конструктивную роль	1	1
1021	в суде	1	1
1022	реальности жизни	1	1
1023	то его	2	1
1024	при учете	1	1
1025	активную и	1	1
1026	предполагает именно	1	1
1027	однако такая	1	1
1028	выходят за	2	1
1029	художественного произведения	6	1
1030	будучи в	1	1
1031	поставить в	1	1
1032	другим эта	1	1
1033	всех трех	1	1
1034	имеем в	1	1
1035	этого мира	2	1
1036	о способах	1	1
1037	как на	1	1
1038	между людьми	1	1
1039	и делается	1	1
1040	вообще и	2	1
1041	высказывание в	1	1
1042	вернуться к	1	1
1043	анализа в	2	1
1044	индивидуальный характер	1	1
1045	только одна	1	1
1046	синтаксической конструкции	1	1
1047	ответа на	1	1
1048	начиная с	1	1
1049	как правило	7	1
1050	герой нашего	1	1
1051	места для	1	1
1052	самого героя	1	1
1053	не создается	1	1
1054	и сомнения	1	1
1055	подошли к	1	1
1056	сознания но	1	1
1057	в замкнутом	1	1
1058	в споре	2	1
1059	сложнее и	1	1
1060	быть в	1	1
1061	частности в	2	1
1062	на улице	1	1
1063	слова он	1	1
1064	то она	1	1
1065	на этот	2	1
1066	действительности и	1	1
1067	одного художественного	1	1
1068	все многообразие	1	1
1069	конкретное единство	1	1
1070	а со	1	1
1071	который в	3	1
1072	что говорит	1	1
1073	и внутренняя	1	1
1074	но если	1	1
1075	самые детали	1	1
1076	столько в	1	1
1077	отказываясь от	1	1
1078	он сам	1	1
1079	от них	1	1
1080	в противном	1	1
1081	ничему не	1	1
1082	что даже	2	1
1083	о художественном	1	1
1084	взаимодействие с	1	1
1085	новеллы и	1	1
1086	в стилистическом	1	1
1087	и после	1	1
1088	от степени	1	1
1089	размежевания и	1	1
1090	к ее	1	1
1091	в самой	1	1
1092	крайней мере	4	1
1093	это язык	1	1
1094	и служит	1	1
1095	совпадать с	1	1
1096	но сама	1	1
1097	тот же	2	1
1098	конкретных персонажей	1	1
1099	максимыч в	1	1
1100	всего своего	1	1
1101	приходится однако	1	1
1102	его можно	2	1
1103	человека но	1	1
1104	уже между	1	1
1105	того о	1	1
1106	как основной	1	1
1107	утрачивают для	1	1
1108	внутренней жизни	1	1
1109	ответ и	1	1
1110	контексте целого	2	1
1111	его собственного	1	1
1112	между всеми	1	1
1113	не принадлежат	1	1
1114	оно дано	1	1
1115	иных моментов	1	1
1116	попадает в	2	1
1117	языковой реальности	1	1
1118	той реальности	1	1
1119	но на	1	1
1120	далее к	1	1
1121	том чтобы	7	1
1122	том числе	3	1
1123	максим максимыч	10	1
1124	не поддается	1	1
1125	касается самого	1	1
1126	выражения в	1	1
1127	преодолевая его	1	1
1128	рода и	2	1
1129	ей присуща	1	1
1130	менее в	1	1
1131	так она	1	1
1132	диалогического отношения	1	1
1133	такое отношение	2	1
1134	на тех	1	1
1135	первых двух	1	1
1136	и всей	1	1
1137	жизни так	1	1
1138	сознания с	1	1
1139	высказывания с	1	1
1140	зависит от	1	1
1141	формой которой	1	1
1142	однако как	2	1
1143	поэтому в	1	1
1144	собой в	2	1
1145	волей и	1	1
1146	сколько в	1	1
1147	она в	1	1
1148	иных случаях	1	1
1149	в состоянии	1	1
1150	концепции личности	1	1
1151	быть вещью	1	1
1152	слова ибо	1	1
1153	получает в	1	1
1154	мы имеем	9	1
1155	идет о	1	1
1156	смысла с	1	1
1157	ним в	1	1
1158	проявляется в	4	1
1159	которых он	1	1
1160	или с	1	1
1161	к истории	1	1
1162	только его	1	1
1163	он и	3	1
1164	связей и	1	1
1165	себя самого	2	1
1166	произведения или	1	1
1167	рождается в	1	1
1168	в формах	1	1
1169	в напряженном	1	1
1170	синтаксическая конструкция	1	1
1171	быть представлена	1	1
1172	ничего что	1	1
1173	рассказе и	1	1
1174	форму в	1	1
1175	аналогии с	1	1
1176	два сознания	1	1
1177	этих слов	1	1
1178	где он	1	1
1179	которая является	1	1
1180	противоречивое единство	1	1
1181	как единого	3	1
1182	также имеет	1	1
1183	сознания и	1	1
1184	в новелле	4	1
1185	как миф	1	1
1186	ни чисто	2	1
1187	же не	3	1
1188	не от	1	1
1189	это именно	2	1
1190	возможно только	1	1
1191	слова многие	1	1
1192	и художественное	1	1
1193	сколько бы	3	1
1194	участие в	1	1
1195	не допускает	1	1
1196	этих актов	1	1
1197	все равно	2	1
1198	есть уже	1	1
1199	мы находим	1	1
1200	для актуализации	2	1
1201	не принимает	1	1
1202	знания и	1	1
1203	непосредственно в	1	1
1204	самый предмет	1	1
1205	в конечном	6	1
1206	того в	1	1
1207	установления его	1	1
1208	языка ведь	1	1
1209	эстетический объект	6	1
1210	не изменилось	1	1
1211	в многообразных	1	1
1212	в разные	1	1
1213	силу и	1	1
1214	внутренняя речь	1	1
1215	в несколько	1	1
1216	не о	3	1
1217	первую как	1	1
1218	сознания на	1	1
1219	него свое	1	1
1220	единство двух	1	1
1221	стилистикой и	1	1
1222	как по	1	1
1223	автора является	1	1
1224	прежде чем	2	1
1225	что его	1	1
1226	к миру	1	1
1227	и социальные	1	1
1228	виду не	1	1
1229	произведение как	1	1
1230	есть вне	1	1
1231	ему самому	1	1
1232	художественной значимости	1	1
1233	быть восприняты	1	1
1234	с теми	1	1
1235	иных языковых	1	1
1236	из уст	1	1
1237	замыслу автора	1	1
1238	внутреннюю речь	1	1
1239	чтобы быть	1	1
1240	приближается к	1	1
1241	целое это	1	1
1242	авторов в	1	1
1243	не бывает	1	1
1244	власти одного	1	1
1245	бы оно	1	1
1246	с той	2	1
1247	персонажей а	1	1
1248	с жизнью	1	1
1249	напряженном и	1	1
1250	долгое время	1	1
1251	к самому	2	1
1252	подобно тому	5	1
1253	звучит как	1	1
1254	нас к	2	1
1255	и того	5	1
1256	оба этих	1	1
1257	может только	1	1
1258	повествования можно	1	1
1259	между прочим	1	1
1260	исходили из	1	1
1261	в мире	14	1
1262	одном из	1	1
1263	в ту	1	1
1264	противном случае	1	1
1265	к концу	1	1
1266	второй части	1	1
1267	проблемы литературного	1	1
1268	от любого	1	1
1269	и повсюду	1	1
1270	один и	1	1
1271	его жизни	1	1
1272	его текст	1	1
1273	именно говорит	1	1
1274	и смертью	1	1
1275	как не	1	1
1276	бы мы	1	1
1277	три момента	1	1
1278	и последовательного	1	1
1279	или их	1	1
1280	этом как	1	1
1281	в ином	2	1
1282	себе все	1	1
1283	себе и	1	1
1284	ибо и	1	1
1285	степени что	1	1
1286	героя из	1	1
1287	но особенно	1	1
1288	раз в	1	1
1289	слово представляется	1	1
1290	и таким	1	1
1291	целого и	1	1
1292	к конкретным	1	1
1293	бы в	3	1
1294	элементов не	1	1
1295	речевой манеры	1	1
1296	чтобы увидеть	1	1
