N	3gram	Bakhtin_sl	StatiiOP
142	в большинстве случаев	11	1
143	целом ряде случаев	1	1
144	поэзии и т	1	1
145	в в виноградов	1	1
146	поэтому и в	1	1
147	все это и	1	1
148	xix века на	1	1
149	понимание того что	1	1
150	в собственном смысле	2	1
151	стиля и языка	1	1
152	одни и те	1	1
153	мы говорим о	1	1
154	до наших дней	1	1
155	в том и	2	1
156	с этой точки	1	1
157	его отношение к	1	1
158	а в том	1	1
159	и все это	1	1
160	свою точку зрения	1	1
161	на всем его	1	1
162	только с точки	1	1
163	в сущности можно	1	1
164	так что они	1	1
165	и то же	2	1
166	преимущественно в речах	1	1
167	и некоторые другие	1	1
168	при этом и	1	1
169	в которой все	1	1
170	и не могла	1	1
171	в нем может	1	1
172	и на почве	1	1
173	может быть не	1	1
174	как в самом	1	1
175	и своеобразное место	1	1
176	из его романа	1	1
177	в отношении к	9	1
178	форм всегда стремится	1	1
179	для правильного понимания	1	1
180	он в нем	1	1
181	и могут быть	1	1
182	в основе этой	1	1
183	каждое из них	1	1
184	в х годах	1	1
185	для стилистического анализа	1	1
186	не могло быть	1	1
187	себя до конца	1	1
188	языка и стиля	1	1
189	смысловые и экспрессивные	4	1
190	и др а	1	1
191	связанные с этим	1	1
192	т п на	1	1
193	и нуждается в	1	1
194	но и по	1	1
195	как в отношении	1	1
196	и как он	1	1
197	там где нет	1	1
198	тем как в	1	1
199	в результате этой	1	1
200	а лишь о	1	1
201	и не может	2	1
202	в них как	2	1
203	в виде вставных	1	1
204	сих пор не	2	1
205	которое нашло свое	1	1
206	даже там где	1	1
207	находит свое выражение	1	1
208	к действительности и	1	1
209	вместе с ним	1	1
210	влияние на его	1	1
211	на одной из	1	1
212	на своем пути	1	1
213	и во всяком	1	1
214	эти две линии	1	1
215	и может быть	1	1
216	они ни были	1	1
217	она ни была	1	1
218	в ином стиле	1	1
219	именно там где	1	1
220	с жизнью и	1	1
221	там где они	3	1
222	до конца в	1	1
223	этом случае она	1	1
224	конечно далеко не	1	1
225	вместе со своим	1	1
226	и в особенности	5	1
227	выйти за пределы	1	1
228	несет на себе	1	1
229	со всеми его	1	1
230	ни в какой	1	1
231	в последние десятилетия	1	1
232	и в отношении	1	1
233	этой точки зрения	1	1
234	все это очень	1	1
235	и не было	1	1
236	эпохи и в	1	1
237	в чисто поэтических	1	1
238	и той же	1	1
239	пришлось бы воспроизводить	1	1
240	и так сказать	1	1
241	с известным правом	1	1
242	на возможность иных	1	1
243	всем его протяжении	1	1
244	еще более резко	1	1
245	точка зрения на	3	1
246	так и на	1	1
247	он может быть	1	1
248	независимо от степени	1	1
249	в узком смысле	13	1
250	наук и в	1	1
251	и в частности	1	1
252	что одним из	1	1
253	одно и то	2	1
254	языка не может	2	1
255	характерные для того	1	1
256	одной и той	1	1
257	и притом в	1	1
258	языка может быть	1	1
259	и его современников	1	1
260	бы они ни	1	1
261	не менее в	1	1
262	именно в том	1	1
263	устных и письменных	1	1
264	но и эти	1	1
265	в этом его	1	1
266	выступает здесь как	1	1
267	но именно в	1	1
268	что язык не	1	1
269	лишь на то	1	1
270	у него нет	2	1
271	с ним и	1	1
272	время как основные	1	1
273	не могут быть	3	1
274	в процессе работы	1	1
275	этом его основное	1	1
276	литературного языка но	2	1
277	те или иные	4	1
278	и сам он	1	1
279	одновременно и в	2	1
280	такая точка зрения	1	1
281	языка в его	1	1
282	как уже сказано	2	1
283	настолько велико что	1	1
284	также и в	1	1
285	или в другом	1	1
286	ни в чем	1	1
287	в другом случае	3	1
288	всегда в той	3	1
289	на смертном одре	1	1
