N	2gram	Losev_Dial	DiskursI
376	на том	1	3
377	слова и	1	3
378	в обоих	1	3
379	заметить что	2	3
380	тем же	3	3
381	как мы	5	3
382	может оказаться	2	3
383	всяком случае	3	3
384	по этой	2	3
385	жизни не	1	3
386	жизни но	1	3
387	ему в	1	3
388	они не	3	3
389	уже в	5	3
390	мы не	1	3
391	еще и	4	3
392	в полном	1	3
393	с их	2	3
394	место в	1	3
395	качестве примера	2	3
396	однако не	1	3
397	что ни	3	3
398	а о	2	3
399	виду что	2	3
400	в сферу	1	3
401	и без	1	3
402	все эти	4	3
403	или даже	1	3
404	прошлым и	1	3
405	в новом	1	3
406	об этом	7	3
407	или менее	5	3
408	бы это	1	3
409	мере в	3	3
410	не говоря	1	3
411	личности в	2	3
412	она не	10	3
413	хотя бы	6	3
414	дело не	3	3
415	когда он	2	3
416	при всем	1	3
417	к ней	4	3
418	указывает на	3	3
419	жизни и	9	3
420	уже о	1	3
421	себе самому	1	3
422	для этого	2	3
423	и наконец	1	3
424	что на	2	3
425	во всем	3	2
426	мы можем	5	2
427	в душе	8	2
428	он всегда	3	2
429	с этой	3	2
430	или по	2	2
431	именно о	1	2
432	еще более	3	2
433	о них	1	2
434	как способ	1	2
435	мысли и	3	2
436	в сказках	1	2
437	этом основании	1	2
438	как субъекта	1	2
439	и с	10	2
440	о мире	2	2
441	жизнь в	2	2
442	происходит не	1	2
443	которое по	1	2
444	от всего	2	2
445	представление о	1	2
446	своем значении	1	2
447	только через	2	2
448	всегда в	1	2
449	мысли о	1	2
450	большей или	1	2
451	тем или	2	2
452	речь идет	2	2
453	так например	1	2
454	у обоих	1	2
455	большей части	1	2
456	реальности и	2	2
457	не могли	1	2
458	представления о	1	2
459	о которых	2	2
460	субъектов и	1	2
461	для того	2	2
462	сознания в	1	2
463	одной и	1	2
464	мы все	1	2
465	для рассказа	1	2
466	в различных	2	2
467	к которой	1	2
468	а между	1	2
469	самого начала	2	2
470	в чистом	1	2
471	будучи в	1	2
472	обратим внимание	2	2
473	я с	1	2
474	том чтобы	1	2
475	все то	1	2
476	на него	2	2
477	из трех	1	2
478	для понимания	1	2
479	науке о	1	2
480	он сам	6	2
481	что даже	2	2
482	выбор между	2	2
483	не то	9	2
484	своего развития	2	2
485	к нему	12	2
486	или иным	1	2
487	всего в	1	2
488	не происходит	1	2
489	этих двух	1	2
490	этого сказать	1	2
491	к их	1	2
492	и фактической	1	2
493	на язык	1	2
494	должно быть	7	2
495	самое непосредственное	1	2
496	время в	1	2
497	не стремится	1	2
498	ни было	2	2
499	не соответствует	1	2
500	человеческого опыта	1	2
501	бытия и	1	2
502	человек как	1	2
503	с другими	2	2
504	не от	1	2
505	природу и	1	2
506	как можно	2	2
507	у него	2	2
508	что она	18	2
509	как его	1	2
510	но для	2	2
511	из уст	1	2
512	очевидно что	1	2
513	человек в	1	2
514	же как	3	2
515	во главе	1	2
516	должно было	1	2
517	себе и	5	2
518	на границе	1	2
519	а только	5	2
520	это ведет	1	2
521	в чем	9	2
522	не нужно	2	2
523	это тоже	1	2
524	что как	2	2
525	кто из	1	2
526	вопроса о	1	2
527	не был	3	2
528	а потом	9	2
529	остается в	1	2
530	в каждом	4	2
531	по большей	1	2
532	и быть	2	2
533	и пространства	2	2
534	перехода от	1	2
535	времени но	2	2
536	личности и	2	2
537	и собственно	1	2
538	мифа как	2	2
539	не приходится	1	2
540	иметь в	4	2
541	мира по	1	2
542	также не	2	2
543	в современной	2	2
544	в новое	1	2
545	могла бы	2	2
546	или меньшей	1	2
547	только с	3	2
548	нет различия	1	2
549	теми же	1	2
550	необходимо чтобы	2	2
551	они были	2	2
552	его к	1	2
553	а как	1	2
554	в него	2	2
555	себе как	3	2
556	бы я	1	2
557	она сама	2	2
558	представляет себе	1	2
559	утверждать что	3	2
560	на деле	2	2
561	а потому	3	2
562	в последнем	1	2
563	как с	2	2
564	его с	6	2
565	и при	3	2
566	и должно	3	2
567	потом и	1	2
568	не всякий	2	2
569	говорит и	1	2
570	из которых	1	2
571	в отношении	5	2
572	и делает	1	2
573	том и	1	2
574	сами по	4	2
575	к искусству	1	2
576	если бы	12	2
577	самом деле	6	2
578	от своего	1	2
579	ни о	5	2
580	и они	3	2
581	от его	1	2
582	себя и	1	2
583	теории как	1	2
584	эти характеристики	1	2
585	в любой	1	2
586	как произведение	1	2
587	непосредственно и	1	2
588	ну как	1	2
589	пушкина и	1	2
590	время и	2	2
591	содержание мифа	1	2
592	тех же	1	2
593	мы его	1	2
594	и теперь	1	2
595	миф если	2	2
596	со всей	2	2
597	и вся	1	2
598	вступает в	1	2
599	отношении к	3	2
600	и ему	2	2
601	к одному	1	2
602	новое время	1	2
603	вслед за	2	2
604	на их	1	2
605	он есть	6	2
606	было и	1	2
607	и той	1	2
608	есть его	2	2
609	неотделима от	1	2
610	имеет своим	1	2
611	со своими	2	2
612	не знаем	1	2
613	в миф	1	2
614	общем виде	1	2
615	друг друга	1	2
616	во времени	4	2
617	только о	3	2
618	бывает в	1	2
619	одних и	1	2
620	но на	1	2
621	значение в	1	2
622	может не	1	2
623	ни с	8	2
624	все это	14	2
625	в художественной	1	2
626	он как	1	2
627	что с	2	2
628	ее в	2	2
629	в широком	2	2
630	же не	4	2
631	чем он	2	2
632	как нечто	5	2
633	просто как	2	2
634	то к	1	2
635	как таковая	2	2
636	мифа и	5	2
637	что будет	1	2
638	это еще	2	2
639	себя а	1	2
640	по существу	2	2
641	он видел	1	2
642	понимать как	2	2
643	является не	3	2
644	так в	1	2
645	к своему	1	2
646	света и	3	2
647	жизненного опыта	1	2
648	по его	1	2
649	это было	4	2
650	путь к	1	2
651	говорит об	1	2
652	вовсе не	19	2
653	как все	2	2
654	и вообще	10	2
655	тем более	2	2
656	в меру	5	2
657	и другого	3	2
658	быть вполне	1	2
659	ему не	1	2
660	как формы	1	2
661	совмещает в	1	2
662	и тех	1	2
663	с самого	2	2
664	с субъективностью	1	2
665	его не	7	2
666	не по	2	2
667	мы должны	6	2
668	быть и	7	2
669	не знаю	3	2
670	и их	5	2
671	в науке	3	2
672	только то	7	2
673	чтобы не	6	2
674	человека с	1	2
675	происходит от	1	2
676	оно живет	1	2
677	в голову	2	2
678	такой же	2	2
679	на то	5	2
680	что особенно	1	2
681	и только	5	2
682	же это	6	2
683	эпохи и	1	2
684	уже было	1	2
685	есть не	8	2
686	можно указать	2	2
687	возможна только	1	2
688	года это	1	1
689	и другие	1	1
690	сколько и	1	1
691	главе с	1	1
692	к сожалению	2	1
693	и повседневное	1	1
694	для нее	2	1
695	что если	4	1
696	я по	3	1
697	не считает	1	1
698	мы и	3	1
699	мир как	1	1
700	здесь же	1	1
701	не нужна	1	1
702	что всякая	2	1
703	всего на	1	1
704	же и	11	1
705	когда она	1	1
706	и объяснять	1	1
707	наконец даже	1	1
708	к этой	1	1
709	они имеют	1	1
710	есть откровение	1	1
711	тому что	4	1
712	даже в	6	1
713	представляет собою	1	1
714	не метафизична	1	1
715	не собственное	1	1
716	в разных	6	1
717	кроме того	2	1
718	и мифа	2	1
719	взгляд может	1	1
720	которые по	1	1
721	для восприятия	1	1
722	суть именно	1	1
723	что человек	2	1
724	на нас	1	1
725	одному из	1	1
726	своему собственному	1	1
727	исторического процесса	2	1
728	в правильности	1	1
729	по способу	2	1
730	не меняет	1	1
731	пространства к	1	1
732	что наблюдаемое	1	1
733	всей ее	1	1
734	как она	7	1
735	от белого	1	1
736	она отличается	1	1
737	обладает не	1	1
738	быть названа	1	1
739	стоит в	1	1
740	он имеет	1	1
741	случае в	1	1
742	роль но	1	1
743	на свой	1	1
744	от одного	1	1
745	мы живем	2	1
746	вещь в	1	1
747	на мир	2	1
748	не выходя	2	1
749	из нее	2	1
750	по их	1	1
751	равно как	1	1
752	и там	1	1
753	и полное	1	1
754	его смысл	1	1
755	форму и	2	1
756	на земле	3	1
757	сущности не	1	1
758	психики и	1	1
759	том или	2	1
760	и другим	1	1
761	о теории	1	1
762	с тем	2	1
763	стороны в	2	1
764	к самому	3	1
765	а именно	3	1
766	общий контекст	1	1
767	не становятся	1	1
768	к небу	1	1
769	может существовать	1	1
770	и зла	1	1
771	при таком	1	1
772	с живым	1	1
773	или ином	1	1
774	в природе	1	1
775	философии или	1	1
776	как более	2	1
777	борис годунов	1	1
778	другое дело	1	1
779	однако даже	1	1
780	один на	1	1
781	мыслимой как	1	1
782	же сам	1	1
783	есть то	2	1
784	в это	1	1
785	мир и	1	1
786	у достоевского	1	1
787	всегда принципиально	1	1
788	при помощи	1	1
789	существование но	1	1
790	мой путь	1	1
791	я буду	1	1
792	нем нет	3	1
793	и смерть	1	1
794	все их	1	1
795	на одном	1	1
796	и нет	2	1
797	на все	2	1
798	и смерти	1	1
799	с реальной	1	1
800	и образ	6	1
801	действительности в	1	1
802	тем в	1	1
803	только благодаря	2	1
804	в такой	1	1
805	оно имеет	1	1
806	которые не	2	1
807	еще от	1	1
808	для автора	1	1
809	во все	1	1
810	лица по	1	1
811	не существует	8	1
812	ее к	2	1
813	может так	1	1
814	а стало	1	1
815	она же	1	1
816	к становлению	1	1
817	видно что	2	1
818	то это	6	1
819	среди всех	1	1
820	к мифу	3	1
821	как духовная	1	1
822	можно констатировать	1	1
823	характеризуется не	1	1
824	о чем-то	3	1
825	раз и	2	1
826	об ее	3	1
827	наука не	10	1
828	он был	1	1
829	может избежать	1	1
830	что всякое	1	1
831	даже и	3	1
832	начиная от	1	1
833	разговор на	1	1
834	но даже	1	1
835	миф это	1	1
836	в каких	2	1
837	но эти	1	1
838	что первая	1	1
839	с другим	1	1
840	быть выведена	1	1
841	из их	1	1
842	вяч иванова	1	1
843	могут не	1	1
844	она вся	1	1
845	с самой	1	1
846	взаимоотношения с	1	1
847	не об	1	1
848	вещами и	1	1
849	вообще но	1	1
850	превращается в	2	1
851	для своей	1	1
852	в смысле	5	1
853	не что	4	1
854	так же	6	1
855	где и	2	1
856	приводила к	1	1
857	и начинает	2	1
858	каждая вещь	2	1
859	в глаза	1	1
860	всего что	1	1
861	и остается	2	1
862	именно такого	1	1
863	но ни	1	1
864	и еще	4	1
865	не становится	1	1
866	если это	3	1
867	ней и	1	1
868	себе черты	1	1
869	с магическими	1	1
870	почему и	1	1
871	наряду с	1	1
872	места для	1	1
873	именно так	1	1
874	следующим образом	1	1
875	быть в	5	1
876	и тепла	1	1
877	как я	3	1
878	когда наука	1	1
879	учения об	1	1
880	она тут	1	1
881	так не	1	1
882	теории и	1	1
883	а со	1	1
884	без которой	1	1
885	также является	1	1
886	в сфере	2	1
887	как такое	1	1
888	от себя	1	1
889	чувства в	1	1
890	процессов но	1	1
891	или нет	6	1
892	уже по	1	1
893	в системе	2	1
894	эпохи то	1	1
895	определение и	1	1
896	ни даже	1	1
897	но сама	1	1
898	и выражения	1	1
899	поэзия не	1	1
900	действительно в	2	1
901	на них	1	1
902	того о	1	1
903	свою голову	1	1
904	себе самом	2	1
905	другого это	1	1
906	представить себе	2	1
907	совершенно иными	1	1
908	только не	2	1
909	не зная	2	1
910	в повествовании	1	1
911	и мы	8	1
912	то оно	4	1
913	она и	2	1
914	как такового	1	1
915	чужой психики	1	1
916	менее в	1	1
917	что иное	4	1
918	только лишь	1	1
919	в состоянии	2	1
920	из повседневной	1	1
921	для которой	1	1
922	покоя как	1	1
923	аффектов и	1	1
924	ним в	1	1
925	тогда и	2	1
926	миф в	1	1
927	но от	1	1
928	не должна	2	1
929	лежали в	1	1
930	даже наиболее	1	1
931	та которой	1	1
932	бы утверждать	1	1
933	одному и	1	1
934	или иную	1	1
935	жизни она	1	1
936	фигура не	1	1
937	выдержанные в	1	1
938	свет и	2	1
939	все прочие	1	1
940	о субъективности	1	1
941	веры а	1	1
942	у баратынского	3	1
943	не была	1	1
944	положение и	1	1
945	одно а	1	1
946	сознания на	2	1
947	не говорит	4	1
948	и принципиальная	1	1
949	всех его	1	1
950	но совершенно	2	1
951	человеческая жизнь	1	1
952	и чисто	1	1
953	миф который	1	1
954	которое в	2	1
955	от света	2	1
956	быть только	3	1
957	может трактоваться	1	1
958	есть само	1	1
959	в конце	5	1
960	в таком	4	1
961	времени как	1	1
962	или иная	4	1
963	мере того	1	1
964	выходя за	2	1
965	из мифа	4	1
966	не остается	2	1
967	оно в	1	1
968	исторического развития	1	1
969	человек и	2	1
970	учение о	11	1
971	в связи	3	1
972	с жизнью	1	1
973	между ними	1	1
974	встречается в	1	1
975	я всегда	3	1
976	в установлении	1	1
977	и именно	1	1
978	всего он	1	1
979	на который	1	1
980	которые существенно	1	1
981	сознания как	1	1
982	от этого	5	1
983	уже давно	2	1
984	это путь	1	1
985	и следовательно	7	1
986	но исключительно	1	1
987	здесь ни	1	1
988	конечно как	1	1
989	точек зрения	3	1
990	из одного	1	1
991	не индивидуален	1	1
992	в других	1	1
993	но к	2	1
994	жизни где	1	1
995	сих пор	4	1
996	если механизм	1	1
997	бы в	3	1
998	последнем случае	1	1
999	двух миров	1	1
1000	ядро и	1	1
1001	и жизненная	1	1
1002	что хотя	1	1
1003	на которую	1	1
1004	нас она	1	1
1005	проявляет себя	1	1
1006	именно как	2	1
1007	однако так	1	1
1008	что такое	13	1
1009	ибо только	1	1
1010	возникает из	1	1
1011	в вечность	1	1
1012	не он	1	1
1013	он вступает	1	1
1014	можно принять	1	1
1015	бытия но	1	1
1016	и осмысления	2	1
1017	играет роль	1	1
1018	говорил о	2	1
1019	есть мы	1	1
1020	выражаем свое	1	1
1021	действие в	1	1
1022	все остальные	1	1
1023	образ не	3	1
1024	другом и	1	1
1025	сюда же	1	1
1026	не дает	1	1
1027	не отличаются	2	1
1028	быть осуществлено	1	1
1029	фактической реальности	1	1
1030	для понятия	1	1
1031	или же	1	1
1032	в развитии	1	1
1033	не будет	2	1
1034	однако эта	1	1
1035	на нем	2	1
1036	я бы	1	1
1037	субъекта это	1	1
1038	не лишая	1	1
1039	ним он	1	1
1040	когда на	1	1
1041	именно и	2	1
1042	этого является	1	1
1043	и является	2	1
1044	еще для	1	1
1045	таково же	4	1
1046	к ее	1	1
1047	но только	6	1
1048	между внутренним	1	1
1049	вечности то	1	1
1050	научного знания	1	1
1051	но об	1	1
1052	даже не	4	1
1053	этом смысле	4	1
1054	общая идея	1	1
1055	где все	1	1
1056	уже одно	1	1
1057	отношения с	1	1
1058	суть не	2	1
1059	то или	5	1
1060	в москве	2	1
1061	или иное	5	1
1062	мы еще	2	1
1063	когда мы	3	1
1064	самых ранних	1	1
1065	как известно	3	1
1066	наукой или	2	1
1067	мир на	1	1
1068	никакого отношения	1	1
1069	но без	3	1
1070	исключительно в	1	1
1071	же самого	2	1
1072	природы и	2	1
1073	мы называем	1	1
1074	время на	1	1
1075	отличалось от	1	1
1076	как миф	1	1
1077	но есть	2	1
1078	не входят	1	1
1079	как всегда	1	1
1080	опору для	1	1
1081	наука как	5	1
1082	даже если	4	1
1083	время однако	1	1
1084	если будут	1	1
1085	почти всех	1	1
1086	так что	21	1
1087	в некотором	1	1
1088	содержание и	2	1
1089	образом в	1	1
1090	в общем	2	1
1091	надо к	1	1
1092	например о	1	1
1093	миром в	1	1
1094	есть все	2	1
1095	из этого	2	1
1096	процесса и	1	1
1097	как система	1	1
1098	которые были	2	1
1099	оно может	1	1
1100	там где	1	1
1101	для которых	1	1
1102	во время	2	1
1103	этом не	1	1
1104	и чем	1	1
1105	своей роли	1	1
1106	ту самую	1	1
1107	мире как	1	1
1108	грань между	5	1
1109	лишь его	1	1
1110	по причине	1	1
1111	можно только	4	1
1112	были бы	3	1
1113	от нее	1	1
1114	всем потому	1	1
1115	образом и	3	1
1116	до сих	4	1
1117	существования и	1	1
1118	я уже	2	1
1119	и здесь	1	1
1120	и поэтическое	1	1
1121	достоевского в	1	1
1122	данной сферы	1	1
1123	как таковой	6	1
1124	более глубоком	1	1
1125	понятие и	1	1
1126	такова же	1	1
1127	и сейчас	3	1
1128	душа в	1	1
1129	в случаях	1	1
1130	к одной	1	1
1131	искусству вообще	1	1
1132	почти не	3	1
1133	ним и	1	1
1134	если же	2	1
1135	оно было	1	1
1136	не идет	2	1
1137	образа и	2	1
1138	что это	21	1
1139	становление и	3	1
1140	это уже	2	1
1141	что бывает	1	1
1142	не были	1	1
1143	никак не	6	1
1144	сам по	8	1
1145	мы в	2	1
1146	к выводу	2	1
1147	науки и	5	1
1148	схемы и	1	1
1149	для них	1	1
1150	показать на	1	1
1151	самого по	3	1
1152	мере и	1	1
1153	можно было	5	1
1154	под этим	1	1
1155	только еще	2	1
1156	субъекта или	1	1
1157	как о	2	1
1158	со всеми	2	1
1159	от их	2	1
1160	поэтому и	3	1
1161	так или	3	1
1162	с ними	4	1
1163	отличаются от	1	1
1164	которое как	2	1
1165	тут все	1	1
1166	что у	3	1
1167	подлинная жизнь	1	1
1168	с целью	3	1
1169	видеть как	1	1
1170	не свойственно	1	1
1171	как при	1	1
1172	из литературы	1	1
1173	разных степеней	2	1
1174	тоже не	2	1
1175	же о	1	1
1176	и действительно	1	1
1177	то время	3	1
1178	это время	3	1
1179	значения и	1	1
1180	но наука	3	1
1181	в одних	1	1
1182	возможности и	1	1
1183	может стать	1	1
1184	солнца и	1	1
1185	при более	1	1
1186	можно даже	1	1
1187	и так	2	1
1188	глубине и	1	1
1189	этим в	1	1
1190	никто не	2	1
1191	странное и	1	1
1192	бы не	1	1
1193	поэзии и	4	1
1194	своего предмета	2	1
1195	том как	1	1
1196	сравнению с	2	1
1197	зависимости от	2	1
1198	законченной и	1	1
1199	этого далеко	1	1
1200	говорить и	1	1
1201	эта последняя	1	1
1202	друг от	1	1
1203	которая не	2	1
1204	есть она	1	1
1205	в каком	10	1
1206	на своем	1	1
1207	своей жизни	1	1
1208	и читатель	1	1
1209	не рассматривается	1	1
1210	на другие	1	1
1211	этого движения	1	1
1212	к богу	3	1
1213	было у	1	1
1214	эта особенность	1	1
1215	нечто более	1	1
1216	нет ничего	1	1
1217	но тут	3	1
1218	картины природы	1	1
1219	его и	1	1
1220	наука в	1	1
1221	этом пункте	1	1
1222	разные времена	1	1
1223	к счастью	1	1
1224	бы и	4	1
1225	акт в	1	1
1226	где нет	1	1
1227	есть основания	1	1
1228	их самих	1	1
1229	вернемся к	1	1
1230	совершенно иной	1	1
1231	ставит себя	1	1
1232	годунов и	1	1
1233	мира как	1	1
1234	и заключается	1	1
1235	то и	3	1
1236	задний план	1	1
1237	и между	1	1
1238	нет у	1	1
1239	изображения и	1	1
1240	и достаточно	1	1
1241	связана с	1	1
1242	наконец в	1	1
1243	того чтобы	1	1
1244	и если	5	1
1245	сознание и	1	1
1246	мифа так	1	1
1247	это то	1	1
1248	по сравнению	2	1
1249	это только	3	1
1250	в отдельности	3	1
1251	не быть	3	1
1252	этот аспект	1	1
1253	их вполне	1	1
1254	личности но	1	1
1255	обойтись без	1	1
1256	развития и	2	1
1257	к прямому	1	1
1258	жизнь с	1	1
1259	то все	1	1
1260	но о	1	1
1261	или иных	1	1
1262	природы в	1	1
1263	вполне ясным	1	1
1264	о своем	2	1
1265	только тем	1	1
1266	друга и	1	1
1267	реальности в	1	1
1268	только это	1	1
1269	малого объема	1	1
1270	как например	2	1
1271	котором нет	1	1
1272	если их	1	1
1273	свое существование	1	1
1274	потому и	2	1
1275	в расчет	1	1
1276	мне не	2	1
1277	на что	3	1
1278	самых простых	1	1
1279	может ли	1	1
1280	что здесь	4	1
1281	нет и	2	1
1282	но который	1	1
1283	утверждаю что	6	1
1284	как некое	1	1
1285	мог бы	3	1
1286	чем она	2	1
1287	он все	1	1
1288	начиная с	1	1
1289	разделить с	1	1
1290	нами два	1	1
1291	какой она	1	1
1292	действия не	1	1
1293	но именно	1	1
1294	в образе	1	1
1295	мира где	1	1
1296	для выявления	1	1
1297	субъектом и	1	1
1298	в определенную	1	1
1299	добра и	1	1
1300	мысли не	1	1
1301	формы для	1	1
1302	и проч	1	1
1303	научная теория	1	1
1304	не стоит	2	1
1305	но если	6	1
1306	на примерах	2	1
1307	архитектоническая форма	1	1
1308	в понимании	1	1
1309	связано с	2	1
1310	именно этот	1	1
1311	только потому	4	1
1312	свойственна и	1	1
1313	специальная сфера	1	1
1314	точку зрения	3	1
1315	тот же	1	1
