N	2gram	Bakhtin_KF	Komedia
130	и ее	2	8
131	место в	6	8
132	и к	1	7
133	мы найдем	1	7
134	дело с	2	7
135	в результате	1	7
136	в этих	1	7
137	равно как	1	7
138	себе в	1	7
139	во всяком	1	7
140	вопрос о	2	7
141	хотя бы	5	7
142	в другом	3	7
143	бы то	2	7
144	ни было	4	7
145	и это	12	7
146	и тот	3	7
147	в себе	21	7
148	к его	1	7
149	не имеет	6	7
150	не является	1	7
151	и во	1	7
152	до конца	3	7
153	всяком случае	1	7
154	для нас	4	7
155	должен был	1	7
156	отнюдь не	7	7
157	и о	1	7
158	еще более	2	6
159	его от	1	6
160	в виду	3	6
161	с собой	1	6
162	в своих	4	6
163	до того	1	6
164	не мог	1	6
165	и он	1	6
166	с точки	10	6
167	что не	3	6
168	на этом	1	6
169	не дает	3	6
170	и тем	3	6
171	могут быть	3	6
172	всего в	1	6
173	на ее	1	6
174	никто не	1	6
175	как из	1	6
176	а не	17	6
177	нет и	3	6
178	главным образом	1	6
179	в области	2	6
180	тем не	2	6
181	здесь в	1	6
182	или в	1	6
183	в какой	1	6
184	и как	2	6
185	на то	1	6
186	это было	2	6
187	во второй	1	6
188	когда он	1	6
189	а по	2	6
190	из всех	1	5
191	в первом	1	5
192	именно в	5	5
193	его на	2	5
194	в это	2	5
195	в действительности	1	5
196	любви к	1	5
197	к ним	4	5
198	от них	1	5
199	тем же	1	5
200	себя в	8	5
201	никогда не	5	5
202	и мы	2	5
203	в ее	17	5
204	чем в	1	5
205	но он	1	5
206	в мире	8	5
207	между собой	1	5
208	в каждом	3	5
209	действия в	1	5
210	все остальные	2	5
211	в первой	1	5
212	и от	1	5
213	что это	4	5
214	здесь нет	3	5
215	приводит к	1	5
216	ему и	1	5
217	признать что	1	5
218	конечно не	7	5
219	у меня	1	5
220	и теперь	1	5
221	же самое	1	5
222	той же	1	5
223	что я	5	5
224	в сознании	2	5
225	здесь и	1	5
226	это не	10	5
227	мы имеем	5	5
228	он и	2	5
229	же не	1	5
230	и я	6	5
231	отказаться от	2	5
232	от того	3	5
233	жизни и	8	5
234	для этого	2	5
235	мира в	6	5
236	следует что	1	4
237	тем как	3	4
238	в принципе	2	4
239	него в	1	4
240	в духе	1	4
241	их в	1	4
242	время от	1	4
243	из себя	11	4
244	может служить	1	4
245	его не	1	4
246	одна из	1	4
247	к этим	1	4
248	ближе к	3	4
249	к человеку	1	4
250	и этим	3	4
251	одно из	1	4
252	это слово	1	4
253	не о	2	4
254	как его	4	4
255	не остается	2	4
256	я не	6	4
257	между ними	1	4
258	в себя	8	4
259	здесь мы	4	4
260	можно сделать	1	4
261	что эта	2	4
262	по своей	1	4
263	с которым	1	4
264	образом в	1	4
265	не случайно	1	4
266	был бы	3	4
267	за свое	4	4
268	бы не	3	4
269	нет ничего	1	4
270	что мы	1	4
271	в трагедии	1	4
272	ничем не	1	4
273	второй половине	1	4
274	видеть в	1	4
275	все равно	1	4
276	а то	1	4
277	времени и	4	4
278	что ему	1	4
279	за его	1	4
280	такой же	1	4
281	мог бы	1	4
282	и их	6	4
283	пор не	1	4
284	не следует	2	4
285	чтобы не	2	4
286	бы он	2	4
287	всем том	1	4
288	нуждается в	1	4
289	в основе	5	4
290	во всем	7	3
291	от него	3	3
292	за исключением	1	3
293	всю свою	1	3
294	за собой	1	3
295	по себе	2	3
296	конечном счете	1	3
297	если он	1	3
298	в соответствии	2	3
299	только для	1	3
300	сам же	1	3
301	чувствует себя	1	3
302	и мысли	1	3
303	выходит из	1	3
304	из жизни	1	3
305	только на	1	3
306	и когда	2	3
307	людей и	3	3
308	от своего	1	3
309	всего этого	1	3
310	соответствии с	2	3
311	в нашем	1	3
312	находится в	1	3
313	что именно	1	3
314	но там	1	3
315	не найдем	1	3
316	время и	5	3
317	оказался в	1	3
318	и за	2	3
319	противоречие между	1	3
320	отношения к	1	3
321	от этого	2	3
322	в эту	1	3
323	не был	1	3
324	остается в	1	3
325	а с	2	3
326	не он	1	3
327	ли это	2	3
328	для этой	3	3
329	ни одно	5	3
330	не раз	1	3
331	могла бы	4	3
332	и есть	10	3
333	однако по	1	3
334	в один	1	3
335	на месте	1	3
336	не делает	1	3
337	от до	1	3
338	его с	2	3
339	для себя	7	3
340	и из	1	3
341	не более	1	3
342	до этого	1	3
343	если это	1	3
344	и начало	1	3
345	как о	1	3
346	с ними	4	3
347	его и	2	3
348	совершенно не	7	3
349	ни у	2	3
350	относится к	1	3
351	и уже	1	3
352	чем не	4	3
353	было и	2	3
354	если мы	1	3
355	только при	1	3
356	том же	1	3
357	его для	1	3
358	могли быть	1	3
359	как к	2	3
360	ему в	2	3
361	в единственном	10	3
362	предположение что	1	3
363	не являются	1	3
364	в виде	2	3
365	и эта	2	3
366	на все	1	3
367	один и	3	3
368	нисколько не	4	3
369	полагать что	1	3
370	должен быть	7	3
371	и таким	1	3
372	в одной	1	3
373	жизнь и	2	3
374	ко всему	5	3
375	и потому	2	3
376	а к	1	3
377	а как	2	3
378	она не	2	3
379	но при	1	3
380	только как	4	3
381	не с	1	3
382	конечно в	2	3
383	в большинстве	1	3
384	они не	1	3
385	включая сюда	2	3
386	это в	1	3
387	не к	1	3
388	в душе	1	2
389	чтобы дать	2	2
390	и очень	1	2
391	же и	1	2
392	более что	1	2
393	нечто подобное	1	2
394	не как	4	2
395	связь с	1	2
396	даже для	1	2
397	ни одна	2	2
398	жизнь в	1	2
399	к которой	2	2
400	превращается в	1	2
401	вся его	1	2
402	отношению ко	4	2
403	меня в	3	2
404	поскольку же	1	2
405	это противопоставление	4	2
406	и специально	2	2
407	поскольку он	3	2
408	от своей	5	2
409	себя от	1	2
410	в жизнь	1	2
411	мысли что	1	2
412	которой он	2	2
413	отсюда и	3	2
414	она могла	2	2
415	не должен	3	2
416	в этот	1	2
417	поэтому мы	1	2
418	для которого	3	2
419	этот человек	1	2
420	такая же	1	2
421	в реальном	1	2
422	что все	1	2
423	в зависимости	1	2
424	были в	1	2
425	от себя	10	2
426	чувства в	1	2
427	мы видим	1	2
428	собой и	1	2
429	она и	1	2
430	менее в	1	2
431	первом случае	1	2
432	ним в	1	2
433	всех остальных	1	2
434	к выводу	1	2
435	и сама	1	2
436	они будут	1	2
437	этого человека	1	2
438	не была	1	2
439	в конечном	1	2
440	и можно	1	2
441	я и	5	2
442	и она	2	2
443	на волю	2	2
444	большинстве случаев	1	2
445	между прочим	1	2
446	рядом с	3	2
447	его жизни	3	2
448	представляется нам	1	2
449	точек зрения	1	2
450	в смысле	6	2
451	в философии	1	2
452	а для	2	2
453	и мир	2	2
454	в лучшем	1	2
455	мы уже	1	2
456	эти слова	1	2
457	ту же	1	2
458	совсем не	2	2
459	на чем	1	2
460	на нем	2	2
461	и та	3	2
462	бы его	1	2
463	но нет	2	2
464	но прежде	1	2
465	что только	2	2
466	ней в	1	2
467	бы ни	1	2
468	с ее	2	2
469	гораздо более	2	2
470	наше время	1	2
471	меня и	3	2
472	не будет	2	2
473	образом и	1	2
474	живет в	1	2
475	должна быть	4	2
476	в жизни	2	2
477	есть для	1	2
478	содержания и	2	2
479	это уже	2	2
480	сводится к	2	2
481	со всеми	2	2
482	однако что	2	2
483	с целью	1	2
484	и поскольку	1	2
485	этом смысле	3	2
486	для каждого	1	2
487	и так	1	2
488	жизни в	5	2
489	себя и	5	2
490	в известном	1	2
491	нет в	4	2
492	не спасает	1	2
493	это дело	1	2
494	это только	2	2
495	быть не	2	2
496	котором он	3	2
497	зависимости от	1	2
498	слова и	1	2
499	с которой	1	2
500	именно на	2	2
501	эта мысль	1	2
502	в которую	1	2
503	отношении к	2	2
504	и до	1	2
505	в каком	4	2
506	связанных с	1	2
507	имеем в	2	2
508	таким путем	1	2
509	и под	2	2
510	признания в	1	2
511	нем не	2	2
512	ее не	1	2
513	лучше всего	1	2
514	который по	1	2
515	во втором	1	2
516	здесь не	3	2
517	сама она	1	2
518	только с	3	2
519	но это	6	2
520	в ту	2	2
521	поэтому он	1	2
522	именно к	1	2
523	ответственность за	2	2
524	и всякий	1	2
525	мир в	12	2
526	основе своей	2	2
527	для него	13	2
528	не для	1	2
529	не отличаются	1	2
530	я теперь	1	2
531	того что	3	2
532	в литературе	1	2
533	о нем	4	2
534	ее в	1	2
535	где он	3	2
536	бы и	3	2
537	была бы	1	2
538	формы и	1	2
539	чтобы я	1	2
540	этого не	1	2
541	как этот	1	2
542	места в	4	2
543	которые как	1	2
544	в стороне	1	2
545	все эти	11	2
546	а их	1	2
547	при таком	1	2
548	что между	1	2
549	войти в	3	2
550	попытка найти	1	2
551	особенно в	1	2
552	в форме	1	2
553	его к	2	2
554	ко мне	6	2
555	что эти	1	2
556	сказать и	1	2
557	но его	1	2
558	которого и	2	2
559	и только	7	2
560	она должна	1	2
561	дело не	2	2
562	и может	3	2
563	не знаю	1	2
564	свою жизнь	2	2
565	с ней	1	2
566	тем самым	4	2
567	как не	1	2
568	человека и	3	2
569	с человеком	3	2
570	бы по	1	2
571	скорее наоборот	1	2
572	помнить что	1	2
573	сказать в	1	2
574	здесь же	1	2
575	политики и	1	2
576	ни был	2	2
577	плача и	1	2
578	которой мы	1	2
579	остается только	1	2
580	к действительности	1	1
581	было показано	1	1
582	можно говорить	1	1
583	и мира	1	1
584	ее основных	1	1
585	в момент	3	1
586	познания и	4	1
587	нем в	1	1
588	что был	1	1
589	ли его	1	1
590	нее в	2	1
591	или нет	1	1
592	эта же	1	1
593	границу между	1	1
594	и говорить	1	1
595	конкретными чертами	1	1
596	ответственности и	2	1
597	как единственного	2	1
598	расположены в	1	1
599	только за	1	1
600	в различных	1	1
601	которой все	2	1
602	содержание ее	1	1
603	он имеет	2	1
604	всю историю	1	1
605	отсюда его	1	1
606	мысль о	1	1
607	еще отчетливее	1	1
608	но нельзя	1	1
609	поступок в	6	1
610	единственного и	2	1
611	слово может	1	1
612	она является	1	1
613	на степень	2	1
614	выражено в	1	1
615	места и	4	1
616	стороны в	3	1
617	я могу	5	1
618	самого и	1	1
619	в последнем	1	1
620	есть тот	1	1
621	как таковой	1	1
622	а именно	1	1
623	выход из	2	1
624	отличается от	1	1
625	себя не	3	1
626	но мы	1	1
627	не понимая	1	1
628	действительности а	1	1
629	где и	1	1
630	действительности в	2	1
631	в данном	2	1
632	шире и	1	1
633	и такие	1	1
634	будет и	1	1
635	и переживает	1	1
636	нет ибо	1	1
637	моего в	1	1
638	что мне	1	1
639	другого а	1	1
640	чем я	1	1
641	входит в	4	1
642	но этот	2	1
643	и другой	1	1
644	из их	1	1
645	здесь ее	2	1
646	для нее	9	1
647	иногда не	1	1
648	положений и	1	1
649	между отдельными	1	1
650	входящего в	1	1
651	можно исправить	1	1
652	быть таким	1	1
653	значительной степени	1	1
654	новизна его	1	1
655	и другую	1	1
656	их для	2	1
657	стал бы	2	1
658	точке зрения	1	1
659	теперь к	1	1
660	и себя	1	1
661	ты должен	1	1
662	но ни	2	1
663	уверенность что	1	1
664	настоящее время	1	1
665	по которой	1	1
666	ее как	2	1
667	в контексте	5	1
668	ли она	1	1
669	на которого	1	1
670	это что	1	1
671	в данной	1	1
672	исходит из	1	1
673	события если	1	1
674	отказу от	1	1
675	и всякого	1	1
676	этот момент	7	1
677	особенно часто	1	1
678	были бы	2	1
679	в системе	1	1
680	не просто	1	1
681	но сама	1	1
682	исправить дело	1	1
683	в чужой	1	1
684	и весь	4	1
685	только не	1	1
686	нему в	4	1
687	которой я	2	1
688	и совершенно	3	1
689	ее и	6	1
690	не противоречит	1	1
691	правда его	1	1
692	содержится в	1	1
693	от его	5	1
694	котором и	3	1
695	на том	1	1
696	а тот	1	1
697	конца в	1	1
698	быть в	4	1
699	в моей	1	1
700	обоснование в	1	1
701	к идеалу	1	1
702	то для	1	1
703	но поскольку	1	1
704	каком-то безвоздушном	1	1
705	о принципиальной	1	1
706	культуры на	1	1
707	я во	1	1
708	так по	1	1
709	в третьем	1	1
710	если оно	1	1
711	первая часть	1	1
712	во всей	4	1
713	бы только	1	1
714	или не	1	1
715	ее от	2	1
716	человек а	1	1
717	всех его	2	1
718	быть только	8	1
719	всем что	1	1
720	на характер	1	1
721	ссылки на	1	1
722	человек и	2	1
723	он ни	2	1
724	и само	2	1
725	себя как	2	1
726	все сплошь	1	1
727	сознания как	2	1
728	во главе	2	1
729	для решения	1	1
730	следовательно и	1	1
731	если я	2	1
732	где под	1	1
733	возможности для	1	1
734	нас от	1	1
735	людьми и	1	1
736	а только	1	1
737	ей для	1	1
738	много и	1	1
739	не прибавляет	1	1
740	доказать свое	1	1
741	могло бы	4	1
742	условия и	1	1
743	ли кто-нибудь	1	1
744	из другого	1	1
745	той или	3	1
746	понятий и	1	1
747	вошли в	2	1
748	дать а	1	1
749	только от	1	1
750	именно как	1	1
751	но как	5	1
752	прибавить и	1	1
753	противопоставление в	1	1
754	подобная нравственная	1	1
755	как истинного	1	1
756	мысль и	2	1
757	он его	1	1
758	событие как	1	1
759	принципов и	1	1
760	выдержаны в	1	1
761	когда я	3	1
762	нужен в	1	1
763	к любви	1	1
764	здесь на	1	1
765	активность не	1	1
766	причина его	1	1
767	имеет для	1	1
768	всякий другой	1	1
769	и затем	1	1
770	в современной	3	1
771	миру и	1	1
772	где все	1	1
773	основных линий	1	1
774	это может	1	1
775	установить даже	1	1
776	над ним	1	1
777	мы здесь	3	1
778	себя за	2	1
779	а тем	1	1
780	всякого другого	1	1
781	нем и	3	1
782	я в	1	1
783	и единственное	5	1
784	человека его	1	1
785	конца и	1	1
786	не видя	1	1
787	культуры и	5	1
788	и никогда	1	1
789	его как	5	1
790	и др	1	1
791	мысль в	1	1
792	подойти к	1	1
793	мы будем	1	1
794	все остальное	2	1
795	всю жизнь	1	1
796	в противном	1	1
797	она только	1	1
798	бы быть	5	1
799	к живому	1	1
800	там где	5	1
801	из первоначального	1	1
802	приходится признать	1	1
803	или иного	3	1
804	в него	2	1
805	до абсурда	1	1
806	себе как	2	1
807	можно игнорировать	1	1
808	он должен	1	1
809	одного и	2	1
810	было с	1	1
811	страшная и	1	1
812	любви и	1	1
813	можно только	1	1
814	для самого	1	1
815	с волей	1	1
816	всех отношениях	2	1
817	власть народа	1	1
818	в содержании	1	1
819	его итак	1	1
820	и этот	3	1
821	само слово	1	1
822	что кто-то	1	1
823	одном случае	1	1
824	как с	1	1
825	то есть	1	1
826	жизни а	1	1
827	в специальном	1	1
828	других и	1	1
829	оно могло	1	1
830	во власти	1	1
831	смысле слова	1	1
832	и менее	1	1
833	освободиться от	1	1
834	мысль не	2	1
835	впрочем в	1	1
836	выдает свою	1	1
837	и должен	2	1
838	всех других	2	1
839	находятся в	1	1
840	нравственных норм	1	1
841	при различных	1	1
842	уже нет	1	1
843	акта в	2	1
844	все границы	1	1
845	его никогда	1	1
846	слова мы	1	1
847	совершенно несправедливо	1	1
848	дать в	1	1
849	поэтому и	1	1
850	вышла из	1	1
851	представлен как	1	1
852	но только	1	1
853	вместо того	1	1
854	отличаются от	1	1
855	в заблуждение	1	1
856	ни о	1	1
857	содержание и	2	1
858	эстетики и	1	1
859	человека как	1	1
860	и будет	1	1
861	и действительно	6	1
862	говорить в	1	1
863	относятся к	1	1
864	норм не	1	1
865	которые могут	1	1
866	любовь по	1	1
867	меня я	1	1
868	правда не	1	1
869	землю и	1	1
870	может не	2	1
871	при всех	1	1
872	бы себя	1	1
873	эта последняя	1	1
874	всей своей	2	1
875	на своем	3	1
876	ничего общего	2	1
877	к той	1	1
878	который и	1	1
879	что мотивы	1	1
880	друг против	1	1
881	все они	2	1
882	спорить о	1	1
883	ни к	2	1
884	мне до	2	1
885	и разрешает	1	1
886	моей жизни	4	1
887	в конкретной	3	1
888	вытекает из	2	1
889	близости к	1	1
890	как целое	1	1
891	или своей	1	1
892	что ей	1	1
893	как начало	1	1
894	допускает что	1	1
895	не имеют	1	1
896	и видит	1	1
897	со всех	1	1
898	оба эти	2	1
899	совпадает с	1	1
900	задний план	1	1
901	нет даже	1	1
902	в значительной	1	1
903	переходя теперь	1	1
904	мы ничего	1	1
905	на основе	7	1
906	и помнить	1	1
907	вышел из	1	1
908	пока я	1	1
909	не это	1	1
910	нашей работы	1	1
911	пред тобой	1	1
912	не могло	1	1
913	значение для	1	1
914	черты и	1	1
915	разве не	2	1
916	в мир	2	1
917	содержание которое	1	1
918	и находит	1	1
919	а изображение	1	1
920	отнесение его	1	1
921	как свой	1	1
922	элемента в	1	1
923	в единственной	1	1
924	к двум	1	1
925	нас важно	2	1
926	далеко от	1	1
927	конечно когда	1	1
928	к миру	1	1
929	он может	2	1
930	него самого	1	1
931	быть все	4	1
932	этого слова	2	1
933	как-то не	1	1
934	если ты	3	1
935	работая над	1	1
936	месте в	1	1
937	из него	4	1
938	не из	2	1
939	в настоящее	1	1
940	нее и	1	1
941	себя других	1	1
942	другого и	2	1
943	также у	1	1
944	или другой	1	1
945	меня не	4	1
946	и каждый	1	1
947	жизни но	3	1
948	события и	2	1
949	постольку поскольку	2	1
950	различны в	1	1
951	вокруг него	2	1
952	со мной	7	1
953	знать и	1	1
954	здесь есть	1	1
955	за которую	1	1
956	всех сторон	1	1
957	в последней	1	1
958	и того	2	1
959	не будем	1	1
960	безвоздушном пространстве	1	1
961	одна и	2	1
962	чего не	2	1
963	этого акта	1	1
964	культуры в	1	1
965	дела о	1	1
966	участия в	1	1
967	будет ли	2	1
968	от времени	1	1
969	было будет	1	1
970	на самом	3	1
971	сюда и	2	1
972	ее содержания	1	1
973	он становится	1	1
974	смысле этого	1	1
975	содержанием в	1	1
976	различия между	1	1
977	отступает на	1	1
978	только он	1	1
979	ясен и	1	1
980	включить этот	1	1
981	и единственного	12	1
982	жизни это	1	1
983	что уже	1	1
984	когда этика	1	1
985	дело в	2	1
986	та же	3	1
987	себя а	4	1
988	другой и	1	1
989	я оказался	1	1
990	своей функции	1	1
991	внимание в	1	1
992	бы более	1	1
993	что этот	3	1
994	только возможные	1	1
995	меня с	1	1
996	говорить об	1	1
997	если и	1	1
998	в весьма	1	1
999	можно выразить	1	1
1000	противном случае	1	1
1001	мира и	4	1
1002	не от	1	1
1003	остановимся на	1	1
1004	против друга	1	1
1005	в противопоставлении	1	1
1006	но уже	1	1
1007	сделать ее	1	1
1008	вследствие чего	1	1
1009	для нашей	1	1
1010	бы совершенно	1	1
1011	ты хочешь	2	1
1012	признание и	1	1
1013	как все	1	1
1014	но конечно	3	1
1015	другом случае	1	1
1016	основе его	1	1
1017	и справедливости	1	1
1018	отказа от	1	1
1019	конечно это	1	1
1020	того или	3	1
1021	мира как	2	1
1022	и эти	2	1
1023	спросить в	1	1
1024	только к	1	1
1025	число таких	1	1
1026	же с	2	1
1027	стороны нет	1	1
1028	человека этическое	1	1
1029	возможны и	1	1
1030	на задний	1	1
1031	не могу	3	1
1032	будет со	1	1
1033	человека все	1	1
1034	он принимает	1	1
1035	ни один	1	1
1036	и ни	3	1
1037	также и	1	1
1038	о возможности	1	1
1039	но всегда	2	1
1040	человеком как	1	1
1041	всю правду	1	1
1042	сделало их	1	1
1043	мы должны	1	1
1044	в искусстве	1	1
1045	быть и	3	1
1046	можно конечно	1	1
1047	и эстетической	1	1
1048	самое что	1	1
1049	каждый раз	1	1
1050	ним как	1	1
1051	говоря о	1	1
1052	этот факт	2	1
1053	стороны его	1	1
1054	нет не	1	1
1055	думать что	2	1
1056	и всех	2	1
1057	к отказу	1	1
1058	другой в	1	1
1059	же на	1	1
1060	за этим	1	1
1061	по всей	1	1
1062	воплощается в	1	1
1063	само по	1	1
1064	можно сказать	1	1
1065	сторона была	1	1
1066	эту мысль	1	1
1067	в чисто	1	1
1068	занимают в	1	1
1069	или иной	2	1
1070	же будет	1	1
1071	но о	1	1
1072	том случае	1	1
1073	делает возможным	1	1
1074	человек не	2	1
1075	ответственного за	1	1
1076	от ответственности	1	1
1077	ведь и	1	1
1078	лучшем случае	1	1
1079	к совершенно	1	1
1080	в каком-то	1	1
1081	вместо двух	1	1
1082	не можем	1	1
1083	себе и	3	1
1084	и наконец	1	1
1085	тот в	1	1
1086	и определенная	1	1
1087	момент его	9	1
1088	возможна только	1	1
