N	3gram	Propp_Russ	Komedia
124	к заключению что	1	1
125	потому что она	1	1
126	и после этого	1	1
127	только разницей что	1	1
128	на интересующие нас	1	1
129	как мы уже	2	1
130	совершенно очевидно что	2	1
131	одного и того	1	1
132	как это не	1	1
133	из них в	1	1
134	как например в	1	1
135	ничего общего с	1	1
136	в доме и	1	1
137	а между тем	1	1
138	как это имело	1	1
139	даже если бы	1	1
140	не отличаются от	1	1
141	по существу не	1	1
142	бросается в глаза	3	1
143	по аналогии с	1	1
144	слово в слово	1	1
145	из своей среды	1	1
146	не могла быть	1	1
147	в один из	1	1
148	всех других случаях	1	1
149	из составных частей	1	1
150	в данном случае	7	1
151	можно говорить о	1	1
152	и у других	1	1
153	отсюда видно что	1	1
154	народ и его	1	1
155	мы уже знаем	2	1
156	не имеет ничего	1	1
157	об этом не	1	1
158	и того же	1	1
159	в других случаях	2	1
160	собой и все	1	1
161	том что они	1	1
162	по этому поводу	3	1
163	во всех других	1	1
164	для нас важно	1	1
165	оно все же	1	1
166	и во время	1	1
167	имея в виду	1	1
168	не без основания	1	1
169	и в этом	2	1
170	с тем у	1	1
171	тому что именно	1	1
172	тому что в	1	1
173	с полной уверенностью	1	1
174	и должен был	1	1
175	все же в	1	1
176	те и другие	1	1
177	и еще в	1	1
178	i так как	1	1
179	то что и	1	1
180	а вместе с	1	1
181	все то же	1	1
182	в том чтобы	2	1
183	с того что	1	1
184	и несмотря на	1	1
185	от земли и	1	1
186	могут быть использованы	2	1
187	потому что он	2	1
188	с г в	2	1
189	мы увидим что	1	1
190	в целом ряде	1	1
191	то что в	1	1
192	мы и здесь	1	1
193	в некоторых случаях	1	1
194	приведем несколько примеров	1	1
195	к выводу что	3	1
196	сомнения в том	1	1
197	и более поздние	1	1
198	так как этот	1	1
199	одном из своих	1	1
200	в настоящее время	3	1
201	чем в других	1	1
202	на этот вопрос	1	1
203	и в первую	1	1
204	что с ними	1	1
205	к земле и	2	1
206	и один из	1	1
207	в противном случае	1	1
208	кроме того в	3	1
209	и представляют собой	1	1
210	ответ на интересующие	1	1
211	не что иное	3	1
212	и та же	1	1
213	что мы имеем	1	1
214	об этом можно	1	1
215	состоял в том	1	1
216	из этих элементов	1	1
217	по содержанию и	1	1
218	со слезами на	1	1
219	о котором речь	1	1
220	или совсем не	1	1
221	можем судить по	1	1
222	же как и	3	1
223	в дом и	1	1
224	на две партии	1	1
225	одна и та	1	1
226	мы однако не	1	1
227	по этому вопросу	1	1
228	что иное как	3	1
229	что в некоторых	1	1
230	вопрос о том	1	1
231	и не только	1	1
232	один из самых	1	1
233	взад и вперед	1	1
234	в виду что	2	1
235	что именно с	1	1
236	мы не можем	5	1
237	во время сатурналий	1	1
238	потому что они	1	1
239	на первое место	1	1
