N	3gram	Tiupa_Narr	Dialekti
293	она может быть	1	1
294	том случае если	1	1
295	и не могли	1	1
296	обратим внимание на	2	1
297	с тем кто	1	1
298	том смысле как	1	1
299	как бы в	2	1
300	указывает и на	1	1
301	и в сердце	1	1
302	в той же	1	1
303	по мере того	1	1
304	должен обратиться к	1	1
305	в основе своей	1	1
306	если бы не	1	1
