N	3gram	Potebnia_M	Problemy
210	то же слово	2	1
211	не потому что	1	1
212	все более и	1	1
213	и оно не	1	1
214	мысли и слова	1	1
215	в первом случае	2	1
216	потому что он	3	1
217	что все эти	1	1
218	тем что оно	1	1
219	в его сознании	1	1
220	не образ а	1	1
221	как бы он	1	1
222	случаев вовсе не	1	1
223	в каждом отдельном	1	1
224	по себе не	2	1
225	но как в	1	1
226	над всеми остальными	3	1
227	а в том	5	1
228	мы его не	1	1
229	уже после того	1	1
230	и того же	2	1
231	гораздо сложнее и	1	1
232	потому что не	4	1
233	связей с другими	1	1
234	зависит от того	2	1
235	оно и не	1	1
236	т п но	1	1
237	и сам по	1	1
238	с ними в	2	1
239	глубокое и верное	1	1
240	он в то	1	1
241	сих пор еще	1	1
242	на первый взгляд	1	1
243	заключают в себе	1	1
244	но что же	1	1
245	всего того что	1	1
246	мысли к мысли	1	1
247	нельзя не согласиться	1	1
248	и потому не	1	1
249	мы видели что	1	1
250	быть не может	2	1
251	может и не	1	1
252	те же что	1	1
253	в художественном произведении	1	1
254	только в форме	1	1
255	лишь тогда когда	4	1
256	в такой форме	1	1
257	за то что	1	1
258	между собою и	2	1
259	она так же	1	1
260	строгом смысле этого	1	1
261	есть своего рода	1	1
262	представим себе что	1	1
263	но и в	4	1
264	тем что в	1	1
265	в сознании и	3	1
266	прежде всего на	1	1
267	мы видим не	1	1
268	слово в процессе	1	1
269	в них не	1	1
270	а вместе с	1	1
271	и следовательно к	1	1
272	мере того как	8	1
273	или в его	1	1
274	предмет о котором	1	1
275	время как в	1	1
276	живет только в	1	1
277	заключается в том	1	1
278	в мире а	1	1
279	но эти слова	1	1
280	там где она	1	1
281	на одном месте	1	1
282	что в сущности	1	1
283	от той же	1	1
284	себе не только	1	1
285	в процессе его	1	1
286	один из моментов	1	1
287	по мере того	8	1
288	и в поэзии	1	1
289	в нем совсем	1	1
290	художественного произведения и	1	1
291	и относится к	1	1
292	не только к	1	1
293	не было как	1	1
294	с первым и	1	1
295	он как мы	1	1
296	в нас самих	1	1
297	предметом и его	1	1
298	есть раз навсегда	1	1
299	может сосредоточиться на	1	1
300	более и более	1	1
301	таким образом в	1	1
302	бы ни было	1	1
303	с такою же	1	1
304	то и другое	3	1
305	не может стать	2	1
306	может быть не	2	1
307	со всех сторон	3	1
308	как мы ее	2	1
309	несмотря на свою	1	1
310	не было бы	2	1
311	в противном случае	1	1
312	хотя далеко не	1	1
313	если бы эти	1	1
314	если мы не	1	1
315	к нему как	2	1
316	и что только	2	1
317	того что и	1	1
318	здесь не только	1	1
319	один из его	1	1
320	и быть не	1	1
321	же время и	1	1
322	его жизни и	1	1
323	в чем же	1	1
324	то он как	1	1
325	бы оно ни	1	1
326	иначе и быть	1	1
327	что оно есть	1	1
328	в сознание и	3	1
329	мы не знаем	3	1
330	и к нему	1	1
331	и с самым	1	1
332	или лучше сказать	3	1
333	случае он был	1	1
334	с другими при	1	1
335	должно было быть	1	1
336	не менее в	1	1
337	так что в	2	1
338	понятно что в	1	1
339	именно в том	3	1
340	есть прежде всего	2	1
341	один и тот	2	1
342	в одно время	3	1
343	и то что	3	1
344	и может стать	1	1
345	их в наглядный	1	1
346	и что в	1	1
347	уже не в	1	1
348	не могут быть	3	1
349	и в каждом	1	1
350	другой и это	1	1
351	так как и	1	1
352	что мы видим	2	1
353	а в нем	1	1
354	может находиться в	1	1
355	полном убеждении в	1	1
356	ни одно не	1	1
357	принимают в себя	1	1
358	притом не только	1	1
359	с одной стороны	4	1
360	в общем не	1	1
361	не может ни	1	1
362	все это в	1	1
363	это потому что	2	1
364	вопрос о том	1	1
365	точки зрения и	1	1
366	в своей совокупности	1	1
367	предполагает что все	1	1
368	потому что с	1	1
369	отношения к миру	1	1
370	нет но на	1	1
371	после того как	2	1
372	точки зрения нашего	1	1
373	может быть различно	1	1
374	один из этих	1	1
375	потому что они	1	1
376	между собою в	1	1
377	если бы не	1	1
