N	2gram	Propp_Isto	VelikijI
204	на этом	5	1
205	же и	1	1
206	может быть	22	1
207	чтобы заставить	2	1
208	они не	4	1
209	видим что	7	1
210	после того	5	1
211	важный для	1	1
212	не имеют	2	1
213	но часто	2	1
214	и было	2	1
215	здесь есть	2	1
216	она с	1	1
217	людям тайны	1	1
218	ее на	1	1
219	под землей	1	1
220	тебе в	1	1
221	указать на	4	1
222	того как	3	1
223	которая в	2	1
224	мы увидим	6	1
225	своей целью	1	1
226	он делает	2	1
227	в руки	3	1
228	в роли	1	1
229	и вот	3	1
230	его с	2	1
231	только до	1	1
232	она не	4	1
233	там он	1	1
234	но она	2	1
235	уже в	1	1
236	которое может	1	1
237	на новый	1	1
238	в состоянии	2	1
239	у них	1	1
240	с этой	3	1
241	то же	11	1
242	сострадания к	1	1
243	и если	3	1
244	живет в	8	1
245	по сравнению	2	1
246	это только	2	1
247	не для	1	1
248	и должна	1	1
249	на два	1	1
250	эта новая	1	1
251	что это	4	1
252	это значит	1	1
253	не всегда	7	1
254	в разных	1	1
255	слепота и	1	1
256	нас они	1	1
257	самым сильным	1	1
258	о чем	1	1
259	с такой	1	1
260	в ее	1	1
261	и тем	2	1
262	есть один	1	1
263	и уже	2	1
264	тайну только	1	1
265	говорит о	1	1
266	как это	5	1
267	искать в	1	1
268	и тут	1	1
269	что человек	1	1
270	что люди	1	1
271	этому же	3	1
272	пока они	1	1
273	не были	1	1
274	есть и	7	1
275	в одном	9	1
276	у нас	7	1
277	говорят что	2	1
278	в этой	7	1
279	он за	1	1
280	говорит что	4	1
281	другое и	1	1
282	яснее в	1	1
283	кто бы	1	1
284	в виду	2	1
285	другой стороны	10	1
286	еще больше	1	1
287	и хотя	1	1
288	нет никакого	1	1
289	я не	3	1
290	его по	1	1
291	и вновь	2	1
292	как можно	1	1
293	человека к	1	1
294	основана на	1	1
295	уже и	1	1
296	в русском	3	1
297	у него	4	1
298	них и	1	1
299	из нас	1	1
300	власти и	1	1
301	не существует	1	1
302	так же	16	1
303	в виде	2	1
304	тогда как	6	1
305	что бы	1	1
306	себя от	1	1
307	в желании	1	1
308	над ним	1	1
309	не была	1	1
310	только это	1	1
311	людей где	1	1
312	отняв у	1	1
313	но с	1	1
314	в своих	1	1
315	является и	3	1
316	с небом	1	1
317	и хотел	1	1
318	из темноты	1	1
319	их и	4	1
320	себя за	1	1
321	всего что	1	1
322	хлеба и	1	1
323	и остается	1	1
324	с другой	10	1
325	на которых	2	1
326	в которой	1	1
327	но все	5	1
328	идти в	1	1
329	еще такой	1	1
330	ее от	1	1
331	и с	10	1
332	забыв о	1	1
333	и можно	1	1
334	к ним	1	1
335	того света	1	1
336	жизнь в	1	1
337	и говорит	10	1
338	в лице	2	1
339	видно и	1	1
340	каким образом	1	1
341	отношение к	4	1
342	он всегда	1	1
343	на нее	4	1
344	в мир	1	1
345	то и	7	1
346	или даже	1	1
347	это сделали	1	1
348	он так	1	1
349	и другое	1	1
350	найти в	1	1
351	дело к	1	1
352	какая же	1	1
353	как мы	11	1
354	ведет к	2	1
355	из всего	1	1
356	но нет	1	1
357	и до	1	1
358	ли было	1	1
359	но прежде	1	1
360	нам право	2	1
361	близок к	1	1
362	царство и	2	1
363	смысле и	1	1
364	царства и	1	1
365	они бросают	1	1
366	на него	4	1
367	в своем	2	1
368	как бог	1	1
369	меня в	1	1
370	человек и	1	1
371	его на	6	1
372	будем говорить	1	1
373	к жизни	2	1
374	в познании	1	1
375	и от	3	1
376	нам и	1	1
377	тем чтобы	1	1
378	думать о	1	1
379	мы будем	1	1
380	как она	2	1
381	ничего не	12	1
382	с ними	5	1
383	нас это	1	1
384	так часто	4	1
385	всегда в	1	1
386	им и	2	1
387	к миру	1	1
388	и очень	2	1
389	ней и	1	1
390	человек с	1	1
391	чему же	1	1
392	нам уже	2	1
393	что тот	1	1
394	и так	3	1
395	вместе с	12	1
396	все же	13	1
397	но я	1	1
398	и вместе	1	1
399	чтобы решить	1	1
400	и которые	1	1
401	как в	6	1
402	этого слова	3	1
403	не того	1	1
404	в которых	7	1
405	находится в	4	1
406	роль в	2	1
407	можно ли	3	1
408	небом и	1	1
409	себя и	1	1
410	духа который	1	1
411	а его	1	1
412	и по	6	1
413	и путем	1	1
414	и могут	1	1
415	всем мире	3	1
416	и эта	1	1
417	к этому	10	1
418	часто он	1	1
419	со своей	2	1
420	миру и	1	1
421	напоминает о	2	1
422	этом нет	1	1
423	который был	2	1
424	это в	2	1
425	думают что	1	1
426	не будут	1	1
427	сравнению с	2	1
428	для чего	1	1
429	том свете	2	1
430	зависимости от	1	1
431	природу его	1	1
432	себя не	1	1
433	в другие	1	1
434	о превращении	1	1
435	привязанность к	1	1
436	людям и	1	1
437	сделать их	1	1
438	к ее	1	1
439	таким же	5	1
440	себе и	2	1
441	и царство	2	1
442	не просто	4	1
443	он был	1	1
444	не случайно	2	1
445	совсем как	1	1
446	так говорит	1	1
447	не помогают	1	1
448	животное и	3	1
449	в целом	4	1
450	по смыслу	1	1
451	это он	1	1
452	и ее	3	1
453	вовсе не	3	1
454	ничего нельзя	1	1
455	что на	6	1
456	ты теперь	1	1
457	людей с	1	1
458	есть не	2	1
459	тогда мы	1	1
460	было написано	1	1
461	бог не	1	1
462	бы это	1	1
463	это лишь	1	1
464	бы в	1	1
465	отказался от	1	1
466	к нему	12	1
467	от них	5	1
468	это желание	1	1
