N	2gram	Vygotskiy_	NovoeSre
117	одной стороны	15	2
118	для чего	1	2
119	не могла	1	2
120	можно было	6	2
121	и должно	1	2
122	не ставит	1	2
123	другой стороны	10	2
124	из ее	1	2
125	с их	2	2
126	этом смысле	3	2
127	том и	1	2
128	у него	2	2
129	место в	1	2
130	к самой	1	2
131	а в	4	2
132	в обществе	1	2
133	все время	8	2
134	когда мы	2	2
135	и даже	5	2
136	и с	10	2
137	мы говорим	2	2
138	вернуться к	2	2
139	связана с	4	2
140	по существу	8	2
141	жизни как	1	2
142	для этого	7	2
143	нет и	1	2
144	могут быть	5	2
145	в себе	8	2
146	том чтобы	6	2
147	и на	8	2
148	быть в	1	2
149	уже не	2	2
150	я не	4	2
151	что все	8	2
152	время как	4	2
153	все эти	6	2
154	же как	8	2
155	такой же	3	2
156	вместе с	14	2
157	который в	7	2
158	одна из	1	2
159	стремление к	1	2
160	жизнью в	1	2
161	мира и	2	2
162	к образованию	1	2
163	как будто	1	2
164	в природе	4	2
165	в категориях	2	2
166	должно стать	1	2
167	но не	6	2
168	в то	7	2
169	в новом	3	2
170	том что	42	2
171	мир и	1	2
172	так же	18	2
173	и это	3	2
174	можно назвать	2	2
175	в смысле	2	2
176	но для	2	2
177	к созданию	1	2
178	но в	9	2
179	и т.п	5	2
180	мысли в	6	2
181	мысли и	7	2
182	не к	3	2
183	связаны с	2	2
184	в той	1	1
185	вопрос об	8	1
186	истина есть	1	1
187	всех своих	2	1
188	к внутренней	6	1
189	и мир	1	1
190	так сейчас	1	1
191	в самом	16	1
192	ближе к	2	1
193	во всем	4	1
194	к одному	1	1
195	дальнейшее развитие	1	1
196	ее на	4	1
197	до этого	1	1
198	философии и	3	1
199	но можно	1	1
200	может иметь	1	1
201	можно сказать	6	1
202	и мысли	2	1
203	то он	3	1
204	все что	4	1
205	социальной жизни	1	1
206	возникают не	1	1
207	во все	3	1
208	но такого	1	1
209	для всех	8	1
210	в более	3	1
211	которая должна	1	1
212	до сих	4	1
213	истину или	1	1
214	и человека	2	1
215	а к	2	1
216	бы к	3	1
217	как ни	1	1
218	и более	6	1
219	бы он	3	1
220	и этот	1	1
221	в котором	6	1
222	освобождения от	1	1
223	находится во	1	1
224	и мира	1	1
225	значение в	4	1
226	пр в	1	1
227	тоже не	1	1
228	то это	2	1
229	ничем не	3	1
230	что этот	2	1
231	отличие от	3	1
232	мир в	2	1
233	от жизни	2	1
234	отнести к	1	1
235	нельзя сказать	1	1
236	из них	4	1
237	он стремится	1	1
238	к ней	1	1
239	она должна	4	1
240	применить к	1	1
241	и сейчас	1	1
242	который не	2	1
243	мы уже	7	1
244	жизни а	1	1
245	т.е к	1	1
246	которая в	2	1
247	переходит в	1	1
248	своей природе	3	1
249	ее судьбы	1	1
250	не могу	3	1
251	уже в	8	1
252	не интересуется	1	1
253	на ее	2	1
254	во власти	3	1
255	к себе	2	1
256	в свою	4	1
257	в значительной	2	1
258	есть прежде	2	1
259	в состоянии	2	1
260	для себя	7	1
261	из этих	6	1
262	во всяком	6	1
263	том числе	3	1
264	смысле в	1	1
265	не хочу	1	1
266	земли и	1	1
267	одну из	4	1
268	путь которым	1	1
269	для того	19	1
270	себе нового	1	1
271	вопросу о	2	1
272	не по	1	1
273	форм к	1	1
274	мы всегда	1	1
275	под знак	1	1
276	не быть	1	1
277	что истина	1	1
278	не для	1	1
279	моментом в	1	1
280	только так	1	1
281	же мере	3	1
282	по многим	1	1
283	процесс возникновения	1	1
284	уступить место	1	1
285	лишь для	1	1
286	это значит	1	1
287	не всегда	1	1
288	а это	1	1
289	движение мысли	1	1
290	что вся	1	1
291	было бы	12	1
292	мы должны	11	1
293	и из	2	1
294	будет сказать	1	1
295	в сущности	13	1
296	этом он	1	1
297	о формах	1	1
298	формальной логики	1	1
299	играют большую	1	1
300	в его	16	1
301	значительной степени	2	1
302	когда она	2	1
303	от этой	1	1
304	но ведь	2	1
305	и вся	2	1
306	значение для	3	1
307	должны быть	2	1
308	и их	5	1
309	говорить о	4	1
310	не с	2	1
311	мысли нашего	1	1
312	вступает в	1	1
313	и стремится	1	1
314	всего как	1	1
315	в социальной	1	1
316	не были	1	1
317	и ему	1	1
318	есть и	1	1
319	не способен	2	1
320	может остаться	1	1
321	как результат	1	1
322	который составляет	1	1
323	но сам	2	1
324	у нас	1	1
325	для них	1	1
326	не столько	4	1
327	совершенно так	1	1
328	других людей	1	1
329	с другими	5	1
330	говорит что	9	1
331	значение они	1	1
332	себя на	1	1
333	вопроса о	3	1
334	в виду	5	1
335	или к	3	1
336	критики это	1	1
337	еще в	1	1
338	превращается в	3	1
339	и до	5	1
340	слова а	1	1
341	с собой	5	1
342	на решение	1	1
343	оказывается совершенно	2	1
344	и развивается	2	1
345	только в	8	1
346	этого конечно	1	1
347	движения в	1	1
348	не на	1	1
349	не могут	1	1
350	под этим	2	1
351	по своей	9	1
352	между небом	1	1
353	от того	7	1
354	от других	1	1
355	она становится	2	1
356	также еще	2	1
357	и противопоставлять	1	1
358	в зависимости	8	1
359	никогда на	1	1
360	оно не	1	1
361	потребность в	5	1
362	другая сторона	2	1
363	сама наука	1	1
364	мышления не	2	1
365	что нет	1	1
366	как например	2	1
367	о природе	5	1
368	принадлежащими к	1	1
369	всего что	1	1
370	вот этот	1	1
371	или не	1	1
372	после катастрофы	1	1
373	нашей мысли	2	1
374	в которой	6	1
375	заключает в	1	1
376	в этой	13	1
377	вот что	2	1
378	числе и	3	1
379	к чему	1	1
380	природе к	1	1
381	а по	1	1
382	а также	1	1
383	и еще	2	1
384	что его	6	1
385	как на	5	1
386	жизни от	1	1
387	установить что	1	1
388	в отличие	3	1
389	всю мысль	2	1
390	про себя	2	1
391	он в	6	1
392	такова судьба	1	1
393	мысли как	4	1
394	системы которая	1	1
395	мы отлично	1	1
396	на нее	2	1
397	оно есть	2	1
398	теперь и	1	1
399	вопрос этот	1	1
400	переход от	5	1
401	сам собой	1	1
402	ней и	1	1
403	из всех	3	1
404	в силах	1	1
405	что не	2	1
406	но все	3	1
407	возможно было	1	1
408	привел к	2	1
409	он видел	1	1
410	тем что	7	1
411	и во	1	1
412	не хочет	2	1
413	к этой	4	1
414	но нет	1	1
415	то время	5	1
416	лишь к	1	1
417	более сложной	1	1
418	возможны только	1	1
419	с большим	1	1
420	она неизбежно	1	1
421	всякого содержания	1	1
422	в конце	2	1
423	формы мысли	1	1
424	вообще не	1	1
425	слишком далеко	2	1
426	наглядно показал	1	1
427	чтобы быть	2	1
428	он находится	2	1
429	в основу	3	1
430	выход из	1	1
431	логики и	2	1
432	эпохи в	1	1
433	так как	11	1
434	эти черты	2	1
435	к которому	4	1
436	в своем	10	1
437	той социальной	1	1
438	мы конечно	1	1
439	идет процесс	1	1
440	я могу	1	1
441	эту мысль	1	1
442	к таким	1	1
443	долгое время	1	1
444	личности с	1	1
445	нас к	10	1
446	сих пор	4	1
447	и вполне	1	1
448	необходимо остановить	1	1
449	что он	16	1
450	бы сказать	3	1
451	известном смысле	3	1
452	показал что	4	1
453	в иерархическом	1	1
454	их в	6	1
455	в силу	8	1
456	он может	2	1
457	оно должно	1	1
458	привела бы	1	1
459	они сами	1	1
460	всей нашей	1	1
461	играть огромную	1	1
462	всю жизнь	1	1
463	мысли но	3	1
464	которые могут	1	1
465	что мы	9	1
466	и вместе	1	1
467	в этих	3	1
468	и целостности	1	1
469	я хочу	1	1
470	неспособность к	1	1
471	для решения	1	1
472	становится все	1	1
473	в истинном	2	1
474	но если	3	1
475	по себе	9	1
476	небом и	1	1
477	системы это	1	1
478	приводит к	8	1
479	только для	6	1
480	нет у	1	1
481	на место	2	1
482	в области	4	1
483	и другая	1	1
484	того и	1	1
485	к новой	1	1
486	в такой	4	1
487	все более	4	1
488	нуждается в	2	1
489	все другие	2	1
490	с ним	3	1
491	и только	2	1
492	этой идеей	2	1
493	от всех	3	1
494	оставить в	3	1
495	к единству	4	1
496	всяком случае	5	1
497	это скорее	1	1
498	знаний нет	1	1
499	и оно	1	1
500	зависимости от	8	1
501	во время	1	1
502	друг друга	5	1
503	в эти	1	1
504	глубоком и	1	1
505	к вопросу	4	1
506	распадается на	1	1
507	в это	1	1
508	того же	1	1
509	в известном	4	1
510	иные они	1	1
511	на их	2	1
512	в чем	5	1
513	в каком	3	1
514	нет в	1	1
515	он действует	1	1
516	знать он	1	1
517	и его	10	1
518	в эту	4	1
519	что вообще	1	1
520	и особенно	1	1
521	имеет никакой	1	1
522	нам предстоит	2	1
523	слова в	2	1
524	свою противоположность	1	1
525	и у	1	1
526	на это	1	1
527	но до	2	1
528	но сама	1	1
529	не удалось	2	1
530	скрывается в	1	1
531	себе и	3	1
532	огромную роль	1	1
533	раньше чем	3	1
534	гораздо больше	1	1
535	совершается в	1	1
536	связано с	3	1
537	не право	1	1
538	от этого	4	1
539	и нового	1	1
540	обратиться к	4	1
541	к нему	1	1
542	от состояния	1	1
543	ему не	1	1
544	на них	1	1
