N	2gram	Propp_Isto	VLabPisa
304	и может	1	2
305	связана с	4	2
306	должны быть	4	2
307	не с	2	2
308	в различных	3	2
309	о своем	1	2
310	можно было	3	2
311	часто не	1	2
312	этот этап	1	2
313	только у	2	2
314	стороны и	4	2
315	и сам	3	2
316	только то	1	2
317	показывает как	3	2
318	от того	4	2
319	знаем что	5	2
320	этому вопросу	1	2
321	как например	1	2
322	как известно	1	2
323	и формы	3	2
324	он и	3	2
325	к ним	3	2
326	же самое	1	2
327	в книге	5	2
328	он в	4	2
329	у некоторых	2	2
330	и никогда	1	2
331	начиная с	2	2
332	которые в	3	2
333	и у	3	2
334	они должны	3	2
335	о его	1	2
336	это видно	2	2
337	одной из	4	2
338	в образе	4	2
339	на него	3	2
340	эти вопросы	1	2
341	как от	1	2
342	он не	8	2
343	во всей	1	2
344	он может	4	2
345	который в	1	2
346	если они	4	2
347	основываясь на	1	2
348	в области	3	2
349	показывает что	12	2
350	некоторых из	1	2
351	только с	1	2
352	у них	3	2
353	три года	2	2
354	этом же	2	2
355	но для	3	2
356	только о	2	2
357	ни с	2	2
358	это настолько	1	2
359	но в	7	2
360	можно указать	4	2
361	вплоть до	2	2
362	это указание	2	1
363	к лицу	1	1
364	в большом	2	1
365	же писал	1	1
366	были бы	1	1
367	способностью производить	1	1
368	это на	1	1
369	укажем что	1	1
370	то в	1	1
371	речь может	2	1
372	на почве	1	1
373	от него	6	1
374	именно к	1	1
375	однако и	1	1
376	и другие	10	1
377	этом случае	4	1
378	смерть и	1	1
379	и то	3	1
380	ответ на	6	1
381	одна черта	2	1
382	ее и	2	1
383	это одна	1	1
384	или наоборот	2	1
385	образом и	3	1
386	взгляд на	1	1
387	ни в	4	1
388	а другие	1	1
389	следует отметить	1	1
390	мы видим	14	1
391	но на	1	1
392	еще одну	1	1
393	в более	3	1
394	что если	2	1
395	связано с	7	1
396	не всякому	1	1
397	в прямом	1	1
398	мы и	1	1
399	последний этап	2	1
400	религии и	1	1
401	полный и	1	1
402	на протяжении	1	1
403	мышления и	1	1
404	многих других	1	1
405	его мнению	1	1
406	такая форма	2	1
407	данном случае	7	1
408	что этим	1	1
409	природой в	1	1
410	по тому	1	1
411	то есть	1	1
412	на тех	1	1
413	и свою	1	1
414	его самого	2	1
415	можно и	1	1
416	роль и	1	1
417	рассказ о	2	1
418	которые не	2	1
419	к утверждению	2	1
420	в темный	1	1
421	к этой	2	1
422	в отражении	1	1
423	и кончая	1	1
424	своего собственного	1	1
425	его частей	1	1
426	он только	1	1
427	один с	1	1
428	представлений в	1	1
429	мы не	10	1
430	совершенно очевидно	2	1
431	такое толкование	1	1
432	в состоянии	4	1
433	картину что	1	1
434	быть названо	1	1
435	с этой	7	1
436	нет например	1	1
437	еще больше	1	1
438	или по	1	1
439	начале этой	1	1
440	д но	2	1
441	он например	1	1
442	дело с	2	1
443	еще более	1	1
444	не обязательна	1	1
445	или ее	1	1
446	не для	1	1
447	под ним	1	1
448	которых он	2	1
449	материал по	1	1
450	или с	2	1
451	формы в	1	1
452	состоял в	1	1
453	обычно не	1	1
454	это значит	3	1
455	при смерти	1	1
456	наблюдения над	1	1
457	с ним	9	1
458	сказки о	2	1
459	кроме того	6	1
460	это обычно	1	1
461	это обстоятельство	2	1
462	в три	1	1
463	с достаточной	1	1
464	действительности он	1	1
465	не как	1	1
466	всегда уже	2	1
467	для нас	8	1
468	становится ясной	1	1
469	показывают как	2	1
470	место для	1	1
471	представлений о	4	1
472	однако дело	2	1
473	как общую	1	1
474	или иную	1	1
475	и элементы	1	1
476	лицом к	1	1
477	но что	2	1
478	явление вполне	1	1
479	из форм	1	1
480	того момента	1	1
481	из дальнейшего	1	1
482	как нечто	1	1
483	по мере	1	1
484	себя это	1	1
485	или другого	1	1
486	природу и	1	1
487	в этих	16	1
488	встречается не	2	1
489	за это	2	1
490	более высокой	1	1
491	и смысл	1	1
492	в ином	18	1
493	и эти	5	1
494	что самые	1	1
495	в виде	5	1
496	связанная с	1	1
497	говорит он	1	1
498	к настоящему	1	1
499	задач и	2	1
500	в таких	3	1
501	так или	2	1
502	о природе	1	1
503	сами по	1	1
504	если не	4	1
505	но он	4	1
506	самом деле	1	1
507	в несколько	1	1
508	но все	5	1
509	еще раз	1	1
510	как видно	1	1
511	в живописи	1	1
512	этого не	2	1
513	в свои	3	1
514	или иначе	2	1
515	не будем	2	1
516	а также	2	1
517	смысла и	1	1
518	самые разнообразные	1	1
519	не получил	1	1
520	это положение	2	1
521	приходит в	2	1
522	два вида	1	1
523	и которая	1	1
524	на свою	1	1
525	и все	6	1
526	на себя	3	1
527	к пониманию	1	1
528	тем что	11	1
529	от всего	1	1
530	помощи которых	1	1
531	если это	2	1
532	превращаются в	2	1
533	имеются в	1	1
534	то время	4	1
535	при которой	1	1
536	в таком	1	1
537	если он	5	1
538	этого развития	1	1
539	очень много	2	1
540	сама по	1	1
541	между этими	1	1
542	к их	1	1
543	можно назвать	1	1
544	относятся к	1	1
545	идти только	2	1
546	ему различные	1	1
547	друг другу	1	1
548	и без	1	1
549	в какой	1	1
550	нас к	5	1
551	их он	1	1
552	чтобы ответить	1	1
553	как не	1	1
554	время как	4	1
555	только через	3	1
556	над жизнью	1	1
557	что по	2	1
558	вряд ли	1	1
559	а именно	12	1
560	или даже	3	1
561	как жар	2	1
562	от начала	1	1
563	долго и	2	1
564	и так	2	1
565	как можно	1	1
566	становится понятным	1	1
567	и вместе	3	1
568	на эту	1	1
569	сил в	1	1
570	как в	17	1
571	основной чертой	1	1
572	этим самым	3	1
573	а иногда	1	1
574	без ее	1	1
575	на одном	1	1
576	по своему	1	1
577	них и	1	1
578	себя и	1	1
579	не имеет	6	1
580	этом нет	1	1
581	связь этого	2	1
582	между собой	1	1
583	дело так	1	1
584	никем не	1	1
585	для толкования	1	1
586	в свете	4	1
587	о котором	1	1
588	спать в	1	1
589	не знала	1	1
590	лежит в	2	1
591	в известном	1	1
592	образом это	1	1
593	материалы показывают	3	1
594	знает что	2	1
595	образом у	1	1
596	и это	9	1
597	пока он	1	1
598	д наконец	1	1
599	невозможно речь	1	1
600	а только	1	1
601	на своем	4	1
602	это происходит	4	1
603	не его	2	1
604	дальше и	2	1
605	побывал в	1	1
606	и из	2	1
607	что тот	2	1
608	похожи на	1	1
609	что их	1	1
610	всей специфике	1	1
611	героя и	5	1
612	совершенно точно	2	1
613	вопрос что	1	1
614	обращение к	1	1
615	не все	4	1
616	казалось бы	1	1
617	рассмотрим несколько	1	1
618	в поиски	1	1
619	из другого	2	1
620	он склонен	1	1
621	образом сама	1	1
622	в дальнейшем	3	1
623	и значения	1	1
624	жизнь и	1	1
625	что эти	4	1
626	но этим	1	1
627	плоть и	1	1
628	еще до	1	1
629	и тех	1	1
630	таинственности и	1	1
631	указывалось что	1	1
632	его и	1	1
633	противоречит однако	1	1
634	может иметь	1	1
635	разница в	1	1
636	ответить на	2	1
637	по наблюдениям	2	1
638	на этой	1	1
639	находит свое	1	1
640	а с	3	1
641	в данном	8	1
642	можно установить	1	1
643	в основе	2	1
644	силы и	1	1
645	вытекает из	2	1
646	в классической	1	1
647	тем более	2	1
648	и многообразие	1	1
649	а если	3	1
650	его таким	1	1
651	часто встречается	1	1
652	бы с	2	1
653	оно в	1	1
654	очень точно	1	1
655	что этот	4	1
656	вопрос о	6	1
657	не означает	1	1
658	одного лица	1	1
659	они показывают	1	1
660	видим что	4	1
661	слова вопрос	1	1
662	тех же	2	1
663	которой он	3	1
664	за этими	1	1
665	не составляет	1	1
666	в нечто	1	1
667	очень часто	3	1
668	они играют	2	1
669	со всех	1	1
670	в чистом	1	1
671	он был	2	1
672	это как	2	1
673	собой в	1	1
674	представление что	5	1
675	многих из	1	1
676	есть в	1	1
677	конечно не	2	1
678	с новыми	1	1
679	может идти	2	1
680	нет даже	1	1
681	входит в	1	1
682	нам в	1	1
683	наконец в	1	1
684	единства в	1	1
685	уже в	4	1
686	не дает	1	1
687	ту или	1	1
688	бытия в	1	1
689	здесь можно	6	1
690	нельзя не	1	1
691	примеры показывают	1	1
692	не один	1	1
693	вот несколько	1	1
694	образом связана	1	1
695	теперь к	1	1
696	так называемым	1	1
697	друг друга	2	1
698	потому что	13	1
699	в свою	1	1
700	и тем	4	1
701	кажется что	7	1
702	быть и	1	1
703	в риме	1	1
704	от всех	2	1
705	только тогда	1	1
706	и поэтому	1	1
707	в него	4	1
708	некоторые детали	1	1
709	а по	2	1
710	со вторым	1	1
711	не могло	2	1
712	но она	2	1
713	со стороны	3	1
714	только на	2	1
715	если же	1	1
716	выйти за	1	1
717	еще из	1	1
718	что эта	1	1
719	для этого	1	1
720	материалов показывает	1	1
721	может служить	1	1
722	на его	6	1
723	и ему	1	1
724	и если	4	1
725	есть и	6	1
726	и та	1	1
727	и что	15	1
728	своей работе	2	1
729	вторую категорию	1	1
730	дело не	5	1
731	на четыре	1	1
732	один раз	1	1
733	к области	1	1
734	как если	1	1
735	в любой	1	1
736	приходит к	4	1
737	нас особенно	1	1
738	этого факта	1	1
739	им самим	1	1
740	задачи и	3	1
741	в начале	2	1
742	весь процесс	1	1
743	еще в	3	1
744	представление как	1	1
745	борьбу и	1	1
746	ним не	1	1
747	доходит до	3	1
748	этих этапов	1	1
749	этого образа	1	1
750	уже есть	1	1
751	что из	4	1
752	или как	1	1
753	в новое	1	1
754	себе в	3	1
755	и наоборот	2	1
756	или иное	1	1
757	не представляет	5	1
758	уже указывалось	1	1
759	связанных с	1	1
760	не случайно	3	1
761	это вопрос	1	1
762	и той	1	1
763	имеем в	8	1
764	знает и	1	1
765	этого мира	2	1
766	только наиболее	1	1
767	стиль в	1	1
768	ни одной	2	1
769	превратилась в	3	1
770	потом в	1	1
771	борьба за	1	1
772	на море	1	1
773	существу в	1	1
774	или вообще	1	1
775	д что	1	1
776	отношение к	6	1
777	утверждал что	1	1
778	как мы	6	1
779	со своими	1	1
780	вот к	1	1
781	соответствии с	1	1
782	наличие его	1	1
783	же не	2	1
784	к ней	3	1
785	но по	2	1
786	они всегда	1	1
787	но вместе	2	1
788	что во	2	1
789	для такого	1	1
790	заметить что	1	1
791	и во	1	1
792	от которой	1	1
793	что есть	1	1
794	их к	1	1
795	миф не	1	1
796	бы он	1	1
797	и пытается	1	1
798	приводят к	2	1
799	обратимся к	2	1
800	всех сторон	1	1
801	находится в	2	1
802	уже не	8	1
803	имеем дело	1	1
804	не значит	1	1
805	эту мысль	1	1
806	роль играет	1	1
807	пребывании в	1	1
808	их можно	1	1
809	чего он	1	1
810	человека это	1	1
811	связи со	3	1
812	же ночь	1	1
813	причем в	3	1
814	игры на	1	1
815	на этот	4	1
816	жизнью и	1	1
817	отметим еще	1	1
818	не имели	1	1
819	не представляют	1	1
820	происходит в	3	1
821	способности и	1	1
822	и других	2	1
823	согласиться с	2	1
824	чаще всего	8	1
825	прямом смысле	1	1
826	как будто	4	1
827	здесь не	4	1
828	о своих	1	1
829	оно может	3	1
830	их на	2	1
831	его роль	1	1
832	увидим ниже	1	1
833	этими двумя	1	1
834	это в	3	1
835	или не	1	1
836	месте в	1	1
837	в ту	1	1
838	ниже но	1	1
839	связаны с	4	1
840	но это	5	1
841	приводят нас	1	1
842	однако все	2	1
843	с ее	1	1
844	из него	3	1
845	во времени	1	1
846	красоты и	1	1
847	в самой	1	1
848	в какой-то	1	1
849	каждого из	1	1
850	стороны он	3	1
851	войну и	1	1
852	характерно что	2	1
853	некоторые черты	2	1
854	тому же	1	1
855	что на	1	1
856	дает возможность	1	1
857	в заключение	1	1
858	образом на	1	1
859	с того	5	1
860	это представление	12	1
861	не отличается	1	1
862	это способность	1	1
863	и самый	1	1
864	с целью	2	1
865	образное выражение	1	1
866	эту задачу	3	1
867	этому же	1	1
868	или под	1	1
869	ли однако	1	1
