N	3gram	Tiupa_Vved	Istorich
184	каждого из этих	1	1
185	на пути к	1	1
186	но если бы	1	1
187	мы узнаем что	1	1
188	не в качестве	1	1
189	в стране мертвых	1	1
190	принимает на себя	1	1
191	есть на самом	1	1
192	в первой главе	1	1
193	и вот как	1	1
194	бы быть и	1	1
195	но в этом	1	1
196	на наших глазах	1	1
197	который выше был	1	1
198	не входит в	2	1
199	герой узнает о	1	1
200	могут быть как	1	1
201	мире никогда не	1	1
202	не должен был	1	1
203	к этому времени	1	1
204	то что смерть	1	1
205	на которую претендует	1	1
206	пока еще не	4	1
207	ни с сего	1	1
208	шаг на пути	1	1
209	и потому не	1	1
210	а также и	2	1
211	это то что	1	1
212	в зародышевом состоянии	1	1
213	своего рода словесный	1	1
214	не хватает только	1	1
215	он обращается к	1	1
216	об этом будет	1	1
217	а на самом	1	1
218	дело не с	1	1
219	в большой дом	1	1
220	что у нее	2	1
221	и соответственно с	1	1
222	случае мы имеем	1	1
223	может быть окончательным	1	1
224	но и со	1	1
225	в этом смысле	1	1
226	но и не	1	1
227	их ставят на	2	1
228	было бы не	1	1
229	и что самое	1	1
230	здесь прежде всего	1	1
231	при каждом шаге	1	1
232	того что происходит	1	1
233	вот как в	1	1
234	как и все	1	1
235	у древних греков	1	1
236	так и к	1	1
237	на основании которых	1	1
238	и это не	1	1
239	в этом месте	1	1
240	в пределах одного	1	1
241	не зависит от	2	1
242	а тот кто	1	1
243	с того ни	1	1
244	никогда не может	1	1
245	к которому принадлежит	1	1
246	как бы в	2	1
247	то что мы	1	1
248	что все люди	1	1
249	прежде всего в	1	1
250	если бы он	1	1
251	до встречи с	1	1
252	же самое и	1	1
253	если бы не	1	1
254	в непосредственной связи	1	1
255	в самом начале	1	1
256	тем более не	2	1
257	не только означает	1	1
258	рыбаке и рыбке	1	1
259	однако и в	1	1
260	и даже не	1	1
261	том смысле что	1	1
262	до известной степени	1	1
263	как и вообще	1	1
264	муж и жена	1	1
265	и полагает что	1	1
266	что есть на	1	1
267	то или иное	1	1
268	всем свете нет	1	1
269	сказке о рыбаке	1	1
270	угла в угол	1	1
271	еще более дробные	1	1
272	в этом отношении	7	1
273	в себе не	1	1
274	не непосредственно а	1	1
275	три года до	1	1
276	из угла в	1	1
277	может быть не	3	1
278	но в данном	2	1
279	они могут быть	1	1
280	так и по	1	1
281	и не по	1	1
282	мы не видим	1	1
283	и от его	1	1
284	ни с того	1	1
285	к тому или	1	1
286	в этом мире	1	1
287	не было и	2	1
288	а с другой	3	1
289	в частности из	1	1
290	может быть названа	1	1
291	и в пределах	1	1
292	в высшей степени	2	1
293	могут быть только	1	1
294	себя не только	1	1
295	то же время	4	1
296	никогда не было	1	1
297	не тот кто	1	1
298	в значительной степени	2	1
299	не говорится о	1	1
300	и в этом	1	1
301	тому или иному	2	1
302	как таковой в	1	1
303	к такого рода	1	1
304	того или иного	1	1
305	только по отношению	1	1
306	у него голова	1	1
307	что он может	1	1
308	отнюдь не означает	1	1
309	обратим внимание на	2	1
310	он имеет право	1	1
311	здесь мы не	1	1
312	по большей части	4	1
313	в нее входит	1	1
314	именно такого рода	1	1
315	того ни с	1	1
316	он мог бы	1	1
317	но тут же	1	1
318	на котором он	1	1
319	только со стороны	1	1
320	в то же	5	1
321	может быть вполне	1	1
322	в противном случае	2	1
323	между жизнью и	1	1
324	на этом пути	1	1
325	в первом случае	1	1
326	в этом рассказе	1	1
327	и та же	1	1
328	рода может быть	1	1
329	за голову и	1	1
330	состоит в извлечении	1	1
331	но в то	1	1
332	представляет собой очень	1	1
333	мысль о том	1	1
334	том что на	1	1
335	как одна из	1	1
336	а не просто	1	1
337	уже говорилось выше	1	1
338	также указывает на	1	1
339	одна и та	1	1
340	едва ли не	2	1
341	данном случае это	3	1
342	это свидетельствует о	1	1
343	всяком случае в	1	1
344	должен был бы	1	1
345	в основе своей	2	1
