N	3gram	Bakhtin_Fr	slovoVRo
175	а иногда прямо	1	1
176	то есть вне	1	1
177	стерна и жан-поля	1	1
178	в том числе	10	1
179	в себя момент	1	1
180	с ним в	1	1
181	и все это	1	1
182	с целым рядом	1	1
183	в них и	1	1
184	характер и потому	1	1
185	с полной очевидностью	1	1
186	то есть именно	2	1
187	отношений между людьми	1	1
188	вовсе не были	2	1
189	еще на двух	1	1
190	сами по себе	1	1
191	оно не столько	1	1
192	на мир и	1	1
193	и в более	2	1
194	в особенности в	1	1
195	именно потому что	1	1
196	очень далек от	2	1
197	чтобы оно не	1	1
198	мы уже указывали	1	1
199	себе никогда не	1	1
200	укладывается в прокрустово	1	1
201	мы можем сказать	1	1
202	на самой границе	1	1
203	можно только на	1	1
204	как и у	1	1
205	литературной пародии на	1	1
206	но и эти	1	1
207	наиболее полное и	1	1
208	один из древнейших	1	1
209	нам важна здесь	1	1
210	том числе и	7	1
211	в один из	1	1
212	сказать что в	1	1
213	и др все	2	1
214	в нем нет	1	1
215	и прежде всего	4	1
216	входит и сам	1	1
217	не стремится к	1	1
218	и как мы	1	1
219	до настоящего времени	1	1
220	одна из существеннейших	1	1
221	в прокрустово ложе	1	1
222	и др то	1	1
223	и не касается	1	1
224	в себе идею	1	1
225	жизни и идеологии	1	1
226	мироощущение с его	1	1
227	и даже по	1	1
228	в этом специфическая	1	1
229	не входит в	2	1
230	и литературы но	1	1
231	во всей своей	1	1
232	самом же деле	3	1
233	скаррона и др	1	1
234	то есть без	1	1
235	в сущности и	1	1
236	в своей книге	3	1
237	на самом же	3	1
238	то есть по	1	1
239	и еще не	3	1
240	особенно в xix	1	1
241	на всех трех	1	1
242	как не может	1	1
243	по себе никогда	1	1
244	и других аналогичных	1	1
245	сореля скаррона и	1	1
246	в его целом	2	1
247	но это не	1	1
248	даже и не	1	1
249	в разной степени	2	1
250	в какой мере	1	1
251	нет места для	1	1
252	к совершенно иной	1	1
253	важны прежде всего	1	1
254	только на фоне	1	1
255	века и в	3	1
256	находится в состоянии	1	1
257	прежде всего как	1	1
258	в них но	1	1
259	остаются в нем	1	1
260	дошедшие до нас	1	1
261	этапах своего исторического	1	1
262	меньшей степени чем	1	1
263	и вступает в	1	1
264	то есть вовсе	1	1
265	в одном из	1	1
266	а как бы	1	1
267	в сущности имеет	1	1
268	находит свое выражение	1	1
269	и многообразно переплетаются	1	1
270	то есть в	5	1
271	следовательно не только	1	1
272	себе самому и	1	1
273	есть и во	1	1
274	между людьми и	1	1
275	так как если	1	1
276	к тому или	1	1
277	в основе этих	1	1
278	и на определенных	1	1
279	могла бы быть	1	1
280	и особенно в	1	1
281	проникнуть во все	1	1
282	на то что	1	1
283	идеологии и литературы	1	1
284	и может быть	1	1
285	и вот в	1	1
286	для своего выражения	1	1
287	громадное значение в	1	1
288	в том чтобы	1	1
289	в чем же	1	1
290	вместе со своим	1	1
291	его в области	1	1
292	имеем в виду	2	1
293	в дон-кихоте в	1	1
294	еще раз подчеркнуть	2	1
295	в кавычки и	1	1
296	в свое время	5	1
297	образов но они	1	1
298	во всех формах	1	1
299	то есть только	3	1
300	в целом ряде	2	1
301	все более и	1	1
302	почти исключительно на	1	1
303	во всем своем	1	1
304	распространены во всех	1	1
305	во всех существенных	1	1
306	такова основная особенность	1	1
307	на двух моментах	1	1
308	его моментах как	1	1
309	жизни но и	1	1
310	и в чем	1	1
311	различные формы и	1	1
312	и в последующем	1	1
313	и так сказать	1	1
314	xvii и xviii	4	1
315	но здесь эти	1	1
316	более и более	1	1
317	вводит в свое	1	1
318	и до настоящего	1	1
319	в xvii и	1	1
320	но все это	2	1
321	не может стать	1	1
322	не в меньшей	1	1
323	суждения и оценки	1	1
324	путем перевода их	1	1
325	мира с его	1	1
326	на то или	1	1
327	между прочим в	1	1
328	никогда не могут	1	1
329	дело в том	2	1
330	что одним из	1	1
331	как раз в	1	1
332	подобно тому как	2	1
333	так и на	3	1
334	это и не	1	1
335	одной и той	1	1
336	и ничего не	1	1
337	уже говорили что	3	1
338	что не укладывается	1	1
339	он не знает	1	1
340	связанное с ним	1	1
341	перед нами здесь	1	1
342	в тесной связи	1	1
343	то есть во	1	1
344	мы имеем в	1	1
345	и все остальные	1	1
346	без учета этого	1	1
347	и его современников	1	1
348	то есть его	1	1
349	еще далеко не	2	1
350	и xviii веках	1	1
351	именно в том	1	1
352	нигде четко не	1	1
353	этом отношении он	1	1
354	том что он	1	1
355	всяком случае не	1	1
356	гаргантюа и пантагрюэль	1	1
357	начинают привлекать внимание	1	1
358	при всех различиях	1	1
359	влияние и на	1	1
360	в xvii веке	6	1
361	в сущности только	1	1
362	др то есть	1	1
363	выражение в ряде	1	1
364	языка но и	1	1
365	к себе самому	2	1
366	и без всякого	1	1
367	раз подчеркнуть что	1	1
368	всегда и повсюду	1	1
369	лежащее в основе	1	1
370	то есть чисто	1	1
371	только с помощью	1	1
372	они были как	1	1
373	от нас и	1	1
374	и в значительной	1	1
375	смысл и значение	1	1
376	также и в	1	1
377	и в известной	1	1
378	не только как	1	1
379	прежде всего в	1	1
380	нет и не	1	1
381	и той же	1	1
382	всех различиях в	1	1
383	средние века и	2	1
384	в ряде особенностей	1	1
385	в сущности всегда	1	1
386	у стерна и	3	1
387	потому что по	1	1
388	лежит в основе	1	1
389	значение в истории	1	1
