N	3gram	Tiupa_Anal	FransuaR
107	а с другой	1	3
108	есть не что	1	3
109	здесь как и	1	3
110	хотя он и	1	3
111	не только во	1	3
112	и в том	1	3
113	заключается в том	1	3
114	так и не	5	3
115	не что иное	1	3
116	что иное как	1	3
117	года то есть	1	2
118	и в данном	1	2
119	в том или	1	2
120	в себя и	1	2
121	при этом что	2	2
122	в них и	1	2
123	в этой роли	1	2
124	в его лице	1	2
125	сам по себе	2	2
126	из них в	1	2
127	они принадлежат к	1	2
128	и во всем	1	2
129	одна из существеннейших	1	2
130	из того что	1	2
131	имея в виду	1	2
132	дело не с	1	2
133	и может быть	1	2
134	в том чтобы	2	2
135	именно в этом	1	2
136	но уже в	1	2
137	и все его	1	2
138	по своей природе	1	2
139	так и его	2	2
140	не могут быть	1	2
141	в полной мере	3	2
142	том или ином	1	2
143	в конечном счете	5	2
144	видим что в	1	2
145	но дело здесь	1	2
146	они как бы	1	2
147	напомним что и	1	2
148	здесь как бы	1	2
149	жизни в ее	1	2
150	в известном смысле	2	2
151	не должно быть	1	2
152	выводит за пределы	1	2
153	на хуторе близ	1	2
154	что у него	1	2
155	не могли не	1	2
156	этом отношении он	1	2
157	же время они	1	2
158	что одна из	1	2
159	существенно связаны с	1	2
160	так и их	1	2
161	о чем свидетельствует	1	2
162	под углом зрения	1	2
163	в этом случае	1	2
164	в самом центре	1	2
165	том что он	2	2
166	же как и	1	2
167	и в сущности	1	2
168	к себе самому	1	2
169	в таких случаях	1	2
170	на две части	1	2
171	он не видит	1	1
172	или защита гротескно-комического	1	1
173	однако и в	1	1
174	выходит далеко за	1	1
175	но еще и	1	1
176	незыблемости существующего мира	1	1
177	его в себя	1	1
178	в соответствии с	2	1
179	то что не	1	1
180	условие ее постоянного	1	1
181	и тут же	1	1
182	другого миропорядка другого	1	1
183	в этом ряду	2	1
184	хотя бы и	1	1
185	ее необходимый момент	1	1
186	лично для себя	1	1
187	там и тогда	1	1
188	к которому впервые	1	1
189	родного дома и	1	1
190	из этих трех	1	1
191	не могут иметь	1	1
192	кажущейся ложной единственности	1	1
193	здесь далеко не	1	1
194	все это по	1	1
195	они не могут	1	1
196	далеко не всегда	1	1
197	с целым рядом	1	1
198	возвращает нас к	2	1
199	умения отрешиться от	1	1
200	что в них	1	1
201	арлекин или защита	1	1
202	и каким образом	1	1
203	оно никогда не	1	1
204	начала и конца	1	1
205	постоянного обновления и	1	1
206	он и в	1	1
207	как сам он	1	1
208	что при таком	1	1
209	и незыблемости существующего	1	1
210	и свободы но	1	1
211	лишь в самом	1	1
212	существенное значение в	1	1
213	целое жизни как	1	1
214	прежде всего к	1	1
215	своего отца и	1	1
216	лишь в одном	1	1
217	нет в его	1	1
218	обойтись и без	1	1
219	а потому и	1	1
220	и тем самым	2	1
221	но ведь и	1	1
222	одиночку с острым	1	1
223	ко второму изданию	1	1
224	не видит что	1	1
225	как бы карнавал	1	1
226	каждом из этих	1	1
227	при этом он	2	1
228	чем иным как	1	1
229	с этого момента	2	1
230	как если бы	1	1
231	как условие ее	1	1
232	к миру но	1	1
233	носит ярко выраженный	1	1
234	это все же	1	1
235	один из наиболее	1	1
236	ведь это не	1	1
237	для более широкого	1	1
238	в тех случаях	1	1
239	в частности с	1	1
240	приводит его к	1	1
241	может и не	1	1
242	войны и мира	1	1
243	произведения но и	1	1
244	и вступает в	1	1
245	и строго отграниченная	1	1
246	серьезного отношения к	1	1
247	они могут быть	1	1
248	является не только	1	1
249	никогда не бывает	1	1
250	человека и его	1	1
251	жизни как ее	1	1
252	карнавал переживаемый в	1	1
253	переживаемый в одиночку	1	1
254	которая в его	1	1
255	отношению к миру	1	1
256	но в нашем	1	1
257	в своей ограниченности	1	1
258	в этом же	1	1
259	с породившим ее	1	1
260	в эту минуту	1	1
261	и т.п как	1	1
262	хуторе близ диканьки	1	1
263	а между тем	1	1
264	входит в целое	1	1
265	в особенности с	1	1
266	было бы сказать	1	1
267	также что в	1	1
268	но как бы	1	1
269	другого строя жизни	1	1
270	между всеми людьми	1	1
271	тем более что	1	1
272	связь с породившим	1	1
273	породившим ее карнавальным	1	1
274	одной из этих	1	1
275	по преимуществу ночной	1	1
276	что в конце	1	1
277	в этом мире	1	1
278	комедия дель арте	1	1
279	и в божественной	1	1
280	ее постоянного обновления	1	1
281	бы карнавал переживаемый	1	1
282	единственности непререкаемости и	1	1
283	прежде всего с	1	1
284	необходимый момент как	1	1
285	включающее в себя	1	1
286	тем или иным	2	1
287	и в слове	1	1
288	в одиночку с	1	1
289	приобщение к жизни	1	1
290	этой своей отъединенности	1	1
291	что в этом	1	1
292	отношения к миру	1	1
293	в начале этого	2	1
294	в этот день	1	1
295	если бы он	1	1
296	более широкого и	1	1
297	что он не	2	1
298	для него самого	1	1
299	пределы кажущейся ложной	1	1
300	и в своей	2	1
301	ее карнавальным лоном	1	1
302	войне и мире	2	1
303	с его веселым	1	1
304	в дальнейшем мы	1	1
305	эту свободу и	1	1
306	бы в точке	1	1
307	в целом как	1	1
308	есть как бы	1	1
309	непререкаемости и незыблемости	1	1
310	и наконец в	1	1
311	в одном слове	1	1
312	как и вообще	1	1
313	в данном контексте	1	1
314	и его эстетической	1	1
315	нашли свое отражение	1	1
316	здесь входит в	1	1
317	однако и здесь	1	1
318	одной из своих	2	1
319	ложной единственности непререкаемости	1	1
320	здесь явственно обнаруживается	1	1
321	в каждом из	1	1
322	тем не менее	3	1
323	в силу своей	1	1
324	под этим углом	1	1
325	центральное место в	1	1
326	и в пространстве	1	1
327	есть на самом	1	1
328	и многих других	1	1
329	то есть не	1	1
330	не в том	1	1
331	по природе своей	3	1
332	но это все	1	1
333	что в отличие	1	1
334	этим углом зрения	1	1
335	момент как условие	1	1
336	в себе самом	1	1
337	в первой строфе	4	1
338	за пределы кажущейся	1	1
339	между собой и	1	1
340	в зависимости от	1	1
341	как и всякий	1	1
342	само по себе	1	1
343	известном смысле и	1	1
344	тому же в	2	1
345	до нас в	1	1
346	я не мог	1	1
347	был в значительной	1	1
348	из них не	1	1
349	как нам кажется	3	1
350	состоит в том	2	1
351	контакт между всеми	1	1
352	вольный фамильярный контакт	1	1
353	при этом как	2	1
354	с тех пор	1	1
355	лицом к лицу	1	1
356	к той стороне	1	1
357	и здесь остается	1	1
358	и новое рождение	1	1
359	жизнь вплоть до	1	1
360	внешних и внутренних	1	1
361	можно судить по	1	1
362	во многих отношениях	2	1
363	он так и	1	1
364	божественной комедии и	1	1
365	который в свою	2	1
366	одной стороны с	1	1
367	о себе самом	1	1
368	между тем в	2	1
369	так и самого	1	1
370	того или иного	5	1
371	писал в письме	1	1
372	в себе оба	1	1
373	это по преимуществу	1	1
374	в этой части	1	1
375	но лишь моменты	1	1
376	картина мира где	1	1
377	и теперь в	1	1
378	свою жизнь и	1	1
379	к однозначности и	1	1
380	обновления и омоложения	1	1
381	мы обратимся к	1	1
382	до того что	1	1
383	что же касается	1	1
384	один из характернейших	1	1
385	не имеющие никакого	1	1
386	фамильярный контакт между	1	1
387	перед нами как	1	1
388	к одному из	1	1
389	не в состоянии	1	1
390	требует от нас	1	1
391	время в рамках	1	1
392	даже в самом	1	1
393	в одну из	1	1
394	для всех в	1	1
395	а не как	1	1
396	при этом и	1	1
397	времени и в	1	1
398	подход к жизни	1	1
399	то есть от	1	1
400	в течение двадцати	1	1
401	вопрос о том	1	1
402	хотя и не	1	1
403	в начале года	1	1
404	в нашем контексте	1	1
405	миропорядка другого строя	1	1
406	одно из самых	1	1
407	своей причастности к	1	1
408	а в ее	1	1
409	и здесь мы	1	1
410	течение двадцати лет	1	1
411	роль в этом	1	1
412	в большинстве своем	1	1
413	в глубине души	2	1
414	речь идет о	2	1
415	в целое жизни	1	1
416	оно далеко не	1	1
417	или иной мере	1	1
418	как ее необходимый	1	1
419	и является в	1	1
420	лишь тем что	1	1
421	всяком случае не	1	1
422	при каких обстоятельствах	1	1
423	и т.д в	1	1
424	тех случаях когда	1	1
425	смерть здесь входит	1	1
426	в этом контексте	3	1
427	тогда как в	3	1
428	не только как	1	1
