N	2gram	Bakhtin_Pr	Problemy
326	настасьи филипповны	8	7
327	и ее	8	7
328	были бы	1	7
329	его с	2	7
330	например в	8	7
331	мы остановимся	5	7
332	в процессе	4	7
333	не входит	1	7
334	не хочу	1	7
335	он в	2	7
336	на этот	1	7
337	точку зрения	1	7
338	тот же	2	7
339	но на	2	7
340	двуголосое слово	2	7
341	полифонический роман	1	7
342	чужих слов	2	7
343	в их	7	7
344	все равно	6	7
345	но эта	2	7
346	сама по	2	7
347	мира и	3	7
348	к своему	4	7
349	и другого	2	7
350	как слово	3	7
351	и их	6	7
352	со всею	1	7
353	он с	1	7
354	такой же	1	7
355	одной плоскости	2	7
356	что было	2	6
357	во всем	5	6
358	кроме того	6	6
359	него в	1	6
360	в своих	4	6
361	самому и	1	6
362	и внутренне	1	6
363	диалога в	2	6
364	не менее	4	6
365	на фоне	1	6
366	в речь	1	6
367	с этим	3	6
368	но эти	3	6
369	превращается в	5	6
370	конечно не	11	6
371	достоевского это	2	6
372	как на	1	6
373	не становится	1	6
374	среди них	1	6
375	одна из	9	6
376	на почве	1	6
377	его слова	4	6
378	эта особенность	1	6
379	в драме	1	6
380	здесь с	1	6
381	и этим	3	6
382	у тургенева	1	6
383	человек и	2	6
384	но ведь	3	6
385	на этом	4	6
386	собою и	2	6
387	слово как	1	6
388	выражение в	1	6
389	а с	1	6
390	его творчества	12	6
391	человека как	1	6
392	можно было	2	6
393	бы уже	1	6
394	этот вопрос	3	6
395	стиль и	1	6
396	в этой	3	6
397	себя в	1	6
398	рассказ в	3	6
399	во время	1	6
400	и самое	2	6
401	и здесь	4	6
402	за ним	1	6
403	от автора	2	6
404	ни был	1	6
405	может стать	4	6
406	в которых	2	6
407	зависимости от	3	6
408	знает что	2	6
409	в основе	6	6
410	и вот	1	6
411	ли вы	1	6
412	и тон	2	6
413	в отличие	1	6
414	его художественного	3	6
415	он все	1	6
416	и во	6	6
417	он может	2	6
418	друг друга	7	6
419	построения романа	1	6
420	знаю что	1	6
421	и пр	1	6
422	сочетается с	4	6
423	но с	2	6
424	по существу	7	6
425	достоевский не	1	6
426	словом и	2	6
427	на его	4	6
428	на них	2	6
429	слова как	1	6
430	отличие от	1	6
431	на меня	1	6
432	как он	4	6
433	в начале	2	6
434	художественного мира	1	6
435	достоевского с	4	6
436	жизни и	13	6
437	на то	2	6
438	для этого	2	6
439	на устную	4	6
440	но для	2	6
441	героя но	2	6
442	речь героя	1	5
443	мире а	1	5
444	да что	1	5
445	рассказ рассказчика	2	5
446	те же	1	5
447	и свой	2	5
448	с собой	1	5
449	именно в	3	5
450	отношением к	1	5
451	и тона	1	5
452	по своим	2	5
453	одного контекста	4	5
454	на материале	1	5
455	авторской интенции	1	5
456	в высшей	1	5
457	видеть и	3	5
458	сам и	1	5
459	последняя смысловая	3	5
460	а между	3	5
461	одном слове	1	5
462	в зависимости	3	5
463	того же	5	5
464	него не	1	5
465	крайней мере	2	5
466	творчество достоевского	5	5
467	слов в	1	5
468	два голоса	2	5
469	тому же	3	5
470	про себя	1	5
471	на себя	3	5
472	записок из	1	5
473	я и	2	5
474	зрения и	2	5
475	в чем	1	5
476	в такой	1	5
477	той или	2	5
478	авторским словом	2	5
479	установки на	2	5
480	не могу	3	5
481	если б	7	5
482	как объект	1	5
483	достоевского мы	5	5
484	говорили что	2	5
485	его как	3	5
486	что может	1	5
487	в общем	2	5
488	во внутренний	1	5
489	автора как	1	5
490	одного монологического	2	5
491	один из	7	5
492	та же	1	5
493	в последнем	1	5
494	то есть	86	5
495	я бы	1	5
496	в сказе	1	5
497	него нет	1	5
498	в исповеди	1	5
499	со всеми	8	5
500	поэтому и	4	5
501	все то	4	5
502	здесь мы	3	5
503	рассказчика и	1	5
504	героев и	1	5
505	на протяжении	5	5
506	вместе с	5	5
507	слово рассказчика	2	5
508	ну да	1	5
509	по крайней	2	5
510	образа героя	1	5
511	ни на	1	5
512	совершенно не	4	5
513	но у	1	5
514	но здесь	2	5
515	мы не	7	5
516	авторского замысла	1	5
517	слов и	1	5
518	в мир	1	5
519	нет и	3	5
520	но именно	4	5
521	настасья филипповна	4	5
522	он воспринимает	1	5
523	в ее	3	5
524	меня не	1	5
525	высшей степени	1	5
526	и то	2	5
527	они не	5	5
528	того и	3	5
529	он как	2	5
530	авантюрного сюжета	3	5
531	где он	1	5
532	ведь это	2	5
533	для других	2	5
534	слова но	3	5
535	в обычном	1	5
536	между собою	2	5
537	слова на	2	5
538	как можно	1	5
539	по своему	6	5
540	в авторском	1	5
541	нисколько не	1	5
542	лежит в	1	5
543	смысловая инстанция	3	5
544	не укладывается	1	5
545	он ни	1	5
546	но при	2	5
547	в ней	8	5
548	быть и	2	5
549	когда он	2	5
550	есть и	4	5
551	человека с	3	5
552	с человеком	3	5
553	диалога с	2	5
554	благодаря этому	1	5
555	или иной	2	5
556	тому что	1	5
557	все что	1	4
558	оно стремится	1	4
559	что если	1	4
560	к другу	1	4
561	мы и	4	4
562	с этой	1	4
563	еще более	6	4
564	души человеческой	1	4
565	плоскости с	1	4
566	они уже	1	4
567	чужую речь	3	4
568	нами в	1	4
569	по мере	3	4
570	типа и	1	4
571	среди других	2	4
572	более или	3	4
573	в духе	10	4
574	друг к	1	4
575	в пределы	1	4
576	в одно	1	4
577	при всей	3	4
578	для автора	1	4
579	европейского романа	3	4
580	то это	4	4
581	как чужое	2	4
582	перед его	2	4
583	и мысли	4	4
584	он был	1	4
585	даже и	3	4
586	всего этого	4	4
587	всем этим	2	4
588	слов героя	1	4
589	чужого голоса	1	4
590	автора в	2	4
591	он умел	2	4
592	в свете	1	4
593	уже и	1	4
594	художественного замысла	1	4
595	к третьему	1	4
596	но этот	2	4
597	или менее	3	4
598	образом как	1	4
599	понятно что	1	4
600	находится в	1	4
601	есть конечно	1	4
602	во всей	5	4
603	и вдруг	1	4
604	для понимания	3	4
605	на предмет	5	4
606	от них	2	4
607	они могут	3	4
608	не то	3	4
609	все в	3	4
610	него как	4	4
611	произведения достоевского	3	4
612	установка на	2	4
613	он тоже	1	4
614	поэтому в	1	4
615	вполне понятно	2	4
616	сюжет не	3	4
617	тем не	2	4
618	личности в	1	4
619	не была	2	4
620	связи с	1	4
621	в которой	2	4
622	речи героя	1	4
623	его романов	1	4
624	характер и	1	4
625	то в	1	4
626	время как	1	4
627	слово здесь	3	4
628	не есть	1	4
629	в сторону	1	4
630	в эту	3	4
631	на себе	1	4
632	под влиянием	1	4
633	остается в	2	4
634	они действительно	1	4
635	одному голосу	1	4
636	если оно	3	4
637	его творчестве	4	4
638	к слову	3	4
639	он ничего	1	4
640	именно потому	1	4
641	в рассказе	2	4
642	речи и	3	4
643	одно и	1	4
644	им и	1	4
645	но только	2	4
646	а вовсе	1	4
647	слово у	3	4
648	в направлении	2	4
649	протяжении всего	1	4
650	в первой	2	4
651	с ее	3	4
652	всех этих	2	4
653	с идеей	2	4
654	мы видели	2	4
655	романа не	1	4
656	образом и	3	4
657	он уже	1	4
658	даны в	1	4
659	своего собственного	1	4
660	монологического контекста	3	4
661	мысль не	1	4
662	романа в	2	4
663	из которых	2	4
664	речи как	2	4
665	слова мы	1	4
666	конечно и	7	4
667	быть даже	2	4
668	и действительно	3	4
669	скрытой полемики	1	4
670	в словах	2	4
671	как нам	1	4
672	бы не	1	4
673	героев в	1	4
674	здесь нет	2	4
675	ибо не	1	4
676	совпадает с	1	4
677	и если	4	4
678	по достоевскому	1	4
679	обойтись без	1	4
680	сознании и	1	4
681	в первых	1	4
682	как если	1	4
683	которую он	3	4
684	времени и	4	4
685	каждый из	1	4
686	над собой	2	4
687	а лишь	2	4
688	вне его	1	4
689	сами по	1	4
690	глубины души	1	4
691	к миру	2	4
692	мире в	1	4
693	со словом	1	4
694	только с	3	4
695	рассказ и	3	4
696	материал и	1	4
697	только слово	1	4
698	в особом	2	4
699	у вас	1	4
700	подполья и	1	4
701	пародийное слово	1	4
702	слова героя	2	4
703	на чужую	3	4
704	тоже не	2	4
705	мир в	1	4
706	нет ни	2	4
707	хоть и	1	4
708	сознания вообще	1	4
709	перестает быть	1	4
710	романа но	3	4
711	одного куска	2	4
712	объектное слово	4	4
713	этом отношении	1	4
714	в формах	2	4
715	в литературе	8	4
716	что с	1	4
717	все и	1	4
718	здесь в	11	4
719	смысле этого	3	4
720	в диалогах	4	4
721	такое слово	1	4
722	а то	1	4
723	вообще не	1	4
724	в плоскость	1	4
725	и без	4	4
726	слова не	2	4
727	и понимания	1	4
728	войти в	3	4
729	это было	3	4
730	в каждой	1	4
731	об этом	3	4
732	особенно в	7	4
733	всех возможных	1	4
734	жизнь и	3	4
735	также и	5	4
736	самосознания и	1	4
737	особый тип	2	4
738	конечно в	2	4
739	еще в	1	4
740	стороны и	1	4
741	него и	1	4
742	оно должно	2	4
743	и прежде	6	4
744	это в	1	4
745	таким же	1	4
746	образ героя	1	4
747	мы сказали	4	4
748	его герой	1	4
749	с которыми	1	3
750	нет здесь	1	3
751	диалога и	3	3
752	уж не	1	3
753	тему о	1	3
754	с героем	1	3
755	делает свое	1	3
756	говорить о	2	3
757	может служить	2	3
758	о чем	2	3
759	в большей	5	3
760	перед достоевским	1	3
761	говорит о	2	3
762	б я	2	3
763	а затем	5	3
764	и само	1	3
765	самый факт	1	3
766	это дано	1	3
767	как образ	1	3
768	не предопределен	2	3
769	жизнь в	4	3
770	ну и	1	3
771	между словами	2	3
772	ответа и	1	3
773	есть в	7	3
774	к другим	4	3
775	исповедь ставрогина	1	3
776	мысли о	3	3
777	большей или	6	3
778	он является	2	3
779	в письме	1	3
780	стилистическая обработка	3	3
781	в записках	1	3
782	тенденция к	1	3
783	несколько дальше	1	3
784	без труда	1	3
785	постановляется на	2	3
786	можно сказать	12	3
787	и отчасти	2	3
788	здесь конечно	5	3
789	в данном	1	3
790	жизни а	2	3
791	идеологии достоевского	1	3
792	направлено на	1	3
793	это последнее	2	3
794	и окружающий	1	3
795	слову и	1	3
796	между двумя	4	3
797	увидим что	1	3
798	но они	5	3
799	в различных	1	3
800	точке зрения	1	3
801	с авторской	1	3
802	и еще	2	3
803	ставрогина с	1	3
804	художественном творчестве	1	3
805	в голове	1	3
806	одной из	6	3
807	достоевского является	1	3
808	биографического романа	4	3
809	автор как	1	3
810	и вообще	3	3
811	знает только	1	3
812	согласиться с	1	3
813	достоевского по	1	3
814	что даже	1	3
815	делая его	1	3
816	в структуре	4	3
817	свои собственные	1	3
818	кажется нам	1	3
819	особенности его	2	3
820	общая черта	1	3
821	всего в	1	3
822	герой и	3	3
823	мы видим	2	3
824	по преимуществу	1	3
825	и среди	1	3
826	сознания с	1	3
827	в братьях	4	3
828	она в	1	3
829	объективный мир	1	3
830	узком смысле	1	3
831	и герой	1	3
832	нести в	1	3
833	пожалуй и	1	3
834	не должна	2	3
835	чем у	1	3
836	реплика диалога	1	3
837	авантюрным героем	2	3
838	достоевского было	1	3
839	я очень	1	3
840	это очень	5	3
841	изображенный мир	1	3
842	и рассказ	1	3
843	и человек	1	3
844	чем в	2	3
845	что вы	1	3
846	установки и	1	3
847	например у	3	3
848	слово автора	1	3
849	слов с	1	3
850	здесь же	1	3
851	в таком	3	3
852	не бывает	1	3
853	человек в	2	3
854	следовательно и	2	3
855	и изображать	1	3
856	между собой	1	3
857	стилизация или	3	3
858	иван карамазов	1	3
859	в смысле	2	3
860	и мир	1	3
861	именно как	3	3
862	могли бы	2	3
863	материалом для	1	3
864	мы можем	9	3
865	чужого стиля	1	3
866	мне все	2	3
867	почти на	1	3
868	с какой-то	1	3
869	обычной монологической	1	3
870	очень часто	4	3
871	не дает	3	3
872	задает себе	1	3
873	ту же	2	3
874	авторская идея	1	3
875	как человек	2	3
876	и та	1	3
877	в приведенном	1	3
878	себя на	1	3
879	его жизнь	2	3
880	по своей	12	3
881	другой голос	1	3
882	мы здесь	4	3
883	или меньшей	6	3
884	ни одной	1	3
885	другом как	1	3
886	это вовсе	1	3
887	и есть	1	3
888	собственного сознания	1	3
889	значение в	4	3
890	и по	5	3
891	в последующем	2	3
892	меньшей степени	6	3
893	в один	3	3
894	и особенно	3	3
895	и сами	1	3
896	меня и	1	3
897	своего рода	7	3
898	другой контекст	2	3
899	один голос	1	3
900	он стремится	1	3
901	в основном	1	3
902	почти не	2	3
903	должны быть	2	3
904	и при	2	3
905	романа и	4	3
906	дан в	3	3
907	от этой	1	3
908	этот другой	1	3
909	и делает	1	3
910	к рогожину	1	3
911	убеждениям и	1	3
912	себе не	1	3
913	там в	1	3
914	и самая	1	3
915	и одновременно	6	3
916	и единство	1	3
917	существенно и	1	3
918	стремится быть	1	3
919	или наоборот	3	3
920	есть нечто	1	3
921	сам с	1	3
922	увидеть и	1	3
923	только себя	1	3
924	объектного слова	3	3
925	литературе о	2	3
926	слове и	1	3
927	в конкретном	1	3
928	его о	1	3
929	все они	2	3
930	братьях карамазовых	4	3
931	именно тем	2	3
932	предметное значение	1	3
933	не является	1	3
934	в диалог	2	3
935	за всеми	4	3
936	на нее	1	3
937	как целое	1	3
938	который не	2	3
939	зрения как	1	3
940	да еще	2	3
941	высказывания и	2	3
942	слияние голосов	1	3
943	это все	2	3
944	слово по	2	3
945	а может	1	3
946	он во	1	3
947	оно является	1	3
948	и уже	2	3
949	может войти	1	3
950	и больше	1	3
951	именно на	2	3
952	значение для	5	3
953	вступает в	1	3
954	исповеди ставрогина	1	3
955	и реплика	2	3
956	всеми своими	1	3
957	в последний	4	3
958	еще один	1	3
959	мышкина и	2	3
960	им в	1	3
961	о способах	1	3
962	глубокое и	1	3
963	без всякого	1	3
964	если мы	5	3
965	тем же	1	3
966	мог бы	1	3
967	не за	3	3
968	авторской речи	1	3
969	что тут	1	3
970	в сознании	2	3
971	этот второй	1	3
972	правда в	5	3
973	внутреннего человека	1	3
974	же он	2	3
975	во времени	1	3
976	выходит за	1	3
977	человека но	1	3
978	автора но	1	3
979	достоевский был	5	3
980	связан с	2	3
981	этом случае	1	3
982	или к	2	3
983	данном случае	1	3
984	того как	4	3
985	за собою	1	3
986	речь и	1	3
987	не для	1	3
988	которых он	1	3
989	и соответствующие	2	3
990	кто он	1	3
991	ее в	4	3
992	и всегда	2	3
993	в других	2	3
994	на которой	2	3
995	проникает внутрь	3	3
996	быть весьма	1	3
997	у нас	2	3
998	в авторский	2	3
999	в повести	3	3
1000	мы будем	3	3
1001	раз в	2	3
1002	однако не	1	3
1003	со словами	1	3
1004	ко второму	2	3
1005	этого не	1	3
1006	у толстого	1	3
1007	в руках	1	3
1008	дело в	3	3
1009	их взаимоотношения	2	3
1010	слова слово	1	3
1011	на тему	1	3
1012	если и	1	3
1013	или даже	1	3
1014	для героев	1	3
1015	так в	1	3
1016	словом как	1	3
1017	и могут	2	3
1018	и выходит	1	3
1019	но уже	2	3
1020	дело и	2	3
1021	а он	1	3
1022	на другого	1	3
1023	но конечно	3	3
1024	прямым авторским	2	3
1025	так себе	1	3
1026	чтобы сделать	1	3
1027	которая как	1	3
1028	чужой речи	2	3
1029	как чужой	1	3
1030	сказать о	1	3
1031	он говорит	1	3
1032	здесь достоевский	1	3
1033	ивана и	1	3
1034	не бывать	1	3
1035	понимания мира	1	3
1036	строится как	1	3
1037	я к	1	3
1038	все должно	1	3
1039	не удалось	1	3
1040	из этих	3	3
1041	уже после	1	3
1042	а за	2	3
1043	не с	1	3
1044	его речи	1	3
1045	нового времени	8	3
1046	характера типа	1	3
1047	ним как	1	3
1048	устной речи	2	3
1049	человека и	10	3
1050	почти никогда	1	3
1051	карамазова и	1	3
1052	человек как	1	3
1053	двуголосого слова	1	3
1054	находиться в	1	3
1055	которые в	3	3
1056	своего прямого	2	3
1057	что на	2	3
1058	в пространстве	1	3
1059	в узком	1	3
1060	все еще	3	3
1061	нуждается в	1	3
1062	прямой и	1	3
1063	и себе	1	3
1064	знает лишь	1	3
1065	в чисто	2	3
1066	формообразующей идеологии	1	3
1067	случаев сказ	2	2
1068	мы наблюдаем	4	2
1069	мы обратимся	1	2
1070	последней смысловой	1	2
1071	иной форме	1	2
1072	и другие	14	2
1073	я уверен	1	2
1074	себя лишь	1	2
1075	обращены к	1	2
1076	самоцелью и	1	2
1077	в центре	4	2
1078	в душе	1	2
1079	усвояет себе	1	2
1080	и очень	1	2
1081	указывает на	2	2
1082	со всем	1	2
1083	слово языка	2	2
1084	зрения своего	2	2
1085	чем пойдет	2	2
1086	которая в	1	2
1087	которому оно	1	2
1088	я знаю	1	2
1089	все позволено	2	2
1090	не определенным	1	2
1091	подходом к	1	2
1092	для раскольникова	1	2
1093	замысла но	1	2
1094	любовь к	4	2
1095	из всех	1	2
1096	ослабленной форме	1	2
1097	в разгаре	1	2
1098	но тем	1	2
1099	правда это	2	2
1100	что дело	1	2
1101	одному из	2	2
1102	и категории	1	2
1103	роман в	1	2
1104	до крайности	1	2
1105	значение они	1	2
1106	служить своим	1	2
1107	речь его	1	2
1108	мышкина с	1	2
1109	не проникает	2	2
1110	с ошибкой	1	2
1111	он остается	2	2
1112	пойдет рассказ	2	2
1113	нами уже	2	2
1114	вот что	2	2
1115	относится и	1	2
1116	имеют первостепенное	1	2
1117	своих целей	2	2
1118	с прямым	1	2
1119	для осуществления	1	2
1120	этой форме	1	2
1121	весь этот	1	2
1122	его мире	1	2
1123	владычествующая идея	2	2
1124	взаимоотношение между	1	2
1125	к более	1	2
1126	прямо сказать	1	2
1127	он у	1	2
1128	словом рассказчика	1	2
1129	с авантюрным	2	2
1130	дано лишь	1	2
1131	в корне	1	2
1132	его на	1	2
1133	достоевского достоевский	1	2
1134	романа который	1	2
1135	предмет и	2	2
1136	так вы	1	2
1137	поэтому диалог	1	2
1138	ставит нас	1	2
1139	его замысел	1	2
1140	собой не	1	2
1141	роль в	1	2
1142	укладывается в	1	2
1143	весь роман	2	2
1144	души в	1	2
1145	почти все	1	2
1146	самого слова	1	2
1147	из героев	1	2
1148	установку на	2	2
1149	устойчивый образ	1	2
1150	как стиль	1	2
1151	могут оказаться	2	2
1152	мир как	1	2
1153	с порфирием	1	2
1154	и иногда	2	2
1155	ними и	1	2
1156	во все	5	2
1157	диалоге в	2	2
1158	типа слова	1	2
1159	диалога так	1	2
1160	объектная тень	2	2
1161	не сделал	2	2
1162	не согласиться	1	2
1163	тут надо	1	2
1164	силы и	2	2
1165	не между	1	2
1166	конечно что	1	2
1167	эти проблемы	1	2
1168	и идеологической	1	2
1169	для определенного	2	2
1170	для того	1	2
1171	тело и	2	2
1172	не всегда	3	2
1173	одного героя	1	2
1174	достоевского его	1	2
1175	авантюрный роман	2	2
1176	с помощью	4	2
1177	одного социального	1	2
1178	свою внутреннюю	1	2
1179	всего как	1	2
1180	не об	1	2
1181	ну а	2	2
1182	тон рассказа	3	2
1183	сочетаются с	2	2
1184	и нужна	1	2
1185	тип слова	1	2
1186	леонид гроссман	1	2
1187	что еще	1	2
1188	всю жизнь	1	2
1189	в замысле	2	2
1190	даже с	1	2
1191	отметить что	3	2
1192	до того	1	2
1193	время их	1	2
1194	свой материал	1	2
1195	единство не	1	2
1196	ничего что	1	2
1197	слов о	3	2
1198	диалог не	1	2
1199	принадлежащих к	1	2
1200	беспрерывно постановляется	2	2
1201	иногда до	1	2
1202	слово уже	1	2
1203	идея в	1	2
1204	глубокий след	1	2
1205	которых может	1	2
1206	в реальный	1	2
1207	должно ощущаться	1	2
1208	подошли к	1	2
1209	типа в	3	2
1210	чуткое ухо	1	2
1211	же она	1	2
1212	их сознания	1	2
1213	материал в	1	2
1214	мы чувствуем	1	2
1215	невозможны в	1	2
1216	не исчерпали	1	2
1217	собою а	1	2
1218	типа а	2	2
1219	через лабиринт	1	2
1220	к этому	5	2
1221	а следовательно	2	2
1222	и был	1	2
1223	к этим	1	2
1224	и душа	2	2
1225	других слов	1	2
1226	в заключение	4	2
1227	разновидности с	2	2
1228	диалога у	1	2
1229	из слов	1	2
1230	нам важно	1	2
1231	этого и	1	2
1232	и весь	1	2
1233	она имеет	1	2
1234	не возникает	1	2
1235	к различным	1	2
1236	пьедестал будущий	2	2
1237	с преобладанием	1	2
1238	без истины	1	2
1239	друга но	2	2
1240	автора монологический	1	2
1241	как композиционное	1	2
1242	нельзя сказать	2	2
1243	после того	1	2
1244	произведения и	1	2
1245	на пьедестал	2	2
1246	ему для	1	2
1247	включено в	1	2
1248	есть у	1	2
1249	у каждого	1	2
1250	одна общая	1	2
1251	имеется и	1	2
1252	его но	1	2
1253	достоевского для	1	2
1254	прямом слове	1	2
1255	этом каждое	1	2
1256	более резкой	1	2
1257	в качестве	1	2
1258	объектных слов	1	2
1259	произведении достоевского	1	2
1260	биографического сюжета	1	2
1261	условное слово	1	2
1262	самостоятельных и	1	2
1263	героем достоевского	1	2
1264	диалог и	2	2
1265	и князю	2	2
1266	одного момента	1	2
1267	и других	12	2
1268	чужое высказывание	2	2
1269	диалог как	2	2
1270	утрачивает свою	2	2
1271	алеши и	1	2
1272	прежде чем	2	2
1273	типа это	1	2
1274	особенно там	1	2
1275	полемики с	2	2
1276	отношений к	1	2
1277	на одну	1	2
