N	2gram	Vygotskiy_	Otkroven
224	для его	2	1
225	а с	7	1
226	и самое	1	1
227	не существует	3	1
228	в центре	2	1
229	и других	2	1
230	указывали на	1	1
231	к другу	5	1
232	один из	9	1
233	для нашего	1	1
234	такой исключительной	1	1
235	которым он	1	1
236	в котором	5	1
237	и здесь	11	1
238	та же	6	1
239	после этого	1	1
240	действие все	1	1
241	самой природе	1	1
242	не нужна	1	1
243	и состоит	1	1
244	друг к	5	1
245	братья карамазовы	1	1
246	и переживает	1	1
247	быть что	1	1
248	уверен что	1	1
249	ней не	1	1
250	поле битвы	1	1
251	толстого и	1	1
252	после того	1	1
253	начале романа	1	1
254	я имею	1	1
255	человека не	1	1
256	в заслугу	1	1
257	границы и	1	1
258	и хлеб	1	1
259	в пределе	1	1
260	того как	4	1
261	жизни а	2	1
262	нет такой	1	1
263	этого она	1	1
264	и заключается	6	1
265	в первый	1	1
266	собой в	2	1
267	его с	2	1
268	она не	1	1
269	том как	1	1
270	должна быть	2	1
271	мы не	8	1
272	противоречие и	1	1
273	но еще	3	1
274	цели которая	1	1
275	больше всего	1	1
276	их главное	1	1
277	один только	1	1
278	смысле слова	2	1
279	связана с	1	1
280	что сама	1	1
281	свое исследование	2	1
282	заключено в	1	1
283	еще более	2	1
284	также и	1	1
285	ту же	3	1
286	но не	9	1
287	это должно	1	1
288	по сравнению	4	1
289	из жизни	1	1
290	не по	1	1
291	представляет собой	2	1
292	но всегда	1	1
293	и трагическое	2	1
294	быть не	2	1
295	для раскрытия	1	1
296	не быть	1	1
297	был бы	8	1
298	все можно	1	1
299	в ней	5	1
300	из всех	1	1
301	что нужно	1	1
302	человека как	1	1
303	он видит	5	1
304	что это	15	1
305	до которой	1	1
306	речи и	2	1
307	этом отношении	3	1
308	может служить	1	1
309	всяком случае	1	1
310	очень ясно	1	1
311	с трудом	1	1
312	лиц в	1	1
313	о чем	4	1
314	в сущности	14	1
315	действующих лиц	9	1
316	из которой	2	1
317	и противоположное	1	1
318	кажется что	2	1
319	сам по	4	1
320	влюблен в	1	1
321	указал на	2	1
322	этом никто	1	1
323	в частности	6	1
324	говорит о	5	1
325	как это	16	1
326	центральной и	1	1
327	о нем	3	1
328	не оставляет	1	1
329	но может	2	1
330	чем у	3	1
331	что только	1	1
332	чего не	1	1
333	на нем	1	1
334	со всей	4	1
335	как у	1	1
336	что сам	1	1
337	со стороны	3	1
338	своих героев	1	1
339	он должен	8	1
340	не с	2	1
341	за собой	1	1
342	не хочет	1	1
343	и ему	1	1
344	он убивает	2	1
345	тот должен	1	1
346	и что	45	1
347	в одном	5	1
348	на самом	9	1
349	у нас	7	1
350	его характер	1	1
351	в отношении	2	1
352	можно было	6	1
353	уже указывали	1	1
354	подходит к	1	1
355	люди все	1	1
356	других писателей	1	1
357	людей и	1	1
358	оказывается что	2	1
359	нет никакой	2	1
360	не потому	2	1
361	же не	2	1
362	бы и	1	1
363	этим именем	1	1
364	заключает в	7	1
365	и это	13	1
366	ее с	1	1
367	совершенно новый	2	1
368	в нас	15	1
369	это есть	3	1
370	смысле этого	1	1
371	и когда	12	1
372	и до	4	1
373	нет никакого	2	1
374	в русском	1	1
375	этого нужно	1	1
376	иначе чем	1	1
377	по своей	1	1
378	от того	6	1
379	открывает новую	1	1
380	подходит и	2	1
381	цели и	1	1
382	красоты в	1	1
383	думать что	3	1
384	в них	7	1
385	у нее	1	1
386	действующие лица	5	1
387	в форме	2	1
388	значение что	1	1
389	говорит он	2	1
390	не любит	1	1
391	и всех	1	1
392	перед ним	2	1
393	что нет	3	1
394	быть никогда	1	1
395	как например	2	1
396	было сделать	1	1
397	и даже	4	1
398	психологии и	2	1
399	этой загадки	1	1
400	в борьбе	1	1
401	в глаза	2	1
402	всего что	1	1
403	показывает нам	2	1
404	подошел к	1	1
405	сила и	1	1
406	если бы	21	1
407	самом деле	17	1
408	у которых	1	1
409	себе что	1	1
410	делает в	1	1
411	от всех	1	1
412	до последней	1	1
413	и формы	1	1
414	и более	1	1
415	и делают	1	1
416	вот что	2	1
417	на примере	7	1
418	с ними	1	1
419	была бы	4	1
420	истории и	1	1
421	и сам	1	1
422	почему же	1	1
423	всегда в	1	1
424	теряет в	1	1
425	имею в	1	1
426	и можно	2	1
427	скрыта в	1	1
428	есть просто	1	1
429	будто бы	3	1
430	в виду	5	1
431	в силу	3	1
432	на этот	7	1
433	поверхности у	1	1
434	любовь и	1	1
435	дело в	4	1
436	вообще и	1	1
437	из самых	3	1
438	и эта	2	1
439	к каким	1	1
440	его как	1	1
441	отношения к	2	1
442	тем же	3	1
443	жизни как	1	1
444	одним словом	1	1
445	когда человек	1	1
446	установленным что	1	1
447	но есть	1	1
448	и каждый	2	1
449	от которой	1	1
450	он ставит	2	1
451	заключается в	13	1
452	но от	1	1
453	начиная с	1	1
454	не делает	1	1
455	над его	1	1
456	рисует картину	1	1
457	действительно в	1	1
458	и действительно	2	1
459	но нет	1	1
460	ли нам	1	1
461	он знает	3	1
462	он говорит	5	1
463	бы он	1	1
464	сказать в	1	1
465	дела что	1	1
466	в конце	10	1
467	указывает на	8	1
468	противоречий и	2	1
469	в процессе	1	1
470	он хотел	2	1
471	например в	2	1
472	задача которая	1	1
473	в жизни	2	1
474	между этими	1	1
475	под внешним	1	1
476	человеком и	1	1
477	выход он	1	1
478	но к	1	1
479	что красота	1	1
480	находится в	2	1
481	в глазах	2	1
482	и почему	3	1
483	в корне	2	1
484	вот с	1	1
485	в сферу	2	1
486	характер и	1	1
487	с той	2	1
488	и без	1	1
489	на поверхности	2	1
490	это глубоко	1	1
491	им для	1	1
492	двух противоположных	8	1
493	и как	10	1
494	то в	1	1
495	он попал	1	1
496	все время	44	1
497	к его	2	1
498	есть не	7	1
499	так часто	1	1
500	существует между	7	1
501	в сознании	2	1
502	страха и	1	1
503	что она	10	1
504	есть та	2	1
505	открывает нам	1	1
506	жизни и	8	1
507	всю жизнь	1	1
508	одна из	6	1
509	его силы	1	1
510	хлебами и	1	1
511	в разных	1	1
512	состоит из	1	1
513	одном из	2	1
514	и прежде	1	1
515	в одно	1	1
516	который в	1	1
517	романы и	1	1
518	как в	4	1
519	этого слова	1	1
520	другом месте	1	1
521	как будто	7	1
522	в совершенно	6	1
523	речь о	1	1
524	даже до	1	1
525	на то	27	1
526	что говорит	1	1
527	он более	1	1
528	а иногда	1	1
529	проникновение в	1	1
530	толстого не	2	1
531	он никогда	1	1
532	от этого	1	1
533	возможности и	1	1
534	чувств и	6	1
535	трагедии и	5	1
536	нуждается в	3	1
537	слишком много	1	1
538	к благополучию	1	1
539	отличается от	4	1
540	что во	1	1
541	да и	4	1
542	формы он	1	1
543	друг с	6	1
544	его жизни	1	1
545	любит не	2	1
546	в свой	1	1
547	нисколько не	3	1
548	исследование в	1	1
549	сравнению с	4	1
550	двойственность в	1	1
551	но это	2	1
552	в эти	1	1
553	мыслей в	1	1
554	боль и	1	1
555	и открывает	1	1
556	будет когда	1	1
557	в это	2	1
558	которого не	1	1
559	из него	1	1
560	себе и	4	1
561	с другом	6	1
562	и чем	1	1
563	любви и	3	1
564	своего ума	1	1
565	показал что	2	1
566	говорит с	1	1
567	любви а	1	1
568	она и	1	1
569	страстей в	1	1
570	само по	3	1
571	к которой	4	1
572	из них	7	1
573	что их	2	1
574	вовсе не	8	1
575	под влиянием	3	1
576	что как	1	1
577	это так	2	1
578	уже не	1	1
579	в одной	4	1
580	указать на	1	1
581	одна возможность	1	1
582	мысли в	1	1
583	это была	1	1
584	с каким	1	1
585	говорится что	2	1
586	и самый	2	1
587	природы с	1	1
588	бы в	7	1
589	к другому	2	1
590	был совершенно	1	1
591	единство в	1	1
592	и возможности	1	1
