N	3gram	Bakhtin_Pr	StatiiOP
169	отношение к слову	1	1
170	его служить своим	1	1
171	и это слово	1	1
172	во второй части	2	1
173	и в трагедии	1	1
174	в известной степени	1	1
175	и на материале	1	1
176	в большинстве случаев	10	1
177	же это за	1	1
178	целого то что	1	1
179	не все в	1	1
180	по сравнению с	1	1
181	точку зрения на	3	1
182	была бы совершенно	1	1
183	этого слова без	1	1
184	в частности на	1	1
185	иной если бы	1	1
186	самом деле в	1	1
187	самого последнего времени	1	1
188	для своего времени	1	1
189	совершенно иной если	1	1
190	в собственном смысле	1	1
191	и никогда не	1	1
192	в том и	2	1
193	в трагедии в	1	1
194	мы подходим к	1	1
195	и это не	3	1
196	и лишь в	1	1
197	от того кто	1	1
198	а в том	1	1
199	том и другом	1	1
200	во что бы	1	1
201	потому что она	3	1
202	друг от друга	1	1
203	во множественном числе	1	1
204	его жизнь в	1	1
205	но и он	1	1
206	и на другое	1	1
207	в еще более	1	1
208	в позднейшем творчестве	1	1
209	не потому что	1	1
210	что он сам	1	1
211	и на почве	1	1
212	если бы это	1	1
213	не могло в	1	1
214	смысле этого слова	1	1
215	в отношении к	3	1
216	и могут быть	1	1
217	но на самом	1	1
218	вместо того чтобы	1	1
219	другой стороны и	3	1
220	само по себе	4	1
221	точки зрения ее	1	1
222	как бы он	1	1
223	в каждом из	1	1
224	по ту сторону	2	1
225	по себе не	1	1
226	точки зрения его	1	1
227	каждом из этих	1	1
228	и по отношению	1	1
229	что же это	1	1
230	так как его	1	1
231	так далеко что	1	1
232	на одно из	1	1
233	в высшей степени	1	1
234	и не хочет	1	1
235	является одним из	1	1
236	к нему все	1	1
237	это вовсе не	2	1
238	не менее и	1	1
239	что с точки	1	1
240	как и всегда	1	1
241	так как не	2	1
242	только то что	2	1
243	это однако не	1	1
244	на минуту не	1	1
245	и другом случае	1	1
246	поэтому в романе	1	1
247	заставляя его служить	1	1
248	и не может	6	1
249	то ни стало	1	1
250	т е слова	1	1
251	была для него	3	1
252	быть не может	1	1
253	того что он	1	1
254	и перед нами	1	1
255	никогда не была	1	1
256	и в речи	1	1
257	то что было	4	1
258	сих пор не	1	1
259	не знает что	1	1
260	прошлому и будущему	1	1
261	даже там где	2	1
262	другом месте и	1	1
263	смысле как мы	1	1
264	и не укладывается	1	1
265	друг к другу	1	1
266	ведь и сам	3	1
267	каждая из этих	1	1
268	и во всяком	1	1
269	же степени как	1	1
270	они ни были	1	1
271	мере того как	1	1
272	конечно далеко не	1	1
273	может быть даже	1	1
274	выйти за пределы	1	1
275	со всеми его	1	1
276	и именно в	1	1
277	все в этой	1	1
278	и не потому	1	1
279	этой точки зрения	2	1
280	по мере того	1	1
281	т д как	1	1
282	но и не	2	1
283	в каждом слове	1	1
284	и так сказать	1	1
285	б м эйхенбаум	1	1
286	в его творчестве	3	1
287	только и могут	1	1
288	ни на что	1	1
289	точки зрения своей	1	1
290	точка зрения на	2	1
291	лишь то что	1	1
292	вы говорите что	1	1
293	не мудрено что	1	1
294	он может быть	2	1
295	одна из его	1	1
296	в узком смысле	2	1
297	вовсе еще не	1	1
298	что бы то	1	1
299	если бы эти	1	1
300	не только к	1	1
301	для него не	2	1
302	того что и	1	1
303	одно из самых	1	1
304	а у нас	1	1
305	каких бы то	1	1
306	и переносит центр	1	1
307	и в частности	1	1
308	и быть не	1	1
309	он делает в	1	1
310	в какой они	1	1
311	то все же	1	1
312	явления о которых	1	1
313	на что другое	1	1
314	но в большинстве	1	1
315	с нею и	1	1
316	при всей их	1	1
317	бы совершенно иной	1	1
318	критической литературы о	2	1
319	или совершенно не	1	1
320	не менее в	1	1
321	именно в том	1	1
322	в этом его	1	1
323	иначе и быть	1	1
324	не теряя своей	1	1
325	автора но как	1	1
326	же время оно	2	1
327	не может поэтому	1	1
328	но именно в	1	1
329	чтобы убедиться в	1	1
330	и что в	1	1
331	же как и	2	1
332	у него нет	1	1
333	с ним и	2	1
334	не могут быть	1	1
335	то что для	1	1
336	критической литературе о	2	1
337	в критической литературе	2	1
338	у каждого своя	1	1
339	в плане чисто	1	1
340	себе и в	1	1
341	если бы оно	1	1
342	также и в	1	1
343	в виду что	1	1
344	т е уже	1	1
345	в другом случае	1	1
346	в своей работе	1	1
347	нам кажется что	3	1
348	но каждая из	1	1
349	на первом месте	1	1
