N	2gram	Losev_Prob	Problema
102	его чисто	1	5
103	конечно не	3	5
104	далеко не	9	5
105	себя как	1	5
106	его целом	1	5
107	могут быть	2	5
108	и о	11	5
109	на содержание	1	5
110	никогда не	8	5
111	в предмете	4	4
112	в более	1	4
113	о значении	4	4
114	должна быть	2	4
115	которых мы	2	4
116	и потому	3	4
117	чтобы стать	1	4
118	в ее	3	4
119	не должна	1	4
120	на самом	9	4
121	в виду	10	4
122	другой стороны	7	4
123	понять его	2	4
124	конечно и	1	4
125	что не	8	4
126	в романе	1	4
127	как в	5	4
128	не менее	26	4
129	данном случае	10	4
130	о том	25	4
131	но конечно	1	4
132	перестает быть	3	4
133	мы здесь	4	4
134	в данном	16	4
135	хотя бы	15	4
136	относится к	6	4
137	в ней	1	4
138	как вещь	1	4
139	от всех	2	4
140	должны быть	2	4
141	не с	1	4
142	можно было	8	4
143	тем самым	11	4
144	лишь как	1	4
145	значение слова	4	4
146	известной степени	2	4
147	сказать что	33	4
148	в себе	16	4
149	только по	2	4
150	в других	5	4
151	в нашем	3	4
152	но в	19	4
153	в то	7	4
154	и только	7	4
155	может и	3	4
156	здесь не	9	4
157	в дальнейшем	5	3
158	бы то	2	3
159	и к	2	3
160	на почве	2	3
161	от него	1	3
162	и на	11	3
163	как такового	4	3
164	основе своей	1	3
165	в таком	18	3
166	они не	1	3
167	все что	2	3
168	с одной	4	3
169	акустики и	1	3
170	не будем	5	3
171	и должно	2	3
172	несмотря на	6	3
173	есть его	2	3
174	ни было	1	3
175	работ по	2	3
176	хотя и	8	3
177	только его	4	3
178	кроме того	7	3
179	имеем дело	1	3
180	тем не	25	3
181	нас за	1	3
182	в область	3	3
183	мы в	4	3
184	все это	11	3
185	с другими	6	3
186	не больше	3	3
187	как нечто	10	3
188	природу и	1	3
189	мы будем	3	3
190	со всеми	2	3
191	оно не	6	3
192	но с	2	3
193	и даже	19	3
194	если бы	8	3
195	не знает	4	3
196	помнить что	3	3
197	и все	9	3
198	как его	2	3
199	эстетики и	1	3
200	например в	2	3
201	ясно что	7	3
202	может стать	1	3
203	в слове	1	3
204	себя и	1	3
205	да и	11	3
206	том что	26	3
207	содержания но	1	3
208	действительности и	5	3
209	вопроса о	3	3
210	сказать и	3	3
211	языка в	3	3
212	не является	12	3
213	которую мы	1	3
214	дело только	1	3
215	мы увидим	3	3
216	одной стороны	4	3
217	также и	22	3
218	то ни	3	3
219	искусства и	3	3
220	на ее	1	3
221	он не	5	3
222	слова и	5	3
223	ли мы	1	3
224	говорить о	14	3
225	совершенно невозможно	1	3
226	в тех	2	3
227	и это	13	3
228	событие и	1	3
229	этом смысле	8	3
230	или как	4	3
231	и эстетического	1	3
232	и тем	16	3
233	его как	2	3
234	нет и	5	3
235	здесь совершенно	1	3
236	как только	3	3
237	одной из	1	3
238	и от	3	3
239	но это	11	3
240	в целом	1	3
241	едва ли	10	3
242	в известной	2	3
243	искусства не	1	3
244	творчестве и	1	2
245	нет а	1	2
246	и весь	4	2
247	события и	1	2
248	базой для	1	2
249	дает нам	2	2
250	в частности	5	2
251	есть выражение	2	2
252	что оно	4	2
253	можно говорить	3	2
254	и здесь	8	2
255	имеют место	1	2
256	в определенный	2	2
257	мир в	1	2
258	и должны	3	2
259	этой области	5	2
260	ни с	1	2
261	здесь нет	3	2
262	нему и	1	2
263	можно и	1	2
264	и пр	4	2
265	всего человека	1	2
266	поэтому в	2	2
267	таком положении	1	2
268	том же	1	2
269	оно было	1	2
270	и при	4	2
271	мы имеем	3	2
272	момента в	1	2
273	была бы	2	2
274	с самим	3	2
275	что эта	2	2
276	что это	4	2
277	ивана карамазова	1	2
278	этом отношении	2	2
279	за последние	2	2
280	в некоторых	1	2
281	из которых	2	2
282	все и	1	2
283	зрения самого	1	2
284	других областях	1	2
285	в работах	1	2
286	научное значение	1	2
287	но как	11	2
288	что и	2	2
289	здесь в	4	2
290	в какой	1	2
291	в познании	1	2
292	нами выше	1	2
293	у нас	31	2
294	это касается	1	2
295	нами в	3	2
296	слово в	2	2
297	себе не	3	2
298	и которые	6	2
299	не могут	6	2
300	не путем	1	2
301	в виде	20	2
302	лишь в	4	2
303	и других	1	2
304	в таких	5	2
305	в своих	3	2
306	не было	7	2
307	связи с	8	2
308	не более	1	2
309	понимать только	2	2
310	бы ничего	1	2
311	или в	5	2
312	ни одна	2	2
313	их и	1	2
314	предмета подлежащего	1	2
315	в россии	1	2
316	показать что	1	2
317	дело в	3	2
318	все моменты	1	2
319	содержание и	1	2
320	по существу	2	2
321	и эта	1	2
322	тем что	10	2
323	для науки	1	2
324	случае не	6	2
325	в корне	2	2
326	в связи	7	2
327	я не	1	2
328	оглядки на	1	2
329	что он	11	2
330	к его	2	2
331	язык в	1	2
332	человек в	1	2
333	и именно	1	2
334	как таковой	4	2
335	и те	2	2
336	место и	1	2
337	в этих	7	2
338	предложения и	1	2
339	и отдельных	1	2
340	предмета и	5	2
341	конечно можно	1	2
342	в истории	6	2
343	отличается от	2	2
344	есть только	16	2
345	представляется нам	2	2
346	о которых	6	2
347	о котором	4	2
348	том как	2	2
349	войти в	3	2
350	говорить и	1	2
351	а только	9	2
352	в чем	3	2
353	не во	3	2
354	к своему	2	2
355	вовсе не	60	2
356	на первый	5	2
357	особенно в	3	2
358	и вообще	13	2
359	не все	4	2
360	чтобы его	2	2
361	той или	10	2
362	без всякой	7	2
363	в каждом	1	2
364	можем говорить	2	2
365	форме и	1	2
366	действительности в	3	2
367	бы не	4	2
368	ни к	1	2
369	того или	8	2
370	но можно	2	2
371	можно сказать	9	2
372	человека в	1	2
373	первый план	3	2
374	действительности но	4	2
375	и более	4	2
376	в котором	5	2
377	проникает в	1	2
378	на этом	1	2
379	не имеют	6	2
380	раз и	13	2
381	указанных нами	1	2
382	значение но	1	2
383	совпадает с	2	2
384	она не	5	2
385	другими словами	8	2
386	в значительной	2	2
387	того чтобы	10	2
388	не дает	1	2
389	выше в	1	2
390	в другом	2	2
391	понять значение	1	2
392	в каких	1	2
393	есть не	10	2
394	мы должны	5	2
395	смысле слова	11	2
396	как это	7	2
397	случае мы	1	2
398	но зато	3	2
399	и вся	1	2
400	но она	3	2
401	этих работ	1	2
402	и что	21	2
403	и значение	4	2
404	в начале	1	2
405	в нашей	3	2
406	слова с	1	2
407	не следует	1	2
408	получает от	1	2
409	к этому	1	2
410	не вполне	4	2
411	является как	1	2
412	то или	3	2
413	или иное	2	2
414	для того	10	2
415	не совпадает	2	2
416	же самое	9	2
417	нем и	1	2
418	должен быть	1	2
419	эти моменты	1	2
420	психический процесс	1	2
421	является конечно	1	2
422	и во	4	2
423	анализа и	4	2
424	языка как	2	2
425	это отношение	3	2
426	только при	1	2
427	и есть	7	2
428	что все	9	2
429	столь же	1	2
430	или иной	8	2
431	он может	1	2
432	слово и	3	2
433	для понимания	2	2
434	одна из	4	2
435	с предметом	1	2
436	можем сказать	1	2
437	на то	12	2
438	с его	3	2
439	логику и	1	2
440	этот момент	1	2
441	по поводу	6	2
442	определить как	1	2
443	здесь мы	1	2
444	смысле мы	1	2
445	или иного	6	2
446	в него	3	2
447	указанной нами	1	2
448	его моментов	1	2
449	в самой	3	2
450	но которые	1	2
451	или точнее	4	2
452	какой мере	1	2
453	и искусства	5	2
454	себя в	1	2
455	и ее	9	2
456	не можем	2	2
457	самим собою	1	2
458	того что	18	2
459	от ее	1	2
460	он должен	2	2
461	нам важно	1	1
462	в той	2	1
463	на большую	1	1
464	мы наблюдаем	2	1
465	совсем другим	1	1
466	к лицу	1	1
467	мир не	1	1
468	может обойтись	1	1
469	которую можно	1	1
470	формализма и	1	1
471	только явление	1	1
472	об его	4	1
473	слова это	2	1
474	этого и	1	1
475	не связан	1	1
476	которые не	5	1
477	связан с	1	1
478	не возникает	2	1
479	и может	2	1
480	в смысловом	1	1
481	могут иметь	1	1
482	находятся в	2	1
483	во втором	1	1
484	ее и	1	1
485	образом и	3	1
486	его так	1	1
487	для всех	3	1
488	до сих	6	1
489	нашего исследования	5	1
490	или хотя	2	1
491	в душе	1	1
492	что у	1	1
493	и мы	1	1
494	не выходит	1	1
495	значение в	4	1
496	говоря уже	6	1
497	в процесс	1	1
498	как говорится	1	1
499	что язык	1	1
500	или для	1	1
501	на протяжении	1	1
502	выходит за	1	1
503	мышления и	6	1
504	она и	1	1
505	гораздо сложнее	1	1
506	отражение в	2	1
507	что иное	5	1
508	в процессе	1	1
509	предмета то	2	1
510	выводу что	1	1
511	них в	1	1
512	в момент	2	1
513	вещи а	2	1
514	хотя в	3	1
515	здесь есть	1	1
516	если в	2	1
517	случаях мы	1	1
518	к этой	2	1
519	если он	1	1
520	о той	1	1
521	конкретное и	1	1
522	для нас	11	1
523	что каждая	1	1
524	его с	1	1
525	мы ничего	1	1
526	на том	5	1
527	вырастает на	1	1
528	которое может	1	1
529	был бы	6	1
530	некоторой степени	1	1
531	определенность есть	1	1
532	притом не	1	1
533	всех отношениях	1	1
534	между этими	2	1
535	определенный час	1	1
536	жизни человека	1	1
537	не чем	2	1
538	необходимое для	1	1
539	его содержание	2	1
540	и борьбы	1	1
541	всякой оглядки	1	1
542	и менее	4	1
543	смысле и	2	1
544	на что	3	1
545	ведь есть	1	1
546	момента с	1	1
547	для него	2	1
548	нас здесь	1	1
549	не для	3	1
550	из всех	1	1
551	утверждения которые	1	1
552	которого оно	2	1
553	слов в	1	1
554	впрочем не	1	1
555	действительность но	1	1
556	из указанных	3	1
557	мало одного	1	1
558	этой действительности	2	1
559	тоже только	1	1
560	решения вопроса	1	1
561	о чем	11	1
562	с тем	6	1
563	нужно сказать	3	1
564	с этими	4	1
565	мысли и	2	1
566	только чисто	1	1
567	для искусства	1	1
568	к положительной	1	1
569	условии мы	1	1
570	что с	2	1
571	не как	2	1
572	но будучи	1	1
573	язык как	3	1
574	со своим	1	1
575	глубоко и	1	1
576	что никакой	1	1
577	вещь есть	1	1
578	и всегда	3	1
579	ее нет	1	1
580	нас в	4	1
581	здесь с	1	1
582	в общей	2	1
583	к выводу	1	1
584	он совершенно	1	1
585	науки и	2	1
586	его от	4	1
587	бы и	5	1
588	в результате	6	1
589	от языка	1	1
590	не ставит	1	1
591	области смысла	2	1
592	есть вещь	1	1
593	для них	5	1
594	иметь место	1	1
595	понятий в	2	1
596	бы что	3	1
597	подобно тому	2	1
598	отдельных актов	1	1
599	том и	1	1
600	но что	3	1
601	как можно	1	1
602	о с	2	1
603	отрицательное отношение	1	1
604	по себе	20	1
605	все равно	7	1
606	и творчески	1	1
607	есть уже	1	1
608	под этим	4	1
609	различия между	1	1
610	и смысл	1	1
611	как о	4	1
612	слова мы	1	1
613	это определение	1	1
614	всеми другими	1	1
615	собою но	2	1
616	а на	1	1
617	словом в	1	1
618	а белый	1	1
619	правда только	1	1
620	этим путем	1	1
621	есть перестает	1	1
622	бы только	1	1
623	сами по	5	1
624	не их	1	1
625	нам в	3	1
626	во что	2	1
627	силу и	1	1
628	в которой	2	1
629	истории философии	4	1
630	предметом с	1	1
631	не о	7	1
632	в первом	2	1
633	или другими	1	1
634	ни от	2	1
635	то на	4	1
636	несколько примеров	1	1
637	в свои	1	1
638	алеши и	1	1
639	и навсегда	1	1
640	от чего	2	1
641	или иначе	7	1
642	значения в	1	1
643	значения но	1	1
644	в наших	2	1
645	основаны на	1	1
646	входить в	3	1
647	как таковая	1	1
648	произведение то	1	1
649	ним расстаться	1	1
650	определения и	1	1
651	что под	3	1
652	если угодно	2	1
653	этого вопроса	1	1
654	есть вне	1	1
655	вещи но	3	1
656	но эта	3	1
657	на нее	2	1
658	отсутствует и	1	1
659	и чисто	4	1
660	акт не	1	1
661	которое в	1	1
662	есть в	9	1
663	нужно только	1	1
664	на себя	2	1
665	стали бы	1	1
666	теперь еще	1	1
667	потому в	1	1
668	но для	3	1
669	это возможно	2	1
670	больше как	1	1
671	она является	3	1
672	ни были	1	1
673	слова слово	1	1
674	имеются только	1	1
675	именно в	5	1
676	и всего	1	1
677	сомнений и	1	1
678	и действительно	1	1
679	то время	2	1
680	мы это	3	1
681	в действительности	5	1
682	или иная	1	1
683	и движется	1	1
684	бы все	1	1
685	только оно	1	1
686	тела не	1	1
687	его мы	1	1
688	к их	1	1
689	тому что	6	1
690	научных дисциплин	1	1
691	этом последнем	1	1
692	характер и	1	1
693	мы ее	1	1
694	но ведь	6	1
695	и без	6	1
696	физиологических и	1	1
697	какие угодно	1	1
698	необходимо для	2	1
699	языка и	5	1
700	то в	6	1
701	в в	2	1
702	один момент	1	1
703	том какое	1	1
704	как не	1	1
705	анализа в	1	1
706	есть понятие	1	1
707	самым и	1	1
708	что по	1	1
709	значения или	4	1
710	предмет и	2	1
711	есть та	2	1
712	можно даже	2	1
713	или даже	3	1
714	выражения и	1	1
715	этого предмета	2	1
716	чем иным	2	1
717	вместе с	4	1
718	имеется в	1	1
719	в которых	4	1
720	как просто	1	1
721	понимают все	1	1
722	однако это	3	1
723	мира и	1	1
724	следовательно и	3	1
725	а эта	2	1
726	ни слово	1	1
727	по своему	14	1
728	направление в	3	1
729	не столь	2	1
730	и со	1	1
731	того и	1	1
732	тем или	4	1
733	ли он	2	1
734	почти все	1	1
735	нисколько не	3	1
736	именно эта	1	1
737	и следовательно	6	1
738	он является	2	1
739	это было	3	1
740	человек то	1	1
741	эта внутренняя	1	1
742	себе все	2	1
743	эта последняя	3	1
744	такое значение	1	1
745	себе и	2	1
746	в следующей	1	1
747	в смысле	2	1
748	на их	1	1
749	которая не	1	1
750	который им	1	1
751	нет в	1	1
752	но если	6	1
753	мы вообще	2	1
754	собою и	2	1
755	только что	2	1
756	к которой	1	1
757	в самый	1	1
758	так например	2	1
759	его отличии	1	1
760	смысл который	1	1
761	уже не	9	1
762	или действительностью	1	1
763	к тому	5	1
764	сих пор	6	1
765	и отдельные	1	1
766	ли кто-нибудь	3	1
767	человека а	2	1
768	формой но	2	1
769	человеческого мышления	2	1
770	что является	1	1
771	бы в	3	1
772	моменты в	1	1
773	мере в	2	1
774	с первого	2	1
775	есть именно	7	1
776	ему не	1	1
777	на первой	1	1
778	для выражения	1	1
779	слова для	1	1
780	для мышления	1	1
781	но оно	2	1
782	этих двух	2	1
783	сам же	1	1
784	моментов а	1	1
785	историки литературы	1	1
786	не говоря	8	1
787	притом вполне	1	1
788	же деле	1	1
789	к теории	1	1
790	а наоборот	3	1
791	художественный образ	9	1
792	именно как	7	1
793	иметь значение	1	1
794	могли бы	2	1
795	значения для	1	1
796	есть попросту	1	1
797	его и	1	1
798	установок и	1	1
799	и самого	5	1
800	случае оно	1	1
801	остановимся на	1	1
802	личности или	1	1
803	совершенно точное	1	1
804	возникают не	1	1
805	не существует	12	1
806	если оно	2	1
807	как идею	1	1
808	значение только	3	1
809	которая в	1	1
810	котором можно	1	1
811	осуществляется в	1	1
812	то он	3	1
813	из других	2	1
814	вообще в	1	1
815	это содержание	2	1
816	а вовсе	1	1
817	действительности то	2	1
818	свои права	1	1
819	трудно и	1	1
820	вопрос о	4	1
821	что мы	23	1
822	а следовательно	2	1
823	и язык	1	1
824	что никаких	1	1
825	это понятие	1	1
826	отнесенность к	2	1
827	понятием так	1	1
828	на один	2	1
829	ведь в	1	1
830	ли это	2	1
831	это в	3	1
832	какая-то нейтральная	1	1
833	склонны понимать	1	1
834	для всякой	1	1
835	мышления который	1	1
836	или это	1	1
837	ли может	1	1
838	мы же	1	1
839	очень часто	1	1
840	мы уже	8	1
841	события в	1	1
842	только с	3	1
843	может возникнуть	1	1
844	даже и	18	1
845	стороны все	1	1
846	не нуждающиеся	1	1
847	но далеко	1	1
848	эти два	1	1
849	этих проблем	1	1
850	совсем другой	2	1
851	всего этого	1	1
852	представления а	1	1
853	отношение и	2	1
854	его момент	2	1
855	время как	2	1
856	ни один	1	1
857	и если	9	1
858	что их	4	1
859	так чтобы	1	1
860	от самого	1	1
861	бы мы	5	1
862	как уже	1	1
863	лежат в	1	1
864	не должно	1	1
865	которые имеют	1	1
866	но эти	1	1
867	это только	4	1
868	но всегда	2	1
869	но он	3	1
870	с другим	1	1
871	и независимо	2	1
872	в противоположность	1	1
873	уже о	5	1
874	оно является	1	1
875	в объективном	1	1
876	дальнейшем и	1	1
877	роман есть	1	1
878	этом действительно	1	1
879	отношений это	2	1
880	есть как	2	1
881	быть и	5	1
882	и уже	4	1
883	нашем случае	1	1
884	обойтись без	2	1
885	было только	1	1
886	и теперь	1	1
887	бы они	1	1
888	с теорией	1	1
889	себя не	1	1
890	именно на	3	1
891	только один	3	1
892	чего не	1	1
893	есть то	5	1
894	по возможности	1	1
895	какое же	1	1
896	это впервые	1	1
897	мы все	1	1
898	только на	13	1
899	от которых	2	1
900	первом и	1	1
901	свой предмет	1	1
902	самого мышления	1	1
903	в первых	1	1
904	с ее	1	1
905	не приходится	2	1
906	есть и	4	1
907	и теоретического	1	1
908	и является	9	1
909	совершенно разных	1	1
910	как художественная	1	1
911	как он	4	1
912	не через	1	1
913	не могла	1	1
914	каждый раз	3	1
915	уже указывали	1	1
916	мы понимаем	1	1
917	а между	1	1
918	есть история	1	1
919	иметь в	5	1
920	говорится в	1	1
921	явлений в	1	1
922	который мы	2	1
923	разных сторон	1	1
924	большое значение	1	1
925	только тем	1	1
926	стороны и	3	1
927	целью его	1	1
928	здесь прежде	1	1
929	уже и	6	1
930	тех предметов	1	1
931	можно ли	9	1
932	не что	5	1
933	таких случаях	2	1
934	в совершенно	1	1
935	этот вопрос	2	1
936	как оно	3	1
937	так же	12	1
938	человека с	2	1
939	действительность в	1	1
940	это может	1	1
941	что бы	2	1
942	никакой действительности	2	1
943	с понятием	3	1
944	без труда	1	1
945	быть определен	1	1
946	и часто	2	1
947	мы еще	3	1
948	и начинает	1	1
949	идет речь	2	1
950	а также	6	1
951	точное определение	1	1
952	им в	2	1
953	дело обстоит	1	1
954	очень многих	1	1
955	языком или	2	1
956	слова правда	1	1
957	она все	1	1
958	но этот	1	1
959	не раз	2	1
960	бояться того	1	1
961	могла бы	1	1
962	смысла и	2	1
963	и телесный	1	1
964	потому и	2	1
965	весьма легко	1	1
966	всего то	1	1
967	контекста в	1	1
968	образом не	1	1
969	как человек	2	1
970	на некоторые	2	1
971	в этой	14	1
972	образ и	1	1
973	к ним	1	1
974	целом и	1	1
975	могут и	1	1
976	что здесь	4	1
977	и я	1	1
978	эмоции и	1	1
979	явление в	1	1
980	есть они	1	1
981	без всякого	5	1
982	чем она	1	1
983	которой можно	1	1
984	вообще и	6	1
985	или если	1	1
986	настоящее время	17	1
987	ее не	1	1
988	однако в	2	1
989	моментов то	1	1
990	в сфере	1	1
991	в понимании	2	1
992	мы называем	2	1
993	которое было	2	1
994	та или	2	1
995	понятие ни	1	1
996	самое существенное	1	1
997	или о	3	1
998	мог бы	1	1
999	тому как	3	1
1000	подход к	1	1
1001	мы говорим	3	1
1002	что есть	1	1
1003	которые в	4	1
1004	они должны	2	1
1005	значение и	7	1
1006	действительность можно	1	1
1007	является той	1	1
1008	нам право	1	1
1009	о содержании	1	1
1010	есть ни	8	1
1011	и необходимое	1	1
1012	других областей	1	1
1013	предмета в	2	1
1014	из подполья	2	1
1015	о других	1	1
1016	но именно	5	1
1017	до конца	1	1
1018	процессы в	1	1
1019	в глазах	1	1
1020	мы конечно	3	1
1021	у большинства	1	1
1022	ни стало	2	1
1023	то чем	1	1
1024	есть конечно	1	1
1025	разрушило бы	1	1
1026	ли она	1	1
1027	именно то	4	1
1028	было этого	2	1
1029	оказался бы	2	1
1030	только начинает	1	1
1031	все остальное	1	1
1032	с которым	1	1
1033	или жизни	1	1
1034	во всей	4	1
1035	все время	3	1
1036	образом в	1	1
1037	самом же	1	1
1038	в общем	5	1
1039	в сознании	5	1
1040	на этот	3	1
1041	преступление и	1	1
1042	жизни и	1	1
1043	в нее	2	1
1044	бы быть	1	1
1045	момент в	2	1
1046	при оценке	1	1
1047	которые как	1	1
1048	говорить об	2	1
1049	который в	1	1
1050	в литературном	1	1
1051	иной раз	3	1
1052	иным как	2	1
1053	же мы	4	1
1054	для построения	3	1
1055	смысла не	1	1
1056	до известной	1	1
1057	правда в	3	1
1058	без которой	2	1
1059	момента и	1	1
1060	иное как	5	1
1061	для обозначения	4	1
1062	а имеются	1	1
1063	именно с	1	1
1064	из этого	2	1
1065	принципы и	1	1
1066	слова как	2	1
1067	т д	12	1
1068	который был	1	1
1069	к предмету	3	1
1070	является только	3	1
1071	это направление	1	1
1072	так называемое	1	1
1073	природой и	1	1
1074	отношениями между	1	1
1075	она есть	5	1
1076	всех этих	11	1
1077	есть ли	2	1
1078	не просто	30	1
1079	как активного	1	1
1080	в первичном	1	1
1081	в настоящее	17	1
1082	к языку	1	1
1083	и необходимой	1	1
1084	мы сказали	2	1
1085	в одну	1	1
1086	и особенно	4	1
1087	из них	3	1
1088	действия или	1	1
1089	и нельзя	2	1
1090	часто и	2	1
1091	и систематического	1	1
1092	познания в	1	1
1093	в чисто	2	1
1094	акустики или	1	1
1095	другом случае	2	1
1096	известной мере	2	1
1097	на эту	2	1
1098	вносит в	1	1
1099	его во	2	1
1100	или слово	1	1
1101	некоторых случаях	1	1
1102	друг друга	1	1
1103	нельзя только	1	1
1104	язык для	1	1
1105	его можно	1	1
1106	не имеющих	4	1
1107	к другому	1	1
1108	человека но	2	1
1109	в лингвистике	1	1
1110	и ничего	4	1
1111	личности героя	1	1
1112	вопросом о	1	1
1113	его физической	1	1
1114	вплоть до	1	1
1115	в историю	1	1
