N	2gram	Ircho_Kome	Problema
136	для себя	2	21
137	а также	5	21
138	и без	3	21
139	и только	1	21
140	именно в	5	20
141	для того	3	20
142	можно было	5	20
143	и потому	1	20
144	о чем	2	20
145	тем что	5	20
146	несмотря на	5	20
147	или в	5	20
148	в них	7	19
149	с ним	1	19
150	в каком	1	19
151	но если	4	19
152	того или	1	19
153	то это	3	19
154	уже в	9	19
155	то в	1	19
156	в отношении	6	19
157	этом смысле	2	19
158	он не	5	19
159	если не	1	19
160	если бы	4	19
161	как в	8	19
162	жизни и	4	19
163	в этих	5	18
164	того же	4	18
165	не было	1	18
166	и ни	1	18
167	мы и	1	18
168	н э	10	18
169	в ее	2	18
170	того чтобы	4	18
171	в ней	2	18
172	что они	4	17
173	во всех	4	17
174	значение и	1	17
175	но уже	1	17
176	и здесь	6	17
177	гораздо более	2	17
178	мы уже	1	17
179	совсем не	2	17
180	совершенно не	1	17
181	точно так	1	16
182	что она	3	16
183	будто бы	2	16
184	как это	7	16
185	и вовсе	3	16
186	же в	7	16
187	для этого	2	16
188	но все	4	16
189	в одно	1	16
190	к тому	15	16
191	далеко не	1	16
192	и сам	5	15
193	казалось бы	3	15
194	с этим	5	15
195	в чем	3	15
196	всякого рода	1	15
197	в той	2	15
198	у него	6	15
199	что не	1	15
200	и более	2	15
201	здесь в	4	15
202	в частности	7	15
203	людей и	1	14
204	что все	1	14
205	сих пор	3	14
206	не так	1	14
207	нас не	2	14
208	все равно	1	14
209	в котором	6	14
210	нас в	3	14
211	до сих	3	14
212	в дальнейшем	1	14
213	не что	1	14
214	то ни	4	14
215	за пределы	2	14
216	в н	6	14
217	что иное	1	14
218	иное как	1	14
219	из них	16	13
220	тому что	4	13
221	из этого	2	13
222	бы и	1	13
223	только при	3	13
224	мы имеем	1	13
225	в их	6	13
226	в области	3	13
227	который в	2	13
228	в других	3	13
229	или иного	1	13
230	в другом	5	12
231	с одной	5	12
232	в которой	9	12
233	время как	6	12
234	в самой	2	12
235	и можно	2	12
236	для них	2	12
237	так или	4	12
238	то время	8	12
239	на первый	1	12
240	в литературе	2	12
241	каждый раз	1	12
242	в начале	7	12
243	и очень	2	12
244	или по	3	12
245	не являются	2	12
246	что это	5	12
247	или иначе	4	12
248	не говоря	4	12
249	в целом	6	12
250	бы то	4	11
251	своему содержанию	1	11
252	о которых	6	11
253	и следовательно	2	11
254	жизни в	1	11
255	тот же	5	11
256	и другое	1	11
257	одной стороны	5	11
258	по поводу	7	11
259	к нему	5	11
260	не о	1	11
261	что его	1	11
262	не могут	1	11
263	и у	3	11
264	в истории	10	11
265	и во	4	11
266	и самого	3	11
267	в искусстве	1	11
268	и их	3	11
269	и тогда	1	11
270	более или	1	10
271	что у	6	10
272	на том	1	10
273	но он	2	10
274	что для	1	10
275	даже если	3	10
276	один из	9	10
277	бы не	1	10
278	все еще	1	10
279	очень много	1	10
280	в году	3	10
281	в одном	10	10
282	представление о	3	10
283	отличается от	1	10
284	все время	2	10
285	и сама	1	10
286	действительности но	1	10
287	он в	1	10
288	однако в	4	10
289	из которых	5	10
290	не имеют	1	10
291	относится к	2	10
292	внимание на	1	10
293	ни с	1	10
294	или менее	2	10
295	слова и	1	10
296	и другие	3	9
297	говоря уже	4	9
298	с собой	2	9
299	в своих	2	9
300	их в	1	9
301	вопрос о	5	9
302	миф о	1	9
303	нет и	2	9
304	что даже	1	9
305	представить себе	3	9
306	в тех	5	9
307	в которых	1	9
308	о котором	1	9
309	то он	1	9
310	это вовсе	1	9
311	в трагедии	3	9
312	того как	3	9
313	однако не	2	9
314	имеется в	1	9
315	а его	1	9
316	которые в	3	9
317	само собой	2	9
318	находим в	2	9
319	в жизни	1	9
320	правда в	3	9
321	в художественном	1	9
322	только для	1	9
323	не вполне	2	9
324	между прочим	2	9
325	же касается	1	9
326	на себе	1	9
327	бы в	3	9
328	не был	1	9
329	поэтому и	1	9
330	здесь мы	3	9
331	с ней	1	9
332	чем же	2	9
333	а может	1	9
334	на небо	1	9
335	в условиях	1	9
336	это было	5	9
337	жизнь и	2	9
338	идет речь	1	9
339	во всем	1	8
340	является в	1	8
341	только что	2	8
342	с этой	3	8
343	он был	4	8
344	конечно не	1	8
345	во всей	1	8
346	тем же	2	8
347	поскольку в	1	8
348	а наоборот	1	8
349	от этого	2	8
350	а потом	1	8
351	почти всегда	2	8
352	иметь в	1	8
353	и по	6	8
354	с ее	2	8
355	и самый	1	8
356	к сожалению	2	8
357	и при	1	8
358	к его	3	8
359	никто не	3	8
360	из этих	5	8
361	и больше	1	8
362	только потому	2	8
363	если и	1	8
364	на его	5	8
365	не все	2	8
366	еще в	9	8
367	в период	5	8
368	вплоть до	1	8
369	для всех	5	8
370	были бы	1	8
371	и нет	1	8
372	если в	3	8
373	мере не	1	8
374	и он	1	8
375	здесь нет	1	8
376	ни было	4	8
377	мы здесь	1	8
378	которое мы	1	8
379	в силу	4	8
380	и особенно	7	8
381	и этот	1	8
382	это уже	2	8
383	в сознании	4	8
384	для него	1	8
385	в г	28	8
386	а то	3	8
387	является не	2	8
388	с самого	3	8
389	как он	2	8
390	даже в	3	7
391	его от	1	7
392	из себя	1	7
393	себе в	1	7
394	что их	1	7
395	в значительной	1	7
396	меньше всего	3	7
397	а с	1	7
398	не раз	3	7
399	его как	1	7
400	быть даже	2	7
401	и поэтому	2	7
402	это только	1	7
403	чем не	1	7
404	одной из	6	7
405	на этот	5	7
406	мере в	1	7
407	же это	1	7
408	это в	1	7
409	что на	4	7
410	вообще говоря	2	7
411	еще более	2	7
412	в это	3	7
413	на этой	1	7
414	уже о	4	7
415	самого начала	2	7
416	составляющих его	1	7
417	есть по	1	7
418	тому же	14	7
419	же как	3	7
420	такого же	1	7
421	до нас	9	7
422	даже не	4	7
423	однако и	1	7
424	в науке	1	7
425	не на	1	7
426	в основе	1	7
427	на землю	3	7
428	большей частью	3	7
429	времени и	2	7
430	и а	1	7
431	друг друга	2	7
432	этой области	2	7
433	ее в	2	7
434	же не	2	7
435	в эпоху	1	7
436	понимать как	1	7
437	мира и	1	7
438	тут и	1	7
439	в какой	2	7
440	что касается	5	7
441	с понятием	1	7
442	с которыми	1	6
443	философии и	2	6
444	уже на	1	6
445	в порядке	2	6
446	в действительности	4	6
447	себе все	1	6
448	только как	1	6
449	не всегда	2	6
450	видно что	1	6
451	на него	4	6
452	что именно	3	6
453	уже по	1	6
454	до конца	3	6
455	после этого	3	6
456	является чем-то	1	6
457	по своей	2	6
458	жизнь в	1	6
459	в общем	2	6
460	сказать о	2	6
461	чтобы не	1	6
462	под этим	1	6
463	отношения к	1	6
464	не считать	1	6
465	зависимости от	1	6
466	и уже	2	6
467	именно на	2	6
468	и после	3	6
469	могут быть	3	6
470	особенно в	1	6
471	буквальном смысле	1	6
472	независимо от	5	6
473	можно найти	2	6
474	к ней	2	6
475	а н	1	6
476	она является	1	6
477	даже до	1	6
478	г в	5	6
479	в античном	2	6
480	как на	2	6
481	под названием	2	6
482	в зависимости	1	6
483	не мог	4	6
484	содержится в	1	6
485	нельзя сказать	1	6
486	не знает	1	6
487	что под	1	6
488	с зевсом	1	6
489	содержания и	2	6
490	в новое	2	6
491	бы быть	1	6
492	во время	11	6
493	можно только	1	6
494	как таковой	1	6
495	из тех	1	6
496	в известном	2	6
497	этого слова	1	6
498	с его	4	6
499	этом отношении	3	6
500	по существу	1	6
501	с той	2	6
502	к своему	1	6
503	не столь	2	6
504	для которого	1	6
505	первый план	1	6
506	который мы	1	6
507	когда он	1	6
508	нового времени	7	6
509	и самой	1	6
510	та или	1	6
511	само по	1	6
512	не к	2	6
513	в настоящем	2	5
514	из самых	2	5
515	или на	2	5
516	к самому	1	5
517	в противоположность	2	5
518	в этот	1	5
519	и когда	1	5
520	указания на	2	5
521	то чтобы	1	5
522	и еще	5	5
523	к этому	8	5
524	которого он	1	5
525	не больше	1	5
526	на себя	5	5
527	по одному	2	5
528	в каждом	2	5
529	если оно	1	5
530	или может	2	5
531	и весьма	1	5
532	чем больше	1	5
533	и тот	1	5
534	и хотя	4	5
535	доходит до	1	5
536	говорили что	1	5
537	между тем	9	5
538	мы видели	2	5
539	первую очередь	6	5
540	но зато	1	5
541	iii в	7	5
542	к сфере	1	5
543	сводится к	1	5
544	подобно тому	1	5
545	то на	1	5
546	и будет	1	5
547	да еще	2	5
548	тех пор	2	5
549	обойтись без	1	5
550	только один	2	5
551	к людям	2	5
552	это ясно	1	5
553	из отдельных	1	5
554	о нем	1	5
555	раз в	2	5
556	что ни	1	5
557	которые как	1	5
558	этот раз	5	5
559	по его	2	5
560	до н	3	5
561	у того	1	5
562	человека в	2	5
563	человека из	1	5
564	мы бы	1	5
565	же рода	1	5
566	мира в	5	5
567	все что	3	5
568	из всех	2	5
569	в собственном	1	5
570	когда в	3	5
571	сам же	1	5
572	до того	1	5
573	действительности в	1	5
574	в первую	5	5
575	больше чем	5	5
576	которой он	2	5
577	у а	1	5
578	а мы	2	5
579	себя в	2	5
580	от его	1	5
581	в поисках	1	5
582	сама же	1	5
583	по мнению	2	5
584	по содержанию	5	5
585	за то	4	5
586	одним из	3	5
587	одна из	4	5
588	чтобы понять	1	5
589	для его	1	5
590	что эта	1	5
591	хотя в	1	5
592	какой мере	1	5
593	бы его	1	5
594	о его	5	5
595	там где	1	5
596	в область	1	5
597	как говорят	1	5
598	v в	27	5
599	без которых	1	5
600	ли он	1	5
601	не знаем	1	5
602	здесь и	2	5
603	или к	2	5
604	нет ни	1	5
605	они не	1	5
606	том числе	4	5
607	не для	1	5
608	говорить об	1	5
609	сказать и	1	5
610	его не	1	5
611	тому как	1	5
612	в пределах	1	5
613	от того	3	5
614	отношение к	3	5
615	и прежде	1	5
616	тем как	2	4
617	думается что	1	4
618	на нас	1	4
619	в духе	3	4
620	ни одна	2	4
621	мы получаем	1	4
622	на эту	1	4
623	так например	1	4
624	а вместе	1	4
625	не могли	2	4
626	своим собственным	1	4
627	и те	1	4
628	в контексте	1	4
629	именно так	1	4
630	трагедии и	1	4
631	от человека	1	4
632	время и	3	4
633	на действительность	1	4
634	схолиаста к	3	4
635	это обстоятельство	1	4
636	для своего	2	4
637	одно из	1	4
638	бы только	1	4
639	можно судить	4	4
640	в эту	2	4
641	в русской	1	4
642	было только	2	4
643	что же?	1	4
644	должны были	9	4
645	что во	1	4
646	что только	1	4
647	себе как	1	4
648	любви и	1	4
649	с такой	2	4
650	xix в	1	4
651	этот же	1	4
652	с целью	2	4
653	и они	1	4
654	для каждого	1	4
655	это время	5	4
656	не знали	1	4
657	этот образ	1	4
658	нет в	1	4
659	бросается в	1	4
660	в свою	2	4
661	и независимо	1	4
662	и наиболее	1	4
663	впервые только	1	4
664	указывают на	1	4
665	той же	3	4
666	у них	1	4
667	именно к	1	4
668	на что	1	4
669	только его	1	4
670	время войны	1	4
671	с их	4	4
672	от своих	1	4
673	на душе	1	4
674	сразу же	5	4
675	и справедливости	1	4
676	отличие от	4	4
677	но всегда	1	4
678	веры в	1	4
679	при всем	3	4
680	числе и	1	4
681	или другими	1	4
682	очень трудно	1	4
683	он с	1	4
684	от него	1	4
685	можно говорить	1	4
686	к этой	1	4
687	дело с	3	4
688	по всему	3	4
689	остановиться на	2	4
690	собой разумеется	1	4
691	за ним	2	4
692	например в	1	4
693	поскольку он	1	4
694	этого понятия	1	4
695	диониса и	1	4
696	нельзя было	1	4
697	в глаза	1	4
698	всегда и	1	4
699	особенно важно	1	4
700	но они	2	4
701	людей из	1	4
702	должен быть	1	4
703	наряду с	7	4
704	для ее	3	4
705	имеем дело	1	4
706	ее не	1	4
707	собой и	2	4
708	xx в	1	4
709	начала и	1	4
710	то для	1	4
711	там и	1	4
712	и она	1	4
713	следовательно и	1	4
714	iv в	36	4
715	могло бы	1	4
716	бы к	1	4
717	коем случае	1	4
718	именно потому	2	4
719	и художественным	1	4
720	всей этой	1	4
721	и каждый	1	4
722	и др	1	4
723	с которым	1	4
724	расстаться с	1	4
725	а как	1	4
726	не имеющий	1	4
727	одном случае	1	4
728	к одной	1	4
729	которых мы	2	4
730	в сущности	3	4
731	не обходится	2	4
732	этой точки	1	4
733	если это	2	4
734	друг от	2	4
735	вместе со	1	4
736	но о	1	4
737	новое время	3	4
738	из него	1	4
739	мог бы	3	4
740	с нею	1	4
741	дает нам	1	4
742	ему в	2	4
743	в коем	1	4
744	и за	3	4
745	бы на	1	4
746	со своим	6	4
747	если даже	1	4
748	от друга	2	4
749	поскольку однако	1	4
750	что к	2	4
751	самые разнообразные	1	4
752	при таком	1	4
753	перед собой	1	4
754	другом случае	1	4
755	что эти	1	4
756	до тех	1	4
757	в разных	1	4
758	всю свою	1	4
759	и почти	1	4
760	от всяких	1	4
761	если она	1	4
762	что из	3	4
763	на всю	3	4
764	на это	3	4
765	значение слова	1	4
766	одного из	7	4
767	бы он	1	4
768	отождествляется с	1	4
769	они являются	1	3
770	в душе	1	3
771	еще раз	1	3
772	зрения на	2	3
773	время не	1	3
774	не столько	1	3
775	своего сына	1	3
776	чтобы в	1	3
777	как об	1	3
778	и другим	1	3
779	и пока	1	3
780	в до	4	3
781	начала до	1	3
782	представляет собой	1	3
783	времени в	2	3
784	с трудом	1	3
785	времени мы	1	3
786	всего как	1	3
787	мы вообще	1	3
788	они должны	1	3
789	находится в	2	3
790	во времена	2	3
791	из трех	2	3
792	именно с	1	3
793	от них	3	3
794	для этой	3	3
795	к их	2	3
796	что уже	1	3
797	проявляется в	1	3
798	еще больше	1	3
799	это слово	4	3
800	искусство для	1	3
801	о смерти	1	3
802	и являются	1	3
803	больше всего	2	3
804	эти слова	1	3
805	на чем	2	3
806	от которых	1	3
807	вот в	1	3
808	них не	1	3
809	образом в	2	3
810	до наших	1	3
811	его к	1	3
812	в какой-то	3	3
813	на нем	2	3
814	его из	1	3
815	и та	1	3
816	к выводу	2	3
817	что нет	1	3
818	от своего	1	3
819	обходится без	1	3
820	с такими	1	3
821	связанные с	2	3
822	так называемая	1	3
823	сравнению с	1	3
824	при всех	1	3
825	не входит	1	3
826	к той	1	3
827	тоже по	1	3
828	это был	1	3
829	такое положение	1	3
830	в очень	1	3
831	по сравнению	1	3
832	со всей	1	3
833	речь идет	6	3
834	от других	1	3
835	на основании	7	3
836	в совершенно	1	3
837	каждый из	3	3
838	было и	1	3
839	в отличие	3	3
840	будь то	1	3
841	и вероятно	2	3
842	естественно что	1	3
843	i в	1	3
844	где он	2	3
845	в свои	4	3
846	нас только	2	3
847	в любом	3	3
848	в каждой	1	3
849	в одной	1	3
850	этих двух	1	3
851	это конечно	1	3
852	и других	7	3
853	в самых	1	3
854	но при	1	3
855	взывает к	1	3
856	г и	8	3
857	о похищении	1	3
858	различие в	1	3
859	место в	7	3
860	в голову	1	3
861	может и	1	3
862	выводу что	1	3
863	борьбе с	1	3
864	нечто такое	1	3
865	которой они	1	3
866	в первом	2	3
867	имеет для	1	3
868	там же	4	3
869	для их	3	3
870	это опять	1	3
871	и людей	2	3
872	эсхила и	4	3
873	и другой	1	3
874	поэтому мы	2	3
875	с помощью	1	3
876	говорит что	1	3
877	превращается в	1	3
878	всего этого	2	3
879	вернуться к	2	3
880	сведений о	1	3
881	тех случаях	1	3
882	быть в	1	3
883	это отношение	1	3
884	речь о	2	3
885	этом же	2	3
886	или лучше	1	3
887	о ней	1	3
888	от ее	1	3
889	отражение в	1	3
890	последние десятилетия	3	3
891	после того	3	3
892	время в	1	3
893	т е	14	3
894	а к	2	3
895	не говорит	1	3
896	в последние	2	3
897	и своей	1	3
898	чтобы его	1	3
899	должен был	1	3
900	на этом	3	3
901	ли это	2	3
902	как человек	1	3
903	нет никаких	1	3
904	огромное количество	1	3
905	за ними	1	3
906	всех других	1	3
907	такое что	1	3
908	почему же	1	3
909	друг другу	2	3
910	в первой	2	3
911	столь же	9	3
912	если они	3	3
913	за все	1	3
914	речи о	1	3
915	можно понять	1	3
916	время для	1	3
917	его с	2	3
918	на ее	2	3
919	о которой	1	3
920	из того	2	3
921	конечно в	1	3
922	понимать не	1	3
923	с ними	2	3
924	трагедии эсхила	1	3
925	со стороны	3	3
926	хотя она	1	3
927	бы с	1	3
928	и достаточно	1	3
929	земли и	2	3
930	общей форме	1	3
931	схолиаст к	1	3
932	в середине	5	3
933	развития и	1	3
934	достаточно ясно	1	3
935	заметить что	1	3
936	в образе	4	3
937	общества в	1	3
938	том же	1	3
939	он может	1	3
940	в и	3	3
941	формы и	1	3
942	жизни но	1	3
943	говорилось выше	1	3
944	в более	4	3
945	о существовании	1	3
946	от которого	1	3
947	помнить что	1	3
948	случаях когда	1	3
949	однако если	1	3
950	то эта	2	3
951	в трех	1	3
952	и всех	1	3
953	остается на	1	3
954	нуждается в	2	3
955	красоты и	1	3
956	как для	1	3
957	женщины в	2	2
958	созданные в	1	2
959	вывод из	1	2
960	к действительности	1	2
961	до самого	3	2
962	мы впервые	1	2
963	на известное	1	2
964	или для	1	2
965	из двух	2	2
966	года в	1	2
967	к каким	1	2
968	уверен в	1	2
969	видно из	4	2
970	дом и	1	2
971	прошлого века	1	2
972	поставленной в	3	2
973	не имели	1	2
974	является их	1	2
975	действительности как	1	2
976	из жизни	1	2
977	н а	1	2
978	в два	1	2
979	за собой	3	2
980	предисловии к	1	2
981	же его	1	2
982	действительности на	1	2
983	так называемых	3	2
984	искусстве и	1	2
985	друг на	1	2
986	ii в	4	2
987	утверждал что	1	2
988	него не	1	2
989	ее как	1	2
990	на сцене	5	2
991	и самим	1	2
992	что само	1	2
993	мало кто	1	2
994	чем это	2	2
995	раз на	3	2
996	ближе к	1	2
997	д все	1	2
998	все его	1	2
999	в гг	3	2
1000	если у	2	2
1001	однако этот	1	2
1002	в следующем	4	2
1003	это указывает	1	2
1004	художественный тип	1	2
1005	этого можно	1	2
1006	в третьем	1	2
1007	большинстве случаев	2	2
1008	слишком много	1	2
1009	иначе чем	1	2
1010	здесь ни	1	2
1011	в реалистическом	1	2
1012	всю ее	1	2
1013	в греции	5	2
1014	войне и	1	2
1015	в облаках	8	2
1016	не означает	2	2
1017	зрения в	1	2
1018	здесь на	1	2
1019	время когда	2	2
1020	перед лицом	5	2
1021	они были	1	2
1022	бы ни	1	2
1023	который был	1	2
1024	не случайно	1	2
1025	в число	3	2
1026	возможна только	1	2
1027	хотя сам	1	2
1028	является ее	1	2
1029	с тремя	1	2
1030	в самый	1	2
1031	не приходит	1	2
1032	начале нашего	1	2
1033	и дает	2	2
1034	по адресу	18	2
1035	общественно-политической жизни	1	2
1036	людей или	1	2
1037	одновременно с	3	2
1038	содержание и	1	2
1039	по отношению	5	2
1040	еще с	1	2
1041	обращается к	1	2
1042	к которым	1	2
1043	в в	8	2
1044	и такая	2	2
1045	становится ясным	1	2
1046	у платона	1	2
1047	ему и	2	2
1048	или об	1	2
1049	этот поэт	1	2
1050	случае оно	1	2
1051	их самих	1	2
1052	к своим	1	2
1053	себе никакого	1	2
1054	поэтому когда	1	2
1055	в роли	1	2
1056	н островского	1	2
1057	и и	3	2
1058	на основе	1	2
1059	из которой	2	2
1060	ряд с	1	2
1061	вслед за	4	2
1062	например на	1	2
1063	на которые	3	2
1064	мне не	1	2
1065	и там	1	2
1066	в данной	1	2
1067	которая обычно	1	2
1068	с людьми	1	2
1069	от которой	2	2
1070	конца и	1	2
1071	ли можно	3	2
1072	а уж	1	2
1073	содержанию и	2	2
1074	необходимые для	1	2
1075	у вас	1	2
1076	в год	1	2
1077	в м	1	2
1078	другого и	1	2
1079	в самих	1	2
1080	человеческую жизнь	1	2
1081	всегда можно	1	2
1082	на какой-то	1	2
1083	ему что	1	2
1084	ее на	1	2
1085	нам не	1	2
1086	видя в	1	2
1087	лиц и	1	2
1088	в каком-нибудь	1	2
1089	участие в	4	2
1090	когда же	5	2
1091	только очень	1	2
1092	от всех	1	2
1093	на разные	1	2
1094	за этим	1	2
1095	плавта и	2	2
1096	в стороне	1	2
1097	является по	1	2
1098	и я	2	2
1099	со своей	3	2
1100	отвлеченных понятий	1	2
1101	и таким	2	2
1102	как результат	1	2
1103	человеческого мышления	1	2
1104	которые были	2	2
1105	и внутреннее	1	2
1106	и эти	1	2
1107	мертвых душ	1	2
1108	в предисловии	1	2
1109	случае если	1	2
1110	следующем виде	1	2
1111	вв до	2	2
1112	в комедии	36	2
1113	не с	1	2
1114	с наступлением	1	2
1115	же что	1	2
1116	ведь мы	2	2
1117	рассматривать как	1	2
1118	все больше	1	2
1119	дня и	1	2
1120	может показаться	1	2
1121	его до	2	2
1122	такой же	2	2
1123	право на	2	2
1124	и художественного	1	2
1125	и эта	1	2
1126	бы от	1	2
1127	со своими	1	2
1128	доказывает что	2	2
1129	становится в	3	2
1130	за счет	3	2
1131	больше того	4	2
1132	то остается	1	2
1133	познания и	1	2
1134	всех случаях	1	2
1135	за последние	2	2
1136	одно это	1	2
1137	самых общих	1	2
1138	то ли	2	2
1139	приходит к	1	2
1140	в борьбе	1	2
1141	и была	1	2
1142	ее для	1	2
1143	места и	1	2
1144	разговоре с	1	2
1145	его по	1	2
1146	что по	3	2
1147	роль в	2	2
1148	но у	1	2
1149	почти все	1	2
1150	ли не	8	2
1151	на все	3	2
1152	известно что	4	2
1153	природы в	1	2
1154	из других	3	2
1155	говорить не	1	2
1156	имеет в	2	2
1157	не должен	1	2
1158	все прочее	1	2
1159	своих героев	1	2
1160	что люди	1	2
1161	ясно из	1	2
1162	ни одного	2	2
1163	является как	1	2
1164	тезис о	1	2
1165	же она	2	2
1166	воли и	1	2
1167	нем не	1	2
1168	они могут	1	2
1169	соотношении в	1	2
1170	то оно	1	2
1171	в братьях	1	2
1172	вполне понятно	1	2
1173	в состоянии	3	2
1174	а и	1	2
1175	том случае	1	2
1176	и никакой	1	2
1177	наше внимание	1	2
1178	из людей	1	2
1179	себе вполне	1	2
1180	или хотя	1	2
1181	действительности к	1	2
1182	в изображении	2	2
1183	не кто	1	2
1184	также в	3	2
1185	нам сейчас	1	2
1186	и отдельные	1	2
1187	слов или	1	2
1188	не дает	1	2
1189	ту же	2	2
1190	действующих лиц	8	2
1191	не приходится	1	2
1192	него же	1	2
1193	при первом	1	2
1194	с большой	1	2
1195	т п	7	2
1196	и г	1	2
1197	в ст	1	2
1198	еще остается	1	2
1199	сведения о	2	2
1200	образом на	1	2
1201	платон в	3	2
1202	отношении является	1	2
1203	в один	2	2
1204	на рубеже	1	2
1205	ознакомиться с	1	2
1206	и меньше	1	2
1207	представляет себе	1	2
1208	не нашел	1	2
1209	в содержании	1	2
1210	в состав	2	2
1211	мы встречаем	5	2
1212	кстати сказать	1	2
1213	они и	1	2
1214	бы указать	1	2
1215	а по	1	2
1216	с и	5	2
1217	утверждает что	1	2
1218	не зная	1	2
1219	от их	1	2
1220	у плавта	1	2
1221	судить по	3	2
1222	и поскольку	1	2
1223	за свое	2	2
1224	жизни так	2	2
1225	в постоянной	1	2
1226	который с	1	2
1227	мало чем	2	2
1228	совпадает с	1	2
1229	вне всяких	1	2
1230	и два	1	2
1231	в древности	2	2
1232	в обоих	3	2
1233	среди которых	2	2
1234	действия и	1	2
1235	автора в	1	2
1236	сравнивается с	1	2
1237	и под	1	2
1238	о соотношении	2	2
1239	только одна	1	2
1240	среди этих	1	2
1241	и платон	2	2
1242	произведения и	1	2
1243	то она	1	2
1244	обычно не	1	2
1245	его для	1	2
1246	войны в	4	2
1247	месте в	1	2
1248	стороны он	1	2
1249	как сын	1	2
1250	этой самой	1	2
1251	на необходимость	1	2
1252	надо считать	2	2
1253	и вот	4	2
1254	многие из	3	2
1255	такое же	1	2
1256	как у	1	2
1257	из числа	6	2
1258	слово в	1	2
1259	а на	2	2
1260	отказаться от	2	2
1261	этого не	1	2
1262	наших дней	1	2
1263	и один	1	2
1264	чем отличается	1	2
1265	последние два	1	2
1266	его же	1	2
1267	в уже	4	2
1268	за его	1	2
1269	человека к	1	2
1270	ко всему	2	2
1271	этого брака	1	2
1272	насколько можно	1	2
1273	всего его	1	2
1274	частности в	2	2
1275	говоря о	1	2
1276	это однако	2	2
1277	из трагедий	1	2
1278	именно здесь	1	2
1279	отношению к	5	2
1280	же можно	1	2
1281	свидетельствуют о	1	2
1282	все более	4	2
1283	других случаях	1	2
1284	которым было	1	1
1285	о некоем	1	1
1286	же для	1	1
1287	об отражении	1	1
1288	как носитель	1	1
1289	последняя из	1	1
1290	которых идет	1	1
1291	не меньше	1	1
1292	отношениях к	1	1
1293	нечто подобное	1	1
1294	в финале	2	1
1295	реальной жизни	1	1
1296	следует что	1	1
1297	которые лежат	1	1
1298	где для	1	1
1299	воспоминания о	1	1
1300	и гете	1	1
1301	сам автор	3	1
1302	а затем	4	1
1303	за всех	1	1
1304	с известной	2	1
1305	только за	1	1
1306	наш герой	1	1
1307	плане в	1	1
1308	cgf i	7	1
1309	схолиаста который	1	1
1310	и действиях	1	1
1311	преследования его	1	1
1312	в драматическом	2	1
1313	содержании этих	1	1
1314	сделать некоторые	1	1
1315	или от	1	1
1316	но вполне	1	1
1317	и опять	4	1
1318	каким образом	1	1
1319	от каждого	1	1
1320	отдельных писателей	1	1
1321	слово может	1	1
1322	не составляют	1	1
