N	2gram	Nazirov_Tv	OGranits
145	от всех	2	2
146	и делают	1	2
147	от своего	1	2
148	элемента в	1	2
149	в книге	3	2
150	соответствии с	7	2
151	с г	1	2
152	еще в	3	2
153	в ней	2	2
154	с самого	3	2
155	тем что	2	2
156	и др	2	2
157	могут быть	4	2
158	вовсе не	5	2
159	в действительности	1	2
160	учение о	1	2
161	в связи	2	2
162	имеет место	1	2
163	во всей	2	2
164	с ними	3	2
165	все эти	3	2
166	с другой	4	2
167	как в	10	2
168	не менее	8	2
169	нуждается в	2	2
170	не имеет	2	2
171	к предмету	1	2
172	том что	14	2
173	в нем	4	2
174	уже в	5	2
175	или иного	1	2
176	не мог	3	2
177	а не	9	2
178	в чем	4	2
179	в целом	7	2
180	художественное произведение	1	2
181	и ее	1	2
182	тот же	3	2
183	виноградов в	1	2
184	к тому	2	2
185	есть не	2	2
186	кажется что	1	2
187	слова и	1	2
188	более того	2	2
189	в дальнейшем	7	1
190	силой своей	1	1
191	но у	5	1
192	его к	2	1
193	не вводит	1	1
194	новым материалом	1	1
195	на философию	1	1
196	как к	2	1
197	момент как	1	1
198	к которому	3	1
199	литературы в	1	1
200	который является	2	1
201	черновых набросках	1	1
202	находятся в	1	1
203	то он	1	1
204	князь мышкин	9	1
205	не зная	1	1
206	ее и	2	1
207	зрения и	1	1
208	для всех	1	1
209	находит свое	1	1
210	и других	5	1
211	и он	4	1
212	один из	5	1
213	можно говорить	1	1
214	и здесь	2	1
215	вообще в	1	1
216	в цепь	1	1
217	хуже для	1	1
218	приближается к	1	1
219	то это	2	1
220	отличие от	3	1
221	на этом	1	1
222	к слову	1	1
223	его мышления	1	1
224	ведь в	1	1
225	мышкин и	1	1
226	не имеют	4	1
227	только что	2	1
228	само собой	1	1
229	стиля но	1	1
230	даже и	1	1
231	оторванные от	1	1
232	как средство	1	1
233	должно быть	1	1
234	если он	4	1
235	и уж	1	1
236	которой он	2	1
237	своего времени	1	1
238	о значении	1	1
239	точно не	1	1
240	не могу	2	1
241	и вот	2	1
242	на том	2	1
243	есть одно	1	1
244	из биографии	1	1
245	такого рода	1	1
246	это все	2	1
247	но при	1	1
248	эти слова	3	1
249	внимание на	1	1
250	когда я	2	1
251	повести гоголя	1	1
252	потому что	10	1
253	и интересны	1	1
254	на первом	2	1
255	он всегда	2	1
256	но даже	1	1
257	и если	3	1
258	и место	1	1
259	же как	3	1
260	автора и	1	1
261	ту или	1	1
262	и более	2	1
263	мы имеем	1	1
264	и у	3	1
265	иметь характер	1	1
266	также и	1	1
267	ту же	4	1
268	это и	4	1
269	сквозь нее	1	1
270	совсем не	1	1
271	мира это	1	1
272	тому что	2	1
273	xvii века	1	1
274	есть его	1	1
275	сопоставляется с	1	1
276	представляет собою	2	1
277	под ним	1	1
278	он и	1	1
279	они считают	1	1
280	его и	2	1
281	он называет	1	1
282	в своем	4	1
283	и достоевский	5	1
284	и правильное	1	1
285	или же	1	1
286	к истории	1	1
287	и тогда	2	1
288	этот момент	2	1
289	в черновых	2	1
290	однако этот	4	1
291	тем как	1	1
292	движение в	1	1
293	связанное с	1	1
294	ведь этот	1	1
295	время в	3	1
296	в вечности	2	1
297	мысли и	5	1
298	тем не	2	1
299	но тем	1	1
300	здесь он	1	1
301	как это	2	1
302	в художественной	1	1
303	нее как	1	1
304	вследствие этого	1	1
305	переходит от	1	1
306	что такое	1	1
307	воплощенной в	1	1
308	мы все	1	1
309	то мы	1	1
310	только на	2	1
311	и через	4	1
312	общения с	2	1
313	об этом	4	1
314	отношениями между	2	1
315	мы определяем	1	1
316	только потому	1	1
317	нужно сказать	1	1
318	переходит в	2	1
319	всего его	1	1
320	о стиле	2	1
321	и что	2	1
322	может происходить	1	1
323	говоря словами	1	1
324	на самом	3	1
325	или иную	1	1
326	для человека	3	1
327	тем хуже	1	1
328	для них	2	1
329	предисловии к	1	1
330	можно было	1	1
331	в этой	7	1
332	этой среды	1	1
333	людей и	2	1
334	чуть ли	1	1
335	исследователя но	1	1
336	сложность и	1	1
337	у других	1	1
338	включается в	1	1
339	в начале	2	1
340	во все	1	1
341	в виду	3	1
342	в нашей	2	1
343	ее восприятия	1	1
344	чем его	1	1
345	быть может	3	1
346	и до	2	1
347	сводится к	2	1
348	и есть	2	1
349	и вполне	1	1
350	reductio ad	1	1
351	но это	10	1
352	натурализма гоголь	1	1
353	только то	1	1
354	поэтическая индивидуальность	1	1
355	позиции в	1	1
356	не вполне	1	1
357	по себе	2	1
358	этот вопрос	4	1
359	в истории	2	1
360	все равно	1	1
361	вспомнить о	1	1
362	видим у	1	1
363	же время	18	1
364	в новых	2	1
365	лежит в	1	1
366	его в	2	1
367	о литературе	1	1
368	на основе	1	1
369	со всеми	3	1
370	человека и	6	1
371	то или	1	1
372	отметить что	1	1
373	на всю	1	1
374	его явления	1	1
375	а на	1	1
376	письма к	3	1
377	до того	1	1
378	совершенно справедливо	1	1
379	связь с	3	1
380	а лишь	1	1
381	или иное	1	1
382	и часто	1	1
383	событий и	2	1
384	жизни он	2	1
385	не было	3	1
386	богато как	1	1
387	и некоторых	1	1
388	связи с	2	1
389	если не	4	1
390	же не	2	1
391	он весь	1	1
392	как известно	3	1
393	о возможности	1	1
394	эволюция русского	1	1
395	и несколько	1	1
396	не знает	2	1
397	или в	2	1
398	в чистую	1	1
399	сильнее и	2	1
400	в основе	3	1
401	чрезвычайно ценные	1	1
402	которой вообще	1	1
403	и эстетического	1	1
404	для создания	1	1
405	почему же	1	1
406	на то	1	1
407	ни о	1	1
408	же самое	1	1
409	среди них	1	1
410	из нее	1	1
411	равно как	1	1
412	сознания не	1	1
413	вся эта	1	1
414	духа но	1	1
415	для осуществления	1	1
416	другой так	1	1
417	в отличие	3	1
418	их в	1	1
419	нет и	1	1
420	и превращается	1	1
421	заключается в	1	1
422	одним из	6	1
423	элементов в	1	1
424	не совсем	1	1
425	ну что	1	1
426	отношение к	1	1
427	быть понята	2	1
428	между людьми	3	1
429	наук в	1	1
430	русского натурализма	1	1
431	сказать что	3	1
432	на себя	2	1
433	в конечном	4	1
434	в эпоху	1	1
435	виду что	1	1
436	произведений и	1	1
437	него не	1	1
438	найти в	1	1
439	а у	1	1
440	или на	1	1
441	всем протяжении	1	1
442	уже на	1	1
443	это является	1	1
444	социальных связей	1	1
445	него все	1	1
446	значение имеет	1	1
447	времени не	1	1
448	представление о	9	1
449	конечном счете	4	1
450	дойти до	1	1
451	он говорит	3	1
452	такой же	4	1
453	с большим	3	1
454	к другим	1	1
455	школы все	1	1
456	вводит свою	1	1
457	в конце	5	1
458	его понимании	1	1
459	в эстетической	1	1
460	одной из	7	1
461	например в	3	1
462	иная но	1	1
463	в образе	4	1
464	форме в	1	1
465	по мере	2	1
466	границы этого	1	1
467	в синтаксисе	1	1
468	он пытается	1	1
469	такого понимания	1	1
470	бы что	1	1
471	свои права	1	1
472	к этому	4	1
473	в одной	5	1
474	и как	5	1
475	как о	1	1
476	вплоть до	2	1
477	от матери	1	1
478	до конца	2	1
479	все время	3	1
480	что он	11	1
481	в предисловии	1	1
482	столь же	2	1
483	в собственном	1	1
484	времени в	13	1
485	что она	5	1
486	мы чувствуем	1	1
487	себя как	2	1
488	или даже	2	1
489	не существует	3	1
490	далеко не	3	1
491	и о	2	1
492	но что	1	1
493	в античной	2	1
494	является не	1	1
495	в мире	8	1
496	вместе с	4	1
497	который в	4	1
498	одна из	5	1
499	на эту	4	1
500	но когда	2	1
501	ad absurdum	1	1
502	этого слова	1	1
503	другом месте	1	1
504	в которых	3	1
505	в открытой	1	1
506	но не	7	1
507	так в	1	1
508	включает в	1	1
509	и всякого	1	1
510	но если	4	1
511	одно из	1	1
512	с его	12	1
513	что до	1	1
514	в изолированном	1	1
515	ли не	3	1
516	при таком	1	1
517	себя и	1	1
518	по поводу	1	1
519	в такой	2	1
520	на всем	1	1
521	утверждая что	1	1
522	в то	23	1
523	тут же	1	1
524	в действительной	1	1
525	такого значения	1	1
526	отнюдь не	9	1
527	даже у	1	1
528	и самый	1	1
529	только с	3	1
530	замысла и	1	1
531	о которых	1	1
532	этой концепции	2	1
533	может и	1	1
534	когда в	1	1
535	в себя	3	1
536	это произведение	1	1
537	связанный с	1	1
538	метафоры и	1	1
539	для этого	1	1
540	с ее	3	1
541	не из	1	1
542	художественного творчества	1	1
543	определяет выбор	1	1
544	и это	2	1
545	того же	2	1
546	эта связь	1	1
547	подхода к	3	1
548	в самой	1	1
549	в виде	4	1
550	от него	2	1
551	нам кажется	1	1
552	все произведение	1	1
553	воплощенная в	1	1
554	что вообще	1	1
555	здесь нет	2	1
556	на словах	1	1
557	и другое	1	1
558	к нему	1	1
559	до его	1	1
560	едва ли	2	1
561	сливаются в	1	1
562	на втором	1	1
563	тем более	1	1
564	которую не	1	1
565	особенно в	3	1
566	к обществу	1	1
567	в несколько	1	1
568	гоголь и	1	1
569	его можно	1	1
570	своего развития	1	1
571	себе а	1	1
572	на все	1	1
573	и особенно	1	1
574	нам представляется	2	1
575	еще не	5	1
576	в статье	2	1
577	нашу задачу	1	1
578	для анализа	2	1
