N	2gram	Bakhtin_Pr	Dialekti
174	и нет	2	12
175	с этим	2	12
176	вопрос о	4	12
177	нет никакого	1	12
178	но как	4	12
179	но не	13	12
180	даже не	1	12
181	могут быть	5	12
182	иной раз	1	12
183	никак не	3	12
184	не могут	6	12
185	перед нами	8	12
186	еще не	11	12
187	и если	1	12
188	и тогда	1	12
189	и тут	1	12
190	все равно	3	12
191	всегда есть	1	12
192	все эти	12	12
193	тем более	2	12
194	и ни	1	12
195	а в	9	12
196	что если	4	11
197	в них	5	11
198	как только	2	11
199	в данном	3	11
200	только на	1	11
201	что я	2	11
202	быть в	2	11
203	что мир	1	11
204	не о	3	11
205	и тем	2	11
206	должны быть	1	11
207	из них	8	11
208	тех или	1	11
209	оно есть	1	11
210	не значит	4	11
211	можно только	1	11
212	та же	1	11
213	себе не	1	11
214	от того	4	11
215	ничем не	2	11
216	мы имеем	2	11
217	в вечности	1	11
218	или в	2	11
219	есть в	10	11
220	нисколько не	2	11
221	его не	2	11
222	мы должны	6	11
223	только то	3	11
224	во всем	1	10
225	в душе	1	10
226	с этой	1	10
227	одно из	2	10
228	в результате	6	10
229	в жизни	7	10
230	к тому	1	10
231	нарушение законов	1	10
232	во всяком	5	10
233	только как	1	10
234	для того	3	10
235	можно ли	1	10
236	на себе	2	10
237	мы видим	5	10
238	ни того	2	10
239	в ее	4	10
240	не больше	1	10
241	от этого	2	10
242	себе и	3	10
243	и для	5	10
244	если же	3	10
245	что для	4	10
246	за пределы	10	10
247	оно не	2	10
248	то и	2	10
249	времени и	1	10
250	если мы	1	10
251	нет ни	5	10
252	в его	44	10
253	возможно только	1	10
254	в их	5	10
255	это было	3	10
256	идеи и	2	10
257	в частности	2	10
258	и можно	1	10
259	как мы	10	10
260	бытия и	1	10
261	как будто	4	10
262	может и	1	10
263	и уже	3	10
264	мир как	1	9
265	при этом	5	9
266	тому что	3	9
267	случае не	1	9
268	не как	15	9
269	в этих	5	9
270	и на	15	9
271	мир и	6	9
272	в котором	6	9
273	в противоположность	3	9
274	ничто не	1	9
275	в одном	14	9
276	и когда	1	9
277	превращается в	4	9
278	точка зрения	14	9
279	и он	3	9
280	мы можем	3	9
281	же как	5	9
282	бы в	7	9
283	на этом	1	9
284	иметь в	1	9
285	общего с	1	9
286	и по	4	9
287	была бы	5	9
288	подобно тому	5	9
289	с ними	3	9
290	то время	3	9
291	и более	2	9
292	той же	7	9
293	всех этих	3	9
294	тут не	2	9
295	и от	3	9
296	или иной	3	9
297	смысл и	2	9
298	между собою	1	9
299	выйти за	3	9
300	как он	5	9
301	лишь как	6	9
302	в истории	3	9
303	та или	1	9
304	тому как	5	9
305	от него	3	8
306	она всегда	1	8
307	даже в	7	8
308	в отношении	3	8
309	но все	8	8
310	теперь мы	1	8
311	в дальнейшем	2	8
312	при условии	1	8
313	вот почему	3	8
314	уже и	2	8
315	всегда и	1	8
316	так то	1	8
317	нет и	4	8
318	все время	4	8
319	себя в	5	8
320	с одной	1	8
321	или иная	1	8
322	не будет	1	8
323	что эта	1	8
324	этом смысле	12	8
325	в этой	5	8
326	в одной	9	8
327	один из	4	8
328	не на	6	8
329	как не	9	8
330	ничего общего	1	8
331	у меня	4	8
332	при помощи	1	8
333	в сфере	4	8
334	же вы	3	8
335	у нас	2	8
336	на самом	5	8
337	бы и	6	8
338	как таковая	1	8
339	только и	1	8
340	того или	1	8
341	бы только	1	8
342	личность как	1	8
343	если она	1	8
344	все что	6	7
345	мы и	2	7
346	он всегда	1	7
347	как она	2	7
348	надо чтобы	1	7
349	есть именно	1	7
350	тем что	5	7
351	зависимости от	5	7
352	но он	3	7
353	мира и	8	7
354	на первый	1	7
355	и образ	1	7
356	точно так	2	7
357	как на	4	7
358	он сам	9	7
359	от себя	2	7
360	и сама	1	7
361	это конечно	1	7
362	связи с	1	7
363	не знает	5	7
364	но для	2	7
365	в конце	9	7
366	в мире	10	7
367	а только	3	7
368	то ни	3	7
369	тут мы	1	7
370	истории и	1	7
371	его как	6	7
372	даже если	1	7
373	и ничего	1	7
374	его с	2	7
375	и при	1	7
376	из которых	3	7
377	сами по	4	7
378	заключается в	3	7
379	отношения к	4	7
380	как в	10	7
381	со стороны	6	7
382	и больше	1	7
383	для меня	2	7
384	говорят что	1	7
385	не потому	4	7
386	без всякого	1	7
387	с его	14	7
388	он должен	1	7
389	и всякий	1	7
390	будет ли	1	7
391	эти две	1	7
392	думать что	1	7
393	и их	7	7
394	из этих	2	7
395	так чтобы	3	7
396	тем самым	3	7
397	можно и	1	6
398	более или	1	6
399	уже в	9	6
400	нем нет	1	6
401	а что	2	6
402	в другом	1	6
403	в себя	3	6
404	но они	4	6
405	если нет	2	6
406	в зависимости	5	6
407	одна из	4	6
408	во всех	8	6
409	она и	3	6
410	хочет быть	1	6
411	для своего	2	6
412	по своей	1	6
413	в которой	6	6
414	как таковое	1	6
415	быть только	3	6
416	я и	2	6
417	себя как	5	6
418	именно как	1	6
419	во что	2	6
420	можно было	5	6
421	где же	1	6
422	того кто	1	6
423	друг другу	3	6
424	не отличается	1	6
425	от всякого	1	6
426	вместе с	2	6
427	себя и	4	6
428	о котором	1	6
429	тотчас же	3	6
430	того чтобы	5	6
431	но лишь	1	6
432	каком смысле	1	6
433	всяком случае	3	6
434	для него	23	6
435	о нем	16	6
436	они не	5	6
437	того как	1	6
438	того и	1	6
439	ее в	2	6
440	с их	9	6
441	но с	4	6
442	по существу	5	6
443	вообще не	1	6
444	чтобы быть	2	6
445	может только	1	6
446	и необходимости	1	6
447	его в	6	6
448	или менее	1	6
449	бы ни	1	6
450	мере в	1	6
451	может иметь	1	6
452	это как	2	6
453	не с	1	6
454	в науке	2	6
455	стороны и	1	6
456	и времени	1	6
457	на всю	1	6
458	этой точки	3	6
459	в один	2	6
460	отношение к	4	6
461	значит есть	1	6
462	и прежде	2	6
463	для этого	4	6
464	в той	9	5
465	в сферу	1	5
466	а есть	3	5
467	до сих	3	5
468	в своих	5	5
469	именно о	1	5
470	например в	5	5
471	что по	1	5
472	их в	8	5
473	в одно	1	5
474	мы только	1	5
475	тем или	2	5
476	или другим	1	5
477	но даже	1	5
478	и той	1	5
479	одной и	1	5
480	двух или	2	5
481	не обязательно	1	5
482	может ли	1	5
483	и еще	2	5
484	есть конечно	1	5
485	можем сказать	2	5
486	к этому	6	5
487	уже по	1	5
488	и становится	2	5
489	едва ли	1	5
490	гораздо более	1	5
491	все в	7	5
492	все его	4	5
493	что у	5	5
494	то оно	3	5
495	нельзя сказать	1	5
496	в качестве	1	5
497	свободы и	1	5
498	и другое	1	5
499	и она	1	5
500	в свете	4	5
501	есть своя	1	5
502	и у	6	5
503	сих пор	3	5
504	имеет ничего	1	5
505	оно и	1	5
506	также не	2	5
507	но тут	1	5
508	жизнь личности	2	5
509	не раз	3	5
510	все остальное	2	5
511	же мы	2	5
512	внешнее и	1	5
513	независимо от	1	5
514	одного и	2	5
515	были бы	5	5
516	от нее	1	5
517	почти не	1	5
518	тут есть	1	5
519	из того	1	5
520	же что	5	5
521	или другого	1	5
522	если это	1	5
523	и так	1	5
524	том смысле	1	5
525	сравнению с	2	5
526	которая не	2	5
527	сразу и	1	5
528	не является	2	5
529	где есть	1	5
530	это за	1	5
531	сознание и	7	5
532	во мне	2	5
533	по сравнению	2	5
534	только один	2	5
535	со всей	2	5
536	отношении к	3	5
537	и идеи	6	5
538	и во	2	5
539	он может	4	5
540	реальность и	1	5
541	во времени	4	5
542	точку зрения	9	5
543	зависит от	1	5
544	он и	9	5
545	ведь это	3	5
546	же не	1	5
547	становления и	1	5
548	раз навсегда	1	5
549	весь мир	1	5
550	как целое	2	5
551	живой и	1	5
552	есть все	1	5
553	из этого	1	5
554	раз и	4	5
555	и другого	1	5
556	бы это	1	5
557	в области	3	5
558	только к	1	5
559	первый план	1	5
560	или как	5	5
561	к ней	1	5
562	он просто	1	5
563	конце концов	7	5
564	и наконец	5	5
565	что на	1	5
566	и идея	1	5
567	можно говорить	2	4
568	и мира	1	4
569	возможно лишь	1	4
570	еще более	1	4
571	что человек	1	4
572	общения с	1	4
573	и само	2	4
574	жизнь в	2	4
575	равно как	1	4
576	из самых	1	4
577	из всего	2	4
578	его на	2	4
579	только для	2	4
580	тут в	1	4
581	в этот	2	4
582	и должно	1	4
583	к ним	3	4
584	есть по	1	4
585	что даже	1	4
586	бы то	3	4
587	время и	2	4
588	в состоянии	1	4
589	время не	3	4
590	по типу	1	4
591	у него	9	4
592	будто бы	1	4
593	на себя	3	4
594	вещи не	1	4
595	человек и	2	4
596	но ведь	4	4
597	есть та	1	4
598	точек зрения	5	4
599	в каждом	11	4
600	о себе	12	4
601	если оно	1	4
602	людей и	2	4
603	внешний мир	2	4
604	если не	2	4
605	образ не	1	4
606	или же	2	4
607	я бы	1	4
608	хотя в	1	4
609	и является	1	4
610	неотделим от	2	4
611	что бы	1	4
612	не по	3	4
613	личности это	2	4
614	а как	8	4
615	себе как	1	4
616	а потому	4	4
617	оно или	1	4
618	взгляд на	1	4
619	и здесь	5	4
620	как с	1	4
621	был бы	6	4
622	это уже	1	4
623	со всеми	1	4
624	поэтому и	3	4
625	в нас	1	4
626	явлений и	1	4
627	в словах	2	4
628	наконец и	1	4
629	чем же	2	4
630	видим что	2	4
631	у которого	1	4
632	это только	1	4
633	быть не	1	4
634	чтобы она	1	4
635	для всякого	1	4
636	как например	2	4
637	потому и	2	4
638	заметить что	2	4
639	и смерть	1	4
640	но именно	5	4
641	с нею	1	4
642	у них	1	4
643	друг друга	10	4
644	у вас	4	4
645	в другое	3	4
646	тоже не	2	4
647	мир в	4	4
648	данном случае	3	4
649	она сама	1	4
650	и этим	2	4
651	сказать ни	1	4
652	этом отношении	7	4
653	себя самого	5	4
654	то он	3	4
655	здесь в	3	4
656	что ни	1	4
657	и слова	1	4
658	и эта	3	4
659	опять-таки не	1	4
660	сознания но	3	4
661	но уже	1	4
662	на них	1	4
663	как формы	1	4
664	но его	1	4
665	и эти	1	4
666	ни один	5	4
667	другу как	1	4
668	что касается	1	4
669	человека и	2	4
670	и всех	2	4
671	в каких	1	4
672	же самое	1	4
673	но эта	4	4
674	же в	3	4
675	такой же	1	4
676	говорить об	2	4
677	не можем	1	4
678	себе а	1	4
679	что было	4	3
680	мир не	1	3
681	говорю о	1	3
682	но потому	2	3
683	со всем	2	3
684	ней не	1	3
685	логика и	1	3
686	к этой	1	3
687	тех кто	1	3
688	познания и	1	3
689	и вера	1	3
690	мысли и	5	3
691	в некоторых	1	3
692	говорите что	1	3
693	в первом	3	3
694	именно и	2	3
695	о мире	6	3
696	на мир	10	3
697	если и	2	3
698	в новую	3	3
699	форму и	2	3
700	бы все	1	3
701	к самому	1	3
702	ни было	4	3
703	я никогда	1	3
704	и смерти	7	3
705	одно время	1	3
706	понятно что	1	3
707	а лишь	3	3
708	не могли	3	3
709	о чем-то	1	3
710	как принцип	1	3
711	идеей и	1	3
712	сознания в	2	3
713	самый факт	2	3
714	самого начала	4	3
715	от своего	1	3
716	самосознание и	3	3
717	на ней	1	3
718	есть действительно	1	3
719	она ни	1	3
720	верить в	1	3
721	на него	4	3
722	то чем	3	3
723	же она	1	3
724	во всей	2	3
725	не умеет	1	3
726	исходит из	3	3
727	иначе и	1	3
728	времени а	1	3
729	действительно в	1	3
730	себе самом	9	3
731	всего в	2	3
732	или наоборот	1	3
733	об одном	1	3
734	мира где	1	3
735	с другими	11	3
736	не от	2	3
737	стремится к	1	3
738	и всякой	2	3
739	то она	1	3
740	и человек	2	3
741	не мир	3	3
742	не их	1	3
743	только она	2	3
744	сознания на	1	3
745	судить о	1	3
746	и именно	1	3
747	на земле	1	3
748	и которые	1	3
749	следовательно и	2	3
750	бытии и	1	3
751	от обычного	1	3
752	зрения и	2	3
753	и жизнь	1	3
754	это тоже	1	3
755	что как	1	3
756	или его	1	3
757	здесь как	1	3
758	сами не	1	3
759	она или	1	3
760	а с	4	3
761	как факт	1	3
762	от характера	3	3
763	и необходимость	1	3
764	не дает	4	3
765	совсем не	1	3
766	между тем	5	3
767	не так	3	3
768	не приходится	1	3
769	она была	1	3
770	я в	1	3
771	это вовсе	2	3
772	найти в	2	3
773	но есть	2	3
774	всю жизнь	1	3
775	сказать о	1	3
776	или иного	1	3
777	и чем	1	3
778	понятия и	1	3
779	я сам	1	3
780	мире и	1	3
781	образом и	1	3
782	когда уже	1	3
783	и свое	2	3
784	для себя	5	3
785	на почве	5	3
786	вечность ибо	1	3
787	мы замечаем	1	3
788	утверждает что	1	3
789	и делает	1	3
790	от другого	1	3
791	мы понимаем	1	3
792	от идеи	1	3
793	следовательно в	1	3
794	о самом	1	3
795	же самый	1	3
796	в слове	1	3
797	имеет под	1	3
798	от его	1	3
799	в которых	2	3
800	чтобы убедиться	1	3
801	к другому	2	3
802	красный цвет	1	3
803	я говорю	1	3
804	все они	4	3
805	как один	1	3
806	бы не	3	3
807	всем этом	1	3
808	в очень	1	3
809	как одно	3	3
810	почти все	1	3
811	еще на	1	3
812	уже с	1	3
813	да еще	1	3
814	остается только	1	3
815	с которой	4	3
816	я называю	1	3
817	или иных	1	3
818	о своем	2	3
819	вслед за	1	3
820	ее с	3	3
821	у достоевского	35	3
822	ли вы	4	3
823	чем не	1	3
824	видим в	1	3
825	тем же	1	3
826	по преимуществу	3	3
827	одной из	1	3
828	в сознании	4	3
829	и понимания	3	3
830	здесь не	2	3
831	сама она	1	3
832	только с	2	3
833	именно этот	2	3
834	не должна	1	3
835	тот же	4	3
836	нею в	1	3
837	человека но	2	3
838	личности что	1	3
839	но на	2	3
840	как вещи	1	3
841	ее на	1	3
842	всех возможных	1	3
843	и сознание	2	3
844	только его	1	3
845	как у	4	3
846	для нас	3	3
847	место в	2	3
848	однако не	2	3
849	и показать	3	3
850	и вы	2	3
851	быть настоящим	1	3
852	вот это	1	3
853	в какой	2	3
854	является не	3	3
855	так в	1	3
856	к своему	1	3
857	и оно	2	3
858	лежит в	3	3
859	должен быть	1	3
860	целиком в	1	3
861	ко всему	1	3
862	с самого	3	3
863	отличие от	3	3
864	на свои	1	3
865	этого последнего	1	3
866	церкви и	1	3
867	художественного образа	1	3
868	в свою	1	3
869	в искусстве	2	3
870	и во-вторых	1	3
871	нового времени	4	3
872	от земли	1	3
873	далеко не	3	3
874	можно найти	3	3
875	и всегда	1	3
876	формулы и	1	3
877	идет о	5	3
878	как из	1	3
879	лишь в	4	3
880	и вне	2	3
881	них нет	1	3
882	нас самих	1	3
883	действительно не	1	3
884	в голову	1	3
885	или точнее	2	3
886	не надо	1	3
887	происходит в	1	3
888	а без	1	3
889	не к	1	3
890	возможна только	1	3
891	идея же	2	2
892	они являются	1	2
893	к другу	4	2
894	случае в	1	2
895	еще раз	3	2
896	человеческой жизни	4	2
897	здесь же	1	2
898	в последнее	1	2
899	вывод из	2	2
900	которые не	1	2
901	которая в	1	2
902	и имеет	1	2
903	да что	1	2
904	дана как	2	2
905	эта идея	1	2
906	них есть	1	2
907	следует что	1	2
908	строго говоря	1	2
909	нечего сказать	2	2
910	но тем	1	2
911	не вызывает	1	2
912	те же	3	2
913	мира а	1	2
914	только тот	1	2
915	в изображении	2	2
916	в гоголевском	1	2
917	ко всем	2	2
918	как образ	2	2
919	в духе	3	2
920	есть что-то	1	2
921	вот что	2	2
922	не предполагает	1	2
923	и сам	5	2
924	мне кажется	2	2
925	на свою	1	2
926	чем его	1	2
927	она является	2	2
928	уже на	1	2
929	друг к	4	2
930	всеми ее	1	2
931	роль в	2	2
932	как более	1	2
933	он является	1	2
934	поскольку он	1	2
935	и слово	6	2
936	первый взгляд	1	2
937	настоящее и	1	2
938	идеи как	2	2
939	условии что	1	2
940	при всей	1	2
941	перестает быть	4	2
942	надо быть	1	2
943	и отчасти	1	2
944	во все	5	2
945	всю его	1	2
946	совершенно в	1	2
947	себе все	2	2
948	идею а	1	2
949	мы увидим	1	2
950	объект а	3	2
951	на очень	1	2
952	представления о	1	2
953	всего что	2	2
954	жизнь а	1	2
955	искусства и	1	2
956	говорит об	2	2
957	времени в	2	2
958	в условиях	4	2
959	свободе и	1	2
960	и показывает	1	2
961	смысле слова	1	2
962	о них	2	2
963	не об	6	2
964	существу своему	1	2
965	ни одного	4	2
966	естественно и	1	2
967	самого понятия	1	2
968	является как	1	2
969	себе в	1	2
970	будет и	1	2
971	убедиться в	1	2
972	и формы	1	2
973	на одну	1	2
974	не становится	5	2
975	объединяются в	1	2
976	ней и	1	2
977	поэтому все	1	2
978	в голове	1	2
979	наряду с	1	2
980	новое время	1	2
981	в нашем	3	2
982	к которому	1	2
983	находится в	2	2
984	с этими	1	2
985	ли она	1	2
986	для понимания	5	2
987	от них	3	2
988	она может	1	2
989	всю ее	1	2
990	друг с	4	2
991	в идеале	1	2
992	на котором	3	2
993	в пользу	1	2
994	ни стало	1	2
995	ни даже	1	2
996	жизни с	1	2
997	что обычно	1	2
998	сознание но	1	2
999	или иным	1	2
1000	новые и	1	2
1001	ее и	2	2
1002	по природе	4	2
1003	нами не	1	2
1004	как такового	1	2
1005	он от	1	2
1006	не видел	1	2
1007	на том	1	2
1008	вполне понятно	1	2
1009	явления но	1	2
1010	и помыслить	1	2
1011	потому не	1	2
1012	есть его	1	2
1013	проявляется в	2	2
1014	то для	1	2
1015	а тогда	1	2
1016	идее и	1	2
1017	показал как	1	2
1018	как можно	3	2
1019	котором мы	2	2
1020	этот опыт	1	2
1021	я нахожу	1	2
1022	чем в	3	2
1023	и последнее	1	2
1024	существует только	2	2
1025	и других	8	2
1026	в мысли	1	2
1027	в полной	1	2
1028	слово о	8	2
1029	на этот	2	2
1030	в разные	1	2
1031	такое понимание	1	2
1032	прежде чем	1	2
1033	и говорит	1	2
1034	в идее	2	2
1035	как его	2	2
1036	слово слово	1	2
1037	за живое	1	2
1038	не остается	1	2
1039	между ними	4	2
1040	просто на	1	2
1041	эти три	2	2
1042	человек в	2	2
1043	сознания как	1	2
1044	не даны	1	2
1045	его жизни	2	2
1046	больше всего	1	2
1047	которым не	1	2
1048	людьми и	1	2
1049	в сторону	1	2
1050	как ряд	1	2
1051	достаточно чтобы	1	2
1052	в других	1	2
1053	а для	1	2
1054	есть теория	1	2
1055	в великом	1	2
1056	этом совершенно	1	2
1057	всех своих	1	2
1058	и мир	4	2
1059	творчества и	2	2
1060	вещи с	1	2
1061	с образом	3	2
1062	ибо только	1	2
1063	и быть	1	2
1064	бы к	2	2
1065	в вечность	2	2
1066	и понимает	3	2
1067	становится и	1	2
1068	в лучшем	3	2
1069	опыт и	1	2
1070	отличен от	1	2
1071	этой идеи	1	2
1072	но при	1	2
1073	конечно тоже	1	2
1074	или может	1	2
1075	в объективном	2	2
1076	но зато	1	2
1077	свой предмет	1	2
1078	всего необходимо	1	2
1079	в тех	1	2
1080	и взаимно	3	2
1081	который мы	2	2
1082	этот вопрос	3	2
1083	с ней	1	2
1084	нем и	2	2
1085	ни одной	3	2
1086	но вы	1	2
1087	вопрос в	1	2
1088	на который	1	2
1089	однако в	2	2
1090	и др	1	2
1091	его личности	4	2
1092	но ее	1	2
1093	совершенно нет	1	2
1094	образом в	2	2
1095	самосознания и	2	2
1096	сливаются в	1	2
1097	ибо в	2	2
1098	которые были	3	2
1099	его внутренней	1	2
1100	перед нею	1	2
1101	его можно	1	2
1102	бы я	1	2
1103	и самый	1	2
1104	бы тогда	1	2
1105	и сами	1	2
1106	таков например	1	2
1107	живая жизнь	1	2
1108	хорошо и	1	2
1109	во втором	1	2
1110	из возможных	2	2
1111	достоевского в	21	2
1112	они и	3	2
1113	них в	2	2
1114	то есть	64	2
1115	также что	1	2
1116	жизни а	2	2
1117	не идет	1	2
1118	образа и	1	2
1119	и далее	1	2
1120	не всякий	1	2
1121	и души	2	2
1122	вот как	1	2
1123	определяется своим	1	2
1124	в другой	4	2
1125	от этой	1	2
1126	в человеке	15	2
1127	все те	2	2
1128	или к	2	2
1129	только еще	1	2
1130	как идея	1	2
1131	что должно	1	2
1132	все то	5	2
1133	конечно и	5	2
1134	сознание не	2	2
1135	именно оно	1	2
1136	имеет значение	2	2
1137	их и	3	2
1138	его собственная	1	2
1139	показать что	1	2
1140	вера и	1	2
1141	понимать не	1	2
1142	существенно и	3	2
1143	диалектика и	1	2
1144	в процессе	4	2
1145	бы уже	2	2
1146	она имеет	1	2
1147	из тех	3	2
1148	к его	1	2
1149	если принять	1	2
1150	как личность	1	2
1151	имеет как	1	2
1152	жизни в	3	2
1153	ли он	2	2
1154	по самому	1	2
1155	под собою	1	2
1156	знает что	1	2
1157	на их	1	2
1158	природе своей	3	2
1159	только он	2	2
1160	в воздухе	1	2
1161	на своем	2	2
1162	своей жизни	2	2
1163	слова о	1	2
1164	показать как	1	2
1165	по этим	1	2
1166	не имеют	1	2
1167	смерти и	1	2
1168	тогда я	1	2
1169	ибо не	3	2
1170	ведь мы	1	2
1171	и заключается	1	2
1172	а вера	2	2
1173	принципиально не	2	2
1174	совпадает с	3	2
1175	наконец в	2	2
1176	относится к	2	2
1177	могла бы	1	2
1178	сознания которые	1	2
1179	человека от	2	2
1180	слова и	2	2
1181	есть он	2	2
1182	и теперь	1	2
1183	этом условии	1	2
1184	именно на	2	2
1185	не понимает	1	2
1186	идея не	1	2
1187	вы говорите	1	2
1188	и ему	1	2
1189	а о	4	2
1190	частности и	1	2
1191	и до	5	2
1192	идеи в	12	2
1193	и земли	2	2
1194	об идее	1	2
1195	друг от	2	2
1196	же если	1	2
1197	друга и	2	2
1198	только это	1	2
1199	нет в	1	2
1200	имеем в	2	2
1201	неотделима от	2	2
1202	понимать так	1	2
1203	него и	1	2
1204	или с	1	2
1205	в образе	4	2
1206	только при	3	2
1207	времени только	1	2
1208	и бывает	1	2
1209	идея это	1	2
1210	слово и	1	2
1211	или более	1	2
1212	к истории	1	2
1213	в аспекте	1	2
1214	достаточно глубоко	1	2
1215	из него	1	2
1216	мира не	2	2
1217	в особом	3	2
1218	бы его	1	2
1219	жизни не	1	2
1220	они вовсе	1	2
1221	они были	1	2
1222	понять и	3	2
1223	этого термина	1	2
1224	бывает в	1	2
1225	самое слово	2	2
1226	как к	3	2
1227	сознание а	1	2
1228	сам себя	1	2
1229	не во	3	2
1230	считает что	1	2
1231	воля к	2	2
1232	что значит	2	2
1233	можно прямо	1	2
1234	он как	4	2
1235	оно само	1	2
1236	на такой	1	2
1237	не для	1	2
1238	в определенном	1	2
1239	легко заметить	1	2
1240	его и	4	2
1241	и разные	1	2
1242	только чисто	2	2
1243	что только	1	2
1244	в полном	2	2
1245	и принципиально	1	2
1246	в каком-нибудь	1	2
1247	нет это	1	2
1248	и любить	1	2
1249	слово в	3	2
1250	жизнь не	1	2
1251	быть или	1	2
1252	которые я	1	2
1253	с которым	1	2
1254	о субъективизме	1	2
1255	диалектике и	1	2
1256	себе но	2	2
1257	от друга	2	2
1258	и всякое	1	2
1259	ибо все	1	2
1260	об этих	2	2
1261	на нее	1	2
1262	дело в	1	2
1263	они могли	1	2
1264	в бытии	1	2
1265	ни одна	2	2
1266	бы быть	3	2
1267	мы ее	1	2
1268	могла быть	1	2
1269	не стоит	1	2
1270	на одном	1	2
1271	в новом	1	2
1272	по самой	1	2
1273	на его	7	2
1274	с другом	4	2
1275	в каждой	3	2
1276	бы действительно	1	2
1277	а так	1	2
1278	иной чем	1	2
1279	следовательно с	1	2
1280	но конечно	3	2
1281	ему не	2	2
1282	эти же	2	2
1283	они почти	1	2
1284	свобода и	1	2
1285	ко мне	1	2
1286	в стиле	1	2
1287	человека в	8	2
1288	там где	12	2
1289	тут и	2	2
1290	ибо они	1	2
1291	каждом из	2	2
1292	с какой-то	1	2
1293	нужно сказать	2	2
1294	бессмертие души	1	2
1295	и воспринимать	1	2
1296	выше в	1	2
1297	мысли в	2	2
1298	есть как	1	2
1299	бытия в	3	2
1300	лучшем случае	3	2
1301	ли тут	2	2
1302	как таковые	2	2
1303	не видим	2	2
1304	еще в	1	2
1305	сосредоточиться на	1	2
1306	веры в	1	2
1307	это однако	1	2
1308	как этот	1	2
1309	и противопоставить	1	2
1310	эту идею	1	2
1311	у нее	1	2
1312	всей его	2	2
1313	с идеей	4	2
1314	на это	2	2
1315	всего то	1	2
1316	мы сказали	2	2
1317	ну так	1	2
1318	которым она	2	2
1319	со своими	6	2
1320	во многом	1	2
1321	содержанием и	1	2
