N	3gram	Losev_Dial	VeschiIm
99	ли сказать что	1	3
100	и это –	2	3
101	если оно не	1	3
102	она не может	1	3
103	может быть ни	1	3
104	мы не можем	2	3
105	а если она	1	3
106	и в то	2	3
107	от всего иного	1	3
108	так что в	2	3
109	в собственном смысле	1	3
110	не может не	3	3
111	что она есть	5	3
112	только то что	1	3
113	с одной стороны	3	3
114	то что мы	3	3
115	с другой стороны	3	3
116	не есть ли	2	3
117	и не просто	2	3
118	то это значит	4	3
119	так же как	2	2
120	имеем дело не	1	2
121	но это значит	2	2
122	я не буду	3	2
123	нечто третье что	1	2
124	случае не есть	3	2
125	вообще но и	1	2
126	того что она	2	2
127	и есть только	1	2
128	все это –	1	2
129	вещь должна быть	1	2
130	а так как	1	2
131	простым указанием на	1	2
132	заключается не в	1	2
133	мы находим в	1	2
134	в применении к	1	2
135	мы видим что	2	2
136	в данном случае	3	2
137	это так то	1	2
138	не говорит о	3	2
139	того что именно	3	2
140	так как мы	1	2
141	не имеет никакого	3	2
142	по смыслу своему	2	2
143	и без всякого	1	2
144	или ничего не	2	2
145	если же они	1	2
146	не может и	1	2
147	есть не только	3	2
148	общения с ним	1	2
149	в свое время	1	2
150	она должна быть	1	2
151	в этом смысле	1	2
152	а следовательно и	1	2
153	для того чтобы	1	2
154	но если вы	1	2
155	мы еще не	1	2
156	то есть и	1	2
157	это не есть	3	2
158	крайней мере в	3	2
159	и что она	2	2
160	– чтобы быть	2	2
161	руки и ноги	2	2
162	есть ни просто	1	2
163	или по крайней	4	2
164	если же оно	1	2
165	эта вещь есть	1	2
166	имеет никакого отношения	3	2
167	т е надо	1	2
168	на себя функции	3	2
169	по природе своей	1	2
170	и есть то	1	2
171	уже не есть	1	2
172	но что же	1	2
173	быть не просто	1	2
174	вы говорите что	2	2
175	это значит? это	2	2
176	если сущность есть	1	2
177	на себе следы	1	2
178	если она не	1	2
179	но не есть	1	2
180	не было ни	2	2
181	смысл т е	1	2
182	только явления и	1	2
183	тут не может	1	2
184	в подлинном смысле	1	2
185	и в частности	2	2
186	что мы имеем	1	2
187	отнюдь не есть	2	2
188	в конце концов	1	2
189	ни тем более	1	2
190	все что угодно	1	2
191	и кроме того	1	2
192	в нем нет	2	2
193	тех или иных	2	2
194	и таким образом	1	2
195	даже и не	3	2
196	уже не просто	1	2
197	быть не только	1	2
198	никакого отношения к	3	2
199	можно говорить о	1	2
200	тем или другим	3	2
201	но даже и	3	2
202	то ясно что	3	2
203	что-нибудь или ничего	1	2
204	если это так	1	2
205	по себе совершенно	2	2
206	в связи с	3	2
207	значит? это значит	2	2
208	к тому что	2	2
209	в своей полной	1	2
210	есть не просто	1	2
211	необходимо не только	1	2
212	во всяком случае	3	2
213	в этом отношении	2	2
214	вопрос о том	1	2
215	что она –	3	2
216	и в этом	4	2
217	а не только	2	2
218	что он есть	4	2
219	только тогда когда	6	2
220	всего прочего и	2	2
221	как раз и	3	2
222	не мог бы	1	2
223	в основе своей	1	2
224	ни о каком	1	2
225	мы имеем дело	1	2
226	когда вы говорите	1	1
227	не просто как	1	1
228	она еще не	2	1
229	у нее нет	1	1
230	не только одно	1	1
231	тут мы находим	1	1
232	уж во всяком	1	1
233	что же тогда	1	1
234	шкаф не есть	1	1
235	д таким образом	1	1
236	то что именно	1	1
237	что же вы	1	1
238	своего собственного существования	1	1
239	в одинаковой мере	3	1
240	одной стороны и	1	1
241	этих двух сфер	1	1
242	уже сказали что	1	1
243	как это и	1	1
244	ни от кого	1	1
245	и мыслить и	1	1
246	кантовский метафизический дуализм	1	1
247	точка зрения которая	1	1
248	и как бы	2	1
249	это не значит	1	1
250	а не просто	6	1
251	с его отвлеченной	1	1
252	что существует не	1	1
253	не то как	1	1
254	вещи так как	1	1
255	т д все	1	1
256	как только вещь	1	1
257	его отвлеченной идеей	1	1
258	еще даже и	1	1
259	это может быть	1	1
260	не только то	1	1
261	могло не быть	1	1
262	существует не только	1	1
263	есть не больше	1	1
264	получится если мы	1	1
265	так что из	1	1
266	стало быть и	1	1
267	я вижу в	1	1
268	что мы воспринимаем	2	1
269	и это и	1	1
270	представим себе что	1	1
271	и прежде всего	6	1
272	по себе а	2	1
273	же мы говорим	1	1
274	по существу своему	1	1
275	и во всяком	1	1
276	сознания и бытия	2	1
277	том смысле что	1	1
278	т д таким	1	1
279	явлению приходится брать	1	1
280	том что тут	1	1
281	только одна из	1	1
282	но потому что	1	1
283	– что же	1	1
284	нет ровно ничего	1	1
285	и может быть	1	1
286	во всех языках	1	1
287	сходство и различие	1	1
288	возможно только благодаря	1	1
289	из двух или	3	1
290	я не хочу	1	1
291	т д на	1	1
292	не содержит в	1	1
293	в чем спецификум	1	1
294	в том смысле	1	1
295	есть также и	1	1
296	в данный момент	2	1
297	не есть нечто	3	1
298	что получится если	1	1
299	как это было	1	1
300	где-то и как-то	1	1
301	мыслить и воспринимать	2	1
302	не в этом	1	1
303	ничего не говорит	5	1
304	метафизика т е	1	1
305	и в особенности	1	1
306	имеется в виду	5	1
307	жизни и мира	2	1
308	что мы уже	1	1
309	не в состоянии	1	1
310	– все равно	1	1
311	что оно не	1	1
312	вещи и больше	1	1
313	значит что в	1	1
314	то или иное	4	1
315	я уже не	1	1
316	т д в	2	1
317	не что-нибудь иное	1	1
318	было бы уже	1	1
319	ясно что это	2	1
320	нечто или ничто?	3	1
321	того или другого	3	1
322	эта точка зрения	1	1
323	возможно было бы	1	1
324	т е она	1	1
325	пусть даже я	1	1
326	мы ведь и	1	1
327	больше ничего то	1	1
328	должно было бы	1	1
329	потому что мне	1	1
330	слово слово –	1	1
331	она есть прежде	1	1
332	и вот когда	2	1
333	с другой –	1	1
334	вовсе даже не	1	1
335	ничто ни от	1	1
336	все же нечто	1	1
337	дело не в	1	1
338	что на нем	1	1
339	тут одно из	1	1
340	как же вы	2	1
341	с реальными вещами	1	1
342	однако не только	1	1
343	есть стало быть	1	1
344	только сказать что	1	1
345	вы не имеете	1	1
346	при всем том	1	1
347	уже перестает быть	1	1
348	взятая сама по	1	1
349	как равно и	1	1
350	для себя и	1	1
351	или ничем не	1	1
352	в коем случае	4	1
353	т е становится	1	1
354	и во всех	1	1
355	тем более не	2	1
356	есть в сущности	2	1
357	будет все время	2	1
358	есть сам по	1	1
359	только история и	1	1
360	это не только	1	1
361	с тем или	1	1
362	т е от	1	1
363	и пр но	1	1
364	не значит что	2	1
365	и в чем	3	1
366	вещи что же	1	1
367	есть ли он	1	1
368	явление есть явление	2	1
369	когда мы говорим	1	1
370	кантовского субъективизма и	1	1
371	наиболее существенной и	1	1
372	прежде всего сама	2	1
373	в абстрактное понятие	1	1
374	было ни в	2	1
375	себе не содержит	2	1
376	если мы хотим	1	1
377	да и сама	1	1
378	то как же	1	1
379	что и в	1	1
380	же оно –	1	1
381	была бы совершенно	1	1
382	что к нему	1	1
383	не в том	5	1
384	т е они	1	1
385	можно только тогда	3	1
386	потому что она	2	1
387	он сам не	1	1
388	– в свете	2	1
389	она есть нечто	4	1
390	абстрактное понятие и	1	1
391	нельзя понимать в	1	1
392	независимо от того	1	1
393	так чтобы они	1	1
394	должна быть не	2	1
395	с полной очевидностью	1	1
396	эти две сферы	4	1
397	можно и не	1	1
398	только в виде	1	1
399	уже и не	1	1
400	своих частей и	1	1
401	не может существовать	2	1
402	и пр и	2	1
403	брать на себя	1	1
404	что существуют только	2	1
405	и даже вообще	1	1
406	личности а не	1	1
407	так как будто	1	1
408	дело вовсе не	1	1
409	так чтобы и	1	1
410	что у него	1	1
411	мы будем говорить	1	1
412	итак если есть	1	1
413	случае не может	1	1
414	только в порядке	1	1
415	он не есть	1	1
416	ничего не известно	1	1
417	в себе не	2	1
418	а что же	2	1
419	смысла и не	1	1
420	тогда чего же	1	1
421	вещь не есть	2	1
422	она имеет свое	1	1
423	и то и	1	1
424	не было бы	1	1
425	что есть еще	1	1
426	не выходит из	1	1
427	и не состоит	1	1
428	и тут нет	1	1
429	не будет спорить	1	1
430	вовсе еще не	1	1
431	т д теперь	1	1
432	что бы то	1	1
433	о фактах и	1	1
434	мы скажем что	1	1
435	если бы было	1	1
436	который уже не	1	1
437	не говорю о	1	1
438	приходится брать на	1	1
439	до сих пор	1	1
440	как о таковой	1	1
441	однажды я уже	1	1
442	именно находится в	1	1
443	но если оно	1	1
444	мы говорим об	2	1
445	и гипотез но	1	1
446	себе отнюдь не	1	1
447	у нас есть	1	1
448	на точку зрения	1	1
449	тут мы переходим	1	1
450	но и все	1	1
451	никакого отношения ни	1	1
452	мы оперируем не	1	1
453	но что это	3	1
454	тому как и	1	1
455	только на то	2	1
456	что она и	1	1
457	так что и	1	1
458	с этой стороны	1	1
459	о том кто	1	1
460	ни в коем	4	1
461	существуют только явления	1	1
462	таким образом что	1	1
463	по себе отнюдь	2	1
464	а не сама	2	1
465	и в котором	1	1
466	т д словом	1	1
467	речь идет о	1	1
468	структуру т е	1	1
469	т е как	2	1
470	жизни и т	1	1
471	и если она	1	1
472	– в том	1	1
473	– пустое и	1	1
474	не отвлеченная идея	1	1
475	на что не	1	1
476	тогда когда уже	1	1
477	отнюдь не всегда	1	1
478	другими словами логическая	1	1
479	нечто совершенно несводимое	1	1
480	есть следовательно оно	1	1
481	так как тут	2	1
482	мы не есть	1	1
483	есть ни в	1	1
484	и вместе с	1	1
485	не есть сама	3	1
486	все эти факты	1	1
487	е не есть	3	1
488	но только в	1	1
489	да и то	1	1
490	и не искать	1	1
491	и можно ли	2	1
492	как же она	1	1
493	она и есть	2	1
494	только потому что	1	1
495	что и само	1	1
496	не только потому	1	1
497	и оно совершенно	1	1
498	должна быть и	2	1
499	но также и	1	1
500	уже не говорю	1	1
501	нет ровно никакого	2	1
502	не есть материя	2	1
503	а потому что	1	1
504	отца и сына	2	1
505	сами из себя	1	1
506	он и не	1	1
507	и что такое	3	1
508	ничем не отличаются	1	1
509	но в то	1	1
510	по вопросу об	1	1
511	отличаться от всего	1	1
512	ни на что	1	1
513	необходимо должно быть	1	1
514	в этом ничего	1	1
515	в ней не	1	1
516	я бы сказал	1	1
517	или нет? если	1	1
518	категория и она	1	1
519	и уж тем	1	1
520	но оно есть	1	1
521	и это потому	1	1
522	себя функции явления	1	1
523	прежде всего некое	1	1
524	я не стану	3	1
525	одно из двух	3	1
526	отличается от всего	3	1
527	в зависимости от	3	1
528	на точке зрения	1	1
529	вопрос о взаимоотношении	1	1
530	если нет ничего	1	1
531	если мы действительно	1	1
532	по себе и	1	1
533	мы сказали что	1	1
534	с тем что	1	1
535	сказали мы есть	1	1
536	чтобы она была	3	1
537	мы о ней	1	1
538	и есть подлинная	2	1
539	что все вещи	1	1
540	если она есть	1	1
541	то же самое	1	1
542	не меньше чем	1	1
543	образ вещи с	1	1
544	она сама с	1	1
545	никто никогда не	1	1
546	что такое бытие	1	1
547	и этого мало	1	1
548	они должны быть	1	1
549	и всякой иной	1	1
550	она не есть	5	1
551	уже по одному	2	1
552	с тех пор	2	1
553	и говорить о	1	1
554	и тут мы	1	1
555	ощущения и восприятия	1	1
556	самом же деле	1	1
557	уж тем более	1	1
558	что с точки	2	1
559	несмотря ни на	1	1
560	та или иная	3	1
561	то обстоятельство что	1	1
562	хотя бы только	2	1
563	есть момент в	1	1
564	т е чисто	1	1
565	в сущности и	2	1
566	и что он	1	1
567	говорить ни о	1	1
568	ясно следовательно что	1	1
569	я не могу	1	1
570	сущности это и	1	1
571	– об этом	1	1
572	на самом же	1	1
573	есть и проявление	1	1
574	вы знаете что	2	1
575	тех пор как	1	1
576	это – не	3	1
577	свой смысл и	1	1
578	на первый план	4	1
579	и пр это	2	1
580	не менее эта	1	1
581	сущности а не	1	1
582	и делает ее	1	1
583	может и даже	1	1
584	личность и ее	2	1
585	это потому что	1	1
586	не есть и	3	1
587	о каком бытии	1	1
588	а это значит	2	1
589	совершенно не зависит	2	1
590	а не что-нибудь	2	1
591	принципов и гипотез	1	1
592	исторического процесса но	1	1
593	только лишь как	2	1
594	и у людей	1	1
595	отношения ни к	1	1
596	но так как	1	1
597	может быть или	1	1
598	и не надо	2	1
599	но он –	1	1
600	и притом как	1	1
601	тот или иной	2	1
602	это было бы	3	1
603	о котором я	1	1
604	этого мы ведь	1	1
605	оперируем не с	1	1
606	и не может	1	1
607	коем случае не	4	1
608	мы уже сказали	2	1
609	вовсе не в	3	1
610	– в виде	1	1
611	и пр –	1	1
612	себя функции сущности	2	1
