N	2gram	Bakhtin_Fr	Sovremen
200	живых существ	1	1
201	все элементы	2	1
202	возникновения и	2	1
203	действия в	1	1
204	через несколько	1	1
205	есть такой	2	1
206	что иное	1	1
207	предыдущей главе	2	1
208	видим что	2	1
209	в процессе	3	1
210	с жизнью	1	1
211	данном случае	1	1
212	ведь в	2	1
213	три четверти	1	1
214	связи с	5	1
215	например у	2	1
216	здесь нет	3	1
217	в самый	2	1
218	философии на	1	1
219	разобранная нами	1	1
220	что сказать	1	1
221	очень часто	5	1
222	должно быть	4	1
223	мы уже	25	1
224	это как	1	1
225	несколько слов	3	1
226	общего и	1	1
227	почти не	1	1
228	все стадии	1	1
229	в первый	1	1
230	идет о	1	1
231	она не	1	1
232	в течение	2	1
233	да еще	3	1
234	выбор и	1	1
235	но затем	1	1
236	что уже	1	1
237	описание и	1	1
238	одной стороны	3	1
239	все свои	2	1
240	на другой	2	1
241	ничто не	1	1
242	и другую	1	1
243	мы имеем	2	1
244	и у	7	1
245	быть в	1	1
246	в другом	4	1
247	совсем не	3	1
248	потом и	1	1
249	несмотря на	3	1
250	том как	3	1
251	т.е от	1	1
252	с какою	1	1
253	не быть	1	1
254	чем объясняется	1	1
255	в ней	10	1
256	которых он	1	1
257	из всех	2	1
258	на ней	1	1
259	ни было	2	1
260	больших и	1	1
261	самому своему	1	1
262	этот был	1	1
263	приобретает особое	1	1
264	отвлекаясь от	1	1
265	хотя и	5	1
266	с другой	3	1
267	подлежит никакому	1	1
268	и тогда	1	1
269	в этот	1	1
270	подчеркнуть что	4	1
271	с ним	6	1
272	это уже	3	1
273	он не	4	1
274	кроме того	6	1
275	и из	2	1
276	и т.п	21	1
277	всюду где	1	1
278	никакому сомнению	2	1
279	не соответствует	1	1
280	новой для	1	1
281	громадную роль	3	1
282	мы снова	1	1
283	не будет	1	1
284	она дает	1	1
285	те же	3	1
286	между двумя	1	1
287	вследствие этого	1	1
288	аналогии с	1	1
289	а затем	1	1
290	в область	3	1
291	мы в	2	1
292	как у	3	1
293	увидим что	1	1
294	и вся	3	1
295	поэтому в	1	1
296	только на	2	1
297	но они	3	1
298	и их	5	1
299	и всегда	2	1
300	элементов а	1	1
301	всего мы	1	1
302	это своеобразное	1	1
303	нужно сказать	4	1
304	все что	5	1
305	не приходится	1	1
306	и та	1	1
307	правда и	2	1
308	какую бы	1	1
309	для своего	1	1
310	и при	1	1
311	это звучит	1	1
312	на самом	2	1
313	здесь в	9	1
314	на которой	3	1
315	для них	1	1
316	можно было	4	1
317	xix века	2	1
318	и наиболее	1	1
319	ни в	7	1
320	появление в	1	1
321	от другого	1	1
322	но только	2	1
323	новое время	1	1
324	и от	10	1
325	в начале	4	1
326	нами в	1	1
327	по отношению	3	1
328	еще в	4	1
329	и наш	2	1
330	развития все	1	1
331	именно эти	1	1
332	утверждает что	1	1
333	стороны и	1	1
334	роль играет	3	1
335	конечно не	2	1
336	весь мир	1	1
337	и те	5	1
338	только в	7	1
339	вообще на	1	1
340	в совершенно	2	1
341	которая не	1	1
342	раз он	1	1
343	этот вопрос	1	1
344	функции в	1	1
345	различия между	1	1
346	же время	12	1
347	и может	2	1
348	свобода выбора	1	1
349	в ином	1	1
350	так же	11	1
351	выбора между	1	1
352	его в	3	1
353	отчасти в	1	1
354	отметить что	2	1
355	полного и	1	1
356	облекает в	1	1
357	или как	1	1
358	них своя	1	1
359	себе в	3	1
360	в большинстве	9	1
361	без труда	2	1
362	должен был	1	1
363	чем в	1	1
364	элементы и	1	1
365	в своих	1	1
366	не было	4	1
367	в предыдущей	2	1
368	с его	5	1
369	процессе развития	1	1
370	один из	5	1
371	в духе	4	1
372	чем при	1	1
373	на это	1	1
374	и несколько	2	1
375	не знает	4	1
376	или в	5	1
377	этой системы	3	1
378	на которые	1	1
379	очень важную	1	1
380	этого не	1	1
381	головы то	1	1
382	ни одного	1	1
383	ничего общего	1	1
384	элемента в	1	1
385	наших дней	2	1
386	и еще	2	1
387	их и	2	1
388	что его	2	1
389	как его	2	1
390	другой день	1	1
391	понятия и	1	1
392	в эту	2	1
393	на такой	1	1
394	и философы	1	1
395	так называемый	3	1
396	остается подвести	1	1
397	мы говорим	2	1
398	но эта	2	1
399	дело в	2	1
400	одного из	3	1
401	природы и	3	1
402	по существу	8	1
403	сказать что	4	1
404	и эта	4	1
405	форму и	2	1
406	в ту	3	1
407	сомнению что	1	1
408	жизни как	1	1
409	ведущие к	1	1
410	и благодаря	3	1
411	именно в	4	1
412	такое же	2	1
413	и до	14	1
414	времени не	1	1
415	представление о	3	1
416	принадлежит и	1	1
417	виде и	1	1
418	мы разберем	1	1
419	благодаря этому	3	1
420	обратимся к	1	1
421	отношению к	3	1
422	в основу	2	1
423	одной из	5	1
424	понимают все	1	1
425	в своем	13	1
426	в корне	1	1
427	по аналогии	1	1
428	уже знаем	1	1
429	этом смысле	1	1
430	вокруг центрального	1	1
431	на поверхности	1	1
432	в связи	3	1
433	между ними	2	1
434	необходимо для	1	1
435	мы будем	1	1
436	эти три	1	1
437	во всей	2	1
438	может стать	2	1
439	же в	2	1
440	том что	8	1
441	характерное для	1	1
442	до наших	2	1
443	рядом с	9	1
444	своему существу	1	1
445	в мире	3	1
446	и прежде	2	1
447	всеми его	3	1
448	на эту	1	1
449	подготовлено и	1	1
450	но не	1	1
451	так в	1	1
452	нельзя сказать	1	1
453	но если	1	1
454	здесь и	5	1
455	стадию развития	1	1
456	они не	2	1
457	к концу	1	1
458	правда не	2	1
459	по себе	2	1
460	явлений и	2	1
461	он сам	4	1
462	направление в	2	1
463	через все	4	1
464	не имеет	4	1
465	в природе	1	1
466	к этому	5	1
467	бы ее	1	1
468	в такой	1	1
469	там где	1	1
470	вся эта	2	1
471	в то	14	1
472	по своим	2	1
473	от старого	2	1
474	по его	1	1
475	ли он	1	1
476	свой первый	1	1
477	только и	2	1
478	по самому	1	1
479	нет никаких	1	1
480	но это	3	1
481	когда в	1	1
482	оно имеет	1	1
483	но уже	3	1
484	и для	8	1
485	есть то	2	1
486	природой и	1	1
487	с ее	3	1
488	как главное	1	1
489	для их	1	1
490	таким же	4	1
491	не что	1	1
492	и это	6	1
493	точка зрения	2	1
494	того же	7	1
495	такое объяснение	2	1
496	все время	4	1
497	и если	1	1
498	и развития	1	1
499	должен быть	4	1
500	на части	5	1
501	и его	18	1
502	его здесь	1	1
503	и особенно	3	1
504	в первых	2	1
505	уже совершенно	2	1
506	и становится	1	1
507	вовсе не	11	1
508	целого и	2	1
509	о том	13	1
510	сих пор	3	1
511	в заключение	2	1
512	есть не	2	1
513	и вообще	3	1
514	мысли в	1	1
515	образом на	1	1
516	иное как	1	1
517	в новое	1	1
518	наконец все	1	1
519	и нет	2	1
520	к другому	1	1
521	своего развития	1	1
522	но конечно	2	1
523	человека и	3	1
524	к нему	7	1
525	никогда не	6	1
526	той или	1	1
527	на них	3	1
528	свое время	2	1
