N	3gram	Tiupa_Anal	Literetu
506	актов автора или	1	1
507	знает категории другого	1	1
508	вынуждены констатировать ее	1	1
509	до сего времени	1	1
510	поставить на место	1	1
511	и.п смирнов убедительно	1	1
512	всякий раз качественно	1	1
513	широте на отдельные	1	1
514	незаместимое место в	1	1
515	полноценное художественное восприятие	1	1
516	лишь от воспринимающего	1	1
517	трагическое есть рассказ	1	1
518	с жизнью и	1	1
519	же время он	1	1
520	может быть ни	1	1
521	в данный момент	2	1
522	фазу испытания смертью	2	1
523	таком взгляде на	1	1
524	и просто продиктованные	1	1
525	чем говорят героя	1	1
526	и управляет им	1	1
527	физическому воплощению духовно	1	1
528	согласно р ингардену	1	1
529	созреет воспринимающее сознание	1	1
530	на смежные темы	1	1
531	автора или перцептивных	1	1
532	эстетического объекта не	1	1
533	оказывается не столько	1	1
534	сознательно или бессознательно	1	1
535	научить всех грамотных	1	1
536	здесь как и	1	1
537	при этом должен	2	1
538	все моменты произведения	1	1
539	духовного не собственного	1	1
540	эстетического объекта и	1	1
541	том или ином	4	1
542	по своей сущности	1	1
543	текста и не	1	1
544	своей нобелевской лекции	1	1
545	лермонтовское нет я	1	1
546	вполне закономерно что	1	1
547	ком или о	1	1
548	как и сам	1	1
549	какой бы то	2	1
550	продиктованные строчки ложатся	1	1
551	как это было	1	1
552	как один из	1	1
553	только в качестве	1	1
554	состоит не в	1	1
555	об одном из	1	1
556	воплощению духовно уже	1	1
557	ролевой взгляд на	1	1
558	из классических текстов	1	1
559	не в состоянии	1	1
560	ивана петровича белкина	1	1
561	что выше его	1	1
562	учитывает третьего слушателя	1	1
563	ударение на первом	1	1
564	эстетическим субъектом только	1	1
565	и к тому	2	1
566	действительно произнесенное или	1	1
567	ни единого словечка	1	1
568	тейяра де шардена	1	1
569	несмотря на его	1	1
570	имеет место лишь	1	1
571	художественный концепт я-в-мире	1	1
572	изменяющуюся ментальность мы	1	1
573	не что иное	5	1
574	числе и трагическое	1	1
575	формализм структурализм постструктурализм	1	1
576	между прочим и	1	1
577	как будто до	1	1
578	отдельные слова не	1	1
579	время учитывает третьего	1	1
580	так как будто	1	1
581	и даже в	1	1
582	о ком или	1	1
583	ср лермонтовское нет	1	1
584	тейяр де шарден	2	1
585	всех грамотных читать	1	1
586	не привносит от	1	1
587	отсылает нас к	1	1
588	как это ни	1	1
589	наличествует и ждет	1	1
590	присутствия я в	1	1
591	герой нашего времени	1	1
592	есть выражение и	1	1
593	в чем и	1	1
594	мы узнаем о	1	1
595	в эту минуту	1	1
596	субъекта и объекта	1	1
597	так как того	1	1
598	он написан а	1	1
599	который в принципе	1	1
600	единосущную пусть и	1	1
601	произведение искусства всегда	1	1
602	одного из классических	1	1
603	одним и тем	1	1
604	как представляется автору	1	1
605	только момента когда	1	1
606	как он написан	2	1
607	жизни прежде всего	2	1
608	свое незаместимое место	1	1
609	но в то	2	1
610	одной стороны или	1	1
611	может быть выявлено	1	1
612	может быть отождествлен	2	1
613	ни одно слово	1	1
614	нам представляется что	1	1
615	содержит в себе	3	1
616	не оставляющий места	1	1
617	словечка он не	1	1
618	к предмету требуется	1	1
619	текста но и	1	1
620	мысль о том	1	1
621	чем научить всех	1	1
622	читать пушкина как	2	1
623	провести в ссср	1	1
624	коммуникативного события как	1	1
625	ссср электрификацию чем	1	1
626	поэтапно изменяющуюся ментальность	1	1
627	во всех этих	1	1
628	может быть подвергнут	1	1
629	ни с какой	1	1
630	структурализм постструктурализм как	1	1
631	тогда когда оно	1	1
632	между автором и	1	1
633	легче провести в	1	1
634	содержат в себе	1	1
635	творческих актов автора	1	1
636	в себе не	1	1
637	том что он	2	1
638	чем и состоит	1	1
639	и при этом	1	1
640	в первую очередь	1	1
641	своих и чужих	1	1
642	события социокультурного взаимодействия	1	1
643	не могут быть	2	1
644	как писал в	1	1
645	ложатся в белоснежную	1	1
646	слушателя который и	1	1
647	выше его что	1	1
648	своей широте на	1	1
649	и в сущности	1	1
650	он нуждается в	1	1
651	искусство в том	1	1
652	из того же	1	1
653	представляют собой лишь	1	1
654	может быть представлена	1	1
655	электрификацию чем научить	1	1
656	рамках определенной культурной	1	1
657	что иное как	6	1
658	в этом аспекте	1	1
659	внешнее и внутреннее	1	1
660	не требуется чтобы	1	1
661	и оказывает существеннейшее	1	1
662	см ниже в	1	1
663	автора и читателя	3	1
664	постструктурализм как единосущную	1	1
665	я и тем	1	1
666	ждет только момента	1	1
667	написан а не	1	1
668	о счастье существования	1	1
669	и не может	4	1
670	их душевные потребности	1	1
671	присутствия внутреннего я	1	1
672	приводит к тому	1	1
673	я героя как	2	1
674	свой другой для	1	1
675	нет и не	2	1
676	как того требуют	1	1
677	как уже говорилось	3	1
678	имеем дело с	4	1
679	но и для	1	1
680	только в ситуации	1	1
681	в чем дело	1	1
682	остается в центре	1	1
683	которой состоит в	1	1
684	в основе своей	2	1
685	как бы личность	1	1
686	взяв формализм структурализм	1	1
687	как бы уже	1	1
688	в сущности говоря	1	1
689	из этих уровней	1	1
