N	2gram	Bakhtin_Fr	Psycholo
424	шекспира и	2	7
425	принадлежат к	1	7
426	и при	2	7
427	и дает	1	7
428	со всеми	6	7
429	есть нечто	2	7
430	они не	5	7
431	который он	1	7
432	в течение	3	7
433	только один	1	7
434	к ним	2	7
435	не существует	1	7
436	действующие лица	1	7
437	все что	3	7
438	для всех	4	7
439	нас в	4	7
440	одно из	2	7
441	как они	4	7
442	когда в	2	7
443	в руках	1	7
444	приходит к	1	7
445	в нашем	3	7
446	время в	1	7
447	в качестве	5	7
448	к жизни	1	7
449	видит в	1	7
450	на другой	1	7
451	а как	3	7
452	которого мы	1	7
453	себя и	2	7
454	признать что	2	7
455	это то	1	7
456	ее с	1	7
457	времени и	4	7
458	что здесь	3	7
459	ее не	1	7
460	что автор	1	7
461	различие между	1	7
462	здесь в	9	7
463	дело в	5	7
464	даже в	5	6
465	более или	2	6
466	каким образом	1	6
467	из самых	3	6
468	он был	8	6
469	что вся	1	6
470	людей и	1	6
471	к этим	1	6
472	рядом с	6	6
473	в сторону	2	6
474	за основу	1	6
475	из него	1	6
476	почти всегда	3	6
477	она была	1	6
478	обратимся к	2	6
479	образом в	4	6
480	события в	1	6
481	всех этих	9	6
482	одного и	1	6
483	в отношении	2	6
484	самому существу	2	6
485	никто не	1	6
486	приводит к	1	6
487	да и	2	6
488	для нее	1	6
489	и вся	2	6
490	только с	1	6
491	ее на	1	6
492	нуждается в	3	6
493	то мы	1	6
494	от всех	6	6
495	у всех	2	6
496	на нее	1	6
497	один и	1	6
498	и без	3	6
499	не все	2	6
500	как ни	1	6
501	и ни	3	6
502	мы узнаем	1	6
503	к ней	2	6
504	которые в	1	6
505	слова и	2	6
506	больше того	1	6
507	еще более	1	6
508	нами в	2	6
509	из нее	1	6
510	почти все	6	6
511	имеет в	1	6
512	говорить о	5	6
513	не что	1	6
514	нам что	1	6
515	или менее	2	6
516	для понимания	1	6
517	что иное	1	6
518	она как	1	6
519	тем не	1	6
520	что под	1	6
521	что за	1	6
522	в себя	6	6
523	мысль и	2	6
524	очень часто	4	6
525	не дает	2	6
526	или же	1	6
527	за пределы	4	6
528	уже не	1	6
529	о его	1	6
530	независимо от	3	6
531	а потому	2	6
532	его с	1	6
533	тот кто	1	6
534	без всякого	1	6
535	заметить что	2	6
536	что я	1	6
537	в плане	5	6
538	жизни но	1	6
539	ничем не	1	6
540	совершенно иначе	1	6
541	так в	3	6
542	нисколько не	4	6
543	два противоположных	1	6
544	отношение к	1	6
545	только после	1	6
546	иное как	1	6
547	в душе	1	5
548	тем как	2	5
549	сам автор	1	5
550	а затем	7	5
551	между ними	4	5
552	имеет никакого	1	5
553	и сам	2	5
554	на эту	3	5
555	им в	3	5
556	в смысле	1	5
557	можно ли	1	5
558	и еще	1	5
559	к которому	1	5
560	во всей	1	5
561	что самая	2	5
562	внутреннее противоречие	2	5
563	чем в	1	5
564	ее от	1	5
565	сходство с	1	5
566	в эту	2	5
567	в лучшем	1	5
568	и чтобы	1	5
569	и является	1	5
570	тем и	1	5
571	над ним	1	5
572	энергии и	1	5
573	точку зрения	3	5
574	подход к	1	5
575	все остальное	1	5
576	оно может	1	5
577	его к	1	5
578	и чем	1	5
579	в одну	1	5
580	и самый	3	5
581	если в	3	5
582	он только	1	5
583	в другой	1	5
584	вместо того	1	5
585	отношения к	1	5
586	одновременно и	4	5
587	нет ни	2	5
588	в словах	1	5
589	на вопрос	1	5
590	это все	1	5
591	он является	1	5
592	значение и	3	5
593	и больше	2	5
594	не понимает	1	5
595	и часто	1	5
596	ни одной	1	5
597	нет и	4	5
598	у них	2	5
599	что ему	1	5
600	когда они	2	5
601	нас не	1	5
602	он как	1	5
603	одна и	1	5
604	и всегда	1	5
605	нас к	1	5
606	что всякий	1	5
607	но она	5	5
608	учения о	2	5
609	человека и	1	5
610	в сборнике	1	5
611	по тому	2	5
612	роль и	2	5
613	не вызывает	1	5
614	что дело	3	5
615	связь с	3	5
616	находит себе	1	5
617	только для	4	5
618	но они	6	5
619	не мог	8	5
620	то в	3	5
621	видели что	2	5
622	и было	1	5
623	но еще	1	5
624	же самую	1	5
625	хотя и	6	5
626	здесь с	2	5
627	и за	2	5
628	не знает	1	5
629	которое в	1	5
630	и она	3	5
631	в других	2	5
632	есть все	1	5
633	все события	1	5
634	в один	2	5
635	себя в	1	5
636	прямо говорит	1	5
637	факта что	1	5
638	однако он	1	5
639	же самые	1	5
640	в романе	15	5
641	она и	2	5
642	еще и	6	5
643	не имеют	1	5
644	и тогда	1	5
645	он хочет	3	5
646	слов и	1	5
647	он дает	2	5
648	принадлежит к	1	5
649	том же	3	5
650	только о	2	5
651	все они	7	5
652	этой области	1	5
653	мы находим	5	5
654	гибели и	1	5
655	это очень	2	5
656	в очень	1	5
657	человеком и	2	5
658	человека в	1	5
659	его не	5	5
660	этим он	1	5
661	дело не	1	5
662	конечно в	4	5
663	надо было	1	5
664	лучшем случае	1	5
665	а я	1	5
666	уже говорили	7	4
667	чем сильнее	1	4
668	характер и	2	4
669	и говорить	1	4
670	из ее	1	4
671	смысл в	1	4
672	в живописи	1	4
673	форму и	1	4
674	прямо сказать	1	4
675	и другим	2	4
676	на самой	1	4
677	и смерти	2	4
678	слишком много	1	4
679	нам в	2	4
680	человека не	1	4
681	заключено в	1	4
682	из себя	1	4
683	это же	1	4
684	должна была	1	4
685	искусстве и	2	4
686	и формы	1	4
687	они дают	1	4
688	находится в	2	4
689	не остается	4	4
690	в связи	5	4
691	точкой для	1	4
692	все остальные	3	4
693	чем больше	1	4
694	один раз	2	4
695	верно и	1	4
696	должны были	1	4
697	на место	1	4
698	можно с	1	4
699	любви и	1	4
700	в корне	2	4
701	удовольствие от	2	4
702	он хотел	1	4
703	можно назвать	1	4
704	что такие	2	4
705	с которой	2	4
706	она дает	2	4
707	то все	1	4
708	говорят что	1	4
709	которую он	3	4
710	всех трех	2	4
711	значение имеет	1	4
712	одной из	6	4
713	тот самый	1	4
714	в глазах	1	4
715	это вовсе	1	4
716	здесь не	7	4
717	если только	1	4
718	значение в	1	4
719	основе своей	1	4
720	где он	2	4
721	нашу мысль	1	4
722	в первой	5	4
723	основана на	1	4
724	король и	1	4
725	но эта	3	4
726	вот это	3	4
727	в стороне	1	4
728	бы нам	1	4
729	перейти к	1	4
730	короля и	1	4
731	чтобы сделать	1	4
732	также и	11	4
733	не по	1	4
734	самое что	1	4
735	кто не	3	4
736	при всем	1	4
737	идет не	2	4
738	если она	1	4
739	вплоть до	2	4
740	и содержания	1	4
741	в день	1	4
742	в первом	3	4
743	по отношению	1	4
744	только ее	1	4
745	в это	1	4
746	и того	1	4
747	остановимся на	2	4
748	процесс в	1	4
749	в вино	1	4
750	вот почему	1	4
751	с помощью	6	4
752	я думаю	1	4
753	ней и	2	4
754	с этими	1	4
755	ее и	1	4
756	после того	1	4
757	начала и	1	4
758	нигде не	1	4
759	и восприятие	1	4
760	в несколько	2	4
761	и действие	1	4
762	в мире	1	4
763	в свете	3	4
764	но к	1	4
765	материалом для	1	4
766	в уста	2	4
767	для его	1	4
768	в пьесе	2	4
769	взглянуть на	2	4
770	литературы и	3	4
771	в состав	1	4
772	такие же	1	4
773	почти не	2	4
774	в языке	1	4
775	не на	1	4
776	если не	1	4
777	мы говорим	1	4
778	с ними	1	4
779	ли он	2	4
780	если взять	1	4
781	ничего общего	1	4
782	утверждают что	3	4
783	котором говорит	1	4
784	играет в	1	4
785	этой жизни	3	4
786	в истории	2	4
787	же время	14	4
788	нуждаются в	1	4
789	и под	1	4
790	мог бы	1	4
791	он заставляет	1	4
792	в поэме	1	4
793	стороны он	1	4
794	подойти к	1	4
795	дает нам	2	4
796	форм и	5	4
797	бы на	1	4
798	как у	2	4
799	и точно	1	4
800	и где	1	4
801	в ту	3	4
802	этой цели	1	4
803	к концу	2	4
804	к своему	2	4
805	совершенно аналогично	1	4
806	что от	1	4
807	страх и	1	4
808	так называемой	1	4
809	реального времени	1	4
810	плана в	1	4
811	что образ	4	4
812	в пределах	2	4
813	в понимании	1	4
814	благодаря этому	3	4
815	в центре	1	3
816	зрения на	5	3
817	здесь же	4	3
818	в игре	3	3
819	же и	2	3
820	со всем	2	3
821	себе целью	1	3
822	а у	1	3
823	кроме того	11	3
824	в большей	2	3
825	не столько	5	3
826	ссылкой на	1	3
827	жизнь в	1	3
828	или на	2	3
829	на первый	4	3
830	связано с	3	3
831	можем сказать	1	3
832	было в	2	3
833	в этот	3	3
834	он считает	1	3
835	и сюжет	1	3
836	уже и	3	3
837	тенденцию к	1	3
838	чувств в	1	3
839	замечает что	1	3
840	образом как	1	3
841	в разных	2	3
842	прямо указывает	1	3
843	на котором	2	3
844	не поймем	1	3
845	ближе к	1	3
846	уже здесь	1	3
847	самой природе	1	3
848	мышления и	1	3
849	где начинается	1	3
850	здесь как	4	3
851	и верно	1	3
852	сильнее и	2	3
853	которого он	1	3
854	с другими	3	3
855	есть еще	1	3
856	и всюду	1	3
857	из важнейших	2	3
858	была в	1	3
859	и всю	1	3
860	на земле	2	3
861	но когда	1	3
862	они как	1	3
863	исторического материализма	1	3
864	этих трех	1	3
865	здесь на	1	3
866	с нашими	1	3
867	это действительно	1	3
868	его как	4	3
869	своего героя	2	3
870	прямо противоположное	1	3
871	он действительно	1	3
872	порядка и	1	3
873	и самое	1	3
874	человеческого тела	1	3
875	оно было	2	3
876	уже знаем	1	3
877	доведено до	1	3
878	в более	1	3
879	и первый	1	3
880	в форме	2	3
881	и самая	1	3
882	что нет	1	3
883	то на	1	3
884	обращается к	1	3
885	ягненка и	1	3
886	с такими	1	3
887	это время	2	3
888	применяется к	2	3
889	на их	1	3
890	к той	1	3
891	нет ничего	1	3
892	то он	2	3
893	в прозе	1	3
894	то совершенно	1	3
895	для меня	1	3
896	переходит к	1	3
897	удовольствия и	2	3
898	сложнее и	2	3
899	этой истории	1	3
900	котором мы	1	3
901	общего с	1	3
902	видят в	1	3
903	мы дадим	1	3
904	еще в	3	3
905	не из	1	3
906	мы еще	2	3
907	то они	1	3
908	он и	6	3
909	и тут	1	3
910	этих слов	2	3
911	к самой	1	3
912	всех прочих	1	3
913	этого произведения	1	3
914	стремление к	1	3
915	но уже	1	3
916	тем более	3	3
917	связаны с	8	3
918	на них	2	3
919	это конечно	4	3
920	в полной	1	3
921	связь и	1	3
922	нам о	2	3
923	могло быть	1	3
924	может показаться	1	3
925	понять что	1	3
926	эту сцену	1	3
927	в каком-то	1	3
928	он с	1	3
929	за счет	2	3
930	этих событий	1	3
931	мы обратимся	1	3
932	случае не	1	3
933	что человек	2	3
934	не бывает	1	3
935	ко всем	1	3
936	он полагает	1	3
937	дело здесь	3	3
938	его на	1	3
939	там же	3	3
940	которое не	1	3
941	нем нет	1	3
942	время с	1	3
943	эпизод с	2	3
944	таким расчетом	1	3
945	жизни а	1	3
946	и такие	1	3
947	которой он	1	3
948	часто в	4	3
949	между двумя	1	3
950	связь между	1	3
951	превращается в	5	3
952	стал бы	1	3
953	всего этого	3	3
954	из виду	1	3
955	на самое	1	3
956	сцены в	2	3
957	вообще и	1	3
958	и будем	1	3
959	как я	1	3
960	имеет совершенно	1	3
961	он начинает	2	3
962	нас на	1	3
963	в заключение	3	3
964	создается впечатление	1	3
965	построения и	1	3
966	вот эта	1	3
967	с это	2	3
968	и столь	1	3
969	здесь нет	4	3
970	на язык	1	3
971	не принадлежит	1	3
972	собой в	1	3
973	происходит как	2	3
974	души и	1	3
975	чем у	1	3
976	не замечает	1	3
977	все прочие	1	3
978	не была	1	3
979	не о	1	3
980	и можно	1	3
981	одним из	7	3
982	начинается там	1	3
983	и характер	1	3
984	которая является	1	3
985	на нем	2	3
986	ни одно	1	3
987	в учении	1	3
988	на стороне	1	3
989	как известно	2	3
990	образы и	4	3
991	найти в	1	3
992	и др	11	3
993	эпохи в	1	3
994	речи и	1	3
995	чаще всего	1	3
996	которого она	1	3
997	положения и	1	3
998	как таковой	1	3
999	и музыка	1	3
1000	романа в	2	3
1001	о которой	1	3
1002	только они	1	3
1003	ни о	2	3
1004	состоит из	2	3
1005	дело идет	3	3
1006	именно поэтому	1	3
1007	друг от	1	3
1008	которая не	2	3
1009	мы его	1	3
1010	связана с	5	3
1011	самый этот	1	3
1012	не могло	3	3
1013	образами и	2	3
1014	их с	4	3
1015	они были	2	3
1016	фон для	1	3
1017	отношению к	1	3
1018	что каждый	1	3
1019	действительно не	1	3
1020	же не	2	3
1021	чем он	1	3
1022	как нечто	1	3
1023	слово в	1	3
1024	но с	1	3
1025	от друга	1	3
1026	а также	4	3
1027	животных и	3	3
1028	очень много	1	3
1029	и оно	1	3
1030	без всякой	1	3
1031	хотя он	2	3
1032	первый план	3	3
1033	в наши	1	3
1034	быть и	1	3
1035	у нее	3	3
1036	он знает	2	3
1037	в узком	1	3
1038	и прежде	4	3
1039	мы слышим	2	3
1040	в новой	1	3
1041	они имеют	1	2
1042	изучения не	1	2
1043	образов в	12	2
1044	никогда и	1	2
1045	и загадки	1	2
1046	труда и	3	2
1047	не хочет	3	2
1048	игре и	1	2
1049	и такое	1	2
1050	всей ее	1	2
1051	этим объясняется	1	2
1052	и самые	1	2
1053	о мире	2	2
1054	есть именно	1	2
1055	именно они	1	2
1056	исходить из	1	2
1057	и целый	2	2
1058	мы сразу	1	2
1059	разрешено в	1	2
1060	живописи и	2	2
1061	говорится о	1	2
1062	затем чтобы	1	2
1063	ему удалось	1	2
1064	правильно отмечает	1	2
1065	видели в	1	2
1066	в стихотворную	1	2
1067	дело только	1	2
1068	два момента	1	2
1069	почти исключительно	1	2
1070	и должна	1	2
1071	и своим	1	2
1072	времени в	2	2
1073	существенное значение	1	2
1074	и была	1	2
1075	отметить что	3	2
1076	хотел сказать	1	2
1077	сложны и	1	2
1078	в голове	1	2
1079	него не	2	2
1080	просто в	1	2
1081	именно с	1	2
1082	от них	1	2
1083	и описанием	1	2
1084	к восприятию	1	2
1085	лишь тогда	1	2
1086	сводить к	1	2
1087	все его	1	2
1088	том насколько	1	2
1089	о двух	1	2
1090	что уже	1	2
1091	этой же	2	2
1092	процесса как	1	2
1093	есть просто	1	2
1094	этих чувств	1	2
1095	это слово	1	2
1096	было на	1	2
1097	у этого	2	2
1098	вокруг себя	1	2
1099	тем больше	1	2
1100	словом в	1	2
1101	и некоторые	1	2
1102	и законы	1	2
1103	авторов в	1	2
1104	же оно	1	2
1105	без него	1	2
1106	автор рассказывает	1	2
1107	моментов и	1	2
1108	был не	1	2
1109	вводит в	2	2
1110	той или	1	2
1111	о себе	1	2
1112	дана в	1	2
1113	самому себе	1	2
1114	она начала	1	2
1115	его так	2	2
1116	никакого отношения	1	2
1117	похожа на	1	2
1118	и глубоко	1	2
1119	на такой	1	2
1120	и искусства	1	2
1121	приводят к	1	2
1122	роль играет	4	2
1123	до наших	1	2
1124	что кроме	1	2
1125	есть ли	1	2
1126	чтобы не	2	2
1127	в какой-то	2	2
1128	и сами	1	2
1129	для самого	1	2
1130	материал в	1	2
1131	связи и	1	2
1132	он представляет	1	2
1133	раз он	1	2
1134	в городе	3	2
1135	и должны	1	2
1136	в самый	1	2
1137	себе представить	1	2
1138	образа и	2	2
1139	с миром	10	2
1140	не находим	1	2
1141	он на	1	2
1142	интерес к	1	2
1143	для них	2	2
1144	норм и	3	2
1145	с этого	1	2
1146	и одновременно	5	2
1147	как образец	1	2
1148	принято называть	1	2
1149	характер этого	1	2
1150	будем еще	1	2
1151	это чувство	1	2
1152	произведение в	2	2
1153	жизни в	3	2
1154	и события	1	2
1155	игры и	2	2
1156	это был	2	2
1157	как один	1	2
1158	смешиваться с	1	2
1159	словами он	2	2
1160	глубже в	1	2
1161	себе автор	1	2
1162	более чем	1	2
1163	с нами	1	2
1164	в значительной	2	2
1165	наконец в	1	2
1166	вопросе о	1	2
1167	здесь вовсе	1	2
1168	и никак	1	2
1169	в образах	9	2
1170	но сам	1	2
1171	с того	1	2
1172	чем не	3	2
1173	еще один	2	2
1174	было и	1	2
1175	отца и	1	2
1176	три части	1	2
1177	автором как	1	2
1178	и т.д	2	2
1179	этого нет	1	2
1180	которым мы	1	2
1181	к первой	1	2
1182	деле в	1	2
1183	которые применяются	1	2
1184	дело именно	1	2
1185	того факта	1	2
1186	это произведение	1	2
1187	признание что	1	2
1188	во времени	2	2
1189	часто и	1	2
1190	которому он	1	2
1191	и каким	1	2
1192	в свое	1	2
1193	характера но	1	2
1194	возвращает нас	1	2
1195	не поддается	1	2
1196	жизнь это	1	2
1197	он делает	1	2
1198	или с	1	2
1199	убийства и	2	2
1200	этом он	2	2
1201	в литературе	4	2
1202	которого я	1	2
1203	же явления	1	2
1204	части романа	1	2
1205	играет на	2	2
1206	вовсе нет	2	2
1207	различия между	1	2
1208	ведь это	3	2
1209	этой пьесе	1	2
1210	в такую	1	2
1211	и всякое	1	2
1212	и вы	1	2
1213	исторической действительности	1	2
1214	всегда есть	1	2
1215	всего романа	2	2
1216	в сферу	2	2
1217	и вовсе	3	2
1218	и со	1	2
1219	чем мы	2	2
1220	в условиях	3	2
1221	но его	3	2
1222	тяжелое и	1	2
1223	строй и	1	2
1224	это как	1	2
1225	с новыми	1	2
1226	у того	1	2
1227	расчетом чтобы	1	2
1228	в начале	2	2
1229	и времени	2	2
1230	и жизни	2	2
1231	для других	1	2
1232	но вместе	1	2
1233	хотя она	1	2
1234	в дело	1	2
1235	люди не	1	2
1236	время и	2	2
1237	между чувством	1	2
1238	стиле и	1	2
1239	ясна и	1	2
1240	вообще не	3	2
1241	конечно совершенно	1	2
1242	или иной	1	2
1243	никому не	1	2
1244	которыми она	2	2
1245	здесь все	4	2
1246	человек не	1	2
1247	ведь и	3	2
1248	мы сказали	2	2
1249	не надо	1	2
1250	реальностью и	1	2
1251	какую роль	1	2
1252	находим в	3	2
1253	новое и	1	2
1254	которая была	1	2
1255	на эти	1	2
1256	между собою	6	2
1257	которая в	2	2
1258	все люди	1	2
1259	любовь к	1	2
1260	же совершенно	1	2
1261	пьесы в	1	2
1262	их не	1	2
1263	в борьбе	1	2
1264	они и	3	2
1265	мясом в	1	2
1266	выйти из	3	2
1267	оттого что	2	2
1268	к своим	1	2
1269	позволяет себе	1	2
1270	а иногда	1	2
1271	и свою	1	2
1272	тенденция к	4	2
1273	во внешнем	1	2
1274	на этой	3	2
1275	в вопросе	1	2
1276	нельзя было	2	2
1277	и мысли	2	2
1278	даже и	1	2
1279	представления о	1	2
1280	но то	1	2
1281	тело и	2	2
1282	мудрости и	1	2
1283	значительной мере	1	2
1284	и показывает	1	2
1285	победы над	1	2
1286	и выражение	1	2
1287	несколько дней	1	2
1288	не вполне	1	2
1289	как оно	1	2
1290	игру и	1	2
1291	мы приводили	1	2
1292	тех которые	1	2
1293	силой но	1	2
1294	это целое	1	2
1295	вино и	3	2
1296	это отношение	1	2
1297	говорит сам	1	2
1298	человеку и	1	2
1299	тут же	2	2
1300	а следовательно	1	2
1301	эта тенденция	1	2
1302	думает что	1	2
1303	будущего и	1	2
1304	и становится	1	2
1305	смысле как	1	2
1306	другом случае	1	2
1307	и возможности	3	2
1308	здесь он	2	2
1309	которую они	1	2
1310	на свете	1	2
1311	на протяжении	2	2
1312	и всей	1	2
1313	к природе	2	2
1314	первом случае	3	2
1315	они все	1	2
1316	чем на	2	2
