N	3gram	Nazirov_Tv	Myslijsy
173	а о том	1	1
174	имеет место в	1	1
175	и всякого рода	1	1
176	оно могло бы	1	1
177	одну и ту	1	1
178	мы видим как	1	1
179	но все это	1	1
180	прежде всего его	1	1
181	к вопросу о	1	1
182	все же не	1	1
183	к которому стремится	1	1
184	то все это	1	1
185	его место в	1	1
186	таким образом и	1	1
187	что у него	2	1
188	по самой своей	1	1
189	о том чтобы	1	1
190	не противоречит тому	1	1
191	хотя и не	1	1
192	т д и	1	1
193	и тем не	1	1
194	за то что	1	1
195	и если так	1	1
196	в один момент	1	1
197	не в его	1	1
198	мере приближения к	1	1
199	вследствие этого в	1	1
200	не имеют для	1	1
201	прежде всего на	1	1
202	а вместе с	1	1
203	но когда я	1	1
204	и ту же	1	1
205	в современном человеке	1	1
206	с той же	1	1
207	мы должны с	1	1
208	в чем же	1	1
209	и содержание в	1	1
210	должна указывать на	1	1
211	на наших глазах	1	1
212	в каждом человеке	2	1
213	и в процессе	1	1
214	не столько выражение	1	1
215	как один из	1	1
216	но и потому	1	1
217	именно потому что	1	1
218	в синтаксисе и	1	1
219	что ничего не	1	1
220	время в его	1	1
221	можно говорить лишь	1	1
222	есть лишь один	1	1
223	мысли и не	1	1
224	в настоящее время	1	1
225	от мысли и	1	1
226	не так как	2	1
227	вряд ли можно	1	1
228	человек так же	1	1
229	не в силах	1	1
230	тесно связанные с	1	1
231	когда человек не	1	1
232	в его понимании	1	1
233	если же в	1	1
234	что для определения	1	1
235	в стороне все	1	1
236	известно что в	1	1
237	имеют для них	1	1
238	то есть его	1	1
239	не говорит но	1	1
240	потому что никто	1	1
241	вопрос этот и	1	1
242	же как и	1	1
243	к сознанию необходимости	1	1
244	и в ее	1	1
245	и все же	3	1
246	но только не	1	1
247	что может быть	1	1
248	из себя все	1	1
249	имеет в виду	1	1
250	я никогда не	1	1
251	в ребенке в	1	1
252	дело не в	1	1
253	нет ли в	1	1
254	так мы не	1	1
255	в виду что	1	1
256	мы находим у	1	1
257	нет и не	1	1
