N	2gram	Bakhtin_Fr	UchenyiS
121	все в	1	1
122	что в	14	1
123	очень легко	1	1
124	с которыми	1	1
125	и понятий	1	1
126	художественного восприятия	1	1
127	не было	4	1
128	и даже	4	1
129	связанных с	5	1
130	первый план	2	1
131	более или	3	1
132	говорит он	1	1
133	мы полагаем	1	1
134	и потому	6	1
135	столько же	1	1
136	нам известно	1	1
137	но он	8	1
138	образом на	1	1
139	в свое	2	1
140	в которой	3	1
141	имеем в	2	1
142	и возможностей	1	1
143	этого не	1	1
144	или меньшей	2	1
145	восприятия и	1	1
146	мы можем	1	1
147	что же	1	1
148	в данном	3	1
149	у кого	3	1
150	все его	3	1
151	что под	1	1
152	он уже	2	1
153	а для	2	1
154	еще раз	1	1
155	как на	1	1
156	в словесном	1	1
157	со своими	2	1
158	он в	2	1
159	он успел	1	1
160	и все	19	1
161	из самых	4	1
162	все элементы	2	1
163	состоит из	1	1
164	как таковое	1	1
165	к простому	1	1
166	сказать что	4	1
167	в сфере	1	1
168	и эта	4	1
169	в процессе	3	1
170	она должна	1	1
171	данном случае	1	1
172	речи в	2	1
173	его как	3	1
174	то есть	36	1
175	и всей	1	1
176	также несомненно	1	1
177	от которой	1	1
178	и др	12	1
179	развитие в	1	1
180	ее как	2	1
181	очень часто	5	1
182	того как	7	1
183	он знает	2	1
184	переходит в	2	1
185	общего и	1	1
186	почти не	1	1
187	отсюда и	2	1
188	в таком	1	1
189	тех кто	2	1
190	так много	4	1
191	ссылка на	1	1
192	и разнообразие	2	1
193	этот и	1	1
194	и свое	1	1
195	перестают быть	1	1
196	она не	1	1
197	несомненно и	1	1
198	быть в	1	1
199	в течение	2	1
200	но именно	3	1
201	до конца	5	1
202	относятся к	1	1
203	в своем	13	1
204	насколько нам	1	1
205	говорить не	1	1
206	с тем	2	1
207	в наиболее	1	1
208	в значительной	5	1
209	стороны в	1	1
210	тем в	1	1
211	что только	1	1
212	его на	1	1
213	еще одно	1	1
214	одной стороны	3	1
215	именно к	1	1
216	находит себе	2	1
217	или по	1	1
218	мы имеем	2	1
219	бы уж	1	1
220	знакомый нам	1	1
221	не без	1	1
222	начала и	4	1
223	этой же	3	1
224	в отдельности	3	1
225	что по	2	1
226	их в	5	1
227	же в	2	1
228	он может	3	1
229	знает только	1	1
230	с самим	1	1
231	в ней	10	1
232	но по	3	1
233	или даже	2	1
234	теории и	1	1
235	и необходимо	1	1
236	и так	2	1
237	и прежде	2	1
238	путь и	1	1
239	в этот	1	1
240	связанные с	4	1
241	значительной мере	1	1
242	в период	1	1
243	не вполне	1	1
244	он и	2	1
245	природе и	1	1
246	был первым	1	1
247	но если	1	1
248	в большей	2	1
249	бы ни	1	1
250	сам по	2	1
251	только для	1	1
252	в которых	3	1
253	по мнению	1	1
254	к этому	5	1
255	полагаем что	1	1
256	большей или	3	1
257	так и	13	1
258	о нем	3	1
259	из которых	2	1
260	это в	4	1
261	ее в	1	1
262	о которой	1	1
263	находятся в	2	1
264	этих слов	1	1
265	и вся	3	1
266	в качестве	11	1
267	о котором	5	1
268	в нем	18	1
269	ничего подобного	1	1
270	именно этот	1	1
271	он не	4	1
272	все что	5	1
273	и слово	1	1
274	мы снова	1	1
275	с каждым	1	1
276	на его	1	1
277	и что	5	1
278	одно из	2	1
279	что для	1	1
280	и это	6	1
281	в различных	2	1
282	с одной	3	1
283	он был	7	1
284	за пределы	1	1
285	и делает	1	1
286	они в	3	1
287	должно быть	4	1
288	уже знакомый	1	1
289	об этом	2	1
290	является одним	1	1
291	правда не	2	1
292	в виду	4	1
293	к которой	1	1
294	широком смысле	1	1
295	или менее	3	1
296	подходят к	1	1
297	в пределах	1	1
298	тот же	3	1
299	искусство и	1	1
300	уже не	2	1
301	у других	1	1
302	о том	13	1
303	по его	1	1
304	далеко не	2	1
305	тем более	1	1
306	того что	5	1
307	что еще	2	1
308	у него	13	1
309	в словах	2	1
310	в храме	1	1
311	заключенных в	1	1
312	в котором	4	1
313	не существует	1	1
314	доказывает что	1	1
315	бы в	3	1
316	в виде	2	1
317	той же	9	1
318	никогда не	6	1
319	мировоззрения и	1	1
320	человека и	3	1
