N	2gram	Vygotskiy_	Freidism
240	но это	7	4
241	едва ли	6	4
242	что оно	8	4
243	этой области	2	4
244	этот процесс	4	4
245	в психологии	1	4
246	этом отношении	9	4
247	тем не	6	4
248	на всех	1	4
249	у него	3	4
250	мы находим	3	4
251	не существует	1	4
252	в зависимости	6	4
253	внутренняя речь	5	4
254	последнем счете	1	4
255	но ведь	1	4
256	я не	1	4
257	по своему	14	4
258	между собой	15	4
259	нисколько не	3	4
260	войти в	1	4
261	и вообще	1	4
262	человека к	1	4
263	не имеющие	2	4
264	выражение в	1	4
265	первый план	5	4
266	это как	1	4
267	в таких	1	4
268	в основных	1	4
269	не дает	2	4
270	и речи	27	4
271	помощью которых	8	4
272	то ни	1	4
273	этом мы	1	4
274	в развитии	46	4
275	и может	4	4
276	в другом	3	4
277	речи мы	5	4
278	личности и	1	4
279	к ней	2	4
280	главным образом	3	4
281	поведения человека	1	4
282	в области	9	4
283	его к	6	4
284	с ее	5	4
285	в целом	22	4
286	помощью которой	3	3
287	не так	1	3
288	собственном смысле	12	3
289	для всех	1	3
290	до сих	3	3
291	и очень	1	3
292	и при	3	3
293	связанное с	2	3
294	о которой	1	3
295	мы в	3	3
296	утверждает что	1	3
297	для них	3	3
298	в результате	6	3
299	и тот	6	3
300	в них	3	3
301	в основу	5	3
302	оно не	3	3
303	и даже	4	3
304	психологии и	1	3
305	ступенях развития	1	3
306	все его	2	3
307	их в	6	3
308	значение в	5	3
309	конечном счете	1	3
310	ребенка к	3	3
311	к его	1	3
312	приводит к	5	3
313	сейчас же	1	3
314	связано с	2	3
315	при анализе	2	3
316	на этой	7	3
317	что мы	18	3
318	раз и	1	3
319	он был	1	3
320	ни на	3	3
321	ребенка в	14	3
322	этот период	1	3
323	на основе	29	3
324	и содержание	1	3
325	одной и	6	3
326	между двумя	3	3
327	имеет дело	2	3
328	в одном	4	3
329	можно ли	2	3
330	в совершенно	5	3
331	являются только	1	3
332	и той	7	3
333	он дает	1	3
334	уже в	10	3
335	как на	2	3
336	на две	2	3
337	тем же	8	3
338	в нашем	2	3
339	находится в	4	3
340	с этими	1	3
341	о том	6	3
342	во всей	3	3
343	на этот	5	3
344	иным как	1	3
345	какой степени	5	3
346	а следовательно	1	3
347	того же	12	3
348	и становится	1	3
349	бы то	1	3
350	только не	2	3
351	и то	9	3
352	говорит о	1	3
353	видели что	4	3
354	мы видим	13	3
355	они не	4	3
356	из основных	3	3
357	тому чтобы	2	3
358	мы конечно	1	3
359	похоже на	1	3
360	у нас	1	3
361	в конечном	2	3
362	поведении человека	1	3
363	и притом	1	3
364	от всех	2	3
365	одним из	6	3
366	не больше	2	3
367	на себя	2	3
368	но для	2	3
369	развития как	2	3
370	такой же	4	3
371	не остается	1	3
372	случае не	1	3
373	является по	2	3
374	и как	11	3
375	и сам	4	3
376	на все	2	3
377	один и	6	3
378	представляется нам	1	3
379	и следовательно	1	3
380	в условиях	1	3
381	себе и	2	3
382	которой он	2	3
383	и таким	1	3
384	сих пор	3	3
385	этих двух	1	3
386	остается в	2	3
387	и тех	2	3
388	такие же	1	3
389	в самых	1	3
390	ни один	5	3
391	между тем	10	3
392	в какой	5	3
393	нам важно	1	3
394	когда он	5	3
395	не приходится	1	3
396	и является	2	3
397	конечно в	2	3
398	со всею	1	3
399	человека с	1	3
400	или как	2	3
401	с данными	1	3
402	ведь мы	1	3
403	целом и	2	3
404	явление в	1	3
405	в поведении	7	3
406	мы называем	4	3
407	них не	1	3
408	для образования	3	3
409	и от	5	3
410	конечно совершенно	1	3
411	формы и	3	3
412	о своих	1	3
413	оно может	2	3
414	на место	2	3
415	нуждается в	1	3
416	на всем	1	3
417	а как	2	3
418	независимо от	5	3
419	в эпоху	1	3
420	если это	2	3
421	на это	1	3
422	которого оно	2	3
423	не выдерживает	1	2
424	для самого	1	2
425	развития человеческой	1	2
426	о поведении	1	2
427	с основным	1	2
428	однако и	2	2
429	это утверждение	2	2
430	случае в	2	2
431	и этот	1	2
432	для ребенка	12	2
433	отношению ко	1	2
434	опирается на	3	2
435	выводу что	4	2
436	психологии не	1	2
437	самого себя	2	2
438	и животных	1	2
439	его с	1	2
440	которых мы	2	2
441	тогда когда	10	2
442	для себя	2	2
443	не чем	1	2
444	и их	4	2
445	в применении	1	2
446	желания и	1	2
447	же предмет	6	2
448	быть отнесено	2	2
449	и реакций	1	2
450	связи в	2	2
451	в некоторых	1	2
452	из которых	6	2
453	не как	3	2
454	не исчерпывается	1	2
455	окружающей его	1	2
456	находятся в	1	2
457	по-видимому не	1	2
458	из того	4	2
459	нас в	4	2
460	для нас	6	2
461	в отношении	14	2
462	же что	2	2
463	от этих	2	2
464	это есть	1	2
465	до последнего	1	2
466	жизни ребенка	7	2
467	нас к	2	2
468	она становится	1	2
469	их не	1	2
470	в предыдущей	1	2
471	эти понятия	1	2
472	этого процесса	10	2
473	или во	1	2
474	по пути	5	2
475	но все	4	2
476	относится и	1	2
477	с таким	4	2
478	содержание и	1	2
479	мы остановимся	2	2
480	теми же	1	2
481	к другим	2	2
482	отношения к	1	2
483	чем иным	1	2
484	в мире	2	2
485	и они	1	2
486	приходит в	1	2
487	а именно	1	2
488	предмета и	1	2
489	не имеет	3	2
490	является для	2	2
491	отличается от	5	2
492	да и	1	2
493	и исторического	1	2
494	при помощи	3	2
495	и было	1	2
496	не входит	1	2
497	в дальнейшем	3	2
498	все они	2	2
499	в такой	3	2
500	нами выше	3	2
501	бы и	2	2
502	должно быть	3	2
503	элементы и	1	2
504	вопрос о	2	2
505	доказать что	1	2
506	и между	4	2
507	в течение	2	2
508	связана с	3	2
509	одной стороны	8	2
510	относится к	1	2
511	таком виде	1	2
512	лежат в	1	2
513	благодаря тому	1	2
514	представляет собой	6	2
515	психическими процессами	1	2
516	являются не	1	2
517	время в	1	2
518	для нее	1	2
519	в изучении	2	2
520	значение для	4	2
521	снова и	1	2
522	которые можно	1	2
523	распадается на	4	2
524	в различных	1	2
525	от других	2	2
526	и значение	2	2
527	превращается в	1	2
528	еще более	1	2
529	он их	1	2
530	цели и	2	2
531	никаких оснований	1	2
532	в глаза	2	2
533	же самое	9	2
534	мы полагаем	2	2
535	всего этого	1	2
536	с другой	11	2
537	на более	3	2
538	в отличие	8	2
539	заметить что	1	2
540	мог бы	5	2
541	и во	4	2
542	социальные и	1	2
543	в самое	1	2
544	за пределами	1	2
545	может оказаться	1	2
546	только при	2	2
547	то она	1	2
548	ведь ребенок	1	2
549	мы говорили	5	2
550	друг друга	7	2
551	бы в	5	2
552	но так	2	2
553	мы показали	1	2
554	в связь	3	2
555	исключительно в	1	2
556	подойти к	1	2
557	этого нового	2	2
558	его можно	1	2
559	которую можно	2	2
560	объекта на	1	2
561	что с	8	2
562	в заблуждение	1	2
563	мы могли	14	2
564	по преимуществу	1	2
565	не выходит	1	2
566	выходит за	1	2
567	ничем не	2	2
568	наибольшее значение	1	2
569	с одной	8	2
570	такого рода	7	2
571	в состоянии	1	2
572	и через	1	2
573	ни было	2	2
574	для всего	2	2
575	в сновидении	3	2
576	что при	3	2
577	полагаем что	1	2
578	такое же	2	2
579	о нем	2	2
580	в качестве	25	2
581	поведения в	2	2
582	то мы	2	2
583	но как	4	2
584	на которой	2	2
585	силу и	1	2
586	чем он	1	2
587	представлений и	1	2
588	в каком-либо	1	2
589	что между	1	2
590	в следующем	4	2
591	в их	12	2
592	обратимся к	4	2
593	ее от	1	2
594	а также	6	2
595	которые мы	3	2
596	и которая	3	2
597	исторического материализма	1	2
598	как его	1	2
599	для развития	5	2
600	каком случае	1	2
601	в конце	1	2
602	вообще не	3	2
603	противоречие с	1	2
604	ясно что	4	2
605	обстоятельство что	4	2
606	он в	1	2
607	также в	2	2
608	эти три	2	2
609	же как	10	2
610	не есть	5	2
611	мы никогда	3	2
612	другом месте	3	2
613	постановка вопроса	1	2
614	как ее	1	2
615	от этого	6	2
616	больше и	1	2
617	о которых	1	2
618	связанный с	1	2
619	связей между	3	2
620	применении к	1	2
621	его т.е	1	2
622	дело и	1	2
623	должен быть	1	2
624	в эту	3	2
625	что как	3	2
626	комплекса в	4	2
627	связаны с	4	2
628	с первого	3	2
629	к психологии	1	2
630	могли бы	16	2
631	и снова	4	2
632	все другие	2	2
633	не то	1	2
634	а с	4	2
635	желания или	1	2
636	составных частей	1	2
637	отличие от	8	2
638	на один	5	2
639	в поле	1	2
640	страх и	1	2
641	и процессы	2	2
642	на другой	2	2
643	также и	3	2
644	к этим	2	2
645	дело не	1	2
646	речи и	11	2
647	и тем	8	2
648	экспериментальной методики	2	2
649	то обстоятельство	4	2
650	с объективной	3	2
651	можно сделать	1	2
652	есть и	2	2
653	и та	1	2
654	помощью которого	5	2
655	в нашей	4	2
656	входит в	7	2
657	не следует	1	2
658	этом смысле	7	2
659	показали что	9	2
660	проникнуть в	1	2
661	останавливаться на	1	2
662	думать что	1	2
663	и часто	2	2
664	нам о	1	2
665	когда мы	2	2
666	и поэтому	4	2
667	этого метода	3	2
668	детской жизни	1	2
669	ли мы	1	2
670	речь и	4	2
671	даже если	1	2
672	человека мы	4	2
673	образом в	1	2
674	или иной	3	2
675	не поддаются	1	2
676	но если	2	2
677	у ребенка	31	2
678	исторический материализм	1	2
679	там где	4	2
680	то в	3	2
681	конце концов	1	2
682	в него	4	2
683	в одну	1	2
684	как для	1	2
685	не отличается	2	2
686	это внутреннее	1	1
687	что было	1	1
688	комплекса это	1	1
689	возрасте в	2	1
690	во всем	7	1
691	они являются	8	1
692	мире и	1	1
693	он приходит	2	1
694	аналогии с	2	1
695	стадии своего	3	1
696	основе этой	1	1
697	с уверенностью	1	1
698	не самостоятельно	1	1
699	никак нельзя	2	1
700	бы они	2	1
701	в единую	1	1
702	образом и	1	1
703	трудности которые	1	1
704	видим его	1	1
705	ребенка и	20	1
706	котором они	1	1
707	оно все	2	1
708	помощью слов	4	1
709	анализу мы	1	1
710	по существу	4	1
711	в настоящем	2	1
712	мышления не	2	1
713	ни малейшего	2	1
714	мы найдем	1	1
715	это тот	2	1
716	и здесь	5	1
717	та же	3	1
718	речевой деятельности	1	1
719	образования в	1	1
720	мы обратимся	4	1
721	этой проблемы	2	1
722	сделать то	1	1
723	подробно на	1	1
724	поведения с	1	1
725	друга в	1	1
726	процесса с	1	1
727	же группе	1	1
728	взрослых людей	1	1
729	принимает на	1	1
730	всех этапах	1	1
731	сходство с	4	1
732	иногда может	1	1
733	с уже	2	1
734	которые не	5	1
735	в случаях	1	1
736	судить о	1	1
737	которая в	1	1
738	почти не	1	1
739	результаты своего	1	1
740	он только	1	1
741	порядка в	1	1
742	до него	1	1
743	этот наивный	1	1
744	на ее	1	1
745	мы ограничимся	2	1
746	оно было	1	1
747	эти особенности	1	1
748	на чрезвычайно	1	1
749	или по	2	1
750	дело с	3	1
751	в детском	5	1
752	момента в	2	1
753	до самого	1	1
754	говорит нам	1	1
755	даже в	5	1
756	это реальное	1	1
757	зрения все	1	1
758	из всех	2	1
759	ребенок в	2	1
760	думаю что	1	1
761	этом случае	4	1
762	в разных	1	1
763	с внутренней	2	1
764	же предмета	1	1
765	на несколько	1	1
766	по выражению	5	1
767	неизбежно приводит	2	1
768	оно становится	2	1
769	в общую	1	1
770	внимания ни	1	1
771	но тем	2	1
772	в другой	2	1
773	основных моментов	2	1
774	с применением	1	1
775	а затем	4	1
776	его во	1	1
777	в область	2	1
778	процессами мы	1	1
779	задолго до	2	1
780	эти пути	1	1
781	намека на	1	1
782	от общего	2	1
783	и хотим	1	1
784	внешнее сходство	3	1
785	но наиболее	1	1
786	остановиться на	3	1
787	к выводу	2	1
788	ребенка не	1	1
789	важный момент	1	1
790	и другими	2	1
791	этим понятием	2	1
792	другую и	1	1
793	в правильности	1	1
794	снова по	1	1
795	быть может	2	1
796	человека во	1	1
797	из свойств	1	1
798	не бывает	2	1
799	целом ряде	1	1
800	его ни	1	1
801	она служит	1	1
802	что процесс	2	1
803	думаем что	1	1
804	психологическом учении	1	1
805	этом как	1	1
806	и эти	2	1
807	должен был	2	1
808	как они	5	1
809	первое что	2	1
810	ко всем	2	1
811	одна чрезвычайно	2	1
812	но только	3	1
813	с неизбежностью	2	1
814	время как	5	1
815	объединяет в	1	1
816	на которых	3	1
817	ряде других	1	1
818	отличаются от	5	1
819	этой цели	1	1
820	животного в	1	1
821	однако мы	1	1
822	и навсегда	1	1
823	в наших	2	1
824	путем и	1	1
825	при построении	1	1
826	определения и	2	1
827	штерн и	1	1
828	каким образом	1	1
829	этой фазе	2	1
830	мы говорим	1	1
831	применения этого	1	1
832	оно есть	1	1
833	как при	1	1
834	их предметной	2	1
835	в различные	1	1
836	тем что	12	1
837	ребенок и	4	1
838	тела и	1	1
839	еще с	1	1
840	сложный и	2	1
841	уже на	1	1
842	же самый	1	1
843	трудом и	1	1
844	то время	5	1
845	но никогда	1	1
846	представление о	1	1
847	под давлением	1	1
848	независимое от	1	1
849	например в	2	1
850	с тем	18	1
851	когда это	1	1
852	и возникновение	1	1
853	имеет место	4	1
854	находит себе	1	1
855	мы встречаемся	1	1
856	тем ближе	1	1
857	к самому	1	1
858	его речи	1	1
859	что по	2	1
860	которого является	1	1
861	в слове	3	1
862	того двойственного	1	1
863	со всем	1	1
864	ступени развития	7	1
865	не приводит	2	1
866	что иное	2	1
867	и отдельных	2	1
868	совершенно новой	1	1
869	не что	2	1
870	правда не	1	1
871	психологии человека	1	1
872	взрослых и	6	1
873	сомневаться в	1	1
874	или выражаясь	1	1
875	нами при	1	1
876	нас интересует	2	1
877	бы не	1	1
878	своей совокупности	1	1
879	к какому	1	1
880	себе цель	1	1
881	мы имели	7	1
882	который не	3	1
883	время это	1	1
884	так называемая	4	1
885	к овладению	4	1
886	сравнению с	4	1
887	вследствие этого	1	1
888	желание или	1	1
889	в это	1	1
890	собой нечто	1	1
891	развития ребенка	1	1
892	что необходимо	1	1
893	задачей выделить	1	1
894	слове и	1	1
895	различные формы	2	1
896	в ряду	1	1
897	дальше и	1	1
898	историческую перспективу	1	1
899	менее всего	2	1
900	комплекс по	2	1
901	с примитивным	1	1
902	представляется в	2	1
903	мы сейчас	1	1
904	ассоциативных связей	3	1
905	очередь распадается	1	1
906	мы с	1	1
907	на одном	2	1
908	к той	2	1
909	нам представляется	1	1
910	свое время	2	1
911	наивный психологический	1	1
912	что обе	1	1
913	ними все	1	1
914	окажется в	1	1
915	этот вывод	3	1
916	комплекса и	2	1
917	основных чертах	1	1
918	который он	1	1
919	особенно для	1	1
920	и пути	2	1
921	и того	5	1
922	свое внимание	1	1
923	нам не	1	1
924	понятно что	3	1
925	ассоциативной связью	1	1
926	значения для	2	1
927	к нашему	1	1
928	с самыми	1	1
929	этого явления	3	1
930	более сложного	1	1
931	ответить на	1	1
932	к интеллекту	2	1
933	заложенных в	1	1
934	на три	1	1
935	изучать в	1	1
936	не хотим	2	1
937	не намерены	1	1
938	и действий	1	1
939	мы рассмотрим	1	1
940	образования и	1	1
941	у взрослого	3	1
942	предметов есть	1	1
943	из других	1	1
944	гораздо большей	1	1
945	было в	1	1
946	знаем о	4	1
947	на новые	2	1
948	этого комплекса	4	1
949	речью и	3	1
950	можно считать	3	1
951	он находит	2	1
952	соответствует действительности	1	1
953	не наоборот	1	1
954	что этот	2	1
955	но нам	1	1
956	о чем-то	1	1
957	более ранних	1	1
958	после того	1	1
959	не имеют	2	1
960	показывает нам	1	1
961	это последнее	1	1
962	сначала он	1	1
963	оба эти	5	1
964	два момента	1	1
965	каждая вещь	2	1
966	для выработки	1	1
967	даже и	1	1
968	ряд отдельных	2	1
969	является продуктом	1	1
970	то и	5	1
971	стремится овладеть	1	1
972	своего исследования	1	1
973	в противоположность	1	1
974	мы его	2	1
975	решающее значение	1	1
976	в моменты	1	1
977	периода мы	1	1
978	но даже	1	1
979	понятия в	8	1
980	на друга	3	1
981	по сравнению	6	1
982	это все	1	1
983	явления и	1	1
984	быть не	2	1
985	к каждому	1	1
986	и другой	4	1
987	во многих	3	1
988	здесь нам	1	1
989	них как	1	1
990	и находится	1	1
991	с нашим	1	1
992	еще на	1	1
993	не дана	1	1
994	всей ее	1	1
995	он употребляет	1	1
996	и тогда	2	1
997	имея в	1	1
998	что вся	2	1
999	точно и	1	1
1000	перейдем к	1	1
1001	в руках	1	1
1002	это же	2	1
1003	развития и	2	1
1004	которая по	1	1
1005	образуется в	1	1
1006	и больше	1	1
1007	именно на	1	1
1008	только один	1	1
1009	об отношении	2	1
1010	целым рядом	3	1
1011	между отдельными	6	1
1012	в которую	1	1
1013	его многообразных	1	1
1014	может служить	2	1
1015	в противоречие	1	1
1016	за собой	1	1
1017	слов и	5	1
1018	и когда	3	1
1019	приходит к	7	1
1020	для данного	1	1
1021	может войти	1	1
1022	образом что	6	1
1023	в экспериментальной	1	1
1024	весь процесс	6	1
1025	целый ряд	4	1
1026	оно рождается	1	1
1027	ее по	1	1
1028	видим таким	5	1
1029	уже и	5	1
1030	и внутренней	4	1
1031	как оно	5	1
1032	сделать вывод	1	1
1033	образом приведем	1	1
1034	образом у	1	1
1035	же его	1	1
1036	являются той	1	1
1037	только это	1	1
1038	нуждаются в	1	1
1039	действия и	2	1
1040	его опыта	1	1
1041	и мышления	4	1
1042	и начинает	1	1
1043	не представляет	4	1
1044	основанная на	1	1
1045	настоящей главы	2	1
1046	всегда и	1	1
1047	друг на	3	1
1048	и формы	1	1
1049	известной степени	1	1
1050	некоторое время	2	1
1051	из одной	2	1
1052	ребенка прежде	1	1
1053	но ни	1	1
1054	и там	1	1
1055	между людьми	1	1
1056	т.е не	1	1
1057	переход от	5	1
1058	без всякого	1	1
1059	взрослый человек	3	1
1060	и связанное	1	1
1061	которых он	2	1
1062	в сфере	3	1
1063	другую теорию	1	1
1064	говорит об	2	1
1065	всецело к	1	1
1066	тезис о	1	1
1067	во внешней	1	1
1068	его составных	1	1
1069	этих последних	2	1
1070	всех остальных	2	1
1071	именно этот	1	1
1072	их лежит	2	1
1073	человека имеет	1	1
1074	которым мы	2	1
1075	одной из	1	1
1076	следующим образом	4	1
1077	гораздо дальше	1	1
1078	общие черты	1	1
1079	к которому	6	1
1080	с нею	2	1
1081	между говорящими	2	1
1082	это отличие	1	1
1083	что самый	1	1
1084	рассказывает он	1	1
1085	без того	1	1
1086	котором мы	1	1
1087	инстанции в	1	1
1088	хорошо нам	1	1
1089	поэтому с	3	1
1090	социальная среда	1	1
1091	мы часто	1	1
1092	том же	3	1
1093	мышления ибо	1	1
1094	он может	1	1
1095	который по	2	1
1096	это является	1	1
1097	к целому	1	1
1098	видим в	2	1
1099	в атмосфере	1	1
1100	развития своего	1	1
1101	на ряд	3	1
1102	который в	4	1
1103	критический анализ	1	1
1104	этого слова	13	1
1105	что говорит	2	1
1106	именно с	2	1
1107	говорит сам	2	1
1108	однако в	2	1
1109	открыть нам	1	1
1110	ко всей	1	1
1111	его место	1	1
1112	перед нами	15	1
1113	одну группу	1	1
1114	перенесения значения	1	1
1115	друг с	10	1
1116	же относится	1	1
1117	этого мало	1	1
1118	на котором	3	1
1119	у них	3	1
1120	можно применить	1	1
1121	в пользу	7	1
1122	являются для	2	1
1123	что привлекает	1	1
1124	нет никаких	6	1
1125	взрослого у	1	1
1126	мы берем	1	1
1127	только потому	2	1
1128	дело касается	1	1
1129	не мог	4	1
1130	большей степени	1	1
1131	к ее	1	1
1132	всего поведения	1	1
1133	о связи	1	1
1134	ними в	1	1
1135	этом же	2	1
1136	только наиболее	1	1
1137	стороны он	2	1
1138	моментов в	3	1
1139	оторванное от	1	1
1140	свои собственные	1	1
1141	и речь	5	1
1142	сомнения в	1	1
1143	жизни с	1	1
1144	с того	1	1
1145	базируется на	1	1
1146	остаются только	1	1
1147	ребенка на	5	1
1148	своего развития	9	1
1149	гораздо более	1	1
1150	рождается и	1	1
1151	суть дела	1	1
1152	отдельные элементы	2	1
1153	уже с	1	1
1154	непосредственно и	1	1
1155	ближе к	1	1
1156	целому ряду	2	1
1157	с определенными	1	1
1158	им как	1	1
1159	и внутренними	1	1
1160	и весь	1	1
1161	связан с	2	1
1162	он изучает	1	1
1163	нам известно	2	1
1164	оно в	1	1
1165	что они	23	1
1166	комплекс в	1	1
1167	в свое	2	1
1168	имена и	1	1
1169	или к	1	1
1170	но на	3	1
1171	еще одну	1	1
1172	в гораздо	1	1
1173	и прямо	1	1
1174	и он	1	1
1175	эти элементы	1	1
1176	чтобы с	1	1
1177	помощью мы	1	1
1178	только одно	1	1
1179	ему в	1	1
1180	то оно	1	1
1181	животного это	1	1
1182	своего анализа	1	1
1183	то увидим	7	1
1184	но этим	1	1
1185	связи между	6	1
1186	все элементы	1	1
1187	от его	2	1
1188	т.е по	3	1
1189	различие между	2	1
1190	первого же	1	1
1191	те методологические	1	1
1192	это сходство	1	1
1193	на вопрос	1	1
1194	и функции	1	1
1195	указать на	2	1
1196	нас не	2	1
1197	поэтому в	3	1
1198	все новых	1	1
1199	причиной того	1	1
1200	чем на	1	1
1201	собой в	1	1
1202	только у	2	1
1203	поведения по	1	1
1204	речь внешняя	1	1
1205	возникает в	2	1
1206	иметь дело	1	1
1207	и форма	1	1
1208	внимание на	4	1
1209	с процессом	1	1
1210	делает возможным	1	1
1211	нашей работы	1	1
1212	на одни	2	1
1213	вывод что	2	1
1214	основании того	1	1
1215	именно для	1	1
1216	виду по	1	1
1217	ее развития	1	1
1218	ним в	1	1
1219	но от	1	1
1220	или с	1	1
1221	определенными значениями	1	1
1222	и чрезвычайно	1	1
1223	внешней и	3	1
1224	или иными	2	1
1225	хотя и	2	1
1226	речи так	1	1
1227	переход к	1	1
1228	между различными	3	1
1229	нам совершенно	1	1
1230	которое должно	1	1
1231	состав так	1	1
1232	и раньше	1	1
1233	не соответствует	1	1
1234	совершается на	2	1
1235	это ни	1	1
1236	ведь сам	1	1
1237	как объективно	1	1
1238	способность к	1	1
1239	ребенка от	1	1
1240	ситуации в	2	1
1241	есть в	1	1
1242	в областях	1	1
1243	берем его	1	1
1244	скрытой речи	2	1
1245	и принципиально	1	1
1246	велико что	1	1
1247	не способен	1	1
1248	для объяснения	2	1
1249	мы легко	1	1
1250	от конкретной	2	1
1251	является совершенно	1	1
1252	одного наиболее	1	1
1253	является одним	1	1
1254	но что	3	1
1255	не обладает	2	1
1256	они будут	1	1
1257	деле если	1	1
1258	внутреннее противоречие	2	1
1259	этого пути	1	1
1260	смысле этого	10	1
1261	свет и	1	1
1262	слово в	4	1
1263	далее в	1	1
1264	не знаем	2	1
1265	вытекает из	2	1
1266	основана на	2	1
1267	и свободно	1	1
1268	для его	2	1
1269	корни как	1	1
1270	оказывается для	1	1
1271	какие мы	1	1
1272	этим мы	1	1
1273	в виде	4	1
1274	не опирается	1	1
1275	свой метод	1	1
1276	однако не	3	1
1277	родство с	1	1
1278	чем в	4	1
1279	именно что	1	1
1280	наконец мы	1	1
1281	определять и	1	1
1282	мы на	1	1
1283	же не	3	1
