N	2gram	Propp_Morf	Narrotol
219	которая не	1	4
220	во сне	2	4
221	в основе	2	4
222	могла бы	4	4
223	в итоге	2	4
224	в обоих	2	4
225	в поле	5	4
226	мог бы	1	4
227	что я	1	4
228	всяком случае	2	4
229	друг друга	3	4
230	в ходе	5	4
231	ему в	1	4
232	во всяком	2	4
233	для нас	2	4
234	а на	3	4
235	а то	3	4
236	и как	6	4
237	так в	1	4
238	по своему	2	4
239	это было	3	4
240	не все	6	4
241	в области	1	4
242	она не	2	4
243	быть и	2	4
244	что касается	1	4
245	не с	2	4
246	как он	1	4
247	как по	1	4
248	к ней	3	4
249	как мы	8	4
250	на одном	1	3
251	с этой	3	3
252	в этих	17	3
253	ситуации в	1	3
254	входит в	4	3
255	и иных	2	3
256	к своей	1	3
257	говорить о	4	3
258	точно так	2	3
259	так же	4	3
260	друг на	2	3
261	наряду с	7	3
262	что она	2	3
263	что именно	2	3
264	не происходит	3	3
265	она в	2	3
266	с точки	6	3
267	и сама	1	3
268	одно из	1	3
269	видит в	1	3
270	связи с	12	3
271	но он	1	3
272	не знает	2	3
273	в которой	3	3
274	к чему	3	3
275	рассказа как	1	3
276	что не	1	3
277	в связи	10	3
278	между ними	1	3
279	героя к	2	3
280	и это	1	3
281	героя из	2	3
282	сих пор	1	3
283	а потом	2	3
284	могли бы	2	3
285	о себе	1	3
286	но как	3	3
287	а с	2	3
288	при отсутствии	1	3
289	и что	3	3
290	можно было	4	3
291	часто не	1	3
292	иметь в	1	3
293	как уже	3	3
294	первом случае	3	3
295	о его	4	3
296	в первой	1	3
297	бы быть	1	3
298	здесь мы	3	3
299	во время	6	3
300	в него	1	3
301	до сих	1	3
302	то они	2	3
303	обращается к	1	3
304	и т	62	3
305	приводит к	3	3
306	бы не	1	3
307	в следующей	1	3
308	всей своей	1	3
309	еще и	1	3
310	что мы	2	3
311	как на	1	3
312	на друга	2	3
313	быть не	1	3
314	и тогда	3	3
315	тем же	2	3
316	одной из	2	3
317	характера и	1	3
318	на этот	2	3
319	мать и	1	3
320	появляется в	2	3
321	но это	6	3
322	собственно говоря	1	3
323	как к	1	3
324	и уж	1	3
325	и вот	1	3
326	мальчик и	2	3
327	же не	1	3
328	о герое	3	3
329	в виде	3	3
330	этого не	2	3
331	дело в	1	3
332	все эти	5	3
333	со своей	1	3
334	по его	1	3
335	того или	1	3
336	его не	1	3
337	дело не	2	3
338	во второй	2	3
339	же самое	1	3
340	и только	3	3
341	ли в	1	3
342	если она	2	3
343	в е	1	3
344	является в	2	2
345	в момент	1	2
346	те же	1	2
347	которое может	2	2
348	потому не	2	2
349	случае он	2	2
350	другой стороны	5	2
351	с собой	3	2
352	лишь с	2	2
353	чтобы в	1	2
354	более или	2	2
355	но все	4	2
356	от текста	1	2
357	мысль о	1	2
358	целый ряд	3	2
359	тем что	4	2
360	принадлежат к	1	2
361	и делает	1	2
362	герои с	1	2
363	одновременно и	1	2
364	в это	1	2
365	на первый	3	2
366	первый взгляд	3	2
367	один и	1	2
368	в этот	1	2
369	с помощью	1	2
370	е годы	1	2
371	превращается в	2	2
372	можно ли	1	2
373	видно что	5	2
374	как первые	1	2
375	с другим	1	2
376	вовсе не	6	2
377	же она	3	2
378	также является	1	2
379	он живет	1	2
380	детей в	1	2
381	бы в	2	2
382	они могут	1	2
383	чем это	2	2
384	к герою	3	2
385	что иное	2	2
386	героев в	1	2
387	не слишком	3	2
388	должно быть	1	2
389	они все	1	2
390	он идет	1	2
391	от тех	1	2
392	героя с	1	2
393	одним из	2	2
394	новое лицо	2	2
395	ясно что	5	2
396	также в	2	2
397	не есть	1	2
398	идет по	2	2
399	точек зрения	1	2
400	например как	1	2
401	в других	5	2
402	во всех	6	2
403	как было	1	2
404	мы можем	5	2
405	так что	1	2
406	является его	1	2
407	на свой	1	2
408	если же	5	2
409	одно и	1	2
410	текста на	1	2
411	важно не	1	2
412	даже не	3	2
413	также не	1	2
414	сомневаться в	1	2
415	в нее	2	2
416	могут быть	21	2
417	и есть	3	2
418	мы будем	3	2
419	в особенности	1	2
420	а потому	2	2
421	та же	3	2
422	они и	5	2
423	если в	7	2
424	должна быть	2	2
425	своих героев	1	2
426	одному из	3	2
427	вот как	2	2
428	в сущности	3	2
429	из которых	5	2
430	может состоять	1	2
431	к различным	2	2
432	он лишь	1	2
433	в россии	2	2
434	можно назвать	3	2
435	это время	1	2
436	которые могут	1	2
437	в которых	2	2
438	никто не	4	2
439	есть на	1	2
440	ли он	1	2
441	в каком	2	2
442	к другому	2	2
443	не входит	2	2
444	это и	3	2
445	его и	2	2
446	действия но	1	2
447	более чем	1	2
448	в течение	1	2
449	это то	1	2
450	это все	1	2
451	после смерти	1	2
452	вступает в	1	2
453	первый раз	1	2
454	на основании	1	2
455	тому или	1	2
456	о ситуации	1	2
457	что же	2	2
458	к двум	1	2
459	в данной	2	2
460	она может	1	2
461	он может	2	2
462	это сделать	1	2
463	или просто	2	2
464	бы на	1	2
465	в формах	1	2
466	что с	1	2
467	все это	2	2
468	в их	1	2
469	слова а	1	2
470	таком случае	1	2
471	но с	2	2
472	и более	2	2
473	это еще	2	2
474	за которым	2	2
475	есть в	1	2
476	или менее	2	2
477	как все	1	2
478	и вообще	1	2
479	этих двух	1	2
480	могут служить	1	2
481	может идти	1	2
482	обстоит дело	1	2
483	а по	3	2
484	на это	1	2
485	отношение к	1	2
486	состоят в	1	2
487	не можем	1	2
488	ее из	2	2
489	это означает	1	2
490	таким же	1	2
491	или точнее	1	2
492	и наконец	1	2
493	иное как	2	2
494	персонажей как	1	2
495	и брак	1	1
496	во всем	1	1
497	это на	1	1
498	видели в	1	1
499	действий героя	1	1
500	или цепь	1	1
501	ее возможность	2	1
502	с героем	2	1
503	рассказ о	1	1
504	которые не	1	1
505	к этой	1	1
506	за исключением	1	1
507	страха перед	1	1
508	как некоторой	1	1
509	ли его	1	1
510	этот момент	5	1
511	тем как	1	1
512	и был	1	1
513	это обычно	1	1
514	ситуации если	2	1
515	привести к	1	1
516	это явление	5	1
517	не как	1	1
518	которые по	1	1
519	иначе но	1	1
520	одна за	1	1
521	например с	2	1
522	имеем две	1	1
523	четкий и	1	1
524	а есть	1	1
525	своей дочерью	1	1
526	этого момента	3	1
527	то не	1	1
528	для всех	1	1
529	живет у	2	1
530	полное забвение	1	1
531	персонажей при	1	1
532	церковь и	1	1
533	этим объясняется	1	1
534	по пути	1	1
535	он имеет	1	1
536	на которых	1	1
537	я за	1	1
538	из двух	3	1
539	ни одна	4	1
540	всего следует	3	1
541	и этот	2	1
542	лет в	1	1
543	знаки и	1	1
544	небо и	1	1
545	волшебный помощник	1	1
546	но по	1	1
547	связана с	3	1
548	или на	3	1
549	том или	1	1
550	это невозможно	1	1
551	данный текст	1	1
552	впоследствии может	1	1
553	у которого	1	1
554	обоих случаях	2	1
555	на эту	1	1
556	может существовать	3	1
557	их за	2	1
558	это бывает	1	1
559	лица в	1	1
560	не думал	1	1
561	так например	3	1
562	и нет	1	1
563	себе представить	1	1
564	с этим	14	1
565	его мать	1	1
566	действия и	2	1
567	во все	1	1
568	некоторые из	3	1
569	сразу же	2	1
570	которые мы	1	1
571	что этот	2	1
572	вопрос о	10	1
573	по тем	1	1
574	герой сказки	1	1
575	совершенно особое	1	1
576	нельзя было	2	1
577	эпизод в	1	1
578	он был	1	1
579	мы увидим	10	1
580	говорить не	1	1
581	имеет в	1	1
582	герои часто	1	1
583	выше но	1	1
584	легко но	1	1
585	но во	1	1
586	это его	1	1
587	но то	1	1
588	но эти	3	1
589	из земли	1	1
590	оно как	2	1
591	во многих	1	1
592	уже было	1	1
593	этой связи	1	1
594	что любой	1	1
595	правда и	1	1
596	втором случае	1	1
597	в различных	2	1
598	сидит в	1	1
599	для данного	1	1
600	и была	1	1
601	образом что	1	1
602	волшебной сказки	3	1
603	ее по	3	1
604	и те	1	1
605	не что	2	1
606	что ее	1	1
607	самого начала	1	1
608	в карты	3	1
609	в глаза	2	1
610	и три	1	1
611	этим создается	1	1
612	за другой	1	1
613	а сам	1	1
614	не совсем	1	1
615	следующим образом	4	1
616	это так	2	1
617	в одной	2	1
618	уходят на	1	1
619	что все	1	1
620	во всей	1	1
621	момент в	2	1
622	в противном	1	1
623	что даже	1	1
624	друг с	1	1
625	она есть	1	1
626	но так	2	1
627	имеется довольно	1	1
628	свои собственные	1	1
629	не то	1	1
630	из двенадцати	2	1
631	грань между	1	1
632	затем возвращается	1	1
633	бы то	3	1
634	ведь для	1	1
635	см гл	1	1
636	думает о	1	1
637	здесь нет	1	1
638	его самого	4	1
639	это будет	1	1
640	указать на	1	1
641	собой в	2	1
642	следует сказать	1	1
643	такая же	1	1
644	в состоянии	1	1
645	помощник или	1	1
646	получает в	4	1
647	второй раз	2	1
648	они определяются	1	1
649	ни было	2	1
650	откуда они	1	1
651	который можно	1	1
652	что при	3	1
653	лишь после	2	1
654	ей не	1	1
655	братьев и	1	1
656	была такова	1	1
657	с другими	2	1
658	сюжет но	1	1
659	не от	2	1
660	стремится к	1	1
661	последний случай	1	1
662	в середине	2	1
663	на нескольких	1	1
664	и братьев	1	1
665	некоторой ситуации	1	1
666	его в	4	1
667	ни в	3	1
668	как же	3	1
669	эта история	1	1
670	о возможности	1	1
671	исходит от	2	1
672	и говорит	1	1
673	отделаться от	1	1
674	что за	1	1
675	тех же	4	1
676	собой и	1	1
677	здесь же	3	1
678	могут прилагаться	1	1
679	и своего	1	1
680	и по-видимому	1	1
681	но ведь	1	1
682	будет зависеть	1	1
683	лишь на	2	1
684	дома в	2	1
685	встречается в	4	1
686	время как	3	1
687	и она	1	1
688	как во	1	1
689	большинстве случаев	3	1
690	по ее	1	1
691	на ковре	1	1
692	герой в	2	1
693	глаза что	1	1
694	в последовательности	1	1
695	с некоторой	1	1
696	уже давно	1	1
697	служит для	1	1
698	о которых	1	1
699	сохраняется и	1	1
700	лишь для	1	1
701	же касается	1	1
702	хотя оно	1	1
703	из одного	1	1
704	не нужно	1	1
705	по характеру	1	1
706	по делам	1	1
707	и отдельные	1	1
708	вопроса о	3	1
709	я был	1	1
710	всех видов	1	1
711	вошел в	1	1
712	встреча с	2	1
713	превращаясь в	1	1
714	не означает	2	1
715	на этом	4	1
716	действия или	1	1
717	данный момент	1	1
718	мы уже	4	1
719	он ничего	1	1
720	сына в	2	1
721	и животным	1	1
722	на котором	4	1
723	то ни	3	1
724	совсем не	3	1
725	с какой	1	1
726	лиц не	2	1
727	отношение между	1	1
728	или же	7	1
729	остается на	1	1
730	i и	1	1
731	это по	1	1
732	реакции на	1	1
733	что эта	2	1
734	в тех	8	1
735	начинается с	5	1
736	и тот	2	1
737	вспомним что	1	1
738	тем и	2	1
739	ехать в	1	1
740	а иван	3	1
741	этот вопрос	4	1
742	причина этого	1	1
743	одну из	1	1
744	как один	1	1
745	или иное	1	1
746	себя за	2	1
747	требует чтобы	3	1
748	значение и	3	1
749	не связаны	1	1
750	из нее	1	1
751	целом и	1	1
752	функции не	2	1
753	к первому	1	1
754	вопрос в	2	1
755	и небо	1	1
756	хоть бы	2	1
757	и каждый	1	1
758	это делает	1	1
759	приводят к	3	1
760	после третьего	1	1
761	них не	1	1
762	героев для	1	1
763	самому себе	1	1
764	быть определено	1	1
765	чему мы	1	1
766	теми же	1	1
767	здесь также	1	1
768	быть рассмотрена	1	1
769	например о	1	1
770	если они	2	1
771	делает и	1	1
772	из этого	1	1
773	следует заметить	2	1
774	его к	1	1
775	там где	5	1
776	было сделано	1	1
777	случае это	1	1
778	который для	1	1
779	означает что	3	1
780	в один	3	1
781	характера если	1	1
782	прежде чем	5	1
783	в одну	2	1
784	если это	3	1
785	до его	1	1
786	многие другие	1	1
787	может или	1	1
788	он первый	1	1
789	от самого	1	1
790	как возвращение	1	1
791	другой более	1	1
792	нечто иное	1	1
793	героя например	1	1
794	он входит	1	1
795	то время	3	1
796	это одна	1	1
797	образом и	1	1
798	сказку в	2	1
799	за ним	1	1
800	если за	2	1
801	в последнем	3	1
802	видов не	1	1
803	сюжета от	2	1
804	как с	1	1
805	действий в	1	1
806	и точной	1	1
807	другой а	1	1
808	следует ли	1	1
809	он только	1	1
810	бы составить	2	1
811	функций по	1	1
812	с такой	1	1
813	красоте и	1	1
814	из таких	2	1
815	отправку в	2	1
816	уже знаем	1	1
817	в свое	2	1
818	непонятно почему	1	1
819	с тем	2	1
820	не приходится	1	1
821	нему в	1	1
822	в другой	1	1
823	хотя о	1	1
824	равным образом	1	1
825	будет сказано	1	1
826	первой в	1	1
827	их как	2	1
828	мы пока	2	1
829	деление на	1	1
830	и создает	1	1
831	с иваном	3	1
832	за это	1	1
833	не могут	7	1
834	в плоскости	3	1
835	этой точки	1	1
836	во что	1	1
837	вместо того	1	1
838	с этого	2	1
839	не более	1	1
840	наиболее известных	1	1
841	до этого	1	1
842	однако что	1	1
843	легко и	1	1
844	в большинстве	3	1
845	для самостоятельного	1	1
846	в саду	1	1
847	не делает	1	1
848	лишь к	1	1
849	затем следует	1	1
850	отношения к	1	1
851	действие может	1	1
852	с письмом	1	1
853	как не	1	1
854	и убить	1	1
855	где иван	1	1
856	форме рассказа	1	1
857	только третья	1	1
858	себя и	2	1
859	когда перед	1	1
860	связаны между	1	1
861	ключом к	1	1
862	словами и	1	1
863	не смог	1	1
864	все подобные	1	1
865	оговорить что	1	1
866	к текстам	1	1
867	но оно	2	1
868	все они	1	1
869	бросается в	1	1
870	ни к	2	1
871	совершенно не	1	1
872	чем же	1	1
873	в главе	1	1
874	вытекает из	2	1
875	событий конечно	1	1
876	вообще отсутствует	1	1
877	если он	2	1
878	субъективно оно	1	1
879	не должно	1	1
880	в отдельности	1	1
881	каждый в	1	1
882	из его	2	1
883	жениться на	1	1
884	в новой	1	1
885	может входить	1	1
886	именно на	1	1
887	для меня	1	1
888	то все	1	1
889	первом и	1	1
890	смысл который	1	1
891	частности как	1	1
892	он как	1	1
893	собой следующий	1	1
894	от других	2	1
895	и исчезает	1	1
896	и до	1	1
897	ведут к	1	1
898	новых лиц	1	1
899	решительно все	1	1
900	и наоборот	4	1
901	под которым	1	1
902	им в	1	1
903	известной степени	1	1
904	не говорится	1	1
905	может послужить	1	1
906	но мы	3	1
907	рассказа к	1	1
908	что здесь	1	1
909	позволил бы	1	1
910	от героя	1	1
911	заметить что	11	1
912	прилагаться к	1	1
913	кто лучше	1	1
914	в образе	6	1
915	много лет	1	1
916	в текстах	1	1
917	же мне	1	1
918	то она	1	1
919	сказано ниже	1	1
920	и моральной	1	1
921	деле в	1	1
922	до известной	1	1
923	т д	60	1
924	главным образом	5	1
925	дому и	1	1
926	мы еще	1	1
927	если только	1	1
928	собой то	1	1
929	только о	1	1
930	тот же	1	1
931	другого и	2	1
932	действующего лица	1	1
933	с того	3	1
934	в другое	1	1
935	указанием на	1	1
936	или другой	2	1
937	образом такая	1	1
938	его можно	1	1
939	с просьбой	3	1
940	к началу	4	1
941	героя при	1	1
942	об их	1	1
943	служит в	1	1
944	простейший пример	1	1
945	постольку поскольку	1	1
946	но на	1	1
947	что ему	1	1
948	и многие	1	1
949	которым он	1	1
950	со мной	1	1
951	из дома	9	1
952	ничем не	2	1
953	так как	20	1
954	чрезвычайно многообразна	1	1
955	многих других	2	1
956	может не	2	1
957	вперед и	1	1
958	ряд других	2	1
959	того как	2	1
960	в первый	1	1
961	всего мира	1	1
962	иных форм	1	1
963	на что	1	1
964	внешний облик	1	1
965	все подробности	1	1
966	как за	2	1
967	для данной	1	1
968	например может	2	1
969	ее в	3	1
970	где он	1	1
971	в полном	1	1
972	нет это	1	1
973	что каждый	1	1
974	к месту	3	1
975	слова не	1	1
976	сходным образом	1	1
977	видим не	1	1
978	отступление от	1	1
979	в церковь	1	1
980	под дождем	1	1
981	что ни	2	1
982	зависеть от	1	1
983	за этим	1	1
984	и где	1	1
985	и которая	1	1
986	но впоследствии	1	1
987	она собой	1	1
988	как нечто	1	1
989	со двора	1	1
990	является непосредственным	1	1
991	что вполне	1	1
992	очень много	2	1
993	случае не	4	1
994	нас к	1	1
995	случаях когда	2	1
996	о случившемся	1	1
997	говорят о	1	1
998	а их	1	1
999	для героев	1	1
1000	и устанавливая	1	1
1001	противном случае	1	1
1002	и со	1	1
1003	остановимся на	1	1
1004	из дому	3	1
1005	не исключает	2	1
1006	нисколько не	1	1
1007	на его	5	1
1008	для героя	3	1
1009	с другом	1	1
1010	вследствие чего	1	1
1011	то можно	5	1
1012	а он	1	1
1013	чего в	1	1
1014	и представляют	2	1
1015	как результат	1	1
1016	и сестры	1	1
1017	вопрос не	2	1
1018	еще до	1	1
1019	случай в	2	1
1020	предположить что	1	1
1021	поскольку это	1	1
1022	обычно в	2	1
1023	может иметь	1	1
1024	том случае	3	1
1025	не бытовая	1	1
1026	то какое	1	1
1027	здесь следует	1	1
1028	же с	1	1
1029	тут и	1	1
1030	с самого	1	1
1031	узнает о	3	1
1032	и героев	1	1
1033	случае если	2	1
1034	более общих	1	1
1035	отдельные детали	1	1
1036	в самых	2	1
1037	данное понятие	1	1
1038	так называемой	1	1
1039	строится как	1	1
1040	их возраст	1	1
1041	материал для	1	1
1042	здесь можно	5	1
1043	уже только	1	1
1044	после ухода	1	1
1045	он обращается	1	1
1046	его реакции	1	1
1047	дочь и	2	1
1048	вопрос как	3	1
1049	в лесу	2	1
1050	ведь и	1	1
1051	мы должны	3	1
1052	на другое	1	1
1053	о первичности	2	1
1054	но она	1	1
1055	и их	3	1
1056	что данный	1	1
1057	оказывается что	1	1
1058	героя его	1	1
1059	конечно в	1	1
1060	у кого	1	1
1061	за спиной	1	1
1062	в нашей	1	1
1063	функции могут	2	1
1064	уже видели	2	1
1065	отличать от	1	1
1066	этих случаях	15	1
1067	или как	1	1
1068	как то	2	1
1069	чем является	1	1
1070	в самостоятельный	1	1
1071	их по	4	1
1072	дело обстоит	1	1
1073	чем они	1	1
1074	генерал или	1	1
1075	решается на	1	1
1076	в плане	1	1
1077	и много	1	1
1078	на других	1	1
1079	все содержание	1	1
1080	русской в	1	1
1081	благодаря этому	3	1
1082	целая система	1	1
1083	жены и	1	1
1084	же можно	3	1
1085	в голову	1	1
1086	все еще	3	1
1087	из другой	3	1
1088	в начальной	2	1
1089	же может	2	1
1090	является ли	1	1
1091	надо было	1	1
1092	может и	1	1
1093	не удалось	1	1
1094	однако все	2	1
1095	хотя они	2	1
1096	и совершенно	1	1
1097	в лице	1	1
1098	невозможно да	1	1
1099	по саду	1	1
1100	есть не	1	1
1101	совершается в	2	1
