N	2gram	Ircho_Kome	Freidism
243	не так	1	3
244	для всех	5	3
245	до сих	3	3
246	и очень	2	3
247	и при	1	3
248	освободиться от	1	3
249	это уже	2	3
250	связанное с	1	3
251	о которой	1	3
252	утверждает что	1	3
253	для них	2	3
254	в результате	5	3
255	и тот	1	3
256	в них	7	3
257	в основу	1	3
258	и даже	5	3
259	сил и	1	3
260	все его	1	3
261	их в	1	3
262	не делает	1	3
263	к его	3	3
264	жизни в	1	3
265	приводит к	1	3
266	жизни к	1	3
267	на этой	1	3
268	он был	4	3
269	этот период	1	3
270	на основе	1	3
271	между двумя	1	3
272	в одном	10	3
273	сил в	1	3
274	в совершенно	1	3
275	он дает	1	3
276	уже в	9	3
277	как на	2	3
278	из наиболее	2	3
279	сильное влияние	1	3
280	на две	3	3
281	найдем в	1	3
282	тем же	2	3
283	в нашем	2	3
284	находится в	2	3
285	о том	12	3
286	во всей	1	3
287	в сознании	4	3
288	на этот	5	3
289	всего к	1	3
290	преобладание в	1	3
291	из него	1	3
292	того же	4	3
293	выражение и	1	3
294	не найдем	1	3
295	представления и	1	3
296	бы то	4	3
297	мир в	1	3
298	они не	1	3
299	к человеку	2	3
300	жизни так	2	3
301	к себе	1	3
302	не без	1	3
303	и этим	1	3
304	отцом и	1	3
305	у нас	3	3
306	и притом	2	3
307	от всех	1	3
308	этого не	1	3
309	наших дней	1	3
310	одним из	3	3
311	не больше	1	3
312	на себя	5	3
313	такой же	2	3
314	не остается	1	3
315	является по	1	3
316	и как	3	3
317	и она	1	3
318	и сам	5	3
319	на все	3	3
320	и являются	1	3
321	и следовательно	2	3
322	в условиях	1	3
323	же касается	1	3
324	которой он	2	3
325	и таким	2	3
326	сих пор	3	3
327	этих двух	1	3
328	сказать и	1	3
329	и тех	1	3
330	в г	28	3
331	в самых	1	3
332	между тем	9	3
333	в какой	2	3
334	в искусстве	1	3
335	когда он	1	3
336	не приходится	1	3
337	и является	1	3
338	и ни	1	3
339	конечно в	1	3
340	ведь мы	2	3
341	себя в	2	3
342	бы он	1	3
343	них не	1	3
344	и от	2	3
345	периода в	1	3
346	чаще всего	3	3
347	формы и	1	3
348	нуждается в	2	3
349	сказать о	2	3
350	а как	1	3
351	независимо от	5	3
352	в эпоху	1	3
353	если это	2	3
354	на это	3	3
355	однако и	1	2
356	и другие	3	2
357	этому времени	3	2
358	случае в	1	2
359	и этот	1	2
360	опирается на	1	2
361	учением о	1	2
362	выводу что	1	2
363	к этой	1	2
364	которые он	3	2
365	очень много	1	2
366	его с	2	2
367	которых мы	2	2
368	для себя	2	2
369	человек может	1	2
370	и их	3	2
371	по всему	3	2
372	в применении	1	2
373	воспоминания о	1	2
374	из которых	5	2
375	в науке	1	2
376	из того	2	2
377	нас в	3	2
378	правда в	3	2
379	в отношении	6	2
380	же что	1	2
381	в я	1	2
382	в первом	2	2
383	но все	4	2
384	жизнь в	1	2
385	содержание и	1	2
386	теми же	1	2
387	в оно	2	2
388	из всего	2	2
389	отношения к	1	2
390	в мире	3	2
391	и они	1	2
392	они и	1	2
393	приходит в	1	2
394	меньшей мере	2	2
395	явлением в	1	2
396	что таким	1	2
397	только для	1	2
398	не имеет	1	2
399	отличается от	1	2
400	да и	5	2
401	ли он	1	2
402	от всей	1	2
403	нет в	1	2
404	не входит	1	2
405	в дальнейшем	1	2
406	художественный образ	2	2
407	бы и	1	2
408	вопрос о	5	2
409	ст в	2	2
410	отсюда и	1	2
411	в течение	5	2
412	одной стороны	5	2
413	относится к	2	2
414	благодаря тому	1	2
415	представляет собой	1	2
416	у самого	1	2
417	время в	1	2
418	и уже	2	2
419	и теперь	3	2
420	или может	2	2
421	значение для	1	2
422	в различных	1	2
423	от других	1	2
424	у других	4	2
425	превращается в	1	2
426	той социальной	1	2
427	еще более	2	2
428	не заметил	1	2
429	без труда	1	2
430	никаких оснований	1	2
431	в глаза	1	2
432	же самое	2	2
433	всего этого	2	2
434	с другой	7	2
435	в отличие	3	2
436	которого они	1	2
437	заметить что	1	2
438	мог бы	3	2
439	и во	4	2
440	только одна	1	2
441	только при	3	2
442	то она	1	2
443	не имели	1	2
444	воли и	1	2
445	только его	1	2
446	по меньшей	2	2
447	скрыть от	1	2
448	были в	2	2
449	друг друга	2	2
450	бы в	3	2
451	этот основной	1	2
452	подойти к	1	2
453	жизни но	1	2
454	которую можно	2	2
455	и служит	1	2
456	своему содержанию	1	2
457	с одной	5	2
458	вполне понятно	1	2
459	такого рода	6	2
460	в состоянии	3	2
461	еще больше	1	2
462	только часть	1	2
463	ни было	4	2
464	ее объектом	1	2
465	такое же	1	2
466	для своего	2	2
467	от начала	1	2
468	о нем	1	2
469	и сама	1	2
470	в качестве	8	2
471	эта часть	1	2
472	в следующем	4	2
473	в их	6	2
474	мировоззрения и	1	2
475	является чем-то	1	2
476	а на	2	2
477	материал для	2	2
478	отказаться от	2	2
479	ее от	1	2
480	как по	2	2
481	а также	5	2
482	будто бы	2	2
483	цитаты из	2	2
484	для развития	1	2
485	в конце	7	2
486	ясно что	9	2
487	он в	1	2
488	также в	3	2
489	эти три	1	2
490	если и	1	2
491	же как	3	2
492	рядом с	1	2
493	этих явлений	1	2
494	сознания как	1	2
495	следовательно и	1	2
496	к своему	1	2
497	от этого	2	2
498	о которых	6	2
499	это было	5	2
500	применении к	1	2
501	должен быть	1	2
502	в эту	2	2
503	в одной	1	2
504	все тот	1	2
505	ко всему	2	2
506	а с	1	2
507	же из	1	2
508	составных частей	1	2
509	не укладывается	1	2
510	отличие от	4	2
511	а его	1	2
512	в поле	4	2
513	этого ряда	1	2
514	ли это	2	2
515	его не	1	2
516	также и	1	2
517	обстоит дело	1	2
518	к этим	3	2
519	объясняется и	1	2
520	и тем	2	2
521	можно сделать	3	2
522	за ними	1	2
523	всех других	1	2
524	и та	1	2
525	не следует	2	2
526	этом смысле	2	2
527	к которой	1	2
528	первого и	2	2
529	на всю	3	2
530	более подробном	1	2
531	и поэтому	2	2
532	или вовсе	3	2
533	в книге	1	2
534	всех сторон	1	2
535	речь и	1	2
536	даже если	3	2
537	все остальное	1	2
538	образом в	2	2
539	или иной	1	2
540	или другими	1	2
541	всю жизнь	1	2
542	но если	4	2
543	говорить об	1	2
544	из этого	2	2
545	там где	1	2
546	ничуть не	3	2
547	то в	1	2
548	конце концов	4	2
549	чтобы не	1	2
550	три года	2	2
551	как для	1	2
552	даже самых	2	2
553	мира в	5	2
554	не к	2	2
555	быть даже	2	1
556	только их	1	1
557	в особенности	1	1
558	в отношения	1	1
559	к сожалению	2	1
560	во всем	1	1
561	находим в	2	1
562	они являются	1	1
563	всех отношениях	1	1
564	аналогии с	2	1
565	всего это	1	1
566	факты из	1	1
567	философии и	2	1
568	не нашел	1	1
569	в содержании	1	1
570	несомненно что	1	1
571	в защиту	1	1
572	человеческой личности	1	1
573	оно все	1	1
574	по существу	1	1
575	в настоящем	2	1
576	ни малейшего	2	1
577	мы найдем	4	1
578	можно говорить	1	1
579	и здесь	6	1
580	та же	1	1
581	первые годы	1	1
582	углу комнаты	1	1
583	концы с	1	1
584	необходимость его	1	1
585	этих событий	1	1
586	в углу	1	1
587	то есть	1	1
588	находясь в	1	1
589	исходя из	1	1
590	говорить в	1	1
591	судить о	1	1
592	классического периода	1	1
593	почти не	2	1
594	г два	1	1
595	познания и	1	1
596	до него	1	1
597	на ее	2	1
598	и вслед	1	1
599	или по	3	1
600	теперь в	2	1
601	дело с	3	1
602	любовь к	1	1
603	до самого	3	1
604	и дает	2	1
605	даже в	3	1
606	в идеологическом	1	1
607	другой пример	1	1
608	сделать заключение	1	1
609	из всех	2	1
610	что отец	1	1
611	а у	3	1
612	реальной жизни	1	1
613	думаю что	2	1
614	они выходят	1	1
615	что основной	1	1
616	в разных	1	1
617	отношении к	1	1
618	и роль	1	1
619	человек есть	1	1
620	высказывания уже	1	1
621	однако еще	1	1
622	в другой	1	1
623	а затем	4	1
624	в область	1	1
625	сцене и	1	1
626	интерес к	2	1
627	намека на	1	1
628	остановиться на	2	1
629	к выводу	2	1
630	течений в	1	1
631	его от	1	1
632	в широких	2	1
633	только за	1	1
634	организмов в	1	1
635	поэтому она	1	1
636	его собственный	1	1
637	вкратце остановиться	1	1
638	человека во	1	1
639	целом ряде	1	1
640	с собой	2	1
641	них почти	1	1
642	перемены в	1	1
643	и эти	1	1
644	в рамки	1	1
645	каком контексте	1	1
646	такого же	1	1
647	должен был	1	1
648	от их	1	1
649	частый в	1	1
650	чтобы в	1	1
651	что нет	1	1
652	ко всем	1	1
653	социальных отношений	1	1
654	в борьбе	1	1
655	не более	2	1
656	время как	6	1
657	на которых	1	1
658	этой цели	3	1
659	до войны	1	1
660	представляется ему	1	1
661	путем и	1	1
662	жизни от	1	1
663	на такой	1	1
664	каким образом	1	1
665	основы для	1	1
666	в мыслях	1	1
667	в ходу	1	1
668	границу между	1	1
669	тем что	5	1
670	более широкие	1	1
671	недавно умершего	1	1
672	еще с	1	1
673	она является	1	1
674	и начало	1	1
675	уже на	1	1
676	то время	8	1
677	представление о	3	1
678	и социальная	1	1
679	выражено в	1	1
680	например в	1	1
681	с тем	5	1
682	представители этого	1	1
683	ни до	1	1
684	там же	4	1
685	к самому	1	1
686	с такими	1	1
687	что по	3	1
688	ли не	8	1
689	комическое впечатление	1	1
690	выходят за	1	1
691	не приводит	1	1
692	что иное	1	1
693	был первым	1	1
694	конфликты в	1	1
695	категории к	1	1
696	и т	11	1
697	не что	1	1
698	сомневаться в	3	1
699	воля отца	1	1
700	бы не	1	1
701	становится ясным	1	1
702	самого конца	3	1
703	так называемая	1	1
704	сравнению с	1	1
705	наконец о	1	1
706	своего отца	1	1
707	в душу	1	1
708	в это	3	1
709	на мать	1	1
710	для их	3	1
711	них в	1	1
712	подходить к	1	1
713	у нашего	1	1
714	из области	2	1
715	к той	1	1
716	и нет	1	1
717	г в	5	1
718	которое делает	1	1
719	это был	1	1
720	заинтересованность и	1	1
721	заключение что	1	1
722	его мать	1	1
723	природы в	1	1
724	бросается в	1	1
725	нам не	1	1
726	знаем и	1	1
727	ответить на	1	1
728	на три	1	1
729	шире и	1	1
730	похож на	1	1
731	он поставил	1	1
732	из других	3	1
733	было в	1	1
734	знаем о	1	1
735	то это	3	1
736	внутри самой	1	1
737	эти чувства	1	1
738	более ранних	1	1
739	после того	3	1
740	не имеют	1	1
741	в динамике	1	1
742	внимательно следивший	1	1
743	со всех	1	1
744	для выработки	1	1
745	и заставляет	1	1
746	даже и	1	1
747	мы достаточно	1	1
748	то и	3	1
749	силами и	1	1
750	нашего века	3	1
751	он еще	1	1
752	в противоположность	2	1
753	говорить не	1	1
754	в моменты	1	1
755	за отказ	1	1
756	наконец в	3	1
757	по сравнению	1	1
758	общей форме	1	1
759	быть не	1	1
760	и другой	1	1
761	современной ему	1	1
762	миф о	1	1
763	не допускать	1	1
764	а может	1	1
765	и тогда	1	1
766	не отражает	1	1
767	в современном	1	1
768	окажется что	1	1
769	от трагедии	1	1
770	в руках	4	1
771	узнаем о	1	1
772	обойтись без	1	1
773	развития и	1	1
774	последнее слово	1	1
775	но уже	1	1
776	и больше	1	1
777	именно на	2	1
778	только один	2	1
779	об отношении	2	1
780	ряд с	1	1
781	между отдельными	1	1
782	к своим	1	1
783	в которую	1	1
784	один за	1	1
785	борьбе с	1	1
786	может служить	2	1
787	за собой	3	1
788	какую бы	1	1
789	и когда	1	1
790	приходит к	1	1
791	и наиболее	1	1
792	людей и	1	1
793	целый ряд	2	1
794	времени и	2	1
795	они с	2	1
796	и внутренней	3	1
797	и находит	1	1
798	сделать вывод	2	1
799	упадка и	1	1
800	в форму	2	1
801	следивший за	1	1
802	всех без	1	1
803	же его	1	1
804	действия и	1	1
805	так называемых	3	1
806	всегда и	1	1
807	друг на	1	1
808	и формы	2	1
809	но ни	1	1
810	и там	1	1
811	и еще	5	1
812	между людьми	2	1
813	эти факты	1	1
814	влияния в	1	1
815	утверждал что	1	1
816	цитате из	1	1
817	пародия на	1	1
818	тезис о	1	1
819	по которой	1	1
820	таких случаев	1	1
821	затем в	2	1
822	в контексте	1	1
823	в самую	1	1
824	и одинаково	1	1
825	пытаясь использовать	1	1
826	всех остальных	2	1
827	определенной тенденции	1	1
828	обстояло дело	1	1
829	одной из	6	1
830	следующим образом	1	1
831	а между	1	1
832	форме не	1	1
833	сущности и	1	1
834	производит на	1	1
835	к которому	4	1
836	с нею	1	1
837	и идеологические	1	1
838	быть осуществлен	1	1
839	же она	2	1
840	политической жизни	1	1
841	деятельности человека	1	1
842	лучше всего	1	1
843	ознакомлении с	1	1
844	следует упускать	1	1
845	том же	1	1
846	не умеет	1	1
847	его для	1	1
848	он может	1	1
849	к целому	1	1
850	который в	2	1
851	этого слова	1	1
852	вероятно уже	1	1
853	именно с	1	1
854	однако в	4	1
855	ко всей	1	1
856	от них	3	1
857	перед нами	1	1
858	культурной жизни	1	1
859	коем случае	1	1
860	что даже	1	1
861	каким был	1	1
862	с концами	1	1
863	у них	1	1
864	же мотивы	1	1
865	в пользу	3	1
866	нет никаких	1	1
867	по-видимому совершенно	1	1
868	только потому	2	1
869	не мог	4	1
870	отсюда у	1	1
871	к ее	2	1
872	так у	1	1
873	отцу в	1	1
874	него не	1	1
875	основная мысль	1	1
876	этом же	2	1
877	стороны он	1	1
878	который они	1	1
879	прибегает к	1	1
880	два основных	1	1
881	ли эта	1	1
882	римской империи	2	1
883	гораздо более	2	1
884	которое следует	1	1
885	намек на	1	1
886	ближе к	1	1
887	об их	1	1
888	им как	1	1
889	не боясь	1	1
890	оно в	1	1
891	что они	4	1
892	относилась к	1	1
893	не зная	1	1
894	или к	2	1
895	и политическая	1	1
896	и он	1	1
897	чтобы с	2	1
898	ему в	2	1
899	то оно	1	1
900	и основательно	1	1
901	нет ни	1	1
902	от его	1	1
903	в коем	1	1
904	пришли к	1	1
905	похожи на	2	1
906	это сходство	1	1
907	сыном или	1	1
908	на вопрос	1	1
909	наиболее ярких	2	1
910	борьба и	1	1
911	три направления	1	1
912	широких кругах	2	1
913	нас не	2	1
914	второй половине	3	1
915	чем на	2	1
916	собой в	2	1
917	конечно снова	1	1
918	мы ничего	1	1
919	ненависть к	1	1
920	трагедии в	3	1
921	внимание на	1	1
922	чувствовать себя	1	1
923	вывод что	3	1
924	начала и	1	1
925	а вместо	1	1
926	упускать из	1	1
927	его себе	1	1
928	проявляется в	1	1
929	и чрезвычайно	1	1
930	внешней и	3	1
931	бы на	1	1
932	обычно не	1	1
933	и новой	4	1
934	хотя и	6	1
935	культуры на	1	1
936	в хронологическом	3	1
937	и выявляется	1	1
938	многое в	1	1
939	со своим	6	1
940	из своих	1	1
941	богатство и	1	1
942	целые группы	1	1
943	и один	1	1
944	смысле этого	1	1
945	слово в	1	1
946	не знаем	1	1
947	участие в	4	1
948	вытекает из	1	1
949	отцом в	1	1
950	для его	1	1
951	читателю в	1	1
952	как единственного	1	1
953	в виде	3	1
954	и постоянно	1	1
955	творчества из	1	1
956	однако не	2	1
957	один пример	1	1
958	критики и	1	1
959	же не	2	1
960	зрения у	1	1
961	этого рода	2	1
962	или в	5	1
963	у более	1	1
964	в свои	4	1
965	что к	2	1
966	не говорит	1	1
967	что его	1	1
968	именно ему	1	1
969	№ и	2	1
970	является как	1	1
971	которые как	1	1
972	и эта	1	1
973	чистую монету	1	1
974	отношений к	1	1
975	там и	1	1
976	по адресу	18	1
977	и новых	1	1
978	о смерти	1	1
979	отдельных психических	1	1
980	на характер	1	1
981	или хотя	1	1
982	плане в	1	1
983	период от	1	1
984	ссылки на	1	1
985	ведь он	1	1
986	мира а	1	1
987	с той	2	1
988	и без	3	1
989	доводам и	1	1
990	как видим	2	1
991	долгое время	1	1
992	поведения и	1	1
993	и вовсе	3	1
994	по смыслу	1	1
995	эти две	1	1
996	двух главах	1	1
997	имеется в	1	1
998	при таком	1	1
999	меньше всего	3	1
1000	мира и	1	1
1001	заимствованные из	1	1
1002	находит выражение	1	1
1003	на события	1	1
1004	можно только	1	1
1005	примеров этого	1	1
1006	за другим	1	1
1007	не на	1	1
1008	сходство не	1	1
1009	служит для	1	1
1010	что исторический	1	1
1011	в двух	6	1
1012	в первые	2	1
1013	точек зрения	2	1
1014	и это	3	1
1015	в каждой	1	1
1016	до того	1	1
1017	не принимает	1	1
1018	частной жизни	1	1
1019	на себе	1	1
1020	особенно в	1	1
1021	как результат	1	1
1022	нельзя не	2	1
1023	тем более	1	1
1024	не все	2	1
1025	а из	2	1
1026	вмешивается в	1	1
1027	не был	1	1
1028	но конечно	1	1
1029	той или	1	1
1030	чтобы понять	1	1
1031	и власть	1	1
1032	жизнь и	2	1
1033	культуры эти	1	1
1034	иметь в	1	1
1035	приобщиться к	1	1
1036	наиболее яркое	1	1
1037	в русской	1	1
1038	в каждом	2	1
1039	не говоря	4	1
1040	на те	2	1
1041	говорит он	1	1
1042	предположить что	1	1
1043	того или	1	1
1044	небо от	1	1
1045	материалом для	1	1
1046	поэтому и	1	1
1047	слов или	1	1
1048	это конечно	1	1
1049	за то	4	1
1050	и других	7	1
1051	а к	2	1
1052	прошлого с	1	1
1053	тут и	1	1
1054	первая часть	1	1
1055	действия в	1	1
1056	при чтении	1	1
1057	относящихся к	1	1
1058	надо было	3	1
1059	уже явно	1	1
1060	г №	2	1
1061	связи с	3	1
1062	в философии	2	1
1063	молодой человек	9	1
1064	в наше	1	1
1065	через всю	1	1
1066	все остальные	3	1
1067	первая половина	1	1
1068	так называемой	3	1
1069	но при	1	1
1070	так мы	1	1
1071	здесь она	1	1
1072	зрения в	1	1
1073	и почти	1	1
1074	и необходимость	1	1
1075	который мы	1	1
1076	как уже	1	1
1077	т д	4	1
1078	ту же	2	1
1079	тому как	1	1
1080	не по	5	1
1081	к новым	1	1
1082	при ознакомлении	1	1
1083	оснований для	1	1
1084	золотого века	5	1
1085	широких кругов	1	1
1086	идей и	1	1
1087	на чем	2	1
1088	всей этой	1	1
1089	но зато	1	1
1090	более серьезной	1	1
1091	из мира	1	1
1092	г во	1	1
1093	от которых	1	1
1094	реакции на	2	1
1095	от отца	1	1
1096	не с	1	1
1097	что эта	1	1
1098	пор не	1	1
1099	как он	2	1
1100	отказ от	1	1
1101	в тех	5	1
1102	время когда	2	1
1103	от земли	1	1
1104	можно было	5	1
1105	в форме	2	1
1106	составная часть	1	1
1107	себя на	1	1
1108	было еще	1	1
1109	в начале	7	1
1110	говоря о	1	1
1111	сами эти	1	1
1112	еще в	9	1
1113	три основных	1	1
1114	и хотя	4	1
1115	даже не	4	1
1116	вот в	1	1
1117	можно найти	2	1
1118	говорили что	1	1
1119	своем поведении	1	1
1120	большого числа	1	1
1121	и всех	1	1
1122	они могут	1	1
1123	могла бы	2	1
1124	рассматривать как	1	1
1125	начала до	1	1
1126	значение и	1	1
1127	занимает в	1	1
1128	или еще	1	1
1129	о ней	1	1
1130	но всегда	1	1
1131	его материального	1	1
1132	ни одной	3	1
1133	тем как	2	1
1134	которое производит	1	1
1135	и очевидно	1	1
1136	противоестественным что	1	1
1137	основанное на	1	1
1138	со своими	1	1
1139	конца и	1	1
1140	которой можно	1	1
1141	недоверие к	1	1
1142	одного из	7	1
1143	именно та	1	1
1144	впечатление которое	1	1
1145	культуры и	1	1
1146	и признание	1	1
1147	конкретным материалом	1	1
1148	что во	1	1
1149	и самого	3	1
1150	уже при	1	1
1151	все больше	1	1
1152	наиболее полной	1	1
1153	друг другу	2	1
1154	и каждый	1	1
1155	которые в	3	1
1156	этим же	2	1
1157	обеих сторон	1	1
1158	но прежде	1	1
1159	всем том	2	1
1160	которое мы	1	1
1161	необходимо вкратце	1	1
1162	о других	1	1
1163	мысль в	1	1
1164	это дает	1	1
1165	вызвать в	1	1
1166	по аналогии	1	1
1167	для каждого	1	1
1168	еще одно	1	1
1169	не замечать	1	1
1170	содержания и	2	1
1171	одном плане	1	1
1172	в первой	2	1
1173	роль играет	1	1
1174	отождествляется с	1	1
1175	расстаться с	1	1
1176	же в	7	1
1177	основная масса	1	1
1178	сведения о	2	1
1179	свои силы	1	1
1180	свидетельствуют о	1	1
1181	первого десятилетия	1	1
1182	как будто	3	1
1183	этой же	3	1
1184	на то	3	1
1185	бы ни	1	1
1186	каждому своему	1	1
1187	к ранним	1	1
1188	наиболее яркого	1	1
1189	же это	1	1
1190	здесь мы	3	1
1191	они так	1	1
1192	за чистую	1	1
1193	или иного	1	1
1194	может и	1	1
1195	их взаимоотношения	1	1
1196	себе как	1	1
1197	его времени	1	1
1198	и современные	2	1
1199	таким же	1	1
1200	нет не	1	1
1201	означает что	2	1
1202	в один	2	1
1203	каждого из	2	1
1204	в лице	2	1
1205	и особенно	7	1
1206	за счет	3	1
1207	что на	4	1
1208	годов нашего	1	1
1209	наше время	2	1
1210	поэтому мы	2	1
1211	иное как	1	1
1212	и моральное	1	1
1213	и самый	1	1
1214	в знаменитом	1	1
1215	являются наиболее	1	1
