N	2gram	Losev_Vlad	Literetu
152	как на	2	6
153	и он	7	6
154	у него	28	6
155	его в	3	6
156	не было	12	6
157	во всех	4	6
158	в каждом	1	6
159	было бы	7	6
160	с ее	1	6
161	то в	6	6
162	самом деле	1	6
163	как о	1	6
164	поэзии и	2	6
165	еще и	10	6
166	то и	3	6
167	одного из	1	6
168	и др	1	6
169	и то	13	6
170	что ему	1	6
171	том числе	1	6
172	в ней	5	6
173	далеко не	1	6
174	при всем	1	6
175	как будто	2	6
176	и только	1	6
177	и наконец	2	6
178	и к	10	5
179	самого себя	1	5
180	к этой	4	5
181	тех кто	2	5
182	в связи	9	5
183	личности с	2	5
184	во имя	1	5
185	мы с	4	5
186	хотя бы	5	5
187	в нашем	5	5
188	как я	2	5
189	он сам	3	5
190	свое собственное	1	5
191	том чтобы	4	5
192	должно быть	1	5
193	несмотря на	7	5
194	ни было	1	5
195	тем не	8	5
196	и за	3	5
197	к жизни	2	5
198	в себя	1	5
199	так что	13	5
200	все более	1	5
201	человеческого духа	1	5
202	в силу	1	5
203	в сущности	2	5
204	и одновременно	1	5
205	в россии	7	5
206	себя и	1	5
207	общего дела	2	5
208	не с	1	5
209	и если	8	5
210	быть не	1	5
211	без другого	1	5
212	так как	11	5
213	мы не	2	5
214	в литературе	1	5
215	как у	3	5
216	что и	6	5
217	но с	1	5
218	но уже	3	5
219	на свете	1	5
220	владимира соловьева	4	5
221	как он	4	5
222	место в	2	5
223	все еще	1	5
224	не к	2	5
225	которая в	1	4
226	вл соловьева	278	4
227	не исключают	1	4
228	но тем	1	4
229	в них	5	4
230	из стихотворений	1	4
231	с тем	4	4
232	в природе	1	4
233	жизни к	1	4
234	во всяком	8	4
235	то это	4	4
236	духовной жизни	1	4
237	для того	4	4
238	в руках	1	4
239	только на	3	4
240	за собой	1	4
241	не вполне	3	4
242	перед ним	1	4
243	как мы	17	4
244	я с	1	4
245	него не	4	4
246	под названием	5	4
247	во всей	1	4
248	к этому	11	4
249	не мог	10	4
250	бы то	2	4
251	хотя и	9	4
252	для своего	2	4
253	этой книге	1	4
254	что его	8	4
255	себе и	2	4
256	в сторону	1	4
257	на этом	3	4
258	ту же	1	4
259	то ни	2	4
260	и что	11	4
261	за пределы	3	4
262	годов в	2	4
263	но без	1	4
264	общего с	1	4
265	к своему	4	4
266	и есть	2	4
267	можно сказать	10	4
268	из этого	6	4
269	на рубеже	1	4
270	на жизнь	1	4
271	жизни а	1	4
272	о которой	3	4
273	сводится к	1	4
274	со всеми	1	4
275	от своего	2	4
276	и все	8	4
277	отношения к	4	4
278	никем не	1	4
279	знает что	1	4
280	нет ничего	1	4
281	ни к	2	4
282	совершенно не	2	4
283	то он	7	4
284	тех же	3	4
285	и выше	1	4
286	более чем	1	4
287	в свою	3	4
288	на том	1	4
289	со всей	1	4
290	каждый из	1	4
291	одной из	2	4
292	жизнь как	1	4
293	но это	6	4
294	таким образом	6	4
295	жизни не	1	4
296	в формах	1	4
297	как к	4	4
298	со мной	1	4
299	свидетельствует о	3	4
300	и вот	5	4
301	для нас	9	4
302	этом в	2	4
303	в г	2	4
304	и прежде	1	4
305	на его	7	4
306	для которого	1	4
307	вовсе не	8	4
308	ко всему	4	4
309	жизненный путь	1	4
310	не могу	2	4
311	во второй	3	4
312	а по	3	4
313	на то	7	4
314	все что	2	3
315	в душе	1	3
316	мы и	4	3
317	всю ночь	2	3
318	же и	1	3
319	о чем	6	3
320	мысли и	5	3
321	всем и	1	3
322	же году	2	3
323	в этих	5	3
324	по себе	3	3
325	к тебе	1	3
326	мысль о	1	3
327	мира и	1	3
328	нам представляется	3	3
329	и того	1	3
330	со своей	5	3
331	вопрос о	1	3
332	он был	20	3
333	во многих	2	3
334	времени в	2	3
335	жизни по	2	3
336	становится для	1	3
337	так же	4	3
338	свою очередь	2	3
339	было сказано	2	3
340	и еще	3	3
341	из трех	3	3
342	который в	1	3
343	с ним	10	3
344	не просто	1	3
345	крайней мере	1	3
346	жизни с	2	3
347	говорить о	1	3
348	поскольку в	3	3
349	именно так	2	3
350	этой же	1	3
351	что такое	3	3
352	а с	5	3
353	отношения между	1	3
354	а за	3	3
355	не есть	4	3
356	и перед	1	3
357	в чем	4	3
358	а для	1	3
359	всех своих	2	3
360	но как	6	3
361	для его	2	3
362	как сам	1	3
363	но только	3	3
364	вот в	1	3
365	же это	1	3
366	в историческом	1	3
367	над ним	1	3
368	в москве	13	3
369	не раз	5	3
370	писал в	1	3
371	т п	1	3
372	он в	4	3
373	что для	5	3
374	его личности	2	3
375	и от	6	3
376	путь и	1	3
377	те кто	1	3
378	я люблю	1	3
379	себе как	1	3
380	в особенности	4	3
381	не так	1	3
382	взгляд на	4	3
383	в столь	1	3
384	за ним	1	3
385	сказано в	1	3
386	если в	1	3
387	во время	4	3
388	на страницах	1	3
389	ним и	1	3
390	со второй	1	3
391	это уже	1	3
392	из которых	1	3
393	в отношении	5	3
394	и вполне	4	3
395	себе не	2	3
396	не на	1	3
397	если не	4	3
398	в годы	2	3
399	если бы	2	3
400	с ней	3	3
401	из тех	1	3
402	и т	3	3
403	они не	1	3
404	не имеет	2	3
405	да и	6	3
406	в итоге	1	3
407	всей своей	2	3
408	ничего общего	1	3
409	своей жизни	5	3
410	по крайней	1	3
411	я говорю	1	3
412	бы и	1	3
413	того чтобы	4	3
414	относится к	1	3
415	на два	1	3
416	из его	6	3
417	и тогда	1	3
418	тех пор	2	3
419	и уже	1	3
420	не могло	2	3
421	отношении к	2	3
422	о своем	3	3
423	и до	4	3
424	в истории	4	3
425	еще один	2	3
426	такие как	1	3
427	а во	1	3
428	как например	1	3
429	и а	2	3
430	что же	11	3
431	в этот	5	3
432	том же	4	3
433	здесь не	6	3
434	всяком случае	8	3
435	не будучи	1	3
436	тот же	7	3
437	ничего не	4	3
438	на языке	1	3
439	ни с	6	3
440	исторической жизни	1	3
441	сколько в	1	3
442	жизни здесь	1	3
443	мы сами	3	3
444	о нем	9	3
445	ее в	1	3
446	из своих	1	3
447	на самом	1	3
448	все равно	1	3
449	а на	1	3
450	этого не	2	3
451	на нее	1	3
452	дело в	7	3
453	а то	2	3
454	в действительности	1	3
455	в какой	1	3
456	этой цели	1	3
457	и вовсе	1	3
458	я стал	1	3
459	все эти	6	3
460	но по	2	3
461	за его	1	3
462	и потому	8	3
463	а к	24	3
464	он говорит	2	3
465	как уже	2	3
466	также и	13	3
467	не по	2	3
468	когда он	6	3
469	только то	1	3
470	еще на	3	3
471	же самое	1	3
472	отношение к	7	3
473	и о	6	3
474	есть не	1	3
475	в той	2	2
476	во всем	4	2
477	от него	3	2
478	для меня	8	2
479	об отношении	1	2
480	можно и	1	2
481	в свое	6	2
482	всей жизни	4	2
483	было его	1	2
484	а вот	3	2
485	время не	1	2
486	потому не	1	2
487	него в	4	2
488	например с	2	2
489	с по	1	2
490	представлений о	1	2
491	в результате	6	2
492	как было	2	2
493	чтобы в	1	2
494	быть названа	1	2
495	а напротив	1	2
496	подобного рода	1	2
497	у людей	1	2
498	и другим	1	2
499	я от	1	2
500	я из	1	2
501	что по	1	2
502	на эту	3	2
503	роль в	1	2
504	в обращении	1	2
505	в это	6	2
506	мир и	1	2
507	у достоевского	2	2
508	свою собственную	1	2
509	так например	3	2
510	отношением к	2	2
511	на первый	4	2
512	за то	2	2
513	сам же	1	2
514	полемика с	2	2
515	я вижу	1	2
516	в котором	10	2
517	по тем	1	2
518	для вас	2	2
519	поэт и	1	2
520	раз и	4	2
521	даже и	12	2
522	пор пока	2	2
523	только как	1	2
524	но даже	3	2
525	это его	1	2
526	еще оставался	1	2
527	его сердце	1	2
528	к своей	2	2
529	которая по	1	2
530	между двумя	1	2
531	одновременно он	1	2
532	приходит к	1	2
533	уже и	4	2
534	еще более	3	2
535	он писал	5	2
536	сила и	1	2
537	пока еще	2	2
538	утверждал что	1	2
539	самом начале	1	2
540	сказать что	14	2
541	для всей	1	2
542	и у	4	2
543	быть в	1	2
544	имеем дело	1	2
545	еще одна	1	2
546	тем более	4	2
547	году и	2	2
548	по поводу	15	2
549	и искусство	1	2
550	о ней	1	2
551	вне человеческого	1	2
552	гораздо более	1	2
553	возлагает на	1	2
554	к нему	6	2
555	только не	2	2
556	не зная	1	2
557	сравнении с	2	2
558	что у	4	2
559	и мы	6	2
560	нами не	1	2
561	на протяжении	1	2
562	это будет	1	2
563	внимание на	1	2
564	и всегда	4	2
565	первый раз	1	2
566	его основная	1	2
567	а и	1	2
568	по мнению	1	2
569	и сама	2	2
570	с другими	1	2
571	и притом	5	2
572	что вы	2	2
573	но он	7	2
574	все мое	2	2
575	xviii века	1	2
576	тому что	1	2
577	человек и	1	2
578	чего бы	1	2
579	и вместе	1	2
580	так сказать	2	2
581	же касается	8	2
582	людей в	2	2
583	это тоже	1	2
584	человека а	1	2
585	бы в	1	2
586	не был	6	2
587	и м	3	2
588	остается в	1	2
589	чтобы он	3	2
590	я должен	2	2
591	с какой	2	2
592	и весьма	2	2
593	кажется что	3	2
594	если б	1	2
595	на нем	1	2
596	но зато	2	2
597	одно и	1	2
598	себе на	1	2
599	в нас	4	2
600	и хотя	3	2
601	он пишет	5	2
602	как известно	2	2
603	целом и	1	2
604	слова из	1	2
605	что может	1	2
606	в общем	4	2
607	всю жизнь	4	2
608	поэтического творчества	1	2
609	автора как	1	2
610	и по	10	2
611	здесь мы	4	2
612	в него	1	2
613	случае это	1	2
614	где мы	1	2
615	в статье	2	2
616	однако и	1	2
617	романа с	1	2
618	та же	1	2
619	как с	1	2
620	им как	1	2
621	на почве	1	2
622	своего времени	2	2
623	и который	2	2
624	тогда когда	1	2
625	на первом	4	2
626	и при	2	2
627	и одно	1	2
628	была бы	1	2
629	со своим	5	2
630	что они	4	2
631	человек с	1	2
632	никак не	6	2
633	есть и	1	2
634	он на	1	2
635	что сам	3	2
636	для них	2	2
637	власти над	1	2
638	все то	1	2
639	борьба с	2	2
640	его собственная	1	2
641	легко и	1	2
642	одновременно с	2	2
643	от бога	1	2
644	если это	2	2
645	вас не	1	2
646	можно назвать	1	2
647	к его	5	2
648	с ними	2	2
649	в сравнении	2	2
650	при всех	1	2
651	перед нами	1	2
652	к той	2	2
653	свое время	7	2
654	было у	1	2
655	это и	2	2
656	он же	2	2
657	и более	1	2
658	в историю	1	2
659	не любил	3	2
660	в значительной	1	2
661	из этих	5	2
662	во мне	2	2
663	время в	4	2
664	на плечи	1	2
665	свое одиночество	1	2
666	с которой	2	2
667	и теперь	4	2
668	для нее	3	2
669	с чувством	1	2
670	к исторической	1	2
671	и об	1	2
672	он как	4	2
673	от других	1	2
674	так называемого	1	2
675	в обществе	1	2
676	им в	3	2
677	вот уже	1	2
678	но мы	3	2
679	нет и	2	2
680	ко всей	1	2
681	он все	2	2
682	то для	2	2
683	годов а	1	2
684	начиная с	3	2
685	из первых	1	2
686	общим делом	1	2
687	то как	2	2
688	от всякой	2	2
689	у них	2	2
690	чуть ли	1	2
691	жизни но	1	2
692	этом случае	1	2
693	ответ на	2	2
694	ему в	4	2
695	произведения как	2	2
696	на вопрос	2	2
697	богом и	2	2
698	второй половине	3	2
699	в первый	2	2
700	мы имеем	2	2
701	не для	1	2
702	ничего кроме	1	2
703	бы на	2	2
704	xix веке	1	2
705	писал что	1	2
706	и п	1	2
707	все той	1	2
708	по этому	3	2
709	в русском	2	2
710	раз в	1	2
711	что роман	1	2
712	говорил он	1	2
713	от всех	1	2
714	что к	3	2
715	этом не	3	2
716	чем он	1	2
717	согласно характеристике	1	2
718	впрочем не	5	2
719	и без	2	2
720	и следовало	1	2
721	в духовной	1	2
722	субъект и	1	2
723	другом месте	1	2
724	своего существования	1	2
725	к концу	7	2
726	в такой	1	2
727	пока не	2	2
728	вследствие чего	1	2
729	жил и	1	2
730	а он	2	2
731	жизнь и	3	2
732	и самого	2	2
733	в будущем	2	2
734	в полной	3	2
735	в таком	2	2
736	освобождения от	1	2
737	а как	1	2
738	до тех	2	2
739	она не	3	2
740	его не	2	2
741	дело не	3	2
742	что касается	6	2
743	не знаю	2	2
744	свобода и	1	2
745	к которой	2	2
746	с кем	1	2
747	собственно говоря	4	2
748	возвращении к	1	2
749	на это	2	2
750	последнее слово	1	2
751	эту тему	2	2
752	а скорее	1	2
753	со своими	4	2
754	для такого	1	2
755	этом и	2	2
756	бытия и	1	2
757	в эти	14	2
758	на слово	2	2
759	в лице	1	2
760	что на	2	2
761	к идее	1	2
762	еще несколько	1	1
763	индивидуальности и	1	1
764	всего это	1	1
765	был и	3	1
766	частности для	1	1
767	и мыслить	1	1
768	в настоящем	1	1
769	свой труд	1	1
770	он остановился	1	1
771	ней не	2	1
772	в момент	2	1
773	только что	2	1
774	глубоких и	1	1
775	в последнее	2	1
776	время она	1	1
777	в ноябре	4	1
778	которые не	1	1
779	и самому	1	1
780	за исключением	1	1
781	познания и	1	1
782	до него	1	1
783	мне что	1	1
784	сверх того	1	1
785	боролся с	1	1
786	дело с	2	1
787	с самим	2	1
788	к числу	2	1
789	и творческая	1	1
790	думаю что	1	1
791	о них	1	1
792	помочь ему	1	1
793	она уже	1	1
794	в пользу	1	1
795	для более	1	1
796	строго говоря	1	1
797	говорит о	1	1
798	что человек	1	1
799	длинные и	1	1
800	нас в	2	1
801	на нас	1	1
802	с той	1	1
803	ты не	1	1
804	из тупика	1	1
805	стихотворении с	1	1
806	требует от	1	1
807	в день	1	1
808	не меняет	1	1
809	в апреле	1	1
810	из многочисленных	2	1
811	которую он	6	1
812	же этой	1	1
813	более или	5	1
814	но все	3	1
815	годы когда	1	1
816	то было	1	1
817	и просто	3	1
818	всех такого	1	1
819	слова с	1	1
820	мной так	1	1
821	очень сильное	1	1
822	уже на	3	1
823	не пошел	1	1
824	к другим	1	1
825	этот наш	1	1
826	их в	3	1
827	притом в	1	1
828	который впрочем	1	1
829	работает в	1	1
830	о судьбе	1	1
831	себя к	2	1
832	слишком явное	1	1
833	на цыпочках	1	1
834	и сделал	1	1
835	и дела	1	1
836	прочим и	2	1
837	чувствовал себя	2	1
838	что писал	1	1
839	а а	7	1
840	и стал	3	1
841	всем его	1	1
842	всякого рода	3	1
843	уже был	1	1
844	в дальнейшем	10	1
845	с этим	3	1
846	в среду	1	1
847	разочарованием в	1	1
848	говорится о	1	1
849	лет назад	1	1
850	любви к	2	1
851	действительность в	1	1
852	ответить на	1	1
853	жизнь для	1	1
854	у такого	1	1
855	было в	1	1
856	не могли	2	1
857	что однако	1	1
858	его жизни	12	1
859	которой он	7	1
860	раз не	1	1
861	его забыть	1	1
862	жизнь а	1	1
863	но эти	1	1
864	платона и	3	1
865	вот почему	1	1
866	историческая драма	1	1
867	а после	1	1
868	отходит от	1	1
869	которых не	1	1
870	уже было	1	1
871	мы все	1	1
872	он всегда	2	1
873	но они	1	1
874	здоровья и	1	1
875	встречи с	1	1
876	кантом и	1	1
877	на миг	1	1
878	все в	1	1
879	шла о	1	1
880	и внешнее	1	1
881	тогда же	2	1
882	в различных	1	1
883	столь существенного	1	1
884	и когда	1	1
885	существу своему	1	1
886	лет спустя	1	1
887	конечно не	5	1
888	и те	1	1
889	не что	2	1
890	на духовное	1	1
891	от меня	1	1
892	и далее	1	1
893	что карамзин	1	1
894	году но	3	1
895	назревает новый	1	1
896	дело и	1	1
897	близость к	1	1
898	гартмана в	1	1
899	ней с	2	1
900	представляется что	1	1
901	убежден что	1	1
902	казалось что	2	1
903	вернуться к	1	1
904	письма где	1	1
905	однако эти	1	1
906	по которой	1	1
907	затем в	1	1
908	этих последних	1	1
909	наряду с	1	1
910	духа и	1	1
911	и говорил	2	1
912	и вместо	1	1
913	андрея и	1	1
914	на него	3	1
915	без того	1	1
916	впрочем как	1	1
917	достоевского но	2	1
918	от них	1	1
919	до какой	1	1
920	тут же	7	1
921	что даже	2	1
922	каким был	1	1
923	на котором	2	1
924	понятие о	1	1
925	на рожон	1	1
926	нас на	1	1
927	всего со	1	1
928	этом же	2	1
929	с первого	2	1
930	чувствовал что	1	1
931	те годы	3	1
932	у п	1	1
933	еще года	1	1
934	одно что	1	1
935	в человеческих	1	1
936	опере но	1	1
937	все мы	1	1
938	мне и	1	1
939	ты видишь	1	1
940	могли быть	1	1
941	которой я	1	1
942	влияние на	1	1
943	связь всего	1	1
944	в нынешнем	1	1
945	года уже	1	1
946	после того	2	1
947	здесь нет	1	1
948	но из	1	1
949	мертвых и	1	1
950	но отнюдь	1	1
951	в состоянии	1	1
952	что уже	1	1
953	о гораздо	1	1
954	к жене	1	1
955	мы знаем	5	1
956	мысли н	1	1
957	последний год	3	1
958	в стиле	1	1
959	соловьева поскольку	1	1
960	знакомых и	2	1
961	владимира мономаха	1	1
962	близким к	1	1
963	оказался в	2	1
964	страданий жизни	1	1
965	в тот	3	1
966	раннего детства	1	1
967	этой не	1	1
968	расхождение с	1	1
969	в следующем	3	1
970	не путем	1	1
971	чем в	2	1
972	или не	1	1
973	столько же	2	1
974	ушел он	1	1
975	в которой	8	1
976	не о	1	1
977	говорит в	2	1
978	духовным потребностям	1	1
979	с двумя	1	1
980	том с	1	1
981	прежде чем	1	1
982	в произведении	2	1
983	будто бы	2	1
984	что за	1	1
985	это мы	5	1
986	он их	1	1
987	преимущественно на	1	1
988	с самого	1	1
989	и хорошо	1	1
990	как следует	1	1
991	ему то	1	1
992	между этими	1	1
993	вся в	1	1
994	на пути	1	1
995	речь шла	1	1
996	я совершенно	1	1
997	между ними	2	1
998	также в	1	1
999	приводили к	1	1
1000	я всегда	1	1
1001	которые делают	1	1
1002	на земле	2	1
1003	всем своем	1	1
1004	существу это	1	1
1005	между прочим	18	1
1006	место и	1	1
1007	их может	1	1
1008	того и	3	1
1009	и личность	2	1
1010	о которых	1	1
1011	больше всего	3	1
1012	того он	1	1
1013	в двух	1	1
1014	о невозможности	1	1
1015	за весь	1	1
1016	явления у	1	1
1017	ему во	1	1
1018	был не	3	1
1019	из москвы	1	1
1020	о в	1	1
1021	на себе	1	1
1022	он чувствовал	1	1
1023	в других	1	1
1024	выше его	1	1
1025	кто из	1	1
1026	деятельности и	1	1
1027	и мир	1	1
1028	ничего о	1	1
1029	мы можем	1	1
1030	на нашем	1	1
1031	вообще в	4	1
1032	он внутренне	1	1
1033	в души	1	1
1034	это совершенно	1	1
1035	говоря в	1	1
1036	творца и	1	1
1037	мы уже	8	1
1038	а мы	3	1
1039	все яснее	1	1
1040	признать его	1	1
1041	жизнь по	1	1
1042	за обедом	1	1
1043	еще только	1	1
1044	есть бог	1	1
1045	личности и	2	1
1046	яркий и	1	1
1047	не один	1	1
1048	человека как	3	1
1049	для тех	2	1
1050	в объективном	1	1
1051	точно в	1	1
1052	в ответ	2	1
1053	объект как	1	1
1054	году когда	1	1
1055	в детстве	2	1
1056	выше весьма	1	1
1057	это едва	1	1
1058	в личной	1	1
1059	этом свете	1	1
1060	не были	2	1
1061	так просто	1	1
1062	земле в	1	1
1063	элементы в	1	1
1064	тревог и	1	1
1065	и сказал	1	1
1066	даже не	3	1
1067	была не	3	1
1068	для наших	1	1
1069	как п	1	1
1070	сравнительно с	3	1
1071	слушателей и	1	1
1072	с таким	1	1
1073	из жизненных	1	1
1074	когда мы	2	1
1075	она была	2	1
1076	которого в	1	1
1077	вас бог	1	1
1078	этом у	1	1
1079	многих случаях	1	1
1080	с большой	1	1
1081	в последний	3	1
1082	поэзия и	1	1
1083	только с	1	1
1084	году в	3	1
1085	два года	2	1
1086	или о	2	1
1087	бы его	2	1
1088	он вдруг	1	1
1089	подход к	1	1
1090	это делает	3	1
1091	когда они	1	1
1092	о его	7	1
1093	приводят к	1	1
1094	истории новейшей	1	1
1095	истории русской	1	1
1096	другой даже	1	1
1097	что только	1	1
1098	которая на	1	1
1099	в отношениях	1	1
1100	и была	1	1
1101	однако по	1	1
1102	ней в	1	1
1103	говорится но	1	1
1104	от года	1	1
1105	время он	3	1
1106	на место	1	1
1107	в природу	1	1
1108	независимо от	1	1
1109	сама с	1	1
1110	всех этих	3	1
1111	что этот	4	1
1112	и особенно	6	1
1113	это он	1	1
1114	лет то	2	1
1115	в подлинном	1	1
1116	что до	1	1
1117	мы видели	1	1
1118	он говорил	2	1
1119	которая и	1	1
1120	можно только	1	1
1121	с этих	1	1
1122	при жизни	4	1
1123	было на	1	1
1124	не мешает	2	1
1125	время его	1	1
1126	господствовать над	1	1
1127	было но	1	1
1128	в очерке	1	1
1129	он уже	7	1
1130	и здесь	3	1
1131	его уже	1	1
1132	времени от	1	1
1133	и свою	1	1
1134	я умер	1	1
1135	для молодого	1	1
1136	его из	1	1
1137	в основном	5	1
1138	с и	4	1
1139	которой не	1	1
1140	во власти	1	1
1141	с такой	1	1
1142	со своего	1	1
1143	самые годы	1	1
1144	за ними	1	1
1145	лишь только	1	1
1146	не помню	3	1
1147	другого человека	1	1
1148	году к	1	1
1149	что это	2	1
1150	содержит в	1	1
1151	чтобы стать	2	1
1152	ему ты	1	1
1153	эти самые	1	1
1154	целого ряда	1	1
1155	внешние обстоятельства	1	1
1156	отличались от	2	1
1157	по плотину	1	1
1158	ему все	2	1
1159	истории в	2	1
1160	его на	4	1
1161	от этой	1	1
1162	поэтому в	1	1
1163	разного рода	8	1
1164	личной судьбы	1	1
1165	их как	1	1
1166	гораздо раньше	1	1
1167	с каждым	2	1
1168	однако он	2	1
1169	в молодости	1	1
1170	социализма и	1	1
1171	его собственный	1	1
1172	ему принадлежат	1	1
1173	за это	2	1
1174	после прочтения	3	1
1175	не могут	2	1
1176	ниже в	2	1
1177	строгой и	1	1
1178	такого же	1	1
1179	должен был	3	1
1180	в возрасте	3	1
1181	беседует с	2	1
1182	нам в	2	1
1183	с некоторыми	1	1
1184	оказывается в	1	1
1185	собой и	1	1
1186	года а	1	1
1187	в моем	1	1
1188	это конечно	4	1
1189	свою жизнь	1	1
1190	вот и	3	1
1191	но вот	4	1
1192	мышления о	1	1
1193	с общим	1	1
1194	на месте	2	1
1195	и действительно	3	1
1196	времени не	1	1
1197	молодого и	2	1
1198	который сам	1	1
1199	не знал	1	1
1200	на колени	1	1
1201	есть нечто	2	1
1202	ему казалось	1	1
1203	мечтал о	1	1
1204	это время	7	1
1205	а иной	4	1
1206	и так	3	1
1207	с собою	1	1
1208	от его	1	1
1209	никто не	1	1
1210	между и	1	1
1211	что иное	2	1
1212	правда не	1	1
1213	без которых	1	1
1214	в которых	1	1
1215	о котором	2	1
1216	том как	1	1
1217	под собою	1	1
1218	а под	1	1
1219	в те	12	1
1220	от страданий	1	1
1221	он мог	1	1
1222	к практическому	1	1
1223	то здесь	1	1
1224	они по	1	1
1225	к какой	1	1
1226	жизни так	1	1
1227	только одно	4	1
1228	ее на	3	1
1229	но тут	2	1
1230	всех подобных	1	1
1231	слухи что	1	1
1232	чем дело	1	1
1233	владимир соловьев	4	1
1234	и мне	1	1
1235	другому а	1	1
1236	с места	1	1
1237	тот кто	1	1
1238	перейти в	1	1
1239	европы но	2	1
1240	первая и	1	1
1241	что мы	2	1
1242	его дела	1	1
1243	не считал	1	1
1244	себя всю	1	1
1245	бог и	2	1
1246	слово было	1	1
1247	но каждое	1	1
1248	своем внутреннем	1	1
1249	своим историческим	1	1
1250	с нами	3	1
1251	я ее	1	1
1252	мы его	1	1
1253	того это	1	1
1254	бы по	1	1
1255	он себе	2	1
1256	это все	1	1
1257	со светом	1	1
1258	поскольку с	2	1
1259	философа в	3	1
1260	жизнь с	2	1
1261	народа и	2	1
1262	соловьева о	6	1
1263	дорогая моя	1	1
1264	и вся	1	1
1265	значение для	2	1
1266	что лучше	1	1
1267	которого не	1	1
1268	здесь о	1	1
1269	но сам	1	1
1270	на основании	3	1
1271	поскольку здесь	1	1
1272	в мир	1	1
1273	целый ряд	1	1
1274	что со	1	1
1275	русской философии	2	1
1276	не имела	1	1
1277	времени и	1	1
1278	первом слоге	1	1
1279	теперь не	1	1
1280	я хотел	2	1
1281	он есть	1	1
1282	в каком	3	1
1283	было и	1	1
1284	предо мною	1	1
1285	этих позиций	1	1
1286	как будет	1	1
1287	что здесь	2	1
1288	люблю но	2	1
1289	перед своим	1	1
1290	на две	1	1
1291	и поскольку	1	1
1292	это духовная	1	1
1293	вероятно и	1	1
1294	и во	3	1
1295	ответа на	1	1
1296	в самую	1	1
1297	для изучения	1	1
1298	вл соловьев	232	1
1299	я со	1	1
1300	духовности в	1	1
1301	только при	1	1
1302	характера и	1	1
1303	прямое и	1	1
1304	говорил что	2	1
1305	человечества и	1	1
1306	близким и	1	1
1307	на этот	9	1
1308	к изучению	2	1
1309	и достоевского	1	1
1310	сильное впечатление	1	1
1311	этот последний	1	1
1312	впечатлений в	1	1
1313	не стоит	1	1
1314	у которого	3	1
1315	в декабре	1	1
1316	писателя и	1	1
1317	человек но	1	1
1318	в произведениях	1	1
1319	только потому	1	1
