N	2gram	Tiupa_Anal	SlovoVZh
260	точку зрения	1	2
261	едва ли	4	2
262	ничего не	10	2
263	жизнью и	2	2
264	более того	4	2
265	выражение и	1	2
266	одного только	1	1
267	собственной только	1	1
268	природу художественной	1	1
269	произведения что	1	1
270	зрительный образ	1	1
271	свойственной формой	1	1
272	на которую	2	1
273	художественного восприятия	9	1
274	остается в	2	1
275	жизнь и	1	1
276	себе в	2	1
277	они являются	1	1
278	то в	2	1
279	одним и	1	1
280	же деле	1	1
281	во всяком	1	1
282	нам не	2	1
283	от него	2	1
284	принимают участие	2	1
285	бы выводит	1	1
286	его и	3	1
287	этом особенно	1	1
288	и такой	1	1
289	говорящий со	1	1
290	является в	1	1
291	и оба	1	1
292	и оказывает	1	1
293	положения и	1	1
294	ситуации в	1	1
295	то он	3	1
296	в искусстве	2	1
297	во всех	5	1
298	которого и	1	1
299	фразы в	1	1
300	единство а	1	1
301	не является	3	1
302	слово есть	1	1
303	а с	3	1
304	только к	1	1
305	если оно	1	1
306	того в	1	1
307	что оно	1	1
308	и он	1	1
309	без внутренней	1	1
310	коем случае	2	1
311	выводит слово	1	1
312	это делает	1	1
313	моменты и	1	1
314	та же	1	1
315	по преимуществу	4	1
316	виду не	1	1
317	было в	1	1
318	приближается к	1	1
319	произведения с	2	1
320	выходит за	1	1
321	можем мы	1	1
322	осуществление этой	1	1
323	основе своей	2	1
324	для художественного	2	1
325	на этом	4	1
326	внехудожественной действительности	1	1
327	не отвечает	1	1
328	в коем	2	1
329	является таким	1	1
330	она должна	1	1
331	которой он	1	1
332	третьего слушателя	1	1
333	не имеют	1	1
334	бы но	1	1
335	само собой	1	1
336	то есть	19	1
337	его смыслу	1	1
338	всех языках	1	1
339	языка в	1	1
340	художественного высказывания	3	1
341	должно быть	2	1
342	мы уже	2	1
343	ли он	3	1
344	художественно значимым	1	1
345	так для	1	1
346	и уж	1	1
347	к художественному	1	1
348	мы увидим	1	1
349	время учитывает	1	1
350	и того	5	1
351	трех говорящего	1	1
352	комнаты и	1	1
353	все остальные	1	1
354	от нее	1	1
355	свое незаместимое	1	1
356	это особый	2	1
357	является художественное	1	1
358	в произведении	7	1
359	но при	2	1
360	она в	1	1
361	в структуру	1	1
362	героя в	2	1
363	особого рода	9	1
364	в свою	1	1
365	изолированно взятой	1	1
366	в значительной	1	1
367	нашей работы	1	1
368	входит в	1	1
369	только и	1	1
370	случае мы	1	1
371	того чтобы	3	1
372	не должен	2	1
373	он как	1	1
374	определенным образом	2	1
375	в основе	6	1
376	и их	2	1
377	одна и	1	1
378	слово социальное	1	1
379	еще более	1	1
380	не должно	1	1
381	и иных	1	1
382	на основе	3	1
383	в другом	4	1
384	такой степени	1	1
385	тому как	5	1
386	несмотря на	5	1
387	но то	1	1
388	это только	2	1
389	или осмысленно	1	1
390	на что	1	1
391	ему свойственной	1	1
392	в ритме	2	1
393	что собственно	1	1
394	всего целого	1	1
395	на протяжении	2	1
396	герой нашего	1	1
397	поле зрения	2	1
398	обладающий собственной	1	1
399	и продукт	1	1
400	произведения однако	2	1
401	для всего	1	1
402	или может	1	1
403	что это	1	1
404	структуры произведения	1	1
405	интонации соприкасается	1	1
406	в противном	1	1
407	хотя и	4	1
408	характерны для	1	1
409	событии художественного	1	1
410	и тогда	3	1
411	только его	1	1
412	этом отношении	5	1
413	его внутренней	1	1
414	ни единого	1	1
415	о чем	3	1
416	мы должны	2	1
417	психике созерцателя	1	1
418	точно и	1	1
419	общения обладающий	1	1
420	в ее	2	1
421	структуру а	1	1
422	со слушателями	1	1
423	это по	1	1
424	и тем	4	1
425	оно становится	1	1
426	и т.п	13	1
427	нашем случае	3	1
428	сам по	1	1
429	такого анализа	2	1
430	не требует	1	1
431	и во-вторых	1	1
432	какой бы	2	1
433	учитывает третьего	1	1
434	в частности	32	1
435	говорит о	5	1
436	нашего времени	3	1
437	для нее	2	1
438	и художественно	1	1
439	и больше	2	1
440	не как	2	1
441	аналогии с	1	1
442	однако эта	1	1
443	со всей	1	1
444	и вся	1	1
445	эта сторона	1	1
446	в качестве	38	1
447	или иных	3	1
448	для другой	1	1
449	тип общения	1	1
450	же нам	2	1
451	ее нет	1	1
452	вступает в	4	1
453	его смысла	1	1
454	трех моментов	1	1
455	слушателями интонация	1	1
456	словесные пределы	1	1
457	особый тип	1	1
458	в науке	1	1
459	самом же	1	1
460	не обходится	1	1
461	ком или	1	1
462	в одном	3	1
463	в области	4	1
464	одно из	2	1
465	у нас	1	1
466	на которой	2	1
467	художественный смысл	2	1
468	взятой психике	1	1
469	с жизнью	1	1
470	частности в	2	1
471	можно было	1	1
472	в приведенном	1	1
473	быть ни	1	1
474	а между	1	1
475	же не	3	1
476	взаимодействия трех	1	1
477	высказывания в	4	1
478	в результате	3	1
479	форму высказывания	1	1
480	называет это	2	1
481	все возможные	1	1
482	как нечто	1	1
483	характерной чертой	1	1
484	сводится к	6	1
485	нечего делать	1	1
486	становится главным	1	1
487	художественное обнимает	1	1
488	для них	1	1
489	своем значении	1	1
490	и художественное	1	1
491	не бывает	1	1
492	значительной степени	1	1
493	по мере	1	1
494	этом смысле	3	1
495	участие в	1	1
496	подобно тому	5	1
497	во времени	6	1
498	и тот	2	1
499	созерцателя художественное	1	1
500	том и	2	1
501	далеко не	6	1
502	слова не	1	1
503	в современной	1	1
504	уже и	1	1
505	не вполне	2	1
506	историка литературы	1	1
507	различных моментов	1	1
508	у него	5	1
509	а этот	1	1
510	не могут	3	1
511	миру и	1	1
512	все равно	2	1
513	же время	7	1
514	в рамки	1	1
515	при помощи	2	1
516	в виде	1	1
517	знания и	1	1
518	из одного	1	1
519	о литературе	3	1
520	к которой	1	1
521	в обоих	3	1
522	чем говорят	1	1
523	входят в	1	1
524	героя слово	1	1
525	отношения между	2	1
526	еще один	1	1
527	непосредственно в	1	1
528	непосредственно к	2	1
529	предмета изучения	1	1
530	свою очередь	1	1
531	в конечном	6	1
532	оказывает существеннейшее	1	1
533	не совпадают	1	1
534	смысл высказывания	1	1
535	произведение не	2	1
536	предполагает в	1	1
537	не было	1	1
538	связи с	2	1
539	не совпадает	1	1
540	положения в	1	1
541	произведения поскольку	1	1
542	сами по	3	1
543	читателя и	1	1
544	более или	2	1
545	для эстетики	1	1
546	находится не	1	1
547	между людьми	1	1
548	материал для	1	1
549	осмысленно написанное	1	1
550	и остается	1	1
551	здесь мы	1	1
552	с ее	2	1
553	было бы	4	1
554	не знает	4	1
555	образом не	3	1
556	оно ни	1	1
557	к тому	12	1
558	место но	1	1
559	к некоторому	1	1
560	может претендовать	1	1
561	него свое	1	1
562	себя на	1	1
563	что можно	1	1
564	наблюдений над	1	1
565	его словесные	1	1
566	в организации	2	1
567	равно как	1	1
568	ведь это	2	1
569	сознания не	1	1
570	ним в	1	1
571	двух других	1	1
572	приходят к	1	1
573	произведения в	14	1
574	все моменты	1	1
575	как мы	3	1
576	вступает во	1	1
577	миром и	1	1
578	что нам	1	1
579	что она	1	1
580	самой своей	1	1
581	по аналогии	1	1
582	обнимает все	1	1
583	бытия и	2	1
584	и о	3	1
585	ритм и	1	1
586	о самом	1	1
587	в изолированно	1	1
588	как его	1	1
589	что для	1	1
590	обращенная к	1	1
591	или о	1	1
592	тем же	1	1
593	него не	1	1
594	и эта	1	1
595	моментов в	1	1
596	произведения так	1	1
597	интонация как	1	1
598	нем но	1	1
599	и во	3	1
600	именно в	6	1
601	и таким	1	1
602	только одна	1	1
603	в краткой	1	1
604	и всего	2	1
605	обоих этих	1	1
606	состава произведения	1	1
607	на какой-нибудь	1	1
608	или хотя	1	1
609	конечном счете	5	1
610	мы это	1	1
611	к другим	2	1
612	этот зрительный	1	1
613	не можем	1	1
614	искусства как	1	1
615	в таком	5	1
616	но прежде	1	1
617	из трех	2	1
618	всех сторон	1	1
619	следующим образом	1	1
620	например в	1	1
621	сама по	1	1
622	что я	1	1
623	тот же	2	1
624	за пределами	3	1
625	относятся к	1	1
626	к изображаемому	1	1
627	обойтись без	1	1
628	имеем дело	7	1
629	человек и	2	1
630	это ни	1	1
631	ценностей и	1	1
632	во внутренней	2	1
633	и осознает	1	1
634	автор как	1	1
635	произнесенное или	1	1
636	же оно	1	1
637	вне этого	1	1
638	отношения в	1	1
639	что все	2	1
640	как о	2	1
641	то она	1	1
642	художественного смысла	8	1
643	значение этих	1	1
644	эти три	1	1
645	слово за	1	1
646	объективного повествования	1	1
647	себе не	2	1
648	анализа в	2	1
649	столь же	7	1
650	том же	2	1
651	самом себе	1	1
652	в общем	1	1
653	быть понято	1	1
654	подхода к	3	1
655	есть в	4	1
656	или даже	3	1
657	разговорного языка	1	1
658	из его	2	1
659	вне произведения	1	1
660	при чтении	1	1
661	науке о	2	1
662	ей в	1	1
663	существеннейшее влияние	1	1
664	незаместимое место	1	1
665	деле в	2	1
666	как будто	6	1
667	жизни в	1	1
668	что именно	2	1
669	противном случае	1	1
670	говорящего автора	1	1
671	и всякого	1	1
672	говорящего в	3	1
673	но если	1	1
674	они не	1	1
675	в словах	2	1
676	при таком	2	1
677	человека для	1	1
678	на себя	5	1
679	в воспринимающем	1	1
680	слова как	1	1
681	тех или	3	1
682	все более	1	1
683	зрения и	1	1
684	и только	1	1
685	один и	1	1
686	определить как	1	1
687	так называемая	1	1
688	раз что	1	1
689	внутренней речью	1	1
690	говорят героя	1	1
691	в окно	2	1
692	по своей	6	1
693	три момента	1	1
694	на этих	1	1
695	именно эта	1	1
696	в двух	4	1
697	художественное восприятие	5	1
698	в вещи	1	1
699	или иного	3	1
700	может и	2	1
701	друг друга	1	1
702	для этого	2	1
703	их эстетического	1	1
704	себе и	1	1
705	искусства в	4	1
706	действительно произнесенное	1	1
707	этом достаточно	1	1
708	не всегда	4	1
709	слов и	2	1
710	из этой	1	1
711	но особенно	1	1
712	дело и	1	1
713	в целом	9	1
714	художественное творчество	2	1
715	в лице	1	1
716	культуры в	2	1
717	себя в	8	1
718	крайней мере	4	1
719	и становится	1	1
720	или менее	2	1
721	суждения о	1	1
722	имеет дело	1	1
723	вовсе не	4	1
724	сливаются в	1	1
725	социальной ситуации	1	1
726	другого и	1	1
727	думать что	2	1
728	есть выражение	1	1
729	в пространстве	1	1
730	я и	8	1
731	тем более	2	1
732	по крайней	4	1
733	обращение к	1	1
734	свой смысл	1	1
735	перед нами	1	1
736	включает в	1	1
737	и рождается	1	1
738	социальное событие	1	1
739	и другого	4	1
740	моменты произведения	1	1
741	который и	1	1
742	всяком случае	1	1
743	лицо и	1	1
744	того о	1	1
745	соприкасается говорящий	1	1
746	которые в	3	1
747	только для	3	1
748	произведение является	1	1
