N	2gram	Trubetskoy	EvropaiC
221	и проч	1	4
222	ибо в	3	4
223	в области	2	4
224	европейскую культуру	2	4
225	он не	5	4
226	конце концов	3	4
227	если мы	1	4
228	эта культура	1	4
229	всех этих	3	4
230	в одну	1	4
231	то же	11	4
232	никогда не	5	4
233	ближе к	1	3
234	во всем	4	3
235	бы то	4	3
236	на почве	2	3
237	от него	2	3
238	что оно	3	3
239	эти элементы	1	3
240	самих себя	3	3
241	а наоборот	1	3
242	возможно лишь	4	3
243	национальной психологии	1	3
244	данном случае	3	3
245	культурном отношении	1	3
246	и по	3	3
247	которые не	1	3
248	в начале	2	3
249	цивилизации в	1	3
250	своей национальной	2	3
251	тогда когда	4	3
252	которых идет	1	3
253	за ними	1	3
254	даже в	1	3
255	освободиться от	1	3
256	ни было	1	3
257	эту культуру	1	3
258	в разных	1	3
259	та культура	1	3
260	на эгоцентризме	1	3
261	и говорить	1	3
262	для нас	2	3
263	прежде всего	8	3
264	коренным образом	1	3
265	говорить что	1	3
266	в этих	2	3
267	ко всем	3	3
268	от тех	1	3
269	что по	1	3
270	в нем	5	3
271	заключается в	1	3
272	сомнению что	1	3
273	представление о	1	3
274	очевидно что	1	3
275	в жизни	1	3
276	можно назвать	1	3
277	народов которые	1	3
278	в связи	1	3
279	во имя	5	3
280	не подлежит	2	3
281	же как	1	3
282	но по	1	3
283	на земле	4	3
284	положение по	1	3
285	настоящее время	2	3
286	в истории	1	3
287	может не	3	3
288	вследствие этого	1	3
289	и это	1	3
290	в сторону	1	3
291	тем более	1	3
292	и того	1	3
293	и потому	3	3
294	на этой	2	3
295	всему этому	1	3
296	в данном	7	3
297	культуру в	2	3
298	и других	1	3
299	естественно поэтому	1	3
300	вопрос о	5	3
301	и германцев	1	3
302	но даже	2	3
303	но тогда	1	3
304	в культурном	2	3
305	в ней	2	3
306	если же	2	3
307	должны быть	1	3
308	с этой	1	3
309	это не	1	3
310	культуре в	1	3
311	тем самым	2	3
312	конечно не	5	3
313	в совершенно	4	3
314	от того	4	3
315	к которой	6	3
316	а в	5	3
317	а лишь	4	3
318	сказано выше	1	3
319	было бы	5	3
320	эгоцентрической психологией	1	3
321	как мы	1	3
322	национальной и	1	3
323	сейчас же	1	3
324	венцом создания	1	3
325	что только	2	3
326	даже если	2	3
327	чтобы все	1	3
328	образом в	1	3
329	нечего и	1	3
330	но не	4	3
331	таким же	3	3
332	бы в	1	3
333	в настоящее	2	3
334	одного и	1	3
335	и наконец	2	3
336	подлежит сомнению	1	3
337	того народа	1	3
338	представить себе	2	2
339	к такому	2	2
340	и весь	1	2
341	лишь тогда	1	2
342	что они	3	2
343	только не	1	2
344	но на	1	2
345	их народа	1	2
346	к другу	1	2
347	что у	1	2
348	друг к	1	2
349	что эти	1	2
350	смотреть на	4	2
351	то есть	1	2
352	в культурной	1	2
353	самой совершенной	1	2
354	то в	3	2
355	или нескольких	2	2
356	на том	3	2
357	для себя	2	2
358	он считает	1	2
359	из таких	1	2
360	при таких	4	2
361	начале этой	1	2
362	национального характера	5	2
363	от которого	1	2
364	для него	6	2
365	основанную на	1	2
366	же образом	2	2
367	а это	1	2
368	и космополитизм	1	2
369	это обстоятельство	1	2
370	культурными ценностями	2	2
371	те же	1	2
372	то и	1	2
373	в общей	1	2
374	но как	1	2
375	борьбы с	1	2
376	каждого человека	1	2
377	сводится к	3	2
378	тем чтобы	3	2
379	том и	2	2
380	которые будут	1	2
381	однако при	1	2
382	совершенно ясно	1	2
383	в своих	6	2
384	не было	3	2
385	является безусловным	1	2
386	к полной	1	2
387	и некоторые	1	2
388	надо чтобы	1	2
389	другой вид	1	2
390	человек принадлежит	1	2
391	помнить что	2	2
392	из нее	1	2
393	приемлемыми для	1	2
394	более на	1	2
395	том виде	1	2
396	вовсе не	1	2
397	что такой	4	2
398	такой же	1	2
399	но для	2	2
400	в один	1	2
401	галлов и	1	2
402	и начало	1	2
403	при том	4	2
404	жизни и	4	2
405	и будет	1	2
406	если он	1	2
407	вся его	1	2
408	тому что	2	2
409	виде как	1	2
410	что народ	1	2
411	как не	1	2
412	с ними	1	2
413	культура для	1	2
414	их в	2	2
415	что европейская	1	2
416	между прочим	1	2
417	в одно	1	2
418	при таком	1	2
419	в которых	1	2
420	есть только	1	2
421	однако это	1	2
422	следовательно и	2	2
423	можно ли	3	2
424	они не	1	2
425	себя и	5	2
426	для культуры	1	2
427	со своей	1	2
428	в себя	1	2
429	что оба	1	2
430	пути мирового	1	2
431	должен быть	1	2
432	на себе	1	2
433	к той	2	2
434	то которое	2	2
435	и народов	1	2
436	общероманогерманский шовинизм	1	2
437	цивилизованных народов	1	2
438	во всяком	9	2
439	ко всему	1	2
440	знаем и	1	2
441	и состоит	2	2
442	тем сильнее	1	2
443	из предыдущего	1	2
444	в основе	1	2
445	и более	2	2
446	в котором	2	2
447	считает себя	2	2
448	и только	5	2
449	к своим	1	2
450	эти последние	1	2
451	а будет	1	2
452	выше что	1	2
453	доказать что	1	2
454	она не	2	2
455	при отсутствии	2	2
456	всяком случае	6	2
457	не играет	2	2
458	к нему	2	2
459	в свою	1	2
460	можно лишь	1	2
461	от романогерманцев	1	2
462	также и	1	2
463	ту же	1	2
464	в другом	3	2
465	культуры ибо	1	2
466	постепенно в	1	2
467	следует чтобы	1	2
468	только тогда	1	2
469	невозможно но	1	2
470	его племя	1	2
471	всеми силами	1	2
472	только один	1	2
473	культурной ценности	1	2
474	говорить о	3	2
475	самого факта	1	2
476	всех других	1	2
477	в противоречие	2	2
478	тех же	1	2
479	общечеловеческой цивилизации	1	2
480	для всякого	1	2
481	так чтобы	3	2
482	из двух	1	2
483	заключает в	1	2
484	с общим	1	2
485	не следует	1	2
486	только то	1	2
487	и те	2	2
488	этот вопрос	2	2
489	же время	10	2
490	от своей	2	2
491	сил и	3	2
492	существование в	2	2
493	из одного	1	2
494	свою очередь	1	2
495	национального единства	1	2
496	что же	4	2
497	к ним	1	2
498	на такой	2	2
499	со своими	1	2
500	это конечно	1	2
501	своем целом	1	2
502	и культуру	1	2
503	о которой	1	2
504	всех остальных	1	2
505	том чтобы	3	2
506	таких условиях	3	2
507	при условии	3	2
508	элементов национальной	1	2
509	образом как	1	2
510	удел лишь	1	2
511	на него	1	2
512	в глазах	2	2
513	на первый	1	2
514	только при	1	2
515	по этому	2	2
516	понять что	2	2
517	культура не	1	2
518	интеллигенция европеизированных	1	2
519	цивилизация и	1	2
520	нельзя ибо	1	2
521	в частности	2	2
522	этих черт	1	2
523	культуры с	2	2
524	одна из	3	2
525	этого слова	1	2
526	весьма часто	2	2
527	в сущности	1	2
528	но если	3	2
529	всех народов	2	2
530	от них	1	2
531	один общий	1	2
532	а следовательно	3	2
533	отнюдь не	7	2
534	в отдельных	1	2
535	стремящийся к	1	2
536	с ее	1	2
537	тем же	1	2
538	в самой	1	2
539	они могут	1	2
540	точку зрения	4	2
541	что на	1	2
542	себе отпечаток	1	2
543	друг друга	3	2
544	он должен	5	2
545	для россии	2	1
546	этой культуре	2	1
547	всего в	1	1
548	были бы	2	1
549	и постараются	1	1
550	культура есть	1	1
551	люди которые	1	1
552	само собой	1	1
553	совершенным из	1	1
554	аспекта одного	1	1
555	областях жизни	1	1
556	дело совершенно	1	1
557	люди что	1	1
558	на деле	1	1
559	к национальному	1	1
560	из отдельных	1	1
561	обе стороны	1	1
562	свою самобытность	1	1
563	в вышеопределенном	1	1
564	в состав	1	1
565	для всех	6	1
566	находят себе	3	1
567	есть ничто	1	1
568	своей прежней	1	1
569	условий жизни	1	1
570	он есть	1	1
571	один из	1	1
572	в заблуждение	2	1
573	национальную культуру	4	1
574	собой и	3	1
575	столь наивно	1	1
576	оно может	1	1
577	за ним	1	1
578	логики что	1	1
579	ролях в	1	1
580	русский интеллигент	1	1
581	сейчас в	1	1
582	романогерманцы были	1	1
583	как другие	1	1
584	ему что	1	1
585	она и	1	1
586	остальных подобных	1	1
587	панславизм и	1	1
588	других существ	1	1
589	на эти	1	1
590	его духовная	1	1
591	же и	1	1
592	признается им	1	1
593	создания и	1	1
594	друга в	1	1
595	душевная жизнь	1	1
596	за последнее	2	1
597	существ к	1	1
598	центром вселенной	1	1
599	не во	1	1
600	на тех	1	1
601	но из	1	1
602	внешним образом	1	1
603	если в	6	1
604	чем сильнее	1	1
605	освобождению от	1	1
606	эта не	1	1
607	от этой	2	1
608	нас не	1	1
609	т.е к	2	1
610	народов у	1	1
611	зависит от	2	1
612	том числе	1	1
613	мы не	1	1
614	народ с	1	1
615	время в	2	1
616	каждого отдельного	2	1
617	есть общая	1	1
618	как проявление	1	1
619	бессознательно считает	1	1
620	была бы	1	1
621	лишь постепенно	1	1
622	общечеловеческая цивилизация	1	1
623	указали выше	1	1
624	эта идея	1	1
625	которой этот	1	1
626	будет не	2	1
627	силы на	1	1
628	наиболее совершенным	1	1
629	как общероманогерманский	1	1
630	говорили в	2	1
631	естественно что	2	1
632	для народа	2	1
633	бы на	1	1
634	себе те	1	1
635	в своей	5	1
636	в положение	2	1
637	человек с	1	1
638	в корне	4	1
639	в ее	1	1
640	зорко следить	1	1
641	никак не	1	1
642	будет ли	2	1
643	что так	1	1
644	для борьбы	1	1
645	не вызывает	1	1
646	следить за	1	1
647	которых каждый	2	1
648	как элемент	1	1
649	оценки культуры	1	1
650	в принципе	1	1
651	что такое	2	1
652	ее в	2	1
653	в область	1	1
654	и сама	1	1
655	в качестве	3	1
656	все свое	1	1
657	будут не	2	1
658	в тот	1	1
659	одному из	2	1
660	не являются	1	1
661	ярко выраженной	1	1
662	эволюции они	1	1
663	в прошлом	1	1
664	к сознанию	1	1
665	области техники	1	1
666	на которой	2	1
667	о желательности	1	1
668	особенно если	1	1
669	с другими	1	1
670	представителей других	1	1
671	лучшим наиболее	1	1
672	от этих	1	1
673	всякая естественная	1	1
674	этом направлении	2	1
675	у многих	2	1
676	смысле этого	1	1
677	быть может	1	1
678	противоречие с	2	1
679	культура которая	1	1
680	нероманогерманских народов	2	1
681	себя человечеством	1	1
682	только вполне	1	1
683	когда же	1	1
684	только они	1	1
685	все черты	1	1
686	они останутся	1	1
687	котором мы	1	1
688	от своих	1	1
689	работе по	2	1
690	а на	1	1
691	или для	1	1
692	в зависимости	1	1
693	как же	1	1
694	культурой и	1	1
695	в борьбе	2	1
696	и многие	1	1
697	по пути	1	1
698	в духе	1	1
699	называли себя	1	1
700	отказаться от	4	1
701	здесь мы	1	1
702	или иной	5	1
703	ни одна	3	1
704	перейдут в	1	1
705	на звание	1	1
706	его раса	1	1
707	у всех	1	1
708	этого не	2	1
709	когда оно	1	1
710	обстоятельстве и	1	1
711	национальная культура	5	1
712	ее с	1	1
713	с ней	1	1
714	всех них	1	1
715	для большинства	1	1
716	но совершенно	2	1
717	говорят на	1	1
718	во многих	2	1
719	дело в	1	1
720	ничто иное	1	1
721	мысль о	1	1
722	культура а	2	1
723	немцев таким	1	1
724	о своей	1	1
725	раз навсегда	2	1
726	на себя	2	1
727	политику и	1	1
728	и будут	3	1
729	тем что	3	1
730	и другое	1	1
731	его семья	1	1
732	приходится наблюдать	1	1
733	существующие в	1	1
734	а то	1	1
735	за природными	1	1
736	не отвергает	1	1
737	из всего	1	1
738	только такой	1	1
739	в стремлении	1	1
740	к освобождению	1	1
741	психики и	1	1
742	полный переворот	1	1
743	а чем	1	1
744	выраженной эгоцентрической	1	1
745	невозможно все	1	1
746	же будет	1	1
747	будет смотреть	1	1
748	принадлежат к	2	1
749	бы все	1	1
750	ряд общих	1	1
751	смотря по	1	1
752	более что	1	1
753	отношения к	2	1
754	своим национальным	1	1
755	случае не	1	1
756	разных народов	1	1
757	на другую	1	1
758	тому назад	1	1
759	и как	3	1
760	лучше а	1	1
761	лишь с	1	1
762	к его	1	1
763	в совместной	1	1
764	ибо при	1	1
765	этой цели	1	1
766	на ноги	1	1
767	для каждого	1	1
768	может только	3	1
769	в определенной	1	1
770	себя как	2	1
771	сие время	1	1
772	здесь дело	1	1
773	выход из	1	1
774	цивилизацией и	1	1
775	стремления к	2	1
776	же остается	1	1
777	группа существ	1	1
778	и просто	1	1
779	на эту	2	1
780	встретится с	1	1
781	но когда	1	1
782	совместной работе	1	1
783	всю эту	2	1
784	данный человек	1	1
785	и надо	1	1
786	стремление к	7	1
787	жизни в	5	1
788	народов это	1	1
789	что ни	1	1
790	себя центром	1	1
791	принадлежит признается	1	1
792	другом месте	1	1
793	будет продолжать	1	1
794	последнее время	2	1
795	народов вообще	1	1
796	древних галлов	1	1
797	от этого	1	1
798	приводит к	4	1
799	только для	2	1
800	весь ход	1	1
801	бы не	1	1
802	может встать	1	1
803	этой новой	1	1
804	мире является	1	1
805	образом по	1	1
806	да и	3	1
807	с чертами	1	1
808	культуру не	1	1
809	у таких	1	1
810	они стараются	2	1
811	него хуже	1	1
812	встречается у	1	1
813	на точку	1	1
814	роль в	1	1
815	со стороны	4	1
816	на его	1	1
817	хуже поэтому	1	1
818	себе и	4	1
819	мировой цивилизации	1	1
820	когда эти	1	1
821	свою оценку	1	1
822	подходить к	1	1
823	вышеопределенном смысле	1	1
824	с ярко	1	1
825	конечно нет	1	1
826	и постоянно	1	1
827	но мы	3	1
828	всех их	1	1
829	трудно видеть	1	1
830	и таким	1	1
831	в других	2	1
832	уже не	2	1
833	v но	1	1
834	не трудно	1	1
835	по крайней	1	1
836	перед нами	1	1
837	все члены	2	1
838	которые своими	1	1
839	из области	1	1
840	приходится ответить	1	1
841	культурного творчества	1	1
842	и другого	1	1
843	бы это	1	1
844	связаны с	1	1
845	вопроса о	1	1
846	сословие его	1	1
847	для этих	1	1
848	другом случае	2	1
849	этого стремления	1	1
850	мира от	3	1
851	создания лучшим	1	1
852	на место	1	1
853	эти положения	1	1
854	первый взгляд	1	1
855	всякой чужой	1	1
856	такое положение	1	1
857	культура всякого	1	1
858	и логически	1	1
859	основанной на	1	1
860	иметь в	1	1
861	имеют между	1	1
862	к одному	1	1
863	остается в	2	1
864	права и	1	1
865	необходимо чтобы	1	1
866	именно лишь	1	1
867	те элементы	1	1
868	тем в	1	1
869	совершенной его	1	1
870	и оставаться	1	1
871	следует признать	1	1
872	это и	1	1
873	еще и	1	1
874	существ из	1	1
875	их приспешников	1	1
876	русской жизни	1	1
877	наконец и	1	1
878	ни на	1	1
879	данный народ	2	1
880	никакой роли	1	1
881	были всегда	1	1
882	ибо только	1	1
883	если признать	1	1
884	не является	1	1
885	и эти	1	1
886	его сословие	1	1
887	наличности в	1	1
888	только к	3	1
889	за то	2	1
890	уже существующим	1	1
891	бы к	1	1
892	больше чем	2	1
893	похоже лучше	1	1
894	иго и	1	1
895	культурой они	1	1
896	с самого	1	1
897	а если	1	1
898	культуре все	1	1
899	то это	3	1
900	людей и	2	1
901	ее он	2	1
902	все три	1	1
903	себе всегда	1	1
904	вырабатывает свою	1	1
905	тянуться за	1	1
906	своей собственной	1	1
907	ведь в	2	1
908	единое целое	1	1
909	ли это	4	1
910	культуры к	1	1
911	ставит себя	1	1
912	существ то	1	1
913	национальной психики	1	1
914	и даже	2	1
915	в лучшем	3	1
916	образом измениться	1	1
917	всю свою	2	1
918	силы и	1	1
919	и заключается	1	1
920	даже и	2	1
921	та или	1	1
922	руководствоваться не	1	1
923	такие люди	1	1
924	он принадлежит	1	1
925	но при	1	1
926	и вот	2	1
927	зрения в	1	1
928	в значительной	3	1
929	входит в	1	1
930	он принимает	1	1
931	отстоит от	1	1
932	ближе более	1	1
933	мире есть	1	1
934	европейская цивилизация	1	1
935	которое к	1	1
936	оградить себя	1	1
937	всем этим	2	1
938	они люди	1	1
939	что называли	1	1
940	или не	1	1
941	за отсутствием	1	1
942	не будучи	1	1
943	являются не	1	1
944	не быть	1	1
945	стать настоящим	1	1
946	народа на	1	1
947	которое дальше	1	1
948	таких народов	2	1
949	однако ни	1	1
950	в разные	1	1
951	этому и	1	1
952	а после	1	1
953	нему ближе	1	1
954	двух других	1	1
955	с большим	1	1
956	язык и	1	1
957	всех европеизированных	1	1
958	с виду	3	1
959	всех существ	1	1
960	него похоже	1	1
961	на которых	1	1
962	лучше всех	1	1
963	преклонения перед	1	1
964	явствует что	1	1
965	этого взгляда	1	1
966	подобных им	1	1
967	помешать им	1	1
968	идет в	1	1
969	можно но	1	1
970	возможна лишь	1	1
971	которой он	4	1
972	материальный быт	1	1
973	народа и	2	1
974	к такой	1	1
975	на нем	1	1
976	поэтому всякая	1	1
977	а за	1	1
978	ними вместе	1	1
979	только на	2	1
980	а во-вторых	2	1
981	таким путем	1	1
982	их народ	2	1
983	борьбе с	3	1
984	себе на	1	1
985	не тем	2	1
986	поколение в	1	1
987	точно так	2	1
988	видеть что	1	1
989	стоять на	2	1
990	в различных	1	1
991	не могла	1	1
992	приходит к	3	1
993	раса лучше	1	1
994	россии в	7	1
995	на основании	2	1
996	если все	1	1
997	мы были	1	1
998	себя на	2	1
999	сходные друг	1	1
1000	говоря о	2	1
1001	сторон русской	1	1
1002	что такая	1	1
1003	к удовлетворению	1	1
1004	а только	1	1
1005	чтобы их	2	1
1006	что ее	1	1
1007	из нас	1	1
1008	как оно	1	1
1009	играет роли	1	1
1010	можно было	4	1
1011	что когда	1	1
1012	перед этими	1	1
1013	существовать и	1	1
1014	племя его	1	1
1015	борьбе за	1	1
1016	в семье	1	1
1017	себя от	3	1
1018	культура того	1	1
1019	работу по	1	1
1020	с понятием	1	1
1021	то придется	1	1
1022	самого начала	1	1
1023	другого народа	1	1
1024	этому народу	2	1
1025	и политической	1	1
1026	в силе	1	1
1027	если допустить	1	1
1028	переворот в	4	1
1029	у народов	2	1
1030	точке зрения	3	1
1031	потом и	1	1
1032	же самое	1	1
1033	сведется к	1	1
1034	всегда и	1	1
1035	европейцев и	1	1
1036	состоит в	2	1
1037	национального целого	1	1
1038	практические выводы	1	1
1039	упускать из	1	1
1040	всякого другого	1	1
1041	с большой	1	1
1042	заслуживает осуждения	1	1
1043	не по	1	1
1044	точно также	1	1
1045	вытекающей из	1	1
1046	на одну	1	1
1047	центр тяжести	2	1
1048	числе и	1	1
1049	может ли	1	1
1050	быть не	1	1
1051	тот или	1	1
1052	к ней	1	1
1053	твердо помнить	1	1
1054	без всякого	1	1
1055	уверены в	1	1
1056	являются лишь	1	1
1057	только эта	1	1
1058	это потому	2	1
1059	культуру общечеловеческой	1	1
1060	ее не	1	1
1061	основан на	1	1
1062	навсегда отказаться	1	1
1063	всегда помнить	1	1
1064	главным образом	3	1
1065	может видеть	1	1
1066	что среди	1	1
1067	такому человеку	1	1
1068	нет и	1	1
1069	по сие	1	1
1070	наивно уверены	1	1
1071	и следует	1	1
1072	этот человек	2	1
1073	при котором	3	1
1074	могут быть	1	1
1075	национальной самобытности	3	1
1076	другом все	1	1
1077	благодаря этому	2	1
1078	естественная группа	1	1
1079	этом и	2	1
1080	семья его	1	1
1081	в семью	1	1
1082	смотрят на	2	1
1083	до конца	1	1
1084	к которому	1	1
1085	с нею	3	1
1086	с элементами	1	1
1087	они считают	1	1
1088	уже знаем	1	1
1089	совершенно таким	2	1
1090	невозможно а	1	1
1091	эту мысль	1	1
1092	всегда столь	1	1
1093	не знаем	1	1
1094	ей нужно	1	1
1095	народа состоит	1	1
1096	к чисто	1	1
1097	причем эти	1	1
1098	он может	1	1
1099	исходит из	1	1
1100	уже указали	2	1
1101	придется признать	1	1
1102	европейский костюм	1	1
1103	культуры мы	1	1
1104	сейчас стоят	1	1
1105	если они	2	1
1106	вообще к	2	1
1107	чаще всего	1	1
1108	и однако	2	1
1109	самобытной культуры	1	1
1110	вселенной венцом	1	1
1111	те кто	1	1
1112	европы и	1	1
1113	ко всякой	1	1
1114	именно с	1	1
1115	если эта	1	1
1116	или народов	1	1
1117	он сам	3	1
1118	в создании	1	1
1119	бы ни	2	1
1120	такую точку	2	1
1121	принадлежать к	1	1
1122	дальше отстоит	1	1
1123	всем мире	1	1
1124	у этих	1	1
1125	непременно будет	3	1
1126	себе еще	1	1
1127	что во	1	1
1128	образом оказывается	1	1
1129	подойдем к	1	1
1130	душевной жизни	1	1
1131	надо признать	3	1
1132	им самой	1	1
1133	только с	2	1
1134	надо было	1	1
1135	всех странах	1	1
1136	другим народам	2	1
1137	всякий национализм	1	1
1138	делу и	1	1
1139	народом на	1	1
1140	лучшем случае	3	1
1141	нею и	1	1
1142	а не	2	1
1143	их через	2	1
1144	же он	1	1
1145	пропаганду за	1	1
1146	может признать	1	1
1147	имеет свою	1	1
1148	культуры или	1	1
1149	если только	2	1
1150	этого переворота	1	1
1151	общечеловеческой цивилизацией	1	1
1152	всюду где	1	1
1153	крайней мере	1	1
1154	пути к	2	1
1155	сделать это	2	1
1156	и совершенное	1	1
1157	и тем	2	1
1158	человечеством свою	1	1
1159	есть не	1	1
1160	в руках	1	1
1161	европейской культурой	1	1
1162	собой а	3	1
1163	представителей данного	1	1
1164	они были	1	1
1165	иное как	1	1
1166	друг другу	2	1
1167	на них	1	1
1168	вся эта	2	1
1169	не к	2	1
1170	отсутствием в	1	1
1171	например тот	1	1
1172	его можно	1	1
1173	русского общества	1	1
1174	такой путь	1	1
1175	психологией бессознательно	1	1
1176	к каким	1	1
1177	согласно принципу	1	1
1178	суть дела	1	1
