N	2gram	Propp_Isto	Vvedenie
362	смысле этих	1	2
363	для объяснения	2	2
364	себя в	2	2
365	для них	1	2
366	не столько	1	2
367	у нас	1	2
368	самое что	3	2
369	из числа	1	2
370	времени все	1	2
371	в формах	1	2
372	них и	1	2
373	лежит в	2	2
374	однако с	1	2
375	говорит он	1	2
376	в таких	4	2
377	не было	3	2
378	стоит в	3	2
379	истории не	1	2
380	этого не	6	2
381	а во-вторых	1	2
382	что к	1	2
383	и с	5	2
384	наших дней	2	2
385	с ней	2	2
386	то о	1	2
387	будто бы	4	2
388	исторической действительности	7	2
389	это еще	1	2
390	себе задачей	1	2
391	меньшей мере	2	2
392	по существу	7	2
393	с теми	1	2
394	как явление	2	2
395	и всего	1	2
396	и требует	1	2
397	например в	7	2
398	до наших	2	2
399	тому что	1	2
400	к таким	2	2
401	в связи	7	2
402	целое и	2	2
403	подобно тому	3	2
404	следует понимать	1	2
405	в соответствии	1	2
406	и так	3	2
407	и вопрос	1	2
408	другом месте	2	2
409	есть только	3	2
410	к своему	3	2
411	понять ее	1	2
412	и со	2	2
413	к какому	1	2
414	тем или	1	2
415	по его	3	2
416	ее частей	1	2
417	древней греции	1	2
418	же касается	1	2
419	но уже	3	2
420	пока не	5	2
421	возникает вопрос	1	2
422	этих случаях	11	2
423	как только	1	2
424	могло бы	1	2
425	которые были	1	2
426	в дальнейшем	6	2
427	влечет за	2	2
428	во всех	3	2
429	не говоря	1	2
430	действительности в	1	2
431	при всей	1	2
432	и потому	3	2
433	но как	2	2
434	нужно знать	1	2
435	мы можем	7	2
436	а с	4	2
437	не существует	2	2
438	а если	2	2
439	не могли	1	2
440	бы с	1	2
441	что мы	9	2
442	когда мы	4	2
443	с изучением	2	2
444	это понятие	1	2
445	одно целое	1	2
446	так называемая	3	2
447	мы уже	7	2
448	ничего не	6	2
449	в языке	1	2
450	тому как	3	2
451	из его	1	2
452	в этот	1	2
453	уже знаем	3	2
454	у них	2	2
455	мы должны	17	2
456	уже было	1	2
457	быть и	1	2
458	не мог	4	2
459	что если	2	2
460	из таких	2	2
461	именно на	2	2
462	увидим что	8	2
463	в прошлом	2	2
464	собой одно	1	2
465	речь идет	1	2
466	хотя в	3	2
467	точно так	8	2
468	в тех	4	2
469	от других	1	2
470	в форме	3	2
471	это однако	1	2
472	нечто что	1	2
473	это может	2	2
474	каждый из	1	2
475	до того	1	2
476	состоит в	1	2
477	нечто целое	2	2
478	что можно	1	2
479	может ли	1	2
480	что здесь	9	2
481	соответствии с	2	2
482	если это	3	2
483	природы и	1	2
484	к числу	1	2
485	но вместе	1	2
486	мог бы	3	2
487	и др	11	2
488	значение и	2	2
489	должно быть	2	2
490	это делает	2	2
491	с соответствующими	1	2
492	в основу	2	2
493	них не	2	2
494	в известных	1	2
495	а так	2	2
496	а отсюда	1	2
497	мы теперь	1	2
498	чаще всего	1	2
499	что именно	1	2
500	на то	6	2
501	только после	3	2
502	культурной жизни	1	2
503	на котором	5	2
504	надо было	1	2
505	этого слова	1	2
506	но это	8	2
507	бы в	2	2
508	имеет свою	2	2
509	только о	2	2
510	д а	1	2
511	в который	1	2
512	котором он	1	2
513	можно только	1	2
514	на время	1	1
515	от изучения	1	1
516	материал в	3	1
517	все в	2	1
518	соседстве с	1	1
519	всего в	2	1
520	здесь идет	2	1
521	были бы	2	1
522	путь не	1	1
523	собой всю	1	1
524	он очень	2	1
525	к целому	1	1
526	то в	1	1
527	считать не	1	1
528	не мешает	1	1
529	она имеет	1	1
530	дает нам	3	1
531	обращена к	1	1
532	чем продолжать	1	1
533	новый и	1	1
534	только тогда	1	1
535	одном месте	2	1
536	утверждать что	3	1
537	что наряду	2	1
538	связи и	3	1
539	дать его	1	1
540	действительно ли	1	1
541	изменение в	1	1
542	из человеческих	1	1
543	этот термин	1	1
544	мы видим	16	1
545	в настоящем	1	1
546	и многие	1	1
547	явно не	1	1
548	все здесь	1	1
549	народов в	1	1
550	е с	2	1
551	гуманитарные науки	2	1
552	как одна	1	1
553	та же	1	1
554	народов не	1	1
555	за ним	1	1
556	степени в	1	1
557	если его	1	1
558	мышления и	1	1
559	уяснить себе	2	1
560	она и	2	1
561	его нельзя	1	1
562	и очень	1	1
563	ii но	1	1
564	а наоборот	1	1
565	русской или	1	1
566	народа в	2	1
567	от его	2	1
568	они не	8	1
569	почва для	1	1
570	может не	1	1
571	для каждой	1	1
572	к человеку	1	1
573	и составляют	2	1
574	бы то	2	1
575	также что	2	1
576	известно что	1	1
577	о человеке	1	1
578	роль и	1	1
579	жизни а	1	1
580	нужно было	2	1
581	которая в	1	1
582	признает что	1	1
583	она во-первых	1	1
584	именно так	2	1
585	которые он	1	1
586	бы составить	2	1
587	других и	1	1
588	которых мы	1	1
589	ее а	1	1
590	но еще	1	1
591	этого целого	1	1
592	оно было	1	1
593	здесь возможен	1	1
594	для всякого	1	1
595	мы знаем	10	1
596	отношения к	2	1
597	том не	1	1
598	или по	1	1
599	еще более	1	1
600	материала и	2	1
601	ясно само	1	1
602	оно будет	1	1
603	академии наук	1	1
604	для него	2	1
605	важный вопрос	1	1
606	ни было	2	1
607	и чрезвычайно	1	1
608	бы на	1	1
609	на одно	1	1
610	вопрос мы	2	1
611	входят в	1	1
612	это значит	1	1
613	из задач	1	1
614	по двум	1	1
615	а это	1	1
616	связи в	1	1
617	с ним	3	1
618	в пользу	2	1
619	кроме того	3	1
620	она сохраняет	2	1
621	почему в	1	1
622	имеем дело	1	1
623	что при	3	1
624	есть один	1	1
625	в некоторых	4	1
626	которого он	1	1
627	нет речи	1	1
628	не содержит	2	1
629	говорится в	1	1
630	ее в	7	1
631	исторический факт	2	1
632	и говорить	1	1
633	в область	4	1
634	приступает к	1	1
635	для нас	17	1
636	именно о	1	1
637	и за	1	1
638	и этим	3	1
639	согласно которой	1	1
640	многое в	1	1
641	слова в	2	1
642	и о	1	1
643	то мы	6	1
644	самом же	1	1
645	а есть	2	1
646	требует от	1	1
647	на самом	3	1
648	на одной	1	1
649	здесь в	4	1
650	и объяснить	1	1
651	надо изучать	1	1
652	его от	1	1
653	с исторической	1	1
654	на которой	2	1
655	из возможных	1	1
656	основной вопрос	2	1
657	здесь уже	1	1
658	нет никакого	1	1
659	приходит к	2	1
660	себе не	2	1
661	и которые	1	1
662	в русском	2	1
663	у него	5	1
664	не на	2	1
665	не выходя	1	1
666	нас от	1	1
667	всего хода	1	1
668	вполне естественно	1	1
669	как самые	1	1
670	совершенно ясно	3	1
671	тем больше	1	1
672	быть вполне	1	1
673	что непосредственно	1	1
674	вопрос об	1	1
675	непосредственно в	3	1
676	всего сказанного	2	1
677	оно не	1	1
678	также в	2	1
679	есть нечто	1	1
680	более или	5	1
681	что ни	1	1
682	нам в	1	1
683	но на	1	1
684	или не	1	1
685	но он	5	1
686	реальной действительности	1	1
687	просто как	2	1
688	или в	6	1
689	которых и	1	1
690	как видно	1	1
691	е то	1	1
692	относится и	2	1
693	однако что	1	1
694	помнить что	1	1
695	верований и	1	1
696	из важнейших	1	1
697	д мы	1	1
698	уже очень	1	1
699	на позиции	1	1
700	ставит себе	1	1
701	жизнь в	1	1
702	народы как	1	1
703	самые разнообразные	1	1
704	что у	3	1
705	в особый	1	1
706	этот факт	1	1
707	задача выбрать	1	1
708	с другими	2	1
709	помощи которого	1	1
710	теперь мы	1	1
711	и все	1	1
712	на данный	1	1
713	в некотором	2	1
714	сам собой	1	1
715	еще в	2	1
716	вытекающий из	1	1
717	области как	1	1
718	из моих	1	1
719	быть только	1	1
720	в глубине	2	1
721	иначе как	1	1
722	в эпоху	2	1
723	е при	1	1
724	нет он	2	1
725	и эта	1	1
726	чтобы определить	1	1
727	прямо не	1	1
728	дело здесь	1	1
729	из всего	1	1
730	и будет	1	1
731	меньшей степенью	1	1
732	представление о	3	1
733	слова а	1	1
734	для исследователя	2	1
735	в таком	1	1
736	если он	1	1
737	очень много	10	1
738	так много	1	1
739	в жизни	2	1
740	этого можно	1	1
741	понимать как	1	1
742	можно назвать	3	1
743	видно из	2	1
744	заметить что	2	1
745	не остается	1	1
746	в стороне	4	1
747	меня в	1	1
748	с той	2	1
749	пример показывает	1	1
750	правда в	1	1
751	уже выше	1	1
752	состоит из	1	1
753	и дух	1	1
754	одном случае	1	1
755	ясно еще	1	1
756	встречается в	3	1
757	с ними	2	1
758	степени это	1	1
759	что по	1	1
760	в точном	1	1
761	нас нет	1	1
762	поэтому его	1	1
763	или даже	3	1
764	далеко не	1	1
765	говорят о	3	1
766	между прочим	3	1
767	чем иным	1	1
768	в одно	1	1
769	на эту	3	1
770	имеется в	3	1
771	во главе	1	1
772	пример дает	1	1
773	себя к	1	1
774	есть изучение	1	1
775	собой не	1	1
776	что таким	1	1
777	перед собой	1	1
778	как с	1	1
779	этого прошлого	1	1
780	была и	1	1
781	историей и	1	1
782	и могут	1	1
783	он настоящий	1	1
784	и я	1	1
785	в новой	2	1
786	в такой	2	1
787	свою особую	1	1
788	здесь говорится	1	1
789	между собой	4	1
790	вызвать сомнения	1	1
791	через них	1	1
792	человека или	1	1
793	в свете	4	1
794	исследования но	1	1
795	том как	3	1
796	это было	2	1
797	но говорит	1	1
798	же здесь	2	1
799	этот образ	1	1
800	они говорят	2	1
801	в понимание	1	1
802	он вполне	1	1
803	нельзя изучать	1	1
804	то ясно	2	1
805	которого не	1	1
806	на его	2	1
807	в сторону	1	1
808	славянских языках	1	1
809	них в	1	1
810	в греческом	1	1
811	формах и	1	1
812	от целого	1	1
813	достаточно чтобы	1	1
814	тому же	1	1
815	путь к	2	1
816	к концу	1	1
817	в эту	3	1
818	это тоже	6	1
819	составить предмет	2	1
820	говорит об	1	1
821	или менее	5	1
822	и у	1	1
823	что их	3	1
824	через которую	2	1
825	оставляя в	1	1
826	подобных случаях	1	1
827	в одной	3	1
828	быть назван	2	1
829	относиться к	1	1
830	если например	1	1
831	от места	1	1
832	руки и	3	1
833	связано с	2	1
834	в египте	1	1
835	кто из	1	1
836	действительности а	1	1
837	а для	2	1
838	ему не	1	1
839	на них	2	1
840	высокой ступени	1	1
841	и народов	1	1
842	слова для	1	1
843	в природе	1	1
844	представляла собой	1	1
845	что эти	5	1
846	тому кто	2	1
847	права и	1	1
848	говорится о	1	1
849	одно время	1	1
850	у этих	1	1
851	здесь как	1	1
852	это и	1	1
853	достаточно для	1	1
854	его и	6	1
855	того или	1	1
856	к нашему	1	1
857	не видит	3	1
858	совершенно не	1	1
859	материалом для	1	1
860	человека в	1	1
861	ответить на	1	1
862	и эти	4	1
863	это конечно	3	1
864	чтобы его	1	1
865	в полной	1	1
866	настолько тесно	2	1
867	и более	3	1
868	напомнить что	1	1
869	вытекает из	1	1
870	по ее	1	1
871	с самого	4	1
872	образом мы	3	1
873	в действительности	2	1
874	имеет свои	1	1
875	по данному	1	1
876	что этот	5	1
877	и всеми	1	1
878	в предисловии	1	1
879	такие же	1	1
880	не означает	2	1
881	которыми он	1	1
882	значит что	2	1
883	кто-нибудь может	1	1
884	в исторической	7	1
885	должно было	4	1
886	ясно и	2	1
887	тех же	1	1
888	даже к	1	1
889	эта связь	4	1
890	например у	2	1
891	не одного	2	1
892	том какие	1	1
893	свободна от	1	1
894	средние века	1	1
895	нельзя было	1	1
896	в круг	2	1
897	с каким-нибудь	1	1
898	поскольку это	1	1
899	имеет право	2	1
900	превращается в	4	1
901	это как	1	1
902	не чувствует	1	1
903	в самых	1	1
904	чистом виде	2	1
905	еще на	1	1
906	науки важнее	1	1
907	другими словами	8	1
908	связь и	1	1
909	так сказать	3	1
910	его у	1	1
911	стадии развития	1	1
912	не должен	8	1
913	бы понять	1	1
914	не дает	2	1
915	во всей	2	1
916	истории но	1	1
917	одну из	1	1
918	не по	2	1
919	с какой	1	1
920	быть не	2	1
921	этом пути	1	1
922	одной общей	1	1
923	но здесь	1	1
924	эту схему	1	1
925	в подобных	1	1
926	всего есть	1	1
927	во многих	2	1
928	не всегда	9	1
929	уже о	1	1
930	может вызвать	1	1
931	этот текст	1	1
932	более древних	1	1
933	не сам	2	1
934	е и	1	1
935	дело со	1	1
936	в себя	2	1
937	товарищей по	1	1
938	данного рода	1	1
939	сейчас мы	1	1
940	не раз	1	1
941	наблюдалось в	1	1
942	в которой	2	1
943	именно потому	2	1
944	к превращению	1	1
945	не будет	1	1
946	вследствие этого	2	1
947	есть то	1	1
948	именно из	1	1
949	надо сказать	4	1
950	в свет	1	1
951	представлением о	1	1
952	должны быть	4	1
953	уже у	2	1
954	превратился в	1	1
955	одна сторона	2	1
956	указать что	2	1
957	и та	1	1
958	есть ли	1	1
959	и об	1	1
960	стоять на	1	1
961	не могла	2	1
962	как если	1	1
963	из крупнейших	1	1
964	эта система	1	1
965	и тот	3	1
966	но действительно	1	1
967	собой что	1	1
968	уже потому	1	1
969	есть такие	1	1
970	говорит что	1	1
971	народов например	1	1
972	задачи и	1	1
973	ее с	1	1
974	понимается не	1	1
975	большей частью	2	1
976	который начинается	1	1
977	удалось показать	1	1
978	только тем	1	1
979	тогда она	1	1
980	значительной степени	1	1
981	также не	2	1
982	дать ему	2	1
983	особый вид	1	1
984	впечатление что	2	1
985	стоит на	2	1
986	только то	1	1
987	как одно	1	1
988	и затем	1	1
989	стороны как	1	1
990	таких случаях	4	1
991	в историческом	1	1
992	историческое исследование	1	1
993	что из	1	1
994	различны но	1	1
995	и исторические	1	1
996	самого начала	4	1
997	для дальнейшего	1	1
998	как один	2	1
999	в обстановке	1	1
1000	должны были	9	1
1001	часто имеют	1	1
1002	или иное	1	1
1003	и называют	1	1
1004	мы здесь	8	1
1005	и часто	4	1
1006	то ни	2	1
1007	входить в	1	1
1008	эти вещи	2	1
1009	знает что	1	1
1010	в чистом	2	1
1011	есть продукт	1	1
1012	или объяснить	1	1
1013	всего что	1	1
1014	многих случаях	1	1
1015	в каких	3	1
1016	настолько что	1	1
1017	можем только	1	1
1018	и разнообразных	1	1
1019	могло быть	1	1
1020	с большой	1	1
1021	дает ему	2	1
1022	имеем в	4	1
1023	тем материалом	1	1
1024	формальной а	1	1
1025	что дает	1	1
1026	ни одной	2	1
1027	в средние	1	1
1028	именно такого	1	1
1029	они изучают	1	1
1030	как их	1	1
1031	среди них	1	1
1032	в точности	3	1
1033	он в	5	1
1034	культуры но	1	1
1035	исторические корни	2	1
1036	также как	1	1
1037	тех пор	1	1
1038	объяснить свой	1	1
1039	одного из	1	1
1040	еще нет	1	1
1041	к ним	4	1
1042	в реальной	1	1
1043	в трудах	1	1
1044	она может	1	1
1045	с обычным	1	1
1046	главным образом	2	1
1047	если мы	4	1
1048	во-вторых и	1	1
1049	то именно	1	1
1050	но есть	3	1
1051	чрезвычайно важный	1	1
1052	зато она	1	1
1053	не входят	1	1
1054	имеют не	1	1
1055	только одна	2	1
1056	по другим	1	1
1057	или с	1	1
1058	они должны	3	1
1059	у меня	4	1
1060	культуры что	1	1
1061	тесно связаны	4	1
1062	чем то	1	1
1063	виде и	1	1
1064	приводят к	1	1
1065	это ясно	1	1
1066	точку зрения	3	1
1067	это можно	1	1
1068	для изучения	6	1
1069	этнографические и	1	1
1070	форме не	1	1
1071	так возникает	1	1
1072	в самое	1	1
1073	эта черта	2	1
1074	начала xix	1	1
1075	в высшей	1	1
1076	к которому	5	1
1077	с особой	2	1
1078	не значит	1	1
1079	связь в	1	1
1080	бы ему	1	1
1081	материала к	1	1
1082	только при	1	1
1083	и от	2	1
1084	очень различны	1	1
1085	их можно	1	1
1086	них как	1	1
1087	для которого	1	1
1088	образом в	2	1
1089	изучаться только	1	1
1090	такие которые	1	1
1091	тесно связан	2	1
1092	сейчас нам	1	1
1093	в способах	1	1
1094	может изучаться	2	1
1095	не представляют	1	1
1096	момент в	1	1
1097	и прежде	1	1
1098	значило бы	1	1
1099	этого и	1	1
1100	связи не	1	1
1101	говорится если	1	1
1102	и множества	1	1
1103	же мы	1	1
1104	до тех	1	1
1105	из анализа	1	1
1106	очевидно для	1	1
1107	он был	3	1
1108	к исследованию	1	1
1109	не лучше	1	1
1110	очень трудно	1	1
1111	при каких	1	1
1112	очень редко	2	1
1113	раз наоборот	1	1
1114	других народов	1	1
1115	д и	2	1
1116	того есть	2	1
1117	в европе	1	1
1118	показывает что	7	1
1119	мог возникнуть	2	1
1120	или при	1	1
1121	вполне понятным	1	1
1122	или иного	1	1
1123	к этим	1	1
1124	во время	5	1
1125	ведь и	1	1
1126	остановиться на	1	1
1127	и после	1	1
1128	для этой	1	1
1129	в системе	2	1
1130	можно с	1	1
1131	меньшей степени	1	1
1132	д для	1	1
1133	чтобы не	3	1
1134	именно это	2	1
1135	о связи	2	1
1136	в самой	1	1
1137	ними в	1	1
1138	был быть	1	1
1139	как указывает	1	1
1140	возникает при	1	1
1141	дальнейшего развития	1	1
1142	развития на	2	1
1143	исследовать каким	1	1
1144	в актах	1	1
1145	тот же	3	1
1146	что на	1	1
1147	почти не	4	1
1148	не то	4	1
1149	можно указать	2	1
1150	это особенно	1	1
1151	вся эта	1	1
1152	никак не	1	1
1153	о ней	1	1
1154	например когда	1	1
1155	обратиться к	1	1
1156	и ничего	1	1
1157	он должен	3	1
