N	2gram	Vinokur_Vv	Komedia
209	и вот	3	7
210	для нас	1	7
211	должен был	4	7
212	или иначе	4	7
213	само собой	2	7
214	у того	1	7
215	тех же	1	7
216	и о	1	7
217	конце концов	2	7
218	говоря уже	2	6
219	еще более	1	6
220	его от	1	6
221	в виду	5	6
222	в своих	2	6
223	в наиболее	2	6
224	в дальнейшем	2	6
225	до того	2	6
226	представляет собой	14	6
227	уже о	1	6
228	не мог	2	6
229	после того	2	6
230	с точки	4	6
231	как видно	1	6
232	что не	5	6
233	о которых	2	6
234	больше всего	1	6
235	на этом	3	6
236	не дает	1	6
237	и тем	5	6
238	не приходится	1	6
239	могут быть	6	6
240	в силу	3	6
241	всего в	1	6
242	в сущности	3	6
243	а не	5	6
244	в отличие	4	6
245	нет и	1	6
246	в и	4	6
247	главным образом	1	6
248	в области	4	6
249	тем не	9	6
250	на вопрос	6	6
251	том числе	1	6
252	здесь в	1	6
253	из числа	2	6
254	или в	1	6
255	что к	2	6
256	в какой	6	6
257	и как	9	6
258	к концу	1	6
259	на то	2	6
260	это было	1	6
261	не говоря	2	6
262	на которые	1	6
263	человека в	1	6
264	до тех	1	6
265	во второй	3	6
266	как будто	3	6
267	надо было	2	6
268	в изображении	1	5
269	в первом	5	5
270	из двух	4	5
271	за ним	1	5
272	именно в	8	5
273	что по	1	5
274	в действительности	1	5
275	с помощью	2	5
276	любовь к	4	5
277	к ним	1	5
278	сказать что	6	5
279	все время	2	5
280	себя в	2	5
281	никогда не	3	5
282	представить себе	7	5
283	в ее	11	5
284	после этого	2	5
285	чем в	3	5
286	но он	1	5
287	одним из	5	5
288	также в	1	5
289	в до	2	5
290	между собой	1	5
291	что их	1	5
292	в каждом	4	5
293	т д	39	5
294	не могла	1	5
295	ни одной	1	5
296	в первой	1	5
297	и от	1	5
298	этому времени	2	5
299	представление о	1	5
300	известно что	1	5
301	что это	3	5
302	здесь нет	4	5
303	из того	2	5
304	за пределы	1	5
305	том как	1	5
306	похожи на	1	5
307	у меня	1	5
308	только один	1	5
309	в обоих	2	5
310	же самое	3	5
311	той же	4	5
312	этом отношении	4	5
313	и после	1	5
314	это не	8	5
315	мы имеем	4	5
316	он и	2	5
317	по существу	2	5
318	и без	2	5
319	к своему	2	5
320	в следующем	2	5
321	и я	1	5
322	участие в	1	5
323	раз в	1	5
324	ему не	1	5
325	от того	3	5
326	что из	1	5
327	жизни и	2	5
328	чаще всего	2	5
329	для этого	3	5
330	его современников	1	5
331	что на	1	5
332	мира в	1	5
333	в той	10	4
334	каждой из	6	4
335	вв в	1	4
336	к числу	2	4
337	следует что	2	4
338	в пользу	1	4
339	в принципе	3	4
340	него в	2	4
341	требует от	1	4
342	не столько	2	4
343	чтобы в	1	4
344	в духе	1	4
345	из самых	1	4
346	в построении	1	4
347	например в	2	4
348	видно из	1	4
349	правда в	1	4
350	первой половине	1	4
351	обоих случаях	1	4
352	по тому	1	4
353	нам по	1	4
354	времени в	3	4
355	не всегда	1	4
356	из себя	1	4
357	в риме	1	4
358	должна была	2	4
359	может служить	3	4
360	одна из	3	4
361	к этим	1	4
362	кто из	1	4
363	ближе к	2	4
364	том чтобы	6	4
365	к человеку	1	4
366	к которому	1	4
367	и этим	1	4
368	одно из	5	4
369	не остается	1	4
370	между ними	3	4
371	же как	3	4
372	в себя	1	4
373	выражение в	2	4
374	именно потому	1	4
375	и речи	1	4
376	сомневаться в	1	4
377	ко времени	2	4
378	в достаточной	2	4
379	образом в	1	4
380	которые он	1	4
381	так называемых	4	4
382	не на	1	4
383	стороны и	3	4
384	сравнению с	4	4
385	что мы	2	4
386	наконец в	1	4
387	по сравнению	4	4
388	в поисках	1	4
389	большей частью	1	4
390	каждый из	2	4
391	что же	3	4
392	войны в	1	4
393	в более	4	4
394	этой области	3	4
395	хотя в	2	4
396	второй половине	2	4
397	б и	1	4
398	он называет	1	4
399	что с	3	4
400	и другие	2	4
401	видеть в	1	4
402	у нас	2	4
403	чем же	3	4
404	все равно	2	4
405	с их	5	4
406	впрочем не	1	4
407	времени и	4	4
408	по его	2	4
409	достаточной степени	1	4
410	или менее	1	4
411	мог бы	2	4
412	до н	6	4
413	материал для	3	4
414	с полным	1	4
415	е в	4	4
416	не следует	3	4
417	далеко не	1	4
418	чтобы не	1	4
419	в число	2	4
420	того времени	1	4
421	все более	4	4
422	нуждается в	3	4
423	из которой	2	4
424	во всем	2	3
425	за исключением	1	3
426	или по	1	3
427	за собой	3	3
428	по себе	11	3
429	этим объясняется	1	3
430	более или	1	3
431	естественно не	1	3
432	если он	1	3
433	похож на	1	3
434	в соответствии	2	3
435	выясняется что	1	3
436	сам же	2	3
437	при всей	2	3
438	между двумя	1	3
439	только на	3	3
440	приходит к	1	3
441	от своего	1	3
442	путь к	1	3
443	из наиболее	4	3
444	греции и	3	3
445	как на	12	3
446	соответствии с	2	3
447	что именно	2	3
448	речь о	1	3
449	о ней	1	3
450	этих двух	2	3
451	как две	3	3
452	время и	1	3
453	собой в	2	3
454	в гг	1	3
455	и за	1	3
456	для них	2	3
457	отношения к	1	3
458	в таком	1	3
459	обстоятельство что	1	3
460	по ее	1	3
461	от этого	5	3
462	должно было	1	3
463	этой целью	1	3
464	в греческом	1	3
465	в эту	1	3
466	а с	2	3
467	ли это	1	3
468	в руки	6	3
469	взять в	4	3
470	для этой	1	3
471	своего времени	1	3
472	одну из	1	3
473	не раз	1	3
474	нельзя не	6	3
475	он в	1	3
476	и есть	3	3
477	мы помним	1	3
478	в какой-то	1	3
479	на рубеже	2	3
480	мы видели	3	3
481	также что	1	3
482	к одной	1	3
483	почти не	1	3
484	целого ряда	1	3
485	для себя	1	3
486	представляют собой	9	3
487	каким он	1	3
488	и из	2	3
489	о которой	2	3
490	интерес к	1	3
491	не могут	6	3
492	не мешает	1	3
493	если это	2	3
494	как о	4	3
495	с ними	1	3
496	меньшей мере	2	3
497	его и	1	3
498	совершенно не	1	3
499	и более	1	3
500	чем на	1	3
501	и уже	3	3
502	чем они	2	3
503	состоит в	2	3
504	на две	1	3
505	если мы	1	3
506	ответа на	3	3
507	только при	1	3
508	том же	2	3
509	по меньшей	2	3
510	казалось бы	2	3
511	в самой	1	3
512	как к	1	3
513	малой азии	1	3
514	бы на	1	3
515	мы находим	1	3
516	в виде	4	3
517	однако не	4	3
518	и эта	1	3
519	сведения о	1	3
520	с той	1	3
521	нисколько не	3	3
522	в каждой	2	3
523	должен быть	4	3
524	в одной	1	3
525	на них	1	3
526	жизнь и	1	3
527	ко всему	1	3
528	и потому	2	3
529	в разной	2	3
530	а к	1	3
531	а как	5	3
532	так называемой	3	3
533	в отношениях	2	3
534	только как	7	3
535	то обстоятельство	1	3
536	не с	3	3
537	идет речь	3	3
538	они не	1	3
539	будто бы	2	3
540	в высшей	1	3
541	по этому	3	3
542	только после	2	3
543	это в	2	3
544	надо признать	1	3
545	в эпоху	1	3
546	в так	1	3
547	в известной	3	3
548	не к	2	3
549	с которыми	2	2
550	философии и	2	2
551	в центре	4	2
552	в настоящем	1	2
553	еще раз	2	2
554	из сторон	1	2
555	и очень	1	2
556	не последнее	2	2
557	и был	2	2
558	говорит о	3	2
559	не как	3	2
560	точно так	2	2
561	остановиться на	1	2
562	указывает сам	1	2
563	встречается в	1	2
564	явно не	1	2
565	ни одна	2	2
566	жизнь в	1	2
567	каким образом	2	2
568	как об	9	2
569	зрения на	1	2
570	из всего	1	2
571	превращается в	1	2
572	меня в	1	2
573	работы в	3	2
574	в многочисленных	1	2
575	в собственном	3	2
576	и те	2	2
577	это противопоставление	1	2
578	перед собой	1	2
579	себе отчет	1	2
580	как только	2	2
581	для исследования	1	2
582	как ее	1	2
583	нам не	2	2
584	не могли	2	2
585	можно считать	2	2
586	же автора	1	2
587	по тем	2	2
588	отсюда и	2	2
589	вв до	1	2
590	она могла	1	2
591	не должен	1	2
592	же между	1	2
593	вопроса об	1	2
594	в этот	2	2
595	которых не	3	2
596	об отношении	3	2
597	для которого	1	2
598	не вполне	4	2
599	второй половины	3	2
600	среди них	1	2
601	вернуться к	1	2
602	без всякого	1	2
603	они должны	1	2
604	в справедливости	1	2
605	в основу	2	2
606	в реальном	1	2
607	что все	1	2
608	в зависимости	3	2
609	не одно	1	2
610	были в	1	2
611	от себя	3	2
612	что даже	3	2
613	выходя из	1	2
614	каким был	1	2
615	словом если	1	2
616	по и	1	2
617	которую можно	1	2
618	то в	1	2
619	общественной жизни	1	2
620	мы видим	1	2
621	она и	1	2
622	том насколько	1	2
623	первом случае	2	2
624	но еще	1	2
625	ним в	1	2
626	почему в	1	2
627	в с	3	2
628	к выводу	7	2
629	каждом из	1	2
630	и сама	2	2
631	с другими	1	2
632	отношения между	1	2
633	не была	1	2
634	в конечном	3	2
635	с двумя	1	2
636	и можно	1	2
637	этим и	1	2
638	государства и	2	2
639	вещей и	1	2
640	очевидно что	1	2
641	прошлом и	3	2
642	я и	1	2
643	судить о	1	2
644	подобно тому	2	2
645	из чего	1	2
646	между прочим	1	2
647	рядом с	2	2
648	из четырех	1	2
649	образом для	1	2
650	слово в	1	2
651	же касается	2	2
652	к вопросу	1	2
653	к мысли	1	2
654	за другой	1	2
655	не иначе	2	2
656	а для	1	2
657	чтобы понять	4	2
658	стремлением к	1	2
659	как надо	1	2
660	со всей	3	2
661	в уста	1	2
662	это были	1	2
663	значительное место	1	2
664	однако и	1	2
665	в лучшем	1	2
666	мы уже	2	2
667	совсем не	3	2
668	к новым	1	2
669	ему до	1	2
670	на свой	1	2
671	если же	2	2
672	и та	1	2
673	и является	1	2
674	чем больше	2	2
675	своим собственным	1	2
676	этот вопрос	7	2
677	была уже	1	2
678	она была	2	2
679	того кто	1	2
680	у поэтов	1	2
681	не сам	1	2
682	общего с	1	2
683	но нет	1	2
684	это делает	2	2
685	них не	2	2
686	вполне возможно	1	2
687	теми же	1	2
688	в общем	14	2
689	находящегося в	2	2
690	которые были	2	2
691	античного мира	1	2
692	е и	1	2
693	гораздо более	3	2
694	понять что	3	2
695	при жизни	2	2
696	полным основанием	1	2
697	не будет	1	2
698	них в	1	2
699	его из	1	2
700	должна быть	2	2
701	которых мы	1	2
702	в жизни	1	2
703	и при	2	2
704	на те	1	2
705	содержания и	1	2
706	это уже	2	2
707	никак не	1	2
708	нашего времени	2	2
709	европейской культуры	1	2
710	этой точки	2	2
711	однако что	1	2
712	иначе как	1	2
713	не считать	1	2
714	этом смысле	11	2
715	и такая	1	2
716	не означает	1	2
717	и так	2	2
718	о котором	8	2
719	в известном	3	2
720	знает что	1	2
721	слова о	1	2
722	речь в	4	2
723	платона в	1	2
724	в положении	1	2
725	относящихся к	4	2
726	это только	4	2
727	быть не	1	2
728	котором он	2	2
729	зависимости от	3	2
730	слова и	1	2
731	именно на	2	2
732	согласуется и	1	2
733	отношении к	2	2
734	нельзя отрицать	1	2
735	ближе всего	1	2
736	и до	2	2
737	в древности	1	2
738	в каком	3	2
739	как например	6	2
740	имеем в	1	2
741	таким путем	2	2
742	ли есть	1	2
743	что здесь	2	2
744	нем не	1	2
745	ее не	1	2
746	это ясно	1	2
747	а уж	1	2
748	который по	2	2
749	содержанию и	1	2
750	во втором	2	2
751	здесь не	3	2
752	со словом	2	2
753	в рукописи	1	2
754	только с	4	2
755	у них	2	2
756	в произведениях	1	2
757	но это	2	2
758	только потому	1	2
759	к лицу	1	2
760	дает нам	1	2
761	этом случае	6	2
762	в свое	3	2
763	вкладывает в	1	2
764	по очереди	1	2
765	еще и	4	2
766	для него	1	2
767	того что	12	2
768	в литературе	1	2
769	ее в	1	2
770	последнее место	1	2
771	то мы	1	2
772	бы и	3	2
773	этого рода	9	2
774	этого не	2	2
775	это еще	2	2
776	сплошь да	1	2
777	гораздо ближе	2	2
778	понимать как	1	2
779	в стороне	1	2
780	как она	4	2
781	все эти	3	2
782	что между	1	2
783	и со	2	2
784	пока не	2	2
785	мере в	6	2
786	в форме	2	2
787	чтобы сделать	1	2
788	его к	2	2
789	что эти	1	2
790	с критикой	1	2
791	и тех	1	2
792	как же	1	2
793	это как	1	2
794	в самых	1	2
795	как уже	5	2
796	тому как	2	2
797	разной степени	1	2
798	дело не	5	2
799	частности в	1	2
800	это однако	2	2
801	с ней	2	2
802	как не	1	2
803	человека и	1	2
804	могло быть	1	2
805	себе такую	1	2
806	помнить что	1	2
807	это дает	1	2
808	себе не	1	2
809	да рядом	1	2
810	и дальше	1	2
811	чем к	1	2
812	и новые	1	2
813	в новой	1	2
814	в далеком	1	2
815	начинает с	1	2
816	характера как	1	1
817	еще при	2	1
818	к действительности	2	1
819	был и	1	1
820	связное целое	1	1
821	становится возможным	1	1
822	основании сохранившихся	1	1
823	можно говорить	3	1
824	определить что	1	1
825	речь всегда	1	1
826	в изучении	3	1
827	признать вполне	1	1
828	их из	1	1
829	многое в	1	1
830	выводу что	7	1
831	в момент	1	1
832	которые не	2	1
833	признать очень	2	1
834	в печати	2	1
835	красками и	1	1
836	познания и	2	1
837	текстов в	1	1
838	гомера в	1	1
839	сохранился и	1	1
840	в применении	7	1
841	сомнений что	1	1
842	вопросу о	2	1
843	эта идея	1	1
844	в разных	7	1
845	связи в	1	1
846	в задачу	1	1
847	или нет	2	1
848	и отдать	1	1
849	кроме того	1	1
850	подступиться к	1	1
851	в биографии	1	1
852	в некоторых	1	1
853	по праву	1	1
854	и говорить	1	1
855	человеку из	1	1
856	время не	2	1
857	только за	1	1
858	в различных	5	1
859	бы людьми	1	1
860	по времени	2	1
861	корни этой	1	1
862	этом качестве	1	1
863	вопрос об	1	1
864	считать не	1	1
865	при том	5	1
866	том каким	1	1
867	в числе	1	1
868	места и	1	1
869	развития но	1	1
870	уже выше	1	1
871	более молодых	1	1
872	есть тот	1	1
873	а именно	6	1
874	в одно	1	1
875	на эту	1	1
876	всю эту	1	1
877	собой не	1	1
878	был первым	1	1
879	об основных	1	1
880	чтобы ее	1	1
881	большей или	3	1
882	отличается от	1	1
883	и пе	1	1
884	еще двух	1	1
885	себя не	1	1
886	общем числе	1	1
887	он вполне	1	1
888	в явление	1	1
889	самого слова	1	1
890	из не	1	1
891	не его	1	1
892	как обычно	1	1
893	так например	6	1
894	жизнь была	1	1
895	действительности а	1	1
896	и этику	1	1
897	понять как	1	1
898	представляла собой	1	1
899	лишь средством	1	1
900	одно время	1	1
901	действительности в	2	1
902	ответить на	1	1
903	на этой	3	1
904	в данном	11	1
905	значение только	1	1
906	темы и	1	1
907	глубокого кризиса	1	1
908	и такие	1	1
909	своего собственного	1	1
910	были с	1	1
911	применении к	6	1
912	он только	1	1
913	своей природе	3	1
914	текста это	1	1
915	быть более	1	1
916	в новом	1	1
917	даже и	4	1
918	пор пока	1	1
919	входит в	3	1
920	до него	1	1
921	по возможности	3	1
922	развития с	1	1
923	е о	1	1
924	платона и	1	1
925	и своим	1	1
926	и другой	1	1
927	не признать	4	1
928	которыми он	1	1
929	из их	1	1
930	что греческий	1	1
931	имея в	1	1
932	для нее	2	1
933	и трудно	1	1
934	случае все	1	1
935	увидим что	2	1
936	которым в	1	1
937	между отдельными	1	1
938	о них	2	1
939	общения и	1	1
940	предисловии к	1	1
941	а между	2	1
942	и была	1	1
943	говорит что	1	1
944	из дошедших	1	1
945	значительной степени	1	1
946	не что	5	1
947	рассуждение о	1	1
948	отдать себе	2	1
949	их для	1	1
950	он поставил	1	1
951	мы вообще	1	1
952	убедиться в	1	1
953	мере не	1	1
954	было сказано	3	1
955	искусстве и	1	1
956	всегда и	1	1
957	отчет в	3	1
958	концу iv	1	1
959	уже более	1	1
960	поэта и	1	1
961	настоящее время	1	1
962	с именем	1	1
963	обычно мы	1	1
964	имеем право	1	1
965	заметить что	1	1
966	вопросы более	1	1
967	именно так	1	1
968	сколько о	1	1
969	форме не	1	1
970	объяснение в	1	1
971	что иной	1	1
972	деятельности человека	1	1
973	без того	1	1
974	или очень	1	1
975	к целому	1	1
976	в атмосфере	1	1
977	в текст	1	1
978	русский язык	3	1
979	общественной мысли	1	1
980	вопрос этого	1	1
981	и чувства	1	1
982	на котором	2	1
983	иначе его	1	1
984	были бы	1	1
985	общих чертах	1	1
986	о действительности	1	1
987	в системе	1	1
988	превратился в	1	1
989	разницей что	1	1
990	разумный человек	1	1
991	которой в	2	1
992	не просто	5	1
993	то о	2	1
994	руках у	1	1
995	быта и	3	1
996	работы чем	1	1
997	э и	1	1
998	на античных	1	1
999	в распоряжении	1	1
1000	для начала	1	1
1001	д все	2	1
1002	и совершенно	2	1
1003	той мере	6	1
1004	находить и	1	1
1005	того обстоятельства	1	1
1006	как такового	3	1
1007	зрения должен	1	1
1008	а наоборот	1	1
1009	от его	1	1
1010	что иное	5	1
1011	в дальнейших	1	1
1012	половине iv	1	1
1013	своему содержанию	1	1
1014	признает что	1	1
1015	с известным	1	1
1016	от природы	1	1
1017	на том	3	1
1018	внимание на	5	1
1019	время в	2	1
1020	прием как	1	1
1021	быть в	5	1
1022	прийти к	2	1
1023	а и	1	1
1024	то для	1	1
1025	но поскольку	1	1
1026	и чрезвычайно	1	1
1027	ему надо	1	1
1028	из двадцати	1	1
1029	связей и	1	1
1030	имеем дело	1	1
1031	что при	1	1
1032	которого он	1	1
1033	нет речи	1	1
1034	согласно которой	1	1
1035	собой разумеющимся	1	1
1036	не больше	1	1
1037	сыграть свою	1	1
1038	уже говорилось	1	1
1039	на родном	1	1
1040	в латинской	1	1
1041	видит в	4	1
1042	то она	2	1
1043	вопрос сводится	1	1
1044	тем больше	1	1
1045	говорит он	2	1
1046	себе путь	1	1
1047	во всей	1	1
1048	бы только	1	1
1049	первом из	2	1
1050	материал в	1	1
1051	или не	1	1
1052	ее от	2	1
1053	возникают в	1	1
1054	на которое	1	1
1055	всех его	1	1
1056	высказать в	1	1
1057	самом его	1	1
1058	чтения и	1	1
1059	быть только	1	1
1060	всем что	1	1
1061	действительности к	2	1
1062	так много	1	1
1063	этого можно	1	1
1064	и по-видимому	1	1
1065	отношениях между	2	1
1066	следует понимать	2	1
1067	человек в	1	1
1068	больше оснований	1	1
1069	следует забывать	1	1
1070	филологов что	1	1
1071	человеке и	1	1
1072	во главе	1	1
1073	следовательно и	2	1
1074	сделать его	1	1
1075	древней греции	2	1
1076	в существенном	2	1
1077	нас от	1	1
1078	рассчитывать на	1	1
1079	в сторону	1	1
1080	а только	8	1
1081	в а	1	1
1082	теперь и	1	1
1083	могло бы	2	1
1084	ли кто-нибудь	1	1
1085	идет от	1	1
1086	он сам	3	1
1087	всю ее	1	1
1088	чтобы его	1	1
1089	той или	3	1
1090	не лучше	1	1
1091	не умеющего	1	1
1092	из языковых	1	1
1093	же направлении	1	1
1094	именно как	3	1
1095	материалом для	1	1
1096	но как	2	1
1097	возложить на	1	1
1098	как следует	2	1
1099	конкретная историческая	1	1
1100	которых в	1	1
1101	в исторической	1	1
1102	что нет	2	1
1103	и сообщений	1	1
1104	их истории	1	1
1105	говорил о	1	1
1106	чтобы он	2	1
1107	л в	1	1
1108	принципе для	1	1
1109	которые и	1	1
1110	в область	1	1
1111	с традициями	1	1
1112	объясняется и	1	1
1113	идей и	1	1
1114	явления в	1	1
1115	по другому	1	1
1116	бесспорно что	1	1
1117	но зато	2	1
1118	надо сказать	1	1
1119	вполне справедливо	1	1
1120	от которых	2	1
1121	проблем в	1	1
1122	и затем	1	1
1123	сослаться на	1	1
1124	это может	2	1
1125	из общего	1	1
1126	а от	1	1
1127	как один	1	1
1128	филологическому мастерству	1	1
1129	о связи	1	1
1130	мы здесь	1	1
1131	значение и	2	1
1132	или меньшей	3	1
1133	и объясняется	1	1
1134	могло служить	1	1
1135	так называемого	1	1
1136	крайней мере	4	1
1137	культуры и	1	1
1138	и никогда	1	1
1139	последний вопрос	1	1
1140	оба они	1	1
1141	и др	2	1
1142	условия для	1	1
1143	понимать не	1	1
1144	и ставит	1	1
1145	в общих	1	1
1146	которое мы	1	1
1147	представления в	1	1
1148	до наших	2	1
1149	во-вторых не	1	1
1150	поэтов и	2	1
1151	наоборот как	1	1
1152	тем мы	1	1
1153	приходится с	1	1
1154	показывает что	1	1
1155	или иного	1	1
1156	он должен	1	1
1157	одного и	2	1
1158	как рассказать	1	1
1159	нее не	1	1
1160	раньше чем	3	1
1161	и самый	1	1
1162	высшего расцвета	1	1
1163	любви и	1	1
1164	в статье	1	1
1165	можно только	2	1
1166	не выдерживает	1	1
1167	в особенности	4	1
1168	принципе же	1	1
1169	хотя сам	1	1
1170	трудно сказать	1	1
1171	с полной	2	1
1172	всех отношениях	1	1
1173	на деле	1	1
1174	и стало	1	1
1175	собственном смысле	3	1
1176	за ее	1	1
1177	в содержании	2	1
1178	человеческой личности	1	1
1179	уже после	3	1
1180	разной мере	1	1
1181	достаточно в	1	1
1182	лишь два	1	1
1183	уяснить себе	1	1
1184	одном случае	1	1
1185	как с	1	1
1186	для каждой	1	1
1187	она с	1	1
1188	жизни а	1	1
1189	в специальном	1	1
1190	до времени	1	1
1191	других и	1	1
1192	сходных с	1	1
1193	смысле слова	7	1
1194	из таких	2	1
1195	к сфере	1	1
1196	и далее	2	1
1197	источники в	1	1
1198	случаях имеется	1	1
1199	и ранее	2	1
1200	сам по	2	1
1201	время пока	1	1
1202	находятся в	2	1
1203	же собственно	1	1
1204	разного рода	1	1
1205	xix в	12	1
1206	с каждым	1	1
1207	как говорят	2	1
1208	легко представить	1	1
1209	разобраться в	1	1
1210	критики и	2	1
1211	целом ряде	2	1
1212	очень много	1	1
1213	которых содержит	1	1
1214	второй части	1	1
1215	под этим	1	1
1216	что невозможно	1	1
1217	античной культуры	2	1
1218	имеет свои	1	1
1219	такого же	2	1
1220	древние греки	1	1
1221	текста и	3	1
1222	нам в	1	1
1223	xviii в	6	1
1224	все то	1	1
1225	прямо к	1	1
1226	возможность судить	1	1
1227	необходимости приготовить	1	1
1228	содержание и	1	1
1229	ведущие к	1	1
1230	по истории	2	1
1231	и будет	1	1
1232	во множестве	1	1
1233	говорить в	1	1
1234	во-вторых и	1	1
1235	можно назвать	1	1
1236	виде как	1	1
1237	в одних	1	1
1238	что могло	4	1
1239	если принять	1	1
1240	каждым новым	1	1
1241	центре внимания	2	1
1242	в слове	3	1
1243	этим в	3	1
1244	что таким	1	1
1245	правда не	1	1
1246	быть назван	1	1
1247	к какому	2	1
1248	может не	1	1
1249	у платона	1	1
1250	так называемая	2	1
1251	данном случае	5	1
1252	бы себя	1	1
1253	этот образ	1	1
1254	других человеческих	1	1
1255	они говорят	1	1
1256	чтобы убедиться	1	1
1257	возникает вопрос	2	1
1258	цельную картину	1	1
1259	затем история	1	1
1260	по крайней	4	1
1261	сразу и	1	1
1262	свое время	3	1
1263	этой стороне	1	1
1264	ли они	1	1
1265	ни к	2	1
1266	мог не	1	1
1267	не видеть	1	1
1268	вытекает из	1	1
1269	уже из	1	1
1270	бы с	2	1
1271	особенно важно	1	1
1272	как целое	3	1
1273	как па	1	1
1274	язык и	3	1
1275	в очень	3	1
1276	дошедшие до	1	1
1277	этой традиции	2	1
1278	литературы будет	1	1
1279	же ясно	1	1
1280	способы ее	1	1
1281	у античных	1	1
1282	не любил	1	1
1283	задний план	2	1
1284	в значительной	3	1
1285	своему характеру	1	1
1286	это особенно	1	1
1287	и тогда	3	1
1288	действительности дело	1	1
1289	себе человека	1	1
1290	свою роль	1	1
1291	он старается	1	1
1292	с большой	1	1
1293	народа и	1	1
1294	не могло	1	1
1295	которого не	1	1
1296	и об	1	1
1297	о своем	1	1
1298	от других	2	1
1299	ее с	1	1
1300	он по	1	1
1301	только тем	1	1
1302	взгляда на	4	1
1303	случае с	1	1
1304	человека к	1	1
1305	в сообщениях	1	1
1306	теперь не	1	1
