N	2gram	Voloshinov	Marksizm
300	во внутренней	1	4
301	при чтении	1	4
302	его значение	1	4
303	находит свое	3	4
304	разрыв между	2	4
305	но при	1	4
306	если же	2	4
307	всех других	1	4
308	и тот	1	4
309	являются лишь	1	4
310	из этого	3	4
311	его к	2	4
312	независимо от	2	4
313	к целому	1	4
314	от нее	1	4
315	разобранные нами	1	4
316	индивидуальной психики	1	4
317	не могут	1	4
318	социального взаимодействия	3	4
319	допустим что	2	4
320	значения и	2	4
321	может получить	1	4
322	об идеологии	1	4
323	к его	2	4
324	быть понято	1	4
325	подхода к	1	4
326	эта последняя	2	4
327	нет ничего	2	4
328	автора и	2	4
329	слов и	1	4
330	что здесь	1	4
331	и то	2	4
332	формы как	1	4
333	нас не	1	4
334	уже в	2	4
335	это и	1	4
336	можно сказать	5	4
337	слова но	2	4
338	места в	1	4
339	или даже	1	4
340	социальной среды	2	4
341	в одной	1	4
342	выражение и	2	4
343	каких бы	1	4
344	свое выражение	4	4
345	так называемой	3	4
346	может идти	1	4
347	относится к	2	4
348	стороны и	2	4
349	и вне	1	4
350	к пониманию	1	4
351	жизни и	4	4
352	и прежде	1	4
353	в области	1	4
354	нуждается в	3	4
355	они являются	1	3
356	с героем	3	3
357	ко всем	2	3
358	форму и	2	3
359	является для	2	3
360	нашу задачу	1	3
361	в индивидуальной	1	3
362	мы увидим	1	3
363	даже и	1	3
364	в руках	1	3
365	каждое слово	1	3
366	значительной степени	1	3
367	высказывание является	1	3
368	момент в	1	3
369	науке о	1	3
370	с ним	3	3
371	и внешней	1	3
372	не найдем	1	3
373	ситуации и	1	3
374	жизненной речи	3	3
375	на протяжении	1	3
376	от его	1	3
377	тем не	3	3
378	обстоит дело	1	3
379	такое понимание	1	3
380	для историка	1	3
381	или хотя	1	3
382	дано в	1	3
383	действительности к	1	3
384	деле в	1	3
385	между собой	2	3
386	делает его	2	3
387	в русской	1	3
388	все остальные	1	3
389	более или	1	3
390	высказывание с	1	3
391	все основные	1	3
392	как это	2	3
393	одно и	2	3
394	и та	2	3
395	по своей	1	3
396	он еще	1	3
397	значение и	1	3
398	выходят за	2	3
399	общего с	2	3
400	и др	5	3
401	вне этого	1	3
402	нее не	1	3
403	хорошо и	1	3
404	не так	2	3
405	социальной жизни	2	3
406	как к	3	3
407	и стиль	1	3
408	тогда когда	2	3
409	два основных	1	3
410	имеет место	2	3
411	данной группы	1	3
412	не на	1	3
413	можно было	1	3
414	все то	1	3
415	с условиями	1	3
416	является продуктом	3	3
417	его и	1	3
418	то он	1	3
419	поэтому не	1	3
420	и слушающего	1	3
421	более и	1	3
422	этого общения	2	3
423	здесь не	3	3
424	но если	1	3
425	является только	1	3
426	но это	2	3
427	понять и	1	3
428	мы теряем	1	3
429	что оно	1	3
430	они не	1	3
431	она будет	1	3
432	ведь это	1	3
433	слагается из	2	3
434	лежит на	2	3
435	есть только	1	3
436	на все	2	3
437	один и	1	3
438	только и	1	3
439	от высказывания	1	3
440	в виде	1	3
441	или менее	1	3
442	одним и	1	3
443	и вообще	3	3
444	бы это	1	3
445	на них	1	3
446	и по	3	3
447	этих двух	2	3
448	высказывания так	2	3
449	совпадает с	2	3
450	в значительной	1	3
451	когда он	3	3
452	как чисто	1	3
453	социальных оценок	3	3
454	и о	1	3
455	двух направлениях	3	3
456	и относительно	1	3
457	все более	1	3
458	и только	1	3
459	само собой	1	3
460	интонации и	1	3
461	в целом	1	3
462	и тогда	1	3
463	степень его	1	2
464	и другие	2	2
465	мы это	1	2
466	автором и	2	2
467	т.е к	1	2
468	с этой	2	2
469	дело с	2	2
470	вопросу о	1	2
471	тем как	2	2
472	он определяется	1	2
473	правда это	1	2
474	что современная	1	2
475	этом направлении	1	2
476	говорящего со	1	2
477	находится не	1	2
478	из нее	1	2
479	слова с	1	2
480	где они	1	2
481	например в	1	2
482	в жизни	5	2
483	той социальной	2	2
484	значение их	1	2
485	самое справедливо	2	2
486	социальная среда	1	2
487	зрения не	1	2
488	перестает быть	2	2
489	восприятия и	1	2
490	почвы для	1	2
491	находит в	2	2
492	справедливо и	3	2
493	было в	1	2
494	она могла	1	2
495	почти исключительно	2	2
496	особенно важна	1	2
497	это же	1	2
498	нашем случае	1	2
499	мы все	4	2
500	а между	1	2
501	ориентируется в	1	2
502	не совпадает	1	2
503	не вполне	1	2
504	соприкасается с	2	2
505	высказывания его	1	2
506	этому пределу	1	2
507	к ним	2	2
508	эти моменты	2	2
509	него не	1	2
510	на него	2	2
511	между говорящими	1	2
512	слово не	1	2
513	лишь поскольку	1	2
514	в атмосфере	2	2
515	можем сказать	2	2
516	в противном	1	2
517	какой степени	2	2
518	коем случае	1	2
519	крайней мере	1	2
520	и во	1	2
521	нему в	1	2
522	ее и	3	2
523	индивидуальной психике	1	2
524	она в	1	2
525	внутренней и	1	2
526	для них	1	2
527	тому же	2	2
528	и притом	2	2
529	является и	1	2
530	языке мы	1	2
531	по аналогии	1	2
532	социально-политический строй	1	2
533	и всего	1	2
534	не остается	2	2
535	нашем примере	7	2
536	эти три	1	2
537	же как	1	2
538	оценок и	2	2
539	в психике	2	2
540	и являются	1	2
541	зрения и	1	2
542	себе и	1	2
543	в чем	2	2
544	и мир	1	2
545	остается в	1	2
546	но можно	1	2
547	а с	1	2
548	если оно	1	2
549	того в	1	2
550	героя и	5	2
551	стиля в	1	2
552	в лучшем	1	2
553	от каких	1	2
554	ту же	1	2
555	характерны для	1	2
556	бы они	1	2
557	ее например	1	2
558	этом смысле	1	2
559	в современной	1	2
560	мы здесь	1	2
561	когда мы	1	2
562	нем и	1	2
563	ни одной	1	2
564	конечно эти	1	2
565	его как	2	2
566	найти в	1	2
567	это делает	1	2
568	но прежде	1	2
569	всех сторон	1	2
570	к внешнему	1	2
571	или может	1	2
572	же социальная	2	2
573	не то	1	2
574	в общем	1	2
575	же мы	1	2
576	различать два	1	2
577	нам придется	1	2
578	или иного	1	2
579	определяется в	1	2
580	этой реальной	1	2
581	высказывания это	1	2
582	слушателя и	2	2
583	различные степени	1	2
584	в частности	1	2
585	в содержании	1	2
586	все в	1	2
587	та же	1	2
588	опирается на	1	2
589	к одной	1	2
590	следует ли	1	2
591	самим автором	1	2
592	была бы	2	2
593	социальных сил	1	2
594	является социальным	1	2
595	оно не	2	2
596	сами по	1	2
597	мы понимаем	1	2
598	имеет дело	1	2
599	это та	1	2
600	как о	1	2
601	при более	1	2
602	и так	2	2
603	себя и	2	2
604	бы не	2	2
605	чтобы убедиться	1	2
606	по крайней	1	2
607	случае оно	1	2
608	ясность и	2	2
609	что мы	5	2
610	в кругозор	1	2
611	оно является	1	2
612	для нее	1	2
613	и вся	1	2
614	вступает в	1	2
615	осознавать себя	1	2
616	находят свое	1	2
617	ни были	1	2
618	известной степени	2	2
619	за пределами	1	2
620	до известной	2	2
621	является уже	1	2
622	говорящих в	1	2
623	мы еще	1	2
624	он должен	3	2
625	самое слово	2	2
626	в коем	1	2
627	данном случае	2	2
628	интонация не	1	2
629	зависит от	2	2
630	одна и	1	2
631	в литературе	4	2
632	же не	1	2
633	речь но	1	2
634	его социальная	1	2
635	оставаясь в	1	2
636	всякая живая	1	2
637	сама по	1	2
638	словом и	2	2
639	есть в	1	2
640	мы никогда	2	2
641	противном случае	1	2
642	политической жизни	1	2
643	но уже	1	2
644	высказывание может	2	2
645	все разобранные	1	2
646	индивидуальная психика	1	2
647	и тех	1	2
648	со всех	2	2
649	в эти	1	2
650	значение высказывания	1	2
651	поскольку они	2	2
652	и почти	1	2
653	и оценкой	1	2
654	остаются вне	2	2
655	внешней речи	1	2
656	классический случай	1	2
657	данного коллектива	2	2
658	присуща тенденция	1	2
659	подвести итоги	1	2
660	контекста в	2	2
661	степень их	1	2
662	форму как	2	2
663	определить как	1	2
664	и самый	1	2
665	все возможные	1	2
666	и наконец	3	2
667	а эти	1	2
668	можно только	1	2
669	герою а	1	1
670	и теоретическая	1	1
671	или он	1	1
672	представителей этой	1	1
673	как форма	2	1
674	к социальному	1	1
675	зрения на	1	1
676	на эти	1	1
677	русской литературе	1	1
678	и организующие	1	1
679	интонации на	1	1
680	смыслового состава	1	1
681	ровно ничего	1	1
682	случае мы	1	1
683	утратит свою	1	1
684	остановимся несколько	1	1
685	творчества для	1	1
686	вещи и	2	1
687	ее мы	1	1
688	в некоторых	3	1
689	можно определить	1	1
690	но тем	2	1
691	говорит о	1	1
692	только отдельные	1	1
693	не хочет	1	1
694	приближения к	1	1
695	одно из	1	1
696	его социальной	2	1
697	высказывания мы	1	1
698	свою связь	1	1
699	приблизимся к	1	1
700	является очень	1	1
701	бытия данной	1	1
702	читателя и	1	1
703	именно и	1	1
704	из двух	1	1
705	яркое и	1	1
706	социальной атмосферы	1	1
707	равно как	1	1
708	в физической	1	1
709	существуют и	1	1
710	в интонациях	1	1
711	конечном счете	1	1
712	к другим	1	1
713	капиталистической эпохи	1	1
714	пор мы	1	1
715	и выбор	1	1
716	душевное состояние	1	1
717	на эту	1	1
718	социологической закономерности	1	1
719	понять форму	1	1
720	они ни	2	1
721	в художественном	3	1
722	пытаясь найти	1	1
723	только для	1	1
724	жизненных высказываний	1	1
725	может дать	1	1
726	легче всего	1	1
727	где основная	1	1
728	марксистский метод	1	1
729	установку на	1	1
730	моменты высказывания	1	1
731	ней как	2	1
732	как только	2	1
733	свой смысл	1	1
734	так если	1	1
735	другую форму	1	1
736	не приблизимся	1	1
737	оценки в	1	1
738	пониманием и	1	1
739	нам не	1	1
740	в низший	1	1
741	героя или	2	1
742	моменты и	1	1
743	которые мы	2	1
744	которой принадлежит	1	1
745	итоги нашему	1	1
746	чаще же	1	1
747	которой он	1	1
748	и политической	1	1
749	интонация в	1	1
750	это последнее	1	1
751	нас и	2	1
752	так для	1	1
753	связанных с	1	1
754	идеологическое выражение	1	1
755	имеет в	3	1
756	этого взаимодействия	2	1
757	не должен	1	1
758	часто в	1	1
759	само нуждается	1	1
760	может овладеть	1	1
761	высказывания о	1	1
762	словесного творчества	1	1
763	но то	1	1
764	искусства и	2	1
765	и должна	1	1
766	и продукт	1	1
767	во многих	1	1
768	не всегда	1	1
769	и сложная	1	1
770	более тонкое	1	1
771	оно начинает	1	1
772	увидим что	1	1
773	социальному кругозору	1	1
774	целого они	1	1
775	содержание в	1	1
776	художественный смысл	1	1
777	изменение внутри	1	1
778	такой анализ	1	1
779	отметить что	1	1
780	области социального	1	1
781	автора с	1	1
782	убедиться в	1	1
783	но этот	2	1
784	слову и	1	1
785	и остается	1	1
786	поэтических высказываний	1	1
787	политическую организацию	1	1
788	приходят к	1	1
789	пределах этого	1	1
790	говорящих и	1	1
791	с такою	1	1
792	быть понята	1	1
793	работает с	1	1
794	реализовать себя	1	1
795	и оценки	2	1
796	грамматики для	1	1
797	к которому	1	1
798	тесной зависимости	1	1
799	автор как	1	1
800	в индивидуальную	1	1
801	без того	1	1
802	входят в	1	1
803	ее внутренней	1	1
804	бы слово	1	1
805	не поймет	1	1
806	яркое выражение	1	1
807	что именно	1	1
808	к вопросам	1	1
809	это прежде	1	1
810	социологический метод	2	1
811	но самый	1	1
812	с действительным	1	1
813	своего смысла	1	1
814	и лингвистической	1	1
815	не поймем	2	1
816	конечно только	1	1
817	не нуждаются	1	1
818	для анализа	1	1
819	или иным	1	1
820	основные направления	1	1
821	творчества вырастают	1	1
822	герой и	1	1
823	каждый элемент	1	1
824	есть выражение	1	1
825	так форма	1	1
826	оформления и	1	1
827	и мы	1	1
828	по природе	2	1
829	такою же	1	1
830	так можно	1	1
831	но из	1	1
832	пути в	1	1
833	но отнюдь	2	1
834	объективны по	1	1
835	не стремится	1	1
836	формы но	1	1
837	протяжении всей	1	1
838	слов в	1	1
839	для определения	1	1
840	подчеркнуть что	2	1
841	близка к	1	1
842	и герой	3	1
843	в высший	1	1
844	не должна	3	1
845	солидарен со	1	1
846	строй и	1	1
847	взаимоотношения и	1	1
848	третье лицо	1	1
849	и свободно	1	1
850	отношения между	1	1
851	в конечном	1	1
852	бы только	1	1
853	или не	3	1
854	живет и	1	1
855	она создает	1	1
856	наука до	1	1
857	это один	1	1
858	пределах настоящей	1	1
859	не нуждается	1	1
860	окружающей социальной	1	1
861	я он	1	1
862	этого содержания	1	1
863	на себя	1	1
864	быть только	2	1
865	я и	1	1
866	мнений и	1	1
867	человек и	1	1
868	характер и	1	1
869	можем мы	1	1
870	же оно	1	1
871	образом для	1	1
872	стиль высказывания	1	1
873	словаря а	1	1
874	и героем	1	1
875	высказывания правда	1	1
876	в себя	2	1
877	живого социального	1	1
878	к вопросу	1	1
879	точек зрения	3	1
880	и всякого	1	1
881	взаимодействия но	1	1
882	на возможное	1	1
883	от предмета	1	1
884	начинает стремиться	1	1
885	для правильного	1	1
886	вошли в	1	1
887	на которую	1	1
888	производственные отношения	1	1
889	только ему	3	1
890	высказывания определяется	1	1
891	не отражает	2	1
892	в содержание	3	1
893	на этом	1	1
894	к слову	2	1
895	к предмету	5	1
896	положения в	1	1
897	является задачей	1	1
898	социально-экономической закономерности	1	1
899	он находится	1	1
900	его внутренней	1	1
901	ни была	1	1
902	или химическая	1	1
903	это по	1	1
904	продолжает и	1	1
905	однако эта	1	1
906	но зато	2	1
907	содержания и	2	1
908	самым основам	1	1
909	в приведенном	1	1
910	себя на	1	1
911	остаются за	1	1
912	как некая	1	1
913	этого приема	1	1
914	стиль и	1	1
915	и третье	1	1
916	во взаимоотношениях	1	1
917	другая форма	1	1
918	и глубоко	1	1
919	социальная группа	2	1
920	поймет их	1	1
921	на который	1	1
922	слова из	1	1
923	что для	1	1
924	но есть	1	1
925	и интонациями	1	1
926	т.е как	1	1
927	все явления	1	1
928	своего героя	1	1
929	кругозор говорящих	1	1
930	деле это	1	1
931	бы оно	2	1
932	слово так	3	1
933	тона в	1	1
934	явления в	1	1
935	в последующем	1	1
936	социальной природы	1	1
937	чтобы не	1	1
938	очень важным	1	1
939	нам кажется	1	1
940	кажется что	1	1
941	что форма	2	1
942	уже является	1	1
943	здесь на	1	1
944	при последовательном	1	1
945	приближается к	1	1
946	форм которые	1	1
947	социальной структурой	1	1
948	высказывание а	1	1
949	них в	1	1
950	явлений итак	1	1
951	значение этой	1	1
952	группы к	1	1
953	художественного творчества	3	1
954	активное отношение	1	1
955	ни единого	1	1
956	и из	1	1
957	смысла то	1	1
958	сам по	1	1
959	проникает в	1	1
960	нашего времени	1	1
961	от этой	2	1
962	мы в	2	1
963	в особых	1	1
964	поэта в	1	1
965	и делает	1	1
966	времени очень	1	1
967	закреплена в	1	1
968	подобно тому	1	1
969	себе не	1	1
970	в идиоте	1	1
971	и общая	1	1
972	она становится	1	1
973	душе говорящего	1	1
974	оно способно	1	1
975	социальной оценки	1	1
976	жизненного высказывания	3	1
977	особого рода	1	1
978	этой точки	3	1
979	тесную связь	2	1
980	и единство	1	1
981	с ней	1	1
982	с таким	1	1
983	одного только	1	1
984	так называемый	1	1
985	произведения в	1	1
986	и степень	1	1
987	показать что	1	1
988	высказывания все	1	1
989	и семантически	1	1
990	и слушатель	1	1
991	в различные	1	1
992	вопросом грамматики	1	1
993	то время	1	1
994	выходит за	1	1
995	оно всегда	1	1
996	случае нельзя	1	1
997	их живого	2	1
998	грамматические формы	1	1
999	основе своей	1	1
1000	значение дело	1	1
1001	только то	1	1
1002	применения социологического	1	1
1003	она определяет	1	1
1004	жизни если	2	1
1005	и было	1	1
1006	целого между	1	1
1007	своей тенденции	1	1
1008	вырастает из	1	1
1009	важна в	1	1
1010	все они	2	1
1011	можно в	1	1
1012	ни на	2	1
1013	эти вопросы	1	1
1014	социальную оценку	1	1
1015	участников высказывания	1	1
1016	не желает	1	1
1017	сливается с	2	1
1018	знак равенства	1	1
1019	это художественное	1	1
1020	вне поля	1	1
1021	каким бы	1	1
1022	форма высказывания	2	1
1023	бы по	1	1
1024	сознание и	1	1
1025	ее до	1	1
1026	и независимо	1	1
1027	может реализовать	1	1
1028	остается только	1	1
1029	обойтись без	1	1
1030	комнате в	1	1
1031	процессе этого	1	1
1032	со всей	1	1
1033	что уже	1	1
1034	определения героя	1	1
1035	менее широким	1	1
1036	отражает в	3	1
1037	высший ранг	1	1
1038	и различные	1	1
1039	должны различать	1	1
1040	при помощи	1	1
1041	в обоих	1	1
1042	еще один	1	1
1043	действия и	2	1
1044	а лишь	1	1
1045	в обществе	1	1
1046	образом не	1	1
1047	вывести его	1	1
1048	зрения другого	1	1
1049	научное определение	1	1
1050	им она	1	1
1051	мы отлично	1	1
1052	словами и	2	1
1053	направлениях к	2	1
1054	только одна	1	1
1055	на мы	1	1
1056	что я	1	1
1057	относительно всех	1	1
1058	в жесте	1	1
1059	то она	1	1
1060	может определять	1	1
1061	том же	1	1
1062	а уж	1	1
1063	формы для	1	1
1064	и проч	3	1
1065	слова делает	1	1
1066	со словом	2	1
1067	имеет и	1	1
1068	формы то	2	1
1069	не из	1	1
1070	в особом	1	1
1071	во времени	1	1
1072	и целых	1	1
1073	интонация и	1	1
1074	социальное событие	1	1
1075	из этой	1	1
1076	переходящее в	1	1
1077	уверенность в	1	1
1078	которые в	1	1
1079	он чрезвычайно	1	1
1080	продукт социального	2	1
1081	или просто	1	1
1082	как социального	1	1
1083	интонации интонация	1	1
1084	со слушателем	3	1
1085	мы могли	1	1
1086	аналогии с	1	1
1087	образом к	1	1
1088	те оценки	1	1
1089	художественного высказывания	1	1
1090	форме так	1	1
1091	же этот	1	1
1092	восприятия этот	1	1
1093	контекстом в	2	1
1094	он как	1	1
1095	это часто	1	1
1096	речи так	1	1
1097	только его	1	1
1098	и соответствующие	1	1
1099	высказывания с	2	1
1100	не способен	2	1
1101	процесса а	1	1
1102	на которой	1	1
1103	работы является	1	1
1104	тонкое и	1	1
1105	здесь конечно	1	1
1106	адекватное выражение	1	1
1107	следовательно только	2	1
1108	элемент ее	1	1
1109	знания и	1	1
1110	указывали что	1	1
1111	ко второму	1	1
1112	найти только	1	1
1113	к определенным	1	1
1114	кругозор на	1	1
1115	не те	1	1
1116	выражение этого	1	1
1117	себе в	1	1
1118	взаимоотношения говорящих	1	1
1119	быть взяты	1	1
1120	и без	1	1
1121	примере и	1	1
1122	со своею	1	1
1123	при таком	1	1
1124	его живым	1	1
1125	и понимания	1	1
1126	чем мы	1	1
1127	все равно	1	1
1128	были не	1	1
1129	именно эта	1	1
1130	и художественного	1	1
1131	предметом исследования	2	1
1132	конечно эта	1	1
1133	дело и	1	1
1134	является еще	1	1
1135	ряд вопросов	1	1
1136	но конечно	2	1
1137	наиболее яркое	2	1
1138	уже сказали	1	1
1139	непосредственно в	1	1
1140	мы попытаемся	1	1
1141	в стиле	1	1
1142	только к	1	1
1143	указанных нами	1	1
1144	своя группа	1	1
1145	приведенном нами	1	1
1146	на один	2	1
1147	в невысказанный	1	1
1148	определяют и	1	1
1149	мы воспринимаем	1	1
1150	логики или	1	1
1151	их но	1	1
1152	а из	1	1
1153	социальной группе	1	1
1154	тому как	1	1
1155	само собою	1	1
1156	степени не	1	1
1157	является таким	1	1
1158	и во-вторых	1	1
1159	свое утверждение	1	1
1160	и грамматических	1	1
1161	часть высказывания	1	1
1162	в части	1	1
1163	особый тип	1	1
1164	пор не	1	1
1165	смысл какого-нибудь	1	1
1166	смысл слова	1	1
1167	всего определяется	1	1
1168	можно найти	2	1
1169	и кровь	1	1
1170	несколько подробнее	2	1
1171	к которой	1	1
1172	взаимодействие и	1	1
1173	у нее	1	1
1174	и последовательное	1	1
1175	не перестает	1	1
1176	и определений	1	1
1177	одном голосе	1	1
1178	каковы бы	1	1
1179	создает в	1	1
1180	что можно	1	1
1181	существуют для	1	1
1182	человеческого общества	2	1
1183	между формой	1	1
1184	отношение к	4	1
1185	как ближайшего	1	1
1186	которой можно	1	1
1187	ней более	1	1
1188	самой своей	1	1
1189	жизненный контекст	1	1
1190	дело в	4	1
1191	попытаемся наметить	1	1
1192	роли слушателя	1	1
1193	бытия и	1	1
1194	говорящего но	2	1
1195	как будто	1	1
1196	каком направлении	1	1
1197	момента и	1	1
1198	высказывание активно	1	1
1199	процессе ее	1	1
1200	других участников	1	1
1201	в новой	1	1
1202	жизненных условий	1	1
1203	социальную позицию	2	1
1204	ведь и	3	1
1205	один миг	1	1
1206	лучшем случае	1	1
1207	для этого	1	1
1208	проблемы так	1	1
1209	вне ее	1	1
1210	и обратно	1	1
1211	отчетливее и	1	1
1212	и совершенно	2	1
1213	в лице	1	1
1214	не можем	1	1
1215	жизнью и	2	1
