N	2gram	Tiupa_Hudo	Formalny
221	смысла и	1	7
222	жизни в	2	7
223	том что	9	7
224	не входит	2	7
225	известной степени	3	7
226	он и	2	7
227	и более	2	7
228	в какой	2	7
229	только и	2	7
230	или менее	6	7
231	в одной	1	7
232	того или	4	7
233	стороны и	1	7
234	в понимании	1	7
235	как к	5	7
236	к действительности	3	6
237	те же	1	6
238	в этих	4	6
239	если он	1	6
240	например в	4	6
241	их в	3	6
242	при таком	1	6
243	отличается от	2	6
244	о том	2	6
245	художественного восприятия	4	6
246	только не	1	6
247	по преимуществу	3	6
248	от его	1	6
249	именно так	1	6
250	в которой	3	6
251	но для	1	6
252	в конце	1	6
253	и это	2	6
254	на этом	2	6
255	и тем	4	6
256	за пределы	2	6
257	в статье	1	6
258	один из	2	6
259	на ее	1	6
260	с ним	2	6
261	его смысла	1	6
262	к его	3	6
263	из этих	3	6
264	в произведении	3	6
265	художественных произведений	1	6
266	литературных произведений	3	6
267	той же	1	6
268	этого слова	2	6
269	в формах	2	6
270	ее в	2	6
271	так в	4	6
272	произведения искусства	4	6
273	не по	1	6
274	в частности	18	6
275	тем самым	5	6
276	искусства и	3	6
277	отношение к	7	6
278	тому что	2	6
279	с этой	3	5
280	даже в	3	5
281	какой бы	1	5
282	в виду	5	5
283	значительной степени	2	5
284	в мире	24	5
285	и со	1	5
286	можно сказать	6	5
287	в котором	1	5
288	и формы	1	5
289	из виду	2	5
290	в нашем	2	5
291	к которому	4	5
292	все без	1	5
293	характерно что	1	5
294	к нему	3	5
295	всего в	1	5
296	то в	2	5
297	искусства без	1	5
298	на язык	1	5
299	время и	1	5
300	хотя и	4	5
301	не от	2	5
302	не столько	7	5
303	что не	1	5
304	а только	4	5
305	звука и	1	5
306	или же	1	5
307	и что	4	5
308	не могла	1	5
309	этом смысле	3	5
310	в поэтической	1	5
311	его как	1	5
312	друг другу	1	5
313	и по	2	5
314	а как	1	5
315	в него	1	5
316	не так	1	5
317	и свою	1	5
318	если в	1	5
319	в отношении	4	5
320	должен был	1	5
321	между которыми	2	5
322	приводит к	6	5
323	не имеет	1	5
324	да и	1	5
325	роли в	4	5
326	бы и	1	5
327	то и	1	5
328	высказывания и	2	5
329	в значительной	2	5
330	в отличие	7	5
331	одной из	2	5
332	языка а	1	5
333	до известной	2	5
334	к предмету	1	5
335	в самой	2	5
336	и то	4	5
337	общения в	1	5
338	значение в	1	5
339	для нас	1	5
340	в широком	1	5
341	становления и	1	5
342	виду что	1	5
343	всякое высказывание	1	5
344	в такой	1	5
345	в условиях	1	5
346	отличие от	7	5
347	тому как	3	5
348	произведения не	1	5
349	слова в	3	5
350	же в	1	5
351	может и	1	5
352	настоящего времени	1	5
353	от него	1	4
354	и другие	2	4
355	в высказывании	1	4
356	об искусстве	2	4
357	от одного	1	4
358	является не	1	4
359	имеет место	3	4
360	к самому	1	4
361	химическом соединении	1	4
362	между двумя	2	4
363	для данного	1	4
364	превращается в	2	4
365	себе в	1	4
366	во всей	3	4
367	одна из	2	4
368	на котором	2	4
369	того же	3	4
370	едва ли	1	4
371	в химическом	1	4
372	тем не	3	4
373	что такое	2	4
374	нигде не	1	4
375	в таком	3	4
376	между этими	1	4
377	в лучшем	1	4
378	материалом и	1	4
379	не будет	3	4
380	соединении с	2	4
381	или иное	1	4
382	могла бы	2	4
383	что для	1	4
384	слова как	5	4
385	высказывания как	1	4
386	чтобы не	2	4
387	в романе	3	4
388	однако и	1	4
389	в литературной	1	4
390	героя в	1	4
391	подобно тому	3	4
392	смысла в	1	4
393	мы говорим	1	4
394	и действительно	1	4
395	значения и	2	4
396	нет в	1	4
397	к другому	2	4
398	высказывание в	1	4
399	произведение искусства	12	4
400	совпадает с	2	4
401	идет о	2	4
402	наконец в	1	4
403	каждой из	1	4
404	отношении к	3	4
405	данного произведения	1	4
406	являются только	1	4
407	между людьми	1	4
408	тот или	3	4
409	только при	1	4
410	в литературном	1	4
411	и о	4	4
412	но если	1	4
413	он должен	3	4
414	зависит от	1	4
415	в художественной	3	4
416	не для	1	4
417	что каждый	2	4
418	слово в	1	4
419	а на	5	4
420	реальной действительности	1	4
421	или в	2	4
422	или иначе	5	4
423	сама по	2	4
424	язык поэзии	1	4
425	или даже	3	4
426	ценностный центр	1	4
427	и притом	3	4
428	тех же	1	4
429	только то	1	4
430	роман и	2	4
431	одним из	2	4
432	лучшем случае	1	4
433	литература как	1	3
434	для всех	1	3
435	дело с	1	3
436	в году	2	3
437	требует от	1	3
438	в одном	3	3
439	или для	1	3
440	из всего	1	3
441	литературе как	1	3
442	а именно	3	3
443	предмета и	1	3
444	в это	1	3
445	на первый	1	3
446	самом произведении	1	3
447	языка мы	1	3
448	изобразительных искусств	1	3
449	в пределе	1	3
450	ничто не	1	3
451	не всегда	2	3
452	как совокупность	3	3
453	это было	1	3
454	сознания в	4	3
455	воздействия на	2	3
456	не об	1	3
457	в различных	1	3
458	и каждого	1	3
459	в окружающей	1	3
460	конститутивным моментом	1	3
461	содержания в	1	3
462	новых форм	1	3
463	в контексте	3	3
464	к этим	1	3
465	в системе	3	3
466	не происходит	1	3
467	мы видим	1	3
468	внимание на	1	3
469	проявляется в	1	3
470	а и	1	3
471	души и	1	3
472	в качестве	31	3
473	и через	1	3
474	но как	2	3
475	не была	1	3
476	но он	3	3
477	xviii века	1	3
478	с художественной	3	3
479	в чем	2	3
480	внутренней речи	14	3
481	в противном	2	3
482	не сводится	9	3
483	не дает	1	3
484	ту же	1	3
485	так что	1	3
486	речи и	4	3
487	кажется что	1	3
488	в развитии	1	3
489	между жизнью	1	3
490	в форме	4	3
491	тем и	1	3
492	в европейском	1	3
493	не просто	2	3
494	в новое	1	3
495	как система	2	3
496	и особенно	2	3
497	можно только	1	3
498	к такому	1	3
499	никак нельзя	1	3
500	и конечно	1	3
501	произведения это	1	3
502	связей с	2	3
503	художественного творчества	6	3
504	со всеми	1	3
505	так или	4	3
506	литературы но	1	3
507	имеет значение	1	3
508	звук в	1	3
509	одновременно с	1	3
510	можно назвать	1	3
511	бы не	2	3
512	вследствие этого	2	3
513	на их	1	3
514	в каком	2	3
515	перед нами	1	3
516	все они	1	3
517	вытекает из	2	3
518	художественного целого	3	3
519	время оно	1	3
520	том числе	3	3
521	оно является	1	3
522	не утрачивает	1	3
523	вступает в	2	3
524	ни были	1	3
525	каждый из	1	3
526	состоит в	20	3
527	в сознании	1	3
528	неотделимо от	1	3
529	то или	1	3
530	пришлось бы	1	3
531	тот же	1	3
532	этого термина	2	3
533	из своих	1	3
534	сознания и	1	3
535	с их	2	3
536	средств и	1	3
537	целого высказывания	1	3
538	или иной	9	3
539	этом не	1	3
540	на нее	1	3
541	дело в	1	3
542	о каком	1	3
543	места в	1	3
544	вне произведения	1	3
545	противном случае	2	3
546	к своему	2	3
547	со своей	4	3
548	и глубже	1	3
549	на его	1	3
550	тем более	2	3
551	значение для	1	3
552	к одному	1	3
553	может иметь	1	3
554	на один	1	3
555	одну из	1	3
556	не с	2	3
557	и иных	1	3
558	статье о	1	3
559	числе и	2	3
560	же самое	1	3
561	или точнее	1	3
562	произведения является	1	3
563	сказать в	1	3
564	и прежде	3	3
565	говорить об	1	3
566	идет не	1	3
567	на то	1	3
568	мира в	2	3
569	нуждается в	1	3
570	именно это	1	3
571	дело обстоит	1	3
572	и совершенно	1	3
573	в известной	1	3
574	и иные	1	3
575	себе а	1	3
576	все что	1	2
577	художественная реальность	2	2
578	в душе	9	2
579	типа как	1	2
580	таком понимании	1	2
581	тем как	1	2
582	о чем	3	2
583	строго говоря	2	2
584	говорит о	1	2
585	привести к	1	2
586	в принципе	8	2
587	к реальному	1	2
588	до последнего	1	2
589	и само	1	2
590	не сможет	1	2
591	художественное целое	2	2
592	и соответствующих	1	2
593	о мире	1	2
594	из нее	1	2
595	от всего	1	2
596	к более	2	2
597	принадлежат к	1	2
598	том или	1	2
599	взаимодействия людей	2	2
600	в собственном	1	2
601	вещей в	1	2
602	языка на	2	2
603	или ином	1	2
604	тем или	2	2
605	поскольку он	1	2
606	ни для	2	2
607	всех без	3	2
608	и того	3	2
609	ними и	2	2
610	во внешнем	2	2
611	не могли	2	2
612	восприятия в	1	2
613	по тем	1	2
614	его значением	1	2
615	она могла	1	2
616	художественного завершения	1	2
617	в строгом	1	2
618	эта система	1	2
619	знака и	1	2
620	язык а	1	2
621	автора с	2	2
622	языка не	1	2
623	на наших	2	2
624	отдельности и	1	2
625	наиболее существенным	1	2
626	ее как	1	2
627	с этими	1	2
628	в научном	1	2
629	еще одна	1	2
630	что она	2	2
631	момент в	1	2
632	который в	2	2
633	что говорит	1	2
634	с читателем	2	2
635	в структуре	3	2
636	нет никаких	1	2
637	сознания а	1	2
638	чем это	2	2
639	внутреннего мира	2	2
640	себя в	8	2
641	и становится	1	2
642	жизненного переживания	1	2
643	жанра в	1	2
644	искусства не	1	2
645	конструкции если	1	2
646	той мере	1	2
647	его то	1	2
648	мышления и	2	2
649	гуманитарных науках	1	2
650	целого это	1	2
651	как основная	1	2
652	несмотря на	2	2
653	мы конечно	1	2
654	и развития	1	2
655	не знает	4	2
656	перед необходимостью	1	2
657	искусства говорит	1	2
658	даль и	2	2
659	лишь на	1	2
660	на земле	1	2
661	от одной	1	2
662	особенности в	1	2
663	одного значения	1	2
664	эти последние	1	2
665	к вопросу	1	2
666	и некоторые	2	2
667	а для	2	2
668	той или	5	2
669	и мир	1	2
670	вошел в	1	2
671	а с	2	2
672	или к	1	2
673	данный момент	2	2
674	героя и	5	2
675	что его	1	2
676	именно потому	1	2
677	ориентировано на	1	2
678	не тот	1	2
679	все то	1	2
680	человека как	1	2
681	с наукой	1	2
682	так называемые	1	2
683	то под	1	2
684	действующих лиц	1	2
685	одно и	3	2
686	но только	2	2
687	иметь в	1	2
688	его организации	3	2
689	как один	1	2
690	художественного слова	1	2
691	однако в	4	2
692	общего с	1	2
693	облекается в	2	2
694	подход к	1	2
695	на отдельные	1	2
696	о ней	1	2
697	и есть	1	2
698	и определяется	1	2
699	речи именно	1	2
700	иной раз	1	2
701	для построения	1	2
702	при всем	2	2
703	события в	2	2
704	различных художественных	1	2
705	определить и	1	2
706	как формулирует	1	2
707	как с	1	2
708	этот закон	1	2
709	жизни а	2	2
710	но она	2	2
711	знаком в	1	2
712	в другой	1	2
713	из того	1	2
714	или иная	1	2
715	и вполне	1	2
716	начинается с	1	2
717	с ними	2	2
718	особого рода	8	2
719	этой точки	2	2
720	к искусству	1	2
721	общения между	1	2
722	конструкции но	1	2
723	высказывания но	1	2
724	заключается в	2	2
725	завершенность и	1	2
726	далеко не	4	2
727	существует не	1	2
728	никто не	3	2
729	в следующей	1	2
730	друг от	1	2
731	но из	1	2
732	одним и	1	2
733	ни к	2	2
734	всей его	2	2
735	как художественное	2	2
736	совершенно иной	2	2
737	лишь одним	1	2
738	не совпадает	1	2
739	литературы является	1	2
740	мира как	1	2
741	это событие	1	2
742	его исторического	1	2
743	автора и	3	2
744	не должно	1	2
745	в отдельности	1	2
746	из его	1	2
747	самого процесса	1	2
748	в чужом	1	2
749	или иных	2	2
750	времени и	2	2
751	и несет	1	2
752	было и	2	2
753	имеем в	3	2
754	к ним	1	2
755	организации произведения	1	2
756	в концепции	1	2
757	художественном восприятии	1	2
758	глубже чем	1	2
759	к не	1	2
760	то она	1	2
761	к миру	1	2
762	языка но	1	2
763	язык искусства	1	2
764	художественной формы	1	2
765	литературе в	1	2
766	во времени	4	2
767	жизни не	1	2
768	действительно существует	1	2
769	жизни но	2	2
770	этом случае	1	2
771	в более	1	2
772	на языке	3	2
773	как элемент	1	2
774	что искусство	1	2
775	то я	1	2
776	мы имеем	6	2
777	для искусства	2	2
778	на произведение	1	2
779	как у	1	2
780	с системой	1	2
781	иметь место	1	2
782	таком случае	2	2
783	форм высказывания	2	2
784	в русском	1	2
785	ведь это	1	2
786	но с	1	2
787	говорим о	1	2
788	от друга	1	2
789	для других	1	2
790	в силу	4	2
791	искусства как	3	2
792	такого понимания	1	2
793	и без	1	2
794	говорят о	1	2
795	однако это	1	2
796	мира и	2	2
797	именно эта	1	2
798	форма в	1	2
799	в каждой	1	2
800	за его	1	2
801	не знают	1	2
802	связаны с	1	2
803	мере в	1	2
804	людей в	1	2
805	отношения между	1	2
806	этих двух	2	2
807	произведения с	1	2
808	том случае	1	2
809	о различных	1	2
810	только к	1	2
811	в полной	1	2
812	сама литература	1	2
813	он говорит	1	2
814	формы высказывания	1	2
815	служебной роли	1	2
816	ту или	2	2
817	в точке	3	2
818	дело не	2	2
819	и способов	1	2
820	высказывания в	5	2
821	с нею	1	2
822	художественных структур	1	2
823	и жизни	1	2
824	но напротив	1	2
825	человека и	2	2
826	в другом	4	2
827	поскольку оно	1	2
828	самого искусства	1	2
829	к изучению	1	2
830	та или	1	2
831	по этому	1	2
832	к пониманию	1	2
833	происходит в	1	2
834	искусства с	1	2
835	тех или	2	2
836	как целого	1	2
837	дело здесь	1	2
838	в жизненном	1	2
839	есть не	1	2
840	жизнью и	1	2
841	поэтому говоря	1	1
842	с которыми	1	1
843	более не	2	1
844	почву для	1	1
845	как произведения	1	1
846	поэтикой и	1	1
847	художественную значимость	1	1
848	и возможностей	1	1
849	этого в	1	1
850	вещи в	1	1
851	в момент	3	1
852	ответную реакцию	1	1
853	исходя из	1	1
854	чем глубже	1	1
855	что делает	1	1
856	вопросу о	1	1
857	оказывается не	1	1
858	с самим	2	1
859	что основной	1	1
860	в готовом	1	1
861	и составляет	3	1
862	жить и	2	1
863	его под	1	1
864	аналогичная задача	1	1
865	если нет	1	1
866	окружающей его	2	1
867	например с	1	1
868	одно из	2	1
869	быть художественно	1	1
870	нашем примере	1	1
871	понимается как	1	1
872	и против	1	1
873	его лишь	1	1
874	чтобы в	1	1
875	рефлексии и	1	1
876	значение это	1	1
877	к какому-нибудь	1	1
878	на свой	1	1
879	новое время	1	1
880	и сам	3	1
881	жизнь в	1	1
882	им по	1	1
883	художественном языке	2	1
884	и целостностью	1	1
885	окажется неадекватным	1	1
886	всегда остается	1	1
887	его смысл	1	1
888	особый язык	1	1
889	существования в	2	1
890	всем своем	1	1
891	такого высказывания	1	1
892	по мысли	2	1
893	ведет к	2	1
894	том же	1	1
895	между прочим	1	1
896	как целому	1	1
897	стороны в	1	1
898	деятельность не	1	1
899	вся поэтика	1	1
900	и внутренне	1	1
901	приходит в	1	1
902	здесь именно	1	1
903	в порядке	2	1
904	одновременно и	1	1
905	жизнь на	2	1
906	только для	1	1
907	утрачивает своей	1	1
908	по своим	1	1
909	смыслу или	1	1
910	один на	1	1
911	обращения к	1	1
912	данного литературного	1	1
913	ее непосредственным	1	1
914	у достоевского	1	1
915	свою собственную	1	1
916	жизни на	2	1
917	но мы	1	1
918	в себя	4	1
919	культуры в	3	1
920	искусство и	1	1
921	все их	1	1
922	является как	1	1
923	как некоторая	1	1
924	от внешней	1	1
925	тем в	1	1
926	нам не	1	1
927	не предполагает	5	1
928	в первую	1	1
929	европейского романа	1	1
930	и политического	2	1
931	в центр	1	1
932	не существует	1	1
933	жизнь для	1	1
934	при условии	2	1
935	и такие	1	1
936	себя если	1	1
937	и который	2	1
938	литературных произведениях	1	1
939	случаи когда	1	1
940	своей природе	2	1
941	поэзии есть	1	1
942	время от	1	1
943	другу и	1	1
944	художественная деятельность	2	1
945	из жизни	1	1
946	времени в	2	1
947	которыми он	1	1
948	существенное значение	1	1
949	для себя	4	1
950	случае мы	1	1
951	обращаясь к	1	1
952	не обязательно	3	1
953	чистом виде	1	1
954	искусства это	3	1
955	не вполне	2	1
956	этот эффект	1	1
957	не что	1	1
958	от своей	1	1
959	жизненной реальности	1	1
960	в чистом	1	1
961	самом начале	1	1
962	говорящих и	1	1
963	об отсутствии	1	1
964	и конкретном	1	1
965	его роли	1	1
966	жизни как	4	1
967	ключ к	1	1
968	и оценки	1	1
969	смысле не	1	1
970	на сцене	1	1
971	своей значимости	1	1
972	художественного сознания	5	1
973	это отношение	3	1
974	только во	1	1
975	что все	1	1
976	входят в	1	1
977	исходит из	1	1
978	нового содержания	1	1
979	во весь	1	1
980	ее не	1	1
981	не мыслится	1	1
982	форму в	1	1
983	по поводу	1	1
984	это своеобразие	1	1
985	коем случае	2	1
986	с внутренним	1	1
987	в отдельных	1	1
988	конца однако	1	1
989	как будто	1	1
990	лишь один	1	1
991	к языку	1	1
992	крайней мере	1	1
993	все перечисленные	1	1
994	речи а	2	1
995	импульсов и	1	1
996	непосредственно с	1	1
997	слово однако	1	1
998	представить себе	1	1
999	этих моментов	1	1
1000	хотят и	1	1
1001	части как	1	1
1002	сюжет в	1	1
1003	были они	1	1
1004	а затем	2	1
1005	явление культуры	1	1
1006	в единое	3	1
1007	чем на	1	1
1008	теории литературы	2	1
1009	слова эта	1	1
1010	такого рода	12	1
1011	сознание в	1	1
1012	у каждого	1	1
1013	что сама	2	1
1014	есть его	1	1
1015	и чрезвычайно	1	1
1016	знаковом материале	3	1
1017	чтобы этот	1	1
1018	этот несколько	1	1
1019	характерных для	1	1
1020	обратил внимание	1	1
1021	может оказаться	2	1
1022	природа литературы	12	1
1023	или иную	2	1
1024	в осознании	1	1
1025	к определенному	1	1
1026	xix века	2	1
1027	не обладает	1	1
1028	в подобном	1	1
1029	опираясь на	1	1
1030	в каждый	1	1
1031	бытию и	1	1
1032	художника не	1	1
1033	у него	2	1
1034	не путем	1	1
1035	особенно если	1	1
1036	для иллюстрации	1	1
1037	эстетический объект	4	1
1038	в существовании	1	1
1039	отчасти совпадает	1	1
1040	система смыслов	1	1
1041	узнают себя	1	1
1042	том отношении	1	1
1043	он оказывается	2	1
1044	которое в	1	1
1045	определенной жанровой	1	1
1046	поэтому ему	1	1
1047	если ее	1	1
1048	место лишь	1	1
1049	в совокупности	1	1
1050	я и	7	1
1051	из сюжета	1	1
1052	во внутренней	2	1
1053	же оно	1	1
1054	роль принадлежит	1	1
1055	обычно является	1	1
1056	пусть он	1	1
1057	оказаться не	1	1
1058	чего бы	1	1
1059	времени что	1	1
1060	вследствие того	1	1
1061	он тем	2	1
1062	рядом с	1	1
1063	и вещи	1	1
1064	того и	1	1
1065	именно эту	1	1
1066	природы искусства	3	1
1067	его жизни	1	1
1068	служит для	1	1
1069	его конструктивные	1	1
1070	высказывания жанр	1	1
1071	себе и	1	1
1072	точек зрения	1	1
1073	как ряд	1	1
1074	отсутствии в	1	1
1075	начало нового	1	1
1076	тем это	1	1
1077	нельзя не	1	1
1078	от таких	1	1
1079	действительности иногда	1	1
1080	в русской	3	1
1081	мастерства в	1	1
1082	словарного слова	1	1
1083	значимостью и	1	1
1084	к новой	1	1
1085	о себе	2	1
1086	значения на	1	1
1087	образом с	1	1
1088	этих понятий	1	1
1089	новая форма	1	1
1090	еще одним	1	1
1091	что даже	1	1
1092	разрыв между	1	1
1093	говоря в	1	1
1094	поэтики в	1	1
1095	этой своей	1	1
1096	стиля в	1	1
1097	на материал	1	1
1098	с политической	1	1
1099	стремится к	1	1
1100	если не	1	1
1101	зрения в	1	1
1102	определенным образом	2	1
1103	однако герой	1	1
1104	дистанции между	1	1
1105	произведение оно	1	1
1106	не принадлежит	2	1
1107	же типа	1	1
1108	для художника	1	1
1109	иного жанра	3	1
1110	оказывается в	3	1
1111	и существенно	2	1
1112	мы обнаруживаем	1	1
1113	между всеми	1	1
1114	исчезает и	1	1
1115	как недостаточно	1	1
1116	и внутреннюю	1	1
1117	время произведение	1	1
1118	только другим	1	1
1119	и роман	1	1
1120	является одним	1	1
1121	ни одно	2	1
1122	значимости своего	1	1
1123	обладает каждое	1	1
1124	быть положен	1	1
1125	в историческом	1	1
1126	по своей	7	1
1127	собственно и	1	1
1128	это может	2	1
1129	и конструктивное	1	1
1130	этого объекта	1	1
1131	изобразительные искусства	1	1
1132	должно явиться	1	1
1133	на территории	1	1
1134	а тем	1	1
1135	ее смысл	1	1
1136	например не	1	1
1137	которая действительно	1	1
1138	превратилась в	1	1
1139	так называемого	1	1
1140	истории не	1	1
1141	одного сознания	3	1
1142	не один	1	1
1143	отношении что	1	1
1144	определенное значение	1	1
1145	не входят	1	1
1146	теории поэтики	1	1
1147	когда они	1	1
1148	о его	2	1
1149	обратимся к	1	1
1150	самым по	1	1
1151	целом здесь	1	1
1152	система мотивов	1	1
1153	искусства может	2	1
1154	это ощущение	1	1
1155	лишь путем	1	1
1156	теми же	1	1
1157	общественном сознании	2	1
1158	чаще всего	1	1
1159	в данный	2	1
1160	к внутреннему	2	1
1161	высказывания не	2	1
1162	материале по	1	1
1163	основе всех	1	1
1164	которые лежат	1	1
1165	человека но	1	1
1166	нет не	1	1
1167	впервые становится	1	1
1168	развитии искусства	1	1
1169	организации высказывания	1	1
1170	одного и	3	1
1171	значения слов	1	1
1172	самим собою	2	1
1173	зрения не	1	1
1174	художественной деятельности	17	1
1175	своего рода	9	1
1176	искусства только	1	1
1177	мире и	2	1
1178	на деле	3	1
1179	и будет	1	1
1180	речи может	1	1
1181	в состав	6	1
1182	произведение и	1	1
1183	он уже	1	1
1184	за ним	1	1
1185	что касается	1	1
1186	такова же	1	1
1187	в случаях	1	1
1188	своего собственного	1	1
1189	которой не	1	1
1190	широком и	1	1
1191	к особенностям	1	1
1192	жанры в	1	1
1193	поэтики как	1	1
1194	художественные направления	1	1
1195	самой жизни	1	1
1196	из которых	2	1
1197	в область	1	1
1198	как элемента	2	1
1199	биографического и	1	1
1200	разного рода	1	1
1201	из существеннейших	1	1
1202	общения не	1	1
1203	смысле можно	1	1
1204	схемы и	1	1
1205	и делает	1	1
1206	музыка живопись	1	1
1207	то с	1	1
1208	это особого	1	1
1209	ему принадлежат	1	1
1210	том и	2	1
1211	на всякое	1	1
1212	позиции в	1	1
1213	и приобретает	1	1
1214	текста и	1	1
1215	которых и	1	1
1216	и делают	1	1
1217	самим собой	5	1
1218	так называемый	1	1
1219	своей стороны	1	1
1220	перестанет быть	1	1
1221	вещи но	1	1
1222	событие то	1	1
1223	в различные	1	1
1224	объективной данности	1	1
1225	каком мы	1	1
1226	нем определенные	1	1
1227	в составе	1	1
1228	то время	1	1
1229	из тех	2	1
1230	как быть	1	1
1231	переходя к	1	1
1232	с такими	1	1
1233	ли не	1	1
1234	ничто в	1	1
1235	речь в	1	1
1236	последнее является	1	1
1237	эту сторону	1	1
1238	о котором	1	1
1239	собою в	2	1
1240	характерна для	1	1
1241	в итоге	2	1
1242	из которого	4	1
1243	которая не	2	1
1244	на каждом	1	1
1245	как следствие	1	1
1246	люди но	3	1
1247	по крайней	1	1
1248	что из	1	1
1249	жизненной практике	1	1
1250	ориентация на	1	1
1251	жизни так	1	1
1252	значения для	1	1
1253	к нашему	2	1
1254	форм хотя	1	1
1255	ему принадлежит	1	1
1256	и состоит	3	1
1257	творческий акт	2	1
1258	взятое в	1	1
1259	жизни между	1	1
1260	более сложные	1	1
1261	искусства есть	1	1
1262	своеобразие не	1	1
1263	задний план	1	1
1264	языка могут	2	1
1265	значений и	1	1
1266	единства в	1	1
1267	завершение и	1	1
1268	лежат в	1	1
1269	и поэтому	1	1
1270	совершается как	1	1
1271	быть не	1	1
1272	а через	1	1
1273	чище и	1	1
1274	этих сторон	1	1
1275	пушкинского к	1	1
1276	с которой	1	1
1277	и больше	2	1
1278	для меня	2	1
1279	впрочем и	1	1
1280	этим словом	1	1
