N	2gram	Voloshinov	Myshleni
382	мы имели	1	13
383	но на	1	13
384	возникает в	1	13
385	в виде	1	13
386	другом месте	2	13
387	отнюдь не	5	13
388	она не	6	13
389	человека и	6	13
390	для всех	3	13
391	как они	1	13
392	но все	2	13
393	этой проблемы	1	13
394	что между	2	13
395	связана с	2	13
396	этой теории	4	13
397	в состоянии	2	13
398	речи так	1	13
399	стороны и	1	13
400	благодаря этому	1	13
401	с которыми	4	12
402	даже в	1	12
403	а затем	1	12
404	на первый	5	12
405	только на	4	12
406	образом что	1	12
407	современной психологии	5	12
408	нашей работы	1	12
409	ясно что	2	12
410	полагает что	1	12
411	за пределы	10	12
412	с их	5	12
413	в одной	2	12
414	и потому	12	12
415	свое выражение	2	12
416	в самых	3	12
417	еще более	2	12
418	ко всем	1	12
419	в первом	2	12
420	которые мы	2	12
421	к нему	9	12
422	от его	1	12
423	в ее	5	12
424	тем не	4	12
425	это мы	1	12
426	выражение в	4	12
427	все основные	4	12
428	но только	1	12
429	в поведении	3	12
430	которых мы	2	12
431	никак не	1	12
432	и между	2	12
433	мог бы	2	12
434	это и	4	12
435	первый план	4	12
436	в ней	8	12
437	входит в	2	12
438	они являются	1	11
439	с собой	1	11
440	на примере	1	11
441	находится в	3	11
442	на котором	1	11
443	отношения к	2	11
444	обстоятельство что	2	11
445	мы всегда	1	11
446	обратимся к	2	11
447	мы будем	1	11
448	с ее	4	11
449	и при	3	11
450	эти особенности	1	11
451	в каком	7	11
452	этом вопросе	2	11
453	моментов в	1	11
454	друг другу	1	11
455	ответ на	3	11
456	на самом	6	11
457	есть в	1	11
458	не по	1	11
459	что на	1	11
460	нас в	2	11
461	остановиться на	1	11
462	одно из	6	11
463	например в	1	11
464	что этот	1	11
465	мы увидим	4	11
466	и другой	1	11
467	в настоящей	3	11
468	гораздо более	1	11
469	не знает	5	11
470	в конце	2	11
471	а только	4	11
472	он в	2	11
473	ребенка на	1	11
474	в один	1	11
475	то обстоятельство	2	11
476	видим таким	1	11
477	что нам	1	11
478	ничего общего	4	11
479	относящихся к	1	11
480	действия и	1	11
481	во внешней	1	11
482	только по	1	11
483	слово в	1	11
484	в пределах	6	11
485	к пониманию	1	11
486	нуждается в	3	11
487	и наконец	12	11
488	есть не	1	11
489	каким образом	1	10
490	является для	2	10
491	друг на	1	10
492	в основу	3	10
493	по выражению	1	10
494	внимание на	1	10
495	в следующем	2	10
496	но для	3	10
497	развития как	3	10
498	о которых	2	10
499	рабочей гипотезы	1	10
500	что как	2	10
501	что такое	6	10
502	одного из	1	10
503	опирается на	2	10
504	с внутренней	1	10
505	в другой	1	10
506	этот процесс	4	10
507	на друга	1	10
508	мы называем	3	10
509	у нас	3	10
510	что является	1	10
511	перейти к	1	10
512	и может	4	10
513	но вместе	2	10
514	или иной	2	10
515	из всех	1	10
516	за собой	1	10
517	и которые	1	10
518	нами выше	2	10
519	речью и	1	10
520	и т.п	4	10
521	и значение	2	10
522	но этот	1	10
523	у животных	1	10
524	ребенка от	1	10
525	что его	1	10
526	учение о	6	10
527	и у	7	10
528	помощью которых	4	10
529	здесь мы	1	10
530	во второй	5	10
531	речевой деятельности	1	10
532	как с	4	10
533	в конечном	3	10
534	вытекает из	1	10
535	относится к	2	10
536	к овладению	1	10
537	чем он	2	10
538	с той	1	10
539	в нашей	2	10
540	по пути	2	9
541	и до	5	9
542	конечном счете	3	9
543	связано с	3	9
544	понятно что	1	9
545	теории и	2	9
546	к этим	2	9
547	как по	2	9
548	под влиянием	3	9
549	той или	1	9
550	должны быть	4	9
551	в тех	1	9
552	целом и	3	9
553	та же	1	9
554	оно не	3	9
555	зависит от	2	9
556	и поэтому	2	9
557	не представляет	1	9
558	что же	10	9
559	к объяснению	1	9
560	но эта	1	9
561	также и	2	9
562	не с	1	9
563	что можно	1	9
564	в момент	2	9
565	к этой	2	9
566	только для	2	9
567	поэтому мы	1	9
568	говорить о	5	9
569	как оно	1	9
570	не то	2	9
571	и он	1	9
572	и притом	3	9
573	представляется нам	3	9
574	находит свое	1	9
575	помощью которого	2	9
576	в первой	1	9
577	мы в	3	9
578	же самые	1	9
579	мы говорим	1	9
580	оно есть	1	9
581	еще в	1	9
582	совершенно не	9	9
583	такого рода	2	9
584	весь процесс	1	9
585	видим в	1	9
586	он может	1	9
587	хотя и	1	9
588	переход к	1	9
589	в ином	1	9
590	или в	1	9
591	животных и	1	9
592	должен быть	2	9
593	не как	2	8
594	на которых	1	8
595	в этот	4	8
596	увидим что	5	8
597	и те	5	8
598	уже и	1	8
599	не умеет	1	8
600	нет никаких	1	8
601	всех остальных	1	8
602	мы старались	1	8
603	эти три	2	8
604	в эту	2	8
605	все остальные	1	8
606	этого факта	1	8
607	в направлении	1	8
608	главным образом	4	8
609	этот путь	1	8
610	сам по	4	8
611	поэтому в	1	8
612	взрослых и	1	8
613	в течение	2	8
614	отношении к	1	8
615	нам известно	1	8
616	образом в	2	8
617	возрасте в	1	8
618	на одном	1	8
619	ступени к	1	8
620	дело с	1	8
621	связь с	7	8
622	на элементы	1	8
623	и внутренней	1	8
624	какой степени	3	8
625	не мог	1	8
626	в заключение	5	8
627	и функции	1	8
628	во внимание	1	8
629	в психологическом	1	8
630	себе и	3	8
631	остается в	3	8
632	его развития	1	8
633	в современной	1	8
634	функций и	1	8
635	и др	9	8
636	во время	6	8
637	не на	1	8
638	должен был	1	8
639	со стороны	5	8
640	и тогда	1	8
641	который по	1	8
642	связан с	1	8
643	в более	5	8
644	этой области	4	8
645	различие между	1	8
646	тому чтобы	3	8
647	на которой	2	8
648	и которая	2	8
649	нисколько не	4	8
650	мы его	1	8
651	только то	5	8
652	еще на	1	8
653	в таком	6	7
654	в разных	1	7
655	и сам	3	7
656	предмета и	2	7
657	знаем что	8	7
658	ситуации в	1	7
659	два момента	1	7
660	сознания в	3	7
661	на него	4	7
662	он сам	5	7
663	из важнейших	2	7
664	раньше всего	1	7
665	больше и	2	7
666	этот период	3	7
667	в общем	5	7
668	всех этих	6	7
669	прямо и	1	7
670	мы остановимся	2	7
671	говорили что	1	7
672	его и	2	7
673	при анализе	3	7
674	на которые	4	7
675	которым мы	1	7
676	у них	1	7
677	находятся в	2	7
678	то увидим	1	7
679	которых он	1	7
680	для всего	2	7
681	с теми	1	7
682	возможно только	3	7
683	связаны с	2	7
684	с первого	2	7
685	на место	3	7
686	на один	2	7
687	все больше	1	7
688	же в	1	7
689	которой мы	6	7
690	мы обратимся	1	7
691	мышления не	1	7
692	случае в	2	7
693	эта теория	1	7
694	которая в	1	7
695	но тем	1	7
696	образом и	1	7
697	в жизни	7	7
698	ассоциативных связей	1	7
699	не существует	4	7
700	которой он	3	7
701	высшие формы	1	7
702	до того	1	7
703	следующим образом	1	7
704	психологии в	3	7
705	структурной психологии	1	7
706	благодаря тому	2	7
707	общего с	1	7
708	развития на	1	7
709	и особенно	1	7
710	к целому	1	7
711	во втором	3	7
712	его с	2	7
713	должна быть	2	7
714	отличаются от	1	7
715	с ними	5	7
716	из области	1	7
717	не имеют	1	7
718	при помощи	2	7
719	без всякого	1	7
720	ничем не	2	7
721	вывод что	1	7
722	здесь в	6	7
723	сознания и	6	7
724	а также	2	7
725	случае не	3	7
726	мы склонны	1	7
727	этого метода	2	7
728	основе их	1	7
729	жизни ребенка	2	7
730	он приходит	1	6
731	только один	1	6
732	же предмет	2	6
733	до самого	1	6
734	к ней	4	6
735	уже не	9	6
736	ко всей	1	6
737	знаем о	1	6
738	раз и	3	6
739	что всякое	1	6
740	это же	1	6
741	для данного	1	6
742	распадается на	2	6
743	но так	2	6
744	не остается	3	6
745	этот вывод	1	6
746	в двух	1	6
747	в каждом	1	6
748	психологической стороны	1	6
749	нашего сознания	4	6
750	значение и	1	6
751	во внутреннем	5	6
752	оно может	3	6
753	и самый	1	6
754	как к	2	6
755	вопрос который	1	6
756	фактов и	2	6
757	что процесс	1	6
758	совершенно особую	1	6
759	ни на	3	6
760	этого явления	1	6
761	бы и	2	6
762	наконец в	1	6
763	и больше	1	6
764	и наиболее	1	6
765	и там	1	6
766	нет и	4	6
767	только потому	1	6
768	мы показали	2	6
769	а это	1	6
770	опыта и	2	6
771	можно считать	1	6
772	при исследовании	1	6
773	представлений и	2	6
774	в условиях	3	6
775	связей между	2	6
776	и таким	3	6
777	и вообще	4	6
778	и эти	1	6
779	этих особенностей	1	6
780	свести к	3	6
781	происходит в	1	6
782	что было	1	6
783	находим в	1	6
784	момента в	1	6
785	оказывается не	2	6
786	говорит о	3	6
787	иное отношение	1	6
788	требует от	1	6
789	и другими	1	6
790	целым рядом	1	6
791	ответить на	1	6
792	в различных	2	6
793	не что	1	6
794	является как	1	6
795	одна из	4	6
796	что иное	1	6
797	на язык	4	6
798	задолго до	1	6
799	к чему	1	6
800	не говорит	1	6
801	как его	2	6
802	словесных значений	1	6
803	точек зрения	1	6
804	для его	1	6
805	на другой	2	6
806	ребенка является	1	6
807	в связь	2	6
808	что может	5	6
809	которую можно	2	6
810	на ее	1	6
811	слова мы	1	6
812	может стать	4	6
813	только одно	1	6
814	нас интересует	1	6
815	в детской	3	6
816	тех же	5	6
817	лежат в	2	6
818	роль в	7	6
819	из которого	4	6
820	потому и	5	6
821	не способен	1	6
822	это означает	1	6
823	социальной среды	3	6
824	дело в	2	6
825	ли не	1	6
826	это было	2	6
827	предположить что	1	6
828	может возникнуть	1	6
829	мы встречаемся	1	6
830	останавливаться на	2	6
831	и о	6	6
832	для образования	3	6
833	иное как	1	6
834	сходство с	1	5
835	этим понятием	1	5
836	думаем что	1	5
837	нам о	2	5
838	из всего	2	5
839	к самому	1	5
840	приходит в	2	5
841	своего исследования	1	5
842	социальная среда	1	5
843	не хотим	1	5
844	этого комплекса	1	5
845	в противоположность	1	5
846	только как	4	5
847	направлении к	1	5
848	может служить	1	5
849	в вопросе	1	5
850	в контексте	1	5
851	нигде не	4	5
852	поэтому с	1	5
853	о связи	1	5
854	отдельные элементы	1	5
855	ближе к	1	5
856	все его	3	5
857	и снова	2	5
858	совершенно ясно	1	5
859	того в	1	5
860	в опыте	1	5
861	пути и	1	5
862	в ряду	1	5
863	того и	1	5
864	разрыв между	2	5
865	человека мы	2	5
866	не дает	4	5
867	в него	2	5
868	ребенок и	1	5
869	мы пытаемся	1	5
870	стадии своего	1	5
871	новых и	1	5
872	которые он	2	5
873	для них	3	5
874	который не	1	5
875	роли в	2	5
876	так называемая	1	5
877	возникает вопрос	2	5
878	отчета в	1	5
879	сейчас же	3	5
880	представляется в	1	5
881	этом пункте	1	5
882	у взрослого	1	5
883	своей собственной	1	5
884	на две	3	5
885	котором мы	1	5
886	на ряд	1	5
887	что во	1	5
888	только с	4	5
889	в свое	1	5
890	ничего другого	1	5
891	когда они	1	5
892	он делает	1	5
893	только его	2	5
894	то мы	2	5
895	однако не	1	5
896	бы для	1	5
897	все они	2	5
898	от всех	3	5
899	менее всего	1	5
900	мы никогда	2	5
901	и другого	1	5
902	но всегда	1	5
903	язык и	1	5
904	же что	2	5
905	оказывается что	1	5
906	утверждает что	3	5
907	человека с	3	5
908	его отношение	2	5
909	рассматривать как	1	5
910	ни один	3	5
911	социальной среде	1	5
912	самого себя	2	5
913	т.е в	5	5
914	есть прежде	1	5
915	неизбежно приводит	1	5
916	что по	1	5
917	мы только	2	5
918	что сознание	1	5
919	но даже	1	5
920	в изучении	2	5
921	всегда и	1	5
922	говорит об	1	5
923	это так	1	5
924	есть только	3	5
925	что говорит	1	5
926	а следовательно	3	5
927	себя в	3	5
928	и весь	1	5
929	на протяжении	7	5
930	после того	1	5
931	настоящей главы	1	5
932	по мнению	8	5
933	аналогии с	1	5
934	может иметь	1	5
935	возможны только	1	5
936	старой психологии	5	5
937	для современной	1	5
938	это как	4	5
939	другими словами	5	5
940	содержания и	1	5
941	все те	10	5
942	этих фактов	2	5
943	в форме	1	5
944	основанное на	1	5
945	протекает в	1	5
946	а потому	4	5
947	связанное с	3	5
948	для овладения	1	5
949	о которой	3	5
950	в область	1	5
951	поэтому она	1	5
952	эти понятия	2	5
953	если это	3	5
954	из тех	4	5
955	на первых	2	5
956	из одной	1	5
957	на более	2	5
958	заметить что	2	5
959	их с	1	5
960	положение о	1	5
961	свое время	1	5
962	целому ряду	1	5
963	в сновидении	2	5
964	когда оно	1	5
965	что к	1	5
966	этим самым	1	5
967	человека к	4	5
968	оно в	1	5
969	а из	1	5
970	конце концов	2	5
971	дело не	2	5
972	плана в	1	5
973	говоря о	1	5
974	комплекса в	2	5
975	всей его	2	5
976	прежде чем	1	5
977	бы он	3	5
978	анализа и	1	5
979	по аналогии	1	5
980	речь или	1	5
981	более того	7	5
982	в центре	3	4
983	психической жизни	12	4
984	зрения на	6	4
985	со всем	1	4
986	в применении	2	4
987	тем как	1	4
988	но ведь	4	4
989	внешнее сходство	1	4
990	в единую	1	4
991	вот что	1	4
992	которые она	1	4
993	уже на	1	4
994	когда это	1	4
995	что обе	1	4
996	во все	1	4
997	что вся	1	4
998	и когда	1	4
999	конечно не	10	4
1000	можно ли	3	4
1001	и начинает	1	4
1002	ребенка еще	1	4
1003	иным как	3	4
1004	к ее	1	4
1005	может остаться	1	4
1006	бы то	3	4
1007	т.е по	1	4
1008	она в	1	4
1009	между различными	1	4
1010	другого как	1	4
1011	не было	5	4
1012	или не	1	4
1013	на которое	1	4
1014	быть может	1	4
1015	одно только	1	4
1016	рядом с	2	4
1017	так сказать	7	4
1018	особенности в	1	4
1019	мы указывали	1	4
1020	бы они	1	4
1021	и та	2	4
1022	он еще	1	4
1023	ту сторону	4	4
1024	все дело	1	4
1025	оторванное от	1	4
1026	можно с	1	4
1027	в одну	2	4
1028	и сами	1	4
1029	одним словом	2	4
1030	взрослых людей	1	4
1031	своего собственного	1	4
1032	была бы	1	4
1033	в работах	1	4
1034	и намеренно	1	4
1035	с неизбежностью	1	4
1036	имеет дело	3	4
1037	сложный и	1	4
1038	относящиеся к	1	4
1039	влияния на	1	4
1040	они говорят	1	4
1041	к той	1	4
1042	который он	1	4
1043	значения для	1	4
1044	сторона этого	1	4
1045	и вот	8	4
1046	с которой	1	4
1047	для нее	2	4
1048	от других	2	4
1049	только при	2	4
1050	здесь не	1	4
1051	свой смысл	2	4
1052	в корне	6	4
1053	нас не	1	4
1054	что значит	2	4
1055	нам не	1	4
1056	способность к	1	4
1057	на нее	1	4
1058	является по	3	4
1059	и со	3	4
1060	с любым	1	4
1061	в каждой	1	4
1062	можем не	1	4
1063	вопросе о	1	4
1064	как всякая	1	4
1065	возникают и	1	4
1066	того или	1	4
1067	выше в	1	4
1068	одни и	1	4
1069	не оставляет	1	4
1070	есть и	2	4
1071	к которой	2	4
1072	или как	3	4
1073	но эти	2	4
1074	теоретической и	1	4
1075	как будто	1	4
1076	о своих	3	4
1077	образом оказывается	1	4
1078	противоречии с	1	4
1079	за счет	1	4
1080	помощью которой	3	4
1081	и своего	1	4
1082	исходя из	1	4
1083	или по	1	4
1084	однако и	2	4
1085	связи в	2	4
1086	в некоторых	2	4
1087	от этих	2	4
1088	если он	6	4
1089	в понимании	1	4
1090	начинается с	1	4
1091	а именно	2	4
1092	и самое	2	4
1093	различные формы	1	4
1094	деле если	1	4
1095	в дальнейшем	2	4
1096	это с	1	4
1097	то это	1	4
1098	и логической	1	4
1099	почти не	1	4
1100	это последнее	1	4
1101	этом мы	4	4
1102	речи ибо	1	4
1103	превращается в	2	4
1104	сделать вывод	1	4
1105	так мы	1	4
1106	что те	1	4
1107	мы полагаем	2	4
1108	всего этого	2	4
1109	из виду	1	4
1110	взрослый человек	1	4
1111	говорит сам	1	4
1112	и становится	3	4
1113	собой в	1	4
1114	научной психологии	3	4
1115	время в	2	4
1116	ни было	2	4
1117	и сама	2	4
1118	про себя	1	4
1119	целом ряде	1	4
1120	как видим	1	4
1121	также в	2	4
1122	смысла слова	1	4
1123	постановка вопроса	2	4
1124	чтобы понять	1	4
1125	внешней и	1	4
1126	старая психология	2	4
1127	или к	1	4
1128	нам в	3	4
1129	совсем не	6	4
1130	но при	1	4
1131	его не	2	4
1132	большей степени	1	4
1133	значению слова	1	4
1134	однако в	1	4
1135	мысль в	1	4
1136	представление об	1	4
1137	процесса и	1	4
1138	а как	3	4
1139	означает что	1	4
1140	помощью слов	1	4
1141	только те	1	4
1142	от общего	1	4
1143	связанная с	1	4
1144	она становится	2	4
1145	как при	1	4
1146	которого является	1	4
1147	меньшей мере	2	4
1148	в следующей	5	4
1149	себя и	4	4
1150	чем же	6	4
1151	совершенно иной	2	4
1152	ребенок на	1	4
1153	цели и	2	4
1154	перед глазами	1	4
1155	по линии	1	4
1156	может оказаться	2	4
1157	с мыслью	2	4
1158	и самым	1	4
1159	из него	3	4
1160	с того	1	4
1161	формы и	3	4
1162	в гораздо	1	4
1163	ему в	1	4
1164	такое же	2	4
1165	и эта	1	4
1166	внешней речью	1	4
1167	и тех	3	4
1168	долгое время	1	4
1169	нельзя не	1	4
1170	составные части	1	4
1171	ее от	2	4
1172	думать что	2	4
1173	на всю	2	4
1174	гораздо большей	1	4
1175	объекту и	1	4
1176	выражения в	1	4
1177	всегда оказывается	1	4
1178	жизни и	7	4
1179	известной степени	1	4
1180	все другие	2	4
1181	этому вопросу	1	4
1182	как для	2	4
1183	с объективной	2	4
1184	не к	2	4
1185	философии и	1	3
1186	только из	1	3
1187	в настоящем	1	3
1188	мы найдем	1	3
1189	факты и	2	3
1190	подробно на	1	3
1191	становится совершенно	2	3
1192	основных моментов	1	3
1193	его от	1	3
1194	до последнего	2	3
1195	с не	1	3
1196	психологии человека	1	3
1197	собой нечто	1	3
1198	чем заключается	1	3
1199	о чем-то	1	3
1200	применении к	2	3
1201	новые пути	1	3
1202	всем этим	3	3
1203	оно как	1	3
1204	из наших	1	3
1205	остается ничего	1	3
1206	в прошлом	2	3
1207	некоторое время	1	3
1208	и еще	1	3
1209	и связанное	1	3
1210	в голове	1	3
1211	сущности и	1	3
1212	эта новая	1	3
1213	эти вопросы	1	3
1214	между говорящими	1	3
1215	именно на	1	3
1216	именно с	1	3
1217	от них	1	3
1218	что даже	1	3
1219	она есть	1	3
1220	если мысль	1	3
1221	его собственного	1	3
1222	еще одну	1	3
1223	решающее значение	1	3
1224	или иными	1	3
1225	как совершается	1	3
1226	мы легко	1	3
1227	они будут	1	3
1228	является чем-то	2	3
1229	и сознания	1	3
1230	ее развития	1	3
1231	в правильности	1	3
1232	и приводит	1	3
1233	опыта но	1	3
1234	он оказывается	1	3
1235	судить о	1	3
1236	нечто принципиально	1	3
1237	в первые	1	3
1238	нами как	1	3
1239	этой главы	1	3
1240	не отличается	2	3
1241	чтобы он	1	3
1242	и процессы	2	3
1243	этих трех	1	3
1244	именно что	1	3
1245	этим вопросом	1	3
1246	и хотя	1	3
1247	их помощью	1	3
1248	могла бы	1	3
1249	я это	1	3
1250	внимание и	1	3
1251	но прежде	1	3
1252	даже если	2	3
1253	же типа	1	3
1254	есть ли	1	3
1255	нам кажется	1	3
1256	следует за	1	3
1257	на слово	1	3
1258	к сожалению	1	3
1259	не так	3	3
1260	ни малейшего	1	3
1261	ряда фактов	1	3
1262	и должны	3	3
1263	этого периода	6	3
1264	психологии не	2	3
1265	в случаях	1	3
1266	оно было	1	3
1267	не чем	2	3
1268	и должен	1	3
1269	интерес к	1	3
1270	построения мы	1	3
1271	других путей	1	3
1272	сводится к	4	3
1273	в плоскости	1	3
1274	является одним	1	3
1275	еще с	1	3
1276	на другую	2	3
1277	не приводит	1	3
1278	бы не	1	3
1279	да и	2	3
1280	является продуктом	1	3
1281	другому человеку	3	3
1282	на другие	3	3
1283	не входит	2	3
1284	как часть	1	3
1285	к нашему	1	3
1286	более сложного	1	3
1287	образования и	1	3
1288	уже из	1	3
1289	ряд отдельных	1	3
1290	и теперь	2	3
1291	одной плоскости	1	3
1292	существует ли	1	3
1293	всю полноту	1	3
1294	никаких оснований	2	3
1295	эти факты	1	3
1296	настоящей главе	2	3
1297	психологии мы	2	3
1298	что самый	1	3
