N	2gram	Potebnia_M	VeschiIm
359	что нужно	1	4
360	он не	4	4
361	оно и	4	4
362	но только	2	4
363	и сам	1	4
364	только то	3	4
365	по своей	2	4
366	в этой	3	4
367	явлением и	1	4
368	отношение к	1	4
369	к ней	3	4
370	и о	3	4
371	главным образом	4	4
372	и чем	1	4
373	само по	6	4
374	и самое	3	3
375	только что	4	3
376	можно и	1	3
377	была бы	3	3
378	случае не	1	3
379	понимание в	1	3
380	что то	1	3
381	я могу	2	3
382	из того	3	3
383	нас в	2	3
384	на нас	1	3
385	остановиться на	1	3
386	то с	1	3
387	другой стороны	7	3
388	быть может	6	3
389	нет никакого	1	3
390	себе не	3	3
391	в своих	4	3
392	сами по	8	3
393	если не	5	3
394	но все	4	3
395	от чего	1	3
396	заключается в	3	3
397	допустим что	2	3
398	если он	1	3
399	отношения к	2	3
400	в собственном	4	3
401	состоит из	1	3
402	но понимание	1	3
403	как в	18	3
404	не имеет	9	3
405	он есть	3	3
406	явлений и	3	3
407	же есть	2	3
408	к тому	5	3
409	чем бы	2	3
410	перед нами	1	3
411	необходимые для	2	3
412	понимание и	1	3
413	от этого	2	3
414	и нет	1	3
415	но оно	3	3
416	перестает быть	3	3
417	или ее	1	3
418	чем мы	1	3
419	к другой	1	3
420	было в	1	3
421	применении к	3	3
422	оба эти	2	3
423	но даже	2	3
424	одной стороны	6	3
425	это все	1	3
426	из его	1	3
427	который бы	1	3
428	с которой	1	3
429	не понимает	2	3
430	для меня	4	3
431	только один	3	3
432	только на	4	3
433	чтобы она	1	3
434	говорит что	1	3
435	превращается в	2	3
436	с в	5	3
437	из основных	2	3
438	а только	8	3
439	в истории	8	3
440	тогда как	10	3
441	решительно все	1	3
442	будет уже	1	3
443	и во	6	3
444	не все	3	3
445	только с	1	3
446	нельзя сказать	2	3
447	не мог	3	3
448	вопроса о	2	3
449	в самой	5	3
450	всем прочим	1	3
451	в другом	3	3
452	к нему	2	3
453	вбирает в	2	3
454	что ему	2	3
455	но когда	1	3
456	различие между	2	3
457	на язык	7	3
458	не можем	5	3
459	с одной	7	3
460	но еще	1	3
461	при переходе	1	3
462	бы на	1	3
463	то мы	4	3
464	как нечто	1	3
465	бы что	2	3
466	у него	3	3
467	без этого	1	3
468	в виде	1	3
469	есть еще	1	3
470	оно только	1	3
471	но он	3	3
472	себе что	1	3
473	или в	4	3
474	не говорит	1	3
475	и образ	2	3
476	же оно	1	3
477	же как	1	3
478	звук или	1	3
479	и понимания	10	3
480	но уже	2	3
481	понятие не	1	3
482	а так	4	3
483	тем более	2	3
484	замечаем что	1	3
485	а потом	1	3
486	этих двух	1	3
487	к одному	3	3
488	но можно	1	3
489	но как	4	3
490	и эти	1	3
491	мы уже	1	3
492	говорим что	1	3
493	и ни	1	3
494	может считаться	1	3
495	с какой	1	3
496	вопрос как	1	3
497	есть как	2	3
498	и может	5	3
499	на меня	1	3
500	нужно было	3	3
501	но она	3	3
502	в науке	1	3
503	для человека	3	3
504	к ее	2	3
505	стало быть	6	3
506	что из	2	3
507	человека и	2	3
508	для того	8	3
509	могла бы	5	3
510	а тем	1	3
511	однако в	4	3
512	внутреннее и	1	3
513	мы будем	3	3
514	к пониманию	1	3
515	в уме	1	3
516	видели что	2	3
517	из этого	2	3
518	бы ни	8	3
519	оно может	2	3
520	быть совершенно	1	3
521	ли в	2	3
522	может и	1	3
523	в целом	3	3
524	мы видели	5	3
525	не к	1	3
526	к другому	2	3
527	во всем	5	2
528	какого бы	1	2
529	от нее	6	2
530	не так	6	2
531	и другие	1	2
532	является в	1	2
533	а потому	14	2
534	во втором	6	2
535	было но	1	2
536	и уже	6	2
537	в возможности	1	2
538	и этот	1	2
539	и на	8	2
540	вне себя	3	2
541	полную независимость	1	2
542	только те	1	2
543	же и	1	2
544	например что	3	2
545	то есть	69	2
546	есть образ	1	2
547	самого себя	4	2
548	бы даже	2	2
549	с развитием	1	2
550	так оно	1	2
551	и кто	2	2
552	или по	2	2
553	в применении	3	2
554	есть для	2	2
555	тому что	4	2
556	и дает	1	2
557	не сможет	1	2
558	и совершенно	2	2
559	это уже	1	2
560	отвлеченное понятие	1	2
561	одном и	3	2
562	не как	4	2
563	поэтому в	1	2
564	одно из	5	2
565	в связи	2	2
566	не годится	1	2
567	не столько	3	2
568	и делает	1	2
569	его от	2	2
570	не на	3	2
571	существует и	1	2
572	поэтому и	1	2
573	все то	2	2
574	отличаются от	1	2
575	в первом	5	2
576	от одного	2	2
577	условиях не	1	2
578	чтобы не	3	2
579	на такой	2	2
580	явлений в	3	2
581	именно в	2	2
582	но самое	1	2
583	себе или	2	2
584	тем самым	6	2
585	и они	2	2
586	как не	4	2
587	и так	1	2
588	в одно	5	2
589	в слове	21	2
590	нужно чтобы	1	2
591	приводит к	1	2
592	о котором	4	2
593	они как	1	2
594	которую я	1	2
595	на их	2	2
596	жизни мы	1	2
597	к природе	1	2
598	сразу и	1	2
599	а что	1	2
600	только одно	1	2
601	нет ничего	2	2
602	и того	6	2
603	нам не	2	2
604	то он	2	2
605	смысл но	1	2
606	человеческой мысли	1	2
607	нас не	1	2
608	быть связана	1	2
609	которые мы	7	2
610	или вернее	1	2
611	силы и	1	2
612	чем то	1	2
613	она могла	2	2
614	только как	5	2
615	звуки и	4	2
616	но эти	4	2
617	и должна	1	2
618	и другой	1	2
619	хотя это	1	2
620	из самого	3	2
621	бы только	2	2
622	она еще	2	2
623	для нее	4	2
624	что если	7	2
625	чего не	3	2
626	бывают разные	1	2
627	что явления	1	2
628	и внешнее	1	2
629	язык есть	17	2
630	смысл в	1	2
631	себе и	2	2
632	к делу	1	2
633	конечно не	1	2
634	с другою	3	2
635	не вполне	1	2
636	не я	1	2
637	о божественном	1	2
638	разумеется и	1	2
639	и формы	1	2
640	что здесь	1	2
641	звуки а	1	2
642	тождественно с	3	2
643	переход от	2	2
644	на две	2	2
645	тем же	4	2
646	во-вторых и	1	2
647	когда и	1	2
648	обе они	1	2
649	именно так	2	2
650	явление не	3	2
651	быть в	1	2
652	то она	3	2
653	бы сказать	1	2
654	in der	2	2
655	совсем другое	1	2
656	другою в	1	2
657	здесь не	2	2
658	в свой	1	2
659	с его	3	2
660	к этому	3	2
661	всяком случае	7	2
662	к этим	2	2
663	не из	3	2
664	только о	2	2
665	бы его	1	2
666	едва ли	1	2
667	звуков и	5	2
668	той же	3	2
669	не зависит	1	2
670	на опыте	1	2
671	себя самой	1	2
672	находятся в	3	2
673	ее и	1	2
674	но на	3	2
675	в более	4	2
676	него как	1	2
677	то очевидно	1	2
678	знать что	2	2
679	с но	4	2
680	смысле что	2	2
681	на вопрос	3	2
682	и эту	1	2
683	ее на	1	2
684	первом случае	1	2
685	перехода к	1	2
686	зависит от	6	2
687	о значении	1	2
688	и заставляет	1	2
689	уже в	5	2
690	в состоянии	5	2
691	есть его	1	2
692	языка как	6	2
693	для всего	1	2
694	так в	4	2
695	этом отношении	1	2
696	для нас	29	2
697	я вижу	1	2
698	сознания и	2	2
699	слово в	2	2
700	не знаем	2	2
701	когда же	2	2
702	ее к	1	2
703	только очень	1	2
704	совершенно ясно	1	2
705	и человек	3	2
706	существует только	2	2
707	связи с	6	2
708	не о	1	2
709	ли мы	1	2
710	когда оно	1	2
711	и действует	1	2
712	в виду	2	2
713	но эта	1	2
714	на нее	2	2
715	очевидно что	5	2
716	может в	1	2
717	и прежде	1	2
718	от слова	4	2
719	помнить что	6	2
720	чего бы	2	2
721	этого предмета	1	2
722	но между	1	2
723	следовательно и	2	2
724	как ее	1	2
725	на все	5	2
726	зрения и	7	2
727	один и	1	2
728	о которых	5	2
729	это было	3	2
730	же касается	1	2
731	себя или	1	2
732	раз и	1	2
733	и таким	1	2
734	раньше и	1	2
735	не различаются	1	2
736	мере в	1	2
737	вопрос об	3	2
738	понятий и	1	2
739	и логически	1	2
740	что эти	1	2
741	здесь как	1	2
742	только от	2	2
743	что никакое	1	2
744	человека в	3	2
745	и быть	1	2
746	но с	3	2
747	только к	1	2
748	в полной	1	2
749	понимание есть	2	2
750	он говорит	1	2
751	различаются между	1	2
752	которую мы	1	2
753	что сущность	1	2
754	отличен от	1	2
755	ту же	1	2
756	совсем не	1	2
757	сказали что	1	2
758	когда он	1	2
759	и та	1	2
760	как он	5	2
761	в начале	2	2
762	стороны и	3	2
763	этом смысле	4	2
764	человека по	1	2
765	далеко не	4	2
766	которая тоже	1	2
767	из общего	1	2
768	при всем	1	2
769	признать что	1	2
770	ее смысл	1	2
771	истории и	1	2
772	есть предмет	1	2
773	одного из	3	2
774	его как	1	2
775	от какого	1	2
776	действительности не	2	2
777	этом и	1	2
778	чувственности и	1	2
779	это дает	1	2
780	всякий кто	1	2
781	слова в	7	2
782	в первой	1	2
783	значит то	3	2
784	и необходимо	1	2
785	если они	1	2
786	действительно есть	2	2
787	как будто	2	2
788	взаимного понимания	2	2
789	по законам	3	2
790	нуждается в	2	2
791	не сама	1	2
792	сущности есть	1	2
793	себе как	1	2
794	есть система	1	2
795	нет не	1	2
796	но для	1	2
797	должны сказать	1	2
798	что на	9	2
799	со мною	2	2
800	одной и	4	1
801	возможно при	1	1
802	такой взгляд	2	1
803	это восприятие	1	1
804	тою же	1	1
805	того такая	1	1
806	каждую минуту	1	1
807	и стало	1	1
808	заметим что	1	1
809	когда уже	3	1
810	для всех	6	1
811	до сих	5	1
812	него только	1	1
813	без тела	1	1
814	человеческой жизни	1	1
815	та же	1	1
816	мы и	1	1
817	зрения на	1	1
818	этого в	2	1
819	вопросом о	2	1
820	что касается	2	1
821	одном случае	1	1
822	что почти	1	1
823	от жизни	1	1
824	его мнению	4	1
825	на эти	1	1
826	ней не	1	1
827	что природа	2	1
828	что этим	1	1
829	и свою	1	1
830	если в	3	1
831	и ощущения	1	1
832	языка что	2	1
833	к этой	3	1
834	жизни а	1	1
835	с и	3	1
836	итак мы	1	1
837	в языке	36	1
838	его с	3	1
839	которых мы	3	1
840	был бы	1	1
841	во-первых что	1	1
842	ровно ничего	1	1
843	отличное от	1	1
844	случае мы	1	1
845	в определенное	1	1
846	потом уже	2	1
847	и должно	2	1
848	именно к	1	1
849	разными путями	2	1
850	даже в	1	1
851	будет вполне	1	1
852	могут служить	1	1
853	из всех	1	1
854	но полученные	1	1
855	они уже	1	1
856	целого к	1	1
857	или нет	3	1
858	связанное с	3	1
859	должны иметь	2	1
860	их жизни	1	1
861	звуком в	1	1
862	можно заметить	5	1
863	и предмет	2	1
864	в некоторых	4	1
865	человек есть	2	1
866	какой бы	1	1
867	и получает	1	1
868	так можно	1	1
869	мы в	2	1
870	на лице	1	1
871	что человек	6	1
872	тому какое	1	1
873	представим себе	1	1
874	может так	1	1
875	ощущения и	2	1
876	в отдельном	2	1
877	же нам	1	1
878	например с	2	1
879	в субъект	1	1
880	такое чего	1	1
881	своих собственных	1	1
882	от другого	3	1
883	только за	1	1
884	нами в	2	1
885	после этого	2	1
886	именно эти	1	1
887	но чтобы	1	1
888	исторического развития	1	1
889	отдельно от	1	1
890	понимаю и	1	1
891	что слияние	1	1
892	меня всегда	1	1
893	него нет	1	1
894	же эти	1	1
895	думаем что	2	1
896	есть дело	2	1
897	это определение	2	1
898	со всеми	1	1
899	один момент	1	1
900	в них	7	1
901	этом основании	2	1
902	должен был	1	1
903	связь с	2	1
904	ни звук	1	1
905	предполагает в	2	1
906	но без	2	1
907	предполагается что	1	1
908	этом единстве	2	1
909	кажется только	1	1
910	xviii в	2	1
911	в духе	1	1
912	и действительностью	1	1
913	мы понимаем	1	1
914	вслед за	2	1
915	то на	4	1
916	а во-вторых	1	1
917	в звуках	4	1
918	всегда в	1	1
919	сходство в	1	1
920	с таким	3	1
921	их и	2	1
922	этого сказать	1	1
923	его собственная	1	1
924	же существа	1	1
925	и опять	1	1
926	сам организм	1	1
927	вывести из	3	1
928	самостоятельно и	1	1
929	сказать нельзя	1	1
930	ей самой	1	1
931	содержание и	1	1
932	прибавить еще	1	1
933	так бывает	1	1
934	ему в	1	1
935	как при	2	1
936	и им	1	1
937	иначе как	2	1
938	тела и	2	1
939	его звуком	1	1
940	указывает не	1	1
941	звук не	1	1
942	по числу	1	1
943	вообще нельзя	1	1
944	из всего	2	1
945	и действительно	1	1
946	она именно	1	1
947	к другим	3	1
948	и сознательное	1	1
949	от некоторых	1	1
950	другой как	1	1
951	можно назвать	1	1
952	относятся к	2	1
953	места как	1	1
954	когда это	1	1
955	стороны в	1	1
956	к таким	2	1
957	который сам	1	1
958	и общее	2	1
959	свой собственный	1	1
960	эти явления	3	1
961	что логически	1	1
962	к самому	1	1
963	может стать	3	1
964	и звуки	1	1
965	при более	1	1
966	а именно	1	1
967	выражения и	1	1
968	кроме самого	1	1
969	научного исследования	1	1
970	необходимо предполагает	1	1
971	в какое	3	1
972	в которых	2	1
973	никто не	3	1
974	может существовать	1	1
975	том смысле	7	1
976	только ее	1	1
977	кого не	2	1
978	в словах	6	1
979	есть непосредственное	1	1
980	без которых	1	1
981	форма слова	2	1
982	говоря и	1	1
983	человека есть	1	1
984	ничего в	1	1
985	духовной и	1	1
986	если исключить	1	1
987	не знали	2	1
988	которое не	1	1
989	зависимости от	1	1
990	в нее	4	1
991	сила в	1	1
992	из которого	3	1
993	мир и	1	1
994	собою так	1	1
995	языка или	2	1
996	этой стороны	1	1
997	которая не	1	1
998	свою собственную	1	1
999	отсюда вытекает	2	1
1000	не прибавит	1	1
1001	ничего общего	3	1
1002	но мы	3	1
1003	проявление ее	1	1
1004	есть следовательно	1	1
1005	смысле это	1	1
1006	раз при	1	1
1007	обыденной жизни	1	1
1008	необходимых для	2	1
1009	также что	2	1
1010	что конечно	1	1
1011	предмета и	3	1
1012	душою и	2	1
1013	в природе	11	1
1014	и восприятием	1	1
1015	видно уже	1	1
1016	понятно что	1	1
1017	должна заключаться	1	1
1018	на мой	1	1
1019	к нашему	1	1
1020	которые не	5	1
1021	в организме	5	1
1022	восприятия и	3	1
1023	во все	2	1
1024	от тех	1	1
1025	и цвет	1	1
1026	перейти в	1	1
1027	уже из	1	1
1028	где нет	1	1
1029	не могли	2	1
1030	человек говорит	1	1
1031	бы с	2	1
1032	и история	1	1
1033	что этот	1	1
1034	язык и	6	1
1035	как та	1	1
1036	явлений но	1	1
1037	ясно и	2	1
1038	не имеют	7	1
1039	что каждая	1	1
1040	все к	1	1
1041	в пример	2	1
1042	полученные нами	1	1
1043	больное и	1	1
1044	понимания? что	1	1
1045	одно целое	3	1
1046	что сила	1	1
1047	содержания можно	1	1
1048	что всякое	1	1
1049	проявление и	1	1
1050	случае и	1	1
1051	согласится что	1	1
1052	какое именно	2	1
1053	что самое	2	1
1054	самого субъекта	1	1
1055	с нами	2	1
1056	в противоположность	2	1
1057	понятие как	1	1
1058	имеет в	1	1
1059	не знаю	1	1
1060	наконец в	1	1
1061	д в	1	1
1062	можно различить	1	1
1063	слов если	1	1
1064	вызывает в	1	1
1065	не всегда	2	1
1066	когда в	3	1
1067	и сказать	1	1
1068	как эта	1	1
1069	и действия	2	1
1070	остается только	6	1
1071	двух или	1	1
1072	лишь в	2	1
1073	между двумя	1	1
1074	пусть мы	1	1
1075	бы их	2	1
1076	и вся	1	1
1077	имеет дело	2	1
1078	значение для	1	1
1079	воплощается в	1	1
1080	он вполне	1	1
1081	не вдаваясь	1	1
1082	зрение и	1	1
1083	и всякому	1	1
1084	слов и	5	1
1085	втором случае	1	1
1086	в различных	1	1
1087	связь между	2	1
1088	ее сущности	1	1
1089	они относятся	1	1
1090	образом что	2	1
1091	мы хотим	1	1
1092	и исчезает	1	1
1093	времени и	3	1
1094	существует ли	1	1
1095	дело с	2	1
1096	что такая	2	1
1097	уже и	2	1
1098	со старой	1	1
1099	этом по	1	1
1100	отдать себе	1	1
1101	субъективно то	1	1
1102	что когда	1	1
1103	что можно	3	1
1104	даже с	2	1
1105	предметы то	1	1
1106	до того	2	1
1107	то его	1	1
1108	всем другим	1	1
1109	всегда будет	1	1
1110	чем во	1	1
1111	основанная на	1	1
1112	жизни что	1	1
1113	им в	1	1
1114	указания на	5	1
1115	всего этого	1	1
1116	при этом	17	1
1117	на ней	4	1
1118	сила и	1	1
1119	действует на	3	1
1120	но все-таки	1	1
1121	всего человечества	1	1
1122	единство и	1	1
1123	но ни	1	1
1124	и там	1	1
1125	в отличие	1	1
1126	языка не	5	1
1127	самом начале	1	1
1128	для проявления	1	1
1129	с такою	2	1
1130	или если	3	1
1131	это вообще	1	1
1132	вижу в	1	1
1133	событий в	1	1
1134	частью в	1	1
1135	наука и	1	1
1136	жизни как	1	1
1137	понятие в	1	1
1138	своей отвлеченной	1	1
1139	духа и	8	1
1140	без реального	1	1
1141	но разве	1	1
1142	явиться и	1	1
1143	форма и	1	1
1144	мира начинает	1	1
1145	ничего с	1	1
1146	не простое	1	1
1147	к которому	5	1
1148	можно понимать	1	1
1149	только при	3	1
1150	и зависит	2	1
1151	ней самой	1	1
1152	его только	2	1
1153	то так	1	1
1154	сих пор	5	1
1155	процессов в	1	1
1156	том же	3	1
1157	отдельные звуки	1	1
1158	в сознании	8	1
1159	которой как	1	1
1160	на этот	2	1
1161	наше тело	1	1
1162	внутренняя форма	2	1
1163	из пределов	1	1
1164	теории и	2	1
1165	мысли но	2	1
1166	на ряд	1	1
1167	одна в	1	1
1168	организма и	1	1
1169	как во	2	1
1170	от нас	3	1
1171	иначе и	1	1
1172	воли и	1	1
1173	всего к	1	1
1174	из самой	1	1
1175	и всякого	1	1
1176	не имеющее	1	1
1177	будет только	1	1
1178	по поводу	7	1
1179	при каких	1	1
1180	от себя	2	1
1181	бы так	1	1
1182	с тех	1	1
1183	и внешней	1	1
1184	не видит	1	1
1185	какие бы	1	1
1186	выходя из	1	1
1187	уже перестает	1	1
1188	на котором	1	1
1189	теперь уже	2	1
1190	бы это	1	1
1191	что дух	2	1
1192	только потому	4	1
1193	из этих	8	1
1194	в движении	2	1
1195	распадается на	1	1
1196	тоже начинает	1	1
1197	есть средство	2	1
1198	к языку	6	1
1199	но которые	1	1
1200	не будучи	1	1
1201	действуют на	2	1
1202	другого и	1	1
1203	смысле как	1	1
1204	в заключение	1	1
1205	вносит в	1	1
1206	они были	1	1
1207	ли эта	1	1
1208	быть с	1	1
1209	свое собственное	1	1
1210	с каким	2	1
1211	и том	3	1
1212	он должен	2	1
1213	той степени	1	1
1214	изменения в	1	1
1215	это новое	1	1
1216	может обойтись	2	1
1217	уже с	2	1
1218	представить себе	3	1
1219	и весь	3	1
1220	ответ на	2	1
1221	не зная	3	1
1222	оно совершенно	1	1
1223	равно и	2	1
1224	то оно	3	1
1225	новые формы	1	1
1226	мышления и	1	1
1227	как две	1	1
1228	многих других	2	1
1229	и также	1	1
1230	есть такой	1	1
1231	они не	5	1
1232	необходимо должно	1	1
1233	которое он	2	1
1234	и творческого	1	1
1235	зависит и	1	1
1236	к человеку	1	1
1237	же корень	1	1
1238	нам быть	1	1
1239	мысли только	1	1
1240	на нашу	1	1
1241	как средство	2	1
1242	всех языках	1	1
1243	сам он	1	1
1244	указать на	1	1
1245	имеют в	2	1
1246	самый организм	1	1
1247	фактов то	1	1
1248	знали что	1	1
1249	на том	2	1
1250	внимание на	3	1
1251	слово а	2	1
1252	что уже	1	1
1253	при таких	3	1
1254	жизни человека	2	1
1255	мы знаем	2	1
1256	происходит это	1	1
1257	предмета в	3	1
1258	мы действительно	1	1
1259	на что	3	1
1260	проявляется в	2	1
1261	ничего кроме	2	1
1262	на одно	1	1
1263	действует и	1	1
1264	к первой	2	1
1265	сам предмет	1	1
1266	смысле есть	2	1
1267	внутренней и	1	1
1268	выражение даже	1	1
1269	что так	2	1
1270	души и	9	1
1271	сказать например	1	1
1272	деле не	1	1
1273	по мнению	4	1
1274	отличия от	1	1
1275	такое же	3	1
1276	в утверждении	2	1
1277	о нем	1	1
1278	что с	3	1
1279	знаю что	1	1
1280	ее в	1	1
1281	что несмотря	1	1
1282	не кажется	2	1
1283	где он	2	1
1284	и всегда	3	1
1285	что собственно	1	1
1286	указание на	2	1
1287	но во-первых	2	1
1288	для своего	1	1
1289	можем ли	1	1
1290	тождественна с	2	1
1291	на самом	2	1
1292	на одной	1	1
1293	что каждый	1	1
1294	уже были	1	1
1295	и предмету	1	1
1296	и никакой	1	1
1297	только сказать	1	1
1298	зрительных слуховых	1	1
1299	стремится к	1	1
1300	в течение	2	1
1301	возможно только	6	1
1302	смысле этого	3	1
1303	свет и	5	1
1304	есть очевидно	1	1
1305	нам и	2	1
1306	с их	1	1
1307	себе никаких	1	1
1308	целом он	1	1
1309	только звук	4	1
1310	природу и	2	1
