N	2gram	Savitsky_E	KFilosof
439	нет ничего	1	1
440	можно в	2	1
441	во всяком	3	1
442	по количеству	1	1
443	том случае	1	1
444	мы можем	3	1
445	не является	3	1
446	но с	2	1
447	может жить	1	1
448	только к	2	1
449	а к	1	1
450	осуществляется в	1	1
451	каких бы	2	1
452	что мы	1	1
453	значит что	1	1
454	разобщенности и	1	1
455	которую мы	5	1
456	как одно	1	1
457	собой столь	1	1
458	в лучшем	1	1
459	более чем	2	1
460	в основных	1	1
461	во все	3	1
462	и разнообразие	1	1
463	всяком случае	3	1
464	который по	1	1
465	и иных	1	1
466	также и	7	1
467	ту же	1	1
468	о возможности	1	1
469	другой в	1	1
470	близости к	1	1
471	и затем	1	1
472	из их	1	1
473	а через	1	1
474	в этот	1	1
475	культуры можно	1	1
476	ни была	1	1
477	мы должны	2	1
478	слова и	1	1
479	и имеет	2	1
480	когда он	3	1
481	только тогда	1	1
482	и теперь	2	1
483	живет и	1	1
484	конечно это	1	1
485	должны быть	1	1
486	в которую	1	1
487	иную эпоху	1	1
488	при такой	1	1
489	связь между	1	1
490	отношений между	2	1
491	этого факта	1	1
492	главным образом	2	1
493	его понимает	1	1
494	разных точек	1	1
495	и до	1	1
496	характерной чертой	1	1
497	ту или	3	1
498	уже и	3	1
499	в истории	2	1
500	всех великих	1	1
501	по своей	2	1
502	этих случаях	1	1
503	в каких	1	1
504	это может	1	1
505	ним они	1	1
506	это различие	1	1
507	себе в	3	1
508	в большинстве	2	1
509	свою очередь	2	1
510	любви к	1	1
511	признать что	1	1
512	всего этого	1	1
513	другой и	2	1
514	бы по	1	1
515	когда мы	1	1
516	сомнения что	1	1
517	а тем	2	1
518	в не	2	1
519	и где	1	1
520	к ней	4	1
521	известном смысле	3	1
522	нужно помнить	1	1
523	следует что	1	1
524	она может	1	1
525	и каждая	2	1
526	в индивидуальном	1	1
527	если мы	1	1
528	и во	2	1
529	той же	1	1
530	человеческой жизни	1	1
531	одной из	5	1
532	такая же	1	1
533	что может	1	1
534	мы обозначаем	1	1
535	в нашем	1	1
536	значительной степени	1	1
537	здесь говорим	1	1
538	культуры по	1	1
539	к двум	1	1
540	и от	3	1
541	относится к	1	1
542	настоящему моменту	3	1
543	что все	2	1
544	мы будем	1	1
545	можно конечно	1	1
546	с которым	1	1
547	занимают в	1	1
548	столь же	5	1
549	том же	1	1
550	же в	2	1
551	это что	1	1
552	жизни эти	1	1
553	разность в	1	1
554	в данной	3	1
555	исходит из	1	1
556	такой же	2	1
557	и о	1	1
558	имеют дело	1	1
559	в значительной	2	1
560	лежащие на	1	1
561	и будущего	1	1
562	одна из	1	1
563	и факта	1	1
564	определяется как	1	1
565	на то	6	1
566	от них	3	1
567	оно может	1	1
568	и по	5	1
569	чем та	1	1
570	в противном	1	1
571	момент во	1	1
572	все другие	2	1
573	должно происходить	1	1
574	это в	1	1
575	культуры как	2	1
576	оставить в	2	1
577	не переходит	1	1
578	лучшем случае	1	1
579	того же	3	1
580	того мира	2	1
581	был не	1	1
582	обрести свое	1	1
583	само по	4	1
584	случае когда	1	1
585	не можем	2	1
586	но сама	1	1
587	оказались бы	1	1
588	в чисто	1	1
589	жизнью и	1	1
590	как мы	5	1
591	с разных	1	1
592	человечества но	1	1
593	как некоторый	1	1
594	но поскольку	2	1
595	не к	2	1
596	прочим и	2	1
597	принципу не	1	1
598	своего развития	1	1
599	во второй	3	1
