N	2gram	Tiupa_Hudo	VelikijI
264	бытия и	1	1
265	места в	1	1
266	в мир	1	1
267	выбора все	1	1
268	то и	1	1
269	или даже	3	1
270	в понимании	1	1
271	в бытии	1	1
272	него не	1	1
273	как мы	1	1
274	ведет к	2	1
275	из всего	1	1
276	прошлом и	1	1
277	в своем	4	1
278	меня в	1	1
279	это ни	1	1
280	стороны в	1	1
281	еще и	2	1
282	к жизни	2	1
283	и от	1	1
284	с бытием	1	1
285	за которым	1	1
286	лишь на	1	1
287	быть может	1	1
288	их сознания	1	1
289	весь мир	1	1
290	и развитием	2	1
291	с ними	2	1
292	чего бы	1	1
293	к миру	1	1
294	в сознании	1	1
295	по крайней	1	1
296	в третьем	1	1
297	тебя так	1	1
298	нам уже	1	1
299	о судьбе	1	1
300	вместе с	1	1
301	все же	1	1
302	в одно	2	1
303	переход к	1	1
304	как в	2	1
305	этого слова	2	1
306	ибо к	1	1
307	жизни в	2	1
308	значение в	1	1
309	роль в	2	1
310	бы ни	1	1
311	себя и	3	1
312	и по	2	1
313	всего только	1	1
314	в их	5	1
315	со своей	4	1
316	с которым	1	1
317	и внешней	3	1
318	его воли	1	1
319	не сумеет	2	1
320	мира и	2	1
321	может и	1	1
322	зависимости от	1	1
323	поскольку он	1	1
324	себя не	1	1
325	ни для	2	1
326	в известном	2	1
327	себе и	1	1
328	не просто	2	1
329	не случайно	3	1
330	в целом	3	1
331	крайней мере	1	1
332	жизни не	1	1
333	и ее	3	1
334	вовсе не	2	1
335	ничего нельзя	1	1
336	есть не	1	1
337	в искусстве	9	1
338	бы в	1	1
339	к нему	3	1
340	другом но	1	1
