N	2gram	Vinokur_Vv	Narrotol
391	в настоящем	1	2
392	чтобы в	1	2
393	более или	1	2
394	но все	4	2
395	жизнь в	1	2
396	в некотором	1	2
397	иначе как	1	2
398	тем что	6	2
399	дело здесь	1	2
400	чем иным	1	2
401	одновременно и	3	2
402	большей или	3	2
403	тем или	2	2
404	другое дело	3	2
405	как только	2	2
406	казалось бы	2	2
407	было не	1	2
408	в действительности	1	2
409	своей природе	3	2
410	в этот	2	2
411	с помощью	2	2
412	а между	2	2
413	превращается в	1	2
414	центре внимания	2	2
415	его собственной	1	2
416	в реальной	1	2
417	друг для	1	2
418	вовсе не	6	2
419	именно так	1	2
420	быть в	5	2
421	к которому	1	2
422	слово не	1	2
423	преимущественно в	2	2
424	русской литературы	1	2
425	выходя из	1	2
426	возникает и	2	2
427	в системе	1	2
428	бы в	2	2
429	того же	3	2
430	того о	1	2
431	или иным	2	2
432	той мере	6	2
433	нами не	2	2
434	что иное	5	2
435	похожи на	1	2
436	должно быть	2	2
437	время в	2	2
438	иного рода	1	2
439	теперь и	1	2
440	как своего	1	2
441	отношения между	1	2
442	будто бы	2	2
443	одним из	5	2
444	быть только	1	2
445	очевидно что	1	2
446	а до	1	2
447	ясно что	11	2
448	также в	1	2
449	не есть	5	2
450	при изложении	1	2
451	себе и	2	2
452	во всех	2	2
453	мы можем	2	2
454	которых в	1	2
455	говорил о	1	2
456	реальной действительности	1	2
457	так что	5	2
458	на свой	1	2
459	если же	2	2
460	одно и	2	2
461	хотя в	2	2
462	и является	1	2
463	текста на	1	2
464	для читателя	1	2
465	также не	1	2
466	сомневаться в	1	2
467	она была	2	2
468	того кто	1	2
469	т п	5	2
470	могут быть	6	2
471	что может	3	2
472	и есть	3	2
473	в общем	14	2
474	с языком	1	2
475	одного и	2	2
476	на рубеже	2	2
477	и ничего	1	2
478	любви и	1	2
479	в особенности	4	2
480	а потому	5	2
481	та же	1	2
482	в специальном	1	2
483	и прочих	1	2
484	должна быть	2	2
485	значении этого	2	2
486	но также	16	2
487	в сущности	3	2
488	в наиболее	2	2
489	давно уже	1	2
490	из которых	3	2
491	xix в	12	2
492	для них	2	2
493	себе не	1	2
494	новейшее время	1	2
495	все то	1	2
496	от своего	1	2
497	в россии	1	2
498	начинается так	1	2
499	в составе	1	2
500	значения и	1	2
501	можно назвать	1	2
502	как о	4	2
503	слово но	1	2
504	в которых	6	2
505	так называемая	2	2
506	не до	2	2
507	том смысле	2	2
508	в каком	3	2
509	оно составляет	1	2
510	для друга	1	2
511	это и	1	2
512	его и	1	2
513	бы с	2	2
514	в течение	5	2
515	наконец в	1	2
516	автора и	1	2
517	это то	1	2
518	своему характеру	1	2
519	у меня	1	2
520	них как	1	2
521	после смерти	1	2
522	слова и	1	2
523	себя не	1	2
524	его характер	1	2
525	на основании	5	2
526	общем значении	1	2
527	как будет	2	2
528	свое существование	2	2
529	автора в	1	2
530	что же	3	2
531	на две	1	2
532	нем не	1	2
533	она может	1	2
534	может оказаться	3	2
535	говорится в	1	2
536	только с	4	2
537	только потому	1	2
538	из него	2	2
539	значении слова	1	2
540	обратиться к	1	2
541	судя по	1	2
542	в более	4	2
543	после этого	2	2
544	ни с	2	2
545	только по	3	2
546	далеком прошлом	1	2
547	бы на	1	2
548	в формах	2	2
549	что с	3	2
550	все это	6	2
551	в их	12	2
552	слова а	1	2
553	таком случае	1	2
554	как именно	1	2
555	однако не	4	2
556	но с	5	2
557	и более	1	2
558	или иначе	4	2
559	ряде случаев	1	2
560	на нее	3	2
561	это еще	2	2
562	мира у	1	2
563	в ряде	2	2
564	не предполагает	1	2
565	есть в	1	2
566	и этих	1	2
567	к своему	2	2
568	по словам	1	2
569	но уже	2	2
570	для которого	1	2
571	в каждой	2	2
572	говорит об	1	2
573	или менее	1	2
574	и вообще	3	2
575	и другого	1	2
576	мере в	6	2
577	этих двух	2	2
578	напомнить что	1	2
579	мы его	1	2
580	частности в	1	2
581	меньшей степени	1	2
582	могло быть	1	2
583	отношение к	3	2
584	в новейшее	1	2
585	однако для	1	2
586	зрения на	1	2
587	бытия и	1	2
588	это в	2	2
589	применительно к	2	2
590	иное как	6	2
591	в сумме	1	1
592	во всем	2	1
593	практически не	1	1
594	нельзя признать	2	1
595	и объяснить	1	1
596	с которыми	2	1
597	народов и	2	1
598	которые не	2	1
599	в печати	2	1
600	за исключением	1	1
601	того не	2	1
602	любовь к	4	1
603	историю человечества	1	1
604	в разных	7	1
605	связи в	1	1
606	именно она	1	1
607	и был	2	1
608	и стало	1	1
609	в большей	7	1
610	это обычно	1	1
611	мысли и	2	1
612	средствами языка	1	1
613	не как	3	1
614	менее не	1	1
615	как некоторого	1	1
616	и говорить	1	1
617	достаточно одного	1	1
618	время не	2	1
619	иначе но	2	1
620	одна за	1	1
621	но смысл	1	1
622	а есть	1	1
623	объектов и	1	1
624	и форме	1	1
625	таков в	1	1
626	его от	1	1
627	но что	3	1
628	данности и	1	1
629	сосредоточен на	1	1
630	к тексту	2	1
631	этим объясняется	1	1
632	не вытекает	1	1
633	в духе	1	1
634	именно он	1	1
635	из двух	4	1
636	ни одна	2	1
637	относится и	1	1
638	знание языка	2	1
639	как об	9	1
640	к сумме	1	1
641	естественно не	1	1
642	связана с	4	1
643	представление о	1	1
644	том или	2	1
645	самому и	1	1
646	меня в	1	1
647	и внутренне	1	1
648	в цепи	1	1
649	обоих случаях	1	1
650	здесь именно	1	1
651	на эту	1	1
652	подлинный смысл	1	1
653	всю эту	1	1
654	например что	3	1
655	это бывает	1	1
656	историей и	1	1
657	отличается от	1	1
658	по признаку	2	1
659	этой стороны	2	1
660	так например	6	1
661	относиться к	1	1
662	для исследования	1	1
663	особенности в	1	1
664	с этим	3	1
665	сам же	2	1
666	с позиций	1	1
667	на этой	3	1
668	к одной	1	1
669	памяти о	1	1
670	осуществляется в	1	1
671	не могли	2	1
672	что этот	1	1
673	вопрос о	10	1
674	восприятия в	1	1
675	по тем	2	1
676	об ее	1	1
677	нельзя было	1	1
678	имеет право	1	1
679	он был	1	1
680	отсюда и	2	1
681	таков что	1	1
682	обнаруживаются в	1	1
683	речь выше	1	1
684	выше но	1	1
685	но во	1	1
686	это очевидно	2	1
687	во многих	1	1
688	признать вполне	1	1
689	из их	1	1
690	имея в	1	1
691	собственных имен	1	1
692	уже было	2	1
693	себя со	2	1
694	особенно важно	1	1
695	которым в	1	1
696	греков и	3	1
697	общения и	1	1
698	втором случае	1	1
699	в различных	5	1
700	есть продукт	1	1
701	и была	1	1
702	внимания к	2	1
703	в сторону	1	1
704	слове но	2	1
705	значительной степени	1	1
706	и те	2	1
707	не что	5	1
708	попытка понять	2	1
709	рассуждение о	1	1
710	на практике	1	1
711	самого начала	1	1
712	всего что	1	1
713	второй половины	3	1
714	настолько что	1	1
715	в прошлом	2	1
716	или над	1	1
717	текст может	2	1
718	за другой	1	1
719	еще нет	1	1
720	целого но	1	1
721	сказано было	2	1
722	например когда	1	1
723	действительности о	1	1
724	установка на	1	1
725	и условий	1	1
726	языка как	2	1
727	речь не	1	1
728	автор как	1	1
729	в одной	1	1
730	что все	1	1
731	объект и	1	1
732	во всей	1	1
733	момент в	1	1
734	вернуться к	1	1
735	в текст	1	1
736	по одной	1	1
737	речь о	1	1
738	это прежде	1	1
739	от другой	3	1
740	обращенной к	1	1
741	историю и	2	1
742	истории история	1	1
743	от себя	3	1
744	что даже	3	1
745	каким был	1	1
746	и чувства	1	1
747	иначе его	1	1
748	она есть	5	1
749	отказе от	1	1
750	свои собственные	1	1
751	смысле как	3	1
752	не то	1	1
753	но поскольку	1	1
754	вся эта	1	1
755	гораздо более	3	1
756	настаивая на	1	1
757	самой себе	1	1
758	ближе к	2	1
759	бы то	1	1
760	чтобы сделать	1	1
761	по адресу	1	1
762	времени все	2	1
763	она и	1	1
764	к человеку	1	1
765	здесь нет	4	1
766	о слове	1	1
767	слушателей в	1	1
768	жить в	1	1
769	этом имеет	1	1
770	и объединяет	1	1
771	стороны и	3	1
772	не принадлежит	1	1
773	становится для	1	1
774	собой в	2	1
775	мы знаем	1	1
776	смысле в	2	1
777	начале этой	1	1
778	для которой	1	1
779	можно представить	2	1
780	объяснить его	2	1
781	ни было	1	1
782	целая цепь	1	1
783	который можно	1	1
784	что при	1	1
785	этом втором	1	1
786	состоящий в	1	1
787	которого история	1	1
788	место для	1	1
789	выросло из	1	1
790	посредством которых	2	1
791	с другими	1	1
792	не от	1	1
793	в европейской	1	1
794	по содержанию	3	1
795	что между	1	1
796	его в	6	1
797	не была	1	1
798	говорит он	2	1
799	как же	1	1
800	о возможности	1	1
801	чем собственно	1	1
802	что история	6	1
803	тех же	1	1
804	чтобы определить	1	1
805	прямо не	1	1
806	который по	2	1
807	слов с	1	1
808	еще при	2	1
809	прошлом и	3	1
810	знания о	1	1
811	в атмосфере	1	1
812	не остается	1	1
813	и по-видимому	1	1
814	но ведь	4	1
815	лишь на	1	1
816	следует понимать	2	1
817	встречается в	1	1
818	степени это	1	1
819	по ее	1	1
820	в до	2	1
821	из четырех	1	1
822	сообщение о	1	1
823	образом для	1	1
824	он вовсе	1	1
825	о которых	2	1
826	же касается	2	1
827	а только	8	1
828	не нужно	2	1
829	это тоже	1	1
830	конечном итоге	3	1
831	не иначе	2	1
832	и понимание	1	1
833	текст и	3	1
834	всю ее	1	1
835	как сказано	2	1
836	вопроса о	1	1
837	чтобы понять	4	1
838	когда под	2	1
839	материал которой	1	1
840	именно как	3	1
841	одного отдельного	2	1
842	в уста	1	1
843	реальным и	1	1
844	как следует	2	1
845	иной области	1	1
846	не означает	1	1
847	на этом	3	1
848	к слову	1	1
849	в исторической	1	1
850	говорилось о	1	1
851	ли это	1	1
852	и жизненной	1	1
853	до нас	3	1
854	мы уже	2	1
855	по данному	1	1
856	английский язык	2	1
857	на котором	2	1
858	связь и	1	1
859	то ни	1	1
860	совсем не	3	1
861	так называемую	2	1
862	с какой	1	1
863	и собственно	2	1
864	данному типу	1	1
865	или же	3	1
866	так называемые	2	1
867	теперь нет	1	1
868	котором уже	1	1
869	смысле они	1	1
870	и та	1	1
871	в тех	2	1
872	и тот	1	1
873	за пределы	1	1
874	разрешается в	1	1
875	этом смысле	11	1
876	выражается в	1	1
877	этот вопрос	7	1
878	одну из	1	1
879	то или	1	1
880	как один	1	1
881	должны были	1	1
882	или иное	1	1
883	в самой	1	1
884	значение и	2	1
885	или меньшей	3	1
886	истории и	4	1
887	как когда-то	1	1
888	природы и	2	1
889	бытии но	1	1
890	из поля	1	1
891	это делает	2	1
892	приводят к	1	1
893	внимания как	1	1
894	которое мы	1	1
895	них не	2	1
896	быть определено	1	1
897	с чем	2	1
898	был в	2	1
899	теми же	1	1
900	иной раз	2	1
901	историю не	1	1
902	доступна нам	1	1
903	его к	2	1
904	слова как	2	1
905	этой системе	1	1
906	а главное	1	1
907	так или	4	1
908	до времени	1	1
909	чтобы не	1	1
910	и особенно	1	1
911	если это	2	1
912	для первого	1	1
913	понять что	3	1
914	мы видели	3	1
915	к автору	1	1
916	с мнением	1	1
917	нечто иное	1	1
918	этого термина	3	1
919	при жизни	2	1
920	было на	1	1
921	за ее	1	1
922	этому времени	2	1
923	явно не	1	1
924	за ним	1	1
925	обоих этих	1	1
926	как с	1	1
927	действий в	1	1
928	них в	1	1
929	жизнь была	1	1
930	и сейчас	2	1
931	которое возникает	1	1
932	он только	1	1
933	бы составить	1	1
934	которых мы	1	1
935	из таких	2	1
936	оно было	1	1
937	здесь возможен	1	1
938	и должно	2	1
939	из существенных	1	1
940	уже знаем	2	1
941	в свое	3	1
942	непонятно почему	1	1
943	с тем	6	1
944	сам по	2	1
945	не приходится	1	1
946	нашего времени	2	1
947	не исчерпывается	2	1
948	выше чем	1	1
949	из того	2	1
950	все свое	1	1
951	с каждым	1	1
952	в отношении	3	1
953	нет никакого	1	1
954	не могут	6	1
955	его слушателей	1	1
956	они сообщают	1	1
957	xviii в	6	1
958	этой точки	2	1
959	именно оно	2	1
960	однако что	1	1
961	человеческой культуры	3	1
962	строгом смысле	3	1
963	первой половины	1	1
964	содержание и	1	1
965	к исследованию	1	1
966	которые у	1	1
967	имеет дело	5	1
968	что когда-то	1	1
969	лишь к	1	1
970	отношения к	1	1
971	и соответственно	1	1
972	свой собственный	1	1
973	что могло	4	1
974	этот по	1	1
975	как не	1	1
976	произведение в	1	1
977	и так	2	1
978	о единстве	1	1
979	непременно должен	1	1
980	если можно	1	1
981	сравнению с	4	1
982	которого не	1	1
983	что вообще	1	1
984	слова о	1	1
985	по крайней	4	1
986	как произведение	1	1
987	не смешивать	1	1
988	или ином	2	1
989	ни к	2	1
990	к нашему	1	1
991	совершенно не	1	1
992	впечатление что	1	1
993	менее уже	1	1
994	чем же	3	1
995	не видеть	1	1
996	вытекает из	1	1
997	языка и	15	1
998	изложении в	1	1
999	если он	1	1
1000	ней есть	1	1
1001	не любил	1	1
1002	задний план	2	1
1003	в значительной	3	1
1004	не раз	1	1
1005	не должно	1	1
1006	по сравнению	4	1
1007	фактов не	1	1
1008	это только	4	1
1009	она прежде	1	1
1010	в отказе	1	1
1011	из его	2	1
1012	в новой	1	1
1013	без чего	1	1
1014	что если	2	1
1015	каждой из	6	1
1016	именно на	2	1
1017	его нельзя	1	1
1018	то все	1	1
1019	письма и	1	1
1020	истории однако	1	1
1021	отношении к	2	1
1022	есть одновременно	1	1
1023	своей работе	1	1
1024	от других	2	1
1025	художественной литературы	2	1
1026	и соответствующих	1	1
1027	и до	2	1
1028	только тем	1	1
1029	взгляда на	4	1
1030	теперь не	1	1
1031	он есть	1	1
1032	и наоборот	3	1
1033	литературы в	3	1
1034	был прав	1	1
1035	претендовать на	1	1
1036	чем с	1	1
1037	что здесь	2	1
1038	заметить что	1	1
1039	нет и	1	1
1040	входит как	1	1
1041	важное для	1	1
1042	впервые в	1	1
1043	называет себя	1	1
1044	из истории	2	1
1045	произведения и	2	1
1046	какой она	1	1
1047	в текстах	3	1
1048	человечества и	1	1
1049	то она	2	1
1050	жизни человечества	1	1
1051	этого слова	2	1
1052	со словом	2	1
1053	знания но	1	1
1054	или произвола	1	1
1055	т д	39	1
1056	не видит	1	1
1057	главным образом	1	1
1058	у них	2	1
1059	только о	2	1
1060	акта все	1	1
1061	тот же	1	1
1062	его можно	2	1
1063	имеет возможность	1	1
1064	что есть	1	1
1065	которой у	1	1
1066	находятся в	2	1
1067	для второго	1	1
1068	но на	1	1
1069	на языке	2	1
1070	и прямо	1	1
1071	что оно	2	1
1072	и многие	1	1
1073	общения в	1	1
1074	значение в	2	1
1075	степени в	1	1
1076	так как	15	1
1077	смысле что	1	1
1078	путь не	1	1
1079	может не	1	1
1080	различие между	1	1
1081	этот процесс	4	1
1082	о человеке	1	1
1083	исторической жизни	1	1
1084	того как	3	1
1085	форме так	1	1
1086	перестает быть	1	1
1087	том числе	1	1
1088	уже в	5	1
1089	различными по	1	1
1090	связи между	4	1
1091	нам не	2	1
1092	можно наглядно	1	1
1093	мере что	1	1
1094	и восприятия	1	1
1095	для данной	1	1
1096	от времени	1	1
1097	ее в	1	1
1098	видеть в	1	1
1099	указание на	1	1
1100	ранее не	1	1
1101	свои вопросы	1	1
1102	что каждый	1	1
1103	с их	5	1
1104	слова не	1	1
1105	различия между	1	1
1106	знания к	1	1
1107	быть вполне	1	1
1108	легко представить	1	1
1109	что ни	1	1
1110	шла речь	4	1
1111	что к	2	1
1112	будет по	2	1
1113	слова но	1	1
1114	изложения и	2	1
1115	и которая	1	1
1116	и последний	1	1
1117	том виде	3	1
1118	не ограничивается	1	1
1119	здесь все	3	1
1120	которые одновременно	1	1
1121	опыта и	1	1
1122	как нечто	8	1
1123	с конца	2	1
1124	не со	2	1
1125	на тему	2	1
1126	очень много	1	1
1127	в стороне	1	1
1128	случае не	2	1
1129	и без	2	1
1130	и последующих	1	1
1131	виде в	2	1
1132	говорят о	1	1
1133	что неизбежно	1	1
1134	направлено на	1	1
1135	есть только	2	1
1136	и искусно	1	1
1137	и со	2	1
1138	и я	1	1
1139	в такой	1	1
1140	на всем	1	1
1141	он почувствовал	1	1
1142	не создает	1	1
1143	в новом	1	1
1144	у древних	1	1
1145	исторического знания	3	1
1146	нисколько не	3	1
1147	что находится	1	1
1148	на его	1	1
1149	к философскому	1	1
1150	а так	2	1
1151	обращена к	1	1
1152	предстал в	1	1
1153	выражение и	1	1
1154	ему не	1	1
1155	жизнь и	1	1
1156	которая как	2	1
1157	не говоря	2	1
1158	поскольку она	1	1
1159	и тех	1	1
1160	поскольку это	1	1
1161	достаточно для	1	1
1162	его словам	1	1
1163	в полной	1	1
1164	с самого	1	1
1165	существенное в	1	1
1166	совершенно ошибочно	1	1
1167	и всеми	1	1
1168	на свои	2	1
1169	тексте не	1	1
1170	образцом для	1	1
1171	жизни для	1	1
1172	в самых	1	1
1173	он нам	1	1
1174	другими словами	1	1
1175	так называемой	3	1
1176	материал для	3	1
1177	которое здесь	1	1
1178	прямо как	1	1
1179	ведь и	1	1
1180	просто не	1	1
1181	мы должны	2	1
1182	включают в	1	1
1183	исследования в	1	1
1184	невозможно но	3	1
1185	нужно было	1	1
1186	если такая	1	1
1187	принципе не	1	1
1188	люди с	1	1
1189	историю своей	1	1
1190	к области	1	1
1191	к данному	1	1
1192	отношений между	3	1
1193	русского языка	1	1
1194	в повседневной	1	1
1195	с прошлым	3	1
1196	только то	1	1
1197	в xix	1	1
1198	этих случаях	2	1
1199	данного текста	1	1
1200	принять его	1	1
1201	или как	3	1
1202	в спальню	1	1
1203	иной степени	1	1
1204	разумеется в	1	1
1205	его отношение	1	1
1206	их по	1	1
1207	дело обстоит	1	1
1208	еще на	1	1
1209	сложности и	1	1
1210	чем они	2	1
1211	составляет его	2	1
1212	что можно	2	1
1213	но совершенно	1	1
1214	эту тему	1	1
1215	самой своей	2	1
1216	крайней мере	4	1
1217	для такого	1	1
1218	собой лишь	1	1
1219	на других	1	1
1220	и нашей	1	1
1221	просто и	1	1
1222	к образованию	1	1
1223	этот текст	1	1
1224	такое чтение	1	1
1225	нуждается в	3	1
1226	приходится в	1	1
1227	другие с	2	1
1228	уже шла	1	1
1229	надо было	2	1
1230	может и	1	1
1231	для этого	3	1
1232	именно это	1	1
1233	в далеком	1	1
1234	героического эпоса	1	1
1235	и совершенно	2	1
1236	само по	4	1
1237	есть не	5	1
1238	без помощи	1	1
1239	течением времени	7	1
1240	более того	1	1
1241	котором он	2	1
