N	2gram	Voloshinov	TeoriaLi
293	те же	2	1
294	не как	3	1
295	и лучше	1	1
296	из того	1	1
297	из существеннейших	1	1
298	быть может	1	1
299	и вполне	1	1
300	понимается как	1	1
301	для данного	1	1
302	со всеми	1	1
303	все то	1	1
304	от одного	1	1
305	в собственном	1	1
306	и делают	2	1
307	языка наиболее	1	1
308	выбор слова	1	1
309	если говорить	1	1
310	вещами как	1	1
311	языкового сознания	1	1
312	тем что	2	1
313	если он	1	1
314	между индивидуальными	1	1
315	мира это	1	1
316	синтаксической конструкции	1	1
317	все же	5	1
318	иных произведений	1	1
319	не имеет	2	1
320	речь в	1	1
321	но у	1	1
322	да и	3	1
323	зависимости от	2	1
324	телу в	1	1
325	с этим	3	1
326	только одно	1	1
327	быть это	1	1
328	состоит не	1	1
329	разница в	1	1
330	не существует	1	1
331	осуществляется в	1	1
332	в действительности	2	1
333	и пр	7	1
334	языка и	5	1
335	вопрос о	1	1
336	жизни когда	1	1
337	представляется не	1	1
338	содержания в	1	1
339	искусства есть	1	1
340	связана с	3	1
341	наконец в	2	1
342	можно лишь	1	1
343	ее восприятия	1	1
344	не должно	1	1
345	художественных произведений	2	1
346	своей ценностной	1	1
347	время в	1	1
348	обычно в	1	1
349	точно и	1	1
350	слова и	2	1
351	хх веке	1	1
352	с помощью	2	1
353	в различных	1	1
354	и наиболее	2	1
355	одно из	1	1
356	и до	1	1
357	для своей	1	1
358	не что	2	1
359	в совершенно	1	1
360	в истории	1	1
361	и находит	1	1
362	при анализе	3	1
363	каждый из	1	1
364	жизни он	1	1
365	между людьми	1	1
366	эта возможность	1	1
367	и эстетического	1	1
368	из наиболее	1	1
369	отношений и	1	1
370	рассчитана на	1	1
371	носителем и	1	1
372	впервые в	1	1
373	звука и	1	1
374	него не	1	1
375	по которым	1	1
376	революции в	1	1
377	до конца	1	1
378	звуков в	1	1
379	этому содержанию	1	1
380	мышления но	1	1
381	в одной	1	1
382	объект и	2	1
383	в сознании	4	1
384	выбора все	1	1
385	одна из	1	1
386	своей полноте	1	1
387	языка но	2	1
388	поэтому не	1	1
389	и внутренняя	2	1
390	но если	1	1
391	здесь и	1	1
392	по поводу	1	1
393	что говоря	1	1
394	к предмету	2	1
395	общем виде	1	1
396	о художественном	1	1
397	не объективно	1	1
398	говорит следующее	1	1
399	и становится	1	1
400	едва ли	1	1
401	тот же	2	1
402	его можно	1	1
403	своего развития	1	1
404	этого термина	1	1
405	значимым и	1	1
406	этой внутренней	1	1
407	мы видим	2	1
408	который пытается	1	1
409	общения в	1	1
410	так как	3	1
411	она и	1	1
412	что иное	2	1
413	они не	1	1
414	произведения как	4	1
415	автору и	1	1
416	статье о	1	1
417	на язык	2	1
418	ее на	1	1
419	должно быть	1	1
420	это особенно	1	1
421	от первого	1	1
422	материала и	3	1
423	художественной формы	1	1
424	счете к	1	1
425	нее как	1	1
426	с системой	1	1
427	и через	1	1
428	произведения мы	2	1
429	вечного и	1	1
430	сознания и	2	1
431	в широком	1	1
432	этим словом	1	1
433	слово в	3	1
434	и систематизации	1	1
435	замысла и	1	1
436	ко второму	1	1
437	не было	1	1
438	является таким	1	1
439	и более	1	1
440	исторической поэтики	1	1
441	слова могут	1	1
442	протопопа аввакума	1	1
443	виду что	1	1
444	в совокупности	1	1
445	сознания но	1	1
446	или иная	1	1
447	с одним	1	1
448	бы быть	1	1
449	отношений здесь	1	1
450	такого понимания	1	1
451	за которым	1	1
452	долгое время	1	1
453	всякое высказывание	1	1
454	всем своем	1	1
455	является не	1	1
456	же точно	1	1
457	позиции в	1	1
458	при таком	1	1
459	в ряду	1	1
460	ли не	1	1
461	от этого	2	1
462	особенности в	1	1
463	в такой	1	1
464	больше и	1	1
465	в двух	4	1
466	в условиях	1	1
467	или их	1	1
468	в каждой	1	1
469	которого только	1	1
470	три стороны	1	1
471	ценностная активность	1	1
472	и синтаксические	1	1
473	встречаются в	1	1
474	особенно в	1	1
475	бы в	2	1
476	же как	1	1
477	в каждом	4	1
478	становится эстетическим	1	1
479	может иметь	2	1
480	только к	1	1
481	как ни	1	1
482	в своих	2	1
483	строф в	1	1
484	членения и	1	1
485	разрыв между	2	1
486	комплексов в	1	1
487	с первых	1	1
488	поэтики в	1	1
489	поэт не	1	1
490	стиля в	1	1
491	если не	1	1
492	в современных	1	1
493	когда я	1	1
494	ту же	1	1
495	совсем не	1	1
496	средств и	1	1
497	или же	1	1
498	мы понимаем	2	1
499	говорить об	2	1
500	и помимо	2	1
501	и может	2	1
502	что касается	1	1
503	и их	7	1
504	можно было	1	1
505	отношений между	2	1
506	иметь в	1	1
507	ни одно	2	1
508	произведения есть	1	1
509	только то	1	1
510	также и	1	1
511	то или	1	1
512	или иное	1	1
513	когда мы	1	1
514	было бы	4	1
515	из нее	1	1
516	теоретической и	1	1
517	же самое	1	1
518	общего с	3	1
519	в понимании	1	1
520	литературное произведение	2	1
521	та или	1	1
522	в зависимости	2	1
523	иных жизненных	1	1
524	произведения не	1	1
525	обратимся к	1	1
526	свести к	1	1
527	лишь путем	2	1
528	и есть	1	1
529	звучит один	1	1
530	косвенной речи	1	1
531	на то	1	1
532	полагая что	1	1
533	но одно	2	1
534	нуждается в	2	1
535	для этого	1	1
536	интонации и	1	1
537	как несомненно	1	1
538	лишь одного	1	1
539	т.д как	1	1
540	есть не	2	1
541	кажется что	2	1
542	иное как	2	1
543	себе а	1	1
544	более того	2	1
545	в статье	1	1
