N	2gram	Losev_Prob	Morfolog
156	можно было	4	4
157	этот вопрос	1	4
158	от того	1	4
159	значит что	3	4
160	заметим что	4	3
161	то время	4	3
162	только что	2	3
163	с этой	4	3
164	и при	2	3
165	и убивает	1	3
166	по всему	2	3
167	что это	4	3
168	это уже	4	3
169	в сущности	1	3
170	ни в	17	3
171	связывается с	1	3
172	только в	21	3
173	живые существа	1	3
174	в плоскости	1	3
175	здесь мы	2	3
176	время как	4	3
177	из двух	1	3
178	или на	1	3
179	можно назвать	2	3
180	есть нечто	1	3
181	состоит из	1	3
182	имеется в	1	3
183	на первый	1	3
184	то здесь	1	3
185	не упоминается	1	3
186	и что	9	3
187	рассматриваться как	1	3
188	по воздуху	1	3
189	для того	4	3
190	но эти	2	3
191	и тогда	4	3
192	состоит в	1	3
193	настоящее время	7	3
194	так например	1	3
195	же она	1	3
196	здесь не	12	3
197	с его	3	3
198	кроме того	5	3
199	в настоящее	7	3
200	он должен	2	3
201	к нему	3	3
202	бы то	4	3
203	то в	4	3
204	первый взгляд	1	3
205	что эти	1	3
206	о помощи	1	3
207	они не	3	3
208	того что	8	3
209	что такое	1	3
210	ее в	2	3
211	но как	3	3
212	у нас	17	3
213	это и	4	3
214	о герое	1	3
215	же можно	1	3
216	и есть	4	3
217	в виде	25	3
218	а на	1	3
219	в таких	2	3
220	как таковое	1	3
221	но для	2	3
222	а то	2	3
223	здесь же	1	3
224	в какой	5	3
225	большинстве случаев	2	3
226	даже не	1	3
227	это было	2	3
228	и у	8	3
229	вопроса о	1	3
230	и отсюда	1	3
231	героя и	1	3
232	то ни	4	3
233	совсем не	4	3
234	если бы	2	3
235	друг друга	1	3
236	мы должны	1	3
237	и тем	4	3
238	не в	16	3
239	в которой	7	3
240	а по	1	3
241	и их	7	3
242	в начале	6	3
243	в большинстве	1	3
244	значение и	2	3
245	в этой	14	3
246	к ней	2	3
247	не значит	1	3
248	мы будем	2	3
249	же в	4	3
250	все еще	4	3
251	на то	2	3
252	и его	11	3
253	и по	2	3
254	и только	4	3
255	не так	4	2
256	от него	1	2
257	является в	1	2
258	которой все	1	2
259	к другу	1	2
260	и этот	1	2
261	друг к	1	2
262	если он	4	2
263	бы составить	1	2
264	или по	1	2
265	и дает	1	2
266	или нет	1	2
267	например с	1	2
268	мужа в	1	2
269	случае он	1	2
270	об освобождении	2	2
271	этот же	2	2
272	не на	1	2
273	но такое	1	2
274	ниже в	1	2
275	как они	1	2
276	в своих	3	2
277	более или	1	2
278	образом если	1	2
279	змей и	1	2
280	в россии	2	2
281	но вот	1	2
282	увидеть что	1	2
283	например в	1	2
284	с тем	7	2
285	их в	1	2
286	себя и	1	2
287	только для	5	2
288	не имеет	3	2
289	нет таких	1	2
290	когда в	1	2
291	в каком	1	2
292	к другому	5	2
293	не входит	2	2
294	но оно	1	2
295	во всяком	7	2
296	или ее	1	2
297	можно сказать	10	2
298	того как	5	2
299	в данном	6	2
300	к другой	2	2
301	можно установить	1	2
302	и более	3	2
303	что этот	6	2
304	что мы	4	2
305	в очень	1	2
306	нельзя было	1	2
307	такую же	2	2
308	одной стороны	5	2
309	о похищении	3	2
310	на друга	1	2
311	в другом	6	2
312	в каких	3	2
313	том как	2	2
314	к себе	1	2
315	другой вопрос	1	2
316	в середине	2	2
317	с большой	1	2
318	и больше	1	2
319	не исключает	1	2
320	точно так	4	2
321	в одном	6	2
322	в различных	1	2
323	и когда	1	2
324	указывает путь	1	2
325	превращается в	1	2
326	не что	3	2
327	в совершенно	1	2
328	в обоих	2	2
329	так называемых	1	2
330	в глаза	3	2
331	друг на	1	2
332	без всякого	3	2
333	тем же	4	2
334	одной из	5	2
335	что она	2	2
336	момент в	1	2
337	который в	10	2
338	что именно	2	2
339	все ли	1	2
340	а вовсе	1	2
341	всяком случае	6	2
342	но так	2	2
343	чем это	1	2
344	в дар	1	2
345	и подобные	1	2
346	мотив не	3	2
347	или другой	1	2
348	заставляет его	1	2
349	для него	2	2
350	элемент в	1	2
351	ничем не	1	2
352	что иное	3	2
353	данном случае	5	2
354	в доме	1	2
355	с одной	5	2
356	она в	2	2
357	и за	2	2
358	нашей работы	1	2
359	ни к	2	2
360	ни было	2	2
361	этом отношении	4	2
362	для нас	14	2
363	все это	8	2
364	она просит	1	2
365	с другими	1	2
366	дается в	2	2
367	чем в	1	2
368	но с	1	2
369	что действительно	1	2
370	отсюда видно	1	2
371	этого не	2	2
372	входить в	3	2
373	путь на	1	2
374	это мы	2	2
375	одним из	1	2
376	вообще не	1	2
377	между собою	2	2
378	очень много	3	2
379	за которым	1	2
380	лишь с	1	2
381	у него	13	2
382	не от	1	2
383	перейти к	3	2
384	по своему	3	2
385	в чем	3	2
386	или менее	1	2
387	и таким	1	2
388	в одной	2	2
389	бы в	2	2
390	а потом	4	2
391	без всякой	1	2
392	могли бы	2	2
393	а с	4	2
394	вступает с	1	2
395	идет по	1	2
396	с золотыми	1	2
397	и даже	24	2
398	она не	1	2
399	что ни	1	2
400	здесь только	1	2
401	не по	1	2
402	дело не	1	2
403	быть и	1	2
404	в частности	5	2
405	из этих	2	2
406	что эта	3	2
407	всех других	1	2
408	что некоторые	1	2
409	уже видели	1	2
410	в нее	1	2
411	как то	1	2
412	из его	1	2
413	однако в	4	2
414	орел и	1	2
415	огромное значение	1	2
416	это можно	2	2
417	или другими	1	2
418	как будто	9	2
419	право на	1	2
420	их на	1	2
421	сказать о	2	2
422	если она	1	2
423	хотя они	2	2
424	иное как	3	2
425	в той	5	1
426	в особенности	1	1
427	были бы	1	1
428	во всем	5	1
429	сказок является	1	1
430	пользуется для	2	1
431	однако и	1	1
432	очень простой	1	1
433	мы прежде	1	1
434	правда очень	1	1
435	все что	2	1
436	для всех	2	1
437	до сих	3	1
438	всего в	1	1
439	можно говорить	1	1
440	за ним	1	1
441	предлагает следующее	1	1
442	и на	9	1
443	обнаруживает что	1	1
444	только те	1	1
445	же и	2	1
446	как с	2	1
447	в рассказе	2	1
448	себе представить	1	1
449	рассказ о	2	1
450	которые не	1	1
451	его из	1	1
452	которые здесь	1	1
453	нее влюбляется	1	1
454	которые он	1	1
455	он только	1	1
456	его с	2	1
457	они ее	1	1
458	с такой	2	1
459	на первом	3	1
460	красоте и	1	1
461	после получения	1	1
462	или иных	2	1
463	дело с	1	1
464	но является	2	1
465	и далее	1	1
466	при этом	6	1
467	даже в	2	1
468	эти и	2	1
469	формы в	1	1
470	видели в	1	1
471	это значит	3	1
472	и по-видимому	1	1
473	которым они	1	1
474	тем как	2	1
475	и был	2	1
476	ни стало	1	1
477	думается что	1	1
478	не требует	1	1
479	в другой	1	1
480	с применением	1	1
481	те же	1	1
482	хотя о	1	1
483	по-видимому не	1	1
484	и внезапное	1	1
485	остановиться на	2	1
486	здесь под	1	1
487	основная функция	1	1
488	действие есть	1	1
489	а есть	1	1
490	одно из	2	1
491	и об	2	1
492	не столько	1	1
493	к разложению	1	1
494	и делает	2	1
495	борьбы с	2	1
496	и создает	1	1
497	своим конем	1	1
498	за это	6	1
499	функции в	1	1
500	под этим	1	1
501	она становится	1	1
502	другое что	1	1
503	со всеми	5	1
504	в них	5	1
505	но некоторые	1	1
506	и сердце	1	1
507	чтобы в	1	1
508	можно охватить	1	1
509	как функция	1	1
510	стороны так	1	1
511	мотив в	1	1
512	если не	6	1
513	о необходимости	1	1
514	этой точки	2	1
515	по пути	1	1
516	во что	1	1
517	конечно и	1	1
518	мы понимаем	1	1
519	от одного	4	1
520	и с	10	1
521	их и	1	1
522	равно как	2	1
523	каким образом	1	1
524	обходится без	1	1
525	и прекрасная	1	1
526	небо и	2	1
527	и все	12	1
528	одновременно с	1	1
529	из самых	1	1
530	только можно	1	1
531	еще в	6	1
532	весь этот	3	1
533	обращается к	1	1
534	именно в	11	1
535	однако у	1	1
536	и начала	1	1
537	том или	3	1
538	или другие	1	1
539	отношения к	1	1
540	тоже когда-то	1	1
541	также не	1	1
542	овладеть ею	1	1
543	к самым	1	1
544	там же	2	1
545	с ними	1	1
546	духа в	2	1
547	и очень	3	1
548	а именно	12	1
549	что такой	2	1
550	это время	3	1
551	в своей	29	1
552	стремления к	1	1
553	и просто	3	1
554	на эту	2	1
555	и герой	1	1
556	прошлого века	1	1
557	бы не	4	1
558	есть на	1	1
559	в коем	3	1
560	является продолжением	1	1
561	на следующий	1	1
562	с своим	1	1
563	функций в	1	1
564	ли он	2	1
565	о котором	4	1
566	не думал	1	1
567	в это	3	1
568	для их	2	1
569	мы считаем	1	1
570	всей своей	2	1
571	которая не	1	1
572	нет в	1	1
573	ничего общего	6	1
574	здесь нет	4	1
575	содержания но	1	1
576	которая им	1	1
577	и нет	4	1
578	дали также	1	1
579	г в	1	1
580	этот мотив	4	1
581	мифологии и	2	1
582	сама собой	1	1
583	его мать	1	1
584	очень ярко	1	1
585	тем в	1	1
586	бросается в	3	1
587	еще и	6	1
588	совершенно не	1	1
589	во все	3	1
590	в главе	1	1
591	больше чем	2	1
592	собственно говоря	1	1
593	в котором	5	1
594	понятия и	2	1
595	или вернее	4	1
596	первичных элементов	1	1
597	в последней	1	1
598	мы имели	1	1
599	xiv в	1	1
600	в пример	1	1
601	вспомним что	1	1
602	i ii	1	1
603	говорить не	1	1
604	в свою	4	1
605	и красоты	1	1
606	так чтобы	1	1
607	ii и	1	1
608	же очень	1	1
609	и совершенная	1	1
610	это все	2	1
611	можно усмотреть	1	1
612	из земли	4	1
613	только как	1	1
614	в борьбу	1	1
615	а после	2	1
616	имеют свои	1	1
617	оно является	1	1
618	в этот	4	1
619	тех пор	1	1
620	в новой	3	1
621	с трудом	2	1
622	к своей	1	1
623	уже было	1	1
624	особого упоминания	1	1
625	вырастает в	1	1
626	и распределены	1	1
627	с помощью	2	1
628	для нее	1	1
629	те или	1	1
630	именно на	2	1
631	для меня	1	1
632	только один	2	1
633	то все	1	1
634	только на	2	1
635	победы над	1	1
636	вступает в	1	1
637	частности как	1	1
638	приходит к	2	1
639	не потому	1	1
640	и была	1	1
641	говорит что	1	1
642	на землю	7	1
643	не будет	4	1
644	ни были	1	1
645	и до	2	1
646	более и	1	1
647	и те	1	1
648	не вполне	2	1
649	можно ли	2	1
650	что ее	1	1
651	же время	1	1
652	к людям	5	1
653	при анализе	2	1
654	самого начала	3	1
655	свою очередь	2	1
656	похожи друг	1	1
657	поступков в	1	1
658	перед ним	1	1
659	в настоящей	2	1
660	им в	1	1
661	же самое	2	1
662	он дается	1	1
663	с другим	1	1
664	и а	4	1
665	видели выше	2	1
666	как на	1	1
667	что здесь	8	1
668	установить что	1	1
669	о строении	1	1
670	от борьбы	1	1
671	сердце в	1	1
672	он в	5	1
673	отношение к	3	1
674	не как	3	1
675	ее не	1	1
676	по ней	1	1
677	сведений о	1	1
678	мог бы	2	1
679	общего характера	1	1
680	они должны	1	1
681	ею и	2	1
682	наиболее яркие	1	1
683	образом как	2	1
684	лишь о	1	1
685	что я	1	1
686	предмета к	1	1
687	которых говорилось	1	1
688	путь от	1	1
689	самого в	1	1
690	с этими	1	1
691	он служит	1	1
692	то она	1	1
693	и вдруг	1	1
694	ведь здесь	1	1
695	ли кто-нибудь	2	1
696	человека а	2	1
697	всех людей	1	1
698	исключить из	1	1
699	он сам	3	1
700	в следующих	1	1
701	какой степени	1	1
702	для достижения	1	1
703	коем случае	3	1
704	это сделать	1	1
705	нет то	1	1
706	что даже	1	1
707	в первой	2	1
708	уже по	2	1
709	в эти	1	1
710	о чем	2	1
711	все с	1	1
712	а для	1	1
713	они могут	1	1
714	только о	3	1
715	в ее	6	1
716	р м	1	1
717	свои собственные	1	1
718	тот же	6	1
719	или духа	1	1
720	не то	4	1
721	на дерево	1	1
722	в брак	2	1
723	термин который	1	1
724	богатства и	1	1
725	мы привели	1	1
726	что действия	1	1
727	не выдерживает	1	1
728	об их	1	1
729	считать не	1	1
730	может найти	1	1
731	и то	6	1
732	не зная	1	1
733	чтобы это	1	1
734	в себе	7	1
735	но на	1	1
736	что ему	1	1
737	с большим	1	1
738	ему в	3	1
739	существу и	1	1
740	содержится в	1	1
741	начала которое	1	1
742	после того	3	1
743	этой области	1	1
744	которое он	1	1
745	думает о	1	1
746	построения таким	1	1
747	во всей	1	1
748	это будет	1	1
749	указать на	1	1
750	должно быть	1	1
751	и уж	1	1
752	еще до	2	1
753	и вот	1	1
754	всматриваясь в	1	1
755	это царство	1	1
756	в его	19	1
757	разработки но	1	1
758	он как	2	1
759	всего мира	2	1
760	мы действительно	1	1
761	и цели	1	1
762	не наказывает	1	1
763	бы на	3	1
764	что вызывает	1	1
765	интересен только	1	1
766	с тех	1	1
767	с колесницы	3	1
768	две основные	1	1
769	как раз	7	1
770	такое же	1	1
771	мало того	1	1
772	не думает	1	1
773	что несмотря	1	1
774	и сама	4	1
775	и вслед	1	1
776	где он	2	1
777	в полном	1	1
778	чем перейти	1	1
779	вопрос а	1	1
780	же не	4	1
781	силу и	1	1
782	стремится к	1	1
783	таком случае	2	1
784	что все	1	1
785	в их	4	1
786	вспомнить о	1	1
787	мы находим	9	1
788	составных частей	1	1
789	вещей на	1	1
790	видит в	3	1
791	от своих	3	1
792	всеми другими	1	1
793	совершенно ясно	2	1
794	только он	1	1
795	на горе	3	1
796	работы и	1	1
797	в г	1	1
798	и притом	8	1
799	без всяких	1	1
800	о возможности	1	1
801	вообще же	1	1
802	или иной	4	1
803	от тех	1	1
804	и некоторые	1	1
805	начала в	1	1
806	и говорит	2	1
807	самые разнообразные	1	1
808	за этим	1	1
809	что под	1	1
810	это нисколько	1	1
811	и где	1	1
812	в виду	3	1
813	во внимание	1	1
814	и которая	3	1
815	но эта	2	1
816	дело в	4	1
817	и начинается	1	1
818	и отношение	1	1
819	что не	3	1
820	как его	1	1
821	всему миру	1	1
822	и другое	6	1
823	этих условиях	1	1
824	где нет	1	1
825	и хорошо	1	1
826	уже достаточно	1	1
827	точном смысле	1	1
828	в таком	4	1
829	на тот	2	1
830	на колеснице	1	1
831	или функции	1	1
832	теми или	1	1
833	нас к	1	1
834	и она	1	1
835	а здесь	1	1
836	по одному	2	1
837	есть в	6	1
838	но по	3	1
839	не есть	3	1
840	эту особенность	1	1
841	от одной	1	1
842	говорят о	1	1
843	здесь перед	6	1
844	между прочим	2	1
845	в мире	1	1
846	слова не	1	1
847	дочь в	1	1
848	он состоит	1	1
849	на одном	2	1
850	на все	1	1
851	и со	1	1
852	превратился бы	1	1
853	остановимся на	2	1
854	уже давно	2	1
855	земле и	1	1
856	со своей	1	1
857	выше мы	1	1
858	по его	2	1
859	о которых	2	1
860	больше всего	1	1
861	только и	9	1
862	нисколько не	7	1
863	бы мы	1	1
864	лишь для	1	1
865	и это	3	1
866	результате победы	1	1
867	друга что	1	1
868	не нужно	1	1
869	после всех	1	1
870	в эту	1	1
871	а он	2	1
872	время уже	2	1
873	но к	2	1
874	сих пор	3	1
875	и вообще	11	1
876	как результат	1	1
877	свое место	1	1
878	той или	5	1
879	людей в	6	1
880	имеет ничего	2	1
881	мать и	1	1
882	воды и	1	1
883	в русской	4	1
884	в каждом	2	1
885	они все	1	1
886	здесь как	5	1
887	но такой	1	1
888	того или	3	1
889	о себе	3	1
890	разница между	1	1
891	и хочет	3	1
892	самоубийством и	1	1
893	вошел в	1	1
894	что от	3	1
895	что очень	1	1
896	превращаясь в	1	1
897	бы к	1	1
898	тут и	4	1
899	таким же	1	1
900	с самого	3	1
901	возвращается к	1	1
902	по приказанию	1	1
903	в предисловии	2	1
904	действия в	1	1
905	бы только	1	1
906	само собой	3	1
907	дана в	1	1
908	которой еще	1	1
909	в темницу	1	1
910	значение но	1	1
911	нас также	1	1
912	отдельные детали	1	1
913	и ни	4	1
914	на другой	1	1
915	но всегда	2	1
916	с какой	1	1
917	только об	1	1
918	тот момент	1	1
919	но он	5	1
920	говорится и	1	1
921	нашего века	1	1
922	так что	18	1
923	и художественный	1	1
924	остается на	2	1
925	для тех	1	1
926	на другое	1	1
927	требуют от	1	1
928	все основные	1	1
929	что касается	5	1
930	его не	3	1
931	надо сказать	1	1
932	огромное количество	1	1
933	но она	1	1
934	другие материалы	1	1
935	после окончания	1	1
936	как видно	1	1
937	же герой	1	1
938	как он	2	1
939	ним как	1	1
940	оказывается что	5	1
941	почти всегда	3	1
942	включается в	1	1
943	у кого	2	1
944	является одним	1	1
945	в нашей	3	1
946	это то	1	1
947	его жизнь	1	1
948	доходит до	2	1
949	ввиду ее	1	1
950	особого внимания	1	1
951	не место	1	1
952	отличать от	1	1
953	что бы	1	1
954	или как	1	1
955	или иное	1	1
956	элементы и	1	1
957	очень важны	1	1
958	на свое	2	1
959	когда мы	1	1
960	у которого	2	1
961	меняется и	1	1
962	если только	2	1
963	на это	2	1
964	появляются в	1	1
965	отделаться от	1	1
966	море и	1	1
967	и никогда	3	1
968	или другом	1	1
969	со мной	1	1
970	друг другу	1	1
971	и каждый	2	1
972	которые в	3	1
973	говорилось выше	1	1
974	ii iii	1	1
975	отправляется на	1	1
976	и г	2	1
977	действительно не	1	1
978	говорил об	1	1
979	иначе но	1	1
980	в голову	1	1
981	в силу	6	1
982	его до	2	1
983	здесь также	1	1
984	на борьбу	1	1
985	такой же	1	1
986	сведения о	1	1
987	могут рассматриваться	1	1
988	своих детей	1	1
989	как при	1	1
990	по законам	1	1
991	из этого	6	1
992	при изучении	1	1
993	в создании	1	1
994	очень редко	1	1
995	в области	3	1
996	его к	2	1
997	тех или	2	1
998	все более	1	1
999	хотя он	1	1
1000	самыми разнообразными	1	1
1001	является ли	1	1
1002	ли в	2	1
1003	что мотив	1	1
1004	надо было	1	1
1005	ведь и	1	1
1006	в него	1	1
1007	имели не	1	1
1008	с ее	1	1
1009	всех этих	3	1
1010	случае это	1	1
1011	с религией	1	1
1012	он был	5	1
1013	нет не	1	1
1014	из этой	1	1
1015	и совершенно	2	1
1016	дает ему	2	1
1017	в который	2	1
1018	и наконец	4	1
1019	вплоть до	2	1
1020	а н	3	1
1021	слушателя и	1	1
1022	нужно однако	1	1
1023	другой более	1	1
