N	2gram	Tiupa_Teor	Morfolog
379	хранится в	1	1
380	или а	1	1
381	тем как	1	1
382	не требует	1	1
383	в другой	1	1
384	привести к	1	1
385	те же	1	1
386	одно из	1	1
387	не столько	7	1
388	и делает	1	1
389	первых же	1	1
390	как такой	2	1
391	за это	1	1
392	для данного	1	1
393	со всеми	1	1
394	в них	2	1
395	как было	1	1
396	чтобы в	1	1
397	если не	1	1
398	стоит в	1	1
399	этой точки	2	1
400	по пути	4	1
401	чувства и	1	1
402	мы понимаем	1	1
403	на свой	1	1
404	до этого	1	1
405	от одного	1	1
406	однако что	1	1
407	существу является	1	1
408	ситуация не	1	1
409	из нее	1	1
410	в особый	1	1
411	мысль о	1	1
412	одновременно с	1	1
413	описание ведется	1	1
414	него но	1	1
415	обращается к	2	1
416	именно в	3	1
417	ведет к	2	1
418	и действительно	1	1
419	действительная жизнь	1	1
420	принадлежат к	1	1
421	к типам	1	1
422	том или	1	1
423	отношения к	4	1
424	литературных жанров	2	1
425	по собственному	1	1
426	необходимо для	1	1
427	с ними	2	1
428	таких ситуаций	1	1
429	а именно	3	1
430	в своей	8	1
431	одновременно и	1	1
432	достижения в	1	1
433	никем не	2	1
434	это бывает	1	1
435	всякая фраза	1	1
436	они ни	1	1
437	всех подобных	2	1
438	бы не	1	1
439	в коем	2	1
440	является продолжением	1	1
441	о котором	1	1
442	характерна для	1	1
443	в это	1	1
444	в следующей	2	1
445	всей своей	2	1
446	которая не	1	1
447	свою собственную	1	1
448	нет в	1	1
449	не такое	1	1
450	все они	1	1
451	если с	1	1
452	как один	1	1
453	тем в	2	1
454	еще и	2	1
455	совершенно не	1	1
456	он же	1	1
457	собственно говоря	2	1
458	в котором	1	1
459	в последней	2	1
460	по тем	1	1
461	совершенно особое	1	1
462	случаи когда	1	1
463	она могла	1	1
464	в свою	4	1
465	имеет в	2	1
466	лежат в	1	1
467	не должно	1	1
468	но во	2	1
469	е о	2	1
470	в отдельности	1	1
471	героем и	1	1
472	момент для	1	1
473	во многих	1	1
474	а после	1	1
475	оно является	1	1
476	а через	1	1
477	всегда так	1	1
478	точно и	1	1
479	с помощью	1	1
480	между двумя	3	1
481	для меня	2	1
482	не носит	1	1
483	значение для	1	1
484	только на	2	1
485	вступает в	2	1
486	втором случае	1	1
487	нос в	1	1
488	е годы	1	1
489	на основании	1	1
490	говорит что	2	1
491	на примере	1	1
492	а при	1	1
493	образом что	1	1
494	как персонаж	1	1
495	не будет	3	1
496	ни были	1	1
497	и до	1	1
498	другому что	1	1
499	и те	1	1
500	не вполне	2	1
501	это необходимо	1	1
502	же время	8	1
503	при анализе	1	1
504	о законе	2	1
505	свою очередь	3	1
506	ними и	2	1
507	не представляет	1	1
508	перед ним	2	1
509	же самое	1	1
510	это разделение	1	1
511	и а	4	1
512	известной степени	3	1
513	из наиболее	1	1
514	одно и	2	1
515	от героя	1	1
516	он в	1	1
517	отношение к	7	1
518	не как	1	1
519	ее не	1	1
520	она может	1	1
521	мог бы	3	1
522	сын и	1	1
523	русском языке	1	1
524	игру в	1	1
525	в текстах	4	1
526	с этими	1	1
527	только во	1	1
528	окна и	1	1
529	то она	1	1
530	то во	1	1
531	все виды	1	1
532	до известной	2	1
533	непосредственно к	1	1
534	также является	1	1
535	в следующих	1	1
536	в противном	2	1
537	коем случае	2	1
538	что даже	1	1
539	в первой	6	1
540	уже по	1	1
541	о чем	3	1
542	все с	1	1
543	а для	2	1
544	лишь один	2	1
545	они могут	1	1
546	только о	2	1
547	в ее	6	1
548	и становится	1	1
549	действия или	1	1
550	характерно что	1	1
551	тот же	1	1
552	может как	1	1
553	непосредственно с	1	1
554	обычно это	1	1
555	как к	5	1
556	и такой	1	1
557	и то	3	1
558	в себе	14	1
559	лес но	1	1
560	но на	2	1
561	собой и	1	1
562	свое душевное	1	1
563	героев в	1	1
564	после того	1	1
565	но прежде	1	1
566	во всей	3	1
567	должно быть	1	1
568	время и	1	1
569	других для	1	1
570	и вот	3	1
571	в состоянии	1	1
572	в его	12	1
573	материала и	1	1
574	соединению с	1	1
575	ее можно	1	1
576	как раз	3	1
577	в формах	2	1
578	такое же	1	1
579	что несмотря	1	1
580	и сама	1	1
581	и одна	1	1
582	случаях может	1	1
583	мы легко	2	1
584	на которой	1	1
585	что каждый	2	1
586	включения в	1	1
587	вытекающее из	1	1
588	иными словами	1	1
589	стремится к	1	1
590	таком случае	2	1
591	что все	1	1
592	в их	4	1
593	от своих	1	1
594	в рамках	13	1
595	ко второму	1	1
596	и притом	3	1
597	как ни	1	1
598	или иной	7	1
599	и некоторые	2	1
600	не форма	2	1
601	самые разнообразные	1	1
602	и где	1	1
603	в виду	5	1
604	этим и	1	1
605	но эта	1	1
606	дело в	2	1
607	которое в	1	1
608	что не	1	1
609	этой моделью	1	1
610	о жизни	2	1
611	в таком	3	1
612	встречается лишь	1	1
613	бы быть	1	1
614	между ними	6	1
615	быть или	1	1
616	можно предположить	1	1
617	есть в	3	1
618	но по	1	1
619	не есть	1	1
620	от одной	1	1
621	говорят о	1	1
622	между прочим	1	1
623	в мире	26	1
624	слова не	2	1
625	определяет его	1	1
626	так в	4	1
627	противном случае	2	1
628	в ряду	1	1
629	он состоит	1	1
630	и со	1	1
631	остановимся на	1	1
632	со своей	4	1
633	может рассматриваться	1	1
634	по его	1	1
635	служит для	1	1
636	только и	2	1
637	лишь для	1	1
638	куда же	1	1
639	точек зрения	1	1
640	и это	2	1
641	и развития	1	1
642	пришлось бы	1	1
643	свое место	1	1
644	той или	3	1
645	людей в	1	1
646	этих двух	2	1
647	существа так	1	1
648	в русской	6	1
649	в каждом	1	1
650	читателя в	4	1
651	здесь как	1	1
652	того или	6	1
653	о себе	2	1
654	может иметь	1	1
655	вошел в	1	1
656	разграничены по	1	1
657	более чем	1	1
658	как таковыми	1	1
659	субъективно оно	1	1
660	что от	1	1
661	л из	1	1
662	следит за	1	1
663	таким же	1	1
664	могут служить	2	1
665	отличие от	7	1
666	данный момент	2	1
667	и описаны	1	1
668	имен и	1	1
669	одну из	2	1
670	но всегда	1	1
671	но он	4	1
672	говорится и	1	1
673	иногда впрочем	1	1
674	отношение между	1	1
675	так что	1	1
676	не более	1	1
677	форма может	1	1
678	является его	1	1
679	это по	1	1
680	кажется что	1	1
681	одним словом	1	1
682	что касается	1	1
683	но она	2	1
684	встречаться в	1	1
685	как видно	1	1
686	не дает	1	1
687	иметь в	1	1
688	является одним	1	1
689	как явление	1	1
690	а этот	1	1
691	они хотят	2	1
692	однако если	3	1
693	или иное	1	1
694	чем является	1	1
695	в самостоятельный	1	1
696	на свое	1	1
697	когда мы	1	1
698	на это	1	1
699	в тексте	19	1
700	могут изучаться	1	1
701	качестве его	1	1
702	это правило	1	1
703	в систему	1	1
704	со мной	1	1
705	друг другу	1	1
706	которые в	1	1
707	говорилось выше	1	1
708	это делает	2	1
709	этом и	1	1
710	материала в	2	1
711	узнает в	1	1
712	он показывает	1	1
713	теми же	1	1
714	в силу	4	1
715	здесь также	1	1
716	является непосредственным	1	1
717	из этого	1	1
718	в области	7	1
719	тех или	3	1
720	с первых	1	1
721	если на	1	1
722	персонажи могут	1	1
723	может и	2	1
724	в него	1	1
725	природой и	1	1
726	одна ночь	1	1
727	его можно	1	1
728	с ее	4	1
729	случае это	2	1
730	и объект	1	1
731	нет не	1	1
732	дело обстоит	1	1
733	и совершенно	1	1
734	дает ему	1	1
735	или точнее	1	1
736	текста на	1	1
737	их отношении	1	1
738	о и	2	1
739	есть не	1	1
740	а сама	1	1
741	в е	1	1
742	может или	1	1
743	тысяча и	1	1
