N	2gram	Propp_Isto	DiskursI
129	одна из	4	6
130	никогда не	25	6
131	то в	1	6
132	в ее	2	6
133	в конечном	2	6
134	можно признать	1	6
135	не знает	7	6
136	во всех	3	6
137	стадиально более	1	6
138	однако в	2	6
139	в особенности	3	6
140	в сущности	2	6
141	и то	3	6
142	и одновременно	1	6
143	что он	32	6
144	в которых	2	6
145	в истории	2	6
146	что же	4	6
147	здесь не	5	6
148	дело в	3	6
149	в эпоху	2	6
150	времени и	1	6
151	в одной	3	6
152	тому как	3	6
153	и может	1	6
154	одного из	1	6
155	в той	1	5
156	можно говорить	2	5
157	исходя из	1	5
158	строго говоря	1	5
159	общения с	1	5
160	в виду	2	5
161	мысль о	2	5
162	в другом	6	5
163	не всегда	9	5
164	но они	6	5
165	говорить о	1	5
166	не обязательно	1	5
167	значительной степени	1	5
168	не вполне	3	5
169	в прошлом	2	5
170	к ним	4	5
171	сказать что	7	5
172	к себе	2	5
173	несмотря на	1	5
174	как раз	2	5
175	так сказать	3	5
176	же касается	1	5
177	в сторону	1	5
178	на этом	3	5
179	с ее	2	5
180	тем что	7	5
181	один из	10	5
182	представляют собой	9	5
183	подобно тому	3	5
184	себе не	2	5
185	оно не	1	5
186	претендует на	1	5
187	в значительной	1	5
188	известной степени	1	5
189	при котором	1	5
190	ничего не	6	5
191	того что	6	5
192	того как	6	5
193	о нем	5	5
194	здесь в	4	5
195	в ней	10	5
196	и состоит	1	5
197	мира и	1	5
198	в их	6	5
199	и потому	3	5
200	из этих	2	5
201	но она	2	5
202	стороны и	1	5
203	же самое	3	5
204	как будто	7	5
205	и к	1	4
206	говорит о	2	4
207	в году	1	4
208	в результате	2	4
209	по мере	4	4
210	в первом	1	4
211	или на	7	4
212	см в	1	4
213	в жизни	2	4
214	его на	1	4
215	во всяком	1	4
216	восходит к	6	4
217	только на	2	4
218	а сам	3	4
219	точка зрения	2	4
220	что они	13	4
221	указать на	1	4
222	тем не	7	4
223	к жизни	2	4
224	связи с	10	4
225	будто бы	4	4
226	одним из	2	4
227	что не	2	4
228	я не	5	4
229	не есть	2	4
230	одном из	1	4
231	по себе	4	4
232	в исторической	7	4
233	и это	2	4
234	в наше	1	4
235	и тем	2	4
236	как это	6	4
237	должны быть	4	4
238	хотя в	3	4
239	силу своей	1	4
240	и есть	5	4
241	или иного	1	4
242	жизни а	1	4
243	с ним	3	4
244	не могут	3	4
245	особого рода	1	4
246	не более	2	4
247	с ней	2	4
248	можно назвать	3	4
249	традиции в	1	4
250	подобного рода	2	4
251	на примере	1	4
252	в данной	2	4
253	и во	1	4
254	до конца	1	4
255	до известной	1	4
256	у них	2	4
257	не знают	5	4
258	этом случае	3	4
259	зависит от	3	4
260	мы имеем	25	4
261	и др	11	4
262	или в	6	4
263	с той	2	4
264	в какой	4	4
265	далеко еще	1	4
266	однако это	3	4
267	по своему	1	4
268	но уже	3	4
269	на его	2	4
270	а на	1	4
271	того или	1	4
272	может иметь	2	4
273	в полной	1	4
274	одну из	1	4
275	а по	3	4
276	и прежде	1	4
277	является в	1	3
278	говоря уже	1	3
279	рассказ о	1	3
280	которая в	1	3
281	дело с	2	3
282	к числу	1	3
283	характер и	1	3
284	более или	5	3
285	в мифе	3	3
286	но все	9	3
287	к другим	1	3
288	там же	3	3
289	их в	7	3
290	в одно	1	3
291	на первый	2	3
292	первый взгляд	2	3
293	с этим	5	3
294	в действительности	2	3
295	вопрос о	8	3
296	входит в	1	3
297	означает не	1	3
298	имеем дело	1	3
299	момент в	1	3
300	тут же	2	3
301	о ней	1	3
302	и он	4	3
303	в жертву	2	3
304	вплоть до	2	3
305	к которому	5	3
306	и притом	1	3
307	или не	1	3
308	в которой	2	3
309	к чему	4	3
310	из важнейших	1	3
311	на себя	2	3
312	в области	2	3
313	между собой	4	3
314	здесь как	1	3
315	но как	2	3
316	выступает в	1	3
317	и что	14	3
318	в тех	4	3
319	в форме	3	3
320	не просто	5	3
321	но так	3	3
322	то ни	2	3
323	в иных	1	3
324	было бы	11	3
325	его как	2	3
326	о его	1	3
327	и от	2	3
328	ней в	1	3
329	бы быть	4	3
330	героический эпос	1	3
331	и по	4	3
332	еще одно	1	3
333	из возможных	1	3
334	они и	1	3
335	них в	1	3
336	живет в	3	3
337	должна быть	5	3
338	с миром	1	3
339	содержит в	1	3
340	оказывается в	1	3
341	отношения к	2	3
342	вместе с	13	3
343	и герой	3	3
344	перед лицом	1	3
345	да и	3	3
346	о котором	1	3
347	всей своей	1	3
348	но оно	4	3
349	это и	1	3
350	и более	3	3
351	позднее в	3	3
352	это понятие	1	3
353	но здесь	1	3
354	на том	1	3
355	на основании	1	3
356	заметить что	2	3
357	в сказке	63	3
358	тем же	1	3
359	как мы	3	3
360	их с	1	3
361	может оказаться	3	3
362	к миру	1	3
363	ему в	3	3
364	они не	8	3
365	уже в	2	3
366	мы не	12	3
367	еще и	2	3
368	и генезис	1	3
369	при встрече	1	3
370	сказки о	1	3
371	в формах	1	3
372	в полном	1	3
373	однако не	2	3
374	что ни	1	3
375	этого рода	1	3
376	виду что	1	3
377	не подлежит	1	3
378	все эти	6	3
379	или даже	3	3
380	ли не	1	3
381	об этом	11	3
382	или менее	5	3
383	не говоря	1	3
384	как показывает	1	3
385	том случае	1	3
386	он говорит	1	3
387	и сказка	1	3
388	она не	6	3
389	хотя бы	5	3
390	дело не	8	3
391	когда он	9	3
392	в начале	3	3
393	при всем	1	3
394	в большинстве	4	3
395	имеет свою	2	3
396	герой не	1	3
397	рассматривать как	2	3
398	к ней	3	3
399	указывает на	2	3
400	слова в	2	3
401	уже о	1	3
402	для этого	3	3
403	и наконец	5	3
404	что на	1	3
405	котором он	1	3
406	на большую	1	2
407	во всем	3	2
408	мы можем	7	2
409	для всех	2	2
410	в настоящем	1	2
411	всего человека	1	2
412	или по	1	2
413	именно о	1	2
414	еще более	1	2
415	о них	1	2
416	в некоторых	4	2
417	те же	1	2
418	нас в	2	2
419	требует от	1	2
420	в сказках	7	2
421	переходит к	1	2
422	мыслится как	1	2
423	следует понимать	1	2
424	быть признана	1	2
425	и с	5	2
426	жизнь в	1	2
427	уходят в	1	2
428	происходит не	2	2
429	за ним	1	2
430	и требует	1	2
431	представление о	3	2
432	только через	3	2
433	приходит в	1	2
434	собой не	1	2
435	большей или	2	2
436	тем или	1	2
437	речь идет	1	2
438	различные формы	2	2
439	так например	7	2
440	к художественной	1	2
441	не могли	1	2
442	представления о	8	2
443	в лесу	21	2
444	для того	1	2
445	которых не	1	2
446	к которой	2	2
447	уже как	1	2
448	самого начала	4	2
449	точке зрения	1	2
450	в чистом	2	2
451	указания на	1	2
452	исторические корни	2	2
453	я с	1	2
454	тех случаях	1	2
455	том чтобы	2	2
456	в нашем	1	2
457	на него	7	2
458	под названием	1	2
459	который в	2	2
460	он сам	1	2
461	у этих	1	2
462	едва ли	2	2
463	не то	4	2
464	к нему	3	2
465	или иным	1	2
466	всего в	2	2
467	бы то	2	2
468	не происходит	1	2
469	собой и	1	2
470	к их	1	2
471	мышления и	1	2
472	должно быть	2	2
473	время в	2	2
474	ни было	2	2
475	не соответствует	3	2
476	с другими	2	2
477	не обладает	3	2
478	природу и	1	2
479	как можно	2	2
480	у него	5	2
481	что она	10	2
482	как его	1	2
483	из уст	1	2
484	о смерти	7	2
485	сказки или	1	2
486	же как	7	2
487	большинстве случаев	4	2
488	герой в	2	2
489	во главе	1	2
490	должно было	4	2
491	и смертью	1	2
492	иногда не	4	2
493	а только	3	2
494	это тоже	6	2
495	что как	1	2
496	кто из	1	2
497	а потом	4	2
498	остается в	1	2
499	появляется в	1	2
500	не одного	2	2
501	сюжета и	1	2
502	волшебной сказке	1	2
503	неотделим от	1	2
504	иметь в	2	2
505	также не	2	2
506	в современной	3	2
507	в историческом	1	2
508	могла бы	3	2
509	или меньшей	2	2
510	восходят к	6	2
511	только с	4	2
512	бы его	2	2
513	строится на	1	2
514	ответственность за	1	2
515	они были	1	2
516	а как	2	2
517	она оказывается	1	2
518	царь в	1	2
519	в него	2	2
520	себе как	1	2
521	до его	1	2
522	мы видели	4	2
523	вопросом о	2	2
524	она сама	1	2
525	утверждать что	3	2
526	как с	1	2
527	в основном	4	2
528	в языке	1	2
529	его с	1	2
530	или сказки	1	2
531	и должно	3	2
532	хотят и	1	2
533	чтобы стать	1	2
534	из которых	3	2
535	поэтому в	2	2
536	с природой	2	2
537	в отношении	1	2
538	до современности	1	2
539	и вполне	2	2
540	о природе	1	2
541	сами по	1	2
542	если бы	8	2
543	самом деле	2	2
544	также может	1	2
545	ни одно	1	2
546	о своей	1	2
547	к сыну	1	2
548	не делает	2	2
549	и они	5	2
550	же остается	1	2
551	от его	2	2
552	себя и	2	2
553	говорили о	1	2
554	в любой	1	2
555	которых можно	1	2
556	сказки и	6	2
557	тех же	1	2
558	не имеют	1	2
559	в круг	2	2
560	в роли	1	2
561	стадии развития	1	2
562	на основе	6	2
563	можно усмотреть	2	2
564	каждый в	1	2
565	и сказкой	3	2
566	и вся	1	2
567	совпадают с	1	2
568	вступает в	2	2
569	и ему	1	2
570	вслед за	7	2
571	целый ряд	1	2
572	каждый из	1	2
573	было и	1	2
574	подошел к	1	2
575	неотделима от	1	2
576	событий в	1	2
577	со своими	1	2
578	по ходу	2	2
579	не знаем	3	2
580	всякий раз	2	2
581	на этот	2	2
582	легко может	2	2
583	этого слова	1	2
584	сближение но	1	2
585	в и	1	2
586	друг друга	2	2
587	в самой	1	2
588	только о	2	2
589	одних и	1	2
590	ответ на	3	2
591	но на	1	2
592	это делает	2	2
593	на дорогу	1	2
594	может не	1	2
595	ни с	1	2
596	свидетельствует о	1	2
597	все это	6	2
598	он как	1	2
599	более поздней	1	2
600	ее в	7	2
601	же не	3	2
602	чем он	1	2
603	это всегда	1	2
604	отказаться от	2	2
605	просто как	2	2
606	наших дней	2	2
607	то к	1	2
608	как таковая	2	2
609	за этим	1	2
610	это еще	1	2
611	по существу	7	2
612	понимать как	1	2
613	случаях когда	1	2
614	лежит на	1	2
615	является не	2	2
616	так в	7	2
617	перед собой	1	2
618	к концу	1	2
619	к своему	3	2
620	со своей	1	2
621	по его	3	2
622	это было	2	2
623	они лишь	1	2
624	путь к	2	2
625	говорит об	1	2
626	вовсе не	3	2
627	связаны с	1	2
628	быть вполне	1	2
629	ему не	1	2
630	с самого	4	2
631	ей в	2	2
632	же к	1	2
633	его не	3	2
634	ни один	8	2
635	здесь можно	5	2
636	не по	2	2
637	обстоит дело	4	2
638	мы должны	17	2
639	быть и	1	2
640	в античности	3	2
641	и их	4	2
642	отказ от	2	2
643	только то	1	2
644	чтобы не	3	2
645	всей его	1	2
646	не событиям	1	2
647	как их	1	2
648	в книге	4	2
649	и вне	1	2
650	такой же	2	2
651	на то	6	2
652	право на	5	2
653	и только	4	2
654	человек не	1	2
655	к работе	1	2
656	как весьма	1	2
657	уже было	1	2
658	это отнюдь	1	2
659	есть не	2	2
660	жизнью и	1	2
661	можно указать	2	2
662	героя но	1	2
663	с которыми	1	1
664	мы обратимся	2	1
665	и другие	7	1
666	он вдруг	1	1
667	этом очень	1	1
668	перешел и	2	1
669	к сожалению	3	1
670	было ему	2	1
671	или царь	1	1
672	что если	2	1
673	на весьма	1	1
674	разные формы	1	1
675	здесь же	2	1
676	же и	3	1
677	когда она	3	1
678	с героем	2	1
679	а сказка	1	1
680	сказки где	1	1
681	позднего происхождения	2	1
682	друга на	1	1
683	к этой	5	1
684	оно стоит	1	1
685	сказке но	3	1
686	случае мы	1	1
687	тому что	1	1
688	людей но	1	1
689	даже в	5	1
690	его за	1	1
691	с указания	1	1
692	он предлагает	1	1
693	в разных	2	1
694	тем как	1	1
695	и был	1	1
696	кроме того	3	1
697	в большей	1	1
698	и мифа	1	1
699	литературу но	1	1
700	как говорит	1	1
701	или иному	1	1
702	представлений о	4	1
703	социальной жизни	4	1
704	или он	4	1
705	его от	1	1
706	этом направлении	1	1
707	xii с	1	1
708	к рассмотрению	2	1
709	как она	3	1
710	стоит в	3	1
711	вводится в	1	1
712	в художественную	1	1
713	он имеет	2	1
714	здесь носит	1	1
715	на которых	1	1
716	или был	1	1
717	мы живем	1	1
718	на мир	1	1
719	не выходя	1	1
720	равно как	1	1
721	явления по	1	1
722	зато в	1	1
723	а иногда	2	1
724	на земле	1	1
725	и должен	3	1
726	с тем	13	1
727	стороны в	1	1
728	целое и	2	1
729	в детских	1	1
730	а именно	5	1
731	герой по	1	1
732	прошлого в	1	1
733	народа в	2	1
734	как процесс	2	1
735	у наиболее	1	1
736	при таком	2	1
737	в природе	1	1
738	правило в	2	1
739	пролить свет	1	1
740	один на	1	1
741	историческая роль	1	1
742	ранних стадиях	2	1
743	до самых	1	1
744	есть то	1	1
745	нечто другое	1	1
746	целым рядом	1	1
747	в это	2	1
748	когда отец	1	1
749	при помощи	2	1
750	их нельзя	2	1
751	я буду	4	1
752	не удается	1	1
753	представляла собой	1	1
754	других исследователей	1	1
755	действительности в	1	1
756	той последовательности	1	1
757	непосредственно от	1	1
758	в такой	2	1
759	при наличии	1	1
760	где этот	1	1
761	не существует	2	1
762	может так	1	1
763	а порой	1	1
764	она же	1	1
765	видно что	9	1
766	здесь возможны	1	1
767	то это	9	1
768	следовало бы	3	1
769	к мифу	2	1
770	которой он	1	1
771	от целого	1	1
772	раз и	3	1
773	человека не	1	1
774	впоследствии становится	1	1
775	одно целое	1	1
776	он был	3	1
777	принесения в	1	1
778	ухода в	1	1
779	имеет в	1	1
780	по возможности	1	1
781	но даже	1	1
782	их исторической	1	1
783	от обряда	1	1
784	уже у	2	1
785	в каких	3	1
786	в действие	1	1
787	в этот	1	1
788	этот текст	1	1
789	этой связи	1	1
790	должна была	1	1
791	в изучении	1	1
792	пока они	1	1
793	и стали	3	1
794	быть названо	1	1
795	на пути	2	1
796	приходит к	2	1
797	в сказаниях	1	1
798	трагедии софокла	1	1
799	превращается в	4	1
800	для своей	1	1
801	дошли до	1	1
802	его по	2	1
803	не что	3	1
804	так же	18	1
805	здесь имеет	2	1
806	отметить что	1	1
807	где и	1	1
808	природы но	1	1
809	за тридевять	2	1
810	отношении сказки	1	1
811	в глаза	2	1
812	всего что	1	1
813	смерти а	1	1
814	пути от	2	1
815	друг на	1	1
816	настолько что	1	1
817	некоторое время	3	1
818	книги из	1	1
819	именно такого	1	1
820	сопоставить с	1	1
821	и еще	1	1
822	этим создается	1	1
823	как некую	1	1
824	область смерти	4	1
825	если это	3	1
826	ней и	2	1
827	здесь пока	1	1
828	сын и	2	1
829	наряду с	6	1
830	ключ к	5	1
831	в мировом	1	1
832	на второй	1	1
833	именно так	2	1
834	следующим образом	1	1
835	такая же	1	1
836	которая пока	1	1
837	находится в	6	1
838	и недостаточно	1	1
839	а со	1	1
840	вводят в	1	1
841	связи в	1	1
842	в противном	1	1
843	от себя	1	1
844	на котором	5	1
845	героя то	1	1
846	или нет	1	1
847	к этим	1	1
848	уже по	1	1
849	в системе	2	1
850	превратился в	1	1
851	свидетельствует об	1	1
852	этом же	1	1
853	чем это	5	1
854	то о	1	1
855	случае когда	1	1
856	своего труда	1	1
857	это своего	1	1
858	на них	2	1
859	говорит как	1	1
860	другого это	1	1
861	их мысли	1	1
862	только не	1	1
863	из вас	1	1
864	не зная	1	1
865	засыпает а	1	1
866	своей дочери	2	1
867	манифестируется в	4	1
868	и мы	2	1
869	нами не	1	1
870	то оно	1	1
871	она и	2	1
872	что иное	3	1
873	после того	2	1
874	рода сказаний	1	1
875	но из	1	1
876	вообще а	1	1
877	даже к	1	1
878	магическое слово	1	1
879	в явлениях	1	1
880	он к	1	1
881	но еще	1	1
882	иных случаях	1	1
883	в состоянии	2	1
884	именно из	1	1
885	его себе	1	1
886	в совершенно	2	1
887	тогда и	3	1
888	миф в	1	1
889	важный вопрос	1	1
890	могло бы	1	1
891	подчеркнуть что	2	1
892	не хочет	1	1
893	два значения	1	1
894	которого он	1	1
895	согласно которой	1	1
896	позднее явление	2	1
897	так по	1	1
898	они в	1	1
899	природе не	1	1
900	и будет	1	1
901	xix века	2	1
902	жизни она	1	1
903	самых общих	1	1
904	на стадии	2	1
905	они будут	1	1
906	есть с	1	1
907	и один	1	1
908	там и	3	1
909	делает это	1	1
910	можно рассматривать	1	1
911	лежит в	2	1
912	истории этого	1	1
913	входят в	1	1
914	чем в	2	1
915	является и	1	1
916	именно здесь	1	1
917	в изложении	2	1
918	преимущественно на	1	1
919	мира или	1	1
920	быть только	1	1
921	здесь обычно	1	1
922	но автор	1	1
923	назвали бы	1	1
924	развития как	2	1
925	пример из	1	1
926	в конце	1	1
927	в таком	1	1
928	и во-вторых	1	1
929	мере того	4	1
930	не остается	1	1
931	оно в	2	1
932	свои специфические	1	1
933	которые еще	1	1
934	в связи	7	1
935	между ними	2	1
936	встречается в	3	1
937	и именно	2	1
938	себя как	1	1
939	существом которое	1	1
940	родного дома	1	1
941	на который	1	1
942	сказки уже	1	1
943	от этого	2	1
944	данного типа	1	1
945	уже давно	1	1
946	в двух	1	1
947	и следовательно	1	1
948	по необходимости	1	1
949	воздействия на	1	1
950	и ситуации	1	1
951	в новый	1	1
952	царских детях	2	1
953	достаточно чтобы	1	1
954	в других	3	1
955	сих пор	12	1
956	человека а	1	1
957	отметим что	2	1
958	встрече с	1	1
959	а для	2	1
960	бы в	2	1
961	же слов	1	1
962	природы все	1	1
963	двух миров	1	1
964	что хотя	1	1
965	всех видов	1	1
966	проявляет себя	1	1
967	должен был	6	1
968	именно как	1	1
969	я его	2	1
970	что такое	3	1
971	же здесь	2	1
972	возникает из	2	1
973	более позднем	1	1
974	не означает	2	1
975	играет роль	1	1
976	за этими	1	1
977	сказки не	4	1
978	очень часто	7	1
979	не дает	2	1
980	в работе	3	1
981	рассмотрены вместе	1	1
982	сказки с	6	1
983	под ней	1	1
984	тексты которые	1	1
985	прошлого и	2	1
986	или же	1	1
987	всякое явление	1	1
988	акта рассказывания	1	1
989	отца или	1	1
990	эту связь	3	1
991	он стал	2	1
992	не мог	4	1
993	не будет	1	1
994	все с	1	1
995	на фольклор	1	1
996	но об	1	1
997	даже не	2	1
998	этом смысле	1	1
999	проникнуть в	3	1
1000	должны были	9	1
1001	или иное	1	1
1002	мы еще	4	1
1003	эмпиризма и	1	1
1004	когда мы	4	1
1005	он еще	1	1
1006	встать на	1	1
1007	и несколько	1	1
1008	не само	1	1
1009	здесь совершенно	1	1
1010	все дело	1	1
1011	и далеко	1	1
1012	природы и	1	1
1013	и орест	1	1
1014	не живет	1	1
1015	он вот	1	1
1016	как миф	1	1
1017	но есть	3	1
1018	не входят	1	1
1019	это приводит	2	1
1020	их к	1	1
1021	связь по	1	1
1022	приводят к	1	1
1023	более позднее	1	1
1024	даже если	1	1
1025	и мотивы	1	1
1026	так что	9	1
1027	в некотором	2	1
1028	образом в	2	1
1029	несомненно имеет	1	1
1030	герою не	1	1
1031	она носила	1	1
1032	до наших	2	1
1033	из этого	3	1
1034	к человеку	1	1
1035	которые были	1	1
1036	оно может	2	1
1037	вытекающим из	1	1
1038	там где	5	1
1039	три разные	1	1
1040	также имеются	1	1
1041	особое внимание	2	1
1042	чрезвычайно сложный	1	1
1043	функций но	1	1
1044	вводит в	2	1
1045	что сказка	10	1
1046	во время	5	1
1047	приобщается к	1	1
1048	этом не	1	1
1049	меньшей степени	1	1
1050	означает что	4	1
1051	встречается и	1	1
1052	здесь часто	1	1
1053	определен и	1	1
1054	к результату	1	1
1055	сказка как	5	1
1056	где мы	1	1
1057	на эту	3	1
1058	пришел к	1	1
1059	можно только	1	1
1060	почему он	1	1
1061	были бы	2	1
1062	от нее	1	1
1063	связи и	3	1
1064	образом и	1	1
1065	однако с	1	1
1066	до сих	11	1
1067	но после	1	1
1068	явно не	1	1
1069	его нет	1	1
1070	и здесь	15	1
1071	исторических явлений	1	1
1072	а своего	1	1
1073	работа представляет	1	1
1074	собой некоторую	1	1
1075	для каждой	1	1
1076	мы назвали	1	1
1077	к подобным	1	1
1078	и сейчас	1	1
1079	почти не	4	1
1080	представлял собой	1	1
1081	превратились в	1	1
1082	ним и	1	1
1083	оно было	1	1
1084	сказки в	3	1
1085	и дает	2	1
1086	пребывает в	1	1
1087	что это	12	1
1088	вот как	2	1
1089	с некоторым	1	1
1090	сюжетов в	2	1
1091	никак не	1	1
1092	сам по	1	1
1093	переходит от	1	1
1094	не исчерпывается	1	1
1095	о которой	1	1
1096	в область	4	1
1097	мы в	4	1
1098	нашем языке	1	1
1099	будет сказано	2	1
1100	по двум	1	1
1101	здесь герой	2	1
1102	для них	1	1
1103	в единый	1	1
1104	где как	1	1
1105	первых же	1	1
1106	связывается с	1	1
1107	этот термин	1	1
1108	дай мне	1	1
1109	можно было	8	1
1110	в более	2	1
1111	как о	2	1
1112	один человек	1	1
1113	отсылает к	1	1
1114	этих текстов	1	1
1115	и приобретает	1	1
1116	от их	1	1
1117	появляются в	1	1
1118	так или	1	1
1119	начинается с	3	1
1120	с ними	2	1
1121	которое как	1	1
1122	особый интерес	1	1
1123	что у	3	1
1124	в особый	1	1
1125	с целью	2	1
1126	в саду	1	1
1127	тоже не	2	1
1128	этот тип	1	1
1129	же о	1	1
1130	то время	3	1
1131	это время	3	1
1132	на наш	1	1
1133	мыслятся как	1	1
1134	с целым	1	1
1135	вышла из	1	1
1136	для подтверждения	1	1
1137	сказать все	1	1
1138	и так	3	1
1139	этим в	2	1
1140	никто не	3	1
1141	дело идет	1	1
1142	он ее	1	1
1143	бы не	1	1
1144	стоят на	1	1
1145	в компетенцию	1	1
1146	том как	3	1
1147	представляли собой	1	1
1148	является вопрос	1	1
1149	зависимости от	3	1
1150	друг от	1	1
1151	в каком	2	1
1152	на своем	2	1
1153	отрывок из	1	1
1154	не трудно	1	1
1155	жена и	1	1
1156	к какой	1	1
1157	который и	1	1
1158	против их	1	1
1159	нет ничего	2	1
1160	но их	2	1
1161	в небо	1	1
1162	его и	6	1
1163	и мне	1	1
1164	не учитывать	1	1
1165	где нет	2	1
1166	все три	1	1
1167	от сказки	1	1
1168	совершенно иной	1	1
1169	но тоже	1	1
1170	это явление	4	1
1171	или нескольких	1	1
1172	то и	2	1
1173	и между	3	1
1174	действительности это	4	1
1175	не играет	1	1
1176	связана с	7	1
1177	того чтобы	3	1
1178	и если	4	1
1179	на друга	1	1
1180	лежат в	1	1
1181	по сравнению	1	1
1182	это только	1	1
1183	в отдельности	1	1
1184	немедленно после	1	1
1185	этом пути	1	1
1186	вступление в	2	1
1187	из его	1	1
1188	есть оно	1	1
1189	в середине	3	1
1190	между ним	1	1
1191	от эпической	1	1
1192	героя а	1	1
1193	очень близка	1	1
1194	с большей	1	1
1195	или иных	1	1
1196	этого как	1	1
1197	в мир	2	1
1198	тому или	1	1
1199	только тем	1	1
1200	друга и	1	1
1201	еще один	3	1
1202	и наоборот	1	1
1203	действия и	3	1
1204	жизни что	1	1
1205	вывод и	1	1
1206	им в	1	1
1207	нас же	2	1
1208	мне не	2	1
1209	на более	6	1
1210	может ли	1	1
1211	что здесь	9	1
1212	он в	5	1
1213	имеют не	1	1
1214	сказках но	1	1
1215	выше уже	1	1
1216	мог бы	3	1
1217	сказка не	5	1
1218	что подобно	1	1
1219	из первых	1	1
1220	в образе	3	1
1221	до трех	1	1
1222	только при	1	1
1223	характера и	1	1
1224	мысли не	1	1
1225	сказкой и	6	1
1226	каждый день	1	1
1227	сказка о	1	1
1228	и спасение	1	1
1229	но если	4	1
1230	утверждая что	1	1
1231	в понимании	1	1
1232	что во	1	1
1233	связано с	2	1
1234	литературе в	1	1
1235	сторону от	1	1
1236	точку зрения	3	1
1237	тот же	3	1
1238	подойти к	2	1
1239	эту форму	1	1
1240	не сообщает	1	1
1241	он должен	3	1
1242	более глубокий	1	1
1243	в дальнейшем	6	1
1244	текстов из	1	1
1245	об их	1	1
1246	момент зарождения	1	1
1247	как нельзя	1	1
1248	обращена к	1	1
1249	этим же	3	1
1250	новый и	1	1
1251	на плахе	1	1
1252	существу отказ	1	1
1253	поэтому что	1	1
1254	стоит на	2	1
1255	от начала	2	1
1256	такова задача	2	1
1257	ничем не	2	1
1258	так как	20	1
1259	однако подобно	1	1
1260	все еще	3	1
1261	только по	2	1
1262	было уже	1	1
1263	же был	1	1
1264	оно означает	1	1
1265	как-то в	1	1
1266	жанров например	1	1
1267	сущность и	1	1
1268	нас не	3	1
1269	тридевять земель	2	1
1270	однако как	1	1
1271	и за	1	1
1272	этого целого	1	1
1273	у тебя	2	1
1274	а слово	1	1
1275	от которого	1	1
1276	лесу они	1	1
1277	он начинает	1	1
1278	она его	3	1
1279	сказкой здесь	1	1
1280	бы на	1	1
1281	ее а	1	1
1282	легко заметить	1	1
1283	что одно	1	1
1284	он и	3	1
1285	многие из	1	1
1286	я теперь	1	1
1287	этом он	2	1
1288	для истории	1	1
1289	для нас	17	1
1290	где он	1	1
1291	изучение истории	2	1
1292	знаем более	1	1
1293	из своих	1	1
1294	на самом	3	1
1295	ради чего	1	1
1296	есть акт	1	1
1297	слова а	1	1
1298	основана на	1	1
1299	быть признано	1	1
1300	героя или	1	1
1301	в виде	2	1
1302	на грани	1	1
1303	же именно	1	1
1304	но с	3	1
1305	в таких	4	1
