N	2gram	Losev_Prob	DiskursI
111	к этому	2	7
112	в этой	14	7
113	я в	4	7
114	могут быть	2	7
115	в рассказе	2	7
116	например в	1	7
117	ни в	17	7
118	в составе	1	7
119	перед нами	14	7
120	но это	7	7
121	и для	11	7
122	нового времени	4	7
123	и ее	2	7
124	и его	11	7
125	мира в	3	7
126	не как	3	6
127	одно из	2	6
128	именно в	11	6
129	в сказании	1	6
130	времени в	1	6
131	в контексте	1	6
132	крайней мере	8	6
133	никогда не	7	6
134	то в	4	6
135	с точки	13	6
136	в ее	6	6
137	во всех	2	6
138	героя и	1	6
139	однако в	4	6
140	в особенности	1	6
141	в сущности	1	6
142	и то	6	6
143	что он	12	6
144	к его	5	6
145	по крайней	8	6
146	в истории	1	6
147	здесь не	12	6
148	в трагедии	9	6
149	дело в	4	6
150	в эпоху	5	6
151	времени и	1	6
152	в одной	2	6
153	отношение к	3	6
154	одного из	1	6
155	в период	4	6
156	в той	5	5
157	можно говорить	1	5
158	русской литературе	3	5
159	в виду	3	5
160	из двух	1	5
161	к своим	1	5
162	в первую	1	5
163	в другом	6	5
164	не всегда	5	5
165	не вполне	2	5
166	свою очередь	2	5
167	перед ним	1	5
168	в прошлом	1	5
169	к ним	3	5
170	сказать что	13	5
171	к себе	1	5
172	несмотря на	7	5
173	проявляется в	3	5
174	как раз	7	5
175	я и	1	5
176	на этом	1	5
177	с ее	1	5
178	тем что	2	5
179	первую очередь	1	5
180	во втором	2	5
181	один из	2	5
182	за пределы	1	5
183	в свою	4	5
184	в значительной	3	5
185	известного рода	1	5
186	к той	1	5
187	стихотворение в	1	5
188	ничего не	3	5
189	того что	8	5
190	в литературе	5	5
191	того как	5	5
192	здесь в	7	5
193	по словам	2	5
194	в ней	4	5
195	и состоит	1	5
196	мира и	5	5
197	в их	4	5
198	и потому	4	5
199	из этих	2	5
200	что касается	5	5
201	но она	1	5
202	же самое	2	5
203	в античной	3	5
204	как будто	9	5
205	не к	3	5
206	в самом	7	4
207	и к	9	4
208	человеческой жизни	5	4
209	оказывается не	1	4
210	по выражению	1	4
211	говорит о	9	4
212	в году	9	4
213	в результате	11	4
214	самое можно	1	4
215	или на	1	4
216	и до	2	4
217	в жизни	4	4
218	его на	3	4
219	во всяком	7	4
220	восходит к	1	4
221	из жизни	1	4
222	только на	2	4
223	что они	4	4
224	по преимуществу	2	4
225	указать на	1	4
226	об одном	1	4
227	тем не	8	4
228	аналогии с	1	4
229	к жизни	1	4
230	связи с	11	4
231	не о	2	4
232	будто бы	5	4
233	одним из	1	4
234	что не	3	4
235	я не	3	4
236	не есть	3	4
237	одном из	1	4
238	по себе	5	4
239	и это	3	4
240	в наше	1	4
241	и весьма	2	4
242	и тем	4	4
243	как это	5	4
244	хотя в	1	4
245	это в	2	4
246	и есть	4	4
247	или иного	2	4
248	наше время	1	4
249	однако и	1	4
250	жизни а	1	4
251	с ним	4	4
252	не могут	3	4
253	с ней	3	4
254	можно назвать	2	4
255	к другому	5	4
256	во мне	1	4
257	для меня	1	4
258	подобного рода	9	4
259	и во	2	4
260	до конца	4	4
261	у них	1	4
262	неотделимо от	1	4
263	не знают	1	4
264	зависит от	1	4
265	мы имеем	3	4
266	не для	2	4
267	есть в	6	4
268	и др	1	4
269	со своим	1	4
270	слова не	1	4
271	или в	7	4
272	с той	1	4
273	в какой	5	4
274	по своему	3	4
275	но уже	3	4
276	на его	4	4
277	а на	1	4
278	того или	3	4
279	а к	1	4
280	которая может	1	4
281	а по	1	4
282	человеческого сознания	1	4
283	и прежде	2	4
284	является в	1	3
285	говоря уже	2	3
286	рассказ о	2	3
287	дело с	1	3
288	более или	1	3
289	но все	6	3
290	и сам	5	3
291	там же	2	3
292	их в	1	3
293	в одно	6	3
294	чем не	2	3
295	на первый	1	3
296	первый взгляд	1	3
297	с этим	3	3
298	и предполагает	1	3
299	в действительности	1	3
300	вопрос о	2	3
301	входит в	1	3
302	имея в	1	3
303	означает не	1	3
304	на рубеже	1	3
305	как на	1	3
306	имеем дело	1	3
307	момент в	1	3
308	тут же	7	3
309	и он	5	3
310	вплоть до	2	3
311	стремится к	1	3
312	и притом	8	3
313	в которой	7	3
314	по аналогии	1	3
315	на себя	2	3
316	в области	3	3
317	как у	1	3
318	здесь как	5	3
319	о себе	3	3
320	но как	3	3
321	действия в	1	3
322	и что	9	3
323	в тех	2	3
324	для человека	2	3
325	в форме	1	3
326	не просто	12	3
327	но так	2	3
328	то ни	4	3
329	было бы	12	3
330	его как	2	3
331	и от	7	3
332	и по	2	3
333	не случайно	1	3
334	из возможных	1	3
335	они и	2	3
336	содержит в	1	3
337	не требует	1	3
338	заключается в	1	3
339	себя с	1	3
340	в романе	2	3
341	отношения к	1	3
342	вместе с	15	3
343	и герой	1	3
344	перед лицом	1	3
345	не имеет	3	3
346	да и	5	3
347	о котором	4	3
348	всей своей	2	3
349	он мог	1	3
350	но оно	1	3
351	это и	4	3
352	в главе	1	3
353	и более	3	3
354	который не	1	3
355	на том	1	3
356	слова и	1	3
357	в обоих	2	3
358	заметить что	1	3
359	тем же	4	3
360	как мы	5	3
361	их с	1	3
362	то она	1	3
363	всяком случае	6	3
364	в едином	1	3
365	к содержанию	1	3
366	жизни но	1	3
367	ему в	3	3
368	мог быть	2	3
369	они не	3	3
370	том числе	2	3
371	уже в	4	3
372	мы не	7	3
373	еще и	6	3
374	в полном	1	3
375	с их	1	3
376	однако не	2	3
377	что ни	1	3
378	а о	1	3
379	и без	5	3
380	за которым	1	3
381	не подлежит	1	3
382	все эти	12	3
383	или даже	4	3
384	ли не	2	3
385	не столь	3	3
386	в новом	1	3
387	в каждой	2	3
388	об этом	11	3
389	или менее	1	3
390	бы это	1	3
391	мере в	4	3
392	не говоря	2	3
393	как показывает	2	3
394	он говорит	2	3
395	а его	5	3
396	некоторого рода	6	3
397	она не	1	3
398	хотя бы	11	3
399	дело не	1	3
400	когда он	3	3
401	в начале	6	3
402	при всем	3	3
403	в большинстве	1	3
404	числе и	1	3
405	к ней	2	3
406	указывает на	4	3
407	от мифа	1	3
408	жизни и	7	3
409	уже о	2	3
410	бытия в	1	3
411	для этого	2	3
412	и наконец	4	3
413	что на	1	3
414	котором он	1	3
415	что было	1	2
416	во всем	5	2
417	мы можем	5	2
418	для всех	2	2
419	в душе	1	2
420	в настоящем	1	2
421	все люди	1	2
422	с этой	4	2
423	или по	1	2
424	именно о	2	2
425	еще более	4	2
426	те же	1	2
427	нас в	5	2
428	требует от	1	2
429	не сможет	1	2
430	в предыдущей	1	2
431	и с	10	2
432	жизнь в	3	2
433	за ним	1	2
434	которое по	1	2
435	от всего	1	2
436	и требует	1	2
437	представление о	2	2
438	приходит в	1	2
439	мысли о	1	2
440	так например	1	2
441	большей части	1	2
442	не могли	2	2
443	преданий о	1	2
444	же автора	2	2
445	отсюда и	1	2
446	о которых	2	2
447	для того	4	2
448	и другой	2	2
449	что представляет	2	2
450	с помощью	2	2
451	мы все	1	2
452	в различных	1	2
453	обращаясь к	1	2
454	настоящее в	1	2
455	самого начала	3	2
456	точке зрения	2	2
457	в чистом	1	2
458	то чтобы	2	2
459	я с	2	2
460	жизни как	1	2
461	том чтобы	3	2
462	в нашем	5	2
463	на него	3	2
464	под названием	5	2
465	в античных	1	2
466	который в	10	2
467	не удивительно	1	2
468	или из	1	2
469	он сам	3	2
470	по поводу	2	2
471	трагедии и	4	2
472	что даже	1	2
473	едва ли	13	2
474	не то	4	2
475	к нему	3	2
476	всего в	1	2
477	бы то	4	2
478	я на	1	2
479	в драме	2	2
480	должно быть	1	2
481	теории литературы	1	2
482	время в	2	2
483	обратить внимание	4	2
484	при переходе	1	2
485	начала и	2	2
486	ни было	2	2
487	это обстоятельство	1	2
488	чем у	1	2
489	бытия и	1	2
490	с другими	1	2
491	не обладает	1	2
492	не от	1	2
493	из романа	1	2
494	в третьем	1	2
495	у него	13	2
496	вспомнить о	1	2
497	что она	2	2
498	как его	1	2
499	все того	2	2
500	но для	2	2
501	о смерти	1	2
502	человек в	1	2
503	большинстве случаев	2	2
504	во главе	1	2
505	должно было	1	2
506	к мысли	1	2
507	а только	5	2
508	в чем	3	2
509	не нужно	1	2
510	это тоже	1	2
511	вопроса о	1	2
512	не был	1	2
513	а потом	4	2
514	в каждом	2	2
515	но оказывается	2	2
516	и быть	1	2
517	проявляется не	1	2
518	перехода от	1	2
519	до нас	7	2
520	решающее значение	1	2
521	личности и	1	2
522	в случае	1	2
523	но зато	1	2
524	категории в	1	2
525	также не	1	2
526	в новое	3	2
527	не дошли	1	2
528	восходят к	1	2
529	вторая часть	3	2
530	в поведении	1	2
531	что может	1	2
532	в первой	2	2
533	они были	1	2
534	его к	2	2
535	а как	2	2
536	в него	1	2
537	мы видели	2	2
538	представляет себе	1	2
539	как с	2	2
540	его из	1	2
541	его с	2	2
542	и при	2	2
543	и должно	1	2
544	удивительно что	2	2
545	говорит и	1	2
546	из которых	2	2
547	поэтому в	1	2
548	разного рода	4	2
549	в отношении	8	2
550	и делает	2	2
551	и вполне	7	2
552	все научные	1	2
553	в плоскости	1	2
554	к искусству	1	2
555	если бы	2	2
556	самом деле	3	2
557	от своего	1	2
558	ни о	1	2
559	стороны это	3	2
560	в россии	2	2
561	одновременно с	1	2
562	о своей	1	2
563	героев и	1	2
564	и они	3	2
565	поскольку в	4	2
566	же остается	1	2
567	в xix	1	2
568	себя и	1	2
569	о любви	1	2
570	древних греков	1	2
571	преступления и	2	2
572	одним и	1	2
573	тех же	1	2
574	в роли	2	2
575	мы его	3	2
576	на основе	1	2
577	можно усмотреть	1	2
578	со всей	2	2
579	и вся	1	2
580	на небесах	1	2
581	вступает в	1	2
582	отношении к	1	2
583	частности как	1	2
584	новое время	3	2
585	в лирической	1	2
586	вслед за	2	2
587	он есть	1	2
588	и возможность	1	2
589	было и	1	2
590	автора в	1	2
591	народного творчества	1	2
592	в миф	1	2
593	в и	1	2
594	друг друга	1	2
595	во времени	1	2
596	в самой	5	2
597	только о	3	2
598	как некий	1	2
599	которому он	1	2
600	в любви	1	2
601	но на	1	2
602	значение в	1	2
603	ни с	4	2
604	свидетельствует о	4	2
605	все это	8	2
606	в художественной	1	2
607	он как	2	2
608	себя самого	3	2
609	ее в	2	2
610	же не	4	2
611	о герое	1	2
612	чем он	1	2
613	в г	1	2
614	что является	1	2
615	мифа и	3	2
616	за этим	1	2
617	по существу	2	2
618	которое было	1	2
619	понимать как	1	2
620	свидетельствуют о	1	2
621	является не	2	2
622	на фоне	2	2
623	перед собой	1	2
624	к своему	3	2
625	со своей	1	2
626	света и	1	2
627	по его	2	2
628	это было	2	2
629	говорит об	1	2
630	вовсе не	18	2
631	за его	2	2
632	и вообще	11	2
633	тем более	2	2
634	здесь также	1	2
635	которого и	2	2
636	с самого	3	2
637	он ни	1	2
638	к божественному	1	2
639	переходе от	1	2
640	его не	3	2
641	однако уже	1	2
642	здесь можно	1	2
643	не по	1	2
644	и художественный	1	2
645	мы должны	1	2
646	быть и	1	2
647	и их	7	2
648	в науке	2	2
649	чтобы не	1	2
650	происходит от	1	2
651	всей его	1	2
652	однако для	2	2
653	в голову	1	2
654	такой же	1	2
655	на то	2	2
656	право на	1	2
657	и только	4	2
658	же это	1	2
659	которая и	1	2
660	как весьма	2	2
661	уже было	1	2
662	однако на	2	2
663	науки о	1	1
664	уже во	1	1
665	я шел	1	1
666	и другие	4	1
667	к м	1	1
668	сообщается не	1	1
669	главе с	1	1
670	а другие	1	1
671	часть трилогии	3	1
672	для нее	1	1
673	что если	1	1
674	я по	1	1
675	и называет	1	1
676	мы и	2	1
677	здесь же	1	1
678	же и	2	1
679	когда она	1	1
680	творчества в	1	1
681	и самому	1	1
682	и имеет	1	1
683	в тумане	1	1
684	это лишь	1	1
685	тому что	2	1
686	людей но	5	1
687	даже в	2	1
688	его за	2	1
689	представляет собою	3	1
690	в финале	1	1
691	категорий в	3	1
692	тем как	2	1
693	и был	2	1
694	кроме того	5	1
695	к самоубийству	1	1
696	в большей	2	1
697	по праву	1	1
698	что человек	1	1
699	иначе но	1	1
700	на нас	1	1
701	семью и	1	1
702	в достаточно	1	1
703	например с	1	1
704	речь только	1	1
705	рассказано в	1	1
706	своего преступления	1	1
707	исторического процесса	1	1
708	плане в	1	1
709	и универсальности	1	1
710	его трагедии	1	1
711	как она	1	1
712	составляющие ее	1	1
713	роль но	1	1
714	от одного	4	1
715	равно как	2	1
716	результате этого	1	1
717	и полное	1	1
718	человека для	1	1
719	форму и	2	1
720	на земле	11	1
721	на существование	1	1
722	к более	1	1
723	том или	3	1
724	или другие	1	1
725	мира это	1	1
726	места и	1	1
727	с тем	7	1
728	план еще	1	1
729	бы стать	1	1
730	этого типа	1	1
731	сомнения и	1	1
732	а именно	12	1
733	к небу	1	1
734	прошлого в	1	1
735	случайно и	1	1
736	и зла	1	1
737	в природе	1	1
738	до самых	1	1
739	в это	3	1
740	мир и	2	1
741	эту конструктивную	1	1
742	у достоевского	4	1
743	при помощи	12	1
744	дела как	1	1
745	и смерть	1	1
746	на одном	2	1
747	во-первых в	1	1
748	и нет	4	1
749	на все	1	1
750	и уход	1	1
751	и смерти	3	1
752	и образ	1	1
753	тем в	1	1
754	в такой	3	1
755	которые не	1	1
756	во все	3	1
757	видно что	2	1
758	то это	1	1
759	у горация	1	1
760	среди всех	1	1
761	следовало бы	1	1
762	к вершинам	1	1
763	мире но	1	1
764	раз и	2	1
765	об ее	1	1
766	человека не	1	1
767	он был	5	1
768	даже и	11	1
769	вв до	2	1
770	жизненный опыт	1	1
771	символическое значение	1	1
772	начиная от	1	1
773	и формулировать	1	1
774	но даже	6	1
775	иной мере	2	1
776	уже у	6	1
777	в каких	3	1
778	но эти	2	1
779	искусства и	1	1
780	городской жизни	1	1
781	с другим	1	1
782	произведения которая	1	1
783	вяч иванова	23	1
784	в этот	4	1
785	этот текст	1	1
786	что вся	1	1
787	с теорией	2	1
788	с ума	1	1
789	средних веков	1	1
790	и стали	1	1
791	доведена до	1	1
792	всего как	1	1
793	приходит к	2	1
794	предисловии к	2	1
795	и была	1	1
796	превращается в	1	1
797	его по	1	1
798	в смысле	8	1
799	и те	1	1
800	не что	3	1
801	этой картины	1	1
802	так же	7	1
803	даже с	1	1
804	где и	1	1
805	в фаусте	1	1
806	в глаза	3	1
807	всего что	1	1
808	слитность в	1	1
809	друг на	1	1
810	настолько что	1	1
811	и остается	1	1
812	области художественного	1	1
813	души с	1	1
814	всех областях	1	1
815	ней и	1	1
816	тезис о	1	1
817	этих последних	1	1
818	наряду с	2	1
819	vi в	1	1
820	путь от	1	1
821	художественного творчества	10	1
822	разрушило бы	1	1
823	так не	1	1
824	чтобы при	1	1
825	русской литературы	1	1
826	человека вообще	2	1
827	все многообразие	1	1
828	в атмосфере	2	1
829	от них	2	1
830	используется не	1	1
831	были в	1	1
832	солнца а	1	1
833	даже у	1	1
834	на котором	1	1
835	или нет	1	1
836	к этим	1	1
837	мыслится в	2	1
838	уже по	2	1
839	превратился в	1	1
840	такой картины	1	1
841	н э	18	1
842	этом же	2	1
843	чем это	1	1
844	от античности	1	1
845	соотношении в	1	1
846	старости и	1	1
847	в заключение	3	1
848	на них	1	1
849	не имеющих	1	1
850	говорит как	1	1
851	многие писатели	1	1
852	себе самом	1	1
853	героя не	1	1
854	жизнь которой	1	1
855	только не	1	1
856	этой книги	2	1
857	не зная	1	1
858	и автор	1	1
859	своей дочери	1	1
860	но более	1	1
861	и мы	1	1
862	она и	2	1
863	с опорой	1	1
864	менее в	2	1
865	что иное	3	1
866	после того	3	1
867	года к	1	1
868	не принадлежит	1	1
869	даже к	1	1
870	но еще	2	1
871	только лишь	1	1
872	именно из	1	1
873	в совершенно	1	1
874	ним в	2	1
875	миф в	1	1
876	вполне аналогичное	1	1
877	здесь до	1	1
878	но от	1	1
879	что трагедия	1	1
880	поэзии в	1	1
881	подчеркнуть что	1	1
882	однако этот	1	1
883	которого он	2	1
884	по мнению	3	1
885	в буквальном	2	1
886	они в	1	1
887	или иную	1	1
888	и будет	1	1
889	xix века	1	1
890	согласно которому	1	1
891	самых общих	1	1
892	на стадии	2	1
893	ветхого завета	1	1
894	они будут	1	1
895	в подобном	1	1
896	есть с	1	1
897	собой картину	1	1
898	свет и	1	1
899	в уста	1	1
900	в европейской	1	1
901	совмещается с	1	1
902	по содержанию	2	1
903	все прочие	2	1
904	местах и	1	1
905	раздела о	1	1
906	у баратынского	1	1
907	чем в	1	1
908	является и	2	1
909	в художественном	2	1
910	о возможности	1	1
911	на разных	1	1
912	такое понимание	1	1
913	что его	4	1
914	но совершенно	1	1
915	и чисто	2	1
916	творчество как	1	1
917	такое художественное	1	1
918	быть только	6	1
919	в глубокую	1	1
920	в понятии	1	1
921	древних мифов	1	1
922	разбираться в	1	1
923	в конце	10	1
924	в таком	4	1
925	из мифа	1	1
926	человек и	2	1
927	учение о	4	1
928	в связи	11	1
929	с жизнью	1	1
930	постепенном развитии	1	1
931	всем своем	2	1
932	на который	1	1
933	тысяч лет	2	1
934	которая впоследствии	1	1
935	из четырех	1	1
936	к фигуре	1	1
937	от этого	4	1
938	уже давно	2	1
939	это путь	1	1
940	в двух	1	1
941	и следовательно	1	1
942	лишь для	1	1
943	в римской	1	1
944	авторстве и	1	1
945	как поступал	1	1
946	жизни то	2	1
947	в других	5	1
948	но к	2	1
949	сих пор	3	1
950	человека а	2	1
951	а для	1	1
952	бы в	2	1
953	по имени	1	1
954	пребывания в	1	1
955	что хотя	2	1
956	войне и	1	1
957	претендуют на	1	1
958	должен был	2	1
959	именно как	1	1
960	прямого предшественника	1	1
961	что такое	1	1
962	он вступает	1	1
963	говорил о	1	1
964	стихотворениях в	1	1
965	очень часто	1	1
966	мотив в	1	1
967	образ не	1	1
968	с планом	1	1
969	в работе	1	1
970	сейчас в	1	1
971	если жизнь	1	1
972	допускает в	1	1
973	человека как	1	1
974	или же	2	1
975	в ответ	1	1
976	не мог	5	1
977	на чем	1	1
978	в стихотворениях	2	1
979	не будет	4	1
980	в городе	1	1
981	красоты в	1	1
982	и картина	1	1
983	все с	1	1
984	всех других	1	1
985	полноты и	1	1
986	с соседними	1	1
987	и является	6	1
988	имеет отношение	1	1
989	других людей	1	1
990	но только	5	1
991	включается в	1	1
992	его жизнь	1	1
993	даже не	1	1
994	этом смысле	4	1
995	особого внимания	1	1
996	не место	1	1
997	из нас	1	1
998	от страха	1	1
999	и страдания	3	1
1000	то или	1	1
1001	исследования на	1	1
1002	в москве	1	1
1003	он пишет	2	1
1004	или иное	1	1
1005	когда мы	1	1
1006	эсхила а	1	1
1007	русской поэзии	1	1
1008	прометей вяч	2	1
1009	мораль басни	1	1
1010	здесь совершенно	1	1
1011	но без	1	1
1012	повторяет с	1	1
1013	и глубоко	1	1
1014	стороны он	2	1
1015	своей к	1	1
1016	известном смысле	1	1
1017	природы и	2	1
1018	году в	1	1
1019	мы называем	1	1
1020	время на	1	1
1021	трагедии шекспира	1	1
1022	весьма древним	1	1
1023	любви в	1	1
1024	и тоже	3	1
1025	на отдельные	1	1
1026	это ощущение	1	1
1027	форм в	1	1
1028	даже если	2	1
1029	почти всех	1	1
1030	так что	18	1
1031	жизни с	1	1
1032	в общем	1	1
1033	однако по	1	1
1034	и восстанавливает	1	1
1035	поэтов в	1	1
1036	сведения о	1	1
1037	своей и	1	1
1038	для построения	1	1
1039	из этого	6	1
1040	мировой истории	1	1
1041	которые были	2	1
1042	там где	1	1
1043	поздней античности	1	1
1044	думал я	1	1
1045	ради этого	1	1
1046	для получения	1	1
1047	этого для	1	1
1048	тоже весьма	3	1
1049	нет не	1	1
1050	он его	1	1
1051	это он	1	1
1052	на эту	2	1
1053	обращается к	1	1
1054	искусства в	2	1
1055	прометея у	7	1
1056	не отвергая	1	1
1057	по причине	1	1
1058	это новое	1	1
1059	можно только	1	1
1060	почему он	1	1
1061	были бы	1	1
1062	от нее	2	1
1063	однако он	1	1
1064	человеческой личности	1	1
1065	писателя или	1	1
1066	до сих	3	1
1067	существования и	1	1
1068	мнению автора	1	1
1069	ни малейшего	1	1
1070	и здесь	1	1
1071	всем своим	1	1
1072	достоевского в	1	1
1073	и сейчас	2	1
1074	значимости то	1	1
1075	почти не	1	1
1076	ним и	1	1
1077	уж и	1	1
1078	красоте и	1	1
1079	которая по	1	1
1080	оно было	1	1
1081	и дает	1	1
1082	содержания и	1	1
1083	же образом	1	1
1084	что это	4	1
1085	это уже	4	1
1086	с некоторым	2	1
1087	не были	1	1
1088	никак не	10	1
1089	сам по	3	1
1090	одном и	1	1
1091	мы в	1	1
1092	поведении героев	1	1
1093	утверждает что	1	1
1094	к выводу	1	1
1095	науки и	2	1
1096	схемы и	1	1
1097	песни и	1	1
1098	буквальном своем	1	1
1099	для них	3	1
1100	связывается с	1	1
1101	его таким	1	1
1102	этот термин	1	1
1103	не признает	1	1
1104	и создает	1	1
1105	на читателя	1	1
1106	можно было	4	1
1107	под этим	1	1
1108	в более	1	1
1109	только еще	3	1
1110	этой позиции	1	1
1111	как о	6	1
1112	один человек	1	1
1113	со всеми	5	1
1114	поэтому и	4	1
1115	и сердце	1	1
1116	появляются в	1	1
1117	как-то вдруг	1	1
1118	так или	3	1
1119	с ними	1	1
1120	со времен	1	1
1121	что у	6	1
1122	этот род	1	1
1123	как при	1	1
1124	тоже не	2	1
1125	необходимой для	1	1
1126	то время	4	1
1127	это время	3	1
1128	он пел	1	1
1129	заключительная фраза	1	1
1130	и передачу	1	1
1131	оказывается на	1	1
1132	вышла из	1	1
1133	анализа в	1	1
1134	солнца и	5	1
1135	при более	1	1
1136	можно даже	1	1
1137	и так	3	1
1138	трагедии эсхила	3	1
1139	глубине и	1	1
1140	никто не	1	1
1141	так гласит	1	1
1142	позицию и	1	1
1143	бы не	4	1
1144	поэзии и	1	1
1145	том как	2	1
1146	нераздельное единство	1	1
1147	в те	2	1
1148	не носят	1	1
1149	в известном	2	1
1150	эта последняя	2	1
1151	которая не	1	1
1152	в каком	1	1
1153	своей жизни	1	1
1154	выступает как	1	1
1155	говорится что	4	1
1156	к какой	1	1
1157	который и	2	1
1158	является для	3	1
1159	нет ничего	3	1
1160	в небо	1	1
1161	картины природы	1	1
1162	и мне	1	1
1163	бы и	1	1
1164	нужно и	1	1
1165	особенность этого	1	1
1166	где нет	1	1
1167	является центральным	1	1
1168	их самих	1	1
1169	даже сказать	1	1
1170	в композиционном	1	1
1171	то и	7	1
1172	задний план	1	1
1173	нет у	2	1
1174	изображения и	1	1
1175	присутствует но	2	1
1176	того чтобы	3	1
1177	и если	2	1
1178	это то	1	1
1179	на друга	1	1
1180	мы обладаем	1	1
1181	это только	1	1
1182	не быть	1	1
1183	в стихотворении	28	1
1184	из его	1	1
1185	не утрачивает	1	1
1186	этих сторон	1	1
1187	в середине	2	1
1188	развития и	2	1
1189	то все	1	1
1190	но о	2	1
1191	или иных	2	1
1192	на поединок	1	1
1193	о своем	2	1
1194	россии в	2	1
1195	человека только	1	1
1196	характеристики в	1	1
1197	в мир	3	1
1198	ни были	1	1
1199	только тем	1	1
1200	жизнь при	1	1
1201	в новых	2	1
1202	определенного рода	1	1
1203	цели и	1	1
1204	им в	1	1
1205	это сделал	2	1
1206	не встречается	1	1
1207	мне не	1	1
1208	что здесь	8	1
1209	в италии	1	1
1210	нет и	3	1
1211	он в	5	1
1212	но который	1	1
1213	мог бы	2	1
1214	он все	3	1
1215	не за	2	1
1216	есть отсутствует	1	1
1217	но именно	2	1
1218	в образе	2	1
1219	в глазах	1	1
1220	отсюда проистекает	2	1
1221	только при	1	1
1222	добра и	2	1
1223	том же	2	1
1224	звено между	1	1
1225	знаком с	2	1
1226	характерное для	2	1
1227	в федре	1	1
1228	как предмет	1	1
1229	отдельной личности	1	1
1230	что во	2	1
1231	удовольствия но	1	1
1232	как своего	1	1
1233	в произведениях	1	1
1234	теперь уже	3	1
1235	только потому	1	1
1236	возможности но	1	1
1237	составляет как	1	1
1238	часто и	1	1
1239	тот же	6	1
1240	стали говорить	1	1
1241	человеческого я	4	1
1242	человека но	2	1
1243	и том	1	1
1244	он должен	2	1
1245	искусством или	1	1
1246	и каждый	2	1
1247	в дальнейшем	7	1
1248	об их	1	1
1249	i в	1	1
1250	вместе со	2	1
1251	символа однако	2	1
1252	поэтому что	1	1
1253	стоит на	1	1
1254	уже известное	1	1
1255	и всякий	2	1
1256	более поздним	1	1
1257	после которого	1	1
1258	это такая	1	1
1259	ничем не	1	1
1260	так как	10	1
1261	и также	1	1
1262	м булгакова	2	1
1263	все еще	4	1
1264	только по	2	1
1265	в поэзии	1	1
1266	нас не	3	1
1267	и кончая	1	1
1268	этом диалоге	1	1
1269	однако как	2	1
1270	и за	2	1
1271	который бы	1	1
1272	всякий человек	1	1
1273	произведениях как	1	1
1274	которое создает	1	1
1275	что означает	1	1
1276	от которого	1	1
1277	v-iv вв	1	1
1278	другое как	1	1
1279	однако здесь	1	1
1280	же мере	1	1
1281	бы на	3	1
1282	для всего	2	1
1283	содержанию не	1	1
1284	он и	5	1
1285	в согласии	1	1
1286	я теперь	1	1
1287	для искусства	3	1
1288	видя в	2	1
1289	приобщенных к	1	1
1290	для истории	1	1
1291	для нас	14	1
1292	где он	2	1
1293	из своих	1	1
1294	на самом	2	1
1295	трагедии при	1	1
1296	в новелле	1	1
1297	это именно	1	1
1298	таком случае	2	1
1299	основана на	1	1
1300	том в	1	1
1301	в повести	1	1
1302	в виде	25	1
1303	раз в	2	1
1304	от своих	3	1
1305	всех прочих	1	1
1306	подлинным автором	1	1
1307	но с	1	1
1308	в таких	2	1
