N	2gram	Losev_Dial	Problema
301	иной раз	7	13
302	учение о	11	13
303	мы в	2	13
304	те или	1	13
305	дело в	1	13
306	на земле	3	12
307	при условии	3	12
308	в другом	6	12
309	он сам	6	12
310	с одной	4	12
311	в которой	3	12
312	каком случае	5	12
313	время как	7	12
314	и можно	3	12
315	для них	1	12
316	так или	3	12
317	то время	3	12
318	на первый	2	12
319	в литературе	1	12
320	каждый раз	1	12
321	и очень	2	12
322	или по	2	12
323	что этот	3	12
324	значения и	1	12
325	символ не	1	12
326	в смысле	5	12
327	что это	21	12
328	но именно	1	12
329	не будем	1	12
330	или иначе	3	12
331	нисколько не	7	12
332	не говоря	1	12
333	в целом	1	12
334	или иных	1	11
335	о которых	2	11
336	и следовательно	7	11
337	могли бы	1	11
338	нет никакого	1	11
339	жизни в	1	11
340	тот же	1	11
341	как именно	1	11
342	и другое	3	11
343	одной стороны	3	11
344	оказывается что	1	11
345	у пушкина	6	11
346	том или	2	11
347	к нему	12	11
348	только не	2	11
349	не о	5	11
350	не могут	4	11
351	и у	2	11
352	имеет значение	1	11
353	мы говорим	6	11
354	заключается в	4	11
355	в истории	1	11
356	и во	1	11
357	общее и	1	11
358	и самого	1	11
359	указание на	1	11
360	вообще не	2	11
361	в искусстве	2	11
362	и их	5	11
363	и тогда	4	11
364	более или	5	10
365	есть то	2	10
366	что у	3	10
367	на том	1	10
368	но он	3	10
369	что для	3	10
370	даже если	4	10
371	один из	3	10
372	от нас	1	10
373	со всеми	2	10
374	бы не	1	10
375	то или	5	10
376	что оно	9	10
377	и всякий	3	10
378	есть обязательно	1	10
379	однако это	2	10
380	очень много	4	10
381	бы даже	1	10
382	в одном	4	10
383	и которые	1	10
384	представление о	1	10
385	отличается от	3	10
386	все время	4	10
387	не то	9	10
388	это будет	2	10
389	и сама	1	10
390	быть только	3	10
391	из которых	1	10
392	состоит из	3	10
393	относится к	2	10
394	внимание на	1	10
395	ни с	8	10
396	общего и	1	10
397	или менее	5	10
398	быть и	7	10
399	только то	7	10
400	собственно говоря	5	10
401	слова и	1	10
402	и другие	1	9
403	что если	4	9
404	говоря уже	1	9
405	в своих	1	9
406	их в	2	9
407	вопрос о	3	9
408	миф о	2	9
409	нет и	2	9
410	что даже	2	9
411	представить себе	2	9
412	здесь как	2	9
413	именно как	2	9
414	не очень	2	9
415	не нужно	2	9
416	имеет ничего	3	9
417	как иначе	1	9
418	в тех	2	9
419	первой степени	1	9
420	не мешает	8	9
421	тогда когда	6	9
422	в которых	2	9
423	о котором	2	9
424	то он	2	9
425	только тогда	9	9
426	это вовсе	2	9
427	второй степени	1	9
428	д и	3	9
429	того как	3	9
430	однако не	1	9
431	но эта	4	9
432	имеется в	3	9
433	она не	10	9
434	или как	2	9
435	которые в	1	9
436	находим в	2	9
437	в жизни	3	9
438	правда в	1	9
439	только для	1	9
440	сравнении с	1	9
441	между прочим	1	9
442	же касается	1	9
443	это тоже	1	9
444	на себе	3	9
445	бы в	3	9
446	не был	3	9
447	литературы и	1	9
448	был бы	1	9
449	не всякий	2	9
450	поэтому и	3	9
451	здесь мы	1	9
452	с ней	2	9
453	взятые сами	1	9
454	в сравнении	1	9
455	чем же	1	9
456	и до	2	9
457	известного рода	1	9
458	образности и	1	9
459	что тут	5	9
460	совсем другое	1	9
461	на небо	1	9
462	это было	4	9
463	жизнь и	5	9
464	как же	8	9
465	идет речь	2	9
466	человеческой жизни	2	9
467	и наконец	1	9
468	во всем	3	8
469	заметим что	1	8
470	только что	5	8
471	с этой	3	8
472	и образ	6	8
473	говорится о	1	8
474	или вернее	1	8
475	он был	1	8
476	нас и	1	8
477	трактуется как	1	8
478	конечно не	9	8
479	во всей	1	8
480	тем же	3	8
481	но для	2	8
482	от этого	5	8
483	а потом	9	8
484	почти всегда	4	8
485	иметь в	4	8
486	и по	5	8
487	и самый	1	8
488	к сожалению	2	8
489	и при	3	8
490	только еще	2	8
491	к его	2	8
492	никто не	2	8
493	из этих	2	8
494	и больше	2	8
495	только с	3	8
496	только потому	4	8
497	значение в	1	8
498	и тут	6	8
499	мы будем	2	8
500	если и	2	8
501	бы мы	2	8
502	на его	1	8
503	не все	1	8
504	еще в	2	8
505	мы сейчас	1	8
506	идея и	8	8
507	вплоть до	3	8
508	были бы	3	8
509	которые не	2	8
510	самом же	2	8
511	как они	2	8
512	от всего	2	8
513	как только	4	8
514	и нет	2	8
515	если в	5	8
516	в чистом	1	8
517	мере не	1	8
518	и он	6	8
519	здесь нет	1	8
520	ни было	2	8
521	но ведь	2	8
522	себе и	5	8
523	чистом виде	1	8
524	если же	2	8
525	не значит	6	8
526	в силу	6	8
527	и этот	1	8
528	это уже	2	8
529	том как	1	8
530	а если	1	8
531	это то	1	8
532	он есть	6	8
533	в сознании	3	8
534	для него	2	8
535	говорим о	1	8
536	же такое	1	8
537	а то	1	8
538	является не	3	8
539	же деле	2	8
540	с самого	2	8
541	как он	5	8
542	ведь если	1	8
543	или других	4	7
544	даже в	6	7
545	но что	10	7
546	во все	1	7
547	ни его	1	7
548	мы все	1	7
549	не обязательно	5	7
550	себе в	1	7
551	что их	2	7
552	но никак	1	7
553	она есть	12	7
554	меньше всего	4	7
555	все в	2	7
556	ни от	2	7
557	а с	2	7
558	но вот	5	7
559	или иные	1	7
560	или иное	5	7
561	не раз	2	7
562	его как	1	7
563	для чего	2	7
564	уже с	2	7
565	жизни а	1	7
566	оно не	2	7
567	эта последняя	1	7
568	к другому	1	7
569	и поэтому	1	7
570	это только	3	7
571	что понятие	1	7
572	чем не	2	7
573	находятся в	1	7
574	была бы	4	7
575	себе но	2	7
576	в такой	1	7
577	мере в	3	7
578	же это	6	7
579	это в	1	7
580	не можем	1	7
581	что на	2	7
582	еще более	3	7
583	он является	1	7
584	в это	1	7
585	не прямо	1	7
586	уже о	1	7
587	и значение	1	7
588	самого начала	2	7
589	никакой возможности	1	7
590	и все-таки	3	7
591	по преимуществу	1	7
592	тому же	3	7
593	на тот	2	7
594	же как	3	7
595	даже не	4	7
596	сливаются в	2	7
597	в науке	3	7
598	за это	1	7
599	не на	1	7
600	учения о	2	7
601	и так	2	7
602	все они	2	7
603	в основе	4	7
604	сейчас мы	1	7
605	о своем	2	7
606	на землю	1	7
607	времени и	10	7
608	или вообще	3	7
609	друг друга	1	7
610	человека но	2	7
611	не указывает	2	7
612	ее в	2	7
613	сознания и	8	7
614	же не	4	7
615	в эпоху	2	7
616	понимать как	2	7
617	говорят о	2	7
618	мира и	2	7
619	может иметь	6	7
620	тут и	2	7
621	в какой	3	7
622	что касается	3	7
623	этот символ	1	7
624	не как	4	6
625	глубоко и	1	6
626	символом в	1	6
627	а есть	4	6
628	в мифе	23	6
629	именно он	1	6
630	уже на	1	6
631	пор мы	1	6
632	тем или	2	6
633	действительность в	1	6
634	первый взгляд	2	6
635	себе все	1	6
636	только как	3	6
637	не всегда	2	6
638	с самой	1	6
639	видно что	2	6
640	на него	2	6
641	что именно	3	6
642	уже по	1	6
643	есть просто	6	6
644	а ведь	1	6
645	от всякой	2	6
646	после этого	3	6
647	или не	5	6
648	и чисто	1	6
649	то уже	1	6
650	по своей	5	6
651	мы еще	2	6
652	жизнь в	2	6
653	в общем	2	6
654	сказать о	1	6
655	это совершенно	1	6
656	в него	2	6
657	чтобы не	6	6
658	понятия и	1	6
659	нечто иное	2	6
660	и делает	1	6
661	в бесконечные	1	6
662	под этим	1	6
663	есть тоже	3	6
664	отношения к	3	6
665	том смысле	4	6
666	зависимости от	2	6
667	в отдельности	3	6
668	и уже	4	6
669	есть он	2	6
670	именно на	1	6
671	и об	4	6
672	имеет никакого	3	6
673	никакого отношения	1	6
674	но который	1	6
675	природы и	2	6
676	могут быть	6	6
677	образ и	5	6
678	то мы	2	6
679	и всегда	1	6
680	необходимо чтобы	2	6
681	идеи и	5	6
682	независимо от	2	6
683	просто как	2	6
684	и может	7	6
685	но она	4	6
686	есть и	11	6
687	можно найти	2	6
688	скажет что	1	6
689	к ней	4	6
690	а скорее	1	6
691	ведь и	1	6
692	себе а	2	6
693	ровно ничего	5	6
694	есть прежде	1	6
695	и символом	3	6
696	если он	1	6
697	даже до	1	6
698	к другой	1	6
699	в античном	2	6
700	как оно	1	6
701	отчет в	1	6
702	как на	1	6
703	в зависимости	2	6
704	есть также	1	6
705	нельзя сказать	4	6
706	не знает	2	6
707	что под	3	6
708	вещи не	2	6
709	обязательно есть	1	6
710	который является	1	6
711	поскольку они	1	6
712	и символа	3	6
713	в новое	1	6
714	во время	2	6
715	и ничего	1	6
716	можно только	4	6
717	перестанет быть	1	6
718	как таковой	6	6
719	из тех	1	6
720	ни к	2	6
721	для меня	5	6
722	и той	1	6
723	картины природы	1	6
724	этом отношении	2	6
725	есть уже	2	6
726	но с	4	6
727	без всяких	2	6
728	входить в	1	6
729	по существу	2	6
730	с той	2	6
731	поэтический образ	7	6
732	к своему	1	6
733	на свете	5	6
734	только к	2	6
735	которую мы	1	6
736	который мы	1	6
737	смысл вещи	2	6
738	дело не	3	6
739	мы его	1	6
740	когда он	2	6
741	нового времени	1	6
742	факт что	1	6
743	стороны и	4	6
744	и самой	1	6
745	та или	4	6
746	ли в	1	6
747	само по	7	6
748	не к	2	6
749	часто даже	2	5
750	от одного	1	5
751	вот что	1	5
752	из самых	1	5
753	или на	3	5
754	к самому	3	5
755	есть тот	1	5
756	или ином	1	5
757	другое дело	1	5
758	или другим	2	5
759	о чем-то	3	5
760	об ее	3	5
761	в противоположность	6	5
762	это же	1	5
763	и когда	5	5
764	на одну	1	5
765	и еще	4	5
766	к этому	2	5
767	первого взгляда	2	5
768	как такового	1	5
769	символ с	1	5
770	не больше	5	5
771	тут тоже	3	5
772	на себя	1	5
773	или иная	4	5
774	я не	9	5
775	по одному	4	5
776	быть очень	3	5
777	в каждом	4	5
778	о себе	1	5
779	только путем	1	5
780	взятая в	2	5
781	или может	1	5
782	и весьма	1	5
783	но ясно	1	5
784	оно и	1	5
785	одно и	8	5
786	нужно сказать	1	5
787	чем больше	1	5
788	доходит до	1	5
789	просто только	1	5
790	между тем	3	5
791	первую очередь	1	5
792	утверждать что	3	5
793	не что-нибудь	3	5
794	его на	1	5
795	подобно тому	1	5
796	нам в	1	5
797	о самом	2	5
798	мы начинаем	1	5
799	ничем не	4	5
800	солнца и	1	5
801	нечто более	1	5
802	и кончая	1	5
803	своей собственной	2	5
804	да еще	1	5
805	тех пор	2	5
806	обойтись без	1	5
807	только один	2	5
808	и вся	1	5
809	это ясно	1	5
810	это является	1	5
811	миф есть	8	5
812	с аллегорией	1	5
813	для всякого	2	5
814	что с	2	5
815	раз в	2	5
816	ведь это	3	5
817	что ни	3	5
818	с теми	2	5
819	представляет собою	1	5
820	мы теперь	1	5
821	чем мы	1	5
822	по его	1	5
823	с первого	2	5
824	и хочет	1	5
825	себе что	1	5
826	у того	1	5
827	пусть не	2	5
828	или другого	1	5
829	человека и	2	5
830	как то	1	5
831	этой теории	1	5
832	все что	2	5
833	вещи в	4	5
834	когда в	1	5
835	у достоевского	1	5
836	и единичного	1	5
837	сам же	1	5
838	действительности в	1	5
839	в первую	2	5
840	и прочие	1	5
841	больше чем	1	5
842	в каких	2	5
843	во многих	1	5
844	с этими	1	5
845	себя в	2	5
846	свое собственное	1	5
847	том чтобы	1	5
848	менее в	1	5
849	от его	1	5
850	должно быть	7	5
851	все прочие	1	5
852	от тех	1	5
853	во внимание	2	5
854	как его	1	5
855	богов и	1	5
856	себе не	7	5
857	одна из	1	5
858	чтобы понять	3	5
859	что эта	5	5
860	хотя в	3	5
861	какой мере	1	5
862	но символ	2	5
863	там где	1	5
864	образом и	3	5
865	не требует	1	5
866	и этого	2	5
867	науки и	5	5
868	в наших	1	5
869	же о	1	5
870	не знал	1	5
871	существует и	1	5
872	можно даже	1	5
873	ли он	1	5
874	которая не	2	5
875	этих случаях	1	5
876	не знаем	1	5
877	в предмете	1	5
878	смысле что	3	5
879	нет ни	4	5
880	они не	3	5
881	не для	1	5
882	без этого	4	5
883	говорить об	1	5
884	но по	1	5
885	в типе	1	5
886	или что	2	5
887	сказать и	1	5
888	тотчас же	2	5
889	его не	7	5
890	это за	5	5
891	ту или	1	5
892	тому как	1	5
893	в отвлеченном	1	5
894	от того	2	5
895	отношение к	5	5
896	тот кто	2	5
897	только по	1	5
898	об этой	2	5
899	к другу	2	4
900	более общее	1	4
901	со всем	2	4
902	живое существо	2	4
903	на нас	1	4
904	и само	1	4
905	в духе	1	4
906	на свою	1	4
907	именно о	1	4
908	к другим	1	4
909	мы получаем	4	4
910	я могу	2	4
911	даже просто	4	4
912	может существовать	1	4
913	но мы	3	4
914	так например	1	4
915	свой смысл	2	4
916	в брак	1	4
917	действительность и	1	4
918	сама эта	1	4
919	не могли	1	4
920	отдельных и	1	4
921	говорим что	3	4
922	ничто не	3	4
923	но эти	1	4
924	вообще как	1	4
925	о них	1	4
926	если иметь	2	4
927	любви к	2	4
928	же тут	4	4
929	к ним	3	4
930	именно так	1	4
931	просто в	1	4
932	теории и	1	4
933	без которой	1	4
934	от человека	1	4
935	определение и	1	4
936	несет на	2	4
937	время и	2	4
938	для своего	3	4
939	или иную	1	4
940	одно из	2	4
941	бы что	1	4
942	тем больше	1	4
943	существует только	1	4
944	бы только	2	4
945	можно судить	1	4
946	мы это	1	4
947	человек и	2	4
948	смысл но	1	4
949	больше и	1	4
950	на какие	1	4
951	в эту	1	4
952	смысл и	6	4
953	спросим себя	1	4
954	и образа	2	4
955	нашего сознания	1	4
956	символе и	1	4
957	где же	1	4
958	тем и	1	4
959	неизвестно чего	3	4
960	совершенно неверно	2	4
961	что же?	1	4
962	пушкина и	1	4
963	себе как	3	4
964	в одну	8	4
965	от нее	1	4
966	и самое	1	4
967	друг к	2	4
968	он только	1	4
969	и свое	1	4
970	с такой	1	4
971	говорит и	1	4
972	уже потом	1	4
973	xix в	1	4
974	же самой	1	4
975	смысла и	3	4
976	с целью	3	4
977	совершенно правильно	1	4
978	и они	3	4
979	это время	3	4
980	явлений и	3	4
981	не знали	1	4
982	нет в	1	4
983	бросается в	1	4
984	и пр	7	4
985	это все	2	4
986	не быть	3	4
987	для нее	2	4
988	и наиболее	1	4
989	я в	3	4
990	без его	1	4
991	той же	1	4
992	начиная с	1	4
993	именно то	1	4
994	бы никакого	1	4
995	и значит	4	4
996	это просто	1	4
997	у них	3	4
998	но на	1	4
999	символ второй	1	4
1000	он как	1	4
1001	на что	3	4
1002	из указанных	1	4
1003	с их	2	4
1004	и вы	3	4
1005	на нее	2	4
1006	нас к	1	4
1007	на душе	1	4
1008	которые являются	1	4
1009	на одном	1	4
1010	сразу же	2	4
1011	что пишет	1	4
1012	разница между	2	4
1013	отличие от	1	4
1014	но всегда	2	4
1015	а главное	2	4
1016	ни просто	1	4
1017	и времени	4	4
1018	при всем	1	4
1019	ну так	1	4
1020	это можно	2	4
1021	покамест еще	1	4
1022	и нечто	3	4
1023	в каком-то	5	4
1024	мы сказали	1	4
1025	он с	2	4
1026	от него	4	4
1027	можно говорить	2	4
1028	к этой	1	4
1029	он всегда	3	4
1030	она уже	1	4
1031	на какую-нибудь	1	4
1032	остановиться на	1	4
1033	вещей или	1	4
1034	то не	4	4
1035	и просто	1	4
1036	равно как	1	4
1037	например в	2	4
1038	в корне	2	4
1039	мы только	1	4
1040	переходит в	1	4
1041	мы увидим	2	4
1042	в глаза	1	4
1043	начиная от	1	4
1044	всегда и	4	4
1045	следовательно если	1	4
1046	но они	2	4
1047	образа и	2	4
1048	должен быть	2	4
1049	наряду с	1	4
1050	для ее	1	4
1051	имеем дело	1	4
1052	момент в	2	4
1053	ее не	1	4
1054	она и	2	4
1055	для которой	1	4
1056	верит в	1	4
1057	есть такая	1	4
1058	что вы	1	4
1059	это мы	6	4
1060	которое в	2	4
1061	смысле и	1	4
1062	и она	1	4
1063	и вместе	2	4
1064	но к	2	4
1065	вопроса о	1	4
1066	коем случае	1	4
1067	не содержится	1	4
1068	кажется что	1	4
1069	что бы	1	4
1070	у которого	1	4
1071	на который	1	4
1072	мы называем	1	4
1073	и каждый	1	4
1074	и др	2	4
1075	но ее	1	4
1076	с чем	2	4
1077	с которым	2	4
1078	бы оно	1	4
1079	действительно есть	3	4
1080	а как	1	4
1081	слова это	1	4
1082	вещи как	1	4
1083	к одной	1	4
1084	символ первой	1	4
1085	и менее	1	4
1086	больше ничего	3	4
1087	в сущности	2	4
1088	от другого	1	4
1089	этой точки	2	4
1090	или его	2	4
1091	если это	3	4
1092	все на	3	4
1093	случае нельзя	1	4
1094	предметы в	2	4
1095	себя и	1	4
1096	связаны между	1	4
1097	друг от	1	4
1098	и искусстве	1	4
1099	сразу и	3	4
1100	но о	1	4
1101	не потому	5	4
1102	новое время	1	4
1103	из него	1	4
1104	только тем	1	4
1105	самого же	1	4
1106	мог бы	3	4
1107	с нею	3	4
1108	предмет а	2	4
1109	не стоит	2	4
1110	даже вообще	1	4
1111	они вовсе	2	4
1112	дает нам	2	4
1113	ему в	1	4
1114	в коем	1	4
1115	в предыдущем	1	4
1116	бы на	1	4
1117	тут не	5	4
1118	если даже	1	4
1119	чем он	2	4
1120	пожалуй даже	1	4
1121	от друга	1	4
1122	предмет который	1	4
1123	и которая	1	4
1124	в ту	1	4
1125	этом мы	1	4
1126	при таком	1	4
1127	другом случае	1	4
1128	что эти	3	4
1129	в разных	6	4
1130	быть символом	1	4
1131	и почти	6	4
1132	столько же	1	4
1133	так чтобы	2	4
1134	если она	4	4
1135	на всю	6	4
1136	всякий миф	1	4
1137	и часто	3	4
1138	еще на	3	4
1139	на это	1	4
1140	вообще все	1	4
1141	одного из	1	4
1142	или другом	1	4
1143	отождествляется с	7	4
1144	эти два	4	4
1145	или точнее	2	4
1146	более не	1	3
1147	они являются	1	3
1148	надо уметь	1	3
1149	в душе	8	3
1150	еще раз	2	3
1151	зрения на	1	3
1152	что всякая	2	3
1153	для избежания	1	3
1154	и поэтический	2	3
1155	и говорить	4	3
1156	время не	3	3
1157	с соответствующим	1	3
1158	и именно	1	3
1159	в некотором	1	3
1160	есть та	2	3
1161	и другим	1	3
1162	существует ли	1	3
1163	мы сразу	1	3
1164	мир и	1	3
1165	свою собственную	2	3
1166	раз только	1	3
1167	и смерти	1	3
1168	значение этого	1	3
1169	можем говорить	1	3
1170	что всякое	1	3
1171	поэтому если	2	3
1172	времени в	2	3
1173	одной и	1	3
1174	рационализма и	1	3
1175	может ли	1	3
1176	отдельности и	1	3
1177	чего он	1	3
1178	общего ни	1	3
1179	из трех	1	3
1180	именно с	1	3
1181	но так	2	3
1182	ни даже	1	3
1183	всякая вещь	2	3
1184	рисуется в	1	3
1185	мы видим	6	3
1186	эти элементы	1	3
1187	и мы	8	3
1188	к их	1	3
1189	на которую	1	3
1190	не говорят	1	3
1191	что уже	3	3
1192	символ указывает	1	3
1193	проявляется в	2	3
1194	действительности мы	1	3
1195	он все	1	3
1196	вещь есть	1	3
1197	это слово	1	3
1198	вещей и	5	3
1199	я и	3	3
1200	подлинном смысле	1	3
1201	сама вещь	2	3
1202	как просто	1	3
1203	если я	1	3
1204	того и	3	3
1205	и являются	1	3
1206	больше всего	2	3
1207	здесь мыслится	1	3
1208	есть своя	3	3
1209	воды и	1	3
1210	что хотя	1	3
1211	тогда получится	1	3
1212	сами не	2	3
1213	нами как	1	3
1214	это вполне	1	3
1215	такое в	1	3
1216	виде но	1	3
1217	или другое	1	3
1218	ничего нового	2	3
1219	и никакого	2	3
1220	всегда несет	1	3
1221	них не	1	3
1222	был в	2	3
1223	образом в	1	3
1224	не ее	1	3
1225	его к	1	3
1226	но например	1	3
1227	в какой-то	1	3
1228	с неба	1	3
1229	на небе	1	3
1230	на нем	2	3
1231	даже совсем	1	3
1232	и закон	1	3
1233	и далее	1	3
1234	есть сама	2	3
1235	и та	8	3
1236	понимать что	1	3
1237	к выводу	2	3
1238	до всякого	1	3
1239	отвлеченная идея	3	3
1240	пусть даже	1	3
1241	что нет	1	3
1242	как акт	1	3
1243	однако мы	1	3
1244	от своего	1	3
1245	обходится без	1	3
1246	тут однако	1	3
1247	на месте	1	3
1248	и максимально	1	3
1249	а уже	1	3
1250	выражается в	1	3
1251	связанные с	3	3
1252	который не	2	3
1253	сравнению с	2	3
1254	если брать	3	3
1255	и явление	2	3
1256	сейчас же	3	3
1257	интереснее всего	1	3
1258	виде то	1	3
1259	такое положение	1	3
1260	в природе	1	3
1261	но тут	3	3
1262	всем этом	1	3
1263	и состоит	2	3
1264	вещь или	2	3
1265	мысли и	3	3
1266	в очень	3	3
1267	не говорим	1	3
1268	и заключается	1	3
1269	изображения и	1	3
1270	по сравнению	2	3
1271	в новой	1	3
1272	каждой из	1	3
1273	всего прочего	1	3
1274	то все	1	3
1275	со всей	2	3
1276	речь идет	2	3
1277	материи и	1	3
1278	от других	1	3
1279	аллегории и	3	3
1280	и земли	2	3
1281	знаем что	2	3
1282	было и	1	3
1283	же только	2	3
1284	бесконечного количества	1	3
1285	его только	1	3
1286	котором мы	1	3
1287	и самих	1	3
1288	есть миф	6	3
1289	имеет и	1	3
1290	как систему	1	3
1291	это одно	1	3
1292	но есть	2	3
1293	может не	1	3
1294	не во	1	3
1295	сущность и	1	3
1296	что значит	1	3
1297	или когда	1	3
1298	нас еще	1	3
1299	где он	1	3
1300	не содержит	1	3
1301	а все	1	3
1302	основана на	1	3
1303	ни тем	1	3
1304	бы для	1	3
1305	до последней	1	3
1306	мифа и	5	3
1307	что будет	1	3
1308	этот акт	1	3
1309	который как	1	3
1310	например о	1	3
1311	опять-таки не	2	3
1312	для науки	3	3
1313	как такая	1	3
1314	нам на	1	3
1315	мы никогда	1	3
1316	таблица умножения	1	3
1317	один и	1	3
1318	пока не	2	3
1319	то ясно	1	3
