N	2gram	Vygotskiy_	OGranits
209	в целом	29	2
210	и ее	9	2
211	тот же	7	2
212	к тому	10	2
213	есть не	3	2
214	для исследования	1	2
215	слова и	5	2
216	бы в	5	2
217	в лингвистике	1	2
218	более того	2	2
219	разумеется что	1	2
220	в дальнейшем	1	1
221	в особенности	1	1
222	его к	3	1
223	науки о	1	1
224	в некоторых	1	1
225	всего в	3	1
226	общение в	2	1
227	себе в	1	1
228	году жизни	1	1
229	как к	1	1
230	к которому	4	1
231	и наоборот	1	1
232	решить но	2	1
233	который является	2	1
234	к речи	2	1
235	особенности и	1	1
236	находятся в	1	1
237	то он	3	1
238	выражение в	1	1
239	существующих в	2	1
240	для всех	8	1
241	находит свое	1	1
242	еще одну	1	1
243	только к	1	1
244	и других	4	1
245	и он	1	1
246	психической жизни	3	1
247	является для	6	1
248	мышления в	17	1
249	один из	3	1
250	как ни	1	1
251	логики к	2	1
252	и здесь	1	1
253	вообще в	1	1
254	и столь	1	1
255	образом мы	2	1
256	приближается к	1	1
257	может входить	1	1
258	то это	2	1
259	тенденций которые	3	1
260	семантики и	1	1
261	отличие от	3	1
262	вопрос о	11	1
263	концепции является	1	1
264	слово но	1	1
265	что мы	9	1
266	на этом	3	1
267	к слову	6	1
268	предмету но	1	1
269	подробно на	1	1
270	которую мы	6	1
271	его мышления	4	1
272	является наиболее	3	1
273	не имеют	1	1
274	мысль что	6	1
275	только что	7	1
276	само собой	1	1
277	в последнее	3	1
278	которая как	1	1
279	все социальное	1	1
280	ее на	4	1
281	которые не	4	1
282	душа и	1	1
283	указать на	1	1
284	должно быть	4	1
285	того как	6	1
286	там нет	1	1
287	звуковой и	1	1
288	моменты в	1	1
289	в самых	4	1
290	которой он	2	1
291	в чрезвычайно	1	1
292	и который	4	1
293	может возникнуть	1	1
294	о значении	1	1
295	за исключением	1	1
296	не могу	3	1
297	и вот	3	1
298	вывод можно	1	1
299	на том	2	1
300	другими словами	1	1
301	такого рода	1	1
302	это все	1	1
303	высказывания и	1	1
304	же является	1	1
305	ребенке как	1	1
306	внимание на	1	1
307	когда я	1	1
308	втором году	1	1
309	потому что	11	1
310	в значительной	2	1
311	нам удалось	1	1
312	на первом	2	1
313	должны быть	2	1
314	он всегда	1	1
315	но даже	2	1
316	того чтобы	23	1
317	и если	4	1
318	же как	8	1
319	автора и	1	1
320	между отдельными	3	1
321	этот метод	2	1
322	бы мы	3	1
323	ту или	2	1
324	и более	6	1
325	мы имеем	2	1
326	и у	1	1
327	также и	2	1
328	ту же	3	1
329	и речи	45	1
330	уже у	1	1
331	для того	19	1
332	момента в	1	1
333	с вещами	2	1
334	тому как	3	1
335	тому что	6	1
336	все то	1	1
337	есть его	1	1
338	его за	1	1
339	к новым	1	1
340	которых он	3	1
341	у детей?	1	1
342	главное и	1	1
343	истину что	1	1
344	путем сопоставления	1	1
345	как выражение	1	1
346	не всегда	1	1
347	в своем	10	1
348	на службу	1	1
349	речи которая	2	1
350	и тогда	1	1
351	речи и	41	1
352	особенностей и	1	1
353	этом отношении	6	1
354	однако этот	1	1
355	как направленность	2	1
356	связей и	2	1
357	что при	3	1
358	точно и	2	1
359	мысли и	7	1
360	исследования в	5	1
361	материала так	1	1
362	тем не	1	1
363	сознании и	1	1
364	но тем	3	1
365	другой или	1	1
366	полагаем что	1	1
367	и во-вторых	3	1
368	некоторые исследователи	1	1
369	в другой	2	1
370	как это	6	1
371	бы сам	1	1
372	положение что	2	1
373	характер носит	1	1
374	речь которая	1	1
375	что такое	1	1
376	речи во	1	1
377	т.е на	1	1
378	мы все	1	1
379	то мы	1	1
380	только на	1	1
381	в предшествующей	1	1
382	из того	7	1
383	об этом	6	1
384	содержания и	1	1
385	борьбе с	1	1
386	вступает в	1	1
387	самых первых	1	1
388	переходит в	1	1
389	остановиться на	1	1
390	это попросту	1	1
391	мы попытались	3	1
392	всего его	3	1
393	сюда относятся	1	1
394	в нескольких	1	1
395	гораздо богаче	1	1
396	и что	11	1
397	этим словом	1	1
398	говоря словами	5	1
399	на самом	4	1
400	или иную	1	1
401	в различных	1	1
402	но задача	1	1
403	для них	1	1
404	и тот	1	1
405	второго направления	1	1
406	его социальной	1	1
407	мышление и	5	1
408	предисловии к	4	1
409	можно было	6	1
410	в этой	13	1
411	для данного	2	1
412	которое является	1	1
413	фактов но	1	1
414	его чисто	1	1
415	иметь в	1	1
416	с известным	1	1
417	в начале	2	1
418	во все	3	1
419	в виду	5	1
420	в общее	2	1
421	слово уже	1	1
422	в нашей	1	1
423	элемента не	1	1
424	что к	1	1
425	быть может	1	1
426	и до	5	1
427	сводится к	1	1
428	основных фактора	1	1
429	к чистому	1	1
430	с их	2	1
431	и есть	2	1
432	такого воззрения	1	1
433	речи т.е	1	1
434	конечно не	1	1
435	к общей	1	1
436	подобно тому	2	1
437	и вполне	1	1
438	всей полноте	1	1
439	уже видели	2	1
440	только то	2	1
441	и развивается	2	1
442	не вполне	1	1
443	по себе	9	1
444	в совершенно	5	1
445	идеализма и	1	1
446	этот вопрос	6	1
447	функции в	4	1
448	в истории	7	1
449	упреков в	1	1
450	звуков в	1	1
451	от логики	1	1
452	по своей	9	1
453	же время	2	1
454	поэтому не	1	1
455	в новых	3	1
456	лежит в	3	1
457	же самые	2	1
458	что слово	1	1
459	на основе	7	1
460	которую он	1	1
461	со всеми	2	1
462	человека и	6	1
463	на всю	1	1
464	или как	1	1
465	развития не	2	1
466	работы и	2	1
467	связь с	2	1
468	проблема связи	1	1
469	и последнее	1	1
470	сразу в	2	1
471	мыслью и	7	1
472	жизни он	1	1
473	не было	1	1
474	когда мы	2	1
475	связи с	7	1
476	ко всем	3	1
477	в борьбе	2	1
478	если не	3	1
479	мы полагаем	1	1
480	этой точки	2	1
481	проблемы не	1	1
482	как известно	8	1
483	что касается	1	1
484	состоит в	4	1
485	если только	1	1
486	истории мышления	2	1
487	не знает	1	1
488	или в	2	1
489	этих систем	1	1
490	в основе	9	1
491	и отражение	1	1
492	собственном смысле	8	1
493	на то	11	1
494	теоретической и	2	1
495	и там	1	1
496	их по	1	1
497	же самое	4	1
498	как их	1	1
499	речь в	4	1
500	следовательно в	1	1
501	когда ребенок	3	1
502	вопрос в	2	1
503	в отличие	3	1
504	про себя	2	1
505	их в	6	1
506	полно и	1	1
507	нет и	1	1
508	заключается в	12	1
509	функций и	1	1
510	одним из	1	1
511	и чисто	1	1
512	пространство и	1	1
513	жизнь как	1	1
514	мышления но	6	1
515	если говорить	2	1
516	сам собой	1	1
517	впервые в	1	1
518	раз навсегда	1	1
519	процессов в	3	1
520	весь этот	1	1
521	отношений и	1	1
522	сказать что	16	1
523	к следующему	1	1
524	и никогда	1	1
525	в конечном	4	1
526	экспрессивной и	1	1
527	возможно только	1	1
528	речи в	17	1
529	по которым	1	1
530	она ни	1	1
531	или на	1	1
532	всем протяжении	3	1
533	где нет	1	1
534	в совокупности	1	1
535	эту тенденцию	1	1
536	это является	1	1
537	сдвиг в	1	1
538	этого мы	2	1
539	представление о	7	1
540	конечном счете	4	1
541	он говорит	2	1
542	такой же	3	1
543	с большим	1	1
544	к другим	1	1
545	является той	2	1
546	в конце	2	1
547	его понимании	1	1
548	обратимся к	1	1
549	действительности для	1	1
550	и наметить	1	1
551	одной из	4	1
552	мы это	1	1
553	например в	1	1
554	свести к	5	1
555	детей и	1	1
556	как совершенно	3	1
557	ребенок едва	1	1
558	развивается не	1	1
559	в контексте	1	1
560	психологизма и	1	1
561	по мере	5	1
562	пищи и	1	1
563	он пытается	2	1
564	действительность с	1	1
565	бы что	4	1
566	рисует в	1	1
567	к этому	7	1
568	этом мы	1	1
569	в одной	3	1
570	роль играет	1	1
571	долгое время	1	1
572	и как	7	1
573	в понимании	1	1
574	как о	2	1
575	вплоть до	1	1
576	уж конечно	1	1
577	до конца	1	1
578	эти три	2	1
579	все время	8	1
580	что он	16	1
581	в предисловии	5	1
582	в узком	1	1
583	столь же	8	1
584	письменной речи	2	1
585	в собственном	8	1
586	отметить еще	1	1
587	связи со	1	1
588	случаях когда	1	1
589	что она	6	1
590	себя как	1	1
591	или даже	2	1
592	не существует	4	1
593	воззрений на	1	1
594	чтобы передать	1	1
595	и о	1	1
596	но что	3	1
597	бы быть	1	1
598	является не	2	1
599	организма и	1	1
600	вместе с	14	1
601	для понимания	1	1
602	же точно	10	1
603	который в	7	1
604	и вместе	1	1
605	понимания и	1	1
606	одна из	1	1
607	на эту	2	1
608	этого слова	7	1
609	другом месте	6	1
610	в которых	6	1
611	в открытой	1	1
612	но не	6	1
613	собой разумеется	1	1
614	где она	1	1
615	постановка вопроса	2	1
616	неизбежно превращается	1	1
617	включает в	2	1
618	именно с	1	1
619	в ряду	1	1
620	но если	3	1
621	здесь и	3	1
622	одно из	3	1
623	с его	7	1
624	от другой	1	1
625	при изучении	1	1
626	что до	1	1
627	в изолированном	1	1
628	ли не	1	1
629	на одном	3	1
630	и именно	1	1
631	особенности в	1	1
632	по поводу	5	1
633	на место	2	1
634	в природе	4	1
635	может привести	2	1
636	нам придется	1	1
637	она отражается	1	1
638	что говоря	3	1
639	в такой	4	1
640	т.д и	2	1
641	на всем	3	1
642	утверждая что	1	1
643	социальной среде	5	1
644	в то	7	1
645	всей настойчивостью	1	1
646	только решить	2	1
647	связаны между	1	1
648	один и	2	1
649	тем мы	1	1
650	в действительной	1	1
651	больше и	1	1
652	отнюдь не	2	1
653	даже у	1	1
654	виде но	1	1
655	и самый	2	1
656	только с	2	1
657	о которых	4	1
658	этой концепции	2	1
659	понятие о	2	1
660	первое и	1	1
661	и оно	1	1
662	когда в	2	1
663	полагая что	2	1
664	в себя	2	1
665	чтобы заметить	1	1
666	воздействия на	1	1
667	в системе	1	1
668	она существует	1	1
669	детской речи	28	1
670	для этого	7	1
671	функции детской	1	1
672	с ее	3	1
673	из него	1	1
674	не пытается	1	1
675	в нашу	1	1
676	плоскости в	2	1
677	и это	3	1
678	переходе от	2	1
679	входящих в	1	1
680	является неизбежным	1	1
681	эта проблема	5	1
682	этим самым	1	1
683	того же	1	1
684	говорит следующее	1	1
685	материала или	1	1
686	в самой	4	1
687	в виде	3	1
688	детского языка	3	1
689	от него	1	1
690	нам кажется	1	1
691	что вообще	1	1
692	само по	3	1
693	здесь нет	1	1
694	звука и	1	1
695	и другое	1	1
696	к нему	1	1
697	едва ли	5	1
698	не можем	3	1
699	сливаются в	1	1
700	же есть	1	1
701	на втором	1	1
702	в какую-то	1	1
703	еще одно	1	1
704	последнее время	3	1
705	общения а	1	1
706	мысли в	6	1
707	остановиться в	1	1
708	тем более	7	1
709	речи вообще	1	1
710	не входит	2	1
711	речи поэтому-то	2	1
712	которая и	1	1
713	внутренней речи	14	1
714	как из	1	1
715	типа и	2	1
716	его можно	1	1
717	обратиться к	4	1
718	на все	5	1
719	и особенно	1	1
720	нам представляется	1	1
721	еще не	1	1
722	отражается в	1	1
723	тех случаях	2	1
