N	2gram	Tiupa_Narr	FransuaR
228	по своей	3	12
229	не могут	1	12
230	все то	2	12
231	смерти и	2	12
232	лишь в	1	12
233	но именно	1	12
234	благодаря этому	1	12
235	об этом	1	12
236	характерно для	1	12
237	в пределах	2	12
238	зрения на	2	11
239	уже не	5	11
240	отметить что	1	11
241	что они	3	11
242	той или	4	11
243	в общем	1	11
244	наконец в	2	11
245	в отличие	5	11
246	в свое	1	11
247	на фоне	1	11
248	и т.д	7	11
249	культуры в	1	11
250	все время	1	11
251	время в	2	11
252	очень часто	1	11
253	в системе	1	11
254	с ними	1	11
255	и более	1	11
256	ни с	1	11
257	и брани	1	11
258	по отношению	7	10
259	на земле	1	10
260	его как	2	10
261	до наших	1	10
262	да и	4	10
263	данном случае	4	10
264	наших дней	1	10
265	или иной	5	10
266	новое и	1	10
267	нас в	1	10
268	там же	1	10
269	к тому	7	10
270	значительной степени	2	10
271	к которому	2	10
272	здесь как	1	10
273	образом и	1	10
274	в процессе	1	10
275	со смертью	2	10
276	во второй	2	10
277	в целом	1	10
278	еще раз	1	9
279	некоторые из	1	9
280	низа и	1	9
281	как это	6	9
282	в тех	1	9
283	но на	1	9
284	в которых	1	9
285	о котором	1	9
286	не понимает	1	9
287	до известной	1	9
288	как к	2	9
289	и со	1	9
290	из древнейших	1	9
291	же в	4	9
292	что на	2	9
293	вплоть до	2	9
294	жизнью и	2	9
295	говорит о	2	9
296	под названием	1	9
297	отношения к	2	9
298	к жизни	1	9
299	но как	2	9
300	мы можем	1	9
301	как известно	2	9
302	не имеет	2	9
303	в следующей	1	9
304	свое время	1	9
305	известной степени	1	9
306	между людьми	1	9
307	том же	1	9
308	и то	1	9
309	для нас	1	9
310	отношению к	6	9
311	что не	4	9
312	с этой	1	8
313	более или	2	8
314	не менее	3	8
315	на первый	2	8
316	в другое	1	8
317	или менее	2	8
318	всего в	1	8
319	от этого	1	8
320	др в	1	8
321	речи и	1	8
322	в него	1	8
323	и при	1	8
324	языка и	2	8
325	в совершенно	1	8
326	он как	1	8
327	на одном	1	8
328	человека с	1	8
329	включает в	2	8
330	от него	1	8
331	как они	1	8
332	нельзя было	1	8
333	мы увидим	1	8
334	отрыве от	1	8
335	по поводу	1	8
336	они в	2	8
337	тому же	5	8
338	здесь мы	1	8
339	все те	4	8
340	в это	1	8
341	протяжении всего	1	8
342	как о	1	8
343	если бы	1	8
344	дело не	1	8
345	нуждается в	5	8
346	не как	2	7
347	времени в	2	7
348	и там	1	7
349	на него	3	7
350	к этим	1	7
351	точка зрения	6	7
352	подлежит сомнению	1	7
353	в церкви	4	7
354	что у	2	7
355	на том	3	7
356	и смертью	1	7
357	в развитии	1	7
358	мы будем	1	7
359	подобно тому	2	7
360	нет ничего	1	7
361	нет и	2	7
362	мир в	1	7
363	где он	1	7
364	между вещами	1	7
365	но она	1	7
366	в различных	1	7
367	что по	2	7
368	и оценки	1	7
369	себя в	5	7
370	в состоянии	1	7
371	всех его	2	7
372	в таком	2	7
373	а как	1	7
374	и за	1	7
375	из которых	4	7
376	смертью в	1	7
377	к себе	5	7
378	точку зрения	4	7
379	а на	1	7
380	не будем	1	7
381	к концу	1	7
382	тому как	2	7
383	в свою	3	7
384	в отрыве	1	7
385	одного из	4	7
386	во времени	8	6
387	не столько	4	6
388	в один	1	6
389	и перед	1	6
390	было в	2	6
391	не могли	1	6
392	хотя бы	4	6
393	в противоположность	2	6
394	вещами и	1	6
395	свою очередь	3	6
396	и тот	2	6
397	в какой-то	1	6
398	к его	1	6
399	основе своей	4	6
400	от страха	1	6
401	его и	1	6
402	на что	1	6
403	и смерть	1	6
404	мировой истории	1	6
405	смерть и	1	6
406	как у	1	6
407	и пр	1	6
408	для всего	1	6
409	или даже	2	6
410	как будто	3	6
411	иной форме	1	6
412	тех кто	1	6
413	но по	1	6
414	от всего	1	6
415	а именно	3	6
416	говорить о	2	6
417	жизни как	3	6
418	преимущественно в	1	6
419	такого рода	7	6
420	лица и	2	6
421	ни для	7	6
422	картины мира	5	6
423	не дает	1	6
424	с таким	1	6
425	году в	1	6
426	могут быть	3	6
427	совершенно не	2	6
428	он может	1	6
429	этого слова	2	6
430	дает нам	1	6
431	свидетельствует о	1	6
432	а иногда	2	6
433	в новом	1	6
434	видит в	1	6
435	входит в	1	6
436	от того	1	6
437	таким же	1	6
438	и над	1	5
439	к самому	2	5
440	и когда	2	5
441	жизни с	1	5
442	быть только	1	5
443	с другими	1	5
444	а за	1	5
445	они еще	1	5
446	не могла	1	5
447	в историческом	1	5
448	этой системе	1	5
449	одного и	1	5
450	бы не	2	5
451	словами он	1	5
452	из его	1	5
453	каждый из	2	5
454	и ценностями	1	5
455	мы имеем	2	5
456	которых он	1	5
457	временем и	1	5
458	у всех	1	5
459	тем более	2	5
460	ему не	1	5
461	в акте	1	5
462	есть не	1	5
463	тем самым	6	5
464	же самое	1	5
465	и самого	3	5
466	сливаются в	1	5
467	настоящего времени	1	5
468	дело здесь	1	5
469	и конец	1	5
470	что было	1	5
471	на границах	1	5
472	в первом	3	5
473	в собственном	2	5
474	было не	1	5
475	шире и	1	5
476	но уже	1	5
477	друг с	1	5
478	то в	6	5
479	от его	1	5
480	жить в	1	5
481	первом случае	2	5
482	в произведении	3	5
483	ни было	3	5
484	и сама	1	5
485	же как	3	5
486	он сам	2	5
487	мире и	1	5
488	совсем не	1	5
489	между жизнью	1	5
490	независимо от	2	5
491	но одновременно	1	5
492	во втором	4	5
493	должна быть	2	5
494	в слове	1	5
495	своей жизни	1	5
496	была и	2	5
497	себя и	2	5
498	не является	8	5
499	нем не	1	5
500	с нею	1	5
501	в едином	1	5
502	ему в	2	5
503	ничем не	1	5
504	видеть в	1	5
505	должен был	1	5
506	что мы	2	5
507	к своему	1	5
508	с другом	1	5
509	по его	1	5
510	человека в	2	5
511	церкви и	1	5
512	когда он	3	5
513	только то	1	5
514	слова в	1	5
515	и только	2	5
516	таковы например	1	4
517	его от	1	4
518	при анализе	1	4
519	в действительности	1	4
520	ни одного	1	4
521	о его	1	4
522	внимание на	1	4
523	т.п то	1	4
524	картине мира	1	4
525	не нуждается	1	4
526	была в	1	4
527	и всю	1	4
528	действительности и	1	4
529	о себе	1	4
530	над ним	1	4
531	он еще	1	4
532	обратимся к	3	4
533	не случайно	2	4
534	них в	1	4
535	если в	3	4
536	и сейчас	2	4
537	оно не	2	4
538	есть нечто	1	4
539	при всех	2	4
540	не входит	1	4
541	это мир	1	4
542	и больше	1	4
543	картина мира	5	4
544	оно и	1	4
545	в организации	2	4
546	один и	1	4
547	одну из	2	4
548	мы узнаем	1	4
549	кто не	1	4
550	и времени	1	4
551	при всем	2	4
552	к ней	1	4
553	мира с	1	4
554	мы и	1	4
555	рассказ о	1	4
556	не так	1	4
557	дело с	2	4
558	однако и	1	4
559	это игра	1	4
560	по себе	5	4
561	принадлежат к	1	4
562	всегда в	1	4
563	когда в	1	4
564	различные формы	1	4
565	что этот	1	4
566	который в	2	4
567	к языку	1	4
568	на свет	1	4
569	его жизни	2	4
570	представляется нам	1	4
571	точек зрения	2	4
572	людьми и	1	4
573	в смысле	1	4
574	в уста	1	4
575	прошлого и	2	4
576	или же	1	4
577	и тем	4	4
578	все основные	1	4
579	и существенно	1	4
580	если же	1	4
581	не по	1	4
582	этой истории	1	4
583	это ощущение	1	4
584	здесь также	1	4
585	в культуре	2	4
586	свою жизнь	1	4
587	в область	2	4
588	о своей	2	4
589	явления как	1	4
590	нельзя сказать	1	4
591	в известном	2	4
592	ни на	1	4
593	не могло	2	4
594	делает его	1	4
595	характерное для	1	4
596	же не	4	4
597	и где	1	4
598	там и	1	4
599	в третьем	3	4
600	это явление	1	4
601	быть и	1	4
602	что касается	2	4
603	истории но	1	4
604	у нее	2	4
605	свидетельствуют о	1	4
606	свою речь	1	4
607	он видит	1	3
608	какой бы	1	3
609	в общей	2	3
610	переходит к	1	3
611	это определение	1	3
612	как об	1	3
613	в речи	1	3
614	мира это	1	3
615	после обеда	1	3
616	есть то	1	3
617	только благодаря	1	3
618	больше всего	1	3
619	не всегда	2	3
620	положений и	1	3
621	в прошлом	3	3
622	и формы	1	3
623	ключ к	2	3
624	том чтобы	1	3
625	что именно	2	3
626	которой в	1	3
627	образом на	1	3
628	бы то	3	3
629	конца в	1	3
630	которого он	2	3
631	такой эпизод	1	3
632	в следующем	1	3
633	а с	3	3
634	будто бы	3	3
635	напомним что	1	3
636	о смерти	1	3
637	не есть	3	3
638	между собой	2	3
639	на другом	1	3
640	приобщение к	2	3
641	выступает в	2	3
642	опираясь на	1	3
643	не будет	3	3
644	истории и	2	3
645	необходимо учитывать	1	3
646	и сами	1	3
647	его из	1	3
648	античности и	1	3
649	образа и	1	3
650	говорит и	2	3
651	содержит в	1	3
652	чтобы стать	2	3
653	имеет место	4	3
654	и строго	1	3
655	с этого	1	3
656	также не	1	3
657	приводит к	2	3
658	далек от	1	3
659	после смерти	2	3
660	в мир	1	3
661	было и	1	3
662	на две	1	3
663	утрачивает свою	1	3
664	и после	2	3
665	то ни	3	3
666	и события	1	3
667	при всей	4	3
668	когда же	1	3
669	эпизоды в	2	3
670	этих двух	1	3
671	к одному	1	3
672	ко второму	1	3
673	она не	2	3
674	связь и	1	3
675	здесь совершенно	2	3
676	и может	1	3
677	иной степени	1	3
678	человек не	1	3
679	сознания в	1	3
680	что один	1	3
681	всю ночь	1	3
682	которая в	2	3
683	и верха	1	3
684	граница между	1	3
685	как своего	1	3
686	не бывает	1	3
687	в единой	1	3
688	из нее	1	3
689	особое отношение	1	3
690	не что	2	3
691	в художественном	1	3
692	жизни на	1	3
693	во внешнем	2	3
694	не существует	3	3
695	третьей и	2	3
696	между двумя	5	3
697	когда она	1	3
698	из существенных	1	3
699	речевого общения	1	3
700	наряду с	2	3
701	что иное	2	3
702	но еще	1	3
703	и через	1	3
704	не о	3	3
705	и того	2	3
706	всем своем	1	3
707	именно с	1	3
708	времени а	1	3
709	разных местах	1	3
710	на другой	2	3
711	дистанции между	1	3
712	действующих лиц	1	3
713	этом смысле	1	3
714	в современной	1	3
715	как от	1	3
716	в силу	4	3
717	к их	1	3
718	со стороны	9	3
719	друг от	1	3
720	всей своей	2	3
721	которая не	1	3
722	совершенно иной	2	3
723	уже отмечали	1	3
724	и тогда	1	3
725	и четвертой	1	3
726	или иных	1	3
727	входит и	1	3
728	всякий раз	1	3
729	всего к	1	3
730	в понимании	1	3
731	жизни но	2	3
732	вокруг него	2	3
733	итак в	1	3
734	в первый	1	3
735	понят и	1	3
736	что каждый	1	3
737	чем он	1	3
738	этот ряд	1	3
739	от друга	1	3
740	становления и	1	3
741	форм но	1	3
742	мира который	1	3
743	идет не	1	3
744	тех или	1	3
745	признать что	1	3
746	по всей	2	3
747	жил в	1	3
748	для обозначения	1	3
749	бы он	1	3
750	которое в	1	3
751	для характеристики	1	3
752	именно это	2	3
753	и совершенно	1	3
754	иное как	2	3
755	легенда о	1	3
756	и уже	1	3
757	с которыми	1	2
758	более не	2	2
759	в настоящем	1	2
760	с иными	1	2
761	без исключения	2	2
762	формы в	1	2
763	этого момента	1	2
764	церковь и	1	2
765	на свою	1	2
766	не ставилась	1	2
767	лег в	1	2
768	конечном счете	2	2
769	после него	1	2
770	целое и	1	2
771	мотивов в	1	2
772	или ином	2	2
773	из четырех	1	2
774	и молитвы	1	2
775	большие и	1	2
776	ними и	1	2
777	все и	1	2
778	и оказывается	1	2
779	своей природе	1	2
780	и иных	1	2
781	строго говоря	1	2
782	и должна	1	2
783	за собой	4	2
784	для своей	2	2
785	характер как	1	2
786	людей так	1	2
787	переход от	4	2
788	чего он	1	2
789	историю и	1	2
790	грань между	1	2
791	первый раз	1	2
792	но от	2	2
793	в конечном	3	2
794	он оказывается	1	2
795	мира или	1	2
796	как таковое	1	2
797	даль и	1	2
798	в двух	2	2
799	свою силу	1	2
800	вверх и	1	2
801	точкой зрения	2	2
802	если оно	1	2
803	здесь сохраняется	1	2
804	на чем	2	2
805	одним словом	1	2
806	и является	1	2
807	главного героя	2	2
808	и небо	1	2
809	также как	1	2
810	оно имеет	1	2
811	оно может	2	2
812	отрешиться от	1	2
813	самую сущность	1	2
814	какой-то мере	1	2
815	он уже	2	2
816	в вопросах	1	2
817	представляется возможным	1	2
818	жизни а	2	2
819	существенным образом	2	2
820	героя в	8	2
821	роман с	1	2
822	с такой	1	2
823	уж и	1	2
824	от нас	1	2
825	сам по	1	2
826	хотя в	2	2
827	и делает	1	2
828	акта в	1	2
829	что оно	1	2
830	что нет	2	2
831	подхода к	1	2
832	произведение в	1	2
833	ключом к	1	2
834	различие между	2	2
835	или меньшую	1	2
836	это все	2	2
837	них как	1	2
838	что если	1	2
839	художественной литературы	3	2
840	узком значении	1	2
841	например на	1	2
842	вот этот	1	2
843	процесса не	1	2
844	в самую	2	2
845	как только	1	2
846	за пределами	1	2
847	культурной жизни	1	2
848	будто он	3	2
849	для второго	1	2
850	и ей	2	2
851	совершенно чуждо	1	2
852	принимает форму	1	2
853	существенно связаны	1	2
854	имеет значения	1	2
855	в первую	1	2
856	к месту	1	2
857	что ни	1	2
858	теми же	1	2
859	иногда и	1	2
860	было для	1	2
861	из общей	1	2
862	бы быть	3	2
863	нет у	2	2
864	вследствие чего	2	2
865	а он	1	2
866	встречаются в	1	2
867	не все	5	2
868	для кого	1	2
869	в античности	1	2
870	не с	3	2
871	он здесь	1	2
872	пространства и	1	2
873	могло быть	1	2
874	человеческих отношений	1	2
875	для такого	1	2
876	может показаться	1	2
877	культуры с	1	2
878	их на	1	2
879	может и	1	2
880	становится в	1	2
881	последовательности в	1	2
882	в готовом	1	2
883	перед смертью	1	2
884	мир не	1	2
885	почву для	1	2
886	вклад в	1	2
887	человеческой жизни	1	2
888	ко второй	1	2
889	это лишь	1	2
890	этого жанра	1	2
891	можно определить	1	2
892	одному из	1	2
893	не являются	2	2
894	в какой	2	2
895	быть может	2	2
896	где образ	1	2
897	было как	4	2
898	по-видимому не	1	2
899	на свой	2	2
900	элементы в	1	2
901	по стилю	1	2
902	тонах и	1	2
903	по мысли	3	2
904	напротив они	1	2
905	том или	2	2
906	оказываются в	1	2
907	с еще	1	2
908	отличается от	4	2
909	которое не	1	2
910	речь идет	4	2
911	вслед за	4	2
912	вечности и	1	2
913	мир как	1	2
914	имеется ряд	1	2
915	человеческой мысли	1	2
916	широкое распространение	1	2
917	не должен	1	2
918	еще одного	1	2
919	и оно	1	2
920	и литературу	1	2
921	большую или	1	2
922	уже более	1	2
923	однако эти	1	2
924	о страхе	1	2
925	все без	1	2
926	изменений в	1	2
927	перед их	1	2
928	не представляется	1	2
929	картину мира	2	2
930	связей в	1	2
931	в чужой	2	2
932	и столь	1	2
933	первые три	1	2
934	в разрезе	1	2
935	есть его	1	2
936	не от	2	2
937	и развития	1	2
938	события так	1	2
939	мы касаемся	1	2
940	напомнить что	1	2
941	из уст	1	2
942	встречается в	2	2
943	формы выражения	1	2
944	именно как	1	2
945	целое на	1	2
946	две стороны	1	2
947	еще только	1	2
948	но зато	1	2
949	они свидетельствуют	1	2
950	за нею	1	2
951	не сливаются	1	2
952	со сменой	1	2
953	но без	2	2
954	другой день	2	2
955	от которой	1	2
956	которое мы	1	2
957	одновременно в	1	2
958	с совершенно	1	2
959	например о	1	2
960	в терминах	1	2
961	за все	1	2
962	есть система	1	2
963	традиции как	1	2
964	в пространстве	4	2
965	обращается к	1	2
966	вне ее	1	2
967	там они	1	2
968	себе самом	2	2
969	в состав	1	2
970	в столь	1	2
971	самым существенным	1	2
972	но также	1	2
973	каждый такой	1	2
974	человек с	1	2
975	однако он	1	2
976	если не	4	2
977	широкое и	1	2
978	могло не	1	2
979	и чрезвычайно	1	2
980	и придает	1	2
981	затем следует	1	2
982	нераздельное единство	1	2
983	можно охарактеризовать	1	2
984	совпадает с	1	2
985	речевых жанров	4	2
986	это же	1	2
987	соответствии с	1	2
988	это вообще	1	2
989	мог бы	3	2
990	где эта	1	2
991	мира где	1	2
992	где бы	1	2
993	только о	2	2
994	в обоих	2	2
995	мира но	1	2
996	как ни	2	2
997	в церковь	1	2
998	и будущего	1	2
999	а о	1	2
1000	этом что	1	2
1001	понимать как	1	2
1002	далее и	1	2
1003	с историей	1	2
1004	эпизод в	1	2
1005	они есть	1	2
1006	умирающего и	1	2
1007	в меру	1	2
1008	особенности его	1	2
1009	в юности	2	2
1010	они все	2	2
1011	известном смысле	2	2
1012	может иметь	1	2
1013	как же	1	2
1014	в разные	1	2
1015	она здесь	1	2
1016	далее по	1	2
1017	здесь это	1	2
1018	убеждения в	1	2
1019	в нашей	1	2
1020	время они	1	2
1021	всей его	2	2
1022	в монастыре	1	2
1023	себе самому	1	2
1024	глазами и	1	2
1025	ее содержание	1	2
1026	ни был	1	2
1027	как для	1	2
1028	форме и	1	2
1029	на большую	1	1
1030	его разнообразных	1	1
1031	было показано	1	1
1032	они неразрывно	1	1
1033	не поверят	1	1
1034	никогда и	1	1
1035	важен для	1	1
1036	литературы а	1	1
1037	является в	1	1
1038	в общую	1	1
1039	объем в	1	1
1040	принадлежности к	1	1
1041	в последние	2	1
1042	одна за	1	1
1043	лишь одной	1	1
1044	к реальному	1	1
1045	и действиях	1	1
1046	как было	3	1
1047	и воображение	1	1
1048	от одного	2	1
1049	которая здесь	2	1
1050	зато в	1	1
1051	в восьми	1	1
1052	в ноги	1	1
1053	облике и	1	1
1054	другому не	1	1
1055	лично для	1	1
1056	он стоит	1	1
1057	в соответствии	1	1
1058	и пародийно	1	1
1059	настаивает на	1	1
1060	эпизода мы	1	1
1061	собой не	2	1
1062	является для	1	1
1063	из монастыря	1	1
1064	христа в	1	1
1065	здесь отсутствует	1	1
1066	его позиция	1	1
1067	местах и	1	1
1068	матери и	4	1
1069	историю в	1	1
1070	всем его	1	1
1071	после его	1	1
1072	бытового диалога	1	1
1073	первый взгляд	2	1
1074	мире это	1	1
1075	с некоторой	1	1
1076	он приказал	1	1
1077	на природу	1	1
1078	называть в	1	1
1079	глаза были	1	1
1080	часто оказывается	1	1
1081	служит для	1	1
1082	она названа	1	1
1083	она все	1	1
1084	она могла	1	1
1085	от боли	1	1
1086	пространстве его	1	1
1087	мира на	1	1
1088	представляет собой	13	1
1089	вызывающего смех	1	1
1090	глава третья	1	1
1091	этот текст	1	1
1092	от процесса	1	1
1093	и такого	1	1
1094	и разнообразный	1	1
1095	солнце и	1	1
1096	изучались в	1	1
1097	ему даже	1	1
1098	он думает	1	1
1099	в неразрывное	1	1
1100	точке зрения	1	1
1101	казалось что	5	1
1102	ли его	1	1
1103	представляется более	1	1
1104	пространстве с	1	1
1105	распадается на	1	1
1106	превратился в	1	1
1107	лет а	1	1
1108	эпизоды связаны	1	1
1109	она сама	1	1
1110	нему в	1	1
1111	эпизоду в	1	1
1112	и играла	1	1
1113	нами не	2	1
1114	персонажем и	1	1
1115	высказываний в	1	1
1116	и правил	1	1
1117	много случайного	1	1
1118	и лег	2	1
1119	здесь имеют	1	1
1120	за всех	1	1
1121	такого подхода	1	1
1122	объединены в	1	1
1123	и кажется	1	1
1124	умения отрешиться	1	1
1125	стремится к	1	1
1126	не ограничивается	1	1
1127	здесь событие	1	1
1128	организующую роль	1	1
1129	имел место	1	1
1130	на евангельские	1	1
1131	и позволяет	1	1
1132	свете в	1	1
1133	по аналогии	1	1
1134	только бы	2	1
1135	всем миром	1	1
1136	матери это	1	1
1137	циклического времени	2	1
1138	петра в	1	1
1139	этом последнем	1	1
1140	как говорит	3	1
1141	от классического	1	1
1142	и внутреннего	1	1
1143	с отцом	1	1
1144	связь со	1	1
1145	хвалы или	1	1
1146	также могут	1	1
1147	хотя оно	1	1
1148	жизни то	1	1
1149	что как	1	1
1150	проникновению в	1	1
1151	оно уже	1	1
1152	и детских	1	1
1153	смеются над	1	1
1154	разнообразный мир	1	1
1155	героя и	4	1
1156	бы она	1	1
1157	подробностями и	1	1
1158	от содержания	1	1
1159	я лично	1	1
1160	в рассказе	4	1
1161	мире на	1	1
1162	им самим	1	1
1163	неотделимо от	1	1
1164	или иное	2	1
1165	типов или	1	1
1166	в толпе	1	1
1167	для романа	1	1
1168	подход к	2	1
1169	его личности	2	1
1170	прошлом но	1	1
1171	церкви с	1	1
1172	ее моментов	1	1
1173	на историю	1	1
1174	такая организация	1	1
1175	происходят в	1	1
1176	не сразу	1	1
1177	о болезни	1	1
1178	отнюдь не	5	1
1179	события в	2	1
1180	рассказ в	2	1
1181	в трактовке	1	1
1182	в ритуале	1	1
1183	себе хотя	1	1
1184	действующими лицами	1	1
1185	было на	1	1
1186	от последующих	1	1
1187	утверждать что	2	1
1188	ниже здесь	1	1
1189	немного в	1	1
1190	понимания не	1	1
1191	этом ряду	2	1
1192	содержащий в	1	1
1193	если за	1	1
1194	времени эта	1	1
1195	этой жанровой	1	1
1196	как условие	1	1
1197	отдельных элементов	1	1
1198	вместе со	1	1
1199	некоторых норм	1	1
1200	это весьма	1	1
1201	это жизнь	1	1
1202	с природой	1	1
1203	сводится к	3	1
1204	перед ними	1	1
1205	позиции в	1	1
1206	один человек	2	1
1207	в исконном	1	1
1208	сами по	2	1
1209	фигуры и	1	1
1210	жизненного процесса	1	1
1211	на четвертую	1	1
1212	человеческая жизнь	1	1
1213	своего материнского	1	1
1214	и какая	1	1
1215	внизу и	1	1
1216	можно назвать	1	1
1217	в памяти	2	1
1218	монолог в	1	1
1219	тому назад	1	1
1220	все плакали	1	1
1221	это требует	1	1
1222	общую теорию	1	1
1223	который не	1	1
1224	события здесь	1	1
1225	говорить и	1	1
1226	не подвергается	1	1
1227	к другому	2	1
1228	в дальнейшей	1	1
1229	и было	1	1
1230	жизни мы	1	1
1231	типов но	1	1
1232	профанация священного	1	1
1233	мира как	1	1
1234	на какие-то	1	1
1235	не быть	1	1
1236	и сознанием	1	1
1237	на руси	1	1
1238	и ему	1	1
1239	от других	1	1
1240	и возможность	2	1
1241	тогда как	12	1
1242	другого в	1	1
1243	состоит в	13	1
1244	тому чтобы	1	1
1245	знаменует не	1	1
1246	неотделима от	1	1
1247	к двум	1	1
1248	имеет своим	1	1
1249	в глазах	1	1
1250	у большинства	1	1
1251	он прошел	1	1
1252	в ряд	1	1
1253	будет утверждать	1	1
1254	этом свидетельствует	1	1
1255	на видение	1	1
1256	достаточно напомнить	1	1
1257	мать и	1	1
1258	ведь там	1	1
1259	она может	2	1
1260	только потому	1	1
1261	как формы	2	1
1262	то или	3	1
1263	места ни	1	1
1264	смерти как	1	1
1265	то они	2	1
1266	хотя иногда	1	1
1267	что отчасти	1	1
1268	смех если	1	1
1269	в смысл	1	1
1270	эта характеристика	1	1
1271	что были	2	1
1272	не поддается	1	1
1273	нас нет	1	1
1274	ряда он	1	1
1275	действительно является	1	1
1276	в монастырь	1	1
1277	внешний облик	1	1
1278	искать в	1	1
1279	однако здесь	1	1
1280	в вечности	1	1
1281	возможность совершенно	1	1
1282	истории как	1	1
1283	силу и	1	1
1284	все равно	1	1
1285	того насколько	1	1
1286	всех прочих	1	1
1287	нашу мысль	1	1
1288	понимания жизни	1	1
1289	с чисто	1	1
1290	кладет начало	1	1
1291	в присутствии	3	1
1292	ей не	2	1
1293	внешней а	1	1
1294	которого было	1	1
1295	и многообразно	1	1
