N	2gram	Trubetskoy	VLabPisa
163	этот вопрос	2	3
164	так же	8	3
165	при помощи	3	3
166	с работой	1	3
167	как на	6	3
168	нет и	1	3
169	та или	1	3
170	это делает	1	3
171	образом в	3	3
172	значит и	1	3
173	и от	5	3
174	точки зрения	14	3
175	жизни и	2	3
176	что без	1	3
177	и по	3	3
178	всех этих	4	3
179	имеет свою	1	3
180	мы видели	2	3
181	на время	1	2
182	этом и	1	2
183	к сожалению	1	2
184	представить себе	2	2
185	и весь	2	2
186	отличия от	1	2
187	только не	2	2
188	у каждого	1	2
189	все его	2	2
190	том чтобы	2	2
191	из которых	4	2
192	они и	1	2
193	они не	2	2
194	на вопрос	4	2
195	если в	1	2
196	самого себя	4	2
197	должно быть	5	2
198	того как	1	2
199	эта не	1	2
200	зависит от	1	2
201	с одной	3	2
202	том числе	1	2
203	должна быть	6	2
204	тогда когда	3	2
205	смысле слова	1	2
206	с нею	1	2
207	само собою	1	2
208	говорить о	2	2
209	да и	1	2
210	следует что	2	2
211	хотя и	4	2
212	к а	1	2
213	в пользу	5	2
214	многие из	5	2
215	что при	7	2
216	в большей	1	2
217	не приходится	1	2
218	для многих	1	2
219	после этого	1	2
220	в науке	1	2
221	с более	3	2
222	что такое	1	2
223	а затем	2	2
224	как у	3	2
225	представления об	2	2
226	из своих	1	2
227	с другими	1	2
228	из многочисленных	1	2
229	разобраться в	2	2
230	но с	2	2
231	в своих	2	2
232	и даже	1	2
233	что ни	1	2
234	этой точки	1	2
235	и наконец	3	2
236	в которой	5	2
237	и некоторые	2	2
238	а во-вторых	1	2
239	ни одна	1	2
240	что его	4	2
241	ничто иное	1	2
242	мысль о	1	2
243	что она	2	2
244	но не	3	2
245	в ней	3	2
246	между собою	5	2
247	в материальной	1	2
248	в жизни	3	2
249	к его	1	2
250	не подлежит	3	2
251	по одному	3	2
252	же как	3	2
253	на эти	1	2
254	между прочим	2	2
255	что мы	4	2
256	и просто	1	2
257	на этом	2	2
258	другом месте	1	2
259	не вполне	3	2
260	не менее	7	2
261	можно ли	2	2
262	только для	1	2
263	бы не	1	2
264	может не	3	2
265	образом по	1	2
266	отличается от	6	2
267	на то	9	2
268	себе и	1	2
269	числе и	1	2
270	собою и	1	2
271	наиболее существенные	1	2
272	сих пор	15	2
273	по его	2	2
274	очень многие	1	2
275	а для	2	2
276	от них	2	2
277	еще не	6	2
278	эти положения	1	2
279	все они	6	2
280	иметь в	1	2
281	в каждом	1	2
282	во всяком	2	2
283	и потому	3	2
284	еще и	1	2
285	до сих	15	2
286	этого положения	1	2
287	а к	2	2
288	а как	1	2
289	в целях	1	2
290	ли это	1	2
291	эти примеры	2	2
292	то это	1	2
293	и заключается	1	2
294	и социальной	2	2
295	много и	1	2
296	в течение	4	2
297	всяком случае	2	2
298	одной стороны	2	2
299	также и	2	2
300	ту же	2	2
301	в другом	2	2
302	не по	1	2
303	не быть	1	2
304	по крайней	1	2
305	из себя	10	2
306	и может	3	2
307	лишь в	5	2
308	должны быть	3	2
309	что многие	2	2
310	в различных	1	2
311	можно было	1	2
312	отдельных элементов	1	2
313	и сам	2	2
314	только то	2	2
315	от того	3	2
316	знаем что	8	2
317	классовой борьбы	1	2
318	образом даже	1	2
319	этому вопросу	1	2
320	пока еще	1	2
321	как известно	3	2
322	он и	1	2
323	к ним	2	2
324	же самое	1	2
325	других видов	1	2
326	он в	1	2
327	будто бы	1	2
328	заключается в	3	2
329	начиная с	1	2
330	и у	4	2
331	они должны	3	2
332	на него	2	2
333	эти вопросы	1	2
334	как от	1	2
335	он не	4	2
336	во всей	2	2
337	или иной	1	2
338	в общем	6	2
339	он может	1	2
340	если они	1	2
341	и дальше	2	2
342	он сам	1	2
343	в области	4	2
344	только с	1	2
345	у них	6	2
346	к этим	1	2
347	конце концов	4	2
348	и для	6	2
349	но для	2	2
350	крайней мере	1	2
351	целого ряда	1	2
352	но в	5	2
353	что так	1	2
354	отдельные элементы	2	1
355	открытие и	1	1
356	с к	1	1
357	с которой	1	1
358	для самого	2	1
359	были бы	1	1
360	то в	2	1
361	на почве	3	1
362	же выводам	1	1
363	от него	3	1
364	что общая	1	1
365	к действительности	1	1
366	и другие	1	1
367	этом случае	4	1
368	понятий и	1	1
369	и то	4	1
370	которой я	1	1
371	а потому	5	1
372	поэтому что	4	1
373	ее и	4	1
374	образом и	2	1
375	отдельных частей	1	1
376	сущность его	1	1
377	мы видим	1	1
378	но на	2	1
379	в более	1	1
380	что если	3	1
381	и многие	1	1
382	не противоречит	1	1
383	мы и	2	1
384	говоря уже	1	1
385	мыслей их	1	1
386	многих других	2	1
387	гораздо сложнее	1	1
388	его мнению	1	1
389	смотреть на	2	1
390	а наоборот	3	1
391	данном случае	3	1
392	то есть	2	1
393	на тех	1	1
394	и свою	1	1
395	свидетельствует о	1	1
396	рассказ о	1	1
397	которые не	3	1
398	несколько иной	1	1
399	есть одно	1	1
400	мы не	1	1
401	в состоянии	5	1
402	именно те	1	1
403	с этой	3	1
404	еще больше	3	1
405	начале этой	2	1
406	еще более	1	1
407	только лишь	1	1
408	нам приходится	1	1
409	несмотря на	6	1
410	из того	4	1
411	освободиться от	3	1
412	свои первоначальные	1	1
413	а и	8	1
414	к истине	1	1
415	мы получаем	1	1
416	или с	1	1
417	с ним	6	1
418	положения о	1	1
419	кроме того	1	1
420	не являются	1	1
421	особенностей в	1	1
422	путей к	1	1
423	это обстоятельство	2	1
424	указанных выше	3	1
425	отсюда как	1	1
426	те черты	2	1
427	общего плана	1	1
428	положение что	1	1
429	в меньшей	1	1
430	начале своей	1	1
431	для нас	3	1
432	невозможно и	2	1
433	с каждым	1	1
434	к сознанию	1	1
435	области не	1	1
436	большею частью	5	1
437	силой и	1	1
438	каждого человека	2	1
439	у многих	1	1
440	как нечто	1	1
441	исторического развития	2	1
442	бы при	1	1
443	при соприкосновении	1	1
444	в этих	3	1
445	социальной среды	1	1
446	без того	4	1
447	более высокой	1	1
448	однако при	2	1
449	в ином	1	1
450	и эти	1	1
451	от общей	1	1
452	в виде	4	1
453	этот план	1	1
454	как же	1	1
455	так или	5	1
456	она к	1	1
457	проблемы не	1	1
458	в духе	1	1
459	все то	2	1
460	но он	1	1
461	самом деле	12	1
462	к полной	2	1
463	но все	5	1
464	не очень	2	1
465	этого не	1	1
466	и вдруг	1	1
467	или иначе	5	1
468	психологии а	1	1
469	если теперь	1	1
470	самые разнообразные	1	1
471	который как	1	1
472	его теории	1	1
473	ему самому	1	1
474	и все	9	1
475	о своей	1	1
476	раз навсегда	1	1
477	они могут	2	1
478	целый ряд	4	1
479	на себя	1	1
480	достаточно ясно	1	1
481	зрения на	1	1
482	развития в	1	1
483	к пониманию	1	1
484	тем что	1	1
485	если это	2	1
486	когда все	1	1
487	то время	2	1
488	в таком	4	1
489	если он	2	1
490	бы все	1	1
491	очень много	3	1
492	том или	1	1
493	между этими	2	1
494	к их	1	1
495	можно назвать	3	1
496	для своей	1	1
497	друг другу	1	1
498	и без	5	1
499	к таким	2	1
500	в памяти	1	1
501	процесс этого	1	1
502	в в	4	1
503	чтобы ответить	1	1
504	во имя	3	1
505	как не	2	1
506	время как	1	1
507	что по	3	1
508	может только	1	1
509	а именно	1	1
510	в научной	1	1
511	от начала	1	1
512	долго и	1	1
513	и так	2	1
514	состоит из	4	1
515	становится понятным	1	1
516	однако чтобы	1	1
517	на эту	1	1
518	мысль примером	1	1
519	при таком	2	1
520	как в	1	1
521	еще дальше	1	1
522	образом для	1	1
523	что ее	1	1
524	на одном	2	1
525	мы только	1	1
526	по своему	5	1
527	себя и	2	1
528	не имеет	2	1
529	смертью в	1	1
530	другую столь	1	1
531	между собой	4	1
532	непосредственное впечатление	1	1
533	не создает	1	1
534	почти все	2	1
535	о котором	7	1
536	собою в	1	1
537	сравнению с	5	1
538	это было	1	1
539	для их	1	1
540	знает что	1	1
541	и это	3	1
542	образом от	1	1
543	а только	1	1
544	на своем	1	1
545	этих элементов	1	1
546	ничего общего	3	1
547	и из	2	1
548	что тот	1	1
549	на себе	2	1
550	похожи на	1	1
551	что их	3	1
552	жизни к	1	1
553	творческой работе	1	1
554	понимать в	1	1
555	вопрос что	1	1
556	обстоятельство является	1	1
557	или ином	1	1
558	частей и	1	1
559	в дальнейшем	4	1
560	жизнь и	3	1
561	что эти	2	1
562	же направлении	1	1
563	нет ничего	1	1
564	необходимое условие	1	1
565	наконец и	1	1
566	совершенно не	4	1
567	признать что	4	1
568	ними нет	1	1
569	причем этот	1	1
570	том случае	4	1
571	тут только	1	1
572	на природу	1	1
573	ответить на	2	1
574	черты которые	1	1
575	отношение в	1	1
576	у отдельных	1	1
577	на этой	3	1
578	а с	4	1
579	в данном	3	1
580	в основе	2	1
581	силы и	1	1
582	вытекает из	1	1
583	вытекают из	2	1
584	тем более	3	1
585	а если	1	1
586	бы с	1	1
587	зрелого и	1	1
588	что этот	1	1
589	целиком а	1	1
590	постепенно и	1	1
591	вопрос о	3	1
592	были у	1	1
593	же духе	1	1
594	видим что	1	1
595	этой главы	1	1
596	тех же	2	1
597	которой он	1	1
598	случае если	5	1
599	в лучшем	1	1
600	в чистом	1	1
601	многих из	1	1
602	есть в	2	1
603	конечно не	3	1
604	при отсутствии	2	1
605	момента когда	1	1
606	не говоря	1	1
607	входит в	1	1
608	уже в	1	1
609	почти исключительно	1	1
610	по сравнению	5	1
611	нельзя не	1	1
612	примеры показывают	1	1
613	быть признана	2	1
614	этому и	1	1
615	в борьбу	1	1
616	приходится затрачивать	1	1
617	друг друга	2	1
618	потому что	9	1
619	в свою	2	1
620	этих идей	1	1
621	и тем	1	1
622	кажется что	1	1
623	быть и	5	1
624	наиболее полно	1	1
625	в риме	1	1
626	от всех	1	1
627	идет в	1	1
628	только тогда	2	1
629	если так	1	1
630	и поэтому	2	1
631	плана от	1	1
632	только один	2	1
633	между всеми	1	1
634	и открытий	1	1
635	всеми этими	2	1
636	подробности в	1	1
637	процессов и	1	1
638	со стороны	1	1
639	только на	1	1
640	если же	3	1
641	наконец для	1	1
642	которые должны	1	1
643	что эта	4	1
644	для этого	7	1
645	одно и	1	1
646	может служить	3	1
647	на его	1	1
648	и если	6	1
649	и та	1	1
650	свою историю	1	1
651	все те	1	1
652	пор не	5	1
653	и что	9	1
654	воззрениях на	1	1
655	приходит к	1	1
656	если все	1	1
657	а между	8	1
658	заключает в	2	1
659	в начале	3	1
660	однако сами	1	1
661	говоря о	1	1
662	сомнению что	3	1
663	то непосредственное	1	1
664	основании этих	1	1
665	часто в	1	1
666	и жизни	1	1
667	в истории	3	1
668	как оно	1	1
669	это необходимо	1	1
670	и психологии	1	1
671	конечно нет	1	1
672	это имеет	1	1
673	себя от	1	1
674	что до	2	1
675	самого начала	1	1
676	каждый из	3	1
677	свою очередь	2	1
678	непонятными и	1	1
679	не случайно	1	1
680	себя свою	1	1
681	связанной с	1	1
682	связанными с	1	1
683	и привычки	1	1
684	и той	1	1
685	единство и	1	1
686	сейчас же	3	1
687	борьба за	2	1
688	и еще	1	1
689	тот или	1	1
690	отношение к	4	1
691	как мы	3	1
692	а а	1	1
693	со своими	2	1
694	вот к	1	1
695	же не	3	1
696	к ней	1	1
697	к двум	2	1
698	но по	3	1
699	общего с	2	1
700	частью в	1	1
701	но вместе	2	1
702	что во	1	1
703	самые различные	1	1
704	заметить что	1	1
705	необходимо сделать	1	1
706	и благодаря	1	1
707	этом однако	1	1
708	мы бы	1	1
709	бы он	1	1
710	благодаря этому	1	1
711	всех сторон	1	1
712	лишь о	2	1
713	психологии в	2	1
714	быть в	1	1
715	находится в	1	1
716	уже не	1	1
717	грубость и	1	1
718	эту мысль	1	1
719	является сознание	1	1
720	уже о	1	1
721	причем в	1	1
722	не имели	1	1
723	этих черт	2	1
724	при оценке	1	1
725	и других	3	1
726	когда отдельные	1	1
727	чаще всего	1	1
728	следующие положения	1	1
729	как будто	5	1
730	их отношение	1	1
731	здесь не	1	1
732	невозможно даже	1	1
733	разных социальных	1	1
734	оно может	1	1
735	их на	1	1
736	у этих	1	1
737	только эти	1	1
738	и следует	1	1
739	этом у	1	1
740	который у	1	1
741	этими двумя	2	1
742	или не	1	1
743	является только	1	1
744	месте в	1	1
745	в ту	2	1
746	решающую роль	1	1
747	связаны с	1	1
748	классы и	1	1
749	потому и	2	1
750	к каким	1	1
751	с ее	2	1
752	из него	2	1
753	лишь те	1	1
754	нетрудно понять	2	1
755	очень сильны	1	1
756	строго говоря	1	1
757	которой мы	2	1
758	в самой	2	1
759	если только	1	1
760	каждого из	1	1
761	в историю	1	1
762	и особенно	2	1
763	он должен	2	1
764	некоторые черты	1	1
765	тому же	6	1
766	что на	2	1
767	подлежит сомнению	3	1
768	судя по	1	1
769	и иметь	1	1
770	это представление	3	1
771	мира в	1	1
772	не отличается	1	1
773	не к	1	1
774	его можно	1	1
775	своего развития	1	1
