N	2gram	Losev_Vesc	NovoeSre
293	смысле о	1	1
294	но также	1	1
295	природе своей	2	1
296	для того	3	1
297	это я	4	1
298	вопросу о	1	1
299	быть не	5	1
300	вся жизнь	1	1
301	не быть	4	1
302	только так	1	1
303	религиозного сознания	2	1
304	думаю что	1	1
305	последние годы	2	1
306	это значит	30	1
307	весь стиль	1	1
308	социальная жизнь	2	1
309	не всегда	1	1
310	религия в	1	1
311	из их	1	1
312	а это	5	1
313	в энергию	1	1
314	революция духа	1	1
315	и жизненной	1	1
316	это уже	2	1
317	потому оно	1	1
318	он и	2	1
319	или нет	1	1
320	было бы	24	1
321	мы должны	5	1
322	чем выявление	1	1
323	в сущности	7	1
324	о самом	1	1
325	этом он	1	1
326	который есть	2	1
327	религия и	1	1
328	от рационализма	2	1
329	в его	5	1
330	и личности	1	1
331	она как-то	1	1
332	когда она	4	1
333	мы в	1	1
334	но ведь	2	1
335	и вся	1	1
336	какую угодно	1	1
337	значение для	1	1
338	предметы или	1	1
339	должны быть	6	1
340	идеи которые	1	1
341	и их	11	1
342	говорить о	9	1
343	не с	8	1
344	и стремится	1	1
345	в социальной	1	1
346	одна сторона	1	1
347	бытия и	6	1
348	и ему	1	1
349	есть и	13	1
350	совершенно невозможно	2	1
351	и замечательно	1	1
352	но сам	1	1
353	у нас	9	1
354	отпадение от	1	1
355	и когда	5	1
356	с богом	1	1
357	существу своему	1	1
358	не столько	2	1
359	с другими	8	1
360	и целиком	1	1
361	духовная сила	1	1
362	было то	1	1
363	говорит что	1	1
364	и христианской	1	1
365	вопроса о	3	1
366	в виду	2	1
367	не больше	1	1
368	нужно быть	1	1
369	превращается в	3	1
370	и до	6	1
371	жизнь не	2	1
372	нет никакого	3	1
373	с собой	2	1
374	чтобы эти	1	1
375	есть результат	1	1
376	и духовной	1	1
377	природу и	1	1
378	только в	23	1
379	в xix	1	1
380	не на	2	1
381	не могут	1	1
382	есть уже	4	1
383	под этим	1	1
384	по своей	3	1
385	от того	7	1
386	в нее	1	1
387	он есть	2	1
388	него как	1	1
389	от других	1	1
390	что образ	2	1
391	разными путями	1	1
392	есть еще	3	1
393	и явления	8	1
394	оно существует	1	1
395	в стихии	1	1
396	в зависимости	1	1
397	было и	2	1
398	оно не	6	1
399	сама наука	1	1
400	и бытия	6	1
401	а на	1	1
402	основанная на	1	1
403	о природе	1	1
404	сами по	3	1
405	это всегда	1	1
406	или не	7	1
407	но он	2	1
408	в бытие	1	1
409	в которой	5	1
410	смысле как	1	1
411	и а	3	1
412	живое и	1	1
413	в этой	4	1
414	а во-вторых	1	1
415	что ничего	1	1
416	к чему	2	1
417	человеческой жизни	1	1
418	а также	1	1
419	и еще	4	1
420	жизнь в	1	1
421	в отличие	1	1
422	так называемый	1	1
423	явление в	1	1
424	будто бы	1	1
425	него и	1	1
426	на нее	2	1
427	оно есть	16	1
428	во многом	1	1
429	всегда есть	5	1
430	переход от	2	1
431	себя а	1	1
432	из всех	1	1
433	оно же	1	1
434	быть только	6	1
435	что не	11	1
436	но все	3	1
437	возможно было	1	1
438	хаоса в	1	1
439	и реальном	1	1
440	оба они	1	1
441	тем что	7	1
442	есть всегда	5	1
443	и во	3	1
444	не хочет	1	1
445	только одна	1	1
446	к этой	1	1
447	возможности в	1	1
448	новые формы	1	1
449	но нет	1	1
450	то время	4	1
451	с большим	1	1
452	в конце	3	1
453	вообще не	6	1
454	или иная	1	1
455	чтобы быть	3	1
456	это предполагает	1	1
457	он находится	1	1
458	мы опять	1	1
459	судьба и	1	1
460	в основу	1	1
461	логики и	1	1
462	так как	17	1
463	смысле и	4	1
464	имеют никакого	1	1
465	самое явление	1	1
466	которые нельзя	1	1
467	к которому	1	1
468	в своем	9	1
469	вся культура	1	1
470	мы конечно	1	1
471	сама себя	4	1
472	выявление вовне	1	1
473	я могу	3	1
474	в последние	2	1
475	как я	6	1
476	личностей и	1	1
477	к таким	1	1
478	метода и	4	1
479	уже нет	1	1
480	лишь на	1	1
481	понята как	1	1
482	чего оно	1	1
483	и могущества	2	1
484	нас к	1	1
485	с идеями	1	1
486	сих пор	1	1
487	что он	7	1
488	явление он	1	1
489	на себя	5	1
490	бы сказать	2	1
491	и она	3	1
492	их в	6	1
493	в силу	4	1
494	и очень	1	1
495	стихии и	1	1
496	оно должно	1	1
497	как часто	2	1
498	мысли но	1	1
499	не та	1	1
500	что мы	17	1
501	и вместе	1	1
502	и никакой	1	1
503	есть непосредственное	1	1
504	типов культуры	1	1
505	в этих	1	1
506	есть такой	1	1
507	я хочу	5	1
508	том смысле	1	1
509	и отдельных	1	1
510	но если	12	1
511	которым оно	1	1
512	по себе	22	1
513	приводит к	2	1
514	оно может	3	1
515	и другая	1	1
516	того и	2	1
517	к новой	1	1
518	жизни мы	2	1
519	нуждается в	2	1
520	все другие	1	1
521	с ним	8	1
522	и потеряли	1	1
523	духовной и	1	1
524	и только	11	1
525	который я	2	1
526	понять смысл	1	1
527	есть только	18	1
528	ли он	1	1
529	от всех	5	1
530	ней нет	1	1
531	к той	1	1
532	всяком случае	2	1
533	пустое место	1	1
534	речи о	1	1
535	и оно	4	1
536	зависимости от	1	1
537	она могла	2	1
538	та или	2	1
539	только потому	1	1
540	и истории	1	1
541	в эти	1	1
542	распадается на	1	1
543	с большей	1	1
544	к своим	1	1
545	в это	2	1
546	если есть	5	1
547	того же	5	1
548	в каком-то	5	1
549	тут мы	6	1
550	знает что	2	1
551	не ставится	1	1
552	на их	2	1
553	не случайно	2	1
554	верят в	1	1
555	в чем	10	1
556	в каком	6	1
557	не был	2	1
558	и искать	1	1
559	если взять	1	1
560	отказаться от	1	1
561	и его	4	1
562	слова в	2	1
563	и у	4	1
564	одного и	1	1
565	на это	5	1
566	себе и	2	1
567	понять что	1	1
568	от этого	3	1
569	и нет	3	1
570	обратиться к	1	1
571	имя но	1	1
572	который и	1	1
573	тут нет	3	1
574	себя и	8	1
575	есть принцип	1	1
576	к нему	3	1
577	ему не	3	1
