N	3gram	Bakhtin_KF	Myslijsy
120	и все остальные	1	2
121	а в смысле	1	2
122	со стороны его	1	2
123	для него самого	1	1
124	но все эти	3	1
125	бы он ни	2	1
126	того же лица	1	1
127	как одно из	1	1
128	здесь дело не	1	1
129	это значило бы	2	1
130	все это в	1	1
131	на задний план	1	1
132	для одного и	1	1
133	место и в	1	1
134	во всех этих	2	1
135	только в себе	1	1
136	на том что	1	1
137	уже не в	1	1
138	не было ни	1	1
139	если бы человек	1	1
140	необходимом отношении к	1	1
141	он ни был	2	1
142	в стороне вопрос	1	1
143	оно должно быть	1	1
144	общее положение закон	1	1
145	не была бы	1	1
146	но все они	2	1
147	точки зрения той	1	1
148	не в себе	1	1
149	она могла бы	2	1
150	во всех отношениях	2	1
151	не я и	1	1
152	если бы эта	1	1
153	для себя и	1	1
154	он имеет дело	1	1
155	сознания и не	1	1
156	можно и должно	1	1
157	по отношению ко	4	1
158	отношению к другим	1	1
159	не совпадает с	1	1
160	подлежит сомнению но	1	1
161	полученное этим путем	1	1
162	нет сомнения что	1	1
163	должно быть определено	1	1
164	в одном только	1	1
165	не в ее	1	1
166	формы и содержания	1	1
167	человек чувствует себя	1	1
168	что и для	1	1
169	смысле можно говорить	1	1
170	никогда бы не	1	1
171	для меня не	1	1
172	не для того	1	1
173	пространство и время	1	1
174	не отличаются от	1	1
175	его в себе	1	1
176	для меня с	1	1
177	на я и	1	1
178	и было бы	1	1
179	не само по	1	1
180	не о том	1	1
181	ее можно только	1	1
182	в чем не	4	1
183	как бы он	1	1
184	и не нужно	1	1
185	не имеет смысла	1	1
186	невозможно если бы	1	1
187	но и от	1	1
188	как если бы	1	1
189	и на чем	1	1
190	оно могло бы	1	1
191	могла бы быть	3	1
192	но все это	1	1
193	признавая в ней	1	1
194	той или другой	1	1
195	нужно помнить что	1	1
196	в одном случае	1	1
197	и совершенно не	1	1
198	то прежде всего	1	1
199	противном случае мы	1	1
200	и вопрос о	1	1
201	стороны своего содержания	1	1
202	слова и его	1	1
203	в нем в	1	1
204	себя и для	1	1
205	с нашей точки	1	1
206	и мысли но	1	1
207	сих пор не	1	1
208	не имеет места	1	1
209	в нем его	1	1
210	и тем не	1	1
211	жизни может быть	1	1
212	до этого она	1	1
213	и для него	2	1
214	имеет место и	1	1
215	к другим и	1	1
216	образом то что	1	1
217	в один момент	1	1
218	и это приводит	1	1
219	то что и	1	1
220	всем другим как	1	1
221	не в нем	1	1
222	человек и все	1	1
223	в сознании в	1	1
224	для меня и	1	1
225	только в форме	1	1
226	не имеем в	2	1
227	противоречит то что	1	1
228	но сама она	1	1
229	что тем самым	1	1
230	времени и пространства	1	1
231	конечно не в	1	1
232	для нас как	1	1
233	но нет и	1	1
234	предмет хотя бы	1	1
235	а все остальное	1	1
236	только в этом	1	1
237	в настоящее время	1	1
238	здесь мы имеем	2	1
239	для меня в	2	1
240	значит что я	1	1
241	отношению к нему	4	1
242	он может быть	2	1
243	думать что это	1	1
244	факт и общее	1	1
245	входит в его	1	1
246	нисколько не противоречит	1	1
247	бы оно ни	1	1
248	бы и с	1	1
249	там где есть	1	1
250	него самого и	1	1
251	это и не	1	1
252	говорим не об	1	1
253	и это будет	1	1
254	что я с	1	1
255	но не могу	1	1
256	для него свое	1	1
257	и мы получим	1	1
258	предмету но не	1	1
259	все что есть	1	1
260	дело когда я	1	1
261	отношению к последнему	1	1
262	не в одном	1	1
263	то-то и то-то	1	1
264	том что мы	1	1
265	мы прежде всего	1	1
266	это нисколько не	1	1
267	тогда когда он	1	1
268	значило бы что	1	1
269	и в ее	1	1
270	она может быть	1	1
271	и все же	1	1
272	во второй половине	1	1
273	но только не	1	1
274	никогда не может	1	1
275	тот же с	2	1
276	не в смысле	1	1
277	случае мы имеем	1	1
278	что может быть	1	1
279	и совершенно правильно	1	1
280	дело не в	1	1
281	значение для нас	1	1
282	нет и не	1	1
283	стать в определенное	1	1
284	к содержанию как	1	1
285	может быть и	1	1
