N	2gram	Potebnia_M	TeoriaLi
180	и потому	7	3
181	с точки	4	3
182	к которому	5	3
183	есть в	4	3
184	прежде всего	8	3
185	все прочие	1	3
186	а на	2	3
187	и притом	6	3
188	связи с	6	3
189	или в	4	3
190	одним из	2	3
191	в связи	2	3
192	и как	11	3
193	в сторону	1	3
194	вовсе не	13	3
195	во всех	12	3
196	тому как	8	3
197	принадлежит к	1	3
198	с языком	2	3
199	в которой	5	3
200	не будет	2	3
201	он должен	2	3
202	не с	2	3
203	к области	1	3
204	говоря о	3	3
205	этом смысле	4	3
206	в этой	3	3
207	что можно	3	3
208	и др	1	3
209	человеческой жизни	1	3
210	столь же	6	3
211	и по	8	3
212	слова как	1	3
213	в той	1	2
214	ведет к	1	2
215	и другие	1	2
216	на деле	6	2
217	образом и	2	2
218	для всех	6	2
219	один из	2	2
220	и здесь	1	2
221	таковы например	1	2
222	и на	8	2
223	если в	3	2
224	рассказ о	1	2
225	жизни а	1	2
226	быть названо	5	2
227	жить и	1	2
228	на этом	3	2
229	мы в	2	2
230	но чтобы	1	2
231	по себе	24	2
232	не могут	10	2
233	в них	7	2
234	оно не	4	2
235	и даже	4	2
236	этой точки	2	2
237	самом деле	2	2
238	на мир	1	2
239	заключается в	3	2
240	на свою	1	2
241	одно слово	1	2
242	имеет дело	2	2
243	к более	1	2
244	значения и	1	2
245	из тех	1	2
246	в одно	5	2
247	с ними	2	2
248	к нам	3	2
249	вместе с	12	2
250	не вполне	1	2
251	себя и	3	2
252	говоря и	1	2
253	отличается от	1	2
254	вследствие этого	1	2
255	ни для	2	2
256	в известном	2	2
257	всей своей	1	2
258	в каком	7	2
259	к другому	2	2
260	своей жизни	1	2
261	о том	6	2
262	при всем	1	2
263	еще и	1	2
264	то чему	1	2
265	вытекает из	3	2
266	духовной жизни	2	2
267	к нему	2	2
268	имеет в	1	2
269	но во	3	2
270	е о	1	2
271	не всегда	2	2
272	сознания в	2	2
273	для меня	4	2
274	внешних предметов	1	2
275	не могло	3	2
276	только на	4	2
277	может служить	2	2
278	говорит что	1	2
279	и это	3	2
280	превращается в	2	2
281	у и	2	2
282	времени и	3	2
283	значительной степени	3	2
284	и возможность	1	2
285	существования в	2	2
286	и наоборот	10	2
287	известного рода	1	2
288	самом начале	1	2
289	если мы	5	2
290	тем же	4	2
291	ключ к	2	2
292	произведении искусства	1	2
293	всякий раз	1	2
294	что она	3	2
295	здесь не	2	2
296	в противном	3	2
297	на котором	1	2
298	в самой	5	2
299	только о	2	2
300	жизни но	2	2
301	бы то	2	2
302	то в	6	2
303	что они	6	2
304	при котором	3	2
305	но на	3	2
306	на вопрос	3	2
307	несмотря на	5	2
308	ни было	4	2
309	нашего внутреннего	1	2
310	к нашему	1	2
311	внутренней и	1	2
312	в основании	3	2
313	в формах	3	2
314	что такое	3	2
315	ее в	1	2
316	все это	3	2
317	мы легко	2	2
318	что и	16	2
319	у нас	3	2
320	тем в	2	2
321	не ограничивается	3	2
322	что каждый	1	2
323	с их	1	2
324	таком случае	4	2
325	слова не	2	2
326	у него	3	2
327	внешнего мира	3	2
328	дело в	3	2
329	этих двух	1	2
330	каждая из	1	2
331	на себя	1	2
332	этом что	1	2
333	не могли	2	2
334	я и	1	2
335	сама по	4	2
336	тому что	4	2
337	случае не	1	2
338	во внутренней	3	2
339	в какой	2	2
340	противном случае	3	2
341	не от	4	2
342	зрения и	7	2
343	первой части	1	2
344	это было	3	2
345	в чем	6	2
346	делает его	1	2
347	об этом	1	2
348	должен быть	2	2
349	жизни то	1	2
350	вопрос что	1	2
351	тем более	2	2
352	из виду	2	2
353	к одному	3	2
354	могли бы	4	2
355	но как	4	2
356	при чтении	1	2
357	могут служить	1	2
358	определенным образом	1	2
359	то ни	3	2
360	есть как	2	2
361	в первом	5	2
362	но она	3	2
363	одно и	1	2
364	за пределы	4	2
365	жизни оказывается	1	2
366	от своего	2	2
367	не сами	1	2
368	человека и	2	2
369	мы по	1	2
370	в большинстве	1	2
371	следует признать	1	2
372	с человеком	1	2
373	собственно говоря	2	2
374	могла бы	5	2
375	так же	7	2
376	что может	1	2
377	для обозначения	2	2
378	не сама	1	2
379	нас самих	1	2
380	о его	2	2
381	с чем	1	2
382	и прежде	1	2
383	как будто	2	2
384	не сумеет	1	2
385	может и	1	2
386	ни был	2	2
387	чтобы не	3	2
388	в пространстве	1	2
389	могло быть	1	2
390	или напротив	1	2
391	при воспоминании	1	1
392	в особенности	1	1
393	характера как	1	1
394	с которыми	3	1
395	это на	1	1
396	и объекта	4	1
397	вопрос кто	1	1
398	с содержанием	1	1
399	и способность	1	1
400	от него	8	1
401	является в	1	1
402	в последующих	1	1
403	все что	5	1
404	вошло в	1	1
405	в тени	1	1
406	бы несколько	2	1
407	за ним	2	1
408	одном случае	1	1
409	здесь именно	1	1
410	же и	1	1
411	языку по	1	1
412	язык а	1	1
413	этот закон	1	1
414	и свою	1	1
415	также что	2	1
416	например если	3	1
417	как содержание	1	1
418	чувств то	1	1
419	его с	3	1
420	или после	1	1
421	впечатление в	1	1
422	случае мы	1	1
423	дело с	2	1
424	можно назвать	1	1
425	есть для	2	1
426	что делает	1	1
427	и дает	1	1
428	звук в	2	1
429	не всякий	1	1
430	во внешних	1	1
431	развития но	1	1
432	никакого определенного	1	1
433	же образом	1	1
434	что это	5	1
435	с ним	7	1
436	это уже	1	1
437	тем как	3	1
438	человеком который	1	1
439	природе и	1	1
440	и души	1	1
441	что свобода	2	1
442	в сущности	2	1
443	никак не	3	1
444	какой бы	1	1
445	в другой	4	1
446	самой жизни	1	1
447	те же	4	1
448	и музыкального	1	1
449	не как	4	1
450	предполагает не	1	1
451	но собственно	1	1
452	нам с	1	1
453	из того	3	1
454	и делает	1	1
455	в результате	1	1
456	который ставит	1	1
457	то с	1	1
458	открытие и	1	1
459	быть может	6	1
460	и вполне	2	1
461	отдельно от	1	1
462	том и	2	1
463	в единстве	3	1
464	живые существа	1	1
465	этом как	1	1
466	внутренняя форма	2	1
467	со всеми	1	1
468	этого значения	1	1
469	сравнении с	4	1
470	не сможет	1	1
471	должен был	1	1
472	быть так	1	1
473	их не	2	1
474	чтобы в	1	1
475	начинается с	1	1
476	все то	2	1
477	предметов в	1	1
478	которых и	2	1
479	от одного	2	1
480	в собственном	4	1
481	говорящего и	2	1
482	а во-вторых	1	1
483	однако что	1	1
484	которая действительно	1	1
485	устранены из	1	1
486	мы говорим	3	1
487	любовь и	1	1
488	мысль о	8	1
489	всегда остается	1	1
490	слова с	2	1
491	тем что	15	1
492	этого в	2	1
493	одним словом	5	1
494	в малом	1	1
495	по числу	1	1
496	из всего	2	1
497	и действительно	1	1
498	то время	3	1
499	если он	1	1
500	принадлежат к	1	1
501	но самое	1	1
502	видно из	3	1
503	и другим	1	1
504	с тем	9	1
505	стороны в	1	1
506	я от	1	1
507	быть устранены	4	1
508	зрения или	1	1
509	его сознании	1	1
510	к самому	1	1
511	что по	3	1
512	приходит в	1	1
513	есть чувство	1	1
514	все же	11	1
515	не приводит	1	1
516	что звуки	1	1
517	других а	1	1
518	менее определенным	1	1
519	они ни	2	1
520	быть назван	1	1
521	в словах	6	1
522	предмета и	3	1
523	не имеет	9	1
524	как более	1	1
525	бы не	11	1
526	в сравнении	5	1
527	насколько это	1	1
528	да и	1	1
529	более сложные	1	1
530	о котором	4	1
531	зависимости от	1	1
532	и слово	2	1
533	на их	2	1
534	друг от	3	1
535	которая не	1	1
536	на каждом	1	1
537	свою собственную	1	1
538	по крайней	6	1
539	он мог	1	1
540	языка мы	2	1
541	с этим	11	1
542	все они	3	1
543	только одно	1	1
544	а язык	1	1
545	особенно для	1	1
546	объективно и	1	1
547	нам не	2	1
548	состоит не	1	1
549	совершенно не	1	1
550	разница в	2	1
551	не существует	2	1
552	ее к	1	1
553	в котором	5	1
554	из других	1	1
555	не прямо	1	1
556	зависит от	6	1
557	в действительности	6	1
558	и такие	1	1
559	этой деятельности	2	1
560	лицом и	2	1
561	языка и	20	1
562	между несколькими	1	1
563	вопрос о	5	1
564	сливается с	1	1
565	не представляет	1	1
566	по своим	1	1
567	тех же	1	1
568	более чем	1	1
569	о явлениях	1	1
570	заключать в	1	1
571	то и	15	1
572	и предполагает	1	1
573	она названа	1	1
574	в сознание	2	1
575	всегда может	1	1
576	с моей	1	1
577	она могла	2	1
578	наконец в	1	1
579	единства в	1	1
580	индивидуального бытия	1	1
581	не должно	2	1
582	что входит	1	1
583	другу и	2	1
584	и поэтому	2	1
585	сама собою	1	1
586	душе в	1	1
587	во многих	5	1
588	о а	1	1
589	частей речи	1	1
590	людей как	1	1
591	имея в	3	1
592	существенное значение	1	1
593	слова и	7	1
594	с которой	1	1
595	что из	2	1
596	и теперь	1	1
597	жизни и	3	1
598	в значении	1	1
599	чего не	3	1
600	и вся	1	1
601	значение для	1	1
602	в близости	1	1
603	зрение и	1	1
604	точно так	18	1
605	и внешнее	1	1
606	втором случае	1	1
607	теми которые	1	1
608	в различных	1	1
609	переходит к	1	1
610	на основании	3	1
611	всего данного	1	1
612	а между	5	1
613	чем с	1	1
614	образом что	2	1
615	одно из	5	1
616	в мир	1	1
617	иначе в	1	1
618	ни были	3	1
619	и до	1	1
620	она по	1	1
621	что речь	2	1
622	для которого	1	1
623	знаков из	1	1
624	не что	2	1
625	в истории	8	1
626	например для	1	1
627	не так	6	1
628	от своей	1	1
629	и том	3	1
630	каждый из	1	1
631	действия и	1	1
632	ни от	1	1
633	жизни что	1	1
634	в чистом	1	1
635	между людьми	2	1
636	когда же	2	1
637	в прошлом	1	1
638	и формы	1	1
639	на которые	1	1
640	как следствие	2	1
641	к ним	3	1
642	случаи когда	2	1
643	человек должен	1	1
644	языка не	5	1
645	единения с	1	1
646	но всякий	1	1
647	ее не	1	1
648	она может	3	1
649	звука и	9	1
650	нас на	2	1
651	затем в	1	1
652	по которым	2	1
653	духа и	8	1
654	той же	3	1
655	ее как	1	1
656	или а	1	1
657	упустить из	1	1
658	оно стало	1	1
659	именно так	2	1
660	становится для	2	1
661	невозможно так	1	1
662	звуков в	3	1
663	с нею	6	1
664	за его	1	1
665	с этими	1	1
666	только во	1	1
667	только при	3	1
668	как я	1	1
669	субъектом и	1	1
670	достаточного основания	1	1
671	в одной	2	1
672	раз и	1	1
673	отношения в	1	1
674	что все	4	1
675	то она	3	1
676	том же	3	1
677	все без	1	1
678	в сознании	8	1
679	легко может	1	1
680	бы никакого	1	1
681	одна из	4	1
682	языка а	3	1
683	всего к	1	1
684	языка но	3	1
685	поэтому не	1	1
686	со словом	4	1
687	но если	4	1
688	по поводу	7	1
689	не внешним	1	1
690	что даже	2	1
691	он от	1	1
692	человеческой деятельности	1	1
693	не имело	1	1
694	его личным	1	1
695	к этим	2	1
696	по выражению	1	1
697	уже по	2	1
698	друг друга	6	1
699	в деятельности	4	1
700	как явление	1	1
701	говорит следующее	2	1
702	к языку	6	1
703	и субъективная	1	1
704	которое должно	1	1
705	не будучи	1	1
706	пришлось бы	1	1
707	крайней мере	6	1
708	из них	2	1
709	едва ли	1	1
710	тот же	5	1
711	другого и	1	1
712	деятельности и	5	1
713	внимание и	1	1
714	д и	2	1
715	друг другу	4	1
716	своего развития	1	1
717	может как	1	1
718	могли быть	1	1
719	себе самом	1	1
720	действительно имеет	1	1
721	представить себе	3	1
722	голубой цвет	1	1
723	себя самой	1	1
724	слова так	3	1
725	глядя на	1	1
726	именно к	1	1
727	душа не	1	1
728	такое же	3	1
729	к общему	4	1
730	проникает в	1	1
731	одном и	3	1
732	к различным	1	1
733	той мере	1	1
734	мы видим	5	1
735	в более	4	1
736	язык представляет	1	1
737	известные нам	1	1
738	к индивидуальной	1	1
739	нами не	2	1
740	тоже не	1	1
741	так как	29	1
742	многих других	2	1
743	что иное	2	1
744	они не	5	1
745	после того	3	1
746	различие между	2	1
747	себя только	3	1
748	не во	3	1
749	только отдельные	2	1
750	на язык	7	1
751	не решает	1	1
752	ее на	1	1
753	первом случае	1	1
754	должно быть	9	1
755	время и	2	1
756	взаимодействиях с	1	1
757	который бы	1	1
758	в состоянии	5	1
759	чем-то внешним	1	1
760	от первого	1	1
761	жизни человека	2	1
762	задолго до	1	1
763	в природу	1	1
764	напротив в	1	1
765	начала и	1	1
766	не для	2	1
767	речи как	1	1
768	народной жизни	2	1
769	рассмотренного выше	1	1
770	переход к	1	1
771	вбирает в	2	1
772	души и	9	1
773	которого он	1	1
774	такова в	1	1
775	нее как	2	1
776	для нас	29	1
777	из своих	2	1
778	сознания и	2	1
779	вытекающее из	1	1
780	на которой	1	1
781	стремится к	1	1
782	окружающих его	1	1
783	слово в	2	1
784	противоречие между	1	1
785	себе никаких	1	1
786	сколько бы	1	1
787	весь мир	1	1
788	без этого	1	1
789	поэтому оно	2	1
790	том в	1	1
791	и развития	2	1
792	тому же	1	1
793	свободы и	3	1
794	не была	2	1
795	но с	3	1
796	в таких	2	1
797	не было	7	1
798	внутреннее единство	2	1
799	бы для	2	1
800	говорим о	1	1
801	от друга	3	1
802	отказаться от	1	1
803	зависимые от	1	1
804	и более	3	1
805	не говорит	1	1
806	для других	2	1
807	что его	2	1
808	слова могут	1	1
809	для говорящего	2	1
810	но эта	1	1
811	на нее	2	1
812	которое в	1	1
813	себя а	2	1
814	и усиливается	1	1
815	что не	15	1
816	его мысли	1	1
817	чем состоит	1	1
818	виду что	2	1
819	средствами искусства	1	1
820	это возможно	1	1
821	быть признано	1	1
822	мнения о	2	1
823	но само	1	1
824	между этими	2	1
825	индивидуальности и	1	1
826	предположить в	1	1
827	бы быть	7	1
828	и без	4	1
829	же оно	1	1
830	не подлежит	1	1
831	можно предположить	1	1
832	чего бы	2	1
833	человек в	1	1
834	других в	2	1
835	на земле	1	1
836	большинстве случаев	1	1
837	и произведения	1	1
838	всем своем	1	1
839	не есть	13	1
840	все виды	1	1
841	между прочим	5	1
842	рядом с	3	1
843	при таком	5	1
844	в ряду	6	1
845	как ее	1	1
846	от этого	2	1
847	предполагает его	1	1
848	в такой	2	1
849	остановимся на	3	1
850	его жизни	1	1
851	по его	7	1
852	служит для	2	1
853	принимается за	1	1
854	в условиях	1	1
855	на его	1	1
856	форма в	1	1
857	себе и	2	1
858	нашему сознанию	1	1
859	себе никакого	1	1
860	в каждой	1	1
861	из этого	2	1
862	единство и	1	1
863	на себе	3	1
864	при виде	3	1
865	связаны с	1	1
866	бы в	6	1
867	каждом человеке	1	1
868	мере в	1	1
869	на них	1	1
870	людей в	1	1
871	же как	1	1
872	и сделать	1	1
873	словом или	2	1
874	что хотя	1	1
875	на которую	3	1
876	остается в	1	1
877	в каждом	6	1
878	всякое понимание	1	1
879	здесь как	1	1
880	может иметь	1	1
881	том случае	1	1
882	человек как	1	1
883	и субъективности	4	1
884	что от	1	1
885	только к	1	1
886	сознания а	1	1
887	в полной	1	1
888	как ни	1	1
889	которому принадлежит	1	1
890	в своих	4	1
891	на задний	1	1
892	случается с	1	1
893	эти последние	3	1
894	каждом из	1	1
895	сознанию не	1	1
896	если на	1	1
897	случае если	1	1
898	очень часто	1	1
899	что несмотря	1	1
900	две стороны	1	1
901	если не	5	1
902	этот звук	4	1
903	она не	3	1
904	говоря только	1	1
905	задний план	1	1
906	не дает	2	1
907	ту же	1	1
908	совсем не	1	1
909	две другие	1	1
910	но всегда	3	1
911	собою как	2	1
912	не один	2	1
913	чувства и	16	1
914	так что	23	1
915	не более	4	1
916	или же	7	1
917	стороны а	1	1
918	мы понимаем	1	1
919	просто не	1	1
920	в развитии	2	1
921	в образы	2	1
922	и может	5	1
923	бы они	2	1
924	оно и	4	1
925	что касается	2	1
926	другим и	3	1
927	встречаться в	1	1
928	и их	6	1
929	по одним	1	1
930	не могла	2	1
931	это была	1	1
932	можно было	1	1
933	отношений между	5	1
934	рефлексия в	1	1
935	если она	1	1
936	но только	2	1
937	заключает в	6	1
938	тем и	1	1
939	смысл слова	1	1
940	отдельных лиц	4	1
941	человеческого духа	6	1
942	но дело	2	1
943	и своя	1	1
944	даже при	3	1
945	стороны и	3	1
946	только то	3	1
947	субъективное что	1	1
948	представляются в	1	1
949	когда мы	4	1
950	не совпадает	1	1
951	еще на	1	1
952	этом не	2	1
953	над собою	3	1
954	на это	2	1
955	и б	3	1
956	было бы	21	1
957	а тем	1	1
958	ее смысл	1	1
959	например не	1	1
960	не по	4	1
961	из нее	2	1
962	литературы или	1	1
963	но без	2	1
964	гегелевское определение	1	1
965	же природы	1	1
966	он в	1	1
967	как мы	3	1
968	обращенного к	1	1
969	одного из	3	1
970	указывает на	2	1
971	общего с	3	1
972	вид имеют	1	1
973	что для	5	1
974	это правило	1	1
975	его как	1	1
976	каждый человек	1	1
977	в зависимости	1	1
978	которые в	1	1
979	сказать в	1	1
980	внутреннее и	1	1
981	произведения не	1	1
982	этом и	1	1
983	обратимся к	1	1
984	как внутреннее	1	1
985	узнает в	1	1
986	связи между	2	1
987	вместо ожидаемого	1	1
988	может показаться	1	1
989	и от	5	1
990	и есть	4	1
991	по этому	2	1
992	теми же	1	1
993	же в	7	1
994	бытия и	3	1
995	быть без	1	1
996	к пониманию	1	1
997	из его	1	1
998	в уме	1	1
999	на то	5	1
1000	бы ни	8	1
1001	этими примерами	1	1
1002	но одно	1	1
1003	нуждается в	2	1
1004	себе еще	1	1
1005	и только	6	1
1006	между лицом	1	1
1007	как представляется	1	1
1008	по произволу	1	1
1009	отрешиться от	1	1
1010	независимо от	15	1
1011	всей духовной	1	1
1012	для этого	2	1
1013	таким же	3	1
1014	нет не	1	1
1015	и совершенно	2	1
1016	или точнее	1	1
1017	объективности и	4	1
1018	как знак	1	1
1019	всякое произведение	2	1
1020	есть не	7	1
1021	жизнью и	1	1
1022	кажется что	1	1
1023	иное как	2	1
1024	себе а	1	1
1025	более того	1	1
1026	посредством этого	1	1
