N	3gram	Tiupa_Lite	Narrotol
90	на второй план	1	2
91	ли не наиболее	1	2
92	но все же	1	2
93	но и не	1	2
94	между двумя или	1	2
95	присутствия я в	1	2
96	одно и то	1	2
97	можно было бы	2	2
98	только потому что	1	2
99	с легкой руки	2	2
100	в русской литературе	5	2
101	в войне и	1	2
102	на первый взгляд	1	2
103	друг для друга	2	2
104	каждый из нас	1	2
105	в этом последнем	1	2
106	пребывания в мире	1	2
107	потому что я	1	1
108	то что просто	1	1
109	свету остается неизвестен	1	1
110	в самом начале	1	1
111	в этой системе	1	1
112	одной стороны и	1	1
113	и пребывать самим	1	1
114	тем более не	1	1
115	и когда он	1	1
116	в целом как	1	1
117	что в ней	1	1
118	в большинстве случаев	1	1
119	том что искусство	1	1
120	на том что	1	1
121	адресата а не	1	1
122	образованию филолог но	1	1
123	такого рода не	1	1
124	в не меньшей	1	1
125	однако и здесь	1	1
126	я в качестве	1	1
127	в первый раз	2	1
128	никак не мог	1	1
129	состоит при этом	1	1
130	он не может	1	1
131	в повестях белкина	2	1
132	тогда как сам	1	1
133	за собой и	1	1
134	что ведет к	1	1
135	в том числе	2	1
136	и рецептивного сознания	1	1
137	при этом в	3	1
138	а за ними	1	1
139	бы не было	1	1
140	студента ивана великопольского	1	1
141	трилогии в финале	1	1
142	не несет в	1	1
143	в одну из	1	1
144	то в его	1	1
145	так или иначе	8	1
146	другого в этом	1	1
147	и не слышат	1	1
148	в исторической жизни	1	1
149	как будет сказано	1	1
150	себе самому и	1	1
151	в разговоре с	2	1
152	и не должно	1	1
153	только в качестве	1	1
154	без другого в	1	1
155	текста но и	1	1
156	о жизни на	1	1
157	по аналогии с	3	1
158	в полной мере	1	1
159	сам того не	1	1
160	еще в году	4	1
161	а во второй	2	1
162	в формах художественного	3	1
163	том что в	1	1
164	в рецептивном сознании	1	1
165	то ни было	1	1
166	в первой главе	1	1
167	формах художественного письма	3	1
168	это всего лишь	2	1
169	как раз и	1	1
170	какой бы то	1	1
171	а не в	1	1
172	жизни не только	2	1
173	в конечном итоге	1	1
174	а не с	1	1
175	служит в банке	1	1
176	в своем составе	2	1
177	только то что	2	1
178	и не столько	1	1
179	с другой стороны	5	1
180	в этой связи	1	1
181	бы то ни	1	1
182	из того что	2	1
183	то есть от	1	1
184	а не только	1	1
185	в столь же	1	1
186	в равной мере	2	1
187	в значительной степени	1	1
188	филолог но служит	1	1
189	не мог бы	1	1
190	в принципе не	2	1
191	тогда как для	1	1
192	классический реализм xix	3	1
193	в своем восприятии	1	1
194	и второго лица	1	1
195	в силу его	1	1
196	одним и тем	1	1
197	xx века в	1	1
198	в тексте не	2	1
199	не меньшей степени	1	1
200	всему свету остается	1	1
201	в евгении онегине	1	1
202	весьма точной характеристике	1	1
203	по сути своей	1	1
204	стать и пребывать	1	1
205	то есть в	1	1
206	и адресата а	1	1
207	никогда не бывает	1	1
208	и тем же	1	1
209	следует вести о	1	1
210	креативного и рецептивного	1	1
211	если говорить о	1	1
212	в творчестве чехова	1	1
213	обращаясь к читателям	1	1
214	более чем за	1	1
215	всегда всему свету	1	1
216	по крайней мере	2	1
217	как и для	1	1
218	в этом же	1	1
219	как это было	1	1
220	в мире а	1	1
221	знакомых и друзей	1	1
222	в чем он	1	1
223	из которых он	1	1
224	в новой должности	1	1
225	а к ее	1	1
226	этой точки зрения	3	1
227	и рецептивного сознаний	1	1
228	том или ином	1	1
229	еще при жизни	1	1
230	которые могли бы	1	1
231	а потому не	1	1
232	как один из	1	1
233	и не было	1	1
234	жизни но и	1	1
235	остается неизвестен и	1	1
236	и тем более	1	1
237	литературная классика xix	1	1
238	предлагаемой вниманию читателя	1	1
239	тем более что	1	1
240	здесь состоит в	1	1
241	к чужому я	1	1
242	тейяр де шарден	1	1
243	несмотря на свою	1	1
244	классики xix столетия	1	1
245	всяком случае в	1	1
246	согласно весьма точной	1	1
247	и не только	1	1
248	первого лица в	1	1
249	все та же	2	1
250	не упадок не	1	1
251	который известен только	1	1
252	его знакомых и	1	1
253	мы узнаем о	1	1
254	тех кто не	1	1
255	как говорится в	1	1
256	повседневного существования в	1	1
257	в области поэтики	1	1
258	во внутренний мир	1	1
259	отношения между людьми	1	1
260	создается не столько	1	1
261	как мы видели	1	1
262	классика xix столетия	1	1
263	с действительной жизнью	1	1
264	не подлежит сомнению	1	1
265	по образованию филолог	1	1
266	при этом однако	1	1
267	это уже не	1	1
268	женщин низшей расой	1	1
269	к личностному самоопределению	1	1
270	где в каждой	1	1
271	же время у	1	1
272	с самого начала	1	1
273	но служит в	1	1
274	как и само	1	1
275	в себе не	1	1
276	мира представляет собой	1	1
277	том что он	1	1
278	и который известен	1	1
279	аналог действительного мира	1	1
280	у него нет	1	1
281	а не подчинения	1	1
282	который всегда всему	1	1
283	конвергенции схождения сознаний	1	1
284	в рамках которого	1	1
285	не оставляет места	2	1
286	в хх веке	8	1
287	при этом у	1	1
288	удовольствия от текста	1	1
289	в воспринимающем сознании	1	1
290	во многих его	1	1
291	на этом свете	1	1
292	это свидетельствует о	1	1
293	то что я	1	1
294	была выявлена и	1	1
295	в основе своей	1	1
296	и вполне закономерно	1	1
297	как теперь начинает	1	1
298	известен только им	1	1
299	неизвестен и который	1	1
300	это прежде всего	1	1
301	нет и не	1	1
302	на эту тему	1	1
303	с этой точки	3	1
304	мы не можем	1	1
305	случае следует вести	1	1
306	но с другой	3	1
307	в сущности говоря	1	1
308	сознания тогда как	3	1
