N	2gram	Losev_Prob	StatiiOP
399	на него	3	4
400	который в	2	4
401	мы видим	1	4
402	и он	3	4
403	поэзии в	1	4
404	и эти	1	4
405	тому же	1	4
406	будто бы	7	4
407	во внимание	2	4
408	в таком	11	4
409	представляют собою	1	4
410	в связи	9	4
411	и именно	2	4
412	на этом	1	4
413	не могут	1	4
414	в свете	4	4
415	в смысле	2	4
416	и у	2	4
417	могло бы	3	4
418	но как	6	4
419	для его	4	4
420	только с	5	4
421	и речи	1	4
422	и тот	2	4
423	иметь в	2	4
424	с общим	1	4
425	литературы и	2	4
426	у которого	1	4
427	общего с	3	4
428	с которым	1	4
429	петра i	4	4
430	для которых	2	4
431	за пределы	6	4
432	а потому	1	4
433	то есть	63	4
434	если в	1	4
435	известно что	1	4
436	по адресу	1	4
437	это есть	5	4
438	и вполне	9	4
439	так или	2	4
440	сами по	8	4
441	они не	1	4
442	в наших	3	4
443	в прямом	1	4
444	обращается к	1	4
445	в процессе	2	4
446	как о	6	4
447	и так	1	4
448	от его	4	4
449	связанные с	2	4
450	да и	9	4
451	по своей	1	4
452	нет в	2	4
453	ничего общего	7	4
454	здесь нет	1	4
455	все они	5	4
456	бы и	7	4
457	в основе	3	4
458	в значительной	2	4
459	связана с	1	4
460	как известно	1	4
461	относится к	4	4
462	быть не	1	4
463	и тогда	3	4
464	говорят что	1	4
465	не знает	1	4
466	им в	1	4
467	начиная с	1	4
468	в образе	1	4
469	с нею	2	4
470	этого слова	5	4
471	это просто	1	4
472	этого термина	6	4
473	что оно	4	4
474	естественно что	1	4
475	находим и	1	4
476	и всегда	2	4
477	чем он	2	4
478	смысле этого	1	4
479	или в	7	4
480	или иначе	2	4
481	случае не	7	4
482	есть в	6	4
483	меньше всего	2	4
484	этого вопроса	1	4
485	в такой	1	4
486	нисколько не	2	4
487	в каждой	1	4
488	бы совершенно	1	4
489	мере в	1	4
490	чем в	2	4
491	разница между	1	4
492	он говорит	1	4
493	значит что	13	4
494	самим пушкиным	2	4
495	тем или	1	4
496	что его	3	4
497	как мы	12	4
498	же это	2	4
499	в эпоху	2	4
500	для этого	9	4
501	пушкина можно	1	4
502	но для	3	4
503	от него	2	3
504	является в	3	3
505	писателя и	1	3
506	говоря уже	1	3
507	не хочет	1	3
508	его от	3	3
509	то не	2	3
510	но что	3	3
511	и которые	1	3
512	или иной	20	3
513	чтобы в	1	3
514	более или	2	3
515	из нее	1	3
516	их в	2	3
517	здесь дело	1	3
518	в одно	4	3
519	почти все	1	3
520	ни для	2	3
521	смысл этого	1	3
522	гораздо больше	2	3
523	себе в	5	3
524	и дело	1	3
525	к этой	2	3
526	и прочие	2	3
527	больше чем	1	3
528	о той	1	3
529	даже и	33	3
530	данной категории	1	3
531	не должен	1	3
532	но эти	1	3
533	искусства и	3	3
534	точно и	1	3
535	смысле слова	19	3
536	о них	1	3
537	для которого	1	3
538	себе отчет	3	3
539	за рамки	1	3
540	видно что	1	3
541	отчет в	4	3
542	о тех	1	3
543	быть в	2	3
544	во всей	3	3
545	все время	2	3
546	от них	1	3
547	на котором	2	3
548	не то	2	3
549	бы то	5	3
550	несколько слов	1	3
551	нельзя сказать	3	3
552	без всякой	3	3
553	произведения и	2	3
554	не говоря	2	3
555	которую пушкин	1	3
556	на том	3	3
557	каком смысле	1	3
558	разного рода	4	3
559	что при	5	3
560	является и	2	3
561	столько же	2	3
562	не очень	4	3
563	можно судить	1	3
564	как его	1	3
565	и до	3	3
566	от этого	1	3
567	больше всего	1	3
568	в других	2	3
569	особенно в	2	3
570	бы в	3	3
571	формы в	1	3
572	имеет ничего	3	3
573	на которую	3	3
574	принять во	1	3
575	этой главы	1	3
576	эти слова	2	3
577	не дает	1	3
578	времени но	1	3
579	то ни	7	3
580	совсем не	4	3
581	не будет	3	3
582	в первую	3	3
583	как мог	1	3
584	или иное	3	3
585	это же	4	3
586	известном смысле	1	3
587	на который	1	3
588	образом в	2	3
589	за себя	2	3
590	i и	2	3
591	в один	1	3
592	каждого из	1	3
593	что до	1	3
594	и самый	3	3
595	от нее	2	3
596	первую очередь	3	3
597	однако и	2	3
598	в содержании	2	3
599	конце первой	1	3
600	тогда когда	1	3
601	это уже	4	3
602	присутствует в	1	3
603	из того	3	3
604	бы ни	1	3
605	со всеми	1	3
606	значения как	1	3
607	если это	1	3
608	если я	3	3
609	отношения к	3	3
610	к его	1	3
611	если принять	1	3
612	себя и	1	3
613	бы не	2	3
614	так называемая	1	3
615	о котором	1	3
616	важно отметить	1	3
617	которая не	3	3
618	перед нами	8	3
619	то и	9	3
620	это за	3	3
621	так чтобы	2	3
622	и и	1	3
623	на основе	1	3
624	в стихотворении	2	3
625	медного всадника	4	3
626	и вся	2	3
627	очень хорошо	1	3
628	на основании	2	3
629	а во	2	3
630	заметить что	2	3
631	но именно	4	3
632	только при	10	3
633	здесь не	11	3
634	а вовсе	3	3
635	только потому	3	3
636	то или	5	3
637	как к	1	3
638	этом случае	8	3
639	но на	2	3
640	смысле что	4	3
641	в нашей	4	3
642	может не	1	3
643	и нужно	2	3
644	том числе	1	3
645	одним и	1	3
646	от которого	1	3
647	он и	3	3
648	не значит	3	3
649	тут не	1	3
650	них и	1	3
651	а к	2	3
652	этого произведения	4	3
653	но эта	4	3
654	с той	5	3
655	и как	4	3
656	этот раз	3	3
657	если и	2	3
658	при таком	2	3
659	к своему	1	3
660	его же	1	3
661	или менее	2	3
662	на них	1	3
663	эту вещь	2	3
664	она не	3	3
665	здесь совершенно	1	3
666	когда он	2	3
667	существуют в	2	3
668	конечно в	1	3
669	от того	2	3
670	что из	2	3
671	не хотел	1	3
672	и ее	7	3
673	это можно	2	3
674	в голову	2	3
675	свидетельствуют о	1	3
676	и других	1	3
677	прямом смысле	1	3
678	все более	1	3
679	ли в	3	3
680	ведь и	1	3
681	в каком-то	1	3
682	слова в	1	3
683	и наконец	2	3
684	не к	2	3
685	пушкин придавал	1	3
686	котором он	2	3
687	еще при	1	2
688	на какое-то	1	2
689	нет здесь	2	2
690	для всех	3	2
691	мы и	5	2
692	на тот	1	2
693	между собою	5	2
694	лет назад	2	2
695	рассказ о	1	2
696	которая в	1	2
697	к такому	1	2
698	зрения их	1	2
699	дело с	3	2
700	здесь является	1	2
701	из всех	1	2
702	это значит	12	2
703	в разных	4	2
704	тем как	1	2
705	воспоминания о	1	2
706	какой бы	2	2
707	и говорить	2	2
708	точно так	5	2
709	остановиться на	1	2
710	не годится	1	2
711	говорить что	1	2
712	в живом	1	2
713	к другу	1	2
714	на свой	1	2
715	а во-вторых	2	2
716	жизнь в	3	2
717	каждом отдельном	1	2
718	зрения на	2	2
719	не обнаруживает	1	2
720	само собою	1	2
721	показаться что	1	2
722	стороны в	1	2
723	с не	1	2
724	живом языке	1	2
725	вещей в	1	2
726	одновременно и	4	2
727	но у	1	2
728	по своим	1	2
729	прочим и	1	2
730	есть только	5	2
731	которые являются	1	2
732	он является	5	2
733	он по	1	2
734	и стал	1	2
735	у ломоносова	1	2
736	говорится о	1	2
737	тем в	1	2
738	на этой	1	2
739	и медный	1	2
740	которой он	1	2
741	нет такой	1	2
742	входит в	3	2
743	но то	1	2
744	из жизни	1	2
745	на какие	2	2
746	чего не	1	2
747	знака в	1	2
748	за собой	1	2
749	втором случае	1	2
750	слов о	1	2
751	на пути	1	2
752	и когда	4	2
753	связь между	1	2
754	пушкина то	1	2
755	превращается в	1	2
756	для своей	1	2
757	является вполне	2	2
758	то как	1	2
759	а только	9	2
760	является как	1	2
761	то его	2	2
762	указания на	4	2
763	мере не	2	2
764	всего что	1	2
765	но этот	2	2
766	скупой рыцарь	2	2
767	и еще	2	2
768	настоящее время	4	2
769	является еще	1	2
770	этот человек	1	2
771	в контексте	3	2
772	что их	2	2
773	именно так	4	2
774	значит и	4	2
775	но к	2	2
776	имеем дело	2	2
777	в зависимости	3	2
778	они сами	1	2
779	иначе и	2	2
780	от себя	2	2
781	тут же	12	2
782	для этой	1	2
783	или лучше	1	2
784	свое собственное	2	2
785	сам по	11	2
786	все в	4	2
787	и которое	1	2
788	ч ii	1	2
789	сравнении с	4	2
790	и всей	2	2
791	оно стало	1	2
792	что можно	1	2
793	время в	1	2
794	его произведения	1	2
795	которого он	1	2
796	бы только	2	2
797	ней же	4	2
798	пушкина где	1	2
799	исторического процесса	1	2
800	и можно	3	2
801	евгении онегине	1	2
802	с одним	1	2
803	и исторической	1	2
804	них это	1	2
805	в изображении	2	2
806	такова что	1	2
807	и она	2	2
808	уже давно	3	2
809	между собой	3	2
810	к вопросу	1	2
811	пушкина являются	1	2
812	поэт не	1	2
813	на себе	5	2
814	действительности и	2	2
815	той или	22	2
816	чтобы понять	1	2
817	в евгении	1	2
818	которая является	2	2
819	что поэтому	1	2
820	как иначе	6	2
821	являются и	1	2
822	зрения в	1	2
823	ту же	1	2
824	но вовсе	1	2
825	в случае	1	2
826	ни была	2	2
827	на нем	3	2
828	но зато	1	2
829	значение он	1	2
830	но только	10	2
831	дела и	1	2
832	в нее	2	2
833	когда мы	24	2
834	это вовсе	5	2
835	или о	1	2
836	что есть	1	2
837	едва ли	8	2
838	который так	1	2
839	лучше сказать	2	2
840	что только	1	2
841	и от	11	2
842	об этих	1	2
843	бы быть	5	2
844	например или	1	2
845	слова как	3	2
846	хотелось бы	1	2
847	который был	1	2
848	с ее	5	2
849	в одну	1	2
850	до его	1	2
851	она является	3	2
852	мы видели	2	2
853	быть и	3	2
854	для самого	2	2
855	были бы	5	2
856	своей фактической	1	2
857	с полной	1	2
858	бы они	1	2
859	однако с	1	2
860	он уже	1	2
861	и этот	3	2
862	за ним	2	2
863	мы встречаем	1	2
864	например что	1	2
865	к одной	2	2
866	лежащий в	1	2
867	на первом	2	2
868	и при	2	2
869	никак не	13	2
870	хотя в	1	2
871	мы в	6	2
872	я могу	3	2
873	он почти	1	2
874	для них	4	2
875	области не	1	2
876	о в	2	2
877	все его	1	2
878	поэтому и	3	2
879	нам в	2	2
880	к нам	1	2
881	от своего	1	2
882	ни о	8	2
883	с ней	5	2
884	произведения в	2	2
885	по преимуществу	1	2
886	но вот	4	2
887	этот тип	1	2
888	героев и	1	2
889	пушкин прямо	1	2
890	не считать	4	2
891	и они	1	2
892	состоит из	6	2
893	мы имели	1	2
894	этот образ	1	2
895	уже без	1	2
896	к той	1	2
897	тоже по	2	2
898	было у	1	2
899	то он	3	2
900	чем же	7	2
901	положении дела	1	2
902	в цыганах	1	2
903	сам поэт	1	2
904	а если	1	2
905	я должен	1	2
906	язык и	1	2
907	не имеют	4	2
908	согласен с	1	2
909	на какой	1	2
910	еще на	2	2
911	да еще	3	2
912	не знаю	1	2
913	значение этого	2	2
914	это то	3	2
915	это особенно	1	2
916	них как	1	2
917	не должны	1	2
918	зависимости от	3	2
919	так называемым	1	2
920	а тем	1	2
921	хотя это	2	2
922	только тогда	2	2
923	что если	3	2
924	каждой из	2	2
925	те или	9	2
926	хочет сказать	1	2
927	он хочет	1	2
928	здесь о	2	2
929	не имела	1	2
930	только тем	2	2
931	более и	1	2
932	пушкина настолько	1	2
933	чем не	4	2
934	цели и	1	2
935	самого же	2	2
936	и той	2	2
937	образом не	1	2
938	имеем в	4	2
939	же только	1	2
940	в отличие	2	2
941	но всякий	1	2
942	мог бы	1	2
943	не за	1	2
944	ни было	5	2
945	их с	2	2
946	далеко не	1	2
947	эту комедию	2	2
948	в полтаве	1	2
949	ли можно	2	2
950	он может	2	2
951	у них	2	2
952	в произведениях	1	2
953	в настоящее	4	2
954	только о	3	2
955	исключительно в	2	2
956	тот же	1	2
957	д и	5	2
958	но есть	1	2
959	с каким	1	2
960	жизни но	2	2
961	истории литературы	1	2
962	не означает	1	2
963	близок к	1	2
964	его личная	1	2
965	это делает	1	2
966	значение в	3	2
967	произведения как	1	2
968	различие между	1	2
969	только по	1	2
970	приходится сказать	1	2
971	свидетельствует о	2	2
972	сам он	1	2
973	находим например	1	2
974	таком положении	1	2
975	и вот	1	2
976	ли ты	1	2
977	а это	6	2
978	для искусства	1	2
979	в литературе	3	2
980	тоже в	1	2
981	общем фоне	1	2
982	указание на	2	2
983	на которой	1	2
984	на общем	1	2
985	со словами	1	2
986	под пером	1	2
987	собой в	1	2
988	как нечто	9	2
989	с их	2	2
990	без всяких	1	2
991	что является	2	2
992	к которым	1	2
993	который как	1	2
994	пером пушкина	1	2
995	о каком	2	2
996	и эта	1	2
997	с теми	2	2
998	этих произведений	1	2
999	опять-таки не	2	2
1000	эта вещь	1	2
1001	нет возможности	1	2
1002	как она	2	2
1003	говорят о	4	2
1004	иной раз	5	2
1005	перед собой	1	2
1006	по своему	6	2
1007	на все	1	2
1008	сразу же	2	2
1009	бы мы	2	2
1010	отходит от	1	2
1011	но уже	4	2
1012	что тот	1	2
1013	совершенно ясно	1	2
1014	другом случае	2	2
1015	жизнь и	3	2
1016	как слово	1	2
1017	на свете	2	2
1018	такие слова	1	2
1019	что от	1	2
1020	только к	4	2
1021	в таких	3	2
1022	отличие от	3	2
1023	каких бы	1	2
1024	стихах и	1	2
1025	ни один	1	2
1026	дело когда	2	2
1027	и ни	5	2
1028	здесь только	7	2
1029	с полным	4	2
1030	и может	4	2
1031	каждый раз	7	2
1032	в пределах	3	2
1033	тем самым	9	2
1034	не должно	1	2
1035	не требует	2	2
1036	ведь если	3	2
1037	всей его	2	2
1038	смерть пушкина	1	2
1039	россии и	1	2
1040	самые разнообразные	2	2
1041	числе и	1	2
1042	же самое	20	2
1043	были и	1	2
1044	бы он	2	2
1045	назвать в	1	2
1046	языка с	1	2
1047	до ее	1	2
1048	из другой	1	2
1049	суждения о	1	2
1050	нуждается в	1	2
1051	эти два	2	2
1052	он с	1	2
1053	в известной	3	2
1054	во всем	2	1
1055	мы можем	11	1
1056	какого бы	1	1
1057	они являются	2	1
1058	получает свое	1	1
1059	дело однако	1	1
1060	новое и	3	1
1061	бесконечного ряда	9	1
1062	бы пушкин	1	1
1063	в настоящем	3	1
1064	еще раз	2	1
1065	будто к	1	1
1066	жанре и	1	1
1067	никогда и	1	1
1068	а когда	1	1
1069	вещи в	1	1
1070	выводу что	1	1
1071	самого себя	4	1
1072	не связан	2	1
1073	бы даже	3	1
1074	всех случаях	1	1
1075	и имеет	1	1
1076	разнообразия в	1	1
1077	области где	1	1
1078	но является	2	1
1079	не входя	1	1
1080	по всему	1	1
1081	смысле и	1	1
1082	вопросу о	1	1
1083	не исключает	1	1
1084	и над	1	1
1085	оказывается не	2	1
1086	с самим	4	1
1087	какими бы	1	1
1088	и был	1	1
1089	ни стало	1	1
1090	строго говоря	1	1
1091	мысли и	1	1
1092	литературы которые	1	1
1093	правда это	1	1
1094	типа с	1	1
1095	в принципе	1	1
1096	иначе но	1	1
1097	например с	1	1
1098	свое произведение	2	1
1099	вещь для	1	1
1100	когда говорят	1	1
1101	объяснения всех	1	1
1102	требует от	1	1
1103	а есть	1	1
1104	проглядывает в	1	1
1105	особенно если	1	1
1106	собой разумеется	1	1
1107	чтобы она	1	1
1108	памятник себе	1	1
1109	моменты жизни	1	1
1110	он отличается	1	1
1111	типичности но	1	1
1112	у мольера	1	1
1113	с собой	6	1
1114	личность но	1	1
1115	ценность и	1	1
1116	внешней формы	1	1
1117	очень слабо	1	1
1118	что слово	3	1
1119	этой последней	1	1
1120	родительного падежа	1	1
1121	и самые	1	1
1122	или во	1	1
1123	резко отличаются	1	1
1124	о необходимости	2	1
1125	виду при	1	1
1126	обобщения а	1	1
1127	имеет для	2	1
1128	для осуществления	1	1
1129	все дело	2	1
1130	на свою	2	1
1131	результате этого	1	1
1132	ничем существенным	1	1
1133	на существование	1	1
1134	элементов языкового	1	1
1135	где они	1	1
1136	именно о	2	1
1137	уже на	1	1
1138	было очень	1	1
1139	никому в	1	1
1140	пор мы	2	1
1141	если он	1	1
1142	или другие	3	1
1143	рядом с	1	1
1144	видно из	1	1
1145	правда в	3	1
1146	всего с	1	1
1147	там же	1	1
1148	в собственном	1	1
1149	кроме самого	1	1
1150	в порядке	3	1
1151	медном всаднике	2	1
1152	они ни	1	1
1153	является для	1	1
1154	грозный и	1	1
1155	них мы	1	1
1156	вполне достаточно	1	1
1157	уже то	1	1
1158	метафоры то	1	1
1159	относящихся сюда	1	1
1160	не его	1	1
1161	художественное произведение	9	1
1162	и нет	2	1
1163	отражается в	1	1
1164	ведь ни	1	1
1165	в дальнейшем	1	1
1166	данного места	1	1
1167	и образ	6	1
1168	перечислять все	1	1
1169	действительности в	1	1
1170	перестает быть	3	1
1171	и того	1	1
1172	они вполне	1	1
1173	или только	1	1
1174	языка что	1	1
1175	некоторые из	1	1
1176	более широком	1	1
1177	при условии	4	1
1178	которые мы	5	1
1179	что войну	1	1
1180	или вернее	1	1
1181	о чем-то	4	1
1182	редких случаях	1	1
1183	сам и	1	1
1184	свете этой	1	1
1185	нас и	2	1
1186	духовной жизни	1	1
1187	начиная от	1	1
1188	этом мы	3	1
1189	значение то	1	1
1190	собой как	1	1
1191	всего этого	2	1
1192	но даже	7	1
1193	почти исключительно	1	1
1194	иной мере	3	1
1195	ничто не	2	1
1196	в русских	1	1
1197	д в	2	1
1198	пушкина потому	1	1
1199	в каких	1	1
1200	являются не	2	1
1201	понимаем как	1	1
1202	и свое	1	1
1203	схема как	1	1
1204	заключается что	1	1
1205	нечто целое	6	1
1206	значительной мере	2	1
1207	имея в	1	1
1208	полной убедительностью	1	1
1209	что вся	2	1
1210	относится не	1	1
1211	с самой	4	1
1212	одной и	2	1
1213	она еще	1	1
1214	но может	1	1
1215	когда она	2	1
1216	об отношении	1	1
1217	трактуется как	4	1
1218	только на	6	1
1219	произведения но	1	1
1220	единственный способ	3	1
1221	близкое к	1	1
1222	вещами и	1	1
1223	виду и	1	1
1224	себе и	4	1
1225	и значение	3	1
1226	этим не	2	1
1227	чем его	1	1
1228	о самой	2	1
1229	уже и	2	1
1230	не вполне	3	1
1231	как оно	3	1
1232	от той	1	1
1233	верх и	1	1
1234	значения этого	3	1
1235	даже с	1	1
1236	и общества	3	1
1237	так называемых	1	1
1238	в вопросе	1	1
1239	именно такие	2	1
1240	в глаза	1	1
1241	стихотворения пушкина	1	1
1242	всегда и	1	1
1243	лишено всякой	1	1
1244	заслуживал бы	1	1
1245	так то	2	1
1246	на кавказе	1	1
1247	нашей современной	1	1
1248	для поэтического	1	1
1249	во всякой	1	1
1250	вернуться к	2	1
1251	в голове	1	1
1252	сведений о	1	1
1253	все-таки не	1	1
1254	с большим	2	1
1255	верить в	1	1
1256	смысле не	1	1
1257	такая же	1	1
1258	только самый	1	1
1259	языка как	1	1
1260	произведениями которые	1	1
1261	в нашем	13	1
1262	находится в	1	1
1263	это а	1	1
1264	в научном	1	1
1265	было этого	1	1
1266	без того	1	1
1267	некоторые говорят	1	1
1268	и отдельные	1	1
1269	всегда стремится	1	1
1270	с реальными	1	1
1271	из трех	2	1
1272	больше ничего	3	1
1273	которыми мы	2	1
1274	иным как	2	1
1275	речь о	2	1
1276	когда в	4	1
1277	и всякого	2	1
1278	собою а	1	1
1279	он сам	7	1
1280	в меру	2	1
1281	трагедию и	1	1
1282	здесь идет	1	1
1283	смысле но	1	1
1284	для одной	1	1
1285	о связи	1	1
1286	себе как	4	1
1287	себя в	4	1
1288	же сколько	2	1
1289	есть также	2	1
1290	чтобы читатель	1	1
1291	копии и	2	1
1292	очень близких	1	1
1293	состоящая из	1	1
1294	вся эта	3	1
1295	о ней	3	1
1296	она ни	2	1
1297	одно что	1	1
1298	представить себе	5	1
1299	д все	1	1
1300	первого взгляда	3	1
1301	каждый отдельный	1	1
1302	для языка	1	1
1303	обо всем	1	1
1304	понимать его	2	1
1305	не выходит	2	1
1306	отношении в	1	1
1307	она и	1	1
1308	истории в	2	1
1309	менее в	3	1
1310	конечно есть	1	1
